genero,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
F,Married,47.66488993254196,B,-69.15823298990541,A,-22.505392467457632,E,-58.52930882783585,49.41281874710684,B,98.40654658750815,24.871121278378478,E,0
Female,Single,-140.95529312771833,A,-105.71580309963781,A,-223.64319773223755,B,86.8757405471858,14.559278961107184,E,-5.745043187362666,-112.49110043350305,C,1
Female,Single,24.454292690736885,B,53.25922973300836,A,16.401274273451484,A,-62.673765981139375,164.16697079261326,E,-5.058351081152321,-10.340489332980255,E,1
M,Widowed,5.942428121832823,A,-139.91366855816645,B,24.12319325811253,B,-80.07348830680789,76.47084181348538,A,-44.642596728830476,7.770058069244078,E,0
F,Widowed,-166.5268378021627,A,-113.06798672348802,D,-1.6996552535298668,D,58.40203969582205,-7.402872077214447,E,-50.430398903610175,112.74843943835049,D,1
Other,Married,33.62702043295451,D,-36.490437963930674,A,190.42441231659137,E,-58.07108807829935,-63.61829348965752,D,131.7766777395862,-57.21796162846987,B,0
Other,Widowed,-86.16322180567353,E,97.0244707019823,E,-7.165864358301012,B,-66.81997785946149,-22.739620913620055,B,-70.8400826012882,-68.25573994365305,A,0
Male,Divorced,-150.43827938744215,A,28.5602086346528,E,-22.823422596573316,B,118.57849608909477,-84.68658430631761,C,-24.72822086681997,-15.87982787722444,E,1
Female,Divorced,112.21156323625034,B,-108.14226959170175,E,82.50110688904856,B,-12.415512621128746,173.46253443395958,C,-45.60923249493164,87.77102116671918,D,0
F,Single,-58.42226077560683,C,163.43451239899852,E,-3.2712543968885446,D,-126.10794659037236,-284.41781171116963,B,49.37372017313796,-9.618277246913053,C,0
Other,Single,112.67557500716832,E,26.247750371504925,E,16.412172887268913,E,82.82348285649401,-203.84710017379396,B,143.22823612815924,-7.147583865252803,C,0
M,Widowed,-185.4940709207914,D,146.62781319224612,E,125.250482815083,B,-90.35958965388953,83.55172602846733,D,-106.80088616720609,92.33301037515412,E,0
F,Married,-8.399197982127884,D,19.57745512332582,A,47.91978345609142,A,-142.92844868779147,78.69831451542075,B,-132.59758927844953,-121.55442267169738,B,0
F,Widowed,-51.25997478839833,D,-139.10597973235642,D,-41.78258445201522,C,132.43273115857,105.3164363353417,A,-32.621603742880396,16.21947203432596,D,0
Non-binary,Widowed,61.96167292084848,E,-60.66013017160948,E,10.35118394098675,E,42.839316506383604,-81.48296125842688,A,-101.41361181162003,43.08254873778527,B,0
F,Divorced,6.9054957519278215,B,-46.50849787167696,E,66.73483660347338,C,6.571307634843401,9.768445800246502,B,88.0931952435672,91.16476698765925,D,0
Other,Single,-37.6659197715514,C,133.92390805877145,C,-159.2189053825245,C,-71.09605918698638,-43.68981662573459,A,37.19809885570311,-189.76116153591073,A,1
Non-binary,Widowed,-79.92665826779867,A,-11.787320856167801,D,80.63777157333267,B,71.27308700877829,68.33748643006433,B,-102.67885798595478,-38.920048273074045,D,0
Non-binary,Single,-35.62570265620795,C,13.725792249047194,C,24.53414538268103,D,73.50275426128223,95.19948812060383,E,-196.12720738974753,10.70792683511313,A,0
Male,Married,62.165523202938985,E,-158.61702863826957,C,11.68144614402514,D,18.244516806647976,29.295556924681502,D,143.86283765611873,93.05454007935717,C,0
Male,Widowed,-108.01463476604812,A,-73.93493680336263,B,-114.39279488015126,A,-42.7653074242045,1.7828430996684235,E,77.68352817056562,-60.89469201735539,C,1
Non-binary,Married,-74.25647756333383,C,111.07491697348333,C,-107.69622898453544,B,69.61099698763292,11.069264777570421,D,172.84435747058174,-211.96857171725344,E,1
Other,Married,80.80403740679219,D,304.9160649313919,B,-75.52991477540566,A,-96.51505892340721,59.26075906453091,A,112.64544260524151,-52.95730856373814,E,1
F,Single,-49.18413218985497,E,12.48748209039268,D,42.25430948750991,A,-128.81001031361464,80.55603722698949,E,-63.314510716920594,-139.31151574973026,B,0
Non-binary,Widowed,-107.55569146733215,E,64.31892231030837,A,-50.93258814918058,A,40.06556617822514,138.83028368333535,A,-14.857022361017203,82.77766656722743,D,1
Non-binary,Married,-64.68306453241863,A,-241.29941539265113,D,18.74884956522939,D,-157.8870441625237,-29.960148951078384,C,-51.43050241767857,-2.6961249657810678,A,0
Female,Divorced,124.55971061613118,D,94.2830666352829,C,42.6979168641256,D,18.01974051264388,-132.31224613699732,C,-149.33144226760393,9.26621103056645,B,1
Non-binary,Divorced,-90.79337536121899,C,33.8184566559667,B,29.583305414356882,D,16.963700878810243,128.22713534202836,B,87.94022979852123,99.5796126504549,A,1
Non-binary,Divorced,41.96274903767234,C,46.72721201398895,D,43.69694117578356,A,4.346218676606082,-45.65114582498146,A,-94.88587148956923,-52.77349989853899,B,0
Other,Divorced,193.51280765841977,B,151.20461579534498,D,172.53880781743533,D,-86.44365308071139,23.829148468356713,E,92.46240608263842,125.93077671328712,E,1
Male,Widowed,118.17371979792712,E,-61.02403255227142,B,48.47818160376383,C,-123.42858349978323,43.93739424164227,C,57.67152485040072,-72.7719122259752,C,0
F,Divorced,-54.957582691417315,B,20.83762148832512,D,-16.110151411798988,E,122.13615537695549,160.92368990879515,D,62.42266390267051,-105.12622950711419,C,0
Non-binary,Married,-42.99973465000632,C,184.19946819064447,C,109.22016461516084,A,17.08335915011755,16.098862530846905,D,33.725768356131965,6.209945503890911,C,1
Non-binary,Married,-15.681935648845242,D,-12.91382776183373,A,63.27243326156607,A,-50.95666104072221,40.96430525999323,D,-199.85197639457573,-299.7178454077801,E,0
Other,Married,154.7267003689079,B,-38.505205733615085,A,87.16072276906678,C,16.930017096203294,-165.25231083670974,B,39.96706488596352,-89.44285269337463,A,0
F,Single,12.1538109996356,A,89.34014343065705,D,-37.448929486815715,C,-136.1847675102348,-224.11540236981176,B,-73.00581782149153,-2.483554876428709,D,0
Male,Divorced,138.6191713516192,E,78.3693709236746,B,-18.241174606348054,B,17.464972718562972,-54.874133910195525,D,171.5948361779422,5.014088459357499,A,1
Non-binary,Divorced,109.52556938001858,C,123.29106858400527,C,136.0669960852009,C,40.19071976039267,14.56708420526504,D,-24.73514407518202,185.90225450175686,C,1
F,Married,-98.35490292179226,C,-25.49731502729565,A,-73.4609678895186,A,-129.9253860877347,29.30931282912028,A,60.57353080030421,-23.81447795738715,A,1
Other,Single,-79.52368310890616,A,-152.2910196779353,A,188.49849556470625,A,-173.67802470518933,271.24009857533554,A,-11.52153724570592,75.63046559896542,E,1
Non-binary,Single,127.37733250094716,E,124.33013175854923,B,66.21458710700219,D,-145.18653635927714,-122.38016169467325,D,81.6479577744299,-248.1840964221067,B,0
Male,Married,18.78867958273848,D,7.609073223986392,C,-93.84698475181338,C,70.68841181508515,-131.64394623837862,D,121.87680587059295,95.24725767220835,C,1
Non-binary,Widowed,106.57896514267703,D,129.16735441156945,A,-34.53998135948901,A,-35.2988242690905,-106.94848993857471,E,-64.74026955122513,-21.285421348227214,E,0
Other,Widowed,-35.44248854356424,B,53.976807847521194,A,-3.434289309899364,E,-40.75969766900373,-55.07887039656606,E,-62.08476698023553,97.81554071893672,C,1
M,Divorced,6.484654398776388,A,-116.98656218712082,D,38.67126516057813,E,-7.493017333625689,-47.715850825964964,E,31.680687721767203,-28.054752138416706,C,0
F,Single,-253.40139168036484,B,41.17230020896624,A,-229.8245847471569,B,13.346818491955023,11.221476533913737,C,47.09610452824894,-52.74959860017097,D,1
Male,Widowed,-95.54218891757196,B,73.84281101615433,D,107.29707864786107,A,-168.17815286402137,-205.5237816410497,B,-74.22751757143277,-83.48586529939965,C,0
F,Single,142.77283841911236,C,21.98481270668287,D,87.22137691687611,D,-80.96556279377867,-110.52170582414871,A,-151.46784094086087,-43.43421255215815,B,1
F,Divorced,-75.88563155385955,A,112.81020070268637,C,-3.1442902900278873,A,1.862668066371909,-62.29835112473566,A,-95.68596351136371,98.8605124165198,A,0
Male,Divorced,-98.45483725442938,C,37.77048751310835,B,23.621402687302055,C,37.511246855394454,-81.17709555091072,E,80.66608824133444,47.81573555057539,A,1
Other,Married,-2.4808703390388174,E,64.66892349433269,A,-46.64696563538494,A,-1.3329319316098514,-235.65833810525726,D,-111.92015403335172,144.57767688042574,D,1
Female,Married,-170.43778751212002,E,-35.13650222680398,E,236.44006847319073,E,-46.8694046786483,-38.1949026545548,E,129.17869900321085,31.991274286884014,C,0
M,Single,90.10452733339899,E,-80.72602260174261,A,37.15720676001756,A,-50.368668550893524,-73.90500763090829,D,-110.40786910439155,70.96639878607746,C,0
Female,Married,50.531997062671195,D,38.88674257322906,B,124.93023971606745,B,-55.048660604829635,101.88968497543837,A,-141.3089934588829,-11.799774382966492,C,0
Other,Widowed,101.45008730637157,C,28.130121177543632,C,55.52683126856201,D,7.676756111051349,120.45439786734752,D,134.12640973051586,103.74992101361937,C,1
F,Single,-50.25261598398431,A,-19.54204479713311,C,288.26339113846666,D,73.62360750752609,-82.5378736853249,B,75.05856660744239,6.233411354822415,B,0
M,Widowed,-87.44416050412913,E,63.61927850374055,C,89.13201708810949,D,92.64051603366029,-208.13878321220858,E,172.49522429939483,217.66391620007508,D,1
Other,Divorced,78.8220846344839,C,17.742431684888818,E,-150.68885403275624,A,172.20231040677535,-143.29527945892423,A,-276.8969575743062,-86.7927817604684,A,1
Non-binary,Widowed,69.60326110290308,E,33.51052129111266,D,-163.1023870176898,E,-42.41022159711913,-32.536217269958165,C,15.561965954186071,-29.31087099726933,D,1
F,Single,9.27394641503752,A,-51.31653560687458,A,-171.57131856544962,E,112.44557281710496,-155.21778103444254,A,-81.81482330214027,-69.62572880730478,B,1
M,Single,-171.33043386835064,A,-16.33954771067892,D,-202.8994191756523,E,-181.18150481376912,-57.631139738627624,A,91.05129769058932,-84.69457523976102,A,1
F,Divorced,-27.81333574672258,C,-10.876767643255787,D,75.4600185572817,D,76.67066873853543,-115.1482049386418,D,-36.12416436730052,104.12901731882363,C,0
F,Single,163.5069878252274,A,-69.07148296120018,B,-158.8932805087919,D,-86.9525783062822,-96.11827196628563,B,-44.123321220143794,-24.452074461068314,E,0
Other,Widowed,193.9754133855638,C,-21.428366928120855,D,18.03600413552184,C,43.39193769723806,-72.24934341081693,A,-25.306658205874772,39.95816964694934,C,1
M,Widowed,17.98197434461478,E,115.83746402513744,D,-18.7255488103229,A,-38.70306872220574,125.74937450013546,E,-34.9484284177071,-142.87110797948804,A,1
M,Divorced,-103.94583691162606,D,-70.87038173686067,A,-76.44916532950978,D,-39.329503726566045,132.97893339618275,D,35.5555275769114,119.3967549201882,C,1
F,Divorced,153.61211891643768,A,84.85197522033101,E,-88.32200959717433,C,-240.42548270794785,182.83152862196704,E,69.49020062373866,-2.1051710988636474,C,0
Non-binary,Widowed,57.51419318755254,D,-134.02588746709884,C,-22.166705596352354,C,31.701214709004027,-148.23640775519965,D,163.06174122245926,31.063006638977527,B,0
F,Married,1.8709755317522485,C,98.29221188477017,C,203.56130965890134,B,-56.47923058996434,147.36685789009658,C,-66.9272582798649,-23.85336067221685,A,0
M,Widowed,-29.73421515788543,D,214.29481128374732,D,-26.24005501906428,A,-70.86618100316444,-12.358104199641836,C,31.65703805103053,113.34178233593717,E,1
M,Divorced,-3.251451487759415,E,140.23447794882742,B,14.170708714975241,C,-87.89618417402892,36.01885301015929,E,-56.359334700703755,-107.70251245567246,C,0
Female,Married,-65.7005817233152,C,84.01242589231254,E,-13.298566454485583,E,-70.70472767638219,-124.47113139337553,B,-9.900048781243841,-36.7257976822678,E,1
Male,Widowed,-80.49548661559861,D,-27.605499301280034,E,61.44900106061052,B,88.390005909359,-87.96171214854644,D,-75.48609856437865,36.25514442845954,B,0
Other,Widowed,40.775474195592835,B,-49.54127420044432,E,88.53730916687488,C,42.19945677478521,98.64848936806537,E,142.75271229107526,28.29294115206018,B,0
Other,Single,138.626564588758,D,-6.368393589616621,C,-180.29254678442166,B,123.27494111645304,123.81570381353937,A,84.3474286468264,-12.636995987810659,D,1
Other,Divorced,81.94985714492302,A,36.06060912242256,B,114.84398390349241,E,5.4260158307841095,-55.8011810969942,E,-60.97699783384245,-118.03106109914509,E,0
M,Divorced,-117.9054513932988,B,25.50592449723042,B,-70.10440813243186,A,157.63513475436596,9.091452471308601,D,-17.261873526780988,143.47490240669484,C,1
Other,Married,-5.967784045614427,B,-81.05910364076162,E,82.08540579259234,A,85.67501830570501,155.26085640882565,C,44.428315679810794,-64.94450798267346,E,0
Male,Married,-210.91973670878676,C,-52.05285597722372,E,39.60499224165628,C,87.33743195082519,2.80982018307999,B,31.48669223417101,-99.01971081637822,E,1
Other,Single,-9.336187562974077,D,137.12453212086447,B,-82.55154417526713,C,68.54100708557039,40.33246322649145,E,0.9723957914588244,-18.791710775226683,B,0
Male,Widowed,27.078798170018743,C,-5.626451662002379,C,51.700862597079066,A,102.89026824600285,-114.62537206028736,B,-2.0505310107645838,24.36421347092315,B,1
Male,Divorced,99.48084150636424,D,95.15020482316429,E,-4.973294529241492,B,52.1366065519152,-34.56144339276009,A,-65.719682562583,25.702869788462678,C,1
Male,Divorced,-173.22860122580477,E,2.8231036642491945,D,10.9045595289933,E,86.4406044756677,-87.50114324947664,B,186.88488098495492,-40.65859925677932,A,0
M,Divorced,-40.64707948583001,E,132.13399138687421,E,-83.32085992910511,D,57.92600530496599,101.26459029877518,E,214.00501952226088,56.899215728916985,D,1
Other,Married,-210.25493558603478,A,-111.54362563724473,A,-21.494203674359767,C,-65.89929236874306,-20.23027756158381,C,-97.52511178754773,48.04827359541071,A,0
Male,Married,76.24332595937486,A,60.77989213288264,B,-94.98211895916755,D,-41.72879210194646,-163.0995612798157,C,55.758045424827486,176.45351308299394,E,0
F,Widowed,72.93854300281728,B,21.909133815409835,D,111.6756263027284,D,75.08155642512328,-5.8354503880185415,A,-1.9672176042782499,-84.46341823142443,B,1
Male,Single,-10.36475651346054,B,184.4262903672338,C,211.85184119199795,D,9.006668710095266,144.86480327643386,D,39.097384694053616,-48.741618051837165,E,1
F,Widowed,140.38043491798632,B,92.01216888963948,A,39.8734359515639,B,-81.88927136815835,45.4382438983107,A,-292.0455332632841,-109.88409589856971,A,0
F,Single,-165.71680525133186,A,-7.297312179025211,D,36.50732176522478,E,48.1766780622673,-56.399377012231334,C,-73.43590261009506,-83.50935333956812,C,1
Non-binary,Widowed,-2.165397326832442,D,118.9433248123813,E,10.22608329944908,C,102.23975893787369,5.65056089294384,E,81.20240988305842,49.38632058800321,C,1
Female,Married,-63.75328588567154,E,29.605716675827743,B,-20.376754908037555,C,-177.72600208378634,52.759143280278344,D,-4.98032635591789,-124.22774992099089,D,0
Male,Single,-89.09468386140256,E,65.27820387981672,B,151.68585792859892,B,-111.50333687721974,20.70621743630904,D,56.52483168135169,112.6571919187409,C,1
Female,Married,4.014657345949538,E,-53.560237962620945,D,-2.783498691127304,D,-63.39324743561251,-31.322533594317452,C,44.987617893627515,27.375771567848734,C,0
Other,Divorced,118.98588987668342,C,6.289283263553099,C,135.9703790811863,A,-81.50181898531812,-21.326794756439046,D,53.51150829504392,118.80586289064277,A,0
Non-binary,Divorced,-73.02545301827165,A,100.38066413199995,A,48.626718099105155,B,-101.69527838246366,-2.22123618148318,B,-20.094769792011114,-124.18431567379284,A,0
Male,Divorced,-145.71239975431146,E,-16.835805051433216,B,55.77225287550552,A,166.69905369629012,-50.598957250014486,E,139.78955386560327,63.22880661713045,A,0
F,Widowed,152.39292285216587,C,-20.152100329982613,D,57.29983581555823,A,31.025423728548617,-146.89376886089875,C,76.58155797283496,111.31204123976795,E,0
Other,Divorced,175.57352315081553,B,62.11903874315824,E,-131.7536291899824,B,-6.922219064861605,-133.33413264192924,D,95.4284304672483,85.09852522680784,A,0
Female,Widowed,-196.41452603081814,E,140.07602147185074,D,102.72776075764023,B,-91.4855345255843,-130.29888694797603,B,10.468671548138163,269.5577489026859,B,1
M,Single,21.12173443657987,E,12.061120486391436,E,36.590284034922504,B,-26.608142630008963,-111.12927912291062,E,-56.28674826415146,-87.9909550679723,C,1
F,Widowed,12.799711669929145,C,0.9855998954675104,D,19.857235417835064,C,-94.51561940558578,28.877731995331775,D,-22.513446201063992,202.4958363834703,B,0
F,Single,24.049946252198307,E,270.4469239387312,E,106.27015918656184,A,69.74573564728117,38.49531081044398,B,130.63267205319852,152.56896264570352,B,1
F,Single,101.82371460852156,D,61.887906524422554,E,2.1959464072350867,A,-92.46227783889006,16.27958938129907,B,-174.08503018855973,84.06766372125864,D,0
Female,Single,37.31661162418703,B,66.24390251293687,E,-43.2557027663603,C,81.93413244988828,65.9593881081596,D,63.62333980921234,103.7299208928206,D,0
Non-binary,Divorced,14.538444747083098,C,-45.20423194791071,B,62.68630562319569,C,20.83530754487059,33.49872014655645,D,16.717233463391633,64.13463039007489,D,0
Non-binary,Single,68.73248969365031,E,-32.427390312286505,C,-15.344868474666901,D,3.123779537167992,182.33740712121497,D,-63.926205648607784,23.10164325561092,D,0
Male,Single,25.09759578354491,A,-120.55466429895077,B,-71.59472661901539,B,41.20660979237681,-56.826067762738695,E,-12.167696567086905,66.87579088159548,D,0
Female,Single,248.72912844140384,A,-50.83525845432396,C,-14.289210201292372,E,-1.8443898420361255,103.98629490002371,E,50.474726248580396,-11.592810930120267,D,1
F,Divorced,-136.39246271769645,B,37.69064261806218,A,28.44518104424665,E,-60.67444062337247,121.19692985835142,D,-31.66481190552245,-167.38270010708354,C,1
F,Single,45.07376527621828,A,-52.38019228202402,A,87.5447479761389,D,-62.09377263528918,-49.13354572338085,C,-120.19513145649874,59.32748066665624,E,0
F,Single,-61.30780706780548,A,56.69385773656245,D,-83.49300772887274,D,0.7638940273776942,-131.1003034132656,E,-45.68626133744682,93.7379593556558,E,1
Non-binary,Widowed,39.720117520587856,D,88.82853807543752,B,-232.96750561489276,B,170.15991368523788,27.932933567459102,B,-166.80454352282496,-25.181890870276636,E,0
Non-binary,Married,-4.123228530889982,E,-125.05607200221066,E,204.13610497736045,D,69.67907327507629,95.9335590427033,D,-25.881053767773665,29.384462840225545,C,0
Male,Widowed,-4.640022607041608,D,-222.74856477619943,A,-164.90221686048537,C,34.549562701497514,-32.985927851181856,B,-37.570782004426206,-106.14581144018136,E,0
M,Single,22.36290650881926,B,-47.53806433819859,D,56.206642623300716,D,-106.30230410722712,138.57804773376304,C,109.78632881675048,-227.60651849856652,C,1
Female,Married,-243.2484364521986,C,22.060411159104905,B,-62.35457900236906,D,-75.83483396031026,106.0709497965557,E,-33.14849601216606,2.685082862812378,C,0
