anos,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
37,F,C,E,111.66349079781412,-133.41689563351798,-109.98957889633343,-107.76202329963868,C,E,-12.934294871534563,B,A,-1.5271884682049546,102.5871229381426,-15.003665393065644,0
29,M,E,E,45.263449588816016,-35.66142580296482,-38.805741426074434,-198.69250738699725,B,D,-46.91722458478769,E,A,-96.08858951682951,-19.327545838797995,-123.71209953509906,1
63,Other,A,D,-123.8048565984463,-7.13767729613598,37.77315823750674,-129.3833938755619,A,A,48.84780950439212,C,C,145.11276566037515,182.11194512587173,11.617957340793431,0
62,Other,C,D,-0.524943816697001,66.17250522091815,125.04513033638314,-21.639770287116075,C,E,-29.002293171585492,A,D,-168.6829630175789,59.43240068810516,-41.87253208207326,1
38,M,E,D,-53.343412484890415,-61.27400142437743,113.81478673791847,-9.584035929686733,E,B,184.12641537788278,C,A,-165.63172476023723,80.90637667982479,-13.28656523004626,1
74,Male,A,A,-33.15743182372033,-22.830211573148272,103.56214972811682,34.40210414643241,E,A,55.53445653262104,E,C,-155.9966846487979,71.46388360180408,134.1273268941946,1
73,Female,E,D,61.09577713423544,18.670090885982006,-17.618483201812484,40.79331942559751,E,E,28.58615155124719,B,C,-60.33294310393823,-207.63237615327407,4.550542349363862,0
68,F,A,A,-45.35697713813415,-90.68812430316096,-36.07264138234017,-174.7576514895382,A,A,97.39235524048419,A,E,-30.619141374636307,-14.021481496356646,230.84168084160575,1
79,F,D,B,88.30708753404352,-10.032815061108627,44.26728830778439,45.60196110689303,E,B,-154.38757778742388,B,D,34.09828166136515,6.386011321856895,76.26058270735219,0
25,M,D,D,6.5517039517842495,-1.760877927347912,177.1727512773003,-64.47306762258728,B,B,-49.750212050992914,C,E,187.19797795465263,39.711613694857455,164.49486809846647,0
43,Male,E,B,-0.9118419226835062,-63.281830887066135,32.0943445273789,75.01877457118154,B,D,-72.49704111617805,B,E,95.76873149389677,127.0506592194833,-139.86143054438804,0
36,Female,E,C,-164.14000624578676,73.88430093517134,-80.70827194259628,130.68525376351275,E,E,90.73723074133466,B,B,-144.74999834448226,160.90606828384583,164.49759459294145,1
48,F,A,C,47.62837449941652,-50.00645815745079,62.826655802693296,-91.3794335912562,B,B,81.21880120716587,E,B,-23.565704116153086,-173.63332485335522,53.102444827332604,1
67,M,A,C,-77.38055066019885,129.12854926546262,22.64281187435455,-31.71074754084974,D,D,32.77138863333129,C,D,3.671683568988634,177.96370302133764,-121.40660144716226,0
66,Female,C,C,-87.60401725709899,-50.28224398200292,106.91321607948503,-121.6085006265845,D,D,-10.144311933944481,D,A,-44.686834933522114,87.2239356699871,-235.34530960349142,0
62,Non-binary,A,E,-91.40561727664456,-187.74362574262284,7.370438961512973,-11.279714780123527,C,D,-107.46780666370121,C,D,-173.20699626949286,-56.21176533027423,-54.66860976530508,1
74,Other,A,A,25.2374429396239,83.06908610587863,-20.712893539801573,108.77699434095231,D,C,394.3653018891718,B,A,-80.81999841411198,-50.239877426359605,-28.230392402365524,0
44,F,D,B,-100.37132864737417,176.16256376035727,58.79416117026257,110.3372713550549,D,E,142.39276385669498,D,B,152.91382381752263,-46.481398772939855,-161.18277842948066,0
55,M,E,E,-60.76479391791174,12.380526542402976,26.330700007981306,7.2937516549155745,B,D,-9.324155526945557,E,D,-90.24825225939597,90.66726877266143,108.08569747339646,0
38,F,B,D,239.17192870588173,84.86031339789318,-125.73359202394488,265.89292530353947,C,B,215.8481309621397,D,C,-10.94991950375377,65.80490421390553,-94.05676994531164,0
62,Male,B,D,34.173284544352164,-4.380733135737773,-13.346104073089068,68.35075715450888,C,D,12.701561671806063,A,E,27.684784491746623,103.28358578693704,-8.018243781175208,1
23,Other,C,D,25.435422920550522,-268.3942250270404,173.27773926634387,105.69762428591628,D,D,259.08781053970864,E,A,-199.28956249374488,15.056999913454794,9.83918616451341,0
57,Other,C,E,100.11970340481902,-17.61706981891458,-77.50430580113779,58.89780330420928,C,D,-159.07862572774917,E,C,-118.4658307468615,119.20173635743785,-241.09251497861385,1
56,F,E,A,-61.48749425166997,66.73150737113652,87.3938681194185,21.447844949142194,B,A,92.61843551232032,E,B,23.375812446341943,-37.47150503668202,-114.37352834646252,1
42,M,B,B,-8.454377783492149,-56.92074625562834,-48.5636711426718,-164.68022106023855,E,C,75.03834689332591,D,C,12.04206662475365,61.31182844853043,-333.49004120915015,1
48,M,B,A,-79.8198639401662,-89.55056671233082,17.81185720405243,164.65564963205713,D,E,-4.785837598776721,B,B,53.99307894552599,80.96170041188199,23.576236013925463,0
30,F,D,A,167.61129116211933,-66.33855840287741,101.81454064036764,-21.121730635770348,D,C,77.75967459504005,C,B,-45.94374420122218,-22.64675827054738,-133.4322857333118,0
65,Other,D,C,-85.82757593180834,16.80838315617433,42.74145323585568,-75.56654623941719,D,B,-127.87818349898252,E,B,-31.611412275704904,66.90078280855857,-34.607500742057326,1
79,Male,A,B,124.17768538035156,-39.2893128952673,-67.12415033588155,-66.11140637039155,C,E,24.678267008267486,A,B,-14.35820417104399,77.76262709354582,-109.13503178053988,0
47,Male,D,B,103.27426330799821,124.4836536919567,-36.61832711321031,-150.04035379699053,B,D,76.1255566979638,C,B,203.64484743857014,-44.41431633545472,175.53104466427024,1
35,Other,C,E,-180.8323161220499,95.57520798643995,22.51697944586702,-84.171134112428,C,C,-79.82214485748082,B,E,114.38167972350226,145.22567545592202,-5.311890343223121,0
49,Male,C,B,-207.59798117316342,107.2509798048519,-43.4340547439675,-22.730106198934486,C,E,-70.2951409596491,C,B,-11.57281818130086,140.74430393220473,-119.38776770058013,1
34,M,A,C,0.4682791806646383,41.87887443313614,-5.230609416819598,-164.0439574285642,C,B,-13.393109288488722,D,B,141.1699010811812,-25.586036289793157,-4.207334130537597,0
61,M,C,B,6.952776900316687,-84.8155273136232,-101.12732550652166,-125.83736777627202,C,E,77.46252984756872,B,E,40.20757279034648,-93.35254577502566,-104.5396567520483,1
59,Other,D,C,186.55587513516076,-104.05983966868094,-82.59666024895547,-35.176213538237064,C,B,47.887647163995986,E,B,-7.450487405630268,-14.87263528740359,6.223453230442674,0
46,Female,C,A,-75.51503818637376,73.25063172096293,74.23322067268973,74.66360802497461,E,B,92.31044871652149,E,E,0.5274342026177319,99.30115823959144,125.60861594701707,0
61,F,D,B,35.089653925262944,38.80516016337046,-10.62084505212396,89.55300386960572,C,B,32.917919379390426,B,A,150.1062078174168,82.91775034424228,-121.25901628237142,1
45,F,C,D,43.8397069498268,-61.10807815572168,79.98281248274316,97.19062410006221,A,D,21.663771832373516,A,B,-48.26434712169296,-149.5039474322729,63.671849219708044,1
68,Non-binary,D,E,-9.748238191435183,0.7432385992493873,67.19625030412014,-40.59555998103042,D,B,-50.38476004087378,C,E,-117.22143808921182,64.21834724129705,-93.12680007072171,0
43,Non-binary,C,D,-17.319378587702715,77.26846476905604,-49.39638553774003,45.21410678544257,C,C,-28.26649182525496,D,D,39.88457709145225,-104.77951915555349,-187.35699032622526,1
67,Other,A,A,-59.19917775030681,65.81737161634528,132.82403314092218,-1.1559020255257422,C,B,-141.27214119417226,B,E,-72.05264200115727,-26.309547357054768,-94.41889832756478,1
28,Other,D,C,-12.429519581768664,202.27566420751847,-250.54984403184795,-0.4127985658020134,D,D,111.06297304527313,E,B,174.46233069217297,-229.91866078474118,-40.04739507650483,0
20,Female,A,A,-97.52307405206724,-143.28639752018287,56.76160351395585,1.5036217970776056,C,C,-129.85153049091252,D,E,-8.086964072611831,151.0649087366855,11.40066463012957,1
23,Other,B,E,2.460754589180255,-106.0208789854886,3.9404566576953397,-8.546593423500754,A,A,20.27263284923584,C,C,-78.992266585942,-143.35423094857876,38.00033195332528,0
34,M,A,B,-9.064725593784345,-136.77769542153325,-32.904686998557345,137.20652765767971,B,B,74.36209487156881,B,C,36.23502495711191,-56.819336669029155,67.61348304817945,0
74,M,E,A,-136.5709764325429,45.24332576505529,50.208081591058814,210.03918512679252,D,B,-197.02842300421582,A,D,-8.169419043696358,128.1790900343947,-154.191681320122,1
53,M,B,B,61.07290629446154,91.70217035406921,36.58989067955684,-140.70383792597755,D,C,-11.480983245347542,B,B,-197.91721715761597,-53.71563551100801,34.66096706797175,0
79,Other,D,B,188.48231298257426,94.52912289373985,-136.4719591054863,-235.23767949394278,C,D,76.42018743783477,E,D,300.7664296286558,0.8615643258238986,-176.522639608925,1
19,Non-binary,E,E,37.65927157808306,119.10130746635339,87.38651206288607,-71.88025784061925,B,E,61.25591967480365,B,D,112.83002041163334,-97.54953480775289,-131.00892160466745,1
70,Male,E,B,-98.23928144208305,-181.1646265944979,-56.22772682260225,206.15689466402398,A,E,131.38342353515833,C,C,-190.80337429601292,20.945492646590452,98.87717105167854,0
30,Male,B,E,43.41153386062964,66.10108334490616,-93.64130318663389,49.30744101883825,A,C,143.78578485406769,E,B,19.21095345387304,-14.102960695101686,8.233402925360691,0
63,Female,E,C,15.802592902906232,-84.10569339291371,46.74185735612962,-5.1236030792210565,A,D,83.96218162981883,A,C,32.461618371272564,-31.181022961602483,4.6784962895092495,1
29,Female,D,A,-73.91631974716095,83.72629512605371,-331.54978130945597,-143.8521531148364,B,A,136.36279225545863,A,E,-121.70520105249676,238.10607507918132,47.66184583560181,1
71,M,D,B,-45.710123335412526,49.83997632940203,57.5302075307217,134.4556313453179,C,C,-51.01103396686759,E,B,3.8539625179584305,80.10893701374017,-11.967383775522785,1
65,Female,B,C,-24.593499251467062,-104.97999265517667,-122.87450178307276,-65.89195036337313,D,C,71.07580146292926,D,A,-108.83633396044527,39.34283078260557,69.59513288175575,1
21,M,A,A,-136.2128352978886,4.5286321340341305,14.704208719954098,61.325334641366055,A,A,-25.357789002228472,A,A,149.19999789168102,-164.60894129451066,-165.70145081635,1
65,Male,D,A,52.95646518258699,42.052263662682506,69.07996707849398,99.90424734526776,C,B,-98.4108479848289,C,B,-11.966140187024228,-85.92918907554147,-135.49948338230874,0
36,Female,A,B,-1.8718446799866562,90.6483558272277,143.4634969970475,87.50596178696381,D,A,83.66853558428924,C,C,229.30396207982383,4.661911382070814,-91.67367381160983,0
39,Male,E,D,-121.1254328417195,18.43089821990556,120.01315538582698,60.783803444704475,D,D,-52.05721078263766,C,B,171.16833953273226,103.98920605395175,52.531606814259504,1
75,Male,C,C,95.16226172764004,-97.76311169891049,-77.29553224645593,34.18086969709415,A,C,-12.458761565053104,C,D,-57.13349846416408,-13.064134229013009,3.574426530383259,0
62,Male,C,D,-68.95487625169548,-1.6973266790362034,-48.694024026725025,-70.47423094512848,B,C,42.31190089415583,D,A,81.61178123853898,-189.26575063850274,-17.08082205740349,1
55,F,B,D,83.51316888327618,154.62577351209544,-171.47588245372359,159.95301484865857,C,B,25.374705027880196,D,B,-24.721103392563776,-19.08573009776846,-64.04092737826474,0
65,M,D,C,47.59309923900567,41.5548060645023,-28.32597324497103,173.6191077709895,E,B,-63.25068177944788,A,B,-174.48180695456736,21.66856678361051,27.105461487564952,0
31,Female,E,C,-41.149553346097896,89.58512222299116,172.20994786601827,115.3736804300391,D,A,5.238233576752134,B,E,4.7973466404706935,-9.584115872977,154.944512493813,1
44,M,B,D,0.478274597947494,-9.93835386028016,-46.09772864471105,67.66560732697275,E,E,-146.29975586420284,A,A,-58.22455108866662,158.28832671954913,-40.827542547464645,0
61,Female,D,C,25.104226983441553,31.332937482440343,35.64080438918526,-12.25129139443351,B,B,80.71097517504694,C,B,-25.448849989067483,-55.935184911846726,34.180075124226065,0
73,M,C,E,-33.58567060067736,-58.83058637451175,-19.939082185835247,22.898992005578492,B,D,4.170466168178002,E,D,86.8225768501344,-31.1879725858279,-256.8082518055994,1
51,Non-binary,B,C,110.80851160088498,-177.813890255172,0.36238306328713543,117.41514071322364,C,A,137.00279970446502,A,C,17.208421179288756,39.42013074766449,-17.01674407270121,0
24,Female,B,A,-171.20809527434304,67.63979963517204,62.85489895516315,91.66290135616933,A,C,115.90792353370531,C,C,-90.21302337571817,41.98305772948155,-11.201299212046946,1
68,Non-binary,A,D,-187.483530149436,164.9576780920392,-219.77059467266895,35.673708359336295,B,D,-167.73207486296263,D,B,57.55405286921672,125.5901258407125,3.341153044206903,0
64,M,B,D,14.926628878811405,-17.161817389463796,-74.91925379485151,-48.47853074733959,C,E,-23.26666416686821,E,A,174.02704942749932,79.24352290023916,-46.926290733807036,0
67,M,B,C,32.287572485926184,65.62292438250405,76.8265156024118,8.62822776635987,A,E,48.33108280415845,A,A,-23.821041414654378,15.048556073722047,3.831196141855547,1
27,Non-binary,E,C,-126.28720049491197,5.709561557880084,35.75864085393149,109.00198078240632,B,B,-98.00788477880211,E,C,-173.91137928507564,-113.5392022902058,-32.48061389375213,0
60,Non-binary,A,E,79.12784063706596,-163.75880789081754,120.80617907905018,-131.81134810764775,C,B,97.37906923957568,A,C,-37.49619134873499,54.38972895940385,-36.303416472237544,0
30,Female,A,C,-77.63024089701894,-24.006049716122508,-11.336184777191626,121.86922794094433,B,E,-122.64051027046034,D,B,-107.88071743682536,82.1865967294538,15.221698465815214,0
63,Non-binary,D,E,98.69091875790645,-3.3717457938278192,129.0685447043183,61.06322335374419,C,D,-23.169155394193858,A,A,-60.56951080666062,120.93721308707003,87.13698508005484,0
75,Non-binary,D,A,-63.05706490058175,-115.19755105983138,-88.11060033554433,-215.57944534090575,E,E,-181.0112991195423,A,B,62.76936162344137,79.06732408612133,-57.337766694580104,1
44,F,B,E,-144.28482278447308,-76.25643847764158,29.884713109721027,-90.03130106072896,D,B,29.49553649955825,B,B,-88.69617419603073,-218.5861312087625,-152.5012479113677,1
36,Female,D,D,-35.32259376606603,11.58272921630075,52.69063951473629,69.3939821652994,A,A,-130.54331140770282,E,C,-24.89198726983408,-45.67939401232644,-65.4218768142941,1
58,Other,D,C,61.539620129931805,-69.9724967673339,-98.45638758925351,51.09293398900922,A,E,-6.4194004794029595,B,B,20.66654931638011,122.24060265208294,18.96031778932376,0
78,Female,D,B,-70.20339103087598,-130.59575933403877,16.9443682557109,162.09980488808483,D,D,146.18424986848032,C,C,95.50484792979256,-80.10491880629999,-12.327146453603467,0
41,Female,E,E,86.13479340295041,59.88860886890666,-14.063704832177336,191.50429817624536,B,C,61.02518978757649,C,A,-105.24641288930768,-123.43156497491839,122.99285279718958,0
58,Other,C,E,-61.80718480384253,7.2391874859100644,-66.57938264789959,91.93248458623505,D,C,-140.15445037111994,E,B,26.955362874468126,2.2355180818255453,-40.917727171556315,0
57,M,C,C,47.77653446451642,-5.259467550836193,119.13639514488588,-54.57428955555281,A,E,92.41952007794634,E,C,-22.28739473589318,-135.11262945373645,-94.10927074427646,1
39,F,A,E,-55.911157902842476,-78.00888352038419,-200.3681158606832,-9.632786704693117,A,A,51.54671668760601,A,A,-48.908798356068544,-36.47507730723084,-6.905898982569412,0
41,Male,D,B,84.08547947393996,-110.43501968873144,-53.776830574744025,9.012921942095433,D,A,-34.26336122000984,A,D,-48.363888904213404,8.968758749969664,-224.4161834336848,1
33,Other,A,C,-96.54545297633011,-43.50275663046372,-18.127305220184194,32.05351086045412,D,C,76.89316847309328,E,B,-45.70860316306514,20.558824506881233,256.0842651155232,1
51,Female,C,D,-98.84848609493814,80.64803764070159,-200.5215197804731,-30.90358576838212,A,D,103.32123225306408,A,A,-129.65561884254763,-9.115193816286341,-105.50454537240893,0
79,Non-binary,E,B,-45.79073922845436,-60.427543188873,218.36730493443838,92.44061426782244,B,E,-51.102277479635404,E,E,-22.319797802798906,-51.01348848001507,191.17291460537297,1
68,Non-binary,E,D,-15.41928058300813,-104.53741843417363,-19.400316168920224,9.223144581425418,A,B,-74.66301252819014,D,E,-35.338576074322575,38.03244812167963,-143.0416363721475,1
59,Non-binary,E,A,57.51807263967266,91.36092336285361,147.3022602877886,19.823597534833773,A,C,-65.12345288118203,C,C,63.622093584581066,90.33360027087559,-2.658098269022598,0
65,Female,A,A,170.1062976288821,15.676953584527586,11.46861367399449,19.949462831541492,D,B,-10.026781959487588,C,E,-13.059368585477365,32.004764978228074,-31.606037312750374,1
64,Male,D,E,-99.91930001609191,-34.75285835108719,-31.12832619088944,11.583970331357927,C,B,-87.29291997964471,A,B,-25.398379680255168,-60.155720682516176,-44.18714418248208,0
52,F,C,B,30.428855113523216,54.14523630521019,-57.47449191207855,-9.716432088548462,D,A,66.47824279962059,D,C,173.47581685605797,135.29796688065048,-22.606748175332694,0
68,Female,C,E,-6.301032997382556,-32.07805800192315,214.72435050653687,57.90982084525825,D,A,19.191478751052625,E,B,-131.37117352195935,100.91335735439881,28.806557153418723,0
62,Female,C,B,162.73992482027768,-54.872365146691315,-113.05486308228889,23.37921865618724,C,D,7.87167170460833,E,D,19.737890872346643,101.67641174394663,71.1946444928644,1
61,M,B,C,87.46597356601067,-237.49979604941865,-66.69892109673823,-121.7430069600856,E,E,155.17818333881513,C,B,-119.17955042597004,79.31801167792459,-61.39432835276427,1
30,Non-binary,D,A,17.80581344371791,120.77781963741177,44.161874804041126,-13.28541035133584,C,D,-20.24361918716627,D,E,-39.42687352156528,-184.3191942739558,-98.60549328207715,0
67,Other,C,E,46.31728742116654,-38.146738847217485,7.57125592596779,-24.91761108440382,A,E,32.81296455817205,E,B,-113.59174781539687,-138.37070432409496,-144.1174698781957,0
37,Other,B,B,241.69269985321444,-81.17683762175034,-82.81868187601363,-88.39408959983498,D,C,81.60124160801169,A,A,149.80908559434877,88.70748031913193,206.88569084032036,0
25,F,E,A,-99.11889368725699,62.20918877806668,-77.89839665808947,-157.54002904038444,D,E,-120.3000522961877,B,E,44.51131607909219,264.5463113533655,-53.452438950769086,1
27,Female,C,B,-61.20020053901673,-55.948249641804395,-55.69399630832918,61.076615554911776,B,B,94.96175358095832,D,C,67.4030436425093,16.975998472973938,187.28696724045534,0
76,Male,A,E,55.29652697926126,-147.21193565480016,220.8635880659938,-241.74703978483646,A,D,57.463870214166135,E,E,166.22378758845605,86.22573796193609,27.05970470959611,0
54,Male,E,C,-34.20723615425841,41.82088919858994,17.33444996168597,102.52989003029285,A,B,-114.0723864059887,E,C,-191.22425284417005,-16.17248067408025,-113.65962430958523,0
36,Non-binary,B,D,-151.4200057217037,-19.779617422044254,7.479966660482469,106.72234102086374,A,A,106.36359494277477,E,C,12.741435012766614,-46.997028700021765,66.39895902798482,1
69,Female,D,E,70.6181048947521,95.78306121729952,-171.05157581635373,3.3257507473103223,C,C,22.526178100958536,C,A,-32.73408002297531,-197.70564218066545,87.91098537023161,1
19,Other,C,E,-124.31650253458623,-131.94609864170894,-127.5555110360106,-6.145000938068862,A,A,-55.58850370764701,A,A,140.34254669738934,60.570826686407756,-79.20947281004518,0
34,Female,C,A,-80.27035695533232,97.71332657806214,-78.31466770962783,-162.48384393892965,B,C,-114.2720260779835,B,D,-96.20359648280265,141.75590180364307,-186.80802484551643,1
28,Other,B,C,-34.939592772474896,41.082407524808175,-25.378672313099187,-124.4080506749392,C,D,57.4364719753698,D,B,37.25620470966939,-16.149518526575065,66.5594888716202,0
75,Female,D,D,72.78973838877296,-112.1212863813364,18.937992169569334,-108.49360696225314,B,C,-46.83815169156457,E,E,-105.4958486126403,85.26256299229514,-282.4341748801725,0
36,Male,B,B,43.8999556860183,-6.193887853716572,-77.07874540366362,160.45466580288718,C,C,-111.8094328574771,E,B,185.9305018245785,-123.59455513255418,183.00562330029618,1
40,Other,C,A,56.709306303992754,-56.94699343399097,87.72757283739323,-31.113117125808664,D,A,206.87639272235185,B,D,-76.294554776423,-94.96204257618285,4.7668199827194195,0
21,Other,C,E,146.7466359705586,-157.80541718935814,173.23831857547975,28.21306138476759,E,B,-194.19353882653377,D,C,-49.35165467842652,-12.936927486909616,-39.74174624290011,0
60,F,B,A,121.66119784241218,-128.00930833352083,26.291208911482876,-62.7214600553769,C,C,-56.365052571136985,D,B,100.1506243461756,54.008176153446556,-54.969890210622005,1
60,Other,E,B,-111.6922698448708,39.283615927009954,2.157938568699237,123.19827699978165,A,E,283.7550777352475,D,C,-100.17600766664951,-21.88777067364431,65.16888071177175,1
27,Female,B,E,116.73904461709135,-80.64874145214866,-50.56635240092393,-27.62049384341385,B,E,-128.27052658402695,D,C,102.04574583693842,125.71416069966985,115.88292406740754,1
77,M,D,A,49.98830028664065,126.55697455978357,-126.19281228043538,105.58141797425282,C,A,56.80643868228081,A,A,-27.452736882287304,36.710172858088306,-250.968420530481,1
66,Non-binary,B,A,-15.131275982783329,36.112171519466756,8.659180125734418,39.56007389280271,B,A,73.70176203142057,B,E,12.139022799005925,94.5357287282328,-37.22060690936734,1
68,M,B,B,165.37771121786625,-79.08501635318649,-34.2646818794638,69.32595179345333,B,C,-92.98626958127181,E,A,-142.94510407529128,-21.679320933345593,-36.17884928183975,1
77,Non-binary,E,B,104.78486683955255,68.32857679934126,-9.776094836078627,122.002377359991,E,A,112.22720739942909,B,C,32.515581951257296,52.22264132461048,27.530322730405693,0
40,F,B,E,-18.809009404642698,-92.04138029273736,145.25133925155424,-8.583850435222425,C,E,-126.76816787138183,B,E,-51.34660521855309,159.12126574448007,91.40763300684698,0
65,Female,E,C,29.920396131438114,-72.10550889573231,-144.2560070301407,-74.42744336318911,C,A,21.197349864047126,A,C,-70.94998249692242,-139.79991785833334,99.48514113239212,0
25,M,B,C,-54.91909431807809,-319.7009183724039,53.7392156246058,-46.07799641188167,E,A,120.7471662355853,E,D,67.57916053987972,111.60936774542603,113.36215722916623,0
40,Female,A,C,15.078195809418151,2.14909137516371,155.8593677242133,52.29275479475623,B,D,-2.071037064737506,D,E,4.986517595497262,78.91058249974515,-99.72456272358521,1
22,Other,B,D,-117.20805751236867,67.0048864215335,111.60293941840824,42.70096388562051,A,C,52.89057486793427,C,D,46.53454020474467,-222.53761065758488,118.16368199184777,1
37,F,C,C,-21.742751444093873,82.09932094808129,113.8193677227115,-42.63389412887285,C,B,-69.6364454332444,A,D,7.807631323074977,57.87858667413768,-145.07162257337976,0
51,Male,E,D,-152.07501390408586,174.9994189677419,114.69076667091991,-21.458745407831405,B,E,123.80488862141318,B,C,-24.598294006739955,116.54982351482516,80.59511375042622,1
61,F,E,A,-77.64410404184295,-196.46442800324047,69.93159203064472,-59.10742850851156,E,C,53.29522481584821,D,C,128.7988855161951,-84.67930892821619,-191.70044192749555,0
44,Female,B,C,185.23469276634683,-38.62101379838815,-120.37494491518017,-97.61681919983981,D,B,6.065876228946853,B,C,-218.76805309956953,151.0962264601966,-140.05198760301636,1
65,Other,B,E,-190.93703252785647,175.59814396734555,54.82099139653751,-246.74894711450293,E,E,-97.96157276150595,A,A,195.66705168577877,38.26440564809368,-157.71537858870644,0
66,Male,D,C,146.46602272703277,12.613274226147439,230.35558643059372,76.06845146616298,C,D,-178.4118622160192,B,A,-89.01264569671181,3.5080480487168932,-113.28135567608119,0
35,Other,E,E,-89.61338584623614,-1.1765606561139086,168.00864255439978,-16.26750160581439,B,E,-12.769736317004934,D,C,-16.16183212752813,-122.68183841388726,-91.93700602893952,1
76,M,A,C,30.0171483003339,-110.11817612626868,-34.9945939069074,-102.46415343575784,A,B,24.909778794293366,D,A,0.5875090772663074,-40.93603635805685,-136.8876765366249,0
42,Male,A,C,-16.341555535890905,110.83876642072137,75.99306017289457,-131.94633309016385,D,D,-143.77178767838342,C,D,113.84877518212456,-21.601808878738932,-26.942327376463354,1
37,Male,B,B,11.568254305399666,72.19385069440952,-117.81383534616508,-37.5289103876545,C,E,53.63998121135036,C,D,-166.47563130810525,-5.754251579755561,11.811460088653329,0
61,F,C,B,-30.940800008396884,-23.831112486536583,46.77342522189501,66.94324234050193,C,E,9.666438735900549,B,A,-66.63231349376491,-77.81681547289777,214.25458343726703,1
60,Other,E,D,-24.337947441028923,-51.445596463433205,92.1367255703298,96.51895453707446,C,B,-94.45969506973049,B,E,146.20388387462418,153.90858991757912,-27.663851395549244,0
34,Male,A,B,117.42624209344201,-50.321571718917745,161.85468837080978,-25.827261883758652,C,C,80.12357326466935,A,C,-11.57593974401769,79.66346192953687,179.55542751881273,0
22,Male,E,D,22.614640509724197,9.424858648051703,-227.75651091132937,-21.912810915783492,E,D,88.45067293494847,A,B,-251.4136263016179,24.05147497635099,39.0466120862294,0
36,Male,E,D,-115.96145872715391,-25.460055866571203,16.69661343385858,-11.161917452171872,B,A,23.01610211803269,E,B,-163.9803585313445,80.61347567410604,115.26603509329709,1
76,Male,B,A,-61.21372644047164,-27.10339267644835,44.47437100883908,54.227181190394425,A,C,98.72360731147776,B,E,-7.199786740893255,-101.48139675962176,48.86983271252502,0
60,M,A,B,164.00861525550013,-42.855893036479436,-123.97613328533797,-124.60733678320268,B,B,35.55897213417888,D,C,-50.763255883523485,187.50778631766713,-46.48141097164755,1
77,Non-binary,C,C,71.43042085468176,4.923907738193478,70.94127298400326,106.14608987995146,D,C,44.23892227847212,E,A,-66.87674248983379,48.720419343880806,110.229861638245,0
77,M,E,A,-128.85678458656227,-1.9828931395345004,29.88365924594062,-47.94417010563684,B,B,136.44976944462408,E,C,12.47361005749327,-27.28302170434626,-102.15748252771762,1
64,Other,B,B,-33.07926236603749,-13.101173511919109,-211.16552630755248,-66.45909922585737,A,B,-51.56389714947988,E,E,151.5980651281169,-209.56578101534848,-35.418939489981966,0
21,Non-binary,E,D,-143.78571383436145,36.145011939618,157.3382868884926,61.65036618929937,C,A,4.5738872368698935,E,D,90.70663911162427,86.2332957330453,-146.63384754414557,0
