marital_status,AgeGroup,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Married,65+,Mental,15.11928616186535,119.19082719986697,12.652015344860748,C,D,16.698848940439987,0
Single,36-50,None,-36.59683924845153,63.687629957316695,-104.13774991421472,E,C,77.00179796560573,1
Single,36-50,Yes,-29.22301514958749,88.65757879066366,-0.8549075744685072,B,D,86.86278538279451,1
Divorced,26-35,Physical,108.84590889154904,-102.99637366664992,-94.91230505731441,B,A,-26.967026578564624,0
Married,51-65,Yes,101.54534246719555,52.03411511637492,-9.205796864280236,B,E,-97.83344727475115,1
Widowed,26-35,Mental,25.94126769403522,110.28973945081988,-97.84448608518245,A,A,45.663514861040056,1
Widowed,36-50,Both,-90.09871947855792,-86.96458007429977,8.147097972060324,C,C,93.08454464143085,0
Divorced,26-35,Mental,97.35349269110249,-101.39830115538263,-166.88346312641823,B,D,-17.99920698010736,1
Married,51-65,None,-8.392675512020139,-93.42356535023092,109.7723825099048,D,B,39.85485951742826,0
Divorced,18-25,Both,-91.08279924892791,54.605832930844514,-86.39201569753395,B,E,-204.32372469437126,1
Single,36-50,None,-187.32858238999634,134.4319154112622,-32.19440472897176,A,D,-92.365803733365,0
Single,65+,Mental,-127.2594157189318,-2.101132562214532,106.1458634627413,A,E,29.416820092189155,0
Divorced,18-25,Yes,-66.23210631392381,130.74788973893135,-183.87274285345492,A,C,-80.01146782778115,1
Single,26-35,Yes,-0.1863229960672103,-1.8161787317140905,96.0525791422059,C,D,-22.47769723344569,0
Widowed,51-65,Both,-81.26985996652387,-122.90257559998756,-96.4748372123351,C,B,-14.927559634541165,0
Single,26-35,Physical,111.82596851984195,89.84879620450073,-64.4117164842545,E,D,-9.619397536839088,0
Single,65+,None,-297.9504991235349,-94.57320289975111,-19.676081059309183,D,D,-38.4097893988873,1
Divorced,26-35,Mental,-58.11582488143979,60.80689444946794,-46.06893959726386,D,D,17.43001006540214,0
Single,26-35,No,-214.9845076607067,22.689293620034974,89.56204695991542,A,E,32.469561742001964,0
Single,51-65,Mental,-1.6519481781517595,125.52819626100948,-42.98085153331715,E,D,-142.03149249039356,0
Single,65+,Both,27.519787677352664,228.16262199488744,-155.0559274721033,B,E,99.59797405273744,0
Married,36-50,Both,-164.03046087830896,-27.859520964363014,-1.819223372079987,D,D,-133.4111955934877,1
Single,51-65,Mental,86.6121716914737,-21.7647688634723,57.782205525482325,C,E,-52.2344404439134,0
Divorced,65+,Both,164.78950358079675,10.779587459155126,-5.296790136270267,A,E,73.78972759879498,0
Divorced,51-65,Physical,92.71457413569628,95.39395836246453,69.62081543193499,E,A,-4.6843874262663325,1
Widowed,18-25,Physical,-32.50592815941993,185.93453943379578,7.710258164445623,D,A,6.452106496820091,1
Widowed,18-25,Physical,99.9867146724893,242.85971093829173,115.5561190767073,D,D,-33.33490880802369,0
Divorced,65+,No,-5.592053715026474,-96.93198670059647,15.633432183711715,D,E,-125.13134341338628,0
Widowed,36-50,No,-31.73063993479015,-31.843669085730507,-24.718106076847587,B,C,23.061866397833857,0
Married,65+,Physical,89.2251630415348,103.26868564039167,47.15917042779662,A,B,-73.98346057435687,0
Single,65+,Both,72.49541777075646,-237.8774996147301,-81.8998882558262,E,B,114.35150427403894,0
Divorced,51-65,Yes,-73.95606240197556,43.15896669192959,35.98095480118304,B,E,18.321599475192446,0
Widowed,18-25,Mental,18.869921455439854,-77.67853280741029,46.54966415019853,E,C,95.3751054552144,0
Single,26-35,None,-94.58862919944478,73.8975131271154,-49.066686598841244,E,A,121.70306145922929,1
Divorced,26-35,Yes,-18.785876118928513,-170.97765452390522,-12.904947896374857,A,D,92.81997538444593,1
Widowed,65+,None,80.32036786573218,25.939984135925865,-116.44610365612009,C,D,-7.508626481973961,1
Married,18-25,None,-140.21670017232984,-126.10864003730191,32.832653550656175,C,B,-47.29700840868454,1
Widowed,26-35,Both,1.4497219804995676,1.9431998420326249,50.1741028323209,B,D,72.741813895633,0
Widowed,26-35,Mental,-86.14762303232878,140.71719942754328,-79.93276769083303,C,A,24.479321679266516,1
Married,65+,Mental,-97.25621609326572,98.16396042187353,19.616581288171712,D,C,13.034000600942061,1
Married,18-25,Mental,-18.925650150672553,2.593443787412315,-64.41573182832431,E,A,95.65684908950013,1
Single,51-65,Physical,152.80603479504217,-70.68990685036061,16.346442690634365,C,E,-2.1479745592260264,1
Widowed,18-25,Yes,0.2133751415348063,-2.3750343561818696,-76.61316327278513,D,A,-177.41533345177467,1
Single,36-50,Both,-102.1121693754123,17.83872995859981,-281.81639571962086,E,C,13.053358514355292,1
Divorced,65+,Both,-18.99049512144066,26.879533815087818,204.36498331723408,B,C,39.64405831999353,1
Divorced,18-25,Mental,51.92719889074123,104.44242251540781,-50.752283546556335,E,B,33.751708011171246,1
Single,36-50,Physical,51.27505180940405,174.09534063049702,170.07226249246804,B,B,41.01352428637522,1
Single,26-35,Both,29.204127055693636,-0.0021903930508780666,-0.2975833290188433,A,B,-25.05840285121637,0
Single,65+,Both,-33.67460024618541,100.18225178020239,62.033048997586285,D,C,-21.346542682846952,0
Married,18-25,Both,-2.9622698788516537,-14.99651138092967,62.56381831373241,C,A,-26.61989789353438,0
Widowed,65+,Mental,-3.7331456225369015,103.94311596969668,14.59060576551347,D,E,135.52434469298603,1
Divorced,51-65,Mental,8.133360491236896,44.859613778297984,-243.98029080892155,A,A,-43.99550208591169,0
Divorced,51-65,Yes,-30.00102256640469,-35.03749564279532,103.13765275956175,E,D,151.96080199613067,1
Widowed,18-25,Physical,-109.51980517820843,86.02344181600282,-28.774801980082348,D,A,43.2291971083415,0
Widowed,36-50,Physical,36.714799729973414,-119.75018813466407,168.27732599781734,D,E,-46.408750315863024,1
Married,36-50,Mental,163.4846354796716,-215.02155212360964,-26.768108753851433,A,A,-158.37338712968955,0
Single,18-25,Mental,155.38048824730214,70.4746805156391,5.070623827306166,E,E,-37.482014511471746,0
Married,26-35,Mental,-91.28013787113825,141.70669984078188,13.335137977284592,C,E,185.8231785032352,1
Married,26-35,None,41.08846549657809,-81.84614149477456,-42.549288514774496,E,E,157.04768419267376,0
Widowed,51-65,Mental,-98.36655448303155,-62.222571168249985,3.7856843635227997,E,A,15.336965193980138,1
Divorced,26-35,Both,-46.56843336461495,-4.44322090939639,3.6211986815746195,C,C,100.13700370811405,1
Widowed,36-50,Yes,36.39687382671673,18.778912577910255,93.31553478556137,B,D,110.47133558977029,1
Divorced,51-65,None,-58.85320580337894,14.535815639406794,49.254803816395906,D,C,-11.872652144450777,0
Divorced,36-50,Yes,-29.050897013742627,-89.66825471202803,-54.55742046449754,A,B,-41.77081065339333,0
Divorced,65+,Yes,-140.92867959643763,28.939579402939984,48.262299285611086,B,A,-6.967439420624502,1
Married,65+,Yes,-130.16680339632435,92.17678833516875,-65.51807119329227,D,A,-36.9945186102766,0
Divorced,65+,Both,124.03680511685438,53.87781238492045,-37.949425012695926,A,C,23.81408181480379,0
Divorced,18-25,None,-87.36752459242263,-15.222766556275019,-42.943065416662854,E,D,-176.6380470517232,1
Divorced,65+,No,-21.591472745835492,-41.94734874305772,2.6932679020125456,C,C,302.9880802326508,0
Widowed,36-50,None,87.77188793918589,-63.418743857494455,-144.8242764951339,E,C,-30.338001257332603,1
Single,51-65,No,-169.4669097401993,-102.44741307348517,-118.11513425572922,D,E,4.154519038150195,1
Single,18-25,Mental,22.286312528157165,141.28335084176487,100.25138681826076,B,B,-35.66580623410249,1
Widowed,26-35,Mental,-34.802563927360595,-40.785408245584065,-25.50883799060016,A,C,1.8210531707708273,0
Single,36-50,Mental,214.55508041583502,85.77591952129251,-5.9615934412304155,E,B,145.8296360882283,1
Single,65+,Physical,-74.73091778060385,33.02660303744656,-117.83722952177197,A,A,84.777481216526,0
Widowed,65+,Yes,44.9254702249076,200.8461429431779,-140.34546181848165,E,D,96.94502488655462,0
Divorced,18-25,Physical,46.0975065075646,73.00275042104352,2.4531820012345524,D,A,-197.35072428474675,0
Married,36-50,Both,1.6216857004937877,-8.690283826109491,159.05541923672436,C,E,-77.9161413039739,1
Single,18-25,None,214.89864459615734,72.5819261858983,-217.64878428994737,E,A,9.12828580094342,0
Widowed,51-65,Mental,118.21526725674745,93.42722344417355,-12.424252657087179,D,D,29.93202837352811,0
Divorced,18-25,None,-35.931250896776504,85.75154029693547,-80.01882348373276,E,C,-42.07650897848259,1
Single,26-35,Physical,74.19887565993749,-12.779690576655256,-155.26140972439566,E,D,-87.2676429862356,1
Married,51-65,Both,-97.60219597365817,0.9702444252815767,-21.360152974668352,A,B,207.78440165811287,1
Single,65+,No,-56.88780919258309,170.55155020032166,-124.31175441253006,D,C,58.65648294024178,1
Widowed,65+,Physical,48.28471332869169,89.84503222144036,-53.590627181989646,A,B,-22.898913730100737,0
Single,36-50,None,-59.09630771008118,53.08255904462001,45.85976193822796,C,B,46.772131162621754,1
Widowed,26-35,Physical,26.740941622377452,-27.013694170394132,42.915598952998515,C,B,41.34284034143605,0
Married,65+,Both,-159.1863922089225,-126.14332663263093,-13.764069444383619,B,D,50.558695172428955,0
Single,26-35,Physical,36.78838233262846,-17.340262613691618,-35.63895866491713,E,E,-176.37725858831425,0
Widowed,18-25,Both,-110.55284873004203,19.25166036610819,-135.74554640438961,E,C,-54.414701617561136,1
Widowed,65+,None,47.86758063976968,-81.74902352786074,107.58276150583954,C,A,118.84127383128656,0
Single,65+,Both,66.94719855676104,236.10490474795617,6.68331131550676,B,E,75.66102277949767,1
Married,65+,Yes,-219.78205848717792,-12.512953407275266,-25.361219518905752,D,D,114.64722178969484,1
Single,36-50,Physical,-11.488623016743842,-140.2291323508367,-91.91205719216191,B,C,70.63187821384732,1
Married,26-35,Physical,-28.491529380434965,-119.86112554551838,-80.18392348495978,D,A,33.271020506219806,1
Single,65+,None,-233.92803804240287,-181.74259660171907,-36.89354690125162,B,A,52.08998389982201,1
Widowed,36-50,Mental,-89.04850198224932,-6.77834994246372,-113.13403572462965,E,D,27.04353990880548,1
Widowed,36-50,Both,45.28099884734866,-80.82727206851467,-23.97992117310361,C,A,-61.88257189407685,0
Divorced,26-35,None,2.2501195603991464,-38.76113416546808,73.44164572843297,A,E,-6.84606015900119,1
Widowed,51-65,Physical,186.89445102686992,-33.518417508678844,91.43464805294593,E,E,-55.26405839736083,1
Married,18-25,Mental,250.17179512725102,-63.440883929385194,-30.25633405365286,A,D,-153.51916457433313,0
Married,51-65,Physical,58.671449507785724,-5.449408065933708,-110.05498013191983,D,C,166.82701864806248,1
Widowed,18-25,No,26.76410554132307,107.46602254452078,-81.25073012802385,B,E,-43.31517543167081,0
Widowed,18-25,Mental,-57.30213536552713,62.03704551674569,16.720784231921268,D,E,-19.707306708120857,0
Divorced,18-25,Mental,-84.99494162083607,176.90631123082665,130.30340338020213,E,C,-51.06275263161205,0
Widowed,65+,None,-63.54506288815338,49.81173618743867,12.201737072886592,B,B,-32.94852719659321,0
Married,26-35,None,-39.30866791878509,20.8141605501913,-107.40975913969444,D,B,-39.53050932158933,1
Single,26-35,Mental,-126.78999198561823,193.75857766998962,75.91065081376874,D,A,-122.90049436768197,0
Widowed,51-65,No,199.41963757647935,34.764552786919886,-126.43172405984642,A,A,8.02628700064853,0
Divorced,51-65,None,-187.69202404494138,-223.3649810952813,-113.70574392017345,A,D,-107.45671586779417,1
Single,51-65,Physical,-31.072082671363376,-191.33073546207953,-55.80420525705839,E,B,91.59971902058031,0
Single,36-50,No,5.721951328660525,42.71608811578675,21.28715229155702,D,C,50.67477499566313,1
Single,65+,No,54.88709258419233,-97.69132048143686,92.82617385983323,E,C,71.26587830019687,0
Single,51-65,No,-23.167425307841363,-211.9835645231051,179.48939816841104,B,A,-62.32453439319904,0
Widowed,36-50,Physical,-38.79378494820994,71.03448083574972,83.31164134793703,B,E,-186.02102790461902,0
Married,65+,Mental,30.420266709548976,70.74644824334926,21.63192285838177,D,C,136.00774548730865,1
Widowed,18-25,Mental,12.877158048735083,42.171560682477384,9.691131403073166,E,C,91.77115934505522,0
Single,65+,None,-38.60225503875724,121.25798407801693,-11.576260489651508,C,D,102.83558249109981,1
Divorced,18-25,Both,-57.356558714369676,-1.60325126654613,-86.96269159145977,A,A,-75.85232861875868,1
Divorced,26-35,No,19.24141770900137,147.00505249714556,-72.83411871085247,D,A,85.78858572154951,0
Widowed,65+,Mental,-206.95792460499817,197.55542873314354,-34.820949331181005,D,A,85.89033422421065,1
Single,26-35,Physical,70.99422987622684,5.61816925729304,9.87590510535209,D,C,-58.18221129921941,1
Married,65+,No,-33.2871197059747,107.37114874584317,-201.7061952865912,B,B,90.61459805709143,1
Widowed,18-25,Mental,12.32268389824947,64.09812927109154,-41.77483404113594,E,E,-69.86435772602631,0
Widowed,26-35,Physical,180.9163883883174,-23.65284237609022,-126.05078966246639,A,B,-121.20383944505197,1
Divorced,26-35,Yes,24.467471704025446,-58.76717590793056,41.55862543289547,D,D,50.71592227195333,0
Widowed,51-65,Both,126.74219178698442,-103.26802168486297,166.0263982490586,E,C,92.79926919417906,0
Divorced,26-35,None,11.144382077112876,-107.68993936106104,77.72341276544384,D,E,-41.65263545271027,0
Widowed,65+,Yes,11.117675027090261,-97.27280033197346,-53.65288763637574,E,B,55.541588970244284,0
Widowed,18-25,Yes,91.77410549342481,30.72620662464603,-18.830513370372387,B,C,58.198678592269246,1
Divorced,51-65,Physical,8.524900234863395,140.7821866741797,172.1723510413264,D,E,-96.75021628503514,0
Single,65+,No,-8.847929244211967,-77.97671495523376,-116.14405041860326,B,A,-34.85240455550953,1
Married,26-35,Both,101.93669957665696,-65.78101932602812,-26.51610624763518,A,E,172.44151507586173,0
Widowed,26-35,Mental,-59.06144299237085,29.910720028916305,-144.46931727667544,A,A,147.03936427455392,1
Divorced,51-65,Physical,45.266179077454716,7.358080665307702,-16.373240264131145,E,B,-50.76194359179485,1
Single,36-50,Both,-30.695319437129577,107.49842665416871,39.75754834893179,C,C,33.842762132792075,1
Widowed,18-25,None,161.4507546706082,71.00580544399668,58.697047579887126,E,A,62.14303068449605,0
Divorced,36-50,None,-17.33793576186672,-88.44287265124119,78.22768460637455,E,E,36.07285132113805,0
Widowed,65+,Mental,-174.78290842522765,-43.389628008958994,66.96320530741154,A,D,178.61124330789534,0
Married,65+,Yes,56.54051963492807,-7.3776828897731335,-89.76540998538383,A,A,4.282534714600853,0
Single,65+,None,-5.49427284791306,-87.96099131550167,108.38134010804006,B,A,100.8691171463247,1
Single,26-35,Both,-19.79241394100243,96.1514019573824,-175.32129027945786,D,A,-50.28104286442683,0
Widowed,51-65,Yes,47.62607979690708,258.5730286655071,-125.67023131811335,D,E,-75.47259264810977,1
Single,26-35,Physical,-244.8142250012193,20.395671339106734,-12.55513101459735,A,A,-121.0899382498492,0
Divorced,65+,None,-53.89670406302955,-17.41630187562683,81.29593617815698,E,E,77.63990002879305,1
Married,65+,No,18.068644745048466,-44.678952436745654,-42.91960978432025,A,E,81.48672693243645,0
Widowed,18-25,Physical,5.63155054531349,-68.48941584477579,-74.70109934051239,C,D,-20.421130281644146,0
Married,18-25,None,-95.27076437096112,141.78056460267126,104.50641638473148,A,C,-21.882616563135887,1
Divorced,26-35,Yes,108.98606893294614,-126.2306709674342,35.12890665892094,C,E,-178.29314337748343,1
Married,26-35,Both,-56.693743417784795,-70.17649340196131,33.465805250758315,C,B,158.77887205986298,0
Divorced,65+,No,-37.60715316536582,109.57849039058635,-2.5958175300394326,A,B,-43.95336774633532,0
Widowed,65+,None,-6.971703260784766,-25.145591508633437,-92.40916705196153,D,A,-41.58541739371719,1
Divorced,65+,Both,71.28765905025915,71.29856565702106,-290.1482919508102,D,E,105.4273962356473,0
Single,18-25,Mental,-25.165073668241995,-5.746650825584559,-302.3527245741019,D,E,32.359340689182176,1
Married,18-25,Physical,-304.31820670778393,-77.581535138035,168.56264760157512,C,A,84.1012602220761,0
Married,51-65,Mental,-4.537227312718975,-71.00675705600591,55.44348667833773,E,A,79.59541809631887,1
Single,51-65,None,73.75344737226256,-17.978069011464132,-14.727488902320221,D,E,56.16072373991727,0
Divorced,36-50,None,87.84877562487473,-162.88042144767203,138.4870019904689,A,A,145.7820480029737,1
Divorced,36-50,Both,-39.83925725563278,1.7401385219788315,43.13114506901537,C,C,82.44867778950277,1
Single,65+,No,183.22358162692797,-140.28513584758826,-115.59463888153456,E,E,167.02803698939957,0
Divorced,36-50,Mental,-55.41722428915031,82.97499167466434,-74.2590187593765,D,D,11.648659892593855,1
Divorced,51-65,None,-54.91049874795172,-14.250545132197612,-33.294270884714905,B,E,-126.04511660551955,0
Divorced,51-65,None,67.00052209554087,191.61459688285746,-43.93358749954558,E,B,-12.093733665780055,0
Single,65+,Both,-162.58773062139093,-16.495222792236312,-20.490046240983023,A,E,32.78422254063539,1
Divorced,18-25,Mental,-80.16879679258423,119.46964119795463,9.788096043455141,A,D,7.276734380026502,1
Single,26-35,No,-110.47609000590899,-174.07240576001374,-102.21144232918631,D,B,203.45307577593226,1
Single,26-35,Both,114.33856593481231,132.13060181539916,-2.952298566760425,E,E,-137.09519064639227,1
Widowed,18-25,Yes,21.29319085335023,45.48075020364337,-100.07102832781997,B,D,57.06137485985144,0
Married,65+,Mental,172.7569379761982,-45.17778718389468,-117.86456978555012,C,E,-14.493356803230714,0
Widowed,51-65,Yes,-31.554763428710242,73.22082599638502,14.07008508297802,B,D,79.43097229302029,1
Married,65+,None,134.10490204736877,169.5778612819076,-86.06564606740939,E,A,144.65326494744676,0
Married,51-65,No,-112.03762240947937,39.054121705740116,22.491991473820104,E,B,-131.4428436260218,0
Divorced,26-35,Both,-13.081679163070545,28.471538817745788,89.21587462838012,B,E,-30.151654575067393,1
Widowed,51-65,No,2.7705306912153236,28.52637017292742,32.921492518193766,A,D,-175.37736714014125,1
Widowed,65+,Physical,109.71783706829528,-125.7118618335573,40.58462067956468,E,C,62.025667415238125,0
Divorced,18-25,No,-74.02801159484571,-212.8124455946637,123.43347267147517,E,A,3.64606079947108,1
Married,26-35,Physical,63.07902704969067,12.658449055321128,-31.365978188846377,C,A,165.85856565911556,0
Married,51-65,None,43.632901556669914,18.571770335017497,-72.7420356269845,A,D,-66.88199834845112,1
Single,65+,None,43.89959345113796,-128.16803845188142,62.6230289003601,A,D,34.98359822084991,0
Widowed,51-65,Both,40.48423125018685,-72.86061608686838,-0.36048489906613945,B,B,-147.2307302357096,0
Married,18-25,Mental,-57.4010001914501,-77.68791754909641,-61.33352410474464,B,D,-232.556239399449,1
Divorced,36-50,Yes,87.07369164640929,126.66067592499827,63.11385437736988,C,E,-131.52455114461452,1
Married,18-25,Physical,97.79962019456529,51.32274451180739,-25.215640368493,E,E,-4.591746701381451,1
Widowed,18-25,Both,-198.75070684188438,-16.751400523523923,-181.66467474443272,B,A,148.6159693050749,0
Single,18-25,No,-63.43562621354222,89.51977912392537,15.304590722612899,B,D,11.720427359075726,0
Single,36-50,None,12.187718820976368,-50.19354267065801,-3.288603242491094,A,B,62.87342207093223,0
Divorced,36-50,Yes,-84.56086737511022,0.5974488770508055,-19.712414607456996,A,A,23.410290898000625,1
Divorced,18-25,Mental,172.49628596182234,59.864868567163185,-38.07409852515489,E,A,93.43813687851433,1
Single,36-50,No,-104.06508004374577,-1.508227926981464,42.63322856460887,D,D,16.111617416119564,1
Divorced,36-50,None,-22.053588542971656,-214.44401915727505,24.545809547309965,D,B,45.60259562018102,1
Widowed,36-50,Physical,-59.64506274691052,48.43494805461902,-231.55718858907494,E,A,0.19428029292127355,1
Divorced,18-25,No,56.264654413312044,40.83688010516107,-132.57684458197863,D,D,80.87625327745235,1
Married,36-50,Mental,118.8572323566431,22.72157934084363,129.88822901167262,B,A,88.98208885567217,1
Widowed,26-35,Both,-119.48168289298539,201.49347807431414,60.22387270363833,A,B,100.56495626545716,0
Divorced,65+,None,130.81538691643945,75.93941350766993,-31.786828370867926,D,C,28.1632879703642,1
Divorced,51-65,Mental,44.73175823974188,-45.13587214089457,30.29777173668961,B,A,145.81625024853437,1
Married,36-50,Both,57.28608352496295,-20.918652628955243,94.462444175459,D,B,28.117127713253133,1
Married,26-35,No,-26.21650797012868,-67.44046984863458,86.23388848597398,C,B,33.77764368708396,0
Widowed,36-50,None,-155.08295883908195,101.7076077425181,27.701314334200568,B,E,20.58523261990219,1
Widowed,51-65,Mental,95.77563349497288,116.5264704199576,-202.21370634673934,A,A,59.12101811103931,1
Married,36-50,None,5.156760384625338,30.88494706350228,83.7236618522353,B,A,38.21779474411816,1
Widowed,26-35,Both,106.27187617758354,-28.75336887752944,-42.57763733782242,B,E,-118.34909863309655,1
Single,65+,Both,54.41922971545202,-64.95392657515885,-59.21044594948235,D,A,-318.53300462663697,1
Widowed,51-65,Physical,23.929905821150964,-188.54804352958658,48.99346777692766,B,D,172.5482920283389,0
Married,51-65,No,181.9778970749115,71.86893479867766,54.304824228293434,A,D,101.72398437724009,1
Widowed,36-50,No,19.654803531162422,-43.69945070815607,227.97524172807368,C,D,-119.27893926190183,1
Widowed,36-50,Mental,61.9894117580501,-255.36827763156003,98.7675203801935,A,D,-112.05260847034747,0
Single,36-50,Yes,24.148703130503336,87.05747892118546,-61.75364882709445,D,B,27.895090312719944,0
Married,26-35,Mental,126.09329715196127,-142.39367334819576,-253.6642373631716,E,E,-15.960662573764886,0
Single,26-35,Yes,-61.68004919016516,-42.02407033005606,-1.5249985417665144,D,B,-146.59623285499933,1
Married,36-50,Both,-140.48723783008305,-163.68050987559977,-28.75064379643424,D,C,-22.62335438479901,1
Married,18-25,Yes,72.6853002280256,-27.510668259931027,-112.32632362796977,B,A,30.305631061287414,1
Married,26-35,Physical,-119.49246560111584,24.792033072086536,-13.239055598631841,B,D,-44.69950830787979,1
Single,51-65,No,6.529022950141873,42.5139618009576,78.59216179671814,C,A,56.81348190034079,0
Divorced,65+,Yes,336.8873472162865,95.6843022628041,-12.751447818793679,B,B,13.03812531339443,1
Divorced,26-35,Mental,-104.51955540829981,35.60993301876365,68.09275394660568,B,A,-67.16804169840135,0
Married,18-25,No,-147.34793259161748,-60.64804597071265,7.66399247670899,E,B,-31.208270816956805,1
Single,18-25,Yes,-0.02395464896558868,11.477543071786357,-140.2451033239749,E,E,-65.33705460821785,1
Widowed,18-25,Physical,-101.73546150664758,-94.8977404662919,-0.09868899570698965,E,A,46.24952344388243,1
Widowed,51-65,None,33.56509027476948,-68.20289063270384,-67.63018181884308,A,A,71.89314114114453,0
Divorced,36-50,No,-71.04974507338892,45.72313759559122,21.643497905236096,E,E,-105.0308911386326,0
Widowed,26-35,Both,166.21258789567702,166.37831841292385,-21.90937818049956,E,B,12.080879625541305,0
Widowed,51-65,Physical,57.844711907772364,-27.538841648949212,-135.22298033106844,D,C,19.013138755499487,1
Divorced,65+,No,53.64752859023143,148.1046624881486,24.062360074686676,D,D,-18.036282904871754,0
Married,18-25,No,-41.7626000031042,-165.5694707545086,-152.84355461215296,A,D,6.331961643960223,0
Married,36-50,No,-47.51494336506491,80.43414352308281,-119.83586991304239,B,E,48.93580928083131,1
Single,65+,None,93.22290931750466,55.41687375352669,83.52531859626762,B,C,90.60574053730247,1
Married,18-25,Physical,53.890549588917416,20.851637230868615,-30.550863475269672,B,A,-115.12774694714936,0
Widowed,51-65,No,-31.48582059260283,-35.47496019309215,1.846454443663955,A,B,109.2131835572701,1
Widowed,36-50,Mental,20.276444013532277,-41.30153437019244,23.973019565100664,B,E,-44.81370277549522,0
Widowed,51-65,Both,128.1808473769926,1.1363274510064023,76.25634794025841,C,B,-77.07937703231305,1
Single,51-65,Both,-66.63131928461962,204.1578804010399,117.23411292668906,C,B,-50.02786520857977,1
Widowed,26-35,Yes,105.61305229844267,92.33108913763334,-197.65284000715562,D,E,66.20920734755602,1
Widowed,36-50,Physical,-65.69690521557968,-62.05426767978343,-1.1738088200516767,B,E,71.88464203912571,1
Widowed,26-35,No,-18.835816508425378,-20.613032346072075,-129.55301054342604,D,E,105.09926734231057,0
