gender,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Female,Yes,-89.77218227040792,B,42.603012617393446,-125.27589103870125,64.52390873826324,88.62081629246529,C,C,D,-14.264405495500657,A,0
Male,No,-6.6184242596770275,A,135.8933334519367,-73.15341209044817,103.18209771060658,-28.759793030360676,E,E,D,-96.74521836218612,C,0
Female,Yes,-60.50916126363337,D,-199.39846588512142,168.65216073565432,43.78807905767811,-191.7465605462644,B,B,D,-16.75092450897812,E,0
Non-binary,Yes,158.4471003912955,B,13.927918365238176,59.96823779692628,51.366787535861334,44.027840716193154,A,B,A,-147.77197061277258,C,1
F,Mental,-0.414402739790387,D,106.90082815191708,-193.55302609851987,9.575381812407313,-75.8856099735915,A,C,B,-15.13544032228171,A,0
M,Physical,-114.56817077958857,C,115.80448767062916,-96.9574970621847,76.47941110706728,-23.389207513107596,D,D,D,262.2239448089574,E,1
Female,Yes,-138.31003051931668,A,99.14263821327346,-67.57334657107381,7.80370817118226,47.722525676448754,D,D,D,4.28256263022739,B,0
F,Both,97.30172704402547,B,69.04390595536391,-36.62456014152695,41.7492681054535,199.4167217511531,A,B,D,90.2062836544551,B,0
M,No,-74.89462207707324,E,-12.91626926120041,-13.875302215336847,46.57653739578592,113.5147810774674,E,D,D,62.256690039247054,A,0
Male,None,-107.69386091648995,C,-86.75023935111409,-85.06622008254519,-66.80517864458419,120.42590728673814,B,B,D,103.08962869500881,E,1
M,No,87.11683081224133,A,-15.804734795533971,73.7102448562588,-116.9737856597907,15.067983681466549,C,A,D,161.658603979051,B,1
M,None,-74.50269222609981,B,-90.83572933801094,9.666297515667694,38.01815817089052,11.617089075822843,A,A,C,-208.39513736271255,B,0
M,None,68.25480992565238,D,-77.2048333706078,40.65953849137347,-45.212344281064716,-78.62412583407745,D,D,E,31.211632695101983,C,1
Non-binary,Yes,-77.288560917798,D,-6.367201502859274,-82.40724660418257,-54.34464906561535,-101.71597762642695,A,D,B,-71.28230260296327,A,1
Non-binary,None,-18.983517698988003,C,-213.6256748625275,-13.128195165632626,5.135939482190713,-66.03504542210959,D,E,E,184.0220008726408,D,1
F,Physical,203.93462655924225,B,-178.5283325989568,6.516144049678156,-43.84745775741105,-145.26675654654798,B,E,E,208.40512913453685,A,0
Other,Physical,97.15728884323903,E,-64.5149560700531,-34.23370925242067,-32.56516277690358,-48.2129156237377,B,E,E,90.35767461960079,A,1
Other,Both,149.54694402155388,C,105.80545264478955,178.13024310545714,98.72704103371908,-45.87777311492117,E,D,B,124.50386986219253,E,0
Female,Yes,71.46757971027652,D,-118.11019967698553,40.86947299522192,-61.72461968230931,154.79095186842716,D,C,B,-88.30860760870961,A,0
F,Mental,5.390225567530385,C,-52.745753602586184,127.2286488845986,163.74685363133642,-191.3749508384594,D,A,E,-10.48919210094173,D,1
Male,Mental,-60.43448926774692,C,89.90973716882796,-4.066950804063047,22.06967460425597,-77.41351964521542,C,C,A,72.7936274700902,E,1
Other,None,146.42183640223084,B,-49.00170791215589,-30.249150646434984,220.51055344522587,57.73708956805754,B,D,E,-18.058593284191858,D,1
Male,Both,-89.43754860819237,E,-74.99568527602682,140.82462075759597,-78.14104723821306,-55.01568444327828,D,D,C,-19.528713890388303,C,0
M,Yes,-92.12134716573428,B,189.48104308872442,-166.91320465713972,-58.09000188040291,111.07724733700191,D,B,B,-6.082747633900592,A,0
Non-binary,Both,173.9061137878936,E,6.809294934248696,-99.12202364190095,-77.62427817932993,-35.24316196068106,C,D,E,17.668294502607854,D,0
M,Yes,170.6820464960073,D,122.17955499114098,-9.183124197528574,5.681700249695641,-90.60541607479448,A,A,D,-117.18070277339494,D,1
M,None,-92.10067631399585,B,-65.96109200047427,89.7624635117401,-22.860942440381795,-109.0698761977036,B,E,A,77.9951674897871,B,1
Male,Physical,-54.77784796144151,D,-87.35295735248646,23.38818421139498,224.24769676869295,-15.245556145370937,B,C,A,-71.96232969517858,D,1
M,Physical,-61.06765421861419,A,24.084617849392036,-49.27062816255902,-213.85440319894906,20.48027327772408,C,E,A,0.33582632637092363,A,1
Other,No,7.706511228512944,E,-124.24663905678968,42.22023211637758,85.55082431276601,-150.543691303688,D,B,D,-36.22832887948243,D,0
Non-binary,Physical,67.40130220544258,C,-105.8961906608964,23.32675078907705,-31.173001732696047,-29.154570195507688,A,C,E,26.570616011900373,E,0
F,None,-39.960552714459645,E,15.314122768735777,-12.81937915431651,118.92969303711133,-17.328004422752983,D,D,C,-19.485286727254515,D,1
Female,Physical,94.28736735649615,C,-25.67113281095433,-37.184324130664386,-84.23115303879143,-169.4294126156226,E,C,E,47.670842584144694,A,0
Other,Physical,-79.41250603812954,B,-128.69058527254492,127.76529749114458,46.55749475068837,-120.27348809079396,A,D,D,91.19701960462456,B,1
Female,None,-1.0038916450483801,C,-30.158603317719457,50.96293308625282,37.15318053388404,-14.156851842387358,C,D,A,47.675774087786635,D,1
Female,None,48.33111174644972,E,-257.570443373262,-56.531670761878985,1.3439274568456905,119.51613369591212,C,B,E,136.24063459257775,D,1
M,Yes,4.591246290495218,C,-72.7250336559793,70.56608599355218,-51.939370866365856,-102.77239529296445,D,D,D,-34.12855583886745,A,0
Non-binary,No,139.47448414653567,E,75.71131525389218,-140.1624813889426,-89.57328081854384,50.88718216503011,C,B,E,70.65497765722138,C,1
Female,No,117.00247326996636,B,-60.419125554012176,102.02360656950398,-64.3841867369539,52.2241057218948,E,E,C,-13.915521434121425,B,0
Non-binary,No,-86.3137579093754,A,97.993017297585,47.01336820628072,-19.031395547303294,76.40010567699072,C,A,C,29.632704552826176,A,0
Non-binary,Yes,-56.713974576757195,C,-46.28645241506861,-232.34913698756083,-176.9385628694013,-97.87399331353764,E,B,E,-77.25627620364718,C,0
Non-binary,Both,-69.18564062936935,D,-132.0271513971554,-25.171875469818193,64.66853331058984,-89.92367303441083,A,A,D,-15.3186295442232,D,0
Non-binary,Yes,43.334009938831315,E,-123.91852076161818,27.71415850615594,-104.99983620334523,96.93672497902172,B,A,E,-6.902279648723219,B,0
M,Both,119.20509842172724,B,-45.9825919024391,-84.70464586010948,-146.23215684289187,-211.26053006286062,E,B,E,-66.49373310371483,D,0
Female,Yes,133.97039357952758,E,-97.1469815069441,29.444498198470136,114.63467939468184,0.33653449203498786,B,E,B,1.4350183459987433,A,1
Female,None,77.49490702487233,A,-41.95454481425101,-90.63562232722873,16.404903370770082,184.52611587098414,B,D,A,87.70097169872761,C,1
Other,Yes,-78.1524485691515,D,-8.137692039317459,28.681285253687168,-49.82979984782552,-132.50001668257605,E,E,D,-32.97833613012488,B,0
Other,Yes,57.61721511674668,C,131.97075231781434,-85.1218109389081,62.9528943660633,-156.06403916302426,B,C,D,55.031028466445264,D,1
M,Yes,118.98949063953242,D,-28.399837517399675,24.770257768620304,125.81387915674527,-85.39100059195704,E,B,D,-71.75684708791145,E,1
Other,No,-100.98767054682583,D,-170.55674847407286,-86.96138650490309,11.269786539426727,127.03547054642088,C,A,A,18.188156277865996,C,0
Female,Both,7.390964496610267,B,-4.561901673144705,-98.00145166652807,-109.8577072130168,-16.474250823826083,C,A,E,48.28084211864865,B,1
Non-binary,Yes,-16.316287228349314,C,-153.19480563420103,-141.4495349273712,-31.914047950064816,154.96898549072665,E,E,A,59.30227842450041,C,0
M,Yes,-20.5762803294313,B,-78.7657350793337,-80.94809693557411,-35.354607430036815,154.8413612606505,B,A,E,-82.5183037985016,E,1
Other,Both,-68.59027183930586,A,-0.1576571011591103,99.99898496649122,23.835071749412094,50.46898947671357,C,C,D,-112.55727818968522,B,1
Male,None,-67.81554997504223,D,143.8755805986586,-20.003886417641688,-6.308361640009627,-30.011726407693867,B,C,E,-144.6965922957895,A,1
Other,No,32.43602387268295,A,37.34089533659529,83.88778715176147,-58.12248436420252,113.71775551341938,C,D,A,-157.47573944227454,A,0
Male,No,-61.91170714086473,B,47.79758562720117,-17.999022581936405,108.84411147064623,-69.53460136543507,B,D,A,-59.48440045691046,C,0
Male,No,-71.24891570613862,A,-234.71232707393597,-72.46010760705947,-146.1775952522422,10.557972815261081,E,B,C,-35.27720884505037,A,0
Male,Both,-22.983498217461523,C,-244.9932323486208,153.43692868551867,29.016509961824475,25.69817347597788,D,D,A,-55.528166065303665,C,1
Female,None,-26.56551825853817,E,118.86504984565424,68.32703101668227,156.62278821243353,187.0465050484279,B,E,E,36.206835261136526,E,1
M,No,-145.95156607049185,D,-0.6918056876673926,8.210437320743774,2.2607522301838285,17.66802785240074,B,C,D,-64.01750497678455,D,0
Non-binary,Physical,-20.67124640176124,E,5.75707380448904,-39.16200199998775,124.09326783108037,44.96993049464295,A,A,E,62.81269809664266,E,1
F,Yes,64.39808628404288,D,23.16352153150839,23.111381364066116,66.60889822089884,80.63054470552949,D,D,C,19.810507284646643,E,1
Non-binary,None,-0.5991003446877169,D,-25.879019894833867,217.50526937728702,-61.531329883978316,-129.4610296883549,C,D,D,-20.482392655832868,C,0
Female,Both,-67.05489580956474,E,-88.61691854696271,19.104596451015173,24.74838516977943,67.93193311757895,B,C,D,62.854226545079186,C,0
Female,Mental,32.49684660394703,A,104.09122340315105,107.34045623636861,-25.414865404535124,-116.66982498427811,C,B,A,-191.47538922238797,E,1
F,Yes,11.428830703388227,C,-9.84773717145891,-139.85071512825579,140.5569657584092,27.692251550951813,D,B,A,49.742052614959455,B,1
F,Yes,234.399667455238,C,-34.02238018365911,73.61573922027499,158.05871260287523,148.90997807735985,A,E,D,-226.27795244608677,D,0
Female,No,-83.93625866421252,D,0.8352162884459469,-3.293454863412986,-121.88511479159531,-49.33421986239119,B,C,E,28.518885818928872,A,1
Non-binary,None,146.15496362267754,B,46.04968284620664,-18.384808206065014,13.629414686196501,108.10847671492898,B,A,B,-40.00457799485723,D,0
Non-binary,None,-109.31695170386718,B,13.485646674043242,-42.11186172526647,81.61868620787463,-35.95687957273614,E,E,B,22.354696371208576,B,0
Non-binary,None,-97.19899139729989,A,-21.777916469021662,29.81027918548006,-57.21386325410068,-15.73184437224765,A,A,A,134.78798927067814,E,0
M,None,62.30510798175675,B,23.26529556265444,43.311121300150404,47.65217108085645,56.45818207087336,D,C,A,87.68959289074878,D,1
Other,Physical,72.06551535552482,C,-2.766625687616955,123.13466024417279,-220.88803143700238,-18.37030454073055,E,C,E,144.12822950333435,A,0
Other,Yes,165.0542915178715,A,158.96909628713175,24.803256956422732,-197.80498951680417,-192.23826422634986,E,E,C,-161.7131922229008,A,1
Female,Mental,15.99870211700029,C,-75.87577400471666,-116.4314569141356,179.3228225147165,150.45972430737328,D,B,C,1.3963024803954194,C,0
Male,None,85.6478426159111,B,12.115804197649407,102.28851132639517,-80.49668628189058,149.6555659907042,C,A,E,-138.68917745437136,B,1
Non-binary,Both,58.484116120697024,B,-14.091763145239783,13.414823824051814,-3.2617329089992415,-142.12931783782292,B,A,E,-15.019656505209786,B,0
M,No,144.85823854790144,C,-82.40781677423892,76.36368821385659,170.45864871941382,78.87722328559067,C,E,C,125.30935538187519,C,1
Other,Physical,-101.04644787434232,E,-36.64426040436697,-140.66244109707168,-3.019813917524431,62.915488474777135,A,E,E,84.52892370203558,C,0
F,None,-19.830495164497293,D,-84.42196595606411,75.78439170625349,-50.40690863359908,-48.20691557296161,E,C,C,-57.87285194656276,E,1
Female,Yes,-79.74184911138228,A,-11.202779400882276,-187.58959545876337,101.66098237025372,-256.26145212362945,B,E,D,-47.205763657796226,B,1
M,Physical,-15.113793886428592,E,-6.6949329821546195,93.04481168538223,71.73449040413173,30.36581003323478,A,D,A,-68.12628643470848,A,0
Male,Mental,47.4612384314995,D,-63.61224964827633,86.30905460308902,-112.18413679118795,-96.56464982862086,D,B,C,-94.57392094757134,D,0
Other,Yes,89.9358048407916,E,-96.34357343313992,2.8983707149572098,-159.34233213514256,26.389568174753368,E,B,C,-129.27172002895318,A,1
Other,Physical,-3.148079692563885,C,-7.716343091444084,93.3833947848347,-48.354120367938414,12.374893482007291,D,A,C,35.04680279449006,E,0
Other,None,79.78448706662198,D,93.82564074048649,-6.810927364083691,158.3792705196126,84.33366252638244,B,E,A,105.8311826145376,C,1
Female,Physical,-8.98752356345261,B,44.34113613702779,39.68047010792504,125.96984762343078,98.4431904897588,A,B,E,156.74472218377,E,1
Male,None,41.11862503606195,D,-58.37796534836664,60.21412027231515,-93.61849250354919,53.54448502284546,E,E,D,-143.23553784796826,C,1
Non-binary,No,-37.73914059392822,A,58.12890635224617,2.1024473659090153,-83.8770206589365,41.86178440385347,E,A,D,-151.271519531424,A,1
M,Both,56.439335010914945,A,-203.91887481552845,26.061854689809287,34.86589516037185,30.838410621238378,D,B,B,151.05045941929095,D,0
F,No,28.755489843712873,C,-68.80736949188339,-52.103259945762545,-101.88579547840042,23.181765227846483,C,A,C,114.39550879752936,B,0
Male,Mental,37.491382913377876,E,57.51692524972367,90.15745261327214,-53.66863227829858,91.37369183475427,B,B,A,162.0150281588627,A,0
Non-binary,No,-45.61818885540782,C,-21.56192571224319,94.83727166611853,10.899422132134486,-41.134891942085154,D,D,C,218.75734650568407,E,0
Non-binary,None,-97.48936854344193,C,43.916509205666244,-165.72537579121607,114.80921170095529,210.40665514794935,A,D,C,33.3250547465772,D,1
Other,No,84.32715202043478,D,-108.61723360052729,-5.12694465809282,79.34251015114096,-110.36916020367072,D,C,D,-62.813994679485354,E,0
Non-binary,None,132.90063864141135,D,135.72228128654473,-76.72193175442413,-34.16811022494003,-48.708960729495246,A,D,A,-58.79490263921285,C,0
M,Mental,-73.21303572758823,C,1.9032152907340671,-106.14380598887092,30.99600440332031,141.85880490604134,E,B,B,-130.39184901527935,A,1
Male,Yes,-213.81018097829258,A,-100.15516571731766,118.31289004304767,-4.14974191352304,124.94340999977891,E,B,C,148.36243682363684,A,0
Other,No,58.77870179092465,C,14.980695381518716,-76.16697421010232,-2.5135966594664017,84.35275576121161,B,E,C,62.55588856663946,E,0
M,No,86.0185836058054,E,7.868117363096477,-17.047633559548153,99.88859906423924,8.563851213908205,D,B,D,-52.29919618621898,A,1
F,Mental,200.07831735907467,E,93.94600130667592,31.882381076163075,68.15624994748565,64.67225241981413,C,B,A,-89.42678839125251,A,1
Non-binary,Physical,-1.2596280890020977,E,154.64778865492258,-59.195461114950945,-14.083009634909471,88.00057657264273,D,D,D,-108.72566990863808,A,0
Female,Both,38.06891266508703,B,-169.03176678772218,5.098588302241091,-127.33597644089414,-16.010029056353506,C,D,B,136.29113586003325,A,0
M,No,10.383127470886498,B,-97.50382779467209,-120.84077542333924,153.79296933744382,101.26414477495776,C,C,D,-59.151473784450545,D,1
Other,Both,-107.62216315989129,D,-18.739004984967817,2.7630493581771702,20.937097090875856,-231.6439681271178,A,B,B,78.80424635865161,C,0
Non-binary,None,157.9980175640473,C,-177.84203923447237,44.91083655137502,-151.23763935033875,-59.277094295130794,A,B,E,17.398504772067813,A,0
M,Both,-128.01006168314453,C,67.56977038898914,-63.42433231135223,37.209326698374724,123.80582225376473,D,C,E,94.45830408541072,A,0
Other,None,28.66016864885929,B,23.9955229181066,-26.65622721791342,-64.98177661005164,-34.78557480446285,A,D,D,-14.036441384486636,B,0
Female,Mental,-45.3973453248218,B,9.4394749406218,-125.91463775169211,93.40889306970419,47.491723278863816,C,E,B,-53.76674571159006,B,1
Female,Yes,-47.83151648411299,B,103.70955485802011,132.8163734201029,-56.753908923196796,3.299529819622391,A,A,B,-52.41988154892153,C,1
Other,Physical,-94.51469026474136,D,-79.22924819437243,-87.65997216521122,-155.45916497754195,-30.196386730252573,B,A,A,-95.71376989910891,D,0
M,Yes,129.60196270933778,B,102.5741719528695,-71.49368772787834,-22.22833834730719,89.19648274364319,E,C,D,182.49123026984554,D,0
Non-binary,Physical,-45.94276179922458,D,17.056438344884636,-14.590512550173285,-96.41729060248919,28.580009670163868,E,E,A,129.46660550339806,B,1
M,None,118.31349593416107,C,22.148212586071484,-2.8667649670681654,82.53553869792387,-68.17675013294549,E,A,D,120.85115517229315,C,0
M,No,-124.80472017276556,D,32.8186506215812,170.9248177484575,113.18419066214346,131.86447084270006,E,A,E,129.8643584149861,B,0
Male,Mental,33.69283776666069,D,-43.73452508039478,-95.67456623351752,-5.458230872207186,238.3062574909,C,E,D,-194.08006933452765,A,0
F,None,37.8112086414533,B,-65.23057486011955,91.74062364649144,15.876740366193987,7.739054573453891,E,B,E,119.4091363290701,E,0
M,No,-31.825778111122098,D,-81.41750711664318,-93.77285066437115,-38.59731996053204,102.5929961936048,D,A,A,-44.93391182336701,D,0
Non-binary,Both,29.5353554776526,A,169.64617546788963,94.12229613561175,-65.69358510363142,32.3218498948264,D,C,E,117.09255563312355,E,1
Male,No,142.83616379591643,B,115.14188447030402,-27.92033963925935,-124.60109371172621,-5.118549888440459,A,C,E,89.91708040603564,A,0
Other,No,-7.7639142862364094,D,14.339711330378366,-52.9870135382319,-28.09547786547988,-148.32970816850312,A,D,C,-93.15210408594187,C,1
M,Mental,50.387656308573256,A,-97.4916425340535,168.79251248707533,-38.70950662691111,36.39343315579541,E,D,B,19.15280666283517,C,1
M,Mental,-77.5283743203917,C,3.900301059186099,-106.64240262299067,211.94708059772574,3.276499336851647,A,D,E,-203.16079920383393,D,1
F,None,-11.07833412217134,A,1.9168957895802392,45.697386258067844,-84.40504207859344,-84.32013848952678,B,B,B,-15.490051088733011,D,1
Non-binary,Both,-116.96671477717172,D,-11.859873290508425,-65.24677697303774,43.494258574337465,-62.058544898652144,A,A,D,-112.21702589804423,B,0
Non-binary,Physical,106.78817371806247,B,-27.48061891812888,18.29290320806648,84.18696068577074,-113.71662130016543,E,C,A,85.35916399643922,E,0
M,Yes,70.37873416969957,E,169.35782326819296,9.068487605163266,82.52397213397671,95.78702820525886,A,B,D,-50.876770839868904,E,1
Other,Both,-157.04891446468332,D,89.0755128088354,-50.4961959355841,-127.011468844496,-39.951207539178554,A,B,C,-64.34556677429674,E,0
Non-binary,Both,-66.74081849064189,B,68.76676221054086,44.77480835997814,-113.57090652872056,-178.1844963314778,B,D,D,-110.9766286265051,B,0
Other,Mental,-50.17308584081769,A,-114.22839371005821,-9.094407924561956,-33.809617941972455,-0.6116078484376368,D,A,E,-17.871933894895747,D,1
Non-binary,Physical,-36.86366604170285,A,-59.01908437301364,-17.38123724924845,20.296845230013307,4.2413339474566,C,B,B,-100.70289047254883,C,1
Non-binary,Mental,-24.277679955736613,E,14.951476350717662,-6.404570634449098,-42.68067972550939,-94.11127701407622,B,E,E,-58.37238652579655,B,1
Female,Yes,-11.873197691574285,C,-92.13971380732909,56.48739502373273,-113.36851653876954,-91.8230055697191,A,D,B,91.70050485434446,C,1
Other,No,-119.04416204013056,E,51.52075910267554,-12.411293025166534,-251.29033308795096,-33.080935454984576,B,C,E,129.98042819747607,D,0
Male,None,156.51266811405526,E,41.020915408918405,51.31950798370764,-28.913389444675268,93.82282131242661,B,A,A,-58.330473102504286,D,0
Other,Physical,-37.56929792036042,A,1.905256259548417,47.01518280344746,219.8935728771375,-30.050035078735394,B,A,A,-38.40315466659591,C,1
Non-binary,No,44.23500098825846,C,74.49363477476763,78.66417738027026,117.03170761653878,67.91775019684246,A,B,E,-26.654827540164373,B,1
M,Physical,-34.6791757059779,A,-143.47348300752782,-112.65502937447458,-39.11687411373161,78.29410666805899,B,D,E,-232.95709973496835,B,0
F,Yes,2.9788441321863175,B,149.02108698047215,-121.49234807294556,170.3614985206848,163.84069393467053,E,B,D,-187.34528272686208,B,1
Non-binary,No,73.0206627764448,A,-214.7662548109176,2.095406837021247,-233.59817118357228,-13.070225758786957,B,A,D,58.73263336049281,E,0
Male,Physical,-11.898183331313854,A,-106.94536610278918,-41.48169670222585,-100.19539544133274,-130.50884659283315,A,A,D,190.1703399613606,A,0
M,Physical,44.902133195864636,B,44.93091802033551,14.531918504124341,-172.31393169233345,-65.57785682551112,E,B,B,-214.54572110336662,A,0
M,None,-7.1595819262224705,B,-34.000231656378524,-19.984167923091935,-87.18553112264513,-67.3256339052981,A,D,D,54.69355899656249,D,1
Other,Physical,-43.8596690093366,D,-143.91672610841866,-80.0157543322207,-14.191263092139883,-30.15915660318254,D,D,D,33.3827303771068,D,1
Other,Mental,-8.147720796015554,B,-7.707592844832919,30.920933955582885,-38.952034623727386,100.46992920533458,B,C,A,-167.71240663417277,C,1
Non-binary,Yes,-69.96725670571504,B,36.247088648633664,-111.13839988191954,-69.22197339971397,24.213215372277332,E,A,C,-50.61766790344454,E,1
Male,Mental,-132.87429294712774,B,-23.36909390220167,5.122456195512262,93.21286823721577,-20.638135422914786,C,E,A,24.11569730950099,A,0
Male,Both,-48.463395246518715,D,-50.64992774405065,-18.833659635739934,4.907085359049549,-93.8461801680826,E,A,A,74.60077520193917,A,1
F,Yes,-63.64965899605314,D,-50.330948143651966,106.99806642435092,-19.56543010560556,-31.550427106696848,E,B,B,2.6182206552708935,E,0
M,None,-80.16904544070134,A,-220.15691176816597,113.81440581039742,-5.037479001154457,33.54303453956642,C,B,B,116.25744096349955,C,1
F,None,-204.88809752561002,C,-2.560025750643706,55.91557096971219,157.0861240735169,-153.29742811896455,E,B,B,-97.48022799554914,A,1
F,Physical,-139.92718766176176,B,-149.64245557291315,90.44618203430299,-61.7201881375802,-5.7356783121293695,E,C,E,113.6911680809796,A,1
F,Mental,8.729789395524511,D,-101.67434170970562,-30.687347959117066,66.16722286640821,-8.629840315680507,C,B,D,67.74559704163367,C,0
Male,Physical,12.81336888043417,E,25.052734111086956,-34.410624896108395,73.27043966023955,75.78226878417254,D,D,E,188.38304847698694,B,0
Other,Physical,-87.03311854955332,C,-29.161899189448825,14.018930096304477,75.45731758831924,45.381275258999274,E,A,B,47.810924294496346,E,1
M,Yes,101.61257291684913,A,-16.45022819436183,122.31945361626802,-124.0317506028771,190.0065300101983,B,E,D,52.94651030242047,C,0
Male,Physical,45.727416455434,E,-13.26456552027426,-54.14891165629658,30.161762596526376,-110.9388719417229,C,A,B,-58.088749231708746,B,1
Male,Both,-9.043746261544106,B,-25.569312617971367,-16.50199050378241,-155.477960660773,20.079706157338602,C,D,D,-136.55566192097533,B,0
M,Yes,-80.14680402669086,A,-19.427456194712605,68.20849965972596,136.50219886271216,104.68989454004516,E,C,E,-210.82937107418007,C,1
Female,Mental,129.80494237165,A,-65.68032120299759,81.6946790138419,-3.150999812852702,-18.234058947085526,C,A,A,-116.38867770589579,A,1
Male,Mental,-175.22634164054367,A,-150.39166795262807,63.842251526677366,53.768457391122496,20.84460325367153,C,D,C,-154.48721059208475,A,0
Male,Yes,-49.20785130646154,E,-125.41811338733055,-9.452913834279453,277.84602298330435,-73.92344392421305,D,A,B,-126.80338705230434,B,1
F,No,-84.61799723812243,B,-51.57491398203463,46.32692304734557,125.32573628764045,-140.84032519176392,C,C,A,-26.521415365782612,C,0
F,Mental,90.61293423393194,C,-90.49719398830905,63.61201145927839,-187.07632815139505,-9.399283881503246,D,B,B,-22.565533409967937,C,1
Other,No,163.80864952735058,C,88.81393759948608,149.45903201301337,-196.93611982384968,26.392654427691646,A,C,E,86.90688519234328,A,1
F,Mental,22.322144585099636,A,62.46476734776066,21.936712913808424,24.750742670382376,56.037688979164955,D,C,D,-30.949270202843575,D,1
F,Physical,-245.67580622391523,E,-102.66714540586392,220.5862460236998,128.24181551138608,-154.58206613723326,C,D,E,-5.347409216274181,A,1
Female,No,107.9983041221755,A,-64.90288350678762,-9.914787020102061,-66.64171321719246,17.03867480448035,E,E,B,60.92071969499672,A,0
M,None,89.00362279447255,E,-52.601654720183255,181.68758205425527,157.28360391457238,72.19845100677426,D,E,B,-80.92540712723849,E,0
F,Yes,-175.41806449910482,E,23.952374998032415,-119.9601326755444,85.06886345612995,50.39209284356502,D,C,C,264.5770716820061,D,0
Other,Mental,75.59571316880178,B,61.96539235603667,79.20032487197828,32.827828714086316,-74.12798513022011,B,D,E,-41.10895957977962,B,0
