religion,sexuality,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,Homosexual,Physical,-36.241516861691515,-120.03690979220087,33.323863634745614,20.584803726994373,B,B,51.64835832022854,-4.94675001399145,0
Other,Bisexual,Physical,-60.15182294013266,-63.63975829330746,-80.01742305692483,65.78998453088968,E,E,169.12650831995467,70.18105920297691,0
Buddhist,Heterosexual,Mental,16.637911410420696,71.46472117408453,8.319339491382085,35.848572133425606,D,D,31.200004909727387,0.051328496843570805,0
Muslim,Homosexual,No,-22.139003439455088,-29.564754442813662,-49.49040348951724,55.69199308768382,E,B,97.63321460099799,-32.8547631117198,1
Buddhist,Other,Both,144.50077108688555,-90.93118899451945,-107.47449438521654,55.82647946156896,A,E,-70.66407453082316,-202.32885418600483,1
Buddhist,Heterosexual,Yes,77.97286564306467,-176.2172276524812,69.4359496513052,73.39015981346652,A,D,23.858710427685036,-39.44587815886467,0
Muslim,Heterosexual,Both,-163.10205220743995,-172.60449900596504,51.58292121621512,56.31772702495056,D,C,117.93713726254995,100.61637479740607,0
Muslim,Heterosexual,Physical,-194.26879585651724,-91.43217968469556,52.88721495202135,40.58794619300759,C,C,-125.61891617759161,-4.004494511873961,1
Buddhist,Heterosexual,Both,-9.889852984636747,-35.05323843927279,47.573434965513506,8.769885573059506,E,C,147.18486798196463,3.249242883015832,0
Hindu,Other,Mental,-36.175968242782616,-28.004744012274823,-104.51736333335259,-80.50316832919947,B,B,-102.77766788623552,-273.28015825658014,1
Buddhist,Heterosexual,Both,-74.19979970038297,4.41745164816402,-1.609250310762413,-43.612211518169076,C,A,-115.7489329990466,4.7973443684255646,1
Buddhist,Bisexual,No,98.71427798346701,20.602673381634105,79.35999078565234,202.96888301108186,A,D,129.40224347599255,21.96281026874391,1
Buddhist,Heterosexual,Physical,-9.52052332165005,-168.62312605820716,70.3251656397852,-46.60490927156209,A,E,-61.48161155435892,-48.15916881739531,1
Muslim,Other,Both,110.1747745737956,139.2089662824449,5.298580818941752,25.6626551034757,B,D,-146.39462017159227,104.99953496481575,0
Jewish,Bisexual,No,-98.2811007986172,-49.53679254552205,-47.02704152617195,122.79531393475305,E,B,47.89939356223968,166.60891206616202,0
Buddhist,Homosexual,Yes,173.25358461801673,-80.68570147990873,-37.486147131663515,-125.02252321438996,D,B,-97.74069834654217,5.441545225095695,1
Muslim,Heterosexual,Physical,-151.5672598559158,57.47221894146931,-173.32042635529126,-73.10775406737073,C,D,-2.689697765431494,-33.64002168434623,1
Other,Bisexual,Physical,-177.96728895140328,160.19043177773506,14.462969679200635,-170.20004961965535,C,C,88.6970921213004,59.401606430077145,0
Christian,Bisexual,Both,82.18606865904992,107.89258747167668,-163.67149994302736,122.7463148254219,E,D,18.63086703535319,85.961917332062,1
Muslim,Homosexual,No,121.26436115825055,26.01713654689131,40.2090212596509,-0.821047234250202,B,E,111.23062728147211,-115.84591567163986,1
Muslim,Other,Yes,-85.45465137342356,-54.74760736603652,151.94980765358574,85.18140759559265,D,D,44.417851023618134,96.19017366839851,1
Christian,Bisexual,Mental,22.523860720588463,174.08542812007178,83.17016084280306,-53.91937535278552,B,C,-174.6485997964381,-85.88991045543897,1
Jewish,Homosexual,None,48.64842736794564,42.465042671079836,105.34146367412748,41.89396592657384,D,A,-17.093747925392094,-90.15321859328253,0
Jewish,Homosexual,None,91.66564163384666,70.33310513626357,204.38900223880313,59.25436356108048,C,A,-24.793996184219978,40.99054378262984,0
Buddhist,Bisexual,Yes,154.7522996385258,130.08584220374593,-69.16045052924493,94.52679839187654,C,E,-173.72911100288718,127.23243095021168,0
Buddhist,Heterosexual,No,23.896871966102704,-46.21121976916664,18.64047545770361,-61.56670858017495,A,E,-190.32997593269653,81.48442301589529,1
Muslim,Heterosexual,Physical,-187.33848659480327,-103.23931073869817,48.032320007486604,-73.13879831873194,D,A,-14.386787867210474,180.34323333645077,0
Christian,Heterosexual,Physical,-80.1155980820603,-133.6071236039509,145.9847696820892,96.17127873955943,D,E,-145.05466096665762,-38.21653549404343,1
Buddhist,Bisexual,Mental,75.08297393032358,-11.597962803795193,90.71461979872245,64.29929852654323,E,D,-37.11458051838476,49.24679330714805,0
Muslim,Heterosexual,Yes,7.5196760471338875,-24.349611578675006,-10.467155327241246,-73.01816404332132,C,A,-67.43359730051488,145.82150551700155,1
Hindu,Bisexual,No,-48.034945225604396,5.322624748256885,-399.8619188955982,-67.41710257639333,C,B,52.442562977398076,18.123067238102777,1
Other,Bisexual,Physical,-7.080485187831133,105.60072176911335,-150.89456364395372,3.601762000054072,B,D,75.65017619799688,139.03801802015147,0
Other,Other,None,3.3260544624108777,39.3488659827172,116.80560507166405,-128.8787843084407,D,B,-4.658887863982797,117.45506567834842,1
Hindu,Other,No,72.11501342593957,127.74443346640736,-87.11472484046195,-98.07873936602526,B,E,-130.44109170834625,-25.505243869525163,1
Buddhist,Bisexual,Both,255.87176521651082,67.34941016367402,96.61840466434299,-156.20844828042982,E,E,1.8196830282485255,28.83227877041921,1
Other,Heterosexual,Physical,250.83673931446228,-60.51973512115039,18.08935518764793,85.58316891903726,C,B,69.6176402499937,10.749642157271703,0
Hindu,Bisexual,Yes,-107.97133076960961,-93.15459411191378,-84.50065088181312,19.566048071885618,D,D,-162.41102100045933,-23.553541929935506,1
Muslim,Bisexual,No,-140.51105113347694,-26.770329617422583,19.436924834598926,-85.02839808719138,C,C,101.02645951698346,130.88133070580895,0
Buddhist,Bisexual,None,-51.69234622485528,-180.85500862331745,35.194400289790615,83.98078048533169,B,B,-98.59835460044191,-37.610136760748134,1
None,Heterosexual,Yes,108.36522981366616,149.19469332357107,120.13646069212966,75.53449870174158,B,A,-11.215066404644576,44.964915526135904,0
Hindu,Other,Both,113.689298702966,-66.1237065746691,-150.55939343630237,4.094137506250708,E,A,111.82672388912943,-28.449487521414017,1
Buddhist,Other,None,-207.17351904297558,-142.05553022668622,84.18102400455719,31.71733235733075,E,E,-71.69048603332791,-162.80971120906077,0
Hindu,Other,Both,-167.03353975837751,-49.47533085687251,79.12335292564443,-62.91373642597671,E,B,-71.65368051199192,4.51033821108448,0
Christian,Bisexual,Mental,-42.652122298512005,6.261119269515381,32.205027153667324,59.922733283415596,C,B,140.7800351534146,127.38484802294063,1
Jewish,Heterosexual,Yes,32.11226982461177,-37.387283778715016,57.13873986831721,54.94227883998815,E,C,11.455455798331958,-22.022369179324127,0
Muslim,Heterosexual,No,0.19462445197052236,62.13309850637181,-39.17219902110078,190.07215761821575,B,D,-94.94400525235,-247.8527858458535,1
Hindu,Heterosexual,No,58.028166417217896,158.51575765366474,117.78120878433933,126.83341226567218,C,C,-34.79351199856836,99.9316184483401,0
Christian,Heterosexual,Both,141.26782757010346,-27.880714745704605,13.462023124608486,156.99424457934612,D,C,-85.54987127529142,114.84278319366359,1
Jewish,Other,Physical,0.742226245738307,9.002142675632188,87.98952750956974,-34.18576458399319,E,D,-69.3302140863587,-70.602999065413,1
None,Heterosexual,Physical,106.44509479131972,-173.98189622459904,-104.5052916336783,114.78806271503528,E,B,-50.826845331062664,-193.94883235726664,1
Buddhist,Bisexual,None,-65.28895235091221,-67.12717158731115,-78.17779169735834,103.63252695884493,A,C,-1.3271903890075238,-93.95921791890494,1
Christian,Other,None,22.731507325702392,-18.633413930673413,-19.74240321643031,2.8070841209468544,C,B,10.261550817988368,16.835695201434646,0
Muslim,Homosexual,No,18.28384477803647,-176.3578458051859,-186.66533932341568,101.46161746952227,B,D,-72.42577053080656,-91.00140091699797,0
Hindu,Other,Yes,70.43083192888321,32.64919845728484,-77.47205041148976,32.97246342670337,E,E,60.07204620472375,57.52606057584298,0
Christian,Bisexual,Yes,-120.8267359022619,-30.53992584270848,-109.75280025600816,8.949734080328863,D,A,-44.98597905195862,62.460971748833906,0
Hindu,Bisexual,Yes,125.73304903874852,-235.26504363245553,-69.7345547170924,185.8356463269561,B,A,37.30785267866608,113.6279646108025,1
Jewish,Homosexual,Mental,12.893712798268886,67.0295386144842,-98.49890711682151,-95.58767391370604,E,D,247.4979666962933,-248.03848168742033,0
Muslim,Bisexual,None,-94.35812917407321,-81.41785900742214,-45.94676736675933,-81.51565536971658,E,B,92.4823662082829,-73.22387083736051,1
Muslim,Heterosexual,Mental,-59.87472759086393,-258.8954305230494,-153.07907981034992,27.397771572745793,B,B,-73.8733101852985,122.16402869085925,0
None,Homosexual,No,-86.43296942442902,-177.1406160251288,252.04033831863225,-81.26011753326344,D,B,192.24467802685922,-140.15161765892782,0
Jewish,Other,None,-18.702431046595866,13.594813079989287,37.440408666724466,26.858745227261455,B,C,65.5347031995054,-68.35741587772726,0
Muslim,Heterosexual,Both,156.39796899836531,40.0529462422302,-135.69180099779675,-48.31053246165749,D,A,210.7961555402047,108.73292276614683,1
Hindu,Other,No,73.81798642259069,-230.78748866825904,91.72462573755138,110.2810224237908,E,E,-24.920990349572705,-68.84612163280983,0
Muslim,Other,Physical,-164.4168793484146,-167.8369393011233,126.38798059689331,2.6008592702697153,C,B,-20.60306595416862,-142.69493194702872,0
None,Bisexual,Mental,-134.81779201302518,38.025452282680035,18.935742655885416,-25.680517339265073,E,B,119.87955757840257,65.20799240442409,0
Jewish,Homosexual,Both,-38.173255952104576,108.66552838929715,-29.032391285057585,-115.54299155109176,A,A,7.519152026181196,170.98985003144028,1
Jewish,Homosexual,Mental,-27.21634121486744,98.16579772044324,71.04470919102572,103.5801329278401,E,A,48.361844981602104,-30.589159874636294,0
Hindu,Other,Physical,-7.015919739284645,-47.52787466610878,138.35549382640374,42.79901686066136,C,A,149.26508596947275,-2.7861813594600937,1
None,Homosexual,No,12.779732536440152,321.8225940140241,-43.7498694515921,68.5676865796595,E,A,-19.84765841027437,137.0643524807585,0
Muslim,Homosexual,Mental,68.64860403754082,-21.003982727275737,-39.26995895575079,-15.722584252671254,E,B,-96.61225539851056,-163.9351149210676,0
Other,Heterosexual,Both,51.328848496950165,81.25457550445098,-59.63123949337774,17.08508975327386,D,A,76.32433806268888,-31.80403219606661,0
Buddhist,Homosexual,No,149.49226575803038,48.40050034570494,-11.6180814826481,89.17151617860225,D,B,56.773966137794,48.74259852742656,0
Jewish,Heterosexual,Mental,16.33268064913393,-58.76380794821954,106.34964257034709,23.060544620991948,B,B,-129.75713899637066,6.377622452376194,0
Jewish,Bisexual,Yes,37.837664974994716,-0.2949607083776036,-128.0766264913635,61.67055597875423,E,B,5.081069344157306,111.85650811831577,0
Christian,Bisexual,Mental,-37.52858676717557,140.16717520436896,29.234851925369064,71.62908187728489,C,A,22.49819016423041,-143.97395793351131,1
Jewish,Heterosexual,Both,-39.165009751129155,-14.710383731112428,12.270198585699738,109.2717973074838,C,A,-76.20238352277136,127.44811083989525,1
Jewish,Heterosexual,Physical,-133.06827275411942,-60.99951805861684,4.427038809948893,-142.39642049888366,C,C,27.84936889630123,-57.584596848227875,0
Muslim,Other,Mental,26.861530622600966,-139.45823708795143,132.80304116151368,39.10714799390881,A,A,242.26578875174445,-50.00683394846589,0
Jewish,Bisexual,Both,-7.819753606593936,-31.652047675129282,55.52525637395086,31.852378307254792,D,C,-36.75827772861619,-17.280674788631018,1
Jewish,Homosexual,Mental,-136.00502798236042,-132.37827240188113,-95.14869484548788,-0.7984048141824305,A,E,169.11390750352268,197.8634653754157,1
Christian,Heterosexual,None,-140.64689539135412,-7.423820198920388,-46.918658692770165,222.75334438600933,E,B,156.39270019053296,153.59346389399633,1
Hindu,Heterosexual,None,141.9478694296825,77.70483850871913,-91.59308805612328,14.58945927365306,C,A,151.01896336406324,87.03643844337896,0
Other,Other,Both,-98.92415610319472,-173.61335764585084,-64.97373579628334,-88.41853965554199,E,B,-113.53139278058899,-2.2132900520917156,0
Jewish,Other,Yes,138.01059434683808,-196.29725082880728,-11.778936620934457,90.82925556031121,E,B,-35.5704909398399,-197.403817011827,1
Buddhist,Bisexual,None,17.18819263856054,-98.31532798339282,-80.14645215389685,75.58036551045278,C,C,-28.84085254200669,-270.72324838156345,0
Jewish,Other,No,-79.81662308428228,-47.27272674113785,-36.81491818977699,-60.48882029607514,E,B,-36.62067805923385,-4.050048863414018,1
Hindu,Heterosexual,No,-166.89090010367855,214.94894202997386,1.5469206209066155,68.60953806558747,E,D,38.22287191271418,-6.872737032100653,0
None,Bisexual,Mental,60.56066210743636,-0.8821072158090421,0.19067002705035246,42.97691728135444,D,B,-115.66684457743324,-104.55435652174839,1
Other,Other,No,116.21866248440054,189.59663634680186,77.67878076778972,29.292269093301353,B,A,140.4194581004789,-81.22778694399621,0
Christian,Heterosexual,None,-10.626521384084233,-49.419578159521,97.51142478494094,9.519590506724587,E,B,58.75873323453054,21.07633485921379,1
Hindu,Other,None,116.6493866611964,-2.2207274114902074,-123.500556386546,-139.025306638634,A,B,-94.49067188825376,-43.887874772640224,1
Hindu,Other,Physical,103.21802215074625,72.80582641283306,168.3925744337951,-54.0297707057819,C,D,-77.04430046910036,13.124498924888364,0
None,Other,No,29.297224884534316,87.68603902634445,-77.88703252282971,194.93741623800182,B,C,-30.99367537071832,-64.9691408852118,0
Christian,Heterosexual,Both,-15.753224361735294,134.6380569754746,-46.78104232323369,-84.58198732988997,E,C,-124.75191457342108,51.35118194417315,0
Buddhist,Other,None,71.9942297219559,35.061542628973875,-162.061138476832,48.75009767146932,E,D,-26.139659277182005,9.829826774859331,0
Buddhist,Homosexual,None,62.048505661750056,-26.687553256974784,139.49259363914305,-7.921803155057427,C,C,65.97458706009263,262.0425916423987,1
Jewish,Bisexual,Both,-77.10021688313785,-59.10195798554682,52.092790536061194,73.79212119968179,B,E,13.600057080988531,-22.20602879243887,0
Christian,Bisexual,None,-116.68930750026657,-72.23697604580036,112.7908536468393,352.70844644698076,D,B,-62.45534490842891,86.30224311569476,1
Hindu,Heterosexual,None,21.59435698753539,110.05685832694448,8.055611170904127,90.52473347236743,C,A,63.13379701868751,-1.0604705833454375,0
None,Bisexual,Mental,-184.0127404650362,157.01527372216228,-42.181918876473695,-42.03754533973624,B,C,70.2550740963732,-95.62053639800834,0
Other,Bisexual,Mental,96.11344311963191,-36.07056948320323,79.79934226675311,10.395751248819813,B,E,15.411186486865972,-146.50811851439192,0
Buddhist,Heterosexual,Yes,126.72584967390542,47.315910527441275,-273.4480920102177,272.8255868869784,B,B,-35.640091778956865,167.76123539571591,1
None,Heterosexual,None,88.62724087975009,22.837652352309735,-11.541134749685966,139.7981971793495,A,E,27.292206902660393,76.56027288126171,1
Other,Heterosexual,Mental,31.77050341791192,235.8013605709811,-22.432264407011495,-70.89778891584247,B,D,101.04841117803234,130.3522688966421,1
Christian,Bisexual,Mental,42.658638291559214,62.663678191012615,-65.65151616038013,-7.678973437168379,A,B,-86.29745045078734,-127.30302265244124,1
None,Homosexual,Mental,-43.36575574631262,-162.58631429480127,-21.191294135037037,-20.707650640491693,E,B,-178.37404225942876,61.6034804175306,0
Jewish,Other,No,72.85117737771488,131.80045540817972,212.39143161358678,-0.8655608161923312,A,E,-2.0195324964072303,-96.77713549775015,1
None,Heterosexual,Both,113.06893007132746,230.60317449755007,-39.395490561141216,0.9483736720294327,B,C,2.505323921247657,-40.21182351148146,1
Muslim,Heterosexual,Physical,-37.38176920311867,170.63204471197898,-210.18639441303307,38.06541679822465,B,D,-91.7308171667636,-81.33150402560837,1
Christian,Bisexual,Physical,40.22270268602405,-138.26654316471672,42.73815303763684,-135.46835886882945,A,C,-4.609353297874996,42.07762076954574,1
Jewish,Bisexual,Yes,32.947429385492406,-7.468257884346313,61.398497779452235,23.912303484714183,D,E,-29.337902080593377,-73.16925306179228,0
Hindu,Homosexual,Mental,27.06227476938875,199.9755235854827,-14.182950793832031,-63.55941701006317,A,E,-56.86742950281324,53.8000374135374,0
Jewish,Heterosexual,None,-208.69017721690852,-1.2126616171345361,-138.02489938542527,10.316528897899898,E,C,56.09186935369023,0.7595622043286699,1
Buddhist,Other,Mental,40.274845305067814,152.9037070032115,64.61555643216685,94.69117991981796,B,E,0.39328739094987514,-131.3266383198701,0
Jewish,Other,None,89.4565172740784,-12.503083959266847,-120.20509230714435,-76.44391065238378,C,C,95.92301463037873,-174.46354922066126,1
Muslim,Other,Mental,-37.45424427182709,14.703025054898756,177.69069952694915,-28.321897173934822,C,A,56.55944992741758,-111.40016037613249,1
Hindu,Bisexual,Both,40.27501239356239,130.83638012025045,-156.02654483057023,-52.11910930781786,D,A,243.87844700826165,57.713346503995176,1
Christian,Heterosexual,None,-157.01358245445124,-22.66458243348751,-144.9507167262551,-120.97195982363296,B,E,-102.44705485227834,58.863980478829305,1
Muslim,Heterosexual,No,91.95023862448126,-69.11227251415718,-27.674260338436667,-102.78746140475738,E,E,14.54507504770271,-25.783229553944963,1
Muslim,Homosexual,Both,-2.755696315942417,53.28167761432084,-49.60924553207801,-136.89068513245974,A,C,-36.367342366228925,-60.821846714806824,0
Christian,Homosexual,None,125.28786227587159,54.642766895333786,-20.518056347587596,-165.44148428620917,A,B,28.640284532289083,-64.0290990978791,1
Other,Homosexual,No,44.9803736212728,-101.20115434072952,187.57726337607852,91.2232876006923,C,B,123.22523095956439,42.16264453775947,1
Hindu,Bisexual,Both,119.53774461031459,-82.9918498561527,-95.25082013380481,-184.06224225519253,E,C,82.47618615489782,169.3535018142103,0
Hindu,Heterosexual,Both,65.41136482427476,-144.72160778675266,-36.552114611370904,-116.00650542861301,C,D,-198.9059375934616,-76.67513717044146,0
Christian,Bisexual,Both,54.32493119910845,-66.17761000037416,-9.26985796882783,-61.52987592975235,E,E,-60.99198922528164,217.5835677122366,0
Buddhist,Bisexual,Both,-159.97843680504286,11.282921769294145,86.42849795025971,45.54886980324465,E,C,27.94233040181893,-15.835724148236471,0
Hindu,Other,No,-16.81987953644461,-107.94941419391695,-104.68638831481074,107.48152315522476,D,B,20.25484193883486,-24.867242016873117,0
None,Bisexual,No,-66.18853607401799,44.818356362544634,19.569342930288666,10.395709378936072,C,A,113.75472967628377,-100.351011787242,1
Buddhist,Bisexual,Yes,75.8632185242905,-14.971741154252413,48.320591364489665,-34.45126797000808,A,E,-94.51796330472979,17.896812630296022,1
Buddhist,Homosexual,Physical,-80.93889357259934,-11.313780057198725,-35.84670161616538,164.67265342790463,E,D,-159.43389523620752,-168.8241453138478,1
Jewish,Heterosexual,Both,108.55542706722383,-112.48368119909394,123.63317348904485,-129.42967235629627,E,A,-54.63199158314406,23.32188924785287,1
Hindu,Homosexual,Physical,-94.44236023607762,82.72811609394644,53.40458124866137,85.63010742738288,B,E,26.574704169311975,111.82832272191838,1
Other,Heterosexual,No,219.1339380054149,-41.75203292822118,-87.35561982873826,19.22300312571822,B,E,4.198404922485308,2.9220165514027383,1
Hindu,Heterosexual,Physical,132.68796100540635,-17.24617185805898,-26.41425865212123,-187.9226722329388,B,E,-77.50514240016857,8.540783393999359,1
Hindu,Bisexual,Mental,-56.54750238207772,31.560768077278706,-85.58989286961359,-111.178434994577,D,C,71.30868610316477,44.82769601342198,0
Buddhist,Heterosexual,Physical,-46.54512735949853,-19.556643944914157,24.344484331908728,101.56382575606673,B,E,74.93338717505867,-9.798659964233055,0
Buddhist,Other,Mental,55.36121477036799,-135.38024604368098,65.0564552988824,-61.444121511173556,C,A,61.96782977752417,-109.85058294549846,1
Jewish,Heterosexual,Yes,75.03363033707153,49.618496819941754,10.18871457277912,-32.06356324590721,B,A,162.07821680115345,-80.70801157796659,1
Jewish,Other,No,-14.545302339842229,74.81926636073075,-0.1912259445417517,135.06320185404832,D,E,-11.813059009210113,-13.343334336260899,1
Other,Heterosexual,Mental,50.959106685487065,-106.59013636852887,-104.91412193803684,-66.1930441971167,D,E,-94.58127925834027,15.4367185040504,1
Hindu,Other,Yes,6.694178560376553,-150.4736372670995,16.608386148612425,120.43164260371069,B,C,-113.8695348042994,121.97386045407153,0
Muslim,Bisexual,Physical,-135.64627363181754,12.991655078765966,176.17646700365944,-36.57269877706165,B,E,-217.74915205567743,-107.52135348144026,0
Buddhist,Heterosexual,Yes,-90.64470315904259,107.628648134008,-8.116788501709344,109.44803363680131,D,D,137.75648973612965,48.885764430830434,1
Buddhist,Other,None,125.55264041803409,-136.56803895345834,81.38612606410277,70.77279855364262,B,B,-87.91718632829557,-189.71830171171297,1
Jewish,Homosexual,None,-50.042818333852345,-96.92231792351458,-54.52698973038294,-78.46185978474251,E,C,8.54979641314997,52.05971425988418,1
Other,Heterosexual,Yes,153.4465870025733,-48.08156153704282,366.0691255571476,-60.81491335691979,A,C,-50.319475192067806,-41.2560451205386,1
Other,Heterosexual,None,-53.62319708085956,144.1556912325781,157.35004140296408,249.12105641591106,D,A,128.02514778591646,42.002175797489336,1
Muslim,Heterosexual,No,-56.45575683905816,91.77898186819851,-237.16095486498122,42.6346555543049,D,D,126.30207901975787,92.92376459845167,0
Muslim,Other,Physical,-47.675256036963695,30.90213665276011,-89.1379888050194,-128.31427739613946,B,C,120.0551980813623,37.154652157568,1
Jewish,Homosexual,No,37.934795634382,134.31280827687473,48.42887699610907,159.40413089092695,E,D,194.72386507982412,28.72591913979468,0
Jewish,Homosexual,No,-21.80738638856699,-87.582387677215,-95.86104131009475,155.83178064132306,B,C,-52.24058882367216,47.69744302842875,0
Christian,Other,No,-14.872530653835229,80.56479895215446,-31.921107974747752,-70.08768702797796,D,B,60.62290437739003,-38.12367867779033,1
Hindu,Bisexual,Physical,4.54267545561099,167.64230796218237,8.518462257162426,-173.4130863610279,B,A,141.64430592393856,26.192853421100203,1
