genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
M,24.573234496211015,E,E,E,-174.44069072375464,20.14112165953698,-48.412190247375555,-20.97772072448871,D,72.10564816693204,160.70114350984997,27.72073826480262,0
Male,-39.192931431476815,D,A,D,36.06303549869284,-3.9452386101435213,-87.06315837786211,-17.874677320257355,A,-121.83141810859337,-28.11147466300451,-5.447688361377543,0
Non-binary,-109.65875686434985,B,B,E,97.08600028588026,21.63719366987667,113.27526013152077,-140.51662081326498,A,5.344680704457265,-74.5894082652222,54.31127490810035,0
F,-16.49849398030179,B,A,A,-20.482201099906593,-131.36388099311645,-63.98561578058505,-115.15755698853573,C,-110.4063220465961,-5.3440188377119995,-13.348711797357346,1
Other,-104.99672226759505,C,B,D,25.584503773851115,-69.2084784016233,-109.8664612965043,74.20812788027038,C,169.64699982139055,85.64429290354173,-104.25402003259931,1
M,61.26522633221695,B,B,B,71.52897339766429,-23.903815664922494,-80.26547156975153,-79.06041140686447,D,-0.5472035326079318,34.9120804542362,-96.56466094708111,1
M,10.551101574347895,A,B,E,6.793416270406444,-3.7225240983733103,87.67147252044226,15.580510925490742,E,-73.94220798706684,-16.860445607663767,-174.34210648780427,0
Male,153.51124794079757,B,C,A,73.94044157608029,17.949106567248613,-24.879886754633223,-65.64639199414924,E,15.916521082397292,98.01648631702695,104.39288571929153,0
F,-31.30542928392343,D,B,A,-76.12868992846387,184.39666115930734,-40.27459614395072,-14.182169420863502,D,128.99332508948496,-183.04039303848117,-17.745131093199888,1
F,94.8958671323975,B,E,E,120.3930005181141,13.713688050853367,-114.06769504872025,100.76715128413274,C,-105.00241764197615,-37.32742965922305,-5.801492023584276,0
F,150.60661566419185,E,A,D,-11.010677179121961,-64.97300892767872,35.356886584135694,-124.13600567268179,D,47.809037278781815,70.11291091605977,-65.56111190176672,1
Female,2.5282323795214454,D,E,D,66.05782155828207,29.773607046770596,83.35460885829906,-82.34559678153838,E,62.275067075956194,-79.74022658287276,-80.30853305049092,0
F,-111.00632922293056,A,B,B,-65.89083080963236,151.58463249914058,106.01512407186809,-5.465628475979532,D,-105.71391799097358,134.41411729334737,33.336420350138276,0
M,-136.6177198731317,A,C,E,85.63543895327518,-102.31520384904542,48.295874725657164,-106.71089888192067,B,-193.07713457548311,-92.53231547372432,-30.08403615484453,1
Female,35.82179546297258,A,C,E,-26.50272151715125,16.29785052979866,83.29591763526572,40.223903492423794,A,2.684726107633665,111.05544310188151,77.04506038628665,0
F,139.11261599805016,B,B,C,-106.5410153440628,-56.85352938417574,4.98136683575067,96.79208974077788,B,7.006585942296086,193.53680233404094,-24.233357023582926,0
M,237.71177569040728,C,D,E,-145.45573893518727,55.09737768537253,21.31991530786723,-98.92700023958626,B,87.9129835204822,-72.90168681406057,39.219415416463086,0
Male,-119.42236692689522,A,B,B,37.11980551854278,-26.365749815141132,-41.24209215253266,-105.0136022298735,C,99.51195520800833,-37.397721213576624,27.085110866822383,0
Female,-16.998263489751672,D,C,C,192.95150154965884,26.31057152064654,-93.65287252657762,-64.1401237617599,A,-151.12423103911493,-150.26978730995432,-120.05181757322025,0
Female,-73.19885045172936,B,E,D,-149.8871368751916,32.577662174761926,-39.16767171935536,-13.118820610816446,E,-47.31939327779442,-155.79789642634788,-118.51682301882043,0
F,91.51055928781057,B,C,D,-12.562224567388416,93.88050732656515,194.2803880281445,-160.59002950533824,A,-112.69795018714784,-55.95920168748767,29.71529091290428,1
Female,-4.202867772266491,C,B,E,118.02669102327472,-10.903529321674513,132.0684826520197,-142.34472339467024,D,-157.53291499702536,-63.49539999589706,8.003145411987314,0
M,-89.55384292816171,B,A,C,6.503164821232006,72.14290866444479,35.90719544211918,-15.240497625270633,B,-293.3832737654108,-66.70367799289676,16.923771746678685,0
M,-83.17139121909295,C,D,C,-43.04602830640676,-280.3383641204756,-69.1500240972859,-24.79467808222415,D,14.949588051077711,9.91783812529362,-82.62469407767877,1
Other,-122.29396955302352,D,D,D,-133.67624800847796,-66.25926895560917,-180.55780533473168,-9.135018873123583,E,247.74406182835,-168.37655960746446,185.7455525434612,1
Other,95.45008374327658,B,E,B,-196.12430145439376,117.14615023666859,67.17868172470698,-2.0707673726986564,D,-74.51854699392614,54.98962274377557,-100.49855112247512,1
Female,169.9440439500869,C,B,A,115.09388529366443,45.47271521180937,-67.59373358863364,204.42358306794804,E,-81.54386500367087,-275.06259276766264,98.87535693317368,1
F,9.982570066388687,B,C,D,-90.2931086029684,162.5055432077577,-32.082819974957346,-30.247241634079792,E,4.971304938174629,181.64156951693,-15.77093374299199,0
Other,91.99438484899638,E,C,E,155.27128171966126,39.56557520325326,85.58672826692793,-132.27013247407234,B,-37.246983379934804,38.25236176344872,59.20539099546354,1
Other,39.28236177378548,B,A,D,142.70822181846657,-30.387262871149968,-278.7709587928425,-6.793386161955908,A,44.324006595012726,13.08170278294879,-47.35497357469303,1
M,-137.62723816363967,A,B,A,-2.386017661875815,82.94532098920688,-11.848828708775653,-119.07369688171347,A,-81.11608918810022,-51.010071998352466,159.89021837007147,1
F,106.8978868961115,A,E,E,113.89799740212518,-51.157692572346114,142.4115193495701,-82.79171494890979,C,142.25502888094115,-152.60436257604897,-19.145146968089797,0
Other,-54.14205547420601,E,E,B,221.22268775123578,-31.99036486149526,81.52244299120271,-20.564700245673308,C,-226.91579006819387,-56.61486874756262,52.736178342976125,0
M,-6.25460682059467,A,D,C,75.6759327221743,209.46669086564467,34.22412758795502,-197.90956867257455,D,106.85892498394567,13.71135309511946,169.76249410932493,1
Non-binary,-136.45383253071464,B,B,C,6.61557456614087,32.70181659019853,-29.37785917669544,194.28584090886102,A,-122.3828520133414,-72.51307194123568,-20.08232103146125,0
Male,29.493401966818418,D,D,B,-42.798765668291104,-19.84701421624553,-70.5673407008307,-60.69829594542326,B,54.069476510489935,6.827768911232762,-66.36558418218857,0
F,-177.46399272352167,E,A,C,-116.85715904646821,-113.35809725775545,-7.978311602803605,-82.73791262491135,C,48.73326417277068,0.9184461550202493,103.82348880319674,1
Non-binary,-118.56763744869576,D,D,E,183.03511001255094,-124.22775838187393,-154.7157271353447,-56.65906502137334,C,38.48114637919402,-129.01271197363346,-39.580187415043746,1
Non-binary,-36.976158917728,A,D,A,-33.67230070560733,126.30481541988685,83.49561983901374,79.72643019415962,A,259.08287327851735,73.34807680135982,7.606201754166097,1
F,60.43844793817541,A,E,E,51.61245454791143,-93.02752934811383,130.60613522717705,90.75555104833242,E,170.86673371042485,77.3111860292003,-122.45591863798768,1
Other,-31.09232852666172,C,E,C,29.83864041779397,130.86495778648856,28.900359161770904,-38.318833042963604,B,-22.85424604927534,206.2123829741735,-16.758218361091068,1
Female,20.25527221948765,B,A,C,59.360007663825364,98.60185708085004,104.96221625981394,109.16792848563203,C,-18.36784800545404,28.430110792497032,-126.16453649110349,1
Male,108.67851628318557,A,C,B,-29.0426372413846,-38.33944592538235,120.8502156386343,17.513113570611928,E,119.23738990133363,-25.881470144554296,-71.07711980076753,1
Female,42.23311752237219,B,E,C,-173.11706238546486,-10.866619019081691,53.424084277753636,108.19692039224702,A,57.23525459633396,-136.24629666622255,29.048102694343537,0
M,72.04232051309879,B,E,E,41.969848016300546,-37.2797633368538,128.36290401370508,84.53971416517369,C,-105.52524712491935,30.81402619920029,-105.81516923040655,0
Other,-60.656370118694134,E,A,A,43.471714848770354,37.07067579467737,64.42388608816783,15.146967538178306,D,-75.38323288001264,-107.65196681409162,-179.09579439715176,1
Other,-20.728418875285882,E,B,B,120.89098382778245,-196.47333919372164,-161.62869779283344,-9.033540431822193,D,-7.383927914401993,-179.766358021334,80.01639382081898,0
Non-binary,193.4569396511188,B,B,C,11.048578564546718,226.91829953827605,-179.84372089427637,61.64448153416381,E,35.7315379801815,58.9037276550335,8.241228588709628,1
M,13.570002516183829,A,C,E,-70.39210362987714,-90.03044890092427,140.30223139959782,-51.62912766167236,C,-88.89981210179005,86.56907371152752,14.590934004695416,0
Male,39.79704970426267,E,A,C,26.68139302013664,49.16419395325257,-18.619684190444417,-105.00693724040957,C,-45.66426289328659,-68.8762788127714,-47.152529476781865,0
Female,-4.206460922579287,D,C,B,15.755523902763379,0.810383760000287,-81.16262522897664,29.807245901632744,B,67.40719255554282,-44.878345556878315,132.01112137196958,1
F,33.047040507190204,D,D,E,-152.63810123008233,106.417193615864,108.52021987714579,-115.75341653485881,A,-78.54885108355506,110.90558861732933,158.8893238337134,1
Other,-174.96860199585655,D,C,C,51.668634154094676,-55.09770172523586,-138.65275532847977,143.86904272407935,C,100.52339240430834,50.43423199315848,51.26388864524143,0
M,-41.788167791679534,D,C,E,17.010096569033273,11.002430891351404,-121.5326898646991,150.60440059803787,D,-248.05217260969687,-197.70658731651102,46.485319577423965,1
M,-6.8330081103258875,A,B,D,-72.45936854748443,187.346827941493,-149.1340748052934,144.6250230248119,A,-164.38277879495269,29.76279437729093,22.01071153779078,0
Male,198.6431871058689,D,E,D,-123.2294887808645,-4.205398404538992,-58.22324534900305,73.38504347815025,B,-84.13084139396761,-60.26613646540091,-50.039962840396036,1
M,55.24579057379954,E,D,A,-105.00706966056495,108.57939683340018,52.593321552527975,67.0604208529941,D,-147.14411097703737,-136.6083298369384,-189.739038753657,0
Male,92.4923694273081,A,A,E,98.92854906368909,-4.3341076209526195,-189.59403394267667,149.80304792380562,C,-25.793031134123755,5.918929199916784,-23.307066568494033,1
Female,85.59807168032788,C,D,D,-136.90401282304177,8.27161015295968,-210.85221342238864,95.29396301966086,B,111.96413633293713,237.0900057293623,-141.8021525461554,1
F,55.835454579254304,B,A,B,80.05889320930636,8.00416193272793,8.767502972003486,-110.01545916877662,A,114.65252669082187,53.507852324011886,-184.2410421710535,1
Non-binary,76.06906056581781,B,D,B,-55.66269818258488,-60.89607751482369,81.44647122797066,-44.01573547127972,E,234.8706954263316,-94.67527860417843,16.474934823516453,0
M,-128.8644545788078,C,B,E,1.966381701917342,-73.5295749467635,202.54007334328173,157.86225546884418,B,41.973904719829044,31.726156761622864,-12.31065830314479,0
M,-176.4875400487672,D,D,E,-160.56123157887288,193.1553014214541,-150.52990899866847,57.03943562499971,C,133.83289139308155,-72.39355484467532,119.79148546268847,1
Female,-55.19140781181782,E,B,A,69.5863564840769,-133.8749488321244,-90.96999695728269,-41.44263832831411,D,18.56852731774291,27.896179505374995,-31.045721310254343,1
Other,13.75476784260809,E,B,E,88.9326441685525,-2.9120434924848113,88.59126241097755,-44.85979375706269,D,35.35932456813394,-164.61465464680504,139.7943984246357,1
Other,-25.106910874399745,A,A,B,88.17736087389648,74.77321729101011,-42.56696891703603,-130.88376887973433,C,-44.84425659410313,-9.149157989712574,166.2393390197351,0
Male,-89.89899745189267,D,C,D,81.65996769048093,22.597319144308216,76.13837716361243,34.3302208458034,C,11.299424138937878,-46.31828828899453,-36.60340960352687,0
M,10.882259298467469,A,E,B,63.01715895964013,33.09670368055344,-121.64602017216784,80.15479038517354,A,171.82931679383051,-255.37668874837274,140.5925550880894,0
Non-binary,111.16488722333663,D,B,A,-17.71451217756774,-139.23845641646744,176.09987893791384,-82.63940360153921,B,41.85305463849227,-65.01940893715576,-16.886800780861673,0
Female,129.86289363556708,C,B,C,-47.62510078054874,-140.74331328527055,64.97861208288674,156.60165220333985,B,12.537428692515368,-18.126426227255724,64.53931342381108,1
M,-49.700990389738045,D,B,B,-8.597150573466749,140.568012476194,203.86419204111291,45.85121972598824,C,-93.66668138915598,98.0521198191108,1.7824247895417331,1
Other,8.000312858237013,E,B,D,34.29531801786542,230.85277712320487,132.55696363966157,-89.49811059073414,C,-2.842304674680178,-50.65498682399442,-63.434271354976104,0
Other,-68.29924024326593,B,C,C,53.95450400845964,-81.9555708289013,-105.08453464339567,-135.12491309710956,E,91.63424479392631,30.108896473710512,17.40629585701082,1
Female,118.1832463943181,A,D,B,-107.04043278429884,210.85565290515174,-35.6805838512939,13.969300557775913,A,-23.18349965587622,118.02361473557181,155.5047404860769,0
Non-binary,-118.2435816338852,C,D,E,-7.305938871579032,-117.87024124873497,36.94060295470663,-156.9628216789368,E,-110.75695370188039,-131.36708009775134,47.80324154803427,1
Male,-28.671566234901853,A,B,C,-13.171302452111888,86.70277813346642,219.22614223303154,11.25078520584422,A,153.807973812421,188.80209204428687,-140.35341817391705,1
Male,-157.67685597050956,D,A,C,-77.29092871574908,23.670212656426642,-39.49198051696847,-19.974343403530597,B,-21.137132005977616,83.33819114736225,77.95789314572825,0
M,116.5024298897698,C,B,E,85.80688345052504,-161.50299280006865,-12.650231543850046,49.14334848169696,B,-152.06655393424492,37.53235106646687,105.02918817468063,1
Male,-83.96990729793437,A,B,D,136.5812656009152,13.362795924522311,36.20057024153877,194.23895705049625,D,14.042076510960463,-71.8418257863894,50.05139628282181,0
Male,-69.76944284426033,C,D,A,203.41101687967824,-88.51846077055261,-16.70875397416275,138.68720056470406,E,-27.61156726763537,-125.18495726354611,174.46029438103673,0
Male,-79.98251280590961,B,B,E,-65.24806310722978,-140.7213831786089,-79.45585292015048,-45.26098299688373,B,19.74111395426899,-3.043737428997397,21.218315845027636,0
Female,-61.67207034257945,C,E,C,-26.5807165608983,69.04743693670765,-46.376685176203395,-98.75287081885777,E,196.08066103442133,-34.436586077430306,-54.83692930157863,0
Female,117.78202149343393,B,B,C,68.5656686040295,-38.95569424756627,-190.46118249963752,-55.30476730432531,C,125.31898932681769,168.17152198769213,67.06305723191986,0
Female,70.0259522116339,D,C,A,-158.88904963599379,188.29936365240437,-24.514093061676714,32.52038920663755,E,72.97365137047159,-113.3571836671583,47.341983625621516,1
Male,-90.47156360834944,E,D,A,17.746600858049895,276.5791362280143,53.5281282687893,-25.10735561013454,D,112.63412128894628,36.1094105082998,-18.976528778212014,1
Female,-25.03226440870045,B,A,A,83.36249379100518,-103.40523262965542,105.13338824920973,-7.890418996282812,C,61.116955397328255,-105.47787751995553,42.91946754201844,0
Non-binary,-110.42391225845043,D,A,D,-136.41684394704592,-93.75146425386957,-162.34582904990037,58.73554975009099,E,-59.13629868027817,-54.274146724991226,52.86266142251754,0
F,69.48273372515588,E,C,A,-50.24451668192741,24.88101297501058,164.457641565946,88.13499574010562,C,-133.2217425910963,-35.9413401336525,155.076616302068,0
Other,122.96398400284265,A,E,D,-187.0984702321598,62.30346041184735,24.40308599004575,49.74830173142743,D,5.7990465912792715,-33.54124906758907,21.30636094353158,1
Other,30.95293064714494,C,D,B,66.96135089252267,-75.24778562958363,-60.647973362663656,-91.36800865698986,E,-123.19783348483175,4.325559540155205,-110.68235546814329,1
Male,0.8387715041218747,B,D,B,51.301880949118384,155.67747558170208,-112.60164487369057,-76.3772939999377,B,-163.30586575620603,196.96023704835454,101.93931054645444,1
M,-87.24901186381582,D,B,D,-72.28491908850991,51.30102571559247,25.765372024293292,-118.62628089696146,C,-98.2614725560044,141.33820429025576,18.13738818265149,0
F,48.0475585501142,E,D,C,-47.50370238014123,-57.71559309800496,31.455137270860423,39.05038148649719,E,96.14090741396973,87.9217014740191,68.3665405819307,0
M,-10.712646572657873,C,D,B,-37.969356206297626,159.1480571220278,-9.67544141117699,-57.63598066180771,A,18.372141950992,112.7718972426781,-17.504281399178407,1
F,-251.36281967577943,A,E,D,-103.79901623732515,110.12838548973731,-73.26849360311937,83.52452731027427,D,-91.49512478613495,143.99857499998353,-94.91011724559176,1
Non-binary,235.03188277080133,D,A,B,-166.32541908091346,-14.359922448642074,25.740851650297568,82.89460973637782,E,-17.225268918249505,147.56512856015192,3.701841102490729,1
Female,-34.827378139953744,C,A,B,56.19026907173927,106.89599545146729,-27.1412706286827,-110.79322705407155,E,41.48338544534352,0.8737191962245754,-118.86604168596277,0
Other,-126.01744539322195,D,A,A,92.47315752759914,135.99773429334553,-123.34736622332605,-138.91322437938422,D,60.01820959798505,-43.80775189449986,-34.50711687956112,0
F,137.69462275311568,D,C,B,-42.86850781146315,131.13114586132934,-36.38772869735355,-162.06388869531744,A,-64.94092177713998,-68.30387074614623,-183.9906032126554,0
F,153.51738166645617,E,A,E,-45.70365858297465,77.1961314366855,-13.213880537770297,-1.1566237441700333,D,3.7071949636878614,-106.03619293803435,95.91741294543102,1
Male,-102.90220194122699,E,B,D,89.43921972394111,44.87572290231873,116.46153755161899,130.94003984564384,E,-37.73889056897139,295.9307746793167,-62.88310311613301,0
Female,-38.56185612049614,A,A,D,6.613046831258443,-18.675591937186866,122.6126604646604,-46.85190061759898,B,185.6607497494995,7.628867229220212,229.67090434730432,1
F,-30.45983475930744,D,C,D,-18.003750419745636,54.58689257525514,-172.57394222571568,150.2493656991271,D,3.6370420920971154,96.48026081475707,-5.188875549053186,1
Other,-36.2084917640614,C,B,D,123.81812060578324,47.88534516435186,-22.542606231750064,103.27434779058859,C,38.175833516526495,-39.97471604933523,-241.67451673076107,0
M,-15.283391779361684,C,D,A,-30.53662440085032,-112.10093129363148,64.31495046451113,-226.80475242023311,B,198.90752959008574,-62.59633024420391,23.253797463544398,1
F,-29.218397684720415,E,B,B,-50.03581622446782,36.4390099782505,-85.80776361352733,70.30004765284026,B,-42.2636347912522,-247.52772064958083,122.56768710151987,0
M,13.10941295985944,A,E,C,85.19758567666584,103.34516268101619,70.79988271380392,-213.76270187893635,A,54.04321197708948,171.949217898594,13.667921075515869,0
M,76.23889260522803,A,E,E,5.4010550900232674,-28.87726937794433,-192.23862837995782,-136.70080086015912,A,7.907404792742997,18.995886216629383,44.8067216720697,1
F,28.04466203809038,B,B,B,23.836411828140395,18.343317055824095,22.37703034278565,-82.12907515720094,D,-33.998917688778874,-150.68313456334235,76.63849089270383,1
M,111.44693455722523,B,A,C,-8.09100109065545,-22.638467722466306,-16.965810647952516,160.07850477055635,D,88.82261263131095,-126.21382603941358,2.2262594329708967,1
M,-33.536438402228946,E,B,B,34.712914503705754,28.734875333867514,-82.97666504528162,28.631281664525567,B,127.63814616545683,19.106187938663037,-33.279266965554136,0
Female,-13.953917815743159,E,A,C,-42.506993137401025,30.472815147651154,-75.42226007315087,47.38875577020417,D,101.86175858655713,38.23659581920077,16.098338958303195,1
F,-36.40572987567568,B,C,A,20.969946657385474,-41.74545198653265,-188.02447974365276,97.19436818569093,E,82.19962835571963,70.24184232017534,-100.86451485522,1
Female,-81.49604882341531,C,C,A,-10.114867492862398,-90.84118030329071,175.65174575463055,110.56368525495024,A,60.39549363668817,-96.94768868466933,30.31042847403863,1
Male,-12.948989462261313,B,E,C,91.60962755406021,-244.45070165284625,96.55041574423669,-57.770842419045785,E,-60.54148248912288,-71.25968404807423,48.67090971377247,0
Male,-34.035747034709644,C,C,C,29.699837659367034,112.04275990057036,-5.922531102628305,8.933145396800835,C,23.78429072607793,94.7927343339215,-114.25756019171425,1
Female,13.890964062200627,C,A,C,-90.25097121007597,118.93318099036657,-185.51330846583065,145.16831886644903,B,-63.717732065776545,59.84090662110495,5.521177832418019,1
M,12.008027065362107,B,C,A,229.34659003531004,-136.62038351480408,-68.27202625729757,-24.326845066748806,E,-71.66371816964313,19.929710769944307,160.80287954448306,0
F,78.13333180503442,E,A,C,-100.34175310521105,-74.61707204201605,53.74435207794039,-116.6141298004944,A,5.016893756107522,-42.74376999755601,178.5463508226257,1
Non-binary,95.31068106586163,A,A,B,57.93658823901231,-1.4895390990012611,-145.7607270680011,90.21104081590501,B,183.96267067515993,-12.445111286918618,34.803318337640306,0
M,-117.83614584846624,B,A,A,-87.8387718849456,-161.74325007352138,10.120685313239147,153.64308727846395,D,-4.289567066628212,-2.5538406066905455,-47.78402747713838,1
Other,-185.30252748250703,B,E,D,-334.05026935629,142.92522627979142,85.19846439751545,49.81700176276292,D,74.40622147528988,-18.98884536313284,84.86614282782831,1
F,186.18564021877953,D,B,C,-20.45517770405649,-38.00127400121702,-101.49462399922638,205.66086764724983,E,-207.5759211191709,-141.37553331137818,117.36965145298434,0
Other,-14.466821025274863,D,A,A,160.72673147938997,-63.603214527680905,115.73700952272905,8.678903114717915,B,43.49421237654723,10.231469286898184,83.39600103084953,1
Non-binary,-88.64091025252546,C,A,D,-11.390401070386554,19.369016732571872,239.8144028349597,-124.4064081693149,D,119.25375511811929,51.66358673667511,-120.93112465635481,0
Female,-113.27533485245243,E,B,A,-10.72801573337347,-76.56605247520719,-39.40333951461802,-65.49216370715438,C,-15.603794252698687,1.794419639997454,-128.28410099885454,1
F,41.72463828830729,E,C,B,-125.20350046901247,33.25399912563839,-55.09638933301962,-28.669727508976727,E,108.73466245791907,-82.27026898516253,-43.794289211854796,1
Non-binary,150.19418521135663,A,B,A,124.41806497112913,-66.1306988118613,43.73120234957034,27.042193121705672,E,21.25892449544348,-58.58564681202949,73.42608713289313,1
Non-binary,67.92209283277533,E,E,B,0.6630542064092401,95.39012362220058,2.717188814406675,-94.97042944813245,E,24.49665260646285,29.417806385238627,53.49646235851148,1
Non-binary,99.93085266047439,E,D,E,-51.33674432158389,61.959327286683354,56.42337426581806,115.41234505729132,A,25.694321142737685,-118.88932275530033,-144.72287634840407,0
Female,112.10537492128432,E,B,A,-115.02496190121167,-107.49563663067532,-50.25481422378508,54.39470398897128,C,189.2751785790177,74.78693767754872,-116.85165096407111,0
Other,-72.95195439713233,B,C,D,54.73506155470497,-82.51718112772491,83.23170785925763,-109.60153152799057,D,-43.33351645614028,-261.0603733468928,-275.64721987590053,1
Female,-35.33731940838566,C,D,C,23.832610195724467,32.237392370036275,-153.27154174029883,244.19345452137304,B,-130.74821207094456,138.75331814994257,7.439343492106549,0
