AgeGroup,civil_status,faith,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
51-65,Married,Muslim,Physical,172.60923304297796,-110.23816838842299,A,C,-13.179677175898874,D,-244.04835083256415,-10.515463867263218,80.07037213639511,8.679317961602925,D,D,36.74752819454259,B,-187.07971576321486,1
65+,Divorced,Hindu,Yes,-41.59218499587906,103.31606632492405,D,A,-99.67828258220499,E,233.40792853169185,-50.3842335896994,-170.9522090645306,164.94367016120253,D,D,-7.921466871150917,C,140.33909166386977,1
51-65,Divorced,Hindu,Both,47.52410731754624,-40.46701135919573,C,C,-38.53214369126562,B,-18.195706842904723,-179.55276329760216,83.76531502447054,41.227365665840956,E,E,86.30959594630686,E,-8.866757525028653,1
26-35,Married,Jewish,No,22.521515172004214,106.0748172803101,B,D,-71.59265244064919,A,-9.614152311764435,95.13346654319376,79.65844926976028,61.60093418286318,B,B,-60.46830008471088,C,-29.07946565100652,1
18-25,Married,None,Physical,51.895504068753986,-57.65823665638884,A,D,18.577822735142153,A,45.520631207202875,59.24261947466416,190.03385984587158,83.72955520053402,E,D,162.54290641304368,B,110.03144031702845,0
18-25,Divorced,Christian,No,6.631182360654292,-15.25403144244506,E,C,-168.7169004812961,B,-66.4750834423031,-133.4858833252065,-77.39667754227399,200.15186829851558,E,C,202.7958321073939,E,-1.8203613408962316,1
51-65,Widowed,Other,No,-12.75090889895992,-37.86533301213319,A,B,-62.20339011744027,D,114.25074711162625,-71.21410926610223,-107.13010754426897,63.05417053966309,E,C,40.96213362560681,A,70.41873206918683,1
18-25,Married,Christian,Mental,-47.06140104741033,25.34363358349009,E,D,-8.073481450453828,E,91.77429838580342,-9.982581403106897,-95.69043070397902,-297.74546514144305,A,A,-85.20571239031133,A,-74.0756043951642,0
65+,Divorced,Christian,Both,63.72160261380674,-66.9280008917913,A,D,18.7827502532801,B,-99.75424829433476,7.845909006753386,31.007961825436052,-15.872806928980035,A,C,45.619571917106555,D,-17.022376027108823,1
65+,Divorced,Jewish,No,-1.7910593520424036,94.38593361861662,B,D,54.818816011381145,E,-101.92438472664122,-81.98623134665421,3.312167526202023,-167.32004998737239,C,D,142.77833015493698,C,58.14907087916664,1
26-35,Single,None,No,-83.16960320682192,-57.378142808320355,B,E,-49.894414810204005,C,-111.67198524576882,0.5722944327057058,126.80710014730991,-53.28355389514293,C,D,103.11769784522127,D,39.24581667092596,0
51-65,Widowed,Other,None,-156.34387481584037,11.809088265042309,B,A,-130.43717828207554,D,19.841344128375145,-33.695097139351624,52.25648574307209,53.31978036997127,D,D,-130.06724729963386,C,4.011552710836369,1
26-35,Divorced,Hindu,Both,-88.78074185375775,-26.41186984290013,C,D,-84.45794198327357,A,211.57264870587517,39.94965311768184,-63.417030099876506,109.37332266328508,E,D,-17.273065568886118,B,120.62980213138317,0
36-50,Widowed,Hindu,No,94.71707896198157,-32.38416834482153,B,B,-136.49995932510984,A,12.646064444826985,153.41200652998444,-114.4550715250574,-24.785330723937495,A,C,0.30086914428055117,C,44.32704822568638,0
51-65,Single,Buddhist,Both,32.82779086428433,52.64463695645971,A,C,96.5008809914143,E,-51.14460525433396,-32.05395089257188,-54.85018317595115,161.96064720662832,B,A,118.70530594513195,D,48.976816937061734,0
18-25,Single,Jewish,Mental,-101.6070312662222,-30.892061991339702,B,D,-36.560371468035655,C,-39.203116743405054,105.4398056020662,32.944543543467134,130.2496656679236,A,C,52.50489156227807,B,-113.69681421052388,0
18-25,Widowed,Other,No,-33.795045740462605,29.837314164365853,A,A,12.520801253631337,E,9.89120744444975,6.766987765070375,-44.156880723377796,-46.355981486555144,A,E,75.09962900919635,C,40.67295520945868,0
26-35,Divorced,None,Physical,110.20615425303887,-62.87454955437675,A,C,-26.703206958325577,E,-195.8351488578628,-14.408142834885817,216.88467667550634,-94.45060371430543,A,D,-29.10346049302202,A,51.34048796016675,0
18-25,Divorced,None,Yes,30.80356076915059,-19.725919377122008,B,E,-155.34385229659497,B,9.112349647571802,-125.46971384495427,-41.55666518165202,66.11858911983927,B,A,-83.6022809856529,D,-121.21242986845763,0
51-65,Single,Hindu,None,184.86165484974833,64.13224860786372,C,D,-27.69276375468173,A,-152.52873769401086,34.77934759034845,139.39384811947232,74.90589952330437,B,B,84.13446609596939,D,161.7137909313007,1
51-65,Divorced,Other,Both,124.30499711155183,-223.45571471532466,B,C,-141.83007853016233,C,15.195381109071596,-98.54799768974335,-138.34646173913006,-125.2717024995433,E,D,33.386765878640404,E,-59.78533743074431,1
36-50,Divorced,Hindu,Mental,-101.60399304017862,116.191499485704,B,D,30.05571104773148,B,107.49436686944584,59.3572768251319,16.673133354397653,-47.16634423079539,D,D,-27.4040044964252,E,-4.996072880439555,0
18-25,Single,Jewish,None,46.561104753552954,-124.82330836507964,C,D,41.5468876501668,D,109.76364015476567,53.21251349346402,22.772210488391163,-94.30605958299606,A,A,90.1861279224256,C,44.73300658635504,1
65+,Divorced,Jewish,Both,-7.1599889290037595,-23.36144666302415,D,C,153.71552556158838,D,44.884033225891315,143.8812008743713,41.10896909088031,58.76155775223945,A,D,-58.347721145363685,B,6.2102879216620535,0
65+,Divorced,Other,Yes,-78.82330000565412,-52.26999715980749,B,C,138.9485547317738,E,2.991911640492911,113.93725844478226,40.66544406384034,-37.284234217732944,D,A,201.49399531392382,A,92.7678343491155,1
26-35,Divorced,None,No,-30.59794545287467,-78.98703868252464,B,D,-118.58900851836194,B,-79.54559394115958,20.398752060512948,-83.95173762330592,-26.34910651757414,D,C,-6.492911794283056,C,70.83882771768089,1
65+,Divorced,Other,Mental,-45.48116237485254,-19.252174693308277,E,B,-78.73719979684016,D,66.89959547844232,165.31252625009498,-73.75992486871816,-28.657465647907554,E,C,136.60885299468833,B,229.55985528284265,0
18-25,Married,Other,Both,49.1958316070678,143.3293178564754,C,A,-31.265485678110387,D,-39.13116523894484,-118.1304108694907,68.52382979432167,-12.029762645484368,E,A,47.10931355791512,C,-127.80440350898455,1
18-25,Divorced,Muslim,Yes,78.56742503613289,-29.935730479909257,A,B,-146.84034378675074,E,-59.17773293530423,102.47122296056841,-213.56450716766483,-82.47862531437868,D,C,201.73722547282807,C,128.69329057858454,0
65+,Widowed,Jewish,Mental,27.27075977042921,-229.00496644993655,D,D,14.032146821467325,C,-52.334366993203375,-51.886351201868266,91.76705961290791,154.63682414111844,B,D,-82.48946701410776,B,2.5666898322638123,1
26-35,Single,Buddhist,Yes,20.087153181664526,139.57292068475456,D,B,26.194422834997745,D,-26.041753450316197,26.227033165537133,133.22458992738564,94.36344761162337,C,E,-156.69582605500585,E,-204.9775698044567,0
26-35,Single,Buddhist,None,-132.05110586257157,62.98105577863606,D,C,139.05066254085878,B,82.71081276767366,113.28913785028524,80.98834456710532,-18.43588621141908,C,D,9.203891709560008,B,81.1930753685029,0
36-50,Single,Jewish,No,-32.97532524426556,-85.76474829553604,D,A,-54.63298273942306,B,-2.089283054045693,32.709271601286616,142.53041287986247,-137.04521044804181,D,C,232.72120276403277,C,30.789351121426662,0
65+,Single,None,Mental,-93.95684010095786,96.61332266264036,D,D,226.73112081184996,A,-27.430185378485355,-134.67163807885655,67.99185861551427,31.52815882560649,A,C,-114.04929793159664,C,151.8232826454431,0
51-65,Divorced,None,No,163.0959856716864,-60.96432193842374,A,B,83.81641881790503,A,71.21342362269955,-29.94773621815188,140.8639711532089,142.34245214985222,E,D,-128.75106925976857,C,106.01169101580507,1
51-65,Divorced,Buddhist,Mental,5.177152754928758,-45.75502147773321,A,A,-129.40314918286415,A,54.232836341037014,-58.94204445589592,-129.8606127447445,-46.24126387788713,B,A,119.17014430340758,B,160.4328615241549,0
18-25,Widowed,Muslim,Both,-33.91694082653083,12.731710454155207,D,C,-27.929462369308716,D,28.356459699774756,-80.3638453215243,-104.80841423009528,-2.167026943068789,D,C,-37.12860401151742,E,-25.873165545906986,1
18-25,Widowed,Christian,None,-74.6849408366976,-93.05348807114042,A,E,-25.004473060835448,C,-101.65788437578595,-127.26256885433453,63.08413563615467,109.08134959857469,D,B,-102.06737717444676,A,28.04711025976207,0
36-50,Divorced,Jewish,Yes,-58.94391905849713,-18.567603407905168,B,E,-122.06531400808802,D,-56.711531850768374,222.20466773787302,-47.79367142359956,-23.169213907840096,B,B,-145.25159648791387,A,45.31393742076439,0
36-50,Widowed,None,Yes,-42.11013015418076,157.58184274318322,C,E,-20.90308326675815,E,115.74015876161927,-105.96880091702481,-29.568895829122237,-34.704161681660196,B,E,10.45024787556274,B,81.85567335921637,0
36-50,Divorced,Christian,Yes,105.2377528019655,37.5407900624961,E,A,-73.95734847496925,A,127.75153869003127,-44.89205592855592,-29.023676908684166,-84.95217226220753,A,D,107.33495439476155,B,-179.1807514080662,0
26-35,Divorced,Muslim,Yes,-139.79695925733088,53.6076800120215,B,E,57.32001130341652,B,200.3448488367051,-4.0376872346523545,-106.47530908194976,17.704865219778494,A,C,-188.51800405996983,D,-37.108703563675306,0
51-65,Widowed,Hindu,Both,118.76621824366755,37.92640420835202,A,A,-113.58214974373524,E,-105.06933904313406,46.91210000045633,138.99332615731632,-107.71672595680242,E,E,-16.042188002035264,D,-32.00614287750507,0
65+,Married,None,Yes,-116.71608658639911,97.7083813034461,A,B,-105.80433931761843,A,145.18790667365872,63.327804924893584,-113.93500015895597,-1.9481941938099288,D,D,-139.21424550675192,C,-83.0853721396904,0
51-65,Single,Buddhist,None,-32.736356647486375,-0.44846619663796844,D,E,-203.69128241447672,D,-113.86052487894251,-25.25582406732093,209.65202096707043,84.64550998040458,A,C,-186.79921384210002,E,-48.868930555575155,0
26-35,Single,Hindu,Physical,-10.860179047186474,5.908847325620465,D,B,-156.38532664556396,C,-54.89769162873972,6.686096576947639,-6.328924986753994,-128.58051455028033,D,B,-33.16587144444046,A,-183.06776217650025,0
51-65,Divorced,Christian,Yes,-43.54791714970979,-66.93631037479416,A,C,54.9229274444057,D,-81.53104444794421,-47.193478239962275,-87.81706080128198,45.36835730045224,A,C,-37.584880055873874,D,31.99541787265871,1
65+,Divorced,Muslim,No,51.903349496354345,252.93254269770023,D,E,-39.015922539354634,B,55.0376700209664,-116.15463462920756,-117.1482922455793,10.348723298260703,A,B,-77.09017964077452,C,72.15011432927308,1
18-25,Divorced,Other,Yes,152.3082267187362,-250.73278449434247,C,B,-21.87773068807264,E,130.44403617274398,100.6272650529114,-108.606817237808,-87.86463539205376,B,B,-75.65506394543397,D,-99.9246835167235,1
51-65,Single,None,No,11.074968978468538,-69.625739945095,A,D,46.7609824784816,D,79.20054640424704,-33.855823551449596,-69.74861201178663,20.139982003804803,D,A,-144.43363350577442,B,-9.368402705100905,0
26-35,Single,Hindu,None,26.151692284501344,-16.80459340864236,D,D,-96.34580909368847,C,44.81324853226499,69.48198972872282,-134.55115571273447,14.933668797534274,A,B,3.768418076152453,D,-25.081646512396844,0
65+,Widowed,Muslim,None,-7.304380806530461,-5.4979560874782925,B,E,132.06410626226074,D,90.13347970670608,67.14118384868691,-29.285206986458885,78.66760830210762,D,E,78.88328883289275,D,-28.754910044275828,0
18-25,Single,Jewish,Yes,-33.01606885679197,-55.13092814941969,D,A,105.3842907438787,E,137.95243439103274,-83.35634185152472,-47.4025608130451,-50.68374740118173,D,C,75.44239177268206,B,1.2812116520531678,0
26-35,Married,Buddhist,No,-23.616725734450096,-134.6530045968087,A,C,-3.4470299617063813,C,-4.487406664436375,24.4048964434366,-237.69865808538006,133.54236855285973,E,B,103.03166578403085,E,11.80827766532342,0
18-25,Widowed,Christian,No,27.859849749991604,-98.34306332045111,B,E,-66.2971992165321,E,125.46617637717536,-14.154423317489492,90.37418980457385,109.63842102093886,A,B,-13.167869335871806,A,66.13607874505759,0
51-65,Married,None,Yes,26.099978339069835,-118.87181495723034,C,C,7.658108118704056,B,154.83455529735576,-47.575090077611605,-82.88483464903891,146.0124776329953,B,E,12.563652165577812,D,-73.86082943625826,1
26-35,Widowed,Muslim,Physical,58.3325843125153,75.50729341452394,B,C,42.105138252243805,D,35.503818899181944,87.50196555394567,81.20765425303888,9.130378080233536,A,D,170.40543311855376,E,-108.21437909153946,0
18-25,Single,Muslim,No,67.34344324496118,-173.27271955228514,C,A,-50.859085887787984,C,-60.82692188481636,-36.03932609779197,-74.3897224728056,-119.33523637479932,B,D,-25.940020175038015,A,164.77432244452342,0
26-35,Married,Other,Yes,101.19441626119287,-229.87894683936756,B,A,-221.08325379842353,D,-20.594676547335823,79.20113742563808,124.34444183149256,34.725847546753805,E,D,36.16352448795993,C,-63.18609513989956,1
65+,Divorced,Jewish,Mental,65.38468681022167,-151.43107807505157,D,C,-17.0255389258878,D,144.75830873654547,14.119765424595727,147.47960618170563,-45.30260672960284,D,A,65.51451124469571,D,-11.901591180567378,0
51-65,Widowed,Muslim,Yes,-10.274750785887306,2.3289049475035033,D,E,-100.36919056673996,A,-138.59786294906158,162.96667081873503,-15.996482003515315,-47.71272487386338,D,A,-12.300804159115293,B,81.05148382459606,1
36-50,Widowed,Buddhist,Physical,-74.94067558637992,-130.39469876634087,B,D,-27.449243930164087,B,-205.6209516930247,31.13987717642508,-51.48364709139707,-80.27536855875579,B,B,-13.921988246127185,E,158.4794246009099,1
51-65,Single,Christian,Physical,42.339357209399054,-132.64014497960255,E,A,-133.31081761436926,A,-42.43378385128059,30.473385959860916,237.01664761685072,-59.821689169035466,E,B,-53.79507014531332,E,-166.44422441659714,1
51-65,Single,Christian,No,6.557523445439228,107.65750855416823,B,D,55.11860587085716,D,94.72281725858846,56.524521691638085,111.81473373353677,17.301289748086916,E,B,3.4386078614212634,D,22.75605174810377,0
26-35,Married,Muslim,Mental,-0.29240615101731937,75.27176432546935,C,A,39.831318243857076,D,75.83726622235612,-77.36263292843715,-139.39188272021303,-197.77637055465803,B,A,35.974790353942595,C,-119.22104151509794,1
36-50,Married,None,Mental,32.091243694492746,28.646436346335385,B,D,85.65662831641804,D,-98.01472987935185,7.306534159481876,90.86908304562056,17.505646522684067,E,A,-158.36230039626986,C,191.42669004646865,1
18-25,Widowed,None,No,-85.4414473008037,105.56243079283021,A,E,-54.43996392537544,D,-103.0161326182321,-167.6273954965642,42.01318264213367,202.56110654500756,C,D,-64.76789750292943,D,-4.232217013154281,1
51-65,Divorced,Christian,None,-14.09815506988873,-171.37540424022825,A,E,46.74087120944649,B,-162.23116614488785,-50.3657566783536,-237.75251204357727,29.28918457734478,E,E,-23.256376753181517,D,172.47416823750885,1
26-35,Divorced,Muslim,Yes,44.76919038164573,2.843326291337403,C,E,-312.63235114677286,C,-19.724383501409754,-208.33286152297958,1.8056731136205484,9.919537705568352,A,D,87.69201089525096,C,46.49678869689362,1
65+,Divorced,Hindu,Physical,-54.27315011748093,29.153436508008586,B,E,-144.3486282123572,D,33.30056608165499,-198.81973516165164,23.18182522081649,-126.85740645746033,C,B,8.792705788183532,D,205.70144451247972,0
26-35,Widowed,Muslim,Yes,92.77238875830807,17.973204377765715,E,B,44.57739349395366,D,260.20360673916286,92.72816267279322,128.0419253366765,-81.15898339594406,D,E,-20.2660684217647,A,124.22791411850017,0
51-65,Widowed,None,None,71.12170696031863,-89.15190197620348,E,E,219.39910354409457,A,-121.90451516688967,128.98802981917564,43.26383116767426,203.9433060164169,C,D,-135.87638775169066,D,97.21544042202308,0
36-50,Divorced,Muslim,None,14.758561497947928,49.27299415198627,C,B,-83.65538536133272,B,-9.626511486181155,106.1976296202485,-103.9056279801992,-190.5138981338141,D,A,42.4003761710986,C,75.2998750911221,0
18-25,Divorced,None,No,47.63078586154921,90.59660440985787,D,E,-12.259853758150575,B,-167.9944739054944,-74.57665797782053,-138.9862481429668,3.3509571149489408,A,C,229.7204443011202,E,-49.72833389597407,0
65+,Divorced,Buddhist,Yes,-2.8174134952019987,-154.3949039766567,D,A,-54.80196561930977,D,-269.95627362502546,-3.0084704836763105,-171.213699425248,159.7416494771933,B,C,-29.041613029576702,C,1.3963667772189643,1
51-65,Single,Christian,Both,135.7320442224372,43.574111009571006,D,C,147.80316565342767,E,44.64503466914312,111.62174208284239,-149.50533172435706,42.62542433703666,C,D,-56.18733817790071,C,82.36344543546296,0
51-65,Single,Muslim,Physical,39.3160002224279,-12.028200710827129,C,B,78.52641361309229,B,175.10198350701978,99.6841113098697,-80.61185762441268,-130.7330384455538,D,A,-15.44099679621678,A,-55.76645621924936,1
65+,Widowed,Other,Mental,-6.176928726984871,18.66798169331909,D,E,-211.00705303885005,B,-69.06794652438248,80.25227217456258,-70.24437238709432,-66.78252616175844,E,E,195.0483157028146,A,164.22981642558273,0
26-35,Widowed,Buddhist,Physical,36.516762573736614,-77.0350971078681,D,E,63.79241773205765,A,-103.15238192733207,93.19380222765153,48.96696129603107,-24.621692698158892,B,A,-25.99456909028211,A,32.503183422295315,0
65+,Single,Christian,None,-115.97398090852768,-59.7426325765536,A,B,5.308146591331949,D,30.479529752494557,2.494234816793696,-74.88205074870473,-180.58161636681538,B,A,109.48017875197718,C,-64.24217980536366,0
51-65,Divorced,Christian,Physical,-51.866672110312386,39.53844058971042,D,E,-125.35109672154417,E,-46.82518965193474,160.97326580299944,16.433525635511394,-181.76803238430458,A,E,9.632872338600237,E,-79.56923821864359,1
65+,Divorced,Jewish,No,-130.25269740513755,75.61824393753574,A,B,-31.368331031331703,B,-25.513293775504682,10.404231936088186,-239.56429368706407,124.45852390104154,D,D,-24.8203461052768,C,-16.695733533955188,1
36-50,Single,None,Mental,-70.81194412241916,69.7746906990174,E,A,118.3228613823661,C,68.19345081816367,54.65969333043499,-135.47087193548097,-94.02396723192393,D,E,-58.007378702505065,C,-75.26147462315755,0
51-65,Widowed,Jewish,Mental,-86.31388563580863,141.6012282628165,D,B,108.43262403648414,A,251.2887216744031,-10.024711037610253,107.05183001564163,-30.895182839659537,A,E,-37.913202460176755,E,-103.69008894578842,1
26-35,Divorced,Buddhist,Yes,-63.736369982089535,-27.671951744479262,D,A,62.23173579471948,A,-41.41927505939907,45.78528847175083,-94.76795347446668,63.332270472008325,A,C,0.8211103101577029,A,51.06678632498386,1
65+,Divorced,None,Yes,27.67875671368772,-130.48756031151737,C,D,27.43626315042337,A,-33.406461048119795,120.45502762313983,11.477664739183298,-48.40742621152796,D,D,162.87392778635493,D,15.247569279016032,1
65+,Divorced,Buddhist,Physical,64.15475858620773,-100.10346736857522,A,C,19.510361391381917,C,-36.642666035021456,-119.62795178476686,-14.696800472431576,197.98610382698655,E,B,99.25118482699361,C,-50.43941380013685,1
65+,Divorced,None,Yes,2.7772309172651757,57.16333302470966,A,C,-65.74313077374937,A,40.43134664373102,-122.61946574047116,124.54501228825717,-53.25163857072085,C,B,-175.8051545607965,D,42.54531566211077,0
36-50,Widowed,Buddhist,None,90.2123108578638,39.787242044581625,E,B,-33.133093334141066,C,-4.335033283395146,39.065782004161456,-122.82273782053022,-94.93915874180401,A,D,144.34335499924103,A,69.42608639103976,1
18-25,Widowed,Jewish,Both,38.313633788093,-73.5093680054776,C,C,144.5836512024932,B,74.4208560664001,136.02445611732097,-111.60212540550604,94.5052228735853,B,A,60.64343480388224,D,-43.73834023480243,0
51-65,Widowed,Buddhist,Physical,28.6384726383447,35.69809408079656,D,A,89.07758737516744,A,109.99442585540453,89.44824415114961,-25.181079407213613,76.59201779212609,E,A,-182.90041596047067,E,88.8160533552693,1
26-35,Widowed,Christian,Yes,-5.843982099859557,65.17149005645376,C,E,-62.42344323384948,A,30.302695180199034,-9.33624243181342,32.092434916134486,65.97571789066758,C,C,50.79904602514749,E,49.00570676394078,1
51-65,Widowed,Other,Mental,30.768572731604205,24.876294400402823,D,C,-41.75468240036122,D,-78.45302358849455,-27.856031817804894,10.272810367414897,-7.985231827805986,C,C,102.67137498639407,C,23.43032310404811,1
36-50,Single,Jewish,Physical,5.36704201143657,1.5649228278645733,D,C,-33.43734002899871,D,-130.2704828144388,18.59450944076823,98.91769134447321,-152.66287942803868,C,E,-20.49391650758373,D,-114.69839293960705,1
18-25,Married,Jewish,Physical,180.07697634986823,-94.19750545410169,B,A,-106.34099081876049,D,-31.4870891152069,-39.71168883346969,152.8636404645362,82.30308319081789,A,E,105.44193880617591,B,5.784535236057038,1
65+,Widowed,Buddhist,Physical,94.68380033162552,7.656518061278028,A,C,-25.995323362361965,C,61.634825269188035,-165.73404627180994,41.827023157559076,-46.14852038028712,B,A,-167.77757798522316,A,19.919197980505615,1
51-65,Single,Muslim,No,34.86709907248476,-47.49741574990401,C,B,59.75557461500301,D,6.04999351586703,-8.737915060313712,76.67063711676839,44.71977887953635,A,A,194.31650804606335,A,-104.6266804141332,0
65+,Divorced,Christian,Mental,0.6328635072455111,37.46292898938126,E,D,-25.36010728936307,B,25.602193242441118,70.77208757532286,100.08071734168114,121.82566168687528,E,C,-17.152147542609256,D,-125.26093914689365,0
18-25,Married,Jewish,Physical,-41.26043193774395,-177.66607181714227,D,A,-115.0077798033975,B,-88.23950552846384,-50.537492547178765,-83.2191582258874,-292.16862426362263,D,E,117.05391659313062,C,128.3808725015598,0
36-50,Divorced,Buddhist,Yes,-52.133329041453216,-171.838814422058,C,C,-79.02891007274471,A,-54.40431141314915,18.89962624771532,144.34889397352586,-13.249403389123668,A,C,113.09391997432105,B,80.4892743966907,0
65+,Single,Muslim,No,94.48337592718894,-214.67267351145205,E,B,27.336920835439372,D,-57.67036664789631,-7.89354346986661,-20.265683519053905,25.965362223866524,B,B,-57.619491577362446,A,-64.47535436262335,0
51-65,Widowed,Jewish,Mental,-146.463707570093,4.702147898447247,C,A,-165.1338663858809,E,103.30246092232345,-43.75154609780644,109.37828479339147,-71.77244839119082,A,B,77.25982162462628,D,-15.144771118627034,0
36-50,Widowed,Buddhist,Mental,118.6978787731223,-28.755527086785506,E,C,-83.16044210111274,D,-209.5183942070261,-1.1203438020763206,-64.88568403186483,-197.03513599091852,A,B,103.73029856815923,C,130.17676157669695,1
51-65,Married,Jewish,Yes,-48.47768966354471,-20.522455657642723,A,E,-52.03015908169578,D,4.57622682286825,238.30544924860658,-74.55059896938975,20.74332957360475,B,A,-41.998602451412765,B,26.02482334472565,1
18-25,Divorced,Hindu,Both,70.59625668609108,-71.63795231029513,E,D,-155.12708636899947,E,131.3941478676214,89.06289449234255,-90.29448679717919,47.97067855220074,D,B,-6.037907119487004,E,-72.89740314807605,0
65+,Widowed,Other,Physical,-51.54037024552177,-155.95879144317647,A,D,-32.41011686275994,B,-41.81273846301307,0.36981319227575765,71.63808053478922,229.6791847115909,E,D,13.804248912005304,A,-8.935070853181285,1
36-50,Married,Christian,None,-104.64834175798543,-39.54962647705779,B,E,-11.732235061617823,D,-31.245960180402747,-8.000876236335067,-67.7045180111062,90.0211453692812,B,B,-37.80982509957332,D,-29.553052909028615,0
51-65,Married,Other,No,254.15814941941278,203.13671460420585,E,D,-34.183660219890136,E,3.945125125806057,3.9207527308434167,47.09008860924153,-147.95616711719987,C,D,122.54120570563893,B,19.41653767508743,1
18-25,Married,None,Yes,93.52128345744032,-36.633941920691825,D,C,48.07860649938994,C,66.77875392166415,-19.201607672768816,64.90107746275162,162.8487673280915,E,C,22.32625984674654,D,51.12343383061874,0
18-25,Divorced,Jewish,None,-228.9673899365216,1.2368713306731112,C,B,-25.11924975381783,C,-8.920020976920956,166.3875021204393,-32.484975532955524,-61.25941994132966,D,C,167.34482822308223,B,-38.655396867379,0
51-65,Single,Jewish,No,-17.639338015864382,86.5482909702234,D,E,128.62960862407002,C,66.53167172411383,-10.140920567332884,-130.70129617000387,22.262755403846164,C,B,-115.04648557307588,D,-39.26781564539637,1
65+,Divorced,None,Both,163.5360002444975,3.7354877442321848,A,D,108.54452053057533,B,-84.15629687754047,15.379590918207576,-55.42240097476602,-110.23438600812182,B,D,9.877492566604577,D,-4.867463891368755,1
51-65,Divorced,Other,Physical,-165.0155229793899,134.99778464350638,B,E,-135.48615084375487,D,-256.1589350875704,-22.24957010593185,196.93127755542565,-95.96784768583501,E,E,-97.50519151835273,B,319.958327288195,0
