military,genero,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Veteran,M,Yes,-52.51263329733751,B,-126.82668575648547,A,17.039300780189635,D,-56.43413175038802,A,53.76764924076264,66.9195218013178,-82.7543492423014,A,43.30390175418224,D,67.15359339700782,-41.405758425209285,34.92497229392393,D,15.975931612286482,0
No,Non-binary,No,135.9431663976157,E,-214.92903360281903,E,-128.33800994205689,B,276.1061779277646,A,-80.94041473800655,-7.885681700977757,166.12411020365658,C,-4.7792137671696295,A,141.25278085260192,67.23267743015661,2.5657876831962705,E,79.87065592013192,1
No,Other,Both,44.05185956926847,C,45.78470658794927,C,152.57276411097175,C,-210.3549432034355,D,81.81266098582454,-82.46281837600495,60.46805352261521,B,-34.211605332459904,E,23.93469429967458,-124.99589326932232,122.89339762745432,E,231.89897015292073,1
Yes,Non-binary,Physical,53.20487436781567,B,-42.93433319475999,E,-89.265363183286,C,-99.44073375010032,C,236.65310531750345,10.255875486534487,-18.72329428128319,E,-14.209293016495883,C,141.0294001060113,-41.1140149285694,82.95422867389924,C,34.77797546786497,0
No,Male,Mental,-107.08277306073384,B,13.152547635372771,D,-136.53941364385253,E,153.21613013733963,A,-42.304952127110965,-24.682796611819853,-94.78822427172514,D,-70.92135186530246,B,81.1701052539849,-14.642478360049246,74.80531772723636,A,-44.772805308515856,1
Veteran,Male,No,49.87202318497967,C,-90.83119356416722,E,58.97540832281044,B,116.90816240642098,D,-103.22078702764377,121.70519054215544,-79.02581705634647,B,-101.49090213834819,B,-136.04059050007973,14.489377280530915,58.65077225444918,D,126.31481616550391,1
No,Other,No,6.864735657385134,B,-14.837061255441522,D,90.18998758558838,C,146.47001873958186,A,-136.94368218829072,99.90901287869329,24.92924337659736,C,-44.862591163433834,E,-6.48824933395997,-230.42395557453094,-56.612583787523704,C,-38.23436831636435,0
Veteran,Male,No,-91.77456313754297,E,59.81680300234395,D,27.310820247414707,B,64.83497471247352,A,-23.608149040555872,-4.907259054763424,208.88667936002582,B,-78.42506137880073,C,-78.15371740372957,30.33454627577255,13.487723020291867,E,-169.65429072389279,1
Yes,Other,Physical,-28.234832167232437,B,-85.35172488853331,B,-106.50715410002469,A,95.06378140678788,D,-181.5088457606203,-127.35103140500274,135.63042796537735,C,10.944658974713915,B,22.74982110153449,170.08788460446934,-148.18961500493648,A,-7.3078412797368655,1
Non-Veteran,M,Mental,56.87043978008677,E,42.75539768951527,E,258.8317797369056,D,-145.0497411787437,B,-167.4271482172129,-99.2982734225255,15.93697313340326,D,126.68206847084585,A,-83.86985917159876,133.67476292723802,6.615827513161871,B,76.10866083976767,0
Veteran,Male,Physical,-222.08999272491835,D,91.38486655849918,E,125.15365197567978,B,-152.97662818801518,C,-112.26601747027829,-101.08526381017529,11.471943386782762,A,8.927212659624765,E,-41.381856814259,20.104198090517023,40.23512664205231,D,-23.125390487846563,1
Veteran,F,Mental,30.855644832104172,E,45.595465096967615,C,-197.2155686175703,E,119.03254351753603,B,-33.7442552447993,-118.53502548424942,-152.51315541747474,B,251.0097141334934,C,-285.4637098970707,-1.0810681793185073,-57.49858053125709,D,0.5417992136645632,1
Veteran,Male,Mental,-83.36269794935764,C,-41.44283023544752,B,122.11544345681939,A,-30.604540699945492,D,201.00854383108165,151.12996144747146,84.52280098656438,D,12.204881719998637,D,-66.14428702231805,12.007585003586081,86.4169603184948,B,-167.29183253692057,1
Yes,Male,Yes,-11.682299825336596,E,130.91424265678174,D,-153.06435004519892,D,81.35892655248098,C,-89.58732352796216,-70.07283301712081,94.95822294415393,B,-129.73780035204877,C,-40.70175870532426,1.535140377572546,191.44801419014263,A,-116.71196508551512,1
Non-Veteran,Female,No,32.967816173597456,E,6.690513013434292,D,13.529292079806693,C,30.565130268264983,C,-138.59665260092729,-142.5741186264273,-17.025874162515077,C,-127.96612986573315,B,-103.4257654415734,77.46661543541747,69.63238727386431,A,195.062578336663,0
Veteran,Female,None,-15.455221668155769,E,11.093260550200846,C,-49.9962439243213,D,47.94266396063759,B,-46.67136465022245,-2.6570793070669194,12.370477536293134,E,103.0989003861811,D,72.55767521043687,-157.5126490455085,12.570183125084192,A,-72.6909842441264,1
Veteran,M,Yes,9.371977094720966,C,-110.3538249042352,D,-168.4872343138062,C,73.89387144640514,D,-21.505732735853293,-42.46939706557939,167.11221838612025,C,-72.38322342670116,C,24.059313987578584,-16.517425437343665,-85.92845753401475,A,-6.288324317270052,1
Non-Veteran,Non-binary,Both,74.22354590192136,E,132.9008838743335,A,-109.63507506008384,D,77.37876703273398,A,-74.96651799190566,73.2059474245817,10.054242739196557,A,-113.1900711557059,D,-136.06552071384473,-150.74853901689994,9.42652992813002,C,68.9376270204511,0
Yes,Male,Mental,19.836407684188703,B,-14.25727077116079,B,120.39438098928437,E,21.34790943756405,C,36.95941652130909,19.709823437948526,-48.61659886852693,C,-59.66239038658283,C,-144.61211726188822,53.67536041265913,15.101616524391506,B,-69.72451584993722,1
Yes,Other,Physical,57.76691144552042,B,11.81053220880926,C,-44.740285825060525,E,-17.5745725475552,C,113.45920393741548,179.78489083991371,-67.47491217290619,C,45.10846515123174,C,-39.8317215546405,-100.1321260811535,-95.69111517368677,E,116.24336387097685,0
No,Male,Both,78.07577796071118,C,74.80222590941139,B,16.096730710628705,B,20.469242368625178,B,160.4520026834065,-12.587520103736189,15.805888020581616,D,11.702371824983434,B,-90.74586062881575,-65.94050766201748,-146.07370106023617,B,15.336612432258228,1
Yes,Non-binary,No,2.6449200036089806,B,-20.810245221219443,D,132.72556246194966,D,-42.902397603782035,D,68.68228070041444,36.06503541354012,35.584473896207086,E,79.47679336862393,C,-1.9227645427367435,-90.13578380229902,16.490623314823903,D,101.82761771835418,0
Non-Veteran,F,None,-16.121037460469303,B,77.7228194702036,E,0.05663398728142483,B,-57.01098788701478,A,107.32660830431297,14.270453148777658,106.29827538722829,E,66.42446672756057,B,-49.67239986741807,-101.6114590546644,-14.734995061059122,E,0.6009255372206262,0
Veteran,Female,Mental,170.26407379547604,A,59.00488548733115,B,-122.93643801035621,D,-3.469164686826905,D,69.9703222560248,-51.10091065087595,-120.70508131987951,E,157.75026961081912,C,-47.40309769331196,-69.61015771216273,-217.27306670807755,E,-144.370438591512,1
No,Female,None,133.44579430917668,C,-129.32849562731045,D,94.57578751417887,A,-123.76109915865383,A,-69.84206870469211,61.33461353522546,43.968624412247216,D,8.06403135729833,B,45.04764601195624,32.299164406441136,66.02079950196368,E,60.56243712637786,1
Non-Veteran,Male,Yes,-46.90036038956878,D,-151.16538133065507,D,-75.04249109591939,C,40.20267152371056,C,34.44259146436508,-54.25187104263536,142.1314640209398,C,-27.056511742605327,D,56.09866009008056,-114.64850917927447,134.57321393785048,B,20.225803218745916,0
No,Female,None,-72.77290843027579,A,102.88814557707786,E,-209.16680707629513,E,40.79867538566104,A,-19.126567321112855,-96.8032372084567,-18.836470543677642,D,62.36916737470679,D,-121.44140011614736,-13.800571590661828,6.746916145068179,D,-216.37543442877453,0
Veteran,Other,Both,35.85480241449282,D,23.66440867792088,B,-163.55533733715632,D,-92.11087815828517,E,-51.95588521645871,-140.8837834243095,-70.26343058199208,A,-124.18773926367265,C,-53.42923175344999,-63.10114888865244,88.24358111470745,D,53.70328159095064,0
Yes,M,Physical,5.037032187430204,D,146.2518019186959,D,223.23194513011236,E,-35.53872633637113,D,-128.48414348534595,-42.542703918874636,-36.74530154754046,C,12.943726210777262,B,207.45504523958988,-61.43893972893954,17.650222738244963,E,-56.707349224921856,1
Non-Veteran,Other,No,15.734795599666704,E,-153.55050618412318,E,-3.909783245466494,A,-66.60255647389644,D,-53.868818937903114,-184.70644659853826,-41.9276465702778,C,-160.989871397759,E,-47.3282370666577,25.743435921887492,112.2347658811648,C,76.35314588855191,0
Yes,Other,None,-21.372419854960054,B,50.421595424226076,A,21.13331923360539,D,-188.4800005290187,A,137.21000516057725,-57.66741790794073,27.424725227802206,C,-119.34587251181445,C,-298.69265006769126,146.61799081459966,176.1144427612572,B,35.52107254429902,0
Veteran,Female,Yes,28.613012530465376,D,-96.07387461697286,D,5.345153406620684,E,-200.33209556230963,D,-128.46037090356384,-50.82249918844401,-16.069345939916538,B,32.45569155588571,E,-114.53583056824148,114.51427601196507,155.74568914103287,D,-43.307912498060766,0
Non-Veteran,Non-binary,Physical,49.4291325355276,B,9.778682943781007,D,-110.0074613606492,E,65.10898924498636,D,221.64049833402828,-132.54474960814568,211.1066423183362,B,-61.52398028734953,D,-73.45066553286816,-121.60108205086169,206.79768153664807,A,31.732679070320764,1
Veteran,Other,Both,53.74733458413803,D,-66.2652890475741,B,73.70700771800261,A,-193.07742749788648,B,-99.40062327702451,52.401690844861626,10.474302653803996,C,12.206816124690508,B,-26.65746077466693,-50.32533778462748,53.44712509125007,E,32.26617096834756,1
Yes,Non-binary,Physical,-26.460234139139104,B,-6.133693752878931,A,1.6882332598413292,C,-177.49153374904583,B,82.81104148750846,159.35755057238666,-86.7849516781004,C,-84.29033539001458,D,107.24121640689437,230.08998251055712,1.5234911556233484,B,-71.36388348820165,1
No,Male,Both,143.4761812282823,A,30.327108932337914,A,4.263640402106026,E,43.13966920838938,A,88.12369204468973,253.63184099096418,10.060510690387945,B,-7.796088765813034,D,187.14314396516852,84.57697598710102,13.16798625317546,E,18.831186054895554,0
Yes,Female,Physical,-122.25082070914502,E,41.10638190555207,C,-60.385585876541455,D,6.902591208066084,D,91.97927568665504,-50.55196655149212,96.95961054603337,A,108.9953401766418,B,-79.55201843486437,-34.21508126004802,113.68786880464769,E,-42.609420165252885,1
Non-Veteran,Female,Mental,-7.640495809662541,D,84.33902144444224,B,219.24233488647315,E,-104.74310714331094,B,-6.0314638488934955,-177.47673853274262,129.5159319613845,B,14.366832613281872,A,172.25928318294527,-104.78970586662379,-91.37930120886159,D,-68.71135284633934,0
No,Male,None,253.13383038821775,B,-48.59907721893922,A,-52.54567612781561,C,51.72330766494709,B,107.47179024180929,-159.29493468781385,148.6312242331426,B,-67.60198134811608,D,98.58082707814712,-82.3416548615016,-101.5406577900081,C,64.3828459820234,1
Veteran,F,No,93.0647276156095,B,100.22355867377715,B,16.27601564301019,E,-34.01455052180892,A,-2.168281868862015,129.15493465414647,-117.80760709230552,A,95.25102145321068,B,174.90754560202612,118.49544558837135,72.14632857055304,A,-116.85661405338192,1
No,M,No,-61.003139797291354,C,27.963230630054586,A,37.534187915527625,C,38.23358679960912,A,-33.74872108140213,44.159559767217175,-45.69473489008523,B,89.05819286699405,D,-78.95067613441907,139.79833551823535,64.80572763383282,A,-14.553895272953016,1
Veteran,Other,No,-38.69004026512271,B,106.87916356888638,D,77.90778771273857,C,138.3497101447056,C,33.210898824675475,117.83758497251083,114.50912377831428,C,117.52517881868903,A,-29.216488930583274,1.2123416333796957,-46.85443577019131,B,28.036832575473923,1
Yes,Female,Yes,69.14231247802132,E,120.87145362872937,A,-74.19981589881097,E,63.688407179838705,B,-45.44619359254733,-73.21821751787763,108.65893838692257,A,-44.515257705396714,D,13.528006739257176,7.424966408537285,-173.7987395363261,B,-209.35357389690256,1
No,Other,Mental,199.2933177416249,D,11.135798196859891,E,99.31210478971734,C,-199.65551749517908,E,-3.379533453549166,91.05742292134943,-139.13857553066183,A,210.34053650318793,A,-129.19875672007788,-78.66974590602717,-57.824067200475895,E,19.03378597215564,1
Veteran,Non-binary,Both,209.60005381591117,E,175.275292172787,C,-182.0258198574416,E,139.12607106045175,B,-42.700424451657824,138.86726467436355,119.04391222310528,D,13.654583896987699,C,-31.49266747731712,-138.7481357876154,-114.52002157173547,A,-42.4886337279324,0
Yes,M,Yes,105.42329887623218,B,-41.12559389170212,A,-16.41227174820125,E,79.42513303009409,E,85.78897733096149,88.81348613546646,2.9784465126672695,B,159.10848927000762,A,-88.48528762223754,71.74842688470153,-37.279534138880955,E,77.09733710212865,1
No,Non-binary,Mental,-19.446870815347296,B,-144.14296906783767,D,73.01811511761443,B,22.05314020166242,D,54.668015680740126,18.28558968289718,-13.858184783585251,B,-78.91917750161248,A,-26.603034530246056,-79.88303694275717,-64.53967554348438,E,136.50421011911908,1
No,F,Mental,-0.2038140362049765,A,-181.02096443145132,D,79.93101386901664,C,-118.00697135160117,E,-33.21456146908197,71.34000466288299,85.49739581131234,E,-97.71925905984564,A,88.21819527967641,61.16104979339342,70.45231641271911,C,-47.753132972092196,0
Veteran,Non-binary,Physical,69.88937410699016,E,137.22627766496996,E,-16.982907134499158,A,27.460005686975286,D,30.379959402586458,1.8604265106062106,-264.7926050054772,A,141.93589623440596,C,90.57118703553857,-42.515925704235116,-27.071407730652176,B,-37.4908072951112,1
Yes,Male,No,-17.521459106271365,E,-51.48033305139917,C,23.954538015740717,C,5.148294319806037,A,-13.828618510178348,-54.2982702882824,191.21596638792988,E,-4.369207277247076,B,33.941905825141774,-29.184252827841895,17.926650183988247,E,-146.64357684928257,0
Veteran,Other,Both,176.2360390166464,E,-47.899322334913066,D,28.759911859651993,E,-61.88290038339692,E,128.1447171335122,-13.048349554997607,131.7518337539678,D,32.09522061110191,E,35.16512257872419,37.50040149797467,16.053986447976406,D,119.62385942152842,0
No,Male,None,5.703461857761996,B,72.96016964625007,B,-72.76152211019799,A,-7.588083150752986,C,-47.67601447559272,68.15003524586623,-81.486419231794,B,193.04732427690666,D,26.659740723286006,45.00942732430385,-41.964377357011635,E,-162.58786190394846,1
Yes,F,None,-100.03328743430995,D,-174.86989545101665,A,29.131946255559406,A,51.25065689584585,A,-160.46420356550027,115.06897968127075,-22.07691948125581,B,-4.866176027030435,B,126.85211550746651,16.19374071536482,38.12380917289085,E,179.57661757481333,0
Yes,Non-binary,Both,79.51255330546036,C,106.4002992254808,D,-123.63710791931783,C,-107.0502179687778,C,-3.66943393166222,-95.19235425396703,-109.19050825941324,B,-33.18579740042245,A,60.957406904606735,-145.55279423926692,54.60000815677607,B,20.35563491988243,1
Non-Veteran,M,None,-26.689203186808758,C,59.14075649948229,B,66.91671956704764,E,192.40749540361165,D,65.51473239641706,74.69748841340456,25.246315833833826,B,-3.9997559950568764,E,93.66860759282754,-160.43043623360532,6.647376498220272,E,-152.48519740610917,1
Non-Veteran,Other,Both,-82.69338452145728,E,0.11225869797547455,E,-28.773781685641143,C,34.90691242656801,B,-82.63237021248968,-22.262082173554166,216.04001363115222,E,95.81521817645121,D,151.91485694216448,-76.4430115726298,86.45075649818878,E,36.052172593265794,0
Veteran,Other,Mental,90.10059082739104,B,-67.121342466827,D,133.93957425189473,C,55.9049498261032,C,-22.050316819886387,20.823435535720183,56.76581784634814,B,35.182906578941555,E,75.51071199874758,86.83689488302944,-105.12607408767418,B,96.72467773538,1
Yes,M,None,136.8563599272154,A,-19.366537309921817,D,82.28934499743026,D,-137.4758639539148,D,-7.416503382638287,-241.7649214436075,12.07361114052128,E,-14.649945482339726,A,265.11569906926684,-66.78223067224489,95.15366347782327,E,106.02750613811243,1
Veteran,M,Both,-5.033616425333049,B,-33.937550401710766,C,-58.75879370863849,B,5.402316629261099,B,112.52088447966342,144.271158049142,-21.787451795418438,B,-197.16955776575438,D,49.486824807370155,-19.7015276977619,5.893416685001642,D,-114.04237416679686,1
Yes,Male,Yes,3.11606814987558,C,112.32984421440118,A,-21.58932096205575,E,-117.55044031477297,E,-116.3776386639022,13.265854441407443,135.8501513994665,A,-52.16701492581625,E,88.24128130061301,85.95228488488367,11.87315924970209,D,59.89756883817437,1
Non-Veteran,Male,No,96.35453400521558,E,38.611917131533836,B,-99.58530341848983,A,162.2773069507752,E,-80.50513607728733,-150.46787907114089,-20.320227056143057,B,69.58950886870882,B,74.267235095488,-47.895599559661456,47.32604808371732,E,44.15909490434408,0
Yes,F,Both,-15.483241516626842,C,-79.83356446487444,D,-119.4415854271438,D,37.92091004663457,D,74.8127297127791,93.2392576922059,104.11158580860041,C,25.310913575398185,C,-111.44638475849402,110.6145042536437,31.15215657173757,C,220.3242511203471,0
No,Other,Mental,104.80885812165546,E,-121.50618438609521,E,-20.50730727979612,D,156.8507807983935,E,90.18196500935603,97.37020166264504,151.497146568551,E,20.024593237208364,A,58.414687521368755,-34.413926706910296,-3.4912533454582055,E,3.4316055730442643,0
Yes,F,Both,-28.123408302345084,C,-101.69640115677927,E,-19.668930820266123,E,-133.2222764333989,E,27.56292208081493,7.041643378307086,-46.84772929521962,B,-169.70273667906872,D,-53.66329787701708,30.55600754838838,-17.52113421284484,C,77.36770903717247,1
Yes,Male,None,-84.42878197125414,A,6.742194228301152,D,-42.822606002640704,A,119.31611699399724,E,108.5919009925169,-148.01189185599827,44.154980032074135,B,8.763513741494046,A,-88.37476228599438,19.16700728165712,-32.8592187327315,A,91.63203190299896,1
Yes,Female,None,62.71217275606852,C,-82.58922498490122,E,39.3347081853655,A,33.13159550719296,C,-20.579280088497867,10.976494709412679,117.15206319034239,B,-193.0468281660459,B,196.1056219782367,-84.19969970233753,45.7115797500612,D,100.26607390942652,1
No,F,Yes,-39.33242574779969,A,0.12058382799302214,C,59.13077634703345,D,-58.14177714990629,E,11.207308296611377,51.128090971393384,193.5409632606238,E,167.90638605318546,C,-33.67529516326934,-269.25371712683796,-36.511107154464014,C,-40.19015157210035,1
Yes,Non-binary,Mental,-19.428698577329392,D,69.87521385333876,A,15.395850234019411,C,68.28307114250495,E,-50.097683759619294,-26.53196695400718,-114.58988746669246,D,83.73885139314852,D,-9.631417848664938,-76.21908983435141,76.91589462678581,E,33.393390757545255,0
Yes,Male,No,-13.897158807383258,C,134.84389159004843,D,20.768183059920396,E,-17.489861346169103,E,-209.96226427144268,-178.913725046533,-86.75540463823694,E,-196.52799746100538,E,-108.83391182399005,-75.90049600716561,124.76205349953062,E,-86.74119920357106,0
Yes,F,Physical,70.93359996686615,D,82.29788729769864,E,39.775432728110715,B,-61.562894731984265,E,147.6616766299712,79.05099774000031,48.6253990100981,B,-87.00271537185127,E,-126.83968736596356,-12.006361170509411,39.94968244336232,A,-6.812746711267205,1
No,Other,Yes,-63.4847393250882,A,-215.6629808274998,D,-10.582167428260783,B,-63.044820213866124,D,-53.26629643785618,-48.442456476020126,-73.66050713761014,D,14.29560411784275,B,228.79989369429433,-8.507958367875414,-72.95822857516681,D,-82.72731195776886,0
Veteran,Male,None,-58.95777207541406,D,-192.49682048426132,A,-19.650881608241885,C,-128.96660454283614,B,135.69009034270147,193.58239830677616,50.46784787151935,B,28.614399335100266,C,-87.39357407276766,-99.56244866799815,19.535815950425647,C,-8.053952634932951,1
No,M,Yes,79.05304959231353,E,-13.546473436577289,B,-167.22815186970155,A,-96.4427559714158,B,-29.86158574998072,-46.65321494027479,-131.30800253382776,E,66.38613052319401,A,-45.89357080514243,-104.57865708051386,54.21208812541304,D,-135.52739106514537,1
Veteran,Non-binary,None,-81.27596826026723,C,-67.53602421479529,E,18.68963855894555,D,54.31176330104856,D,-33.328335822962806,-24.672864542141866,-190.17581001951302,D,43.32841104896226,E,114.9331186821418,-27.419701612978226,3.0443913599776202,C,27.563744048758455,1
No,Male,Yes,48.48232052199362,D,112.36118335577596,C,38.27870728930007,C,-198.52584497714167,E,15.535985642977082,105.16496375471237,135.02821481523188,A,79.28362564371838,A,90.7484507983289,13.808237125869432,93.54306959123548,D,-59.40246823306197,1
Yes,Non-binary,Mental,-126.15890978900359,B,-49.52611155882006,D,58.953362263661155,C,-23.40543653049733,A,-9.51912874505611,-71.80715038447939,174.2195417233329,C,112.07211157641433,E,-141.94113797499304,-163.7121051529705,185.48427548308396,A,-89.71130968492521,1
Veteran,Male,Both,293.95034334353306,A,-64.8629521784688,E,49.612837058615625,E,-91.24754757117809,C,-126.16695750612166,73.03257140277859,11.519310030204945,A,-87.93922046169922,C,45.05292008220093,85.61354201147866,108.78257703071064,A,205.07880286687404,0
No,Non-binary,None,-11.164451325656929,E,138.44120218373536,D,-4.313235653066493,E,-139.17616392143754,D,-83.79887936029033,78.42516761478538,-148.27889187600067,E,-35.942942496735675,C,89.90833873566243,102.13830699829398,-140.56021650216383,E,48.9045264237741,1
No,M,Physical,-166.44871363297727,D,-160.31370268384018,D,119.23961120767382,E,-59.81764253582853,E,-31.178570270100277,23.114708339230795,63.238771849551725,A,-38.245852496305446,E,-65.27274191508621,83.89368797875812,67.4047852632971,D,-61.357186445401965,1
No,Male,None,-149.0529849546155,B,-200.36975113127795,B,-69.83484279491178,B,62.06896176846891,C,-117.00830686229331,261.6102108093082,-62.316880310962034,E,26.628159158392663,C,-34.57921212501153,-7.292910649937659,-88.69586740494077,E,20.237645674708048,0
Yes,Female,Yes,55.84888554976488,D,-195.00339542604848,E,11.066172970124558,A,149.55933213526677,D,-61.52222101931497,4.3335187415724805,133.7646859218163,E,26.91801544666759,B,-88.06362524418523,220.5780994266838,123.1230363776652,A,193.21073329413852,1
No,Other,Yes,-85.34636126455565,D,70.82802525447788,E,-35.807112436959734,E,42.22583041731121,E,43.63454448950826,1.3413032922667247,6.47304536520959,E,30.8346510048716,D,-30.772187554187912,142.1881506617133,31.792904550843932,D,-17.697895634647292,1
