faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Christian,83.39761959708747,-123.83739916859912,-9.30593164018252,A,-59.32693262385992,A,A,113.91035641627684,A,D,A,-95.75988975237281,A,B,34.08715080731775,A,34.986929786270025,0
Hindu,132.03363275773023,9.853851372399202,78.44796643396597,B,-52.80050479070133,C,A,-145.1681210829465,B,C,D,77.37925937236983,C,E,-16.175214930805613,E,-28.213431073273483,0
Christian,6.6777404614378115,-36.77124068929752,51.26515479161034,D,30.940096582107103,B,D,-105.65511223469888,C,C,E,25.6486477775583,E,C,-0.07376674075964038,E,-119.88368232177433,0
Other,-59.998252422066415,-31.10707396670459,85.18670975794299,B,-244.43008417846758,E,B,134.86142319053073,B,D,C,30.56910851682605,C,B,-79.46929489802072,C,39.10460235070358,0
Jewish,-27.16572930561021,130.47852293739686,61.60955863500737,E,16.922776688125353,A,D,5.364548957389733,A,A,D,7.958640981382828,B,C,-133.26407360275365,E,-80.19856916089839,1
Hindu,-34.62867998219998,-87.45785838771079,-21.428190069135212,D,-214.60722267100385,C,D,164.52077272241334,C,A,E,105.24991837590551,E,A,-22.501440441524082,E,-84.83582934898298,0
Muslim,-54.28935144604268,50.928207948870494,-11.866191841034404,A,44.0870673113743,D,B,-82.5326677046721,A,A,E,-186.5411786724692,B,B,23.560889268895874,C,-77.48626888714438,0
Hindu,93.74351997870998,14.728988553925815,87.89618820724803,A,93.40614624815386,A,D,-89.11072924235448,A,C,E,23.82071443464678,A,D,-95.9882788349959,D,17.04537658924332,0
Jewish,-111.40437941970166,-53.705499291783575,-61.03470860708854,E,-93.9964839898104,D,C,128.15133840176475,C,D,D,-77.86981738072392,C,B,30.33933890238239,A,-9.807111003623145,1
Jewish,291.54087432335047,139.935243899962,102.92443612700328,E,-0.18884778233529062,E,C,-82.72822043470127,E,C,C,109.98167283342298,A,C,104.94985701608228,B,112.14339949376473,0
Hindu,-8.153797049348192,121.5835005221372,71.28510870360164,E,-117.23248966682476,E,B,-123.67680969740363,D,E,D,74.46556787069596,C,B,64.5068443732754,C,164.35382357760167,1
Buddhist,80.1161589605239,-109.97303196996296,130.94253944701396,E,-143.53587506830326,C,A,50.72190525549668,C,B,C,-21.767505655368392,B,C,-73.75312154778419,E,57.54365494798377,1
Buddhist,-53.838062552994046,74.7652627205346,-33.41415047431075,D,104.95922116051449,D,D,30.6027152565527,B,E,B,-114.93142933703677,C,B,37.41472808822171,D,55.924107273118054,1
Muslim,49.47414496142137,-44.4136817484845,140.04726543896066,E,-66.40637307168929,E,E,-65.33873269759826,D,E,A,147.3542505928519,D,D,-16.079338761674574,E,59.81030113085135,0
Muslim,53.68303602154603,97.32487308625885,79.04774555619926,B,-16.049554462948986,A,B,257.130894025787,B,E,A,22.754985519800545,B,C,10.75200016145805,D,-106.70376294240991,1
Other,-21.449998262386067,21.638875303396073,-55.86361963065326,D,146.55728602463265,C,A,103.22189451234935,D,D,E,67.33337562041069,B,D,-44.84920663199329,B,-25.7975297265259,0
Other,135.5959552021234,217.80672410537437,17.127275962730145,D,7.690770808653369,D,B,135.7396673948312,D,A,E,-26.764037581601357,D,C,-99.02017900963133,A,8.145966757153253,0
Other,60.29484244049203,-101.98772533660632,38.20816807682647,C,10.911001201693683,D,E,-127.99415625881747,D,D,B,131.69471215154385,A,E,-10.770516910059554,B,-175.19335517506477,1
Christian,38.869829309017085,57.30345764960541,-46.59710776415236,B,67.84260345854544,E,A,116.15056855418015,B,A,D,65.012122430527,D,A,-239.23501475716424,C,161.82277989470384,1
Jewish,130.586629007199,-91.01016069677065,-69.55891636262254,C,-73.90226296242639,A,C,-60.4921593328364,A,D,E,57.78113717083562,B,B,-58.37283768031036,C,24.94745787895868,1
None,33.13050734457134,-29.58906938265569,143.56179258023414,B,115.97023675221332,C,A,-97.51963902028305,E,A,A,-71.10039003705246,B,A,-50.09543218445126,B,39.696850331900855,0
Muslim,178.92104674696128,-148.7080778583112,108.73705247651348,E,-155.2749947041026,D,E,183.27422419573557,A,D,D,-90.60318221466844,E,C,12.504799758910442,D,-45.3026884128377,0
Muslim,52.08913287829253,-160.61055107901504,-38.546664742530496,B,34.2110472817215,E,E,-59.97539011118006,C,E,C,21.209016219870602,D,C,-168.8712602794883,D,-84.94942713205818,0
Christian,-81.5114007668001,5.913515793214829,11.44786627126712,D,-125.20572220700569,D,C,6.242072338691257,B,B,D,-105.26653491840821,C,D,34.761495935202205,C,-21.91572625799136,1
Christian,57.941181536241885,39.215503071178865,-173.06043686734438,E,46.47478648587277,E,D,-65.90379775998152,E,E,B,-18.126603919642907,A,A,16.943523779428656,C,-245.81024813054162,1
Christian,-98.3808683158714,8.002929062989422,-17.47134874802061,E,-17.151078876600597,A,C,-97.09121484174915,B,A,A,-27.76334940778904,C,D,-105.57241214796585,D,47.80279838676994,1
Jewish,18.32301549483579,-62.914758349067334,-178.21045048927274,A,40.969985942343946,D,D,44.60291896721379,C,B,C,-117.40623310142749,E,A,58.152193562476576,B,86.86315774061617,1
Jewish,-295.9824154650925,-56.83264992481523,-56.848918389247935,A,-8.756824666672452,D,C,68.56329815237784,D,E,A,-5.22358783881474,D,B,-22.372657029055436,A,22.027955396441538,0
None,32.68633222107694,136.8184055197942,-123.65974269084661,D,-145.2651090018741,C,A,-37.46568397758263,C,A,D,-106.48935179609143,B,D,-74.57214686404596,D,-159.26961484050108,1
Jewish,59.52208193459035,50.44094880464613,77.88942691112051,B,-50.61136982758614,C,B,-46.30050618489097,D,B,B,19.368166803426483,A,E,-61.036079878801466,A,40.30289917134981,1
Other,-91.85274075911654,-125.45716483602034,42.87419810360035,C,111.61399994101097,A,C,-28.699946648162765,B,E,B,-126.53128039363368,A,E,159.47735512025523,A,-68.14835134238565,0
None,57.96745111404641,-41.149406277158086,244.8899016180748,E,-83.11819871787229,C,D,131.81191915877662,D,A,D,-80.23737626634471,B,E,50.97625452789734,C,37.87567123763493,0
Other,-200.65846120527434,2.946182888829068,239.31032450981382,A,130.30398038817015,B,E,28.396407595606572,C,D,A,-76.81818082983163,C,E,-9.315077387115858,E,-121.42265066222986,0
Jewish,157.5248200434308,-74.79030369407629,29.942751828237995,C,100.63800062391456,D,E,128.6228355451604,B,B,C,113.40880340618615,E,A,-18.110608346418886,B,120.5288191864992,1
Hindu,29.943522818108313,-76.08240911715146,-44.98880303199722,C,0.6586568542496092,B,E,-94.68897269607022,C,C,C,50.2881077838908,A,E,10.341077410743955,E,-3.248584061448634,0
Buddhist,-112.28683805465627,-128.75777945096564,59.96725007071323,C,-47.457609145173876,C,B,13.348292961338897,C,C,D,72.87380382393803,D,D,88.43087362488319,C,-6.070088052027937,0
None,66.92609767551572,9.276552300162054,145.01184035726698,A,-56.81329043690584,D,A,-107.04913534904941,A,D,B,-15.929033091894599,C,D,32.692038401595774,A,92.16456833230971,1
Other,-67.72826105493061,94.85947074246411,-10.188291705977873,D,-75.86882827667431,B,D,-12.728486967640098,B,B,E,-44.910510485933756,D,C,-89.92695559416823,B,13.631366575159992,0
Jewish,-18.991540517489952,59.78381456664378,-117.38462795819125,D,-60.954421436132044,E,C,86.15313432583176,A,C,A,57.434986914360955,A,C,-17.88402651752974,B,75.05240040762631,1
Other,-102.52787350279948,-146.83429968969116,-42.214748233048695,C,30.063604388842,A,E,24.86779472124853,D,C,D,-7.766897923667811,E,C,14.178384255463842,D,111.03970514480979,1
Other,26.488557823937242,15.42169537189432,-58.81007772215171,D,46.24020871867076,C,B,70.40031517436701,E,E,C,29.749025999241308,A,B,-3.129087262688407,D,-116.04894983296322,0
None,-71.56187469022358,-97.63038109516681,-187.79663764961956,A,-63.19977005142411,C,D,103.92575713313126,E,A,B,-20.390878826962087,A,E,-69.76278223924048,B,40.00618614397706,0
Jewish,-4.672552184326082,18.597289058164115,-17.08057490364587,B,-83.1290577199692,B,C,94.06605939564308,A,C,C,-38.95619127701465,D,A,111.02870383841794,B,-8.977386155286151,1
Buddhist,147.71065442723983,183.73107155864116,173.51798447387114,D,-10.819498980612074,A,D,-19.01454374259989,C,A,B,40.76152665145281,C,A,-37.158205398311935,C,-10.46266927766981,1
Jewish,-34.9859937032801,-12.168466281725433,72.80097764540366,C,177.73229980802017,A,C,21.134838735391167,B,A,D,72.58210392422087,A,B,-168.1091561467419,A,-307.9218076637654,1
Buddhist,7.6922013625661645,81.5120670760622,32.31055324970777,B,-0.9287273909662741,C,E,175.10288619602215,A,B,B,-9.056720665059359,B,B,10.440276478744357,A,170.4163755519436,1
Hindu,-69.4216649735387,202.12009101135178,-197.4863417456739,A,164.29816432686488,E,C,188.39592689769938,D,A,A,-118.66352635573027,E,B,-92.2510287509273,B,-20.588437793212268,1
Buddhist,-152.49463408865256,-87.92672001297994,108.03655965308761,C,-120.8828475448261,E,C,-62.851155831726025,C,E,B,-98.65385099822736,D,C,-152.53832164470796,E,-0.5973273018366471,1
Jewish,4.534303303783107,-5.156657631178949,136.08025706807067,B,42.2385619329471,C,A,10.478766473772302,D,C,A,-14.005290762548528,A,A,-58.71102683600272,A,44.9251126311655,1
None,60.25162312973972,-100.57876036781647,85.66919527833333,C,-84.3607442352423,D,C,78.20449433898389,A,B,E,-4.746974311412389,C,B,-106.12290142333805,D,-21.31143520517299,1
None,30.040714111119097,106.26534616701055,55.41285768302326,D,-211.3487440437432,D,A,138.42670346748727,E,D,D,-146.23607392380785,B,A,19.023735056950315,D,170.43958049144578,0
None,-0.5640003942053072,45.410661173572265,-46.94457839202427,D,53.732839347810405,E,B,37.09668439282518,D,B,D,19.97432616036419,B,D,-73.12508137981838,E,85.78949685728288,1
Other,37.30702744897892,-142.2968532809079,117.00169213074503,D,119.4459957193072,E,C,-28.79007307613119,C,C,C,-90.85048021339104,B,C,131.21701165671374,E,48.88981575340209,0
Other,51.98587096560387,19.726499030715345,-60.77522020278254,C,-72.36266493041184,C,A,-109.6427501387423,D,D,C,-113.47605099421246,B,D,-32.928883880704504,E,92.54429559324804,1
Christian,-15.089637756231717,40.179401287974564,112.22330183574023,B,-43.69031415274021,A,A,-34.69483939925673,D,D,A,103.0281964627445,A,C,-5.844691789891042,B,-6.273887532356211,0
Other,-36.13873028857717,-89.31132072279928,223.68376283519157,B,-163.96548767770722,B,C,-106.01412954116611,D,B,E,74.38502450163183,D,C,-19.638358713836023,D,7.359250313639221,0
Muslim,-48.917696391043705,-107.10021742459783,131.52431482383554,B,-56.67275077345379,E,D,-34.461305439245486,B,C,B,209.84820991086826,A,A,33.599733183795855,D,-172.46744801749426,0
Other,36.04230153675474,56.35656138701959,192.65972453931056,E,47.71125644701328,C,A,73.4322754799848,C,E,D,-71.18667176932205,D,C,-89.77439582280165,E,166.40677876540047,0
Hindu,30.407397318661207,-68.2380049541251,-89.1859795795302,E,117.32883596148629,C,D,87.63792612218663,E,B,C,-141.89807782053077,A,B,233.1891155112788,C,-192.7389108320565,1
Other,-130.5214235163712,26.41480387697408,53.86307439519646,D,-76.17566991517951,D,B,-39.50217746295527,E,B,E,-103.28965183959538,C,A,-167.82453998541976,A,-12.585048127869753,1
Muslim,-84.22368302625985,-38.96451165287904,-142.46773307638898,C,23.827286137426235,C,A,-0.3695646771048161,E,A,D,-67.13027081643772,D,A,-128.29272539328778,C,101.30690354090044,0
Hindu,21.1742850251992,-78.1629517627862,112.52849902883035,A,160.25323928940077,A,E,-22.53139652087348,D,A,B,80.40378198754698,C,D,-161.3527592961099,E,53.62306251456995,1
Jewish,-223.7415485499282,102.85457266100377,-57.45724466904642,D,-47.03783246209847,E,C,-88.90908392328666,A,C,E,-140.25032950410295,E,B,186.46076745190416,B,18.58216172504251,0
Buddhist,-101.61517412618323,47.342381619572166,-65.45913176587266,E,-32.87010127695066,B,A,117.65939483536727,D,D,D,7.63063193429759,C,A,59.67601947167803,E,17.566960664607436,1
Muslim,145.36244508872645,-16.935905628558668,-161.09617734448628,C,81.4915194773616,D,D,-50.70529302223156,B,D,E,136.75483166135635,D,C,203.05475904775255,D,-154.71795830961875,0
Christian,-20.74952395325115,-36.62250025878286,45.90090198908725,D,-79.41860571474346,E,E,45.254129579362434,D,E,D,218.83242906083655,D,E,-32.91609401478157,E,-82.5984616492914,1
Other,-10.28306140648388,-30.942216712966758,-3.6735053501226087,E,-9.724360665239718,B,A,90.25745178474399,C,A,A,-12.913900392756734,D,E,91.99091709522769,A,119.14453341315372,0
Christian,44.810246200974376,-42.79943587414977,12.57479801119262,E,45.639681760286976,E,A,61.41475385966104,A,E,A,172.58578032219347,E,E,-80.0691411084758,B,33.24290995598908,1
Muslim,94.75344193121114,-9.3491085004448,15.381058685069068,C,-111.79774730088236,C,E,61.3171317096686,B,B,E,174.97042334494552,C,A,-6.205247422890726,C,103.08259149621193,1
Buddhist,-101.19259119176436,55.49407928432547,-93.37376185285547,E,30.707920808074213,A,D,13.902321555158553,E,E,E,-212.76243713161557,E,B,148.58325782328723,D,-88.45160361539936,0
Other,-222.37342714015918,95.18206138488283,124.36088803185095,C,-58.823355245096984,E,C,25.7246215062355,A,B,D,-110.99861937429843,B,E,48.378794076851,B,-131.6528598733385,0
Christian,15.679999130818146,8.590957531459775,-6.154989727785601,B,11.963107477069789,A,E,-77.92215106977845,A,C,A,-72.64817230036203,B,D,-1.5760184481856727,D,171.24709208183802,0
Other,-148.76336994219724,106.92027136080675,-14.549067510057215,A,-145.1914606764735,B,E,-212.64783133449012,E,D,C,10.938019007064636,E,D,112.13058349663095,B,-21.176310646429947,1
Buddhist,-98.48548627025023,22.490511545745317,61.91407686371808,D,180.27406988680679,B,C,19.82744663640986,E,D,D,-32.38117724089136,E,A,88.69731864523395,B,-158.25313034834963,0
Other,-32.51273807780499,144.52953058721508,-71.59304653344238,D,25.074556453722213,D,C,74.34303187958432,B,D,D,-160.51975413487222,E,D,26.692433767424884,A,65.06866264729793,0
Jewish,100.30131219646883,25.33601130771439,-46.73941627259141,D,113.22423160402084,E,C,-120.70372284891037,B,D,D,-23.162486897849718,E,D,37.360450183386845,E,46.15221068754673,1
Muslim,-92.77508384244109,28.245592344642446,109.00339409240327,C,-10.096876467934294,D,A,197.28832994786563,C,D,B,-184.13829114520752,E,D,108.99762476824317,D,84.11126136824835,1
None,58.33564387940925,-64.62977635957017,-140.90229039344143,E,19.083314928748194,B,A,-81.87704555532736,A,C,C,80.52386148636572,C,B,79.15534435551244,B,119.85028682380114,1
None,-69.04778549803542,-77.78652021950488,-62.31379789112381,D,-107.27480545382559,A,D,-5.8314823550051464,A,A,B,37.555004719312045,B,E,54.091067615392106,C,142.50092331405875,1
Other,-68.70397997086582,157.05107555398484,-35.307649548183235,C,37.637587756293414,A,B,28.91371110443827,C,D,D,-56.41996632017119,D,B,-39.06157648275901,B,72.20919003968204,0
None,21.854719718129736,195.76808079136424,106.84019331840886,B,-132.41923709618558,C,C,-116.98264647436838,C,E,C,38.81475205878496,A,A,-7.68012297194199,A,-142.27667595408434,1
Other,45.506798768709054,10.474093417910588,-154.46533923141615,C,71.82309363008304,A,B,41.59437305241632,D,B,C,-145.4115853281608,A,D,200.84561815641902,D,-92.98694182461556,0
Jewish,277.6432442051768,210.3205815032738,126.78318055468505,A,173.1544712903941,A,B,-68.49328173039619,A,E,C,-67.76788690550104,D,A,131.85489574602784,D,39.59813653577219,1
Muslim,260.11115736601926,2.7509221739092666,66.31187631245193,E,5.404548878582919,B,A,46.37010897939619,A,E,C,76.48555771971853,C,E,22.46428452548099,B,65.52044396046038,0
Muslim,13.88987738127998,89.76239950740167,-145.59776729410734,E,187.946087278559,D,C,56.31017103840229,D,B,E,-26.70130021530509,E,B,-251.10284849784304,C,-40.230680486608165,0
Christian,-4.0321574669704034,3.826274759408768,59.45209779738712,C,-98.46033788259408,A,A,-167.86238455680126,A,B,A,97.98162972221189,C,B,-46.39586153437603,B,62.344434305272756,1
Muslim,100.77634831425333,-67.53756444360155,252.85820888524162,A,-33.89346091246866,A,D,-106.26019037735735,A,A,C,-45.01603250363849,C,D,36.95088483401921,E,51.62379341159154,0
Other,-82.28368561630053,23.92895790289351,77.35310170162438,E,-98.19560940743705,E,C,-144.83576738324965,D,C,A,11.091257798336649,C,E,-24.399174186492193,E,18.840738848750206,0
Muslim,25.24105946710728,-192.58825593236799,-126.68347290768244,D,65.23743281082355,A,B,-34.12642138479426,A,B,C,-133.97030705992628,D,B,-30.881659884460515,B,166.19530562627824,0
Muslim,127.30038236234978,-167.41438985433692,-129.21288769601372,E,96.34241820729346,A,E,89.59048256510448,B,B,E,-80.53979466933392,E,C,53.506818560093535,A,108.80515554679731,0
Jewish,16.596981960635595,-141.94487699763857,309.8886514094049,B,-126.27520072779399,A,C,-127.06784302295313,D,B,D,-21.323242997316864,E,A,139.12561050881905,B,-11.227086388806232,1
Buddhist,-79.32286385344749,-7.958006268127177,-115.77292783322561,B,129.80738593551357,D,E,-40.08879751007829,B,D,A,-149.28486428586478,E,C,-62.61897618541883,A,48.02627946266764,1
Muslim,66.89609595517855,-135.5267603532568,-116.60698472265811,A,17.526778064034676,A,D,-17.538011563904018,E,D,A,26.906976521309534,C,C,-55.382941886117166,E,30.137315929961805,0
