Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
No,114.7088077905899,A,A,-32.34077378244448,B,-60.28247765422549,-32.742606490165024,48.314986521341645,0
No,118.57073639401806,E,C,-54.17695115824828,D,70.1331612688527,42.28649610372638,72.9332604985112,0
No,-25.162724152960575,C,A,0.4236316087926624,A,163.47685958276034,75.79087316976016,34.975033640592954,1
No,60.073897657472465,E,C,120.71515110263103,D,54.137702131867286,151.49839582219323,-47.82282841897754,0
Yes,-141.77564256882403,B,E,-0.8618782767797125,C,-1.9584970128485362,87.80237679203881,52.39808706829317,1
No,-24.852129819800027,C,A,-175.2046340274369,E,-103.29378680652349,-52.52177890968384,-94.47988729557707,1
Non-Veteran,-174.05178422941262,A,C,35.01667022915698,E,-5.477721158385686,107.65511214010053,-26.114615113712446,0
Yes,-53.10108795505275,C,D,15.516276418009564,D,92.17705247940539,-116.12034904394919,-117.89881677193614,1
Veteran,-18.52900093479622,D,C,258.5166575970348,C,113.78820519970243,-24.73058666210813,58.295126061147094,1
Yes,-102.09870514455346,E,B,35.12283165078281,B,-74.81490417688545,-42.90619907914439,-129.693383278441,0
Veteran,-77.6844427078549,E,E,61.537982019984206,D,192.16182706819706,16.88203444980401,-14.02776472402347,0
Yes,-49.621563102952344,E,B,93.71852632603613,B,-0.47654170112424243,38.491200138623746,11.919490511496868,1
No,-59.44696817595003,E,A,-41.66494246695463,E,-90.84979661747168,-77.10875241707872,-44.46502745600429,0
Non-Veteran,40.95058067727047,B,D,-115.91257197702105,B,-5.726550808160493,52.896283328476144,-67.92588394067484,1
No,-113.14245050299037,B,E,182.9181528685743,C,-4.910389220809388,-74.22840643775437,-69.68898991293625,1
Veteran,-180.6954309151203,D,C,140.40741181305768,D,-81.3748968145476,-113.64724628884564,-124.08480886370911,0
Non-Veteran,141.8777183350775,B,E,70.26873519738379,E,-11.687596263172303,149.8151188187658,-96.3887725165373,1
Non-Veteran,72.53551099514434,B,B,22.818954909502473,A,87.65110621230707,-176.3148570940336,17.427903079574172,0
No,55.8971281419987,A,B,61.138548129467154,C,-44.585929296993754,136.3898522781545,-122.09360329511615,0
Veteran,-118.67126377037542,C,E,-252.3489065407335,A,137.13462038490968,-56.03499861615264,-161.72616613775187,0
Yes,53.547088835181015,D,D,-44.54578752330309,B,65.74019357349009,72.13029594369668,86.28317996221365,1
Yes,-96.84292734359087,C,C,-52.95102359130367,B,-3.166502134504718,66.87580066841751,109.33708788217393,1
Yes,4.0805949135805095,E,E,64.20606656382789,A,97.31621042332162,-4.995857016537499,119.40097252920228,1
Veteran,24.456442231523642,B,E,-42.27603854957194,A,123.9654119548003,-28.73618854267686,-73.19714014954504,0
Veteran,-0.6705107778070789,D,D,-90.33299539224421,D,153.76090323052708,44.806728895473825,-40.69882868675278,1
Veteran,-229.4125602258243,A,B,89.45889480932327,A,-45.63070402112093,-261.0278073366057,-86.44742145724462,1
Yes,-14.22421472093099,C,A,-38.656234719863996,C,-40.690950575783084,-32.11993863706806,33.26553151089542,0
Yes,160.85546755779322,E,D,-124.86891810884346,C,-128.61294478313107,-199.96084336686732,22.255871858527616,1
No,52.26454940000039,B,C,121.92298482137853,B,4.048257084568948,71.71112321801199,-53.479586015491485,1
Non-Veteran,-17.452068444541002,D,A,75.92030755764745,B,10.296411181364089,-27.07627819384025,-138.46243611148554,1
Veteran,-9.219811212933035,D,D,-80.50664836222016,D,-47.73965627385075,-157.47093770725223,-4.298800996027073,1
Veteran,39.823651542586155,D,C,48.45865820839934,B,-24.387912659664032,-26.295256813350683,109.48478589010735,0
Yes,9.66347930164428,E,C,21.47428468308655,D,-1.1669301126972451,-228.93674075021528,17.465043957028232,0
Veteran,-90.87685801758725,E,E,-42.947283853003064,A,17.059407427839687,51.35666015882611,-85.17900328542015,1
Non-Veteran,39.24968493419879,B,B,-75.42345462204526,E,-3.221962142949923,-22.08609118715044,-132.3820083896202,1
Veteran,35.22511428692278,E,C,157.37257037158773,A,45.4673888197208,189.21668739016724,132.07686829028012,0
Yes,130.87609736624762,C,C,-44.53756725292813,D,-155.48623028350502,62.15864571950035,-88.37972411974168,0
Non-Veteran,-81.95516291827741,A,E,112.55566392665072,B,-83.02873795663028,70.1511216578961,-4.977873090800227,1
Veteran,32.535173083531035,D,A,6.34232229921768,D,119.13235548610399,-14.087282289371517,-152.1439345686472,1
Non-Veteran,-124.54763783264924,D,E,-165.86660682919438,E,-147.13900041321045,57.6410181777378,69.2130457674538,0
Yes,191.0917834490524,E,A,154.9664090676864,D,-42.83232748314737,62.16742844115268,7.119911001343142,1
Yes,-76.10542378200873,D,B,52.0660768013919,B,-78.21959786435845,-3.176835242489799,-33.78710797573128,0
Non-Veteran,-71.62967486158603,C,D,26.148099246256713,D,38.77913023102665,-117.46361997073038,-246.0888779876044,1
Veteran,43.132141526097975,D,B,-44.11476158280917,A,-69.32564964979484,-81.61720704904772,-45.630723946886285,0
No,-59.8627701187291,D,C,-111.55708539230041,A,94.9474860396004,-18.022041184056494,155.44554223523141,0
No,74.69458784681511,B,E,-218.88563242362173,C,-18.512388560945734,137.41200221501478,-224.38842150839457,1
No,-36.082317671606326,D,B,-135.77733068719385,D,-63.038986573483236,4.8814451561352685,83.84297970280133,1
Non-Veteran,88.16489338149447,C,A,76.38440364409404,C,14.422778141157139,59.25802945920121,-60.11949803133451,1
Yes,-180.18282717359537,C,C,24.05794761075388,E,91.1709790968662,-81.15785442251583,-60.4641625075756,0
Yes,-121.02347762909122,A,C,68.3974815545991,D,-200.13925776879367,-108.849529034141,-75.53576910305469,0
Veteran,28.565234264039507,E,B,-65.27437657369563,C,-117.84398283184316,-99.8429055054671,-202.0377075458651,0
Yes,-22.653983399540582,C,D,41.55727341273426,D,22.693110586140467,-48.512016623482545,-10.059530505611908,1
Veteran,-4.947408417292864,E,A,41.01635019793334,D,-83.16647703799588,52.645757774688725,-65.44419956438516,0
Non-Veteran,-123.67527909209579,C,B,76.46669439348696,D,-129.216537763303,63.985107570159805,131.64448598999869,0
Yes,-11.86809670750974,E,D,142.31788812619828,D,123.73524037446177,-169.74737641257477,59.41539060181055,0
Veteran,-74.16194814655391,C,D,69.33015082883117,C,93.34273876702936,-244.47563057674023,48.36314246874928,0
Non-Veteran,121.48286672752546,E,D,26.948056448651624,E,115.75397541140843,-11.420794865512633,-242.4724887101613,1
No,114.82440842149121,C,C,24.989294520182266,A,-90.54810043438899,21.991758664943088,54.73105369808805,1
Veteran,106.95406672377112,C,B,151.5183742616837,A,185.23191273162706,9.691847406707833,89.42933568505833,1
Yes,-132.18141917071688,D,E,-64.5446002681668,A,-42.316425058482835,50.53043384008343,47.06147736949685,1
No,133.23414545158923,E,D,183.5494419834616,B,16.064977914691394,64.43664369078571,-76.03783031306126,1
Veteran,-23.978496999744472,A,D,15.610933610379583,C,-48.77486979186404,4.086102429631542,4.425424226509716,1
Yes,-38.380623547332085,D,C,-177.9906950084603,D,33.149260393395345,151.64841890118768,93.41674917292433,0
Veteran,46.24151928622487,E,C,65.80484396082636,E,-185.84289167502612,-97.12166883651594,212.96481504737145,1
Yes,51.741606120963425,E,A,-0.2793259667633643,B,-109.26008320235428,-3.6064601540715517,-3.5614486017817018,0
Veteran,-52.092981134409534,D,A,-7.591642028938081,E,94.57386715541782,60.95534195606058,-115.69670050916916,0
Yes,9.881489012008947,E,C,-163.27391075281258,A,38.525888837417135,-125.14259838528541,-23.075334613862854,0
Veteran,45.168567231338244,D,A,45.37331150809484,A,-135.64702601416684,-15.334050242780023,245.80551368380847,1
Yes,-142.30095411523862,A,B,4.544018325945924,E,115.60554375774328,-188.23432589149368,51.215602273808614,1
No,-38.59316068002453,D,A,280.5775035133547,C,97.27064250214957,104.06563369279765,-0.06670898552536718,0
Veteran,123.82067202444647,D,A,40.349893168098816,B,54.703487384199136,-74.85751914057226,-84.59192320266894,0
Veteran,-150.0406398551416,A,D,-76.79016767538211,D,14.750446322409868,11.758093638018426,115.54790703118636,1
No,54.17567473009244,C,C,12.734287283705834,C,-16.08485339736022,-28.741579644787436,64.74447870782511,1
No,-18.173555199567293,C,C,14.169539587191995,E,37.07523235054328,141.94691875647237,-196.7448430434844,0
Non-Veteran,-27.742858259870395,A,A,-138.31129243866692,C,-2.35923357701399,4.570119909860204,106.64857904761023,0
Non-Veteran,26.198011947296283,D,A,108.38285907796379,C,-27.81625610978552,-79.98264103688172,-45.70182914362683,1
Yes,49.12784292100596,B,E,-18.637118849450143,E,-85.0036481769481,-85.45119395905701,-10.221406782757219,1
No,25.830099501673025,D,A,14.645846236609275,A,-19.270898240877628,-126.14423036992102,11.048041641132778,1
Veteran,-34.22871093685055,E,A,-65.51194806048771,A,68.34460483110892,-173.99164333304995,-22.27017638003438,1
Veteran,-66.7223203929776,A,E,-142.61840307314205,D,190.5834806731175,-8.347166273453558,-94.21411218446505,0
Yes,118.86024510656645,D,C,-20.550152625021017,C,50.907999133747865,-68.40756951556892,-1.8234229389252097,0
Veteran,-85.73182594753665,D,B,-130.5118243270555,E,-253.7207452806756,-10.043267945557744,-57.9977103254136,1
Non-Veteran,31.780395380038335,E,E,-68.6149395059091,D,65.4797475195301,-28.87356144440344,-64.26042733320119,0
Non-Veteran,23.19024598400647,B,A,16.892706269923014,D,169.56086917036717,-135.72022340965768,122.98484481191838,0
Veteran,-87.50329793767564,C,A,50.56924454222307,E,-91.3633904993354,109.9847793745703,-148.21729197300687,1
Veteran,-10.687305591828776,E,D,-1.113127843619849,B,52.942376805224164,86.77202613794515,192.87192058912922,0
No,-132.10568243632088,C,D,-90.00658049509687,E,-25.19151451335695,-56.36381764856697,59.441075681947396,1
Veteran,-1.0735737787928261,B,A,-27.475985354565662,B,-210.02890217473333,105.30296570230337,-65.5393932836774,1
Veteran,126.10964839559591,D,E,-6.4751412147343,C,-9.995658699608382,-13.800239433367468,98.78904448889904,1
No,46.506498201527556,A,A,-52.56562901555839,B,-55.958232607875516,86.24006784229812,37.51107986870777,0
Non-Veteran,-52.888300052071656,C,E,-49.79339844833642,A,-181.0615397832327,-52.19281335880495,92.49687980919128,1
No,-21.408708318296092,A,B,-122.91154748641762,D,111.67194874867334,-4.405474020203061,-30.62602085868934,0
Yes,96.2897402183173,B,D,-156.588329020295,D,-26.274906250798587,150.75458159103866,20.90218972872062,1
Yes,24.072364577094817,B,D,237.46299354144438,E,21.350322039979858,-27.096658511739186,-49.29295909367055,1
Yes,34.876267473944786,D,B,-187.70319346064358,E,-47.09288466116297,-198.00120956805503,-27.19249711263923,1
No,84.01119109945647,B,A,-41.75644813143777,A,-54.446888005207484,98.26588337894788,141.86642445418232,1
Non-Veteran,39.686542997706276,C,A,14.011113323330502,A,-83.62078783107876,-82.92135091393766,-74.94750731350184,0
Veteran,-1.9343934402885055,A,D,-126.53659806964461,B,138.77651982449757,-83.41105879790852,69.37596458180226,1
Yes,-93.14123266517078,C,E,21.04762042454554,D,-188.55509014397316,-82.39409409233154,-81.15340733815069,1
Non-Veteran,-28.788419851214698,B,C,70.52880083474669,E,180.63349435627933,-35.10322298853658,-65.98590677357336,1
No,-182.03545267035145,D,D,-57.22041194124273,A,150.51396929280293,47.42176818884373,40.04320698120282,0
Yes,-128.65127491594396,D,A,74.55297664005012,E,15.779843660874365,-51.53623292288603,-123.33408565666488,1
Yes,-67.68216803441686,D,D,-216.49638668750626,E,60.472415949766464,157.5057342827538,50.137773074029354,1
Non-Veteran,-70.71057271376841,B,E,-76.77199969567093,D,-4.430721300214435,75.70460449449573,79.07279470067574,0
Veteran,-43.27019157666571,D,B,-81.17707398396699,A,-98.19781301180589,123.29125621253974,105.88180160874225,0
Non-Veteran,-45.2917341356341,A,C,43.16486421788896,D,-43.04769002152788,44.703828577212036,96.2840931035701,0
Yes,-9.064273590668995,B,C,67.55436592110284,B,33.58691592795145,87.19030347882611,-13.163298409604627,0
Non-Veteran,130.62834833847265,B,C,15.439691439716718,B,-75.81440607791535,37.36127444816046,-62.110451496173425,0
No,12.532813006787046,E,A,-82.53052914101752,E,69.61175618353367,-31.42035018042455,6.21654490244181,0
Non-Veteran,35.345230390631045,B,C,-76.38224627773916,A,30.842117901708203,-219.53130439025904,-42.47318839115008,0
Yes,78.65981675483755,C,D,160.5049489569912,E,-45.05955757205186,-136.15054420768993,40.62398287721912,1
Veteran,46.754766053711556,D,D,34.47487809705509,B,56.181032377574745,50.5788539295243,-28.516678792004026,0
Veteran,126.71258037647135,C,D,17.19852335882953,B,115.94155061477107,182.30858848607673,-71.13265525941802,0
Yes,83.93504836829592,A,B,-45.928540168911205,D,-53.5383535169421,96.8648117683153,-124.08613078770836,1
Non-Veteran,-1.567214414691976,A,C,-179.46996946313746,A,-96.13681321718724,70.68803002883264,29.1181600417861,0
Veteran,184.3166175882647,D,B,113.89866623516261,B,-98.15072235800402,-64.17172014154195,-34.545231722116334,1
Yes,3.284436044438996,B,E,-94.24022025357276,C,48.10905530073721,-42.87249102811182,89.47758855119866,1
Yes,69.65526314838648,A,E,-1.5163641523560558,B,16.711165473274527,136.92188776279272,-130.356993701871,1
Yes,-36.87809647995351,E,B,-8.267876929664073,C,-57.73688881052234,-9.544685222717042,-132.05847661892668,0
No,-0.2951284414539508,D,E,-112.1155002777278,B,83.23652735237424,128.10870485982082,-201.16022286948527,1
No,-182.07169324847615,E,E,-39.80257505461993,C,59.891444634105454,-140.0564847233934,60.133668221536794,1
Veteran,26.843122995289328,A,E,-31.764299828244898,D,-104.95421620888354,24.27892947581943,14.624740333798487,1
Non-Veteran,254.90156188402713,E,E,-92.51564141977273,A,128.61271337685,61.78543845608986,-27.191754899512183,0
Non-Veteran,-111.81586370924896,D,A,-45.10484988094704,E,31.48917000619938,-101.16816748896524,-100.8217262250696,1
No,73.12214494035942,B,A,-121.3535378019367,E,122.83395888392732,133.3126441584858,90.11090066923872,0
No,91.06937051240523,C,D,30.478979811020785,B,102.26383725093228,-118.683604946703,-24.405807760537037,0
Yes,-113.04262607641047,E,D,-111.76284113057693,D,126.28386576271973,-75.69695202640955,-23.696569063700977,1
Veteran,125.21011574083553,A,A,-46.729899409249185,C,132.87244799280603,-34.12648082757343,76.22502337338977,0
Veteran,162.77178635177998,C,B,103.64673644305115,C,67.22616067484427,111.67921977095557,-19.855810147212242,1
Yes,4.547379505761928,B,D,105.51222005477268,C,141.10859440282456,-103.1291368340764,15.653545705301728,0
Yes,83.29735946737826,A,C,6.832311025668547,E,-79.7950407952209,25.21180653247379,4.029066308497285,0
Veteran,11.303030109541405,E,E,114.9376876073227,A,-177.60234115948143,74.24519814020081,45.09339558381536,1
No,51.1812332086765,D,A,113.92079401232773,B,25.56495384618532,-157.06986801818906,90.13678426645299,0
Non-Veteran,77.70077204903572,D,B,81.87573054091757,A,15.739081588217196,130.17858629146147,49.988402306032306,0
Non-Veteran,-16.49062443882745,A,E,-34.25087533669719,D,-4.656053375342669,80.60554476910009,100.51962501044345,1
Yes,-92.81865925328971,B,E,37.52866589198707,E,-93.21898448742355,-34.76512821797142,73.54966443954014,0
Veteran,87.3523046303945,B,C,73.79972761796189,E,17.423645034469285,-56.23152553646739,-59.349080155795775,1
Veteran,143.1569815223835,A,C,-56.45919501523045,D,-109.21111902504126,-135.10074425432146,58.18024119037244,0
Veteran,102.20628471704775,C,A,97.61368646701789,B,147.8478310836814,148.65091873338778,-181.55509817023733,1
No,115.41163193427641,C,E,-58.096819067331154,B,60.8159556631766,187.9210100369784,105.4303635014818,0
Yes,58.81908488790234,D,C,73.21349253245742,C,-66.33373930173805,6.596091753680576,-204.23860310844918,1
Non-Veteran,-43.84054199914783,D,A,156.39632736388492,C,-119.93729565273077,-12.702992861861311,231.181577220578,1
No,-129.6115390206242,D,E,38.05150603699343,D,9.210203981974633,-105.49075711753562,61.30566330948074,1
Veteran,-56.58157120148088,D,D,-16.269290530662868,A,2.3495635092270617,-65.43412173278628,1.112959877448595,0
Yes,41.90381351043011,D,D,-15.007126832460187,B,-170.7195397345533,-67.5862967712893,2.1810640716862713,0
No,-166.7244073074223,A,D,-87.65835070644361,B,13.913566127584314,44.62180052241893,-8.052288200275262,1
Yes,19.688210394308765,C,E,-119.85260155482602,C,-178.07095424659863,-117.3079023040458,137.5204954798044,1
No,65.55641851913406,B,B,82.58884291914208,E,16.342768516597328,-16.59296253099882,150.36407686459233,0
Yes,-187.84198983599043,C,C,-12.572404583079205,D,-67.44013157120433,184.45193505453253,76.19176175934183,1
Yes,37.867436939719944,D,A,1.243158544420079,B,-5.92488963386876,-103.14413850719308,224.70249697993356,1
Veteran,-58.51925868561597,C,A,-6.997011851297444,B,-38.282573009039595,-32.54811804680792,52.95208612511081,0
Yes,160.30063972481875,D,C,20.441237927661202,B,-3.4546022730909827,-4.539381448761885,26.8120313275076,1
Yes,48.844738725932636,B,E,175.69649000780464,C,66.88990090921891,-73.65639567088876,-36.024593731873466,0
No,-169.00925772569312,A,E,148.48709243528114,B,-30.526984852738902,19.085179314582852,-77.58695357421412,1
Veteran,77.30245227328344,D,D,5.088711414210183,E,227.6049897107588,-54.17062170530404,85.1140673538292,1
Non-Veteran,-180.34667606859767,B,B,-135.89075382997615,C,117.61913464232667,16.328867482269015,-158.78136446972948,0
Non-Veteran,-90.58369587331822,A,D,25.69208807449091,B,-83.04394893143365,-151.13897198021436,-104.1962831147595,0
Veteran,-48.4983214369213,D,B,-147.1144622874329,B,79.48936973672433,-73.76433669583766,126.54451652837118,1
Yes,-152.13079937370745,D,C,35.61001064197462,D,-79.18612455419996,-77.55890415203423,-171.25151407385798,0
Veteran,60.905395538776816,D,D,152.8421053410476,B,-13.905107960771716,-238.3271782415593,-166.53474963581772,1
Yes,-94.56269073146261,D,D,43.55122112642165,A,-114.91274232236289,16.824869869733913,37.568318974492,1
Yes,-33.16293642135174,C,E,-179.75968732448555,B,5.263118364316293,75.6226258513695,-60.522664803355475,0
No,133.10522750892179,C,E,-132.49318817235084,B,23.19459075324483,147.67709919708875,135.82505258927432,0
Yes,-11.250277436689679,C,D,-49.810605488669104,A,-38.08704119693635,114.03243518979819,-77.696107369287,0
No,61.93064718479353,A,C,2.7816123266595474,E,103.06174254004699,-179.92036072746075,-216.57487488489258,0
Non-Veteran,-50.020491737268394,B,B,59.62007904060379,A,-49.324556731233486,41.347941944497876,42.85465869024661,1
Veteran,75.05760270498641,B,D,-182.2948836073865,E,-71.18486045241433,119.01137299926346,-14.299647789722547,1
Veteran,0.9669361519470904,C,D,-68.69947231838024,B,58.81570384379607,7.529650505251212,16.385763559406023,0
Non-Veteran,179.46547339888937,B,C,-69.58134405326606,D,20.81961952842189,35.216133015024674,21.89467491250777,0
No,162.84141154389198,E,C,106.10253542137664,C,66.63143289292547,25.515549930575816,-30.47885888883431,0
Yes,115.09716199187889,D,C,169.64818170439776,A,204.39353936299494,29.385421168646715,225.21268365874803,1
No,101.59957394946193,A,A,165.87848978643677,E,41.572499205314756,104.78841821646554,110.06400201377798,1
Yes,-79.92992785553866,D,B,32.22146210648425,C,-24.309817577404434,-69.96399593091077,-210.92489199670203,0
Non-Veteran,-33.72936352201083,A,E,-146.7168492010418,B,-97.36895585201141,257.1802948124846,201.9901630126853,0
No,-240.36453271611262,B,D,3.835284293879012,A,-134.54678320418083,-47.29056265177724,-146.21316971591594,1
Yes,49.00123099593722,C,D,-97.45276409680334,C,9.735244481775409,122.09812348585791,43.26227715304851,1
Non-Veteran,76.36038463185116,C,A,30.983900327365077,C,78.34019056273502,121.942057322581,-12.662606239756657,0
Yes,122.31297440730779,E,D,189.65072535746063,A,-45.1327990247958,-62.58372602002129,-26.356739909665635,0
No,189.73214709732403,A,B,44.48422487757252,A,3.1273900203571965,-38.799727474298976,-61.880023003642435,0
Yes,-34.69436843240063,A,C,48.82216250762707,E,-28.905760118476202,-6.7626771598831885,36.22494271346671,0
No,92.16089974002493,C,A,145.57007328220476,C,129.95023811709322,85.16952556101775,39.022008482906806,0
Yes,-75.34058939290091,C,E,-65.68404184385064,A,11.243263118934715,-92.73556578724207,49.24741613105205,1
No,-71.83538699408788,D,D,34.234285827108124,A,43.95483384427596,-21.547023713179772,-70.70912988169972,1
Yes,2.5045519650995556,C,A,33.10576466193348,E,-130.75449607882445,-55.44585906609632,52.61625647634533,0
Veteran,21.233934199596124,B,A,-46.522068996166425,C,81.57884381055884,42.324194197641106,-141.57854017937905,0
Yes,-65.80498529876246,C,C,-5.64109397450383,E,-101.00898846127397,79.30186004204472,-186.21935857030746,1
Yes,-71.91203340754522,A,B,104.84843031296577,D,-17.252578952489223,-78.08256230982259,-4.642065594409341,1
Veteran,-28.236372630520385,D,C,-176.44979516796175,A,86.19303588001557,76.37028421399513,32.37196886172667,1
No,-17.959792645318153,A,E,33.2305466049092,A,-25.122923257477346,-13.031747707065989,-36.66174119033228,1
Non-Veteran,-197.0864815928824,A,C,-205.3142731858835,D,64.08659040048863,154.27575595849814,4.937262611634039,0
No,-99.37955005654197,E,B,-30.825092541063064,C,169.87709928456826,-49.73229556339254,108.7258428414602,1
Veteran,167.33439988546857,C,D,-263.36474536428744,D,-65.22878290330075,106.53599158058222,100.39541006952383,1
No,30.62555609694646,D,B,118.4670742576355,C,79.48272455921412,-26.262092324576987,-101.77245094923481,0
Non-Veteran,-2.9274700326951115,A,C,-29.049251101435686,E,32.75140931158963,113.137433252749,57.01837816210289,0
No,129.9474201427834,C,C,52.34643697902162,C,-158.78031632901053,54.933728650668414,86.40039675887762,1
Yes,144.14000969857682,E,D,63.07794949257152,C,99.00544530204007,115.97788801209947,91.62842805876463,1
Veteran,32.8617723709402,D,E,-19.873735414748893,D,-13.194782445580937,5.684686335826117,-110.71462989718964,0
Yes,-91.40192302617108,D,E,141.56914778476744,E,-45.91547442025461,30.350140059385307,-62.64072817097176,0
Yes,-141.15696222072643,E,D,-73.92195474250659,E,-224.8139452275165,154.59787141769294,-28.059180559667222,0
Veteran,63.153193971163866,D,D,109.13187272048577,C,51.85292608893456,34.62366707199813,-67.60547709111317,1
Yes,-1.86165316308059,D,A,123.74168045461272,B,165.31090440815163,-0.5801902280483172,-10.43289265917451,1
Yes,-23.3327473163476,B,A,-60.958730336810376,B,188.16168679493902,-58.14713276969686,0.568000964275726,0
Yes,-67.51310074623515,D,A,-42.15633628907645,C,-24.432826164850336,185.1023954359105,-47.65908205521238,0
Veteran,79.25362236476087,A,E,33.297519896255444,E,11.73119018330881,-157.7907286022976,83.27028919458195,1
Veteran,-44.54927223579833,E,A,-6.687885719426564,A,33.26173290377755,-13.782185597925897,-110.48481677234614,1
No,69.71386649283201,D,E,59.78973283830587,C,94.72735166297002,-133.26075223281853,12.351813914327222,0
No,24.209695425104517,D,E,18.164138215478676,E,-72.04633899414554,-43.40449368937212,128.73376364638116,1
No,165.20083060690766,C,A,1.0054688299712125,E,87.26306005007103,-5.833491602405694,145.337536097797,1
No,52.382410990460436,D,E,5.551135365990772,A,50.62535585989545,28.048288335260636,33.2742905756376,0
Non-Veteran,-17.65224824806721,D,E,39.914292324305954,C,-151.99297685681088,234.63701775629698,-26.09832883184506,1
Yes,91.76908557615495,B,B,67.16318349490491,A,25.70086113348498,-35.7287267183218,129.19535449117564,0
No,112.75519345156577,C,E,13.954121992017349,A,9.643785463711799,29.213982921875832,75.82207810787315,0
Yes,-45.42651393829304,D,E,-69.90991796984642,A,11.457102413346078,-67.35641279196805,-7.484781359512883,1
Yes,84.64321479930926,D,D,-120.73346185503712,D,8.590988361466707,-222.86826573451455,-29.298534886307692,1
