disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Physical,E,129.28904591177997,-23.850691849233634,67.919648400795,E,-91.44830258761772,E,64.41627760951796,C,E,175.2024112552516,-55.80653419716059,A,63.8622773990116,D,233.46098714845272,0
None,A,-136.8974816216982,-117.47149311679806,127.42643875002796,E,-82.52247431172484,E,26.997160979184127,A,C,-157.98153047417495,-108.48882280177511,E,9.234532838725983,D,-10.31263139536839,1
Physical,B,106.34799117486034,27.016970622788993,-21.74569019275826,B,83.40514939576744,D,20.600844776340498,B,E,-295.71795082259024,-66.79182350328385,C,-46.45428024936699,E,-90.29729888742315,0
Physical,C,-28.26830564948909,-83.06154716169017,-91.67341175900437,D,-28.307044878349814,A,7.821098747109574,D,C,162.64626695594188,78.43725784572865,A,-43.94331151634625,D,103.67581008399792,1
No,D,60.51050720299561,-124.65510040115007,-57.243402528216556,E,31.502459513560062,A,-12.450289544812565,E,B,-80.50029972434939,-4.237241191337069,B,152.5324193447484,C,29.62579312833985,0
Yes,A,-76.31215359716617,-9.75129200467522,93.5777823318384,E,-156.5084596075832,D,-36.88830460956165,E,E,119.6185624214815,-122.11044425516488,D,-93.99777453906046,B,-156.84823774056477,1
Physical,D,131.4750794410076,-73.30159517695654,34.38504453749988,D,-73.16735605571478,D,79.51610752350355,D,B,126.69083562379822,157.6128777983995,B,-108.0461298062593,C,86.1790399028674,0
No,D,-157.85060899274967,153.52062723109142,-17.315846714103053,B,-62.68570594233927,B,70.06097908560022,D,B,-43.223436764277835,28.736912893231747,D,88.53291046468907,D,68.99154639622233,0
No,C,-259.7054062318532,14.196026209359324,-19.12869011349942,C,-2.4452195192267854,E,-90.21477535314514,C,D,127.27782423663992,-10.266405694379955,A,-93.98872023547956,C,-177.05969562089746,1
Both,B,-25.551416824805962,78.29981725095664,111.99870324013052,B,138.37008758597304,B,140.5032685675542,C,D,8.566888348207332,-22.03649336155877,E,-58.74510755793379,A,-129.23618036707404,1
Yes,D,-60.17832606249651,-1.034606783679636,44.49151219813491,C,123.18413144947984,E,-120.31663837260582,D,C,-172.0444859390207,58.842012748380014,A,-59.27035185020244,D,-160.04391195975302,0
Physical,E,-138.7769067222515,-113.2592861881427,-100.35118494998147,E,-98.10771585805833,B,22.403463426479153,E,A,31.203431832545746,2.650908081193239,C,-27.61955858201378,B,98.80996856769761,1
Mental,C,-21.473752768137505,36.380097986452654,-100.93217267461154,A,-100.97399938598286,D,-87.06222734072242,D,E,-27.564192574073754,109.3699382762648,A,-153.79411977974132,A,-134.9560550382924,0
No,B,-117.67451196464826,26.734584571308844,38.39899258291402,E,136.63216354949503,A,32.840905302211716,A,E,-143.204397882833,158.87644763099593,D,-53.72347246758824,D,192.64215267547564,1
No,A,-117.48257761672537,78.03891468242897,-253.5069888212844,A,-118.68539480572902,E,130.07167520349705,B,C,-1.3810162386974278,79.43610063836192,C,42.775496260681,A,73.51888202060394,0
None,B,109.43104257274028,92.73921254383272,152.22141178923172,D,208.45938513480792,E,-170.57348212921707,C,B,21.526252623331377,299.7333183347741,C,-18.213159164431552,C,-37.09084383539737,0
None,B,82.19328296788004,274.2899994870938,130.56051563815927,A,195.40235523189585,D,46.49129509282386,C,D,-108.40370229737346,174.89852346386175,C,-49.55401320729522,E,-26.442214051405834,1
Mental,C,-106.56698402083549,96.0332607036996,88.57559549684649,A,-115.05469419696672,A,-23.801372119016353,A,C,-93.72825119988897,19.139554071004973,A,-93.07776813751764,B,47.33060495130342,0
Physical,D,83.64335464388166,62.587358441522575,-155.38274393213754,B,-315.8745000923353,D,69.27659614230002,A,B,29.205140379412647,74.95039054804596,D,-136.28234493167307,D,87.87386222760135,0
Yes,A,-24.8310183305977,-142.7892650970721,-398.58538268898434,B,-56.55191017071522,D,41.637714677507184,B,A,-44.069772298717254,-111.03599391645105,C,29.164357289499172,C,-67.42846009656677,0
Yes,E,-15.294315886642135,65.83475819944351,106.13181818249961,D,34.8044085572663,B,138.87337006669736,A,D,-9.880505920717125,216.8739486832055,D,-69.434436075561,C,-68.30792853416476,1
Both,B,93.76276006513189,-185.30460300019803,7.302906780140114,A,23.03468225721017,E,-33.55227720567332,C,B,119.49194029877461,-47.99215842858385,E,30.66659799136524,D,13.157582206113979,1
None,C,-16.977981411298952,122.92025162883246,-267.2692454765833,E,-89.88065591614152,A,-90.35422126844564,B,A,-99.51374943748483,56.0341924204356,B,-1.7155705698613566,B,-71.77414647737189,0
None,D,-205.4064102797384,18.25950101509355,104.57405351059847,C,-50.77496007841496,C,-167.92465469196378,D,E,-182.20600407489187,-36.19242232370395,A,77.50170141004139,C,-121.09315626982922,1
Physical,E,-99.6268334791236,27.24370858785135,20.59168259374749,E,16.24980368921505,E,89.87127064235834,C,D,3.064837597010158,74.27293756534212,B,-73.17005280858211,C,-93.06635990103852,1
Mental,D,-2.974510878270515,129.7992055725505,-93.22091388346969,C,56.03227088300283,C,-95.38616488863472,E,B,-48.700936820617926,-6.519470738437684,E,224.24859152695902,A,84.82958577486697,1
Both,E,375.1619067319594,-24.32419646623004,-39.184740209562726,D,-62.887616943227165,A,6.7867116063044035,A,A,-162.56105247675694,-62.418148310948354,E,-13.787093334540948,C,-62.638062501838036,0
Physical,E,43.96717466857834,16.500523628660552,-188.38703749408631,B,-70.39747095958342,B,-79.34165606588566,B,C,-57.54077676754738,210.8253320094888,B,-132.83834233525735,A,7.026879053907238,1
Yes,C,-12.857675362244303,76.01826207556971,64.75097812035351,E,138.13015036861214,E,-31.44189311763207,B,E,80.2589676021261,-89.80376732320934,D,-102.89664007498122,B,34.548654812425575,1
No,E,88.2576448234359,28.23038962516135,23.928544022976727,B,46.817339298840906,A,-197.4704483355422,E,D,44.95843718276215,4.108042914382738,D,154.54994925201996,A,122.6878520795283,0
Both,E,-7.80012146771184,-119.54323304112447,133.5300974589217,E,59.7222778961611,D,36.8492238386068,B,C,73.26414941956428,111.21794614405567,D,187.1054814004664,B,183.00804317145264,0
None,B,80.47153717537198,175.54774965027025,14.464779062386363,E,-32.16169926107491,E,11.594280346042245,D,B,137.02668110685633,70.87014266058158,D,-150.23660202998533,A,183.62359387751198,0
Yes,D,5.652647571188677,-11.63737547134092,-88.73672815429097,D,160.4784582096375,A,64.34905797517492,E,D,45.52054403348401,-113.56151332127556,B,16.27437779621816,D,35.97510481435354,0
Both,A,-167.90212961468683,-36.03142214376957,117.12921033730208,D,39.99144183049843,B,30.65091584901803,C,A,64.45541557609165,203.46622072731088,B,63.88807434399744,B,-126.53425858849158,0
Both,A,-83.05719168114275,-59.36436114897907,-76.33797108863835,E,128.68074328232794,C,123.0834609593229,A,D,93.5215427349174,-105.38132463300589,C,-107.21738813413961,B,190.04642696739606,0
Yes,C,34.30373297467837,-24.899039678314185,-84.34739701914486,C,61.846918625809224,D,-93.52987476872798,E,D,26.510518651970642,-10.326269187047119,B,-43.88335667074291,B,-29.719690579213047,1
Both,A,-36.47179609919451,-84.73141918394033,209.55251478735119,A,-98.53166756459491,D,18.782627721466095,B,E,-180.36077062963486,169.47875723729328,E,28.6397932063958,E,36.078952801914824,0
None,B,-62.68312479635517,-103.97192415155747,42.654412053305315,D,-1.3338496713538406,A,-61.16229792089801,D,C,97.25445813384766,-137.8951590573024,C,27.635351246524365,D,117.80466299309577,1
None,A,-44.143777267650876,-178.4208200927284,152.02542995342387,A,-86.72166866922021,E,33.74829583382252,D,C,151.44861343203138,-54.2929083038465,C,-13.020119627725043,D,-89.5087281938894,1
Both,C,16.418076630439774,-79.52544630836104,-13.323159873904752,D,-172.13317874341038,D,-86.03832731956904,E,A,-13.56855728346798,-62.54449938004755,A,11.688885095042743,B,-5.416589662836592,1
Yes,E,-164.90958166706886,-44.75918977751009,-48.841685962695976,A,121.63161893362438,E,10.67153101775067,D,D,67.59931871129619,-13.867112639678975,E,-69.30744993949125,C,90.68756417326063,1
No,A,-266.92531922151505,-54.746021949048085,-21.780902561041472,B,-179.0809571398244,C,28.544859666470312,B,B,106.66346556225379,48.6561070135946,B,118.08391923541828,B,-242.90622026980927,1
Both,A,-27.319210539414986,-264.4917157753915,130.7794587465439,D,-7.452906533248206,E,104.55782293634921,C,B,-35.59403415542184,-187.78701650233393,E,-63.80068459685281,E,120.83492148901726,0
Mental,D,145.05157226482797,41.44791255152908,111.47406772273776,A,64.28046866470966,E,49.23250417676809,C,C,-156.2050268136009,117.24708688627388,C,-15.966054140816002,E,53.332935152133324,0
Physical,D,-132.9824696116583,9.132443913054738,118.97598823842057,D,-13.990730388977052,B,-131.11701843761983,C,A,-52.55106107378889,-49.87277339712894,A,9.17355299422509,D,-82.45099520235382,1
None,A,56.989221580016746,-71.45411668297398,-19.283595846404125,E,-160.2508060055706,C,-135.632072088884,D,C,-70.07927153829321,-88.71919944965622,A,-54.91871258249309,E,139.7348096926022,1
Physical,C,-83.64140722523643,-86.21005311395741,-100.67275068533958,E,153.59216444171156,E,163.53404212129675,D,D,-96.88444242566464,81.28966328947355,B,124.37709801369382,D,71.39570879061093,1
Physical,A,4.574480076665566,-7.052061977668038,-171.43315247564067,C,-145.97337201657302,E,-147.73244044600466,D,B,-58.13023775595564,3.2001742945265392,B,-254.68256011786696,E,-49.738905293056895,1
None,C,51.17288631638321,84.56612120221449,63.15984351254001,C,39.137975364587554,D,59.994440879684305,A,D,-48.672703248929,33.411146399140875,E,359.2363377139919,A,242.51176722477484,0
Mental,A,-29.18747695383192,43.96400274781108,97.04649438825987,C,33.16349632182999,A,-160.57074274457807,A,C,-17.411551996762842,0.24532898610409729,C,39.190657636365486,E,25.996652822259534,0
Yes,E,81.28868794302302,-155.89376701376986,-63.38043698911653,D,151.70789212026258,C,-159.83198281645295,B,C,17.17181058699402,-97.7209145303796,C,98.03927070212944,A,115.28906725431689,1
Mental,D,-12.569008286583836,35.837025089103,-58.07658730202105,B,-0.785021097707576,A,-32.496657999857256,C,C,-65.85353701775045,72.85644229409071,E,-70.73695370666937,C,-169.28517722954064,1
None,A,47.96853365232509,-59.87527289554209,58.69427496540482,A,29.265518751949397,D,-121.63623818020967,C,B,137.5010040655895,-3.484574347112921,A,-43.11041810696295,B,145.25010937177774,0
No,B,112.8967849793792,129.12194801836023,6.959155570918159,E,135.45562188687603,A,-160.28892393784434,D,B,-70.70268360510732,-37.33327836653103,D,-89.65615773138899,C,144.47332474191523,1
None,C,220.00583693195762,-132.25589319275176,10.922873177444787,A,157.8441710535701,D,39.61683774550086,E,C,-187.8057838690029,-126.35338892259537,D,77.43128748072714,A,-31.230344794367454,1
None,D,-36.673847364309054,-39.473237126063324,23.18255601336911,A,56.950297037562756,B,48.029470938778445,D,C,80.20607486816904,202.08229259788868,A,67.14315032648092,B,62.722067405645475,0
Yes,E,122.81457513075362,17.470834285384008,-124.35403784850321,C,41.829173713273185,A,6.674079465288403,D,B,-126.28221756307995,92.61857692815589,A,-17.584529331774437,A,57.679978301756684,0
Both,C,39.82341426984574,71.76624824554982,112.71294069753932,C,-103.29507094607331,C,-16.550420976810262,B,D,-113.77350525881049,-22.974459914289728,A,-83.52421354493838,D,-45.15395914280088,0
Physical,D,163.42058608246532,31.010530719177293,-99.60948377895087,E,-11.273984028019742,A,-31.262325128988067,C,E,-48.186766255346456,-49.064656622251476,A,-149.64218821902168,A,74.60828973728843,0
Both,A,9.494647499538042,83.34928881467982,-47.41061299464161,B,-65.49968442884064,B,145.44269847233252,D,E,260.51230461577416,125.53055923479862,C,11.765351100674556,D,-28.038549221400878,1
Mental,C,-173.78261668115357,-54.030928126737166,-18.605368483677413,B,-43.76357443861148,E,128.03189185015512,D,C,-101.28319475945014,86.85824130204077,A,51.916535108303265,D,-60.421400911858015,1
No,A,72.87488885263105,-0.3277589108972954,24.223606221890222,C,-56.082975039964275,C,-139.93953883179992,D,E,129.272141068892,16.7134786656282,E,-56.079231693608335,A,-49.05999210919494,1
No,D,228.2842878450524,-30.973632307067028,-90.51337539829865,E,-68.75919248019422,B,46.91657293817946,A,E,-80.73894541238327,-102.49186952474945,A,-155.7323963997307,C,101.87903254216562,1
None,E,-152.43754399525824,46.27518363498658,-112.33944725474254,C,-83.25066306694914,C,46.50726183531976,E,D,84.32952902184418,72.21083867236729,D,171.45829751849183,A,7.633068627178274,0
None,E,34.43471795111521,-45.42787184502096,-39.110571967215996,D,65.84575839707814,D,34.45874131627953,D,E,-13.362711359362583,-6.468192870610818,E,80.91657607211677,D,2.145104447320234,1
Mental,B,54.333562340176314,-53.21725617980493,-74.52195484590904,C,-29.6387101192225,E,94.06460306724853,E,C,19.60343104054924,115.78366906264799,A,-150.12886721050046,D,-74.6248217360142,1
None,E,128.91164896403558,-38.281519284207796,-65.87592170074775,E,25.127734550584996,A,20.332780207209442,D,C,-88.15324089009582,-58.9728862742992,B,9.140129295580406,B,176.64120057302046,0
Both,D,-3.883580101478085,-25.565846704407974,-3.4451326054740177,D,31.35395828901964,B,-121.92796230588752,A,C,28.125849566360788,181.53479415605466,A,43.84829104869641,B,176.08211612518573,1
Physical,D,85.96333368205032,11.625158519792086,69.76415760870601,C,-36.29237513673456,E,63.11869103710198,B,E,50.6701837914595,23.13286043696744,C,143.37715780268664,D,148.96000304540314,0
None,E,-11.522427936733918,130.6782657569028,132.08513233176143,B,-179.06384198216048,C,-205.86894963201024,D,E,-150.04266880742742,-8.53629974868354,C,-40.10193937275683,D,68.59448273081377,1
None,D,63.24700226528612,-167.71985135620076,49.473315015767014,D,-97.14317720291308,D,74.42326594674219,D,C,108.41478989958426,-213.54952494689593,C,-198.6542825721004,B,79.49438106866805,1
Mental,A,49.66396899280598,108.21656658417571,14.127280296100169,B,114.83520762892132,B,68.07673986011787,B,D,-41.00484906325313,-22.085469930652536,E,-0.05722278210415822,D,89.8024402651907,0
Physical,A,79.22258459623872,230.72836887014216,-10.386527827280034,B,253.55255556055653,E,121.95899882853065,E,A,-39.10294219933459,135.27840533808774,C,-15.85796371993474,C,4.724607638244644,0
No,D,128.65925029192263,-123.87574881244163,7.218971815915926,E,-134.64203909779954,B,210.5123946151667,A,A,34.857584350116205,-202.1027207596548,D,9.48005243277518,A,-38.340183304794344,0
Yes,E,12.393346337677439,78.758734199045,-49.495053078322385,C,55.87346275053904,D,-23.244184146936906,D,D,-18.430988922355237,119.66247389169989,D,126.8655450992465,B,-151.19071819812945,0
Mental,C,24.269066659993324,242.53317584401327,34.59931311927304,A,-110.95579234313564,E,-176.6578624579169,B,D,79.63403920982805,-11.083855129160085,D,45.83140390765092,B,-22.085482314667125,1
Physical,D,79.2319818752245,-301.20480733948324,127.46641621456956,C,17.83995212608132,B,40.3848297858453,D,E,160.82507777505958,143.89336053544795,C,120.57887952748902,B,173.0331780692632,1
No,D,-6.163897786954506,-6.760071877342215,-54.601258026880885,B,-94.17759640932914,B,57.35723915954629,E,C,90.80154989986022,4.304107706294805,A,-170.66030957138327,D,-129.3591979504534,0
Both,C,-155.87363874081328,-55.74790179268272,139.11150089791047,A,16.782789928489017,B,32.26292099706469,C,B,-212.34807942307987,-48.11349649104732,A,94.00058703570984,B,74.91185098944125,1
No,E,-138.63820238460906,75.44887279462566,96.62213455263579,A,184.92178217497383,C,181.2983963050674,C,E,136.67364257937476,-49.44812476063776,E,-130.8700211130543,B,86.77385137052451,0
No,B,-77.29110934328686,8.975046989701218,11.167444827756547,C,186.6039807065814,C,40.04951798997859,B,E,100.83432802027772,-90.3211745710162,B,141.55908569512752,A,56.34211589408432,0
No,A,-55.51298547874922,-123.9045050789408,40.28678183331979,B,-154.07189030328098,B,-163.68621275425798,D,B,123.12049447274708,-29.77527860252976,B,70.80274624421158,C,-119.67182707904243,1
Mental,B,28.62834497177221,-3.5994593079953847,-109.86419573027877,C,-22.43652462570157,C,39.27875591670206,A,E,-48.98530026910466,-120.57952250413453,D,-38.57726124691082,B,-111.43174113627789,0
Physical,A,79.02029186837858,124.85693694950812,-176.34995436597825,D,178.58445366010503,A,136.9388442922978,B,A,1.3772466903705074,200.0532462547114,B,-107.47793307743561,B,114.1241505796302,1
Mental,C,-72.73855633902875,120.95868155071183,70.27316854242316,B,43.22853618019947,C,-24.852077841777156,D,E,-32.482062513046834,2.3826896041458054,E,58.697183962470646,C,117.0994414836941,1
Physical,D,20.6166875274891,38.445640369584986,-191.84769165770885,C,-24.706138220914156,C,-81.47560246859017,E,D,38.637690451912974,-57.98595782183226,B,33.413902587619184,C,-86.88773663244677,0
No,D,-17.2630535585426,43.97707901786868,-17.126145067793246,A,-134.58069036254042,E,-79.25496593338454,A,B,170.04879958476604,32.90785431688719,E,93.84287672843678,B,139.85495750381628,1
None,D,-63.38850137506142,26.703880831193644,48.97502270798421,C,-124.67254778316055,A,-4.072013486820074,A,E,113.19126309393577,93.60616592205969,E,105.04481906766483,B,-105.75611519653594,1
Mental,B,102.55183736134789,65.91556639770661,183.2413992179824,A,-104.37574033288148,B,149.4555646902993,D,B,-141.34426129744713,39.93373212039849,B,-89.09481401911462,E,-58.99078791868077,0
None,E,9.18461673510654,-169.19586813883046,-148.0147065247171,D,-130.0468435988448,D,-239.7028753833014,A,D,-14.267544016351028,-80.18972366375473,C,-50.65013922930234,C,36.23326569536232,1
Yes,D,-65.12330019445342,-75.16952063895506,144.17475401132685,B,2.9279263153950392,E,-45.20864697121655,B,A,-129.4448231194866,6.171723166363835,C,-60.74247249446286,C,-29.92184151233854,0
Mental,C,31.984052037617733,-133.86402193994587,13.1857189059108,C,-8.04934656273446,C,-26.88839851700165,D,C,98.13945758244247,7.498302451882792,C,-25.8341322550378,C,121.6412936632497,0
None,C,12.842314480025694,-100.45117250041334,33.4902302651921,E,-80.7427588502295,E,-54.332095298247886,A,B,37.74943473963567,-76.97212080956807,C,-62.945831259789045,C,55.80094843163227,0
None,D,-0.9569569959912902,178.3135871117921,-161.83860877597996,E,-11.480765471819032,B,-33.64966193476488,D,D,-9.941857873521556,-145.23781991982406,C,-94.82227097788363,E,-39.727029787479786,0
Yes,C,-15.118643107251254,-19.050136862323523,-54.25376874928877,A,9.071987380752528,A,130.40649061467963,D,E,-8.407729214121343,119.81253926036544,A,-81.38700387849428,A,34.79110824233096,1
Physical,E,25.632603726782204,-108.89688774568702,-182.46377462919065,C,-240.72083189825153,C,-146.45750461177332,E,E,-209.97429014450893,-18.736663783732972,B,206.28782817227577,C,6.50551595600688,0
No,D,30.331216606807267,-93.29706821481925,126.77332342972876,D,-17.76675949203061,E,1.6050341449535006,D,A,56.06249827271953,-171.78050607579232,C,159.93008748736472,B,179.83558444182376,0
Physical,B,-167.6115225376398,141.12932139624357,34.639019663017265,D,-118.42845593555984,D,-212.22658314575858,D,D,-69.97173457300394,-35.8791268358848,B,-90.52897947648884,C,53.139169566159794,0
Mental,C,-32.81503718885983,-123.39133035393253,-122.34445061322174,A,-38.42523646253625,D,63.71601818255868,D,D,39.73252619555374,2.3819458367549426,E,68.95632291204565,B,104.09805787664854,0
Both,C,-19.96981883430667,-83.8286975303303,14.30975095254207,C,-16.02061731060948,E,141.30633505914813,C,D,84.53680047546807,69.80479261200719,D,41.4949505921624,B,72.25853111010153,0
Yes,E,189.66341232605143,-67.76604052225014,56.198826166065594,D,-57.791392722629396,E,49.85247085612973,D,C,-51.66486324932812,-224.3571422451192,E,-65.76966080894063,B,177.4648865288003,0
No,B,45.75199221829151,-94.94215376714014,29.016720110083888,E,-20.232507059740236,B,60.733873536964246,B,E,-36.64126796830253,-10.24257569024767,E,-51.44308558875793,B,-119.61455592897553,1
None,D,30.757239347130476,-199.9988397799919,13.583135521888288,A,-47.48603095409128,E,-1.3273467397017706,E,C,97.24159661302929,-43.31354975278774,D,8.52620696103927,E,-50.773556571150834,0
Mental,E,-45.62893905608638,-31.214082675721418,26.979631681610993,A,10.708002499840484,D,138.74175500534827,B,D,-17.401340854306184,-91.96625976336809,D,72.89606574529269,C,109.67128499684836,0
None,E,-49.079812952001916,19.52573033141097,5.472698862046056,E,4.557669110293962,D,-113.79479153264225,C,C,-117.29873694274755,97.35722730348108,C,122.2257355216464,B,-42.318740214255406,1
Both,C,1.0699030992447316,248.40288917355298,-113.35500251367019,A,221.68587622931346,B,75.26528587093966,B,B,-65.50040981042903,119.94130322129813,E,-78.93758158360116,C,58.814707751901366,1
Physical,C,-21.053133265752038,-42.51646272371184,-73.75862075585911,A,16.628320233644153,D,-160.13055530616137,D,D,-54.17312534700829,63.87345921315561,C,91.34745115623201,C,-93.6217280587175,1
No,D,-14.050044389182995,-0.26882837977688984,2.0895617628860763,A,59.34506135015427,B,-35.81008484703682,E,A,-25.80457297725986,-14.776938191428018,A,-63.329352655265225,D,-38.29366898890212,1
Mental,C,70.55926543863248,-31.105936362088567,-10.227372790875215,D,112.02552277753432,B,51.53164471584966,A,A,30.38356253227825,-7.9664260636988695,C,260.4879580477552,C,24.68367555867149,1
None,A,39.85591906263045,-31.73114862779992,297.997271269645,B,-151.11104349911278,C,18.413522776742987,D,C,-118.33009063251613,144.27513255824394,B,-76.22300928498714,C,-134.60223640370478,1
No,C,107.08811440561901,37.18237858136418,-43.61294275895014,B,29.162067291004117,D,41.25312736771006,A,D,-46.47598552075067,49.07454886318024,D,-97.97555057928038,C,38.308819084703735,1
No,C,-46.223322582787645,34.26102537357819,5.184345689807603,A,9.178580572617157,C,-23.810296241349057,B,A,-14.823727882035787,77.87961373565511,D,-0.12603262241636806,C,-77.06425708405446,1
No,E,8.095607331939322,-25.26584121291837,-27.638862193766244,B,-76.8696373744498,E,100.80550411660003,C,E,-94.22825966059337,-169.0999736471228,D,50.78405495853201,A,-4.5431980511115215,0
Mental,C,-49.29775331888612,71.18659727889748,-124.25980616693435,B,186.367317588194,D,38.38010702023954,C,B,148.5297807839497,-45.88974846129978,C,-52.58140769442571,C,-13.335126851204954,1
Both,E,57.48393590573318,124.45905710406193,-7.298539818568603,D,30.83887131118664,C,-28.149116498361078,C,D,-169.94850225959505,-60.74968648142367,E,104.42986160052993,E,149.55113240940022,0
Both,B,-52.04789110614173,9.917133931416327,-115.4252094320722,D,29.783180234705142,E,120.29425604817187,D,D,9.611074844886838,1.2604818083349483,A,154.75565373782604,B,156.0368835276114,0
No,A,-9.730041717927751,-139.24495447316642,63.625035357202044,D,88.72865997018882,C,-125.46377076955986,E,E,-60.75818742279543,42.744557300945125,D,-118.06644021052766,A,-19.52292558301235,1
