Nationality,age_group,faith,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Germany,26-35,Muslim,Non-binary,D,-170.20050217852818,-171.0670097402826,D,78.24299404417515,138.87483383221797,C,0
US,36-50,Muslim,Female,E,-6.767116054957595,48.23148747647755,C,-146.46803441878308,10.788783961187107,B,1
Other,26-35,None,Male,D,11.522380427142313,64.69138759363535,C,-66.32738033548034,-9.784653577214117,B,1
Mexico,26-35,Hindu,Non-binary,A,-84.39615512465285,-202.30381964721465,B,-45.658702348377304,-56.95792700438591,A,0
China,18-25,Muslim,Other,C,-170.739628554893,38.62640553718331,A,-33.76353780460729,29.096728005720234,A,1
UK,65+,Buddhist,Male,C,109.5338259770974,-61.55239539333473,C,82.54370449481118,-57.85768914337228,A,0
India,65+,None,Female,C,-40.77376381429198,-154.58341163386666,A,81.56725408121564,-30.083266931059832,D,1
India,26-35,Jewish,Other,B,-27.184693314401777,-97.04838596022307,B,-100.83760181483943,120.4413010087586,D,1
Other,65+,Jewish,Non-binary,A,-45.95680166248104,130.5708824401395,A,88.21381596181517,-64.11553223479473,B,1
India,51-65,None,Male,C,-82.11918417606596,-73.13339058294362,C,38.304321549858756,0.12390463338576864,C,0
UK,18-25,Jewish,Other,E,109.19702568506024,245.39695884811783,D,-1.1417332830302012,141.60296525947328,A,0
US,51-65,Muslim,Non-binary,A,13.39782867431757,43.08378615807214,C,63.389223718750955,40.402380063562696,D,1
India,18-25,Buddhist,F,C,10.168171683480193,19.925465281279592,B,75.7816339634731,17.722859310444903,B,0
Brazil,18-25,None,M,C,84.37971962459075,-83.10507464735902,A,-3.6348585865696816,-14.196613622519665,C,0
US,18-25,Hindu,F,B,24.587389758174748,-29.247257693786977,E,-79.755980230509,72.16181346615555,E,0
Other,51-65,Jewish,M,B,127.03900435475049,-36.394385856221916,A,228.89720314860855,81.75697153521799,E,0
China,65+,Christian,Female,A,33.6486924717323,15.796944869666158,C,170.45149793200414,52.27814736663142,D,1
Other,36-50,None,Female,D,39.935957195412826,-42.58921835298401,B,87.52776459799875,44.20209415587386,D,0
Mexico,36-50,None,Male,E,124.0272685241603,107.87922411968454,D,-66.42986594015414,14.148039876587351,E,1
India,65+,Buddhist,Male,E,32.32876496807529,26.171536053083578,B,174.07261789274318,0.4291770343755694,B,0
India,36-50,Muslim,F,D,-64.19090817684052,78.43292089389445,E,104.77927466001358,128.3648945281459,E,0
India,26-35,None,Non-binary,C,-316.04615415391714,-42.783819363981976,B,-122.60265870325972,-123.15316740199603,A,1
India,36-50,Hindu,F,D,-214.94449896659282,-50.91347322802243,B,-312.5898940289578,21.675041283637597,E,1
Brazil,51-65,Muslim,Female,B,78.173910223792,61.28031630990793,A,48.66718134963309,-129.429558315978,A,0
Mexico,36-50,None,M,B,62.3993202470419,131.59649993127763,E,-4.518614536456803,-31.171757578022707,A,0
India,65+,Buddhist,Male,D,119.91414055701368,-49.252667433929446,B,-30.4899843808288,-63.96192295400689,D,1
India,18-25,Buddhist,F,C,61.73620252918434,-37.7991453402341,B,-60.518618185843565,-53.53440432632001,C,0
US,51-65,Christian,Male,B,100.14948328476794,-21.035449804413066,C,-32.5295869121267,61.36305625385342,D,1
Germany,65+,Christian,M,A,12.781523411146436,98.08905157680805,D,138.49860507364443,-0.24781719852786507,E,0
Mexico,36-50,Muslim,M,A,91.34345867033205,-53.71535327940414,C,-23.274289050459274,184.30405317667342,C,1
US,26-35,None,M,E,-136.74888778619967,140.06712003999692,A,92.40440674155641,-124.34764635452626,D,1
Other,18-25,Jewish,Other,D,44.698320112461616,-26.39293859056917,B,121.3528262968835,-87.49334694199514,B,1
US,65+,Buddhist,Non-binary,B,0.4858543060114619,-86.94415646266899,C,115.6225339493412,57.80315878840232,E,0
UK,18-25,Buddhist,Other,E,45.12126101911061,6.329082956463003,C,69.72405892069095,193.7841486441255,B,1
Germany,18-25,Hindu,M,E,67.38457291365198,12.164672304371358,B,72.83323326726367,-118.12083685216253,B,0
Other,65+,Muslim,M,C,20.520126279941447,-63.051446861997285,C,128.45536252713688,117.0063164465945,C,1
Germany,65+,Jewish,M,D,-13.818065003276194,-41.9690358645264,B,-137.95327445269618,-55.672995440581566,D,1
Germany,36-50,Buddhist,M,B,-109.68535324788047,-94.97218992838732,D,-89.70457798692452,105.67088186086704,D,0
Brazil,18-25,Buddhist,Other,A,-87.07885396962065,-79.79497179612781,C,23.85277660486974,-93.18345491019431,D,0
UK,51-65,None,M,E,-83.42160265770887,-68.9350554635437,B,-120.99068255619561,-39.82409228620363,C,1
US,65+,Buddhist,Female,C,-175.9857181834003,14.246623983993079,E,79.48129189353305,79.16068165691414,B,0
Germany,26-35,Hindu,Female,B,-53.62291635913312,-39.757819993428924,B,43.90251083063815,-127.84003499134033,B,1
Other,36-50,Buddhist,Male,B,-21.490119811664144,22.476937831979328,D,-24.071660950064764,1.5273027174505216,D,0
Brazil,36-50,Jewish,F,C,52.448919680751104,-91.5824338076945,D,-44.70366681764417,126.0806447950233,B,0
Other,36-50,Buddhist,M,E,-39.78517458725749,5.175642871709566,E,-120.7541231265426,-187.85923502058466,E,1
China,36-50,None,Non-binary,A,54.90103367814015,-93.19458741294704,A,-86.78282261365608,-149.3030703208,B,0
UK,26-35,Buddhist,Male,E,45.256707945605704,-22.886599997751958,B,50.86057534705286,14.211666946896676,E,0
US,18-25,Hindu,Male,C,-29.15730653660881,101.90068758803035,D,12.902024327245943,98.68442191989078,C,0
UK,26-35,Christian,M,C,-13.527560518285359,-96.05573971797551,C,-135.32293588585497,-170.58801985535604,E,1
Brazil,51-65,Other,F,D,74.92557424704665,115.7500006577482,C,18.97191192933144,-33.54718591373386,D,0
Other,51-65,Hindu,Female,C,38.644888579809596,77.98042907400337,C,-17.37080118916686,46.822436784127135,E,1
Other,26-35,None,M,B,156.30083152814927,-44.344918882074445,E,73.13870123379485,-69.3967684693458,A,0
Other,65+,None,M,D,20.124613066316048,-13.756352745328048,E,163.79291092798448,-240.04536180998883,A,1
UK,18-25,Christian,Non-binary,A,60.59859104434331,24.95851221896305,D,-84.83275405414619,-57.2843271229748,C,0
US,65+,Buddhist,Other,D,19.460842405774333,-51.55066541442205,C,8.135394938428881,164.8619890674361,A,0
China,18-25,Jewish,F,B,43.995253529879484,-120.19646693681834,D,19.469625990695405,101.5700568763757,C,1
Mexico,18-25,Muslim,Male,C,-33.3381855451783,-196.49281288564043,B,-123.95857879125025,-179.87294135251125,C,1
India,51-65,Christian,M,C,70.56024488661951,-47.79811021664971,A,51.11302205856953,-76.41072113205453,E,1
Mexico,26-35,Christian,F,E,-42.202472326708204,112.40831299049165,C,-78.21189432223305,134.95586931542908,D,1
India,26-35,Other,Male,B,-97.40939668171623,-29.18033547979538,C,6.85656375611958,122.50214466968536,E,0
Other,65+,Hindu,Non-binary,D,83.23236580829797,-172.5483438968003,C,144.57832536371484,61.74326263269402,E,1
Brazil,26-35,None,Female,D,-82.87953507004804,-92.89762228636216,A,14.400822463525941,-83.49670282925221,E,0
India,26-35,Other,Female,C,114.4111292917113,13.942870785257128,E,-206.89253752470208,-135.91124077902555,E,1
India,51-65,Muslim,Female,A,16.46875332843869,-18.338666036460374,B,-42.00828290787172,61.52828032036551,A,1
UK,51-65,Muslim,Male,A,-6.161264754246896,106.62880176499199,D,-78.78044951335902,19.85600896287496,D,1
Brazil,51-65,None,Non-binary,E,-24.39579852455236,160.13039326951485,A,30.06964874758154,-280.34907981780316,A,1
Other,26-35,Muslim,Male,D,-42.54905458020441,-81.25458860213199,A,-80.09168636618399,-141.32516577448294,C,1
Germany,65+,Jewish,Non-binary,B,-151.79062113934432,32.768013818421906,A,-58.37297429920315,146.35783915155892,D,0
China,26-35,Muslim,Female,A,143.71471568331802,96.31118594676893,E,-142.6325197201706,21.45372457083719,B,0
US,65+,Buddhist,Female,D,-5.416604719743407,-75.48666350687941,B,68.74849095772134,-22.70478382717867,C,0
China,51-65,None,Non-binary,C,59.2927591353139,-21.069346476740453,B,43.55264996684718,49.326774444849406,A,1
UK,18-25,Other,M,A,-155.91145033659708,-97.9498850233706,E,-66.85262652157665,20.591594633969308,C,0
China,51-65,Hindu,M,E,143.68965796504528,-94.0643776637066,A,30.650365472759074,134.38621709868272,C,1
Other,51-65,Other,F,B,-2.0174311406479983,-58.71803830616612,D,3.4753960722348487,-184.9924275486134,B,1
Brazil,65+,None,Female,A,-21.765618674708957,-43.148210132901795,D,4.74792439133543,117.56926993200123,E,1
China,51-65,Muslim,Female,A,-96.13180753346471,182.35505040037356,D,-22.562855175861767,48.757145282839865,A,1
India,36-50,Muslim,Other,C,-172.03642925028174,41.840781179556316,D,85.64825530518702,40.561315462790155,A,0
UK,18-25,Hindu,M,D,-189.49871109611988,68.0300833635399,A,-107.81576844344339,33.46835533158002,A,1
Germany,51-65,Christian,Non-binary,B,-54.92765282842177,-31.81420226867771,A,43.91690684965827,-154.87374592644582,C,1
India,65+,None,Non-binary,B,-88.76393708507041,101.4062554005879,D,181.12307259644558,153.10202729465715,D,0
Germany,51-65,Hindu,Other,D,-101.31401408596399,29.351029839653638,A,80.59767669308785,33.349011420953005,E,1
Brazil,26-35,Christian,Female,A,7.909063923024205,-63.0189200677581,E,-112.96904778712945,19.313248527667568,E,1
Other,51-65,Jewish,Male,B,142.10120569772508,178.5629766182413,C,-28.27912932838863,42.609758498695484,C,1
UK,65+,None,Non-binary,B,-78.89046359634064,-40.86074530620446,D,64.86560991768202,22.549621178774192,A,1
UK,36-50,Christian,Female,E,-119.65146748261604,38.68464081655746,B,253.81805319952102,68.17963928440592,E,1
US,18-25,Other,Non-binary,D,-0.8278109193265721,82.10928194959351,E,-84.5159671566616,72.8305579940503,A,1
Other,36-50,None,Other,B,-40.54875347051113,-88.8329597512954,D,-29.464174715206042,-15.842955010326353,A,0
US,36-50,Other,Other,D,31.23898952145031,107.06934273100642,D,-209.33308500669966,-76.5066458152479,D,1
Germany,36-50,None,Non-binary,A,-114.33914191176105,142.71165706317385,C,-126.757796068894,150.30751149587726,B,0
Germany,65+,Muslim,Non-binary,A,-250.83786613131088,-211.13584946541488,C,37.77583558271285,139.97604504459895,D,1
US,65+,Jewish,F,A,182.6574312647024,-76.41974873574759,A,-112.62343160279795,-24.623019257060992,C,0
Other,36-50,Christian,Other,C,15.97023385849807,-112.66043855762919,E,-40.09116272842756,38.71054256282489,A,0
Germany,18-25,Jewish,Female,D,-57.17933718692244,-64.55958810255105,E,-36.82832653988313,3.6295028855538396,B,1
India,51-65,Jewish,F,A,-61.4908802021804,-36.31594756961523,E,124.08871903901525,-61.662406961847324,C,0
Germany,18-25,Hindu,Female,D,147.91042879525511,-13.344904476641439,D,-170.51092972400386,69.46348427969023,B,0
Other,65+,Buddhist,M,E,-80.24435950561622,47.153147383458204,E,208.46678069302365,280.4234075426389,A,1
Germany,18-25,Jewish,Non-binary,D,-27.882540180966508,142.22036375836734,B,-8.241135898108283,40.58112221743199,C,1
India,36-50,Jewish,Other,C,109.15311325799996,57.77955998119371,C,7.040673498570128,-41.53425688962884,C,1
China,26-35,None,Male,B,53.5494023360263,24.50477044761367,D,-18.70742241150814,-151.61176617230382,C,0
Germany,65+,None,Non-binary,D,107.05812995867454,-70.10560267929054,E,-128.4135052373244,-4.605914072952468,A,1
Brazil,51-65,Christian,Non-binary,A,67.7072772714246,-3.3526422295945886,D,-113.5695162705612,-12.154365310709618,A,0
UK,65+,Hindu,Non-binary,C,-10.586683881338613,-54.06482334792957,E,100.12110855378442,-200.20113678668653,A,1
UK,18-25,None,Non-binary,C,-38.83876862665507,-68.46702746530215,B,-123.54033445114439,39.91325587248548,E,1
Germany,51-65,Jewish,Male,B,-58.1575958281597,-59.11349240771998,C,10.135794636269052,-95.4609533162896,B,1
US,51-65,Muslim,Female,A,35.16386631965561,3.3685581580990442,E,-51.383721734145446,-23.095247621595245,C,0
China,26-35,Muslim,M,E,58.79276438471046,-25.376904736830546,C,118.99136763961505,80.81494470162991,E,1
Other,36-50,Other,Other,E,-37.197488982779404,-22.775238253897303,C,23.29240704334639,-24.363333112384456,B,1
Brazil,18-25,Christian,Non-binary,D,135.64743006136263,34.94882758091592,A,-93.76098273623256,69.97810160202546,C,1
Brazil,36-50,Buddhist,Female,C,-163.28156607452792,-29.712796473773334,C,24.832991165811915,107.64822168157058,B,0
Other,26-35,Hindu,Non-binary,B,20.143489452362648,-0.7913670088100409,C,39.64564334347194,-85.40186957528,A,1
Other,18-25,Other,Male,C,-38.86152600646188,-148.82244909014457,E,45.791438872386,-157.3475210587974,C,1
Other,51-65,Other,Male,D,48.34015269069001,-139.79919823290746,B,-2.9972680438733676,93.60086658513602,E,1
US,18-25,Jewish,Non-binary,A,72.35476408286841,-93.54645921011979,B,171.0364375441842,101.05307965518311,C,0
UK,51-65,Other,Other,E,-101.00911782651396,-44.47646129637962,D,-1.3773142120139923,151.35200522136435,A,0
Brazil,36-50,None,Other,E,189.43143614316566,-181.76673236319786,C,27.457474862902775,162.45622700290986,D,1
Mexico,36-50,Jewish,Female,C,116.86946599274668,124.01908382472682,D,-111.34100435730194,43.66599203783827,B,0
India,51-65,Other,Female,B,76.95576073521414,-58.4790610754213,B,168.19918345998633,9.41051161024338,D,1
UK,51-65,Hindu,Female,B,59.289334999437926,11.606222938507917,E,-37.405608168287735,-101.19157889815978,E,1
China,26-35,Buddhist,Other,A,294.15414392283355,237.20874488506652,C,-165.2489476736275,-119.13106549923442,E,1
China,36-50,Other,Non-binary,E,-17.6942702687157,-212.76968983080275,E,-74.71548834331843,-61.60869147731295,D,0
Germany,36-50,Hindu,M,B,114.43082337740462,32.984354076419585,D,56.19836633568557,-9.0792658062726,B,1
US,18-25,Other,Male,D,-37.81990692619205,15.23883655130612,D,67.26913459691458,-23.920025586530475,E,0
Other,18-25,Other,M,B,-186.06092976017007,-25.500710643166986,D,3.629464700268655,-50.897392437268586,E,1
India,51-65,Other,Female,B,-88.97297661794367,144.14192400333746,D,107.64578651793283,6.202682239891981,D,1
Other,51-65,Other,F,B,2.4996906787443116,67.8055777526251,E,-25.710358076938867,-225.83289331364145,C,0
China,51-65,Other,Other,B,-111.35869041632334,-108.19949355442257,D,11.836706370284858,99.36171418690395,B,0
US,65+,Muslim,Male,A,-128.65180662585342,84.52475592030386,A,-86.3857994828774,18.55362719634555,D,0
Germany,36-50,None,M,B,-57.27312201299961,-60.87034792717178,C,-131.11805360029726,-152.97894140957231,C,1
Brazil,36-50,Jewish,Non-binary,D,-49.83871818746731,15.685788840450106,C,36.260910112204726,-263.75701840544264,D,0
UK,18-25,None,F,D,-108.44108733048155,97.89591154855071,E,45.138142479057805,-157.75628578380022,B,1
US,51-65,Jewish,Female,D,-139.51286208497422,-44.575408105037674,E,28.880222580033738,-46.73817037656031,B,1
UK,18-25,Jewish,Other,A,-123.4737424423325,-103.12950989216777,A,-100.3196370949682,40.1109968566485,D,0
Germany,18-25,None,Non-binary,B,-73.54513978354798,-133.00173606191152,C,-11.543851863069568,-141.39308884807514,A,0
UK,36-50,Jewish,Other,C,79.2750740682288,-34.22304874822843,D,18.993964293314118,-138.84386474513434,B,0
Germany,18-25,None,Non-binary,D,-92.27877741332374,147.55227374600076,A,5.670794271189304,84.72755606144061,B,1
US,65+,Jewish,Male,A,56.239811682991736,112.71033418375869,C,120.98112181911442,-37.31806391679523,D,0
Germany,18-25,Buddhist,Male,B,-7.94683267776609,153.6154991638713,A,5.733734980994335,-255.70310068605852,E,1
Brazil,65+,Muslim,Female,B,-117.6850395394377,11.434894228502417,A,27.64568833166998,80.28750114579204,B,0
India,26-35,Christian,F,D,45.469159161322445,-287.2625786425401,D,137.1818788756231,-44.228869308820016,E,1
Germany,51-65,Jewish,Non-binary,D,-92.01556135455563,54.199766693927195,A,148.3362978345938,34.97973040952009,C,0
Mexico,18-25,None,F,E,-109.6281147393318,100.3094700291251,E,-105.28474556994621,-181.57006471348652,D,1
Germany,51-65,Christian,Non-binary,D,-63.25269195400743,44.43596160298519,C,-62.68981072271609,49.84406554664601,A,1
China,51-65,Christian,M,A,11.537554614368313,-51.88156720597604,B,-81.21666099954274,76.50021169127099,C,1
UK,51-65,Christian,Female,D,107.42472018648535,126.23826751471971,E,63.93335283298816,-92.40950214932629,C,1
Mexico,18-25,Christian,Female,B,-27.50643145830569,-57.78293757622498,D,-12.971121622863043,-130.96488574254235,B,0
Brazil,51-65,Jewish,Male,E,-118.16271642070497,-159.92169623271752,B,154.22659989169955,12.689699293707346,A,0
China,36-50,Other,F,C,64.31115629541,156.78563390285768,B,20.278012818796896,65.44542525649692,B,0
China,18-25,None,Other,B,18.732423147754893,-153.59860792906076,C,-25.977321568160423,25.043949771672718,E,0
US,65+,Other,Female,D,75.83989203626903,88.54890751713656,D,-134.3664263377943,-18.91704859975167,E,0
India,36-50,None,Non-binary,A,-154.6413287442677,8.31350547157999,D,131.18711882230394,102.06955044398451,C,0
UK,26-35,Hindu,Female,A,27.64098813545125,-23.548402182411255,D,48.319465325553864,-5.7126972816092785,E,0
US,65+,Jewish,Non-binary,B,-42.831584733772864,-70.33211163264804,D,-16.82980577311159,88.62533259139894,D,1
UK,26-35,Other,Female,D,101.44017319755379,-26.101320945743034,A,-44.28405953703027,-7.589560766323962,D,0
India,36-50,Buddhist,F,D,47.09159459554728,-227.33380518968684,C,-195.4272219637903,10.063172865508692,B,0
China,51-65,None,Female,C,1.270500582416513,-12.526375189700357,B,-279.82119990929436,99.67537612778494,E,1
Mexico,51-65,Hindu,Other,E,3.6719519800207974,-129.47682001861747,A,-56.54585626990838,196.49280361621032,C,1
Brazil,36-50,Other,Male,D,-97.50276780144956,56.73386429887051,B,89.45008806792788,-70.08781825171043,B,1
Other,65+,Buddhist,Female,D,-128.16046473594537,125.54095215657723,E,25.226041103119655,82.49427351176516,A,0
Germany,51-65,Hindu,M,B,-137.99563275690394,9.034758016373246,A,42.24273389982499,-31.357495085763365,E,1
Mexico,51-65,Jewish,Female,C,-101.01438042315758,-18.782678898475986,D,112.66175197274634,122.12480190912656,D,0
US,51-65,Buddhist,Female,C,214.87367668430105,62.87144838704377,A,-106.45198285875617,221.21467951988896,B,0
Other,26-35,Muslim,Other,E,-49.89780425894347,84.06559353528684,B,-86.8625612590929,-103.87351849644757,D,1
US,65+,Buddhist,Male,E,26.853822871893744,-101.57359136800817,B,-108.7872001173903,37.280980875008936,D,0
US,51-65,None,M,A,-149.6352351276752,20.374960105502353,B,53.52016930393619,-2.214677123315905,D,0
UK,18-25,Jewish,F,A,-97.1971962384496,-11.952058541438833,C,159.1819631529712,-56.667670567836545,E,1
Mexico,51-65,Christian,Male,A,32.924412485448414,-52.57150675866208,E,167.4680758833928,30.43208224457726,A,0
India,65+,Other,Other,A,-53.25467267274222,-8.68985044935441,E,-28.67226171712991,78.5648381061305,B,1
Other,36-50,Other,F,A,29.543032260716473,-114.25831684317069,C,69.4569811848273,56.45413125550122,A,0
Other,51-65,Jewish,Female,E,7.80595548968577,12.758743793128053,B,-18.872809714685932,150.53090208035746,A,0
UK,65+,Buddhist,M,A,-10.999700574831127,-52.9901979635474,E,48.29865767620594,-130.15082576004556,C,0
UK,36-50,Buddhist,Male,C,-125.0890483945914,162.072217472417,D,-63.05537199852154,-139.81514088548454,D,0
Germany,36-50,Christian,F,A,-113.08151569990608,-1.5967422522027621,E,-77.45855393519828,-49.66075212645031,D,1
Mexico,36-50,Other,Male,E,-27.04887638832586,-14.013702468947525,A,-169.1626422555896,-9.030808776780637,A,1
China,36-50,Jewish,Other,C,24.873235459507256,-63.30580475398536,B,-133.84410979793353,96.89785226603468,E,0
Mexico,51-65,Muslim,Female,B,23.01656850016986,54.04141884425405,C,5.410753117775819,120.2364755213699,A,1
UK,26-35,None,Male,A,74.41610510812858,-88.0485320991845,B,-327.63714615808294,-88.16643728156808,B,1
Other,51-65,Christian,Male,A,-72.66261361463992,26.26773632985296,B,7.274522644794831,68.130940642717,A,0
UK,18-25,Muslim,Female,A,-0.7959857852477831,-124.00555674940621,A,-48.78116635093208,-59.99921924984197,B,1
China,65+,Jewish,Female,A,-54.82770867782886,-119.56497458656705,E,-163.80219605013704,54.2900371019517,B,0
India,51-65,None,Female,E,-97.80649237086593,51.344605320865924,C,-94.46328240548307,128.85886297092273,C,0
India,65+,Hindu,Non-binary,C,-59.045453581207006,-85.14913927761644,D,24.683564324245776,106.83111905866983,C,1
India,26-35,Other,M,C,83.64525850658578,-31.361824773802883,A,-54.77682370446051,-41.219739008120726,A,0
UK,65+,None,M,B,121.29727259450434,48.77082943908647,C,74.08669535665535,-28.9230480970821,C,0
Other,65+,Other,Other,C,-94.8073730043117,-130.72728387054065,A,138.3620133385362,121.33237357985607,D,1
India,36-50,Hindu,M,B,-124.78934436811626,-25.568468055896933,A,131.22865697837878,66.7229258325099,C,1
Mexico,51-65,Other,Other,C,98.2697161569931,168.06753388545587,E,-123.20159527367778,208.4372074710021,B,1
China,65+,Christian,Other,E,-165.02960194436736,110.05260311424985,C,-8.892571208947855,120.04343147051289,B,1
US,65+,Muslim,Male,A,-46.39096838020661,-29.920335666336488,E,284.9460854999839,41.98894600147213,D,1
US,65+,Buddhist,Male,E,99.76419096713671,14.103313959762232,B,139.3901539077065,-65.46252837007081,B,0
India,26-35,Christian,Female,B,-56.06440863075307,-4.515275151296254,E,66.7023408694534,-94.13807702178583,D,1
UK,18-25,Buddhist,Non-binary,E,-131.93639547062153,-122.50918920435029,E,65.5653222266893,2.2861692694816176,D,1
Brazil,18-25,Hindu,Other,D,-156.22597613063687,-98.07277602337821,E,91.21228635964921,-29.177076856178637,C,1
Germany,51-65,Jewish,Other,B,-48.200412240307074,248.86218735934725,C,-25.784372005321206,60.49871066608087,B,0
Germany,36-50,Buddhist,Male,D,-140.91371371212907,266.72503560834093,A,-161.38000540572895,-105.9861493532778,A,0
Brazil,36-50,Muslim,M,B,25.25632020308764,52.40642221526438,E,-50.686112788085225,89.60637594110017,C,0
Other,26-35,Jewish,Female,E,65.23556078588952,-134.91527557766452,D,-142.8249171719007,-43.14266383923776,E,1
India,26-35,Jewish,M,B,83.31077244248752,-34.16355535562208,B,-9.540001730412078,210.56722634165303,A,1
UK,26-35,Other,Non-binary,D,129.0250040124146,305.4080546434056,E,30.829419081242598,-227.12291346997827,E,0
Mexico,51-65,None,Male,E,113.86517745832751,-18.856571821371155,B,-68.1174613898957,173.09625938931563,D,0
Other,18-25,Christian,Other,C,89.90329032855276,96.44659260471629,A,-148.73784586980693,37.41563140372693,C,0
US,36-50,Other,M,D,61.82405042951659,-99.88812206072042,A,98.75632970175975,-202.58651678139842,D,0
UK,51-65,Other,Female,B,-81.22434598771967,-83.30920746425296,C,29.388413693422887,-126.49449228523682,B,0
Germany,36-50,Jewish,M,C,-9.320406029868938,-101.47009263686888,B,-325.9514909541908,21.38051341124895,B,1
Brazil,26-35,Muslim,M,C,69.47478591080011,-56.18460066544028,C,-52.09140044708296,-180.28811857120496,E,1
UK,65+,Christian,Non-binary,D,206.91656319651793,74.00208469677942,A,-53.235140751730036,11.448047306526659,E,0
US,18-25,Other,Other,D,-146.1026661851237,53.75502556923043,D,45.388554800237486,-6.85204397883853,D,0
UK,26-35,None,Female,A,-119.71750249283335,8.317739436330445,D,-55.76966895724911,237.55641943408378,E,1
China,51-65,Jewish,M,C,-105.36030464162766,-72.68340737928474,C,-52.411750297650926,-83.5936373262864,D,0
Germany,18-25,Christian,Female,D,-95.39617764252485,-61.682810197816075,C,42.646644975872526,-3.5178529205374987,E,1
UK,18-25,Other,M,B,102.7680587754388,37.18779745819462,D,158.52240998602113,-40.07230648687715,C,0
China,26-35,Jewish,M,A,74.20198834666387,-5.23725778484556,D,-86.12547356159587,47.51117595054074,C,1
Other,65+,Other,Non-binary,D,-143.20731685251113,-179.56255235580173,D,31.530451207990467,-34.81289306310348,B,0
Other,26-35,Muslim,F,E,-160.21672243577518,-152.58434400863146,B,-145.6092573670226,37.48481647754944,E,1
India,51-65,Jewish,F,A,-85.96170839296829,30.77160354026444,C,58.56903456880166,-169.7103141915919,C,0
China,65+,Christian,Non-binary,A,9.982712479601998,94.27169209046328,D,-59.90713405077803,144.46503631535944,D,1
UK,26-35,Muslim,Male,A,7.840956628086435,24.35157564691628,D,-42.75344283790919,-26.317559313513268,B,0
Mexico,26-35,Other,Female,D,83.21629339775708,40.582790146591115,E,25.465824555891775,52.48928972784602,B,1
Other,18-25,Muslim,Other,A,-81.85963533843781,80.90528482051971,D,31.236201634507722,116.82000732253974,A,1
US,65+,Hindu,F,E,-68.33915351782635,-121.3887526968267,E,-99.71958573531617,-62.420636353011986,C,1
US,36-50,None,M,D,99.45445629494618,5.047922939723539,B,-47.2403602124728,58.58287925394847,D,1
Brazil,26-35,Other,Other,E,-57.24185079061657,101.38646461270737,B,1.1182645310663542,-33.55618520681165,A,0
