Disability,birth_year,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Mental,77,Homosexual,-109.56247017454099,A,-60.17384830136946,-64.53624446897143,147.51201580027563,-47.947573153363656,B,C,D,A,E,53.743508001969744,-41.68182465783069,99.2385842139709,107.04839130661432,-22.8492802075825,E,-169.0656418690659,1
No,33,Other,5.386981605809595,B,134.54654134774836,19.256652489032504,33.33719212123774,-20.137678185946065,B,E,A,E,A,-34.09288283025604,-117.46859988188399,-81.44760310116946,10.523472087508289,247.69243962388296,B,-68.25624525286645,0
Mental,47,Bisexual,-187.17830190161885,A,-15.839563242460851,-196.41282429876804,-10.57829134205668,-147.49003708518785,D,D,B,C,C,-30.546250685819498,61.67484112175904,-112.8439162756986,-9.76819801639834,-57.248725677879534,B,155.2319354243604,1
No,18,Bisexual,-72.6823959183582,D,187.40399741997538,58.24617390704301,20.062437039079164,-69.29735222286703,C,E,C,D,D,46.98081076632717,45.45610566016481,67.70653948691233,-51.4616219980111,73.55289900045422,A,182.403501684775,1
None,79,Heterosexual,-164.11681057640286,C,-16.99829078887925,-51.97409629263099,32.729236142504305,30.284381629619656,B,D,A,A,C,66.29500319017885,91.0532295480075,37.35513379217165,-9.874738802147712,-69.62325501975155,D,-67.10654016424984,1
Both,45,Homosexual,65.46260535897548,A,-23.511212359970955,-56.56919728261478,196.6103654255712,141.36568712512286,E,C,C,E,D,-25.899882044707294,41.79844770049338,-22.108194859965828,-149.184056491857,-71.17972775381773,D,29.84737674129058,0
Mental,46,Other,-99.2585895701298,A,24.855995533916428,-126.65072569693325,-11.381478215435632,-67.27828104914211,E,A,C,C,A,-38.908291921809635,81.23659660648637,12.286637283096075,28.11848734360445,84.08897060977766,C,-112.39649109002141,0
No,39,Heterosexual,96.25911052759555,D,-81.06741303271797,-63.000780917574374,-50.95536240509533,-85.42914333765496,E,A,B,C,A,184.94961990709393,-8.346426698279558,-109.47913567487475,3.7655185145053887,-119.14655905121194,A,61.367654524186044,1
None,83,Bisexual,90.90372183759663,C,23.28429460473872,-70.9708136431729,34.9460457262213,-48.29268634330132,C,A,D,B,E,56.63645420903993,-5.98836176066352,-45.029934835124976,73.02301308456632,-29.568647993117363,D,35.66275589584219,0
Both,71,Heterosexual,-30.510501531961076,D,3.818375391057865,105.1594009924273,-95.01365397907952,119.89175638252641,E,D,C,D,B,123.52679266027167,-2.4397325843889974,-100.85098409358409,-48.850288272878984,26.213461220731947,A,-66.9409814626377,1
No,47,Other,-51.86341010329317,E,38.1803184385671,-104.9658536748814,-196.88412903568994,206.5213524425472,A,A,B,A,A,163.86810935640705,-58.540524366409386,-15.218629100996061,-166.47598551827897,71.10153885212402,C,47.56434791180535,1
Physical,51,Bisexual,32.61025768954361,D,81.86486791177941,178.83617694973188,-111.4854949337736,-6.751660455628131,B,A,C,B,E,-93.26024615397404,-154.22381474033673,-62.28279559577062,-137.54590982819653,95.9086098153605,B,75.9080005148907,0
Yes,97,Other,42.87700239554137,D,-191.29468007797288,-32.68151442604236,-155.48070044153377,43.01725236359947,A,C,D,E,C,43.119467938388134,160.8116217668238,2.9457386499216143,75.51316524613132,-66.94120060156779,D,-66.8000619095189,1
None,96,Bisexual,-130.89380441828777,D,-92.68439931537526,129.8851386520692,-92.21810975073234,-92.67831425983658,A,E,C,C,C,-31.46554792320979,-52.692120982771584,104.95223507254363,106.87958058423274,-139.67349108656833,B,-53.468070828461144,0
No,20,Heterosexual,140.01920624881686,C,152.52976535411767,-151.98812057322303,18.46123296580364,37.115756944299925,E,D,B,B,D,-26.954353867462345,-63.88211527339268,146.9445754497031,39.64076333876548,-35.243756912513525,A,-189.7285697317892,1
Both,60,Heterosexual,105.74312312006842,C,-108.32039177339041,-312.59211808305736,-372.05673549491877,141.45592090899262,C,E,E,E,A,41.48146516832544,40.40164331461521,235.86522784348216,-103.50467158646963,30.195317288534312,D,-107.70153207660478,1
Both,57,Homosexual,59.4832342990742,E,-122.9398308772224,-52.220442848684044,26.620072126727322,39.7518810974301,E,C,A,A,A,57.71870462554263,-28.811285643664075,224.33678560098733,-266.06021460164806,-22.86439080936297,A,49.72181215791039,0
None,72,Other,-174.13657680848976,D,25.861245255677535,-59.94343787627475,74.07884787247127,208.34902735133062,C,A,A,E,E,131.80286365987055,-150.96903806107645,-76.39009461926148,-113.61820931350842,55.600465851265454,A,-97.63753349378358,1
Yes,28,Other,62.7563022672761,D,195.4406215641389,-44.6520921333381,78.2841369764679,9.3307268259903,A,D,E,E,A,-134.8976815988145,159.19984385436598,49.86936577538193,50.70407339298065,56.785652866272265,D,152.70557928965488,0
No,58,Homosexual,-39.4437613369196,B,-143.89756551681202,87.12954545292601,-113.85355219861628,36.1004481546752,A,A,B,B,E,-10.186297010959413,-51.53776555024348,-217.9845562760175,-17.90957614318793,-170.5097195044885,D,-137.92514493372065,1
None,62,Bisexual,-73.34175370675045,D,3.9857984776543938,-62.61549864407564,43.98579550700896,42.45215678290488,B,A,E,A,A,112.73408259058937,-43.601052060371806,-1.5068463894708077,-107.98703942514652,-218.31017474276462,D,56.69820087118717,0
Mental,30,Bisexual,-64.23465670807569,D,152.14605353703672,157.17909613257106,-41.689667360012024,-100.81441376077362,A,D,B,C,C,7.62142435460421,106.34990931342404,-50.8964492379634,45.293278922206916,-132.36719076762057,D,15.890564279249354,0
Mental,31,Heterosexual,78.99542953112156,B,-42.48686529481558,84.00125660828589,195.39956986491183,-22.81741070640789,B,A,B,E,C,-119.77047112316923,-38.598595392245194,-27.041054083556254,-14.934785410667201,-60.744224077156076,E,5.7742661981707455,1
Yes,93,Other,52.32908833860043,E,204.5385450042181,6.640702325608975,14.365332757446891,105.05647475092744,E,B,C,C,D,-85.65734061005085,-23.327235859510477,71.99490455364696,-37.470790066621966,96.80096318685139,E,155.7159777922355,0
No,34,Other,-22.220677006453673,C,-22.636411250810387,224.30909567767898,18.7811879123165,29.229910092321155,E,B,E,B,D,-71.59226535430906,6.164632282282287,-187.18410143313895,35.64053452263003,2.6257616741910073,D,-81.8184075953788,1
None,69,Other,72.00783264737538,E,-0.09129150951810103,-112.06591959247385,-4.276825911015628,30.224073368067533,B,A,E,E,A,36.50207481460796,4.534217718192391,32.21263720218248,-134.6630459589988,9.38931535922518,D,-251.8946442026763,1
Mental,28,Bisexual,64.73141453642936,E,-73.08745415247927,-15.55226052921656,17.458626738297735,77.92995493311693,D,D,D,C,B,40.094528636414175,34.09839113607119,144.4164698789022,90.74366977213819,147.1803873155001,A,-64.22928223922044,0
No,70,Other,-15.0003819075245,C,-120.90973254957032,-75.79195722111464,53.07415649989436,113.68290756437311,C,E,A,B,A,-87.56177554918122,2.473861693379562,-59.77988063214505,-7.8766805776285365,14.220682829878694,B,173.53302200473533,0
None,68,Heterosexual,-113.05519130498529,D,-11.75828954738216,-18.314538000306815,-66.77597913773947,159.8356489494446,D,A,B,D,B,-119.61763332822018,-132.30238603522736,-78.33616388224051,-104.00455989484479,-76.39945295391685,C,-113.72433925620282,0
None,41,Other,-100.99569261555831,D,7.362780650525526,65.3471210125566,51.232489477783474,-41.64761190783043,C,A,B,E,E,-322.54501620105026,18.16749342343294,-96.60132070313185,-139.27777713230944,96.54921033224626,C,23.871054864648944,1
None,97,Homosexual,150.82965483693184,B,35.13426622336449,-94.86876478416497,-55.224574544441076,30.21811687978188,B,A,C,C,B,-0.25217227714328133,-48.880744695507275,110.38101297597109,-132.2796155538708,-118.02537881830901,E,32.273926385769194,1
No,96,Bisexual,86.69737878711427,D,88.12332272909279,-109.11883715331463,9.25257298378558,-136.4897927039738,B,D,C,D,E,-131.74123493004817,2.0562619748273594,-198.33034336585388,-22.947605465670513,114.04637934351625,B,148.1135449935912,0
No,94,Bisexual,136.85427799596448,A,-125.80360040963808,2.6368782345693407,128.85035728799164,101.58490667860755,B,A,C,D,D,-29.632154182260155,-14.68283294366156,-165.12105930949426,156.281751423042,28.421774380132813,B,50.75446091964507,1
Mental,38,Homosexual,-15.203616945946171,D,90.68385906019466,15.769547841930622,113.27171527780038,-239.10189070012245,A,B,C,D,C,-65.87944048290765,-95.01602720000274,82.82870294949458,21.327847533508905,122.48366068387145,C,-72.95469897239457,1
Both,21,Heterosexual,-39.03353667668048,A,-71.75273403701462,124.87493844892671,-23.34568698224164,-103.4059292527816,C,C,D,B,A,-207.32824517933497,-14.287624910835076,-2.180742568576254,108.95332382584503,89.24867713868393,A,-18.144989336734653,1
Mental,48,Other,62.456713427302546,A,13.133494432237036,33.31262921952655,38.50716114261963,180.9456153156417,B,A,A,C,D,-69.45573957190018,132.7636954769515,82.23401269033353,120.62245559855893,-32.0357338595339,D,230.6930430735806,1
No,18,Homosexual,-7.40661918911627,A,169.58887852223293,7.430024263740618,-40.28202803356678,5.312583002071136,C,B,C,D,A,-17.282581274827653,-84.51742242667957,-98.98938585492982,-135.3686446087816,30.17747809369455,C,-275.47740818086226,1
None,27,Bisexual,12.339744228712895,B,-102.45378176822368,-144.439555710032,-10.949367510501647,65.5653680574271,E,B,A,A,A,-0.2854476287292168,32.43322448316729,-132.34277079793847,157.36597731047334,-65.08719041039178,E,25.66572793798431,1
None,37,Homosexual,-173.00203208164186,D,94.12747527397535,-1.1657308015211343,-117.28859312000168,-52.97838070590455,E,E,A,A,D,11.562728856540321,-95.67931673470378,6.049754134274563,-137.5246181465126,17.287641083770524,A,-77.17331920880375,1
No,23,Homosexual,73.71122651783888,D,-6.080796818577645,57.68614583876167,-48.79215739021643,102.29178553888106,D,A,D,E,B,-126.22356736615168,-35.6890770940904,-177.96531458556896,41.33092929250218,-134.5373552291466,E,20.390787785742603,0
Mental,35,Heterosexual,73.00278797116381,E,-61.3950726812007,-43.615541875869866,257.02620510425766,2.190491000341948,E,A,B,E,D,33.27415475697533,-16.24028664092422,-113.3340982771867,-299.0626697448173,-102.99185315161485,C,113.39158490295036,1
Physical,78,Bisexual,-128.94895993986296,A,-142.14804064368485,-30.572826865343284,223.21647257405752,-2.775427639878492,D,C,E,E,B,-187.13113262356285,27.4337399046738,6.545871390504747,159.32797263483377,9.124049508793137,D,-194.4741743081948,0
None,69,Homosexual,-124.04022907112223,E,-98.2977423933756,84.79392364348799,71.31996610946351,-152.2760416823182,E,B,E,E,C,16.38223725532282,196.32715244767843,32.209451791623,133.29884884667896,-99.2735537035067,C,8.725915901063594,0
None,57,Other,64.47583337415894,B,12.059155695952219,0.42144714947506035,88.03230858858167,-22.505739217674883,A,B,E,B,D,-189.5813624086369,-18.131861636533095,192.52527654856488,-59.92768402632985,-43.47393853571898,B,25.50986145593937,0
No,58,Homosexual,-45.56573878367631,B,131.96069209562665,122.02851109694635,-97.99492943681201,-77.31506090775184,B,D,B,D,E,48.58320442561277,12.213056476493609,40.38080570963946,111.41311244355245,-23.22649543514867,B,51.276755493108695,0
Both,25,Other,176.52492153307054,B,-34.65889022885757,-188.8995048577081,127.41980092607828,-83.15969375869817,C,E,A,D,B,19.147263342023095,-16.044792129978962,-16.27591257610993,80.87069694290179,60.03859610749208,A,-129.6767033522852,1
None,36,Bisexual,-13.845091699272041,B,-37.24427100868341,41.3233239453313,33.466868455396906,109.54197911955997,A,C,A,A,E,86.07833834254073,-161.5184160938308,69.25135266758923,16.526560579864217,-111.70823579012664,C,33.2849684553963,1
No,75,Heterosexual,109.74855378267388,B,49.32103328360977,-112.42191293123511,122.23156530879118,19.136289787107803,B,B,B,D,D,59.83603863184823,130.30077001613606,-156.69052472771853,-29.224197361112836,19.303733901744753,B,-60.59692880851246,1
None,23,Heterosexual,21.908567692928834,B,6.071644070803602,-141.746839182388,-85.05297092215862,-168.2926206224964,C,B,B,D,D,-124.75723210610536,-128.84383603818932,120.4193342040077,-85.09190529580111,77.14015654152642,A,-115.84525244355537,0
Physical,95,Bisexual,40.67998518274658,A,50.16511761486444,-49.77442457053279,49.37496084903897,-31.901851060114517,D,A,B,B,B,107.52820845646936,-166.1542708504828,-24.571677278608163,-73.36258666154588,41.690422988924034,B,-60.27187210920755,0
Both,27,Other,-126.60618767331688,C,-139.7690218678433,-69.403318304947,41.029166776947186,6.631026603185116,A,D,B,A,E,-63.94469863766121,-24.69133755941838,-92.5662390587132,-76.35970434909933,-100.48477360299002,C,-28.670576065511398,0
None,52,Other,15.17151145963499,E,-48.057256504987656,48.649535472761706,120.7859593485499,109.74463973942561,B,D,E,C,C,63.42476388671413,116.04078134805647,114.19564045544234,318.5380448997355,78.3007254953147,A,81.68174260433277,1
Physical,91,Other,-0.8381302797786415,E,-171.86222211527976,-101.80885400876983,-75.5459934081058,-17.56136730256095,E,A,D,E,A,189.81399874494053,80.47938166690172,-77.67313949489284,139.0675791932559,61.4577504969818,E,-44.322643054368896,1
Mental,60,Other,8.881596545958185,E,162.99823290848855,-11.07268484268546,-94.57227483579409,97.5042269509187,B,C,E,E,C,-117.30324601257553,-109.30161414989085,102.17427785459643,-31.0319764278014,37.40083340202084,A,81.74017746639157,1
No,26,Other,79.56726266342923,E,98.22305461094675,-47.65347298211932,89.60705596556402,184.11900314450233,D,A,B,A,B,-6.112132622084746,172.2955714036111,-42.63043789959246,-93.39235952349026,-178.9069032217358,A,84.18972938805194,0
Both,79,Homosexual,-225.60246260831764,C,-174.54356158129627,119.59126751617303,213.27873295085325,72.10869889782501,C,A,E,C,E,-58.55162362726543,-13.407431376068512,-1.8964468804954873,-14.920930876970456,-77.83513196025157,E,-45.126043820627395,1
Yes,46,Bisexual,-20.896483446785854,C,-21.36818171175158,-73.4757123706102,-123.14687957415558,119.57083134819591,C,B,D,C,D,-112.95137879645065,-174.42737640876786,-144.9038352788353,-0.5394401844291545,131.53715949435576,D,-117.46299376193198,0
Mental,20,Homosexual,74.7638137478917,A,196.3028422041432,-279.65712184648686,67.73338881586284,-63.29896386027427,A,E,E,B,A,-11.76356891561117,105.80772929958681,162.50781438589627,-24.275079166155162,-89.20644217971568,D,-109.48359779886674,0
Mental,51,Other,-78.13593112434286,D,53.059295213792346,-8.274899817207727,-45.42424979790867,-138.50955814366682,E,B,E,D,A,-123.15944594000476,-158.88505146981316,-30.927991261959814,84.06224121289154,50.57638915098991,D,-28.19248567667716,1
None,50,Homosexual,11.243264175970813,A,32.60031330598396,-170.3981785658072,-207.45246315409167,89.55285314579173,C,D,B,E,A,-24.513796407306632,-203.32436569102703,-45.30102531817971,-24.359910017663232,-80.3565428590289,D,-128.31174813675585,1
Yes,91,Bisexual,39.76546858351394,A,-90.5555997677451,-82.9242466639468,-196.67474574083667,-50.818091978670154,C,A,B,A,D,68.10888051259279,95.28267091190926,34.35142877092479,-48.156863551463374,-73.41492215853184,D,56.48962041822462,0
Physical,76,Other,-134.46115656305196,A,-73.68299493042255,157.46045929018314,72.262654214338,173.80721466950908,D,D,E,C,B,98.4297285070258,170.21481985454824,81.43216848889168,-121.6525763705159,-80.16508971861157,D,-30.258774626459363,0
Physical,92,Homosexual,-71.73865447960347,C,-14.833624928562047,-76.5881153654625,-37.30368250688193,-18.12064838152215,E,C,B,E,C,-134.39654118411391,27.100324578501873,-15.26319353676925,31.726005259727643,42.78678142392275,E,-41.338610536519674,1
Physical,23,Homosexual,35.41246063238271,A,-54.47195772437583,-72.26045219211682,56.92709297642481,100.22720335860997,D,C,A,C,A,56.91576492302429,-72.4360138613959,-45.266667625591765,-27.890199943841594,-142.48039541484064,A,-66.17134714393511,1
Physical,51,Homosexual,-44.325186364007656,D,-61.54954618372474,-35.5041001025911,75.99602476250341,-83.74707346753686,C,B,E,C,D,28.82806607902822,-100.31768760854392,-69.16214781837888,-119.71679555496004,-140.1135672709239,B,-137.00119106302267,0
Both,94,Bisexual,-52.164263799993336,C,-170.98398724883555,55.63393296583969,-82.68861644987678,-52.5350635544963,E,B,D,C,E,-190.54414757119486,38.30288663090076,-74.22575639679185,-22.26766297999155,67.28758542954722,E,24.3220901192714,1
Physical,70,Bisexual,-178.4903326965481,E,3.36423732335278,-40.979034643853424,156.0449421541553,-194.47928643588236,E,B,A,B,E,122.27847229876565,81.53316030892466,-73.73655165019957,74.42978118655469,-7.564737457069145,B,3.59326202029368,1
None,73,Bisexual,65.69444317010404,A,150.39644340405977,-48.137426509960584,31.136370973157966,44.53153817820365,B,A,A,C,D,77.8918321616893,-126.3205333292343,87.25598668892228,123.18659060666448,-97.61581887942441,A,130.7510181203044,1
Yes,21,Bisexual,-116.74630494243353,B,-56.54207663466392,81.02411885317092,-12.126382922510253,78.66980385773904,C,C,D,B,C,103.10700301672983,59.97887847491792,-136.02596050893584,52.30421684150174,113.84766368455035,B,-62.30051183602705,0
Both,98,Homosexual,-39.14580166801503,A,-59.69361264464372,-26.551486392300987,-97.40937937929843,-65.1627241874367,A,D,B,C,E,-149.5309386584689,-82.35373731298145,22.41535069391479,-71.39318735076235,53.45538599272609,B,0.4457647164500103,0
Both,94,Bisexual,93.14438026268367,D,234.55266708905685,-30.309782322287216,-3.067837296851713,54.26749176114555,C,B,B,E,E,-50.762009919680814,-72.90263870505001,80.41599961488527,-27.270785538372266,-64.30421310070794,D,-98.03077151015022,0
Yes,22,Bisexual,-57.36198326285392,D,-25.12994655748032,102.09667247122624,247.3173025336125,71.717012905991,A,A,B,E,D,143.42142985622573,-4.9927840127129715,157.11189593680433,20.20356673042269,109.20055704442784,D,-74.47460212666827,1
No,72,Homosexual,118.51501926253161,C,-65.90118847417621,53.17362965991232,24.315930461221253,194.02712708055145,D,E,A,D,D,-59.46592303850533,-74.39401081328538,-26.142541348926628,166.00607089994918,-214.51724106291618,C,-56.443350395084835,1
Yes,92,Homosexual,-168.71932369523387,E,247.77144727718095,156.12928980399724,-139.95508526439457,11.393914810619917,A,C,C,D,D,38.488096967993144,-28.8076650741676,9.368785022715633,105.55260687028316,19.468719849133123,C,-130.06071732447577,1
Physical,71,Heterosexual,-25.262414133920764,C,-189.2683342624395,37.07735206614925,6.217519228139339,26.572755608831926,A,E,A,A,E,5.324130701727775,-39.8652340309135,-52.286189515651515,-88.47427751054732,60.99947718741693,B,-75.44000606560782,0
No,45,Bisexual,73.75413584285944,A,124.48261219425538,17.512018615973766,19.690546142466562,-104.62873630432622,B,E,B,A,A,13.892853877344704,45.39681627564118,37.88719236112413,-42.91297254508986,160.8799294004948,E,41.46628080028478,0
No,54,Bisexual,-61.01221679545211,B,2.6702194048417827,37.86686816143108,121.58471368784338,-126.3887344613871,B,E,E,A,D,269.0242447091065,-46.58107436816877,8.000353701188315,46.432742791256295,103.65044968197283,E,-211.99461956289252,0
Mental,42,Other,-14.924111972211934,B,-217.70658980385326,-161.7917861400504,-15.76637896823565,106.27961988661501,C,D,B,E,C,55.94914424336375,-99.63368191894534,-76.27557187427931,-163.88266895896913,-133.82363422906158,C,-120.4601774252699,1
No,75,Homosexual,153.20118964226623,C,67.98740993246066,65.29301978450638,151.34076822912354,-4.336227047147884,A,C,E,A,B,134.4259354461105,-61.77726061149006,-103.3238390694197,-72.00237408242964,-25.699683602079578,D,8.041216291037088,1
Both,84,Bisexual,-17.9115555379791,D,79.74121779192954,-58.98861395772155,-119.80436179169041,42.00915975645701,B,D,D,D,A,-158.38877878264114,-97.76224184857941,157.31678435843912,110.87870618579893,182.65816110541365,E,22.112719405784205,0
No,28,Homosexual,-45.03007552170702,B,6.704361264545268,50.28560165849893,-5.637493570583905,-94.77184635918911,D,D,D,A,C,-69.1689124134505,107.42973426552487,-16.84049836155384,10.1094827398692,-237.31692103049528,B,40.63444981758418,0
None,79,Heterosexual,-98.15765230149334,A,-14.274217313518045,117.55567735260972,140.08965680321026,-107.98681974254674,D,D,C,B,A,-86.4855495221907,158.65453214270502,-24.660300592644226,93.6989526451524,-14.92242393760729,A,-117.1515724273523,1
None,68,Homosexual,-47.6291232125656,D,31.338606195752263,-106.20298178834018,33.51693836619347,4.00429932517377,E,E,E,E,C,27.60250150398863,-62.401826605736474,31.83927870217766,52.07211058884127,-47.89788721207708,B,108.38499033533924,1
Mental,57,Bisexual,122.25325365535178,A,35.31918870411993,121.46431282093693,-44.2054760469739,212.35998033514525,E,A,E,A,A,-31.6037393201563,-67.61188218857775,-106.38771494340902,-140.0762711014252,53.70875470016583,C,53.04204467705668,1
Yes,35,Homosexual,189.5474833491119,A,120.42995900111609,107.24172189845453,94.47149122638537,-83.1680215499816,A,E,A,D,E,2.081674407670019,110.6722166277017,-2.697221011967147,-186.42239923434025,-38.65711901413062,E,43.098304299622036,1
None,66,Homosexual,74.84228381941408,A,-8.747050925535303,-92.8572600510577,-56.683669238659206,-7.283574664279489,C,D,A,C,D,-106.91185102962602,-183.30960842435152,-70.40037759033343,124.2372523135026,27.361202082393472,A,-63.204862825023646,0
Yes,51,Other,-3.8065516472824523,D,-54.942257347802894,174.40975681546206,77.32810170881092,-71.12113129062642,C,C,E,C,E,47.311308881305536,26.645544733504966,-166.76254906952494,212.18588920064283,129.76481509554128,C,25.746349371421083,1
No,19,Homosexual,-52.37279831893885,A,-38.14409545290437,-87.90313543394117,146.72703644606062,-67.12794767326588,E,A,A,B,B,75.85146937529174,81.99384358683685,-32.858440339290865,16.996414716194874,126.36285902751973,C,-246.4275920682815,0
