sexuality,Disability,ethnic_group,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Heterosexual,Yes,Black,Brazil,-134.94329293643668,E,-25.82884616994961,A,D,E,C,A,A,A,A,112.21578655905735,28.99978551361782,-7.99234949884533,B,-118.29019804036287,-183.43933999033894,265.0780492803368,A,0
Other,None,African American,Germany,107.00926370270041,E,-55.05498360376695,D,C,B,B,A,A,D,A,-76.16209440217233,240.88982781074492,2.7512124621952934,B,149.9823104619606,7.337194675330068,43.57914905873957,E,0
Other,Physical,White,China,-22.798779345242156,D,59.90121853075535,C,B,D,B,B,B,E,C,60.34155675167238,9.609262098998917,83.31632132754446,E,-47.68942541931656,46.15491609920681,-272.5168436696341,D,1
Homosexual,Mental,White,Other,-152.75569906869492,E,35.53736230213737,A,B,A,C,E,D,B,D,125.50161312929671,-89.51556226382584,11.069493398352726,C,12.010313652375231,-185.45792319409566,-5.740512484249049,B,0
Heterosexual,Physical,White,Germany,150.78225953498705,C,66.33261107958322,A,D,E,B,B,B,B,E,-51.59311080592557,-89.41547464854692,129.24401766157328,D,-124.27424933357571,122.37620122700574,-7.093237985005575,E,0
Bisexual,None,Other,Other,52.06619916009599,B,107.49328517168841,A,D,B,E,D,D,A,A,20.366091368395566,-5.561279297825871,-38.96346700546406,E,8.217828437077126,-76.17671242336831,79.86462560878188,E,1
Heterosexual,No,African American,Mexico,-60.407516608216525,C,-131.13951575434086,C,A,D,C,A,A,B,A,74.45010524639447,-32.500650168461334,40.792681434671884,E,-107.69067838385598,-43.25155293237734,-80.42784485193121,E,1
Homosexual,Physical,Black,India,-41.60881563364903,D,11.785450276549113,E,B,D,D,B,B,D,A,24.31724152096548,-108.52182864364399,94.58801890213408,B,183.81366633692008,-42.8334475911068,201.01096139703222,C,0
Bisexual,Mental,White,Other,-80.97952266462751,B,-38.56741080861225,D,D,E,B,E,A,D,D,217.85617114428248,-40.452831357701946,6.462158474039281,C,-89.16065086661622,73.43172877872934,0.3845104435048837,A,0
Other,Mental,Black,Mexico,-1.2821634485495685,C,-53.86684659897995,D,C,D,D,E,A,C,E,92.70415203554087,55.63135630675677,-97.9105199832243,E,-8.329695181024002,27.67753470625208,-38.824852637448984,A,0
Homosexual,Physical,White,US,119.96028000858566,D,-51.81233917486878,E,E,A,E,E,D,B,B,35.85634090296542,63.744316835281424,-91.17628544424127,C,49.17611480480562,33.658904119628765,272.6528581769403,C,1
Bisexual,Physical,White,Mexico,154.4968906307325,A,146.20786763181735,C,C,C,D,A,A,B,D,8.95175622623543,155.09678998757707,122.57711496868006,E,-7.492167558697953,129.46071678135468,-25.45612711384388,C,0
Bisexual,Yes,Asian,China,-80.845871821133,E,14.129332505332284,E,B,E,C,E,D,C,C,-57.278777888643305,-19.310346380134316,0.3697828460814273,B,-45.5103344624014,46.046933865081634,12.00097061334329,D,1
Other,Mental,Other,China,15.67655877543098,C,-29.72285601544576,B,D,E,D,B,D,E,C,56.06588532834551,-67.49049358807747,47.999380353999214,A,-85.36005264785311,42.52523374848787,-76.58557760450996,A,0
Heterosexual,Both,Black,US,-131.44387943908995,E,82.41553690282643,D,B,E,A,C,C,B,C,38.17535554961531,-8.467616094142597,63.89124952998183,C,-12.80499064531779,-170.51373901160827,-87.47788606472375,C,0
Heterosexual,Yes,White,Brazil,-35.21375309466785,C,-41.84192777367986,E,B,B,B,D,C,D,C,-65.57937624937843,-60.067360936659995,81.6472030274499,A,159.64468774652366,-21.36987153176407,-18.107935891022684,A,0
Bisexual,Both,White,Mexico,68.6323466669134,C,73.86455079793436,C,C,C,C,C,B,D,D,-19.075147982898635,22.36404380567888,152.34613465201988,D,10.11486196126145,-68.55613402467301,-60.038690526008445,A,0
Heterosexual,Yes,Asian,US,105.92147046615517,C,240.7547770771453,D,E,D,C,E,C,D,D,0.4072687497237022,-225.77029496716662,217.57419881165384,A,-55.09078524539353,-57.2807523269351,-58.69711695721289,C,0
Heterosexual,Yes,Other,Other,84.41037732240511,A,-121.09596860153009,B,B,C,B,E,B,B,B,-83.43531299099523,-176.05178171424586,-26.4056260831609,E,25.190202917563724,-38.421119303311244,154.20199208772263,A,1
Heterosexual,No,African American,UK,-33.498604251237424,D,-107.34227585984632,C,D,E,B,E,A,C,A,63.58529398075567,174.36244838930605,10.01506510872718,C,160.85766231548544,-43.038894391129766,32.207014946499314,D,1
Heterosexual,Mental,Black,China,16.663065420352623,B,-200.1427356453919,B,B,A,B,C,C,D,D,-10.668306940969508,110.7454505537077,26.766952215792976,C,40.279714300081984,99.14325639583458,-116.84698792267892,D,1
Homosexual,No,White,Germany,1.8505131713893528,A,40.385113322499215,A,B,A,A,A,A,A,D,56.499484090731386,-125.6884068638594,-30.797244145362356,B,163.12799697856465,97.21016732091111,139.07469397679282,A,1
Bisexual,Both,Black,India,-18.705144293020886,C,-95.39667862007616,A,C,C,E,B,B,A,A,65.75050459942531,-18.0540411347165,-48.40021073498029,B,56.49967889382636,-36.91983242150876,11.410956237057842,D,0
Bisexual,Mental,African American,UK,76.68890482342991,D,-11.080596195340865,E,B,C,A,A,C,A,C,-16.371448721034884,-24.36712600279967,179.27818274595612,C,-49.606674052610686,104.65554326178604,213.69038271017797,D,0
Heterosexual,Mental,African American,Germany,-145.77320617072093,C,102.04276250552047,B,D,C,B,B,D,C,E,18.025673986904454,-87.44116123479336,-183.64682693997497,C,-47.51606652593253,-69.58309141267716,35.182710313739236,B,0
Other,None,White,China,229.90425787475326,B,-17.063127611230293,A,B,E,D,E,A,E,E,-20.853218944556293,-71.41079326648132,-187.7042537936106,B,71.92302031522142,15.674779118380924,82.35728171427256,C,0
Bisexual,None,White,India,143.35379703776306,B,-95.81114441633864,B,E,C,B,E,A,A,D,-56.6970253907203,-63.656657398762505,185.60302687570908,C,-218.01194827877856,-87.61004769781403,-128.99543849135534,B,1
Bisexual,Mental,African American,China,-130.24018312171768,A,84.96759689312185,B,D,E,B,B,D,A,D,-5.659139652188676,-101.31311283550386,15.901836483325136,D,62.14536557203579,-36.02446792989834,77.27031924164373,A,1
Other,None,African American,US,43.79574190869551,C,9.155660198627924,E,A,E,A,E,A,B,A,-74.58507965262487,-41.97302194580747,-125.53170094445531,D,-298.99049619157114,144.24592266370774,105.26708363546093,D,1
Heterosexual,None,Asian,US,55.759956804119916,E,-192.90663676847834,B,D,A,C,B,C,B,A,-89.61112990305281,-254.938292087756,-144.81748481396835,A,7.098540612500076,36.40424886336485,99.23548482546018,A,0
Heterosexual,No,Black,Mexico,-249.8941530319258,D,-118.08912156839585,A,D,E,A,B,D,C,E,33.05340155693029,68.87765420363871,-66.0934998762744,B,136.66863898433087,0.28483775362034724,150.3210072813745,B,0
Homosexual,None,Asian,Brazil,-110.19869222135496,C,172.34296255789064,B,B,E,C,A,B,C,B,179.3053655575374,126.20702721173198,-11.418466606192021,B,-87.60390549202769,134.5427461530348,-79.70616692345028,E,0
Other,No,Other,Mexico,-76.0833605609262,B,106.7717268480451,C,E,E,A,A,D,B,D,22.73590628576764,-113.9822933254113,-59.50847492076134,C,160.86252311864612,64.29398380123584,98.31525442144844,E,1
Heterosexual,None,African American,China,84.3412160260071,C,103.88505709236269,D,B,C,D,E,A,D,B,-170.66924926423215,-66.00525902847791,95.4571447721576,D,-62.926769000844075,-42.17388094316776,-9.554291271229395,E,1
Other,Both,Hispanic,UK,32.81673669342961,B,31.794454373680882,C,B,D,A,C,E,E,A,60.14743020866926,-47.40550283776877,-34.56560031989206,B,16.46966986282392,119.17188870456623,139.65524247084977,D,1
Heterosexual,No,Other,US,-75.62684470707677,C,-26.065305573407233,B,A,C,E,E,C,A,A,16.07721284092455,-47.89558262141955,-100.92721512703773,A,-93.97549227953365,-2.6195581584755967,73.62532715627925,A,1
Bisexual,Both,Black,Mexico,-141.25497014106406,E,-127.04534478556116,B,C,A,A,E,A,A,E,198.40062512556253,-141.47839597936934,-73.05147487711979,C,151.72535485793034,-25.731993954150838,-12.37130227870435,B,0
Other,Mental,Other,Other,30.931728292512062,D,46.547506743254054,E,B,B,D,C,C,C,C,67.71087112835576,-123.07497335239795,33.58696814958022,D,-190.37899405911915,26.41952559047429,-38.48022376178811,A,0
Heterosexual,None,Asian,India,-69.22878855285953,E,0.48123289616502024,E,D,A,D,C,C,D,E,-54.79510407005977,210.52548192279951,82.45522273953442,A,8.383220992555643,-63.1575807250809,-9.470978683252119,D,1
Homosexual,Both,Black,Other,68.46411908398146,C,-176.2541376971655,D,E,B,A,B,D,B,D,3.6717861525762037,158.7510815363735,-274.4757252496176,E,121.2365254871709,-215.7767424367353,-71.62211475971377,A,1
Heterosexual,Yes,African American,India,-74.16379623504893,A,15.097143821587661,E,B,E,D,E,B,A,C,145.52973966313417,97.55061999503752,0.2114871662748604,A,-18.590475454721744,-13.392730328072513,-155.90191029424062,A,1
Bisexual,Physical,Asian,Germany,153.37600070202132,B,146.92218992743406,D,D,E,A,B,A,B,D,-93.04881541068511,99.293211455108,58.89365807411898,B,130.08895463623435,-111.2010678260674,-93.33008676966291,C,0
Homosexual,Physical,Hispanic,Mexico,-251.53461483731627,A,-71.84054541309426,C,B,A,B,B,A,E,B,-47.82791340940141,73.48518328750892,-52.85197850669644,D,-192.8000234517416,-50.75433326026031,-238.1533260258832,E,0
Heterosexual,Yes,Black,Brazil,-81.06371930971866,B,-279.97998113677494,B,B,C,D,A,D,C,A,-223.68468409394487,-36.00208087580692,134.70769115424196,B,-151.1895463638114,38.19873617596157,-91.65376569582962,E,0
Heterosexual,Yes,Hispanic,Germany,86.84300345275393,B,-42.343155138951815,B,A,C,E,E,E,B,D,-13.415988649138546,148.47595093137798,66.25090725224261,B,89.71898701570869,36.056987462256544,46.205133291395256,E,0
Bisexual,Both,African American,China,18.505665147808408,E,-22.67759997035525,B,B,B,A,C,C,C,D,113.31594897171475,222.51852468425633,-64.4182603557991,A,-60.07440063015722,-28.987497416497483,-21.424153263215825,B,0
Heterosexual,Both,Other,UK,24.879038030764946,E,32.85950470926345,C,C,D,B,C,A,B,B,-15.847137168015768,-66.41303379287781,76.16337715537608,A,36.93387218106567,82.04784862921369,83.92721740819353,D,0
Heterosexual,Mental,Black,UK,-147.9110079525782,A,113.47037504635351,B,E,A,B,D,B,B,E,133.86851739250534,-49.47757812122159,-177.46343818117356,C,65.97910931126728,-69.97770004800066,-188.46072679398287,B,1
Bisexual,Physical,Other,US,-146.98208170488348,E,-13.853528722736236,D,D,B,B,D,A,D,D,143.38922955082862,175.37100639194023,16.97921443628947,D,-83.97153893226786,-153.95319052724312,111.10693319746858,C,1
Other,No,Black,India,135.56286513571487,A,89.52128679731474,C,C,D,D,D,C,B,B,151.469301147144,-68.68407893149173,14.332804148721612,D,-136.94695968700037,240.32354461083935,15.760807407872424,D,1
Homosexual,No,Other,Other,102.22225558125986,C,112.64440446662056,E,E,C,C,D,A,C,B,119.92848786129274,14.111084739872885,261.9408774008183,E,75.92949546739621,-20.644925873359927,126.54997365000227,A,0
Homosexual,Physical,Other,Germany,103.4698235470994,C,103.00075063090858,C,C,E,B,A,D,D,A,-56.75885463512339,-106.68841090309493,123.21361968247584,C,-136.00376942154253,35.317839956471516,-152.56793771777353,B,1
Other,None,White,Brazil,-99.97502880563493,E,-40.20553587372637,A,B,C,C,D,E,E,E,51.02265605863098,-12.238635250732225,-55.686004102823226,C,221.2837728388727,150.91686710767,-87.59722593666434,B,0
Bisexual,None,Hispanic,US,-146.9473245135908,C,195.35809921219354,C,D,D,E,E,D,A,D,-59.7607068136569,44.51356993360997,-105.68014187122219,D,25.21245703462685,-76.44063582926943,30.241357668968288,B,0
Bisexual,Mental,African American,US,129.47932340519571,D,164.14111490220097,E,E,A,D,E,B,E,C,9.792830684623308,52.24317425996898,181.54041640593763,B,-138.7125414624369,-110.5785857117125,-9.085982160410124,D,1
Other,No,Hispanic,Germany,29.80297101362708,D,-1.048627732228704,D,E,E,C,E,B,D,E,-182.98964025876262,34.24435502236873,-98.50096027485193,E,2.792518118272275,163.92860143554816,109.21767427742743,E,1
Homosexual,None,Black,Mexico,-84.80252840072096,B,-51.959965162333596,C,E,B,A,E,B,D,D,-166.16143612776193,129.43841950022136,-180.4456202277001,A,-92.69300754435493,134.97411751003196,115.0815130882566,D,0
Other,None,White,China,-20.7211410466366,A,-168.5818442024042,E,E,B,B,C,B,E,A,56.46831787212954,-83.4296511556213,19.702136090494776,D,-132.73817050849445,-16.082213400399237,134.87457046461935,E,1
Homosexual,Physical,Hispanic,Other,-99.02478920087789,C,70.97176274487448,A,E,A,D,C,A,C,B,8.494417724004917,62.38818223828437,-105.18966661174541,C,169.69571676436797,-172.0646738526565,136.19676400350727,B,1
Other,Physical,Other,US,-41.60413853033582,A,98.7386350820848,D,B,B,E,A,A,C,D,-67.38819487022202,-168.61888124994,115.84493144350365,D,-79.50330326758598,115.42029154358433,-85.7270802322056,D,1
Other,Physical,Black,India,45.24130523138826,C,24.05720719828946,E,D,E,E,A,D,D,B,-62.90990186891941,-68.3398551178848,-40.56639932168242,E,90.21792619932238,151.9410713242421,111.27622855861023,A,1
Homosexual,Yes,Asian,US,124.34266783675531,A,63.46327424961128,B,E,E,C,B,C,B,E,-18.145972956483202,-100.62415868725797,85.56852405314122,E,200.23077322457303,-167.98617924114538,80.1705400264007,A,1
Bisexual,None,Other,Mexico,93.58498837935767,A,235.44992720669757,C,A,A,C,D,D,D,E,18.57415545882865,79.43976148258523,113.72293637313243,A,-77.34777997671091,90.45188074633295,42.763190119464426,D,0
Other,Both,Black,Other,37.462823891948474,D,-36.80257953902178,A,B,C,B,B,B,E,A,-7.592841157796951,37.193106724065075,-30.572737219169504,D,154.29128130661107,-11.827576512233625,39.02422871731425,C,1
Other,Physical,African American,Mexico,127.4551081133354,A,153.3885127564566,A,D,B,B,C,B,A,A,79.61366952030255,74.8206271958273,19.83974194003048,D,-162.09898575174256,45.13123563549071,-79.06581552584186,D,0
Homosexual,Both,Hispanic,UK,-31.568522610543244,B,-24.586573441761956,C,A,C,C,E,B,A,D,-39.04222393490317,37.19240093601345,60.21828457333839,E,-58.21940792161555,-67.9444101372989,63.25175062594969,C,0
Heterosexual,Physical,White,China,107.36581344912332,A,73.14838812126254,C,D,A,D,C,C,E,D,20.392043714408466,-3.195109872259675,-109.81123471789114,E,14.232730436221377,-173.81327551673655,-259.03728235986216,A,1
Bisexual,None,Other,China,84.05074399336611,E,33.44239430307496,A,B,B,A,A,A,A,D,-82.51475886130505,72.03012579675914,-21.233170327107327,A,-74.8733392140366,124.87134562702647,21.70810149133939,A,1
Other,None,Asian,Other,107.17778483020174,A,43.71199531954797,C,E,A,D,D,D,A,D,126.9367487967409,-106.62929171433142,-44.31619426747241,B,-22.061796013436727,-104.43303666259105,-24.63482140282867,E,0
Homosexual,None,Black,Mexico,135.57303320785897,D,166.41445462779447,C,D,B,A,A,E,B,B,-141.89867647049527,43.23912505881348,22.407011565503122,B,131.4923002971778,193.00250997105306,106.83844848141004,A,1
Heterosexual,Yes,White,Other,-125.07773594125433,C,-280.5914824560695,B,D,A,C,C,A,E,B,-95.30219767941061,34.54318277058511,-262.53170727670374,B,-92.26265620257495,11.816016686738081,68.2356136429749,C,1
Other,None,African American,Germany,-48.6042022152063,C,11.674549375776461,D,D,A,A,B,A,C,D,-74.79210544500268,-92.26720065533603,179.12611825317205,A,13.646060030683763,-105.87687365793758,1.4386400645550417,C,1
Bisexual,Physical,Black,Brazil,-60.857626301692704,D,-10.909975796843012,C,B,A,E,E,B,A,C,16.1579696636714,-19.10845505094678,-3.3242536886815457,A,44.67684957230248,21.39413648011393,-12.770263822928907,A,0
Bisexual,None,Hispanic,China,84.42944014604772,B,82.86852855070892,D,A,C,D,C,D,B,A,-35.92179958221465,-136.2820402722917,6.923590264954132,E,-170.42122677767208,114.6129006665445,-140.99271871979394,B,0
Other,Mental,Asian,Brazil,-63.611210991512166,B,-143.58606565913027,B,B,A,C,E,D,C,B,171.4429166844236,-176.59864266955992,123.39994185802038,E,-58.51026119200298,127.95854492949748,-29.581133271419734,A,1
Homosexual,None,Asian,Mexico,197.4633294359941,D,-22.79613874817144,C,A,A,E,A,C,D,E,101.66465000875763,-3.4670086154160713,71.83007215395608,E,-108.6638726811392,82.13036773737589,58.23162551834288,E,0
Homosexual,No,Asian,Brazil,-53.359418920409084,C,-142.3967043261293,D,C,D,E,A,D,B,A,72.39482240284927,52.10553836351784,-47.52063755577689,E,173.61431248255423,53.498025149822126,-28.40615138347293,E,0
Other,No,African American,Brazil,-83.67222518725877,D,-193.1721249219881,A,E,B,E,B,C,A,D,-123.07552538342452,-82.2078596562694,50.636306326160906,A,211.7341067159278,32.69801430542085,-85.8708015514362,C,1
Bisexual,Mental,African American,Other,-13.83518860782656,B,-42.65857926138843,D,C,A,C,A,C,B,D,-212.69579688502606,-10.478299699089764,-61.63334747993143,C,-140.40159953304726,-129.64551718789693,12.511656327018873,A,1
Other,None,Hispanic,India,-46.67195723964144,E,-7.257186972751987,E,C,D,C,C,E,D,A,21.33496642391034,-139.6648086938143,56.348102850515794,C,-4.112736151441474,120.20814348118503,-24.974258073857065,B,1
Homosexual,No,Asian,China,-73.974112153847,D,-25.99224725285681,C,D,A,C,D,E,E,E,119.28258377180836,-46.52995340576498,-98.7687646189761,B,-4.436554838868157,-121.8248448124665,-11.255748009205176,C,1
Homosexual,None,Black,Germany,48.749473896684236,B,185.963456813355,D,C,A,A,D,B,B,D,-46.789366646126666,162.83913290869535,31.589618351175712,B,26.343534210343396,92.9153746281239,137.95902018270385,E,1
Heterosexual,No,Other,Germany,-80.81764273144138,E,139.94170108501055,C,E,D,B,B,D,A,B,97.62797783031485,30.932150808862925,67.85105744851239,C,-30.629360440225263,92.48896634192855,11.95834806972417,B,0
Bisexual,Physical,Hispanic,Other,-39.143592025052804,D,-89.44242103590808,A,C,C,E,A,D,A,B,63.4954686640604,-122.98554673700579,5.625355158188554,D,257.47583769061737,110.83123233037524,-43.286496771852356,A,1
Homosexual,Yes,Black,Brazil,39.388432687839234,B,81.72209916823796,C,A,C,A,C,E,D,C,-100.97500957194592,228.88737354046276,-57.6476505096988,B,-48.49812803617491,-143.53612529549304,-57.27662635619837,D,1
Homosexual,No,White,US,-206.21940732242967,C,21.560759226427685,D,C,E,B,A,D,B,C,-118.55585731417291,55.67546557967293,115.42072143058289,D,-31.91483686767012,-72.39816033563773,-7.650435753697623,C,0
Homosexual,Yes,Hispanic,Mexico,22.887588284720646,C,53.07663658129288,B,C,C,C,B,A,D,A,-121.67870746885485,-79.5066600048728,-48.77967849633575,D,16.63994240432738,-4.043223334282917,-3.9584573466308246,D,0
Homosexual,Physical,Other,India,-222.4324653284866,A,-130.79734760882891,B,C,A,E,D,A,B,E,87.48253382182119,-61.09830684210608,37.17293313277605,C,-181.2559615273149,108.48144020818755,65.35060100315306,A,0
Homosexual,Mental,African American,Germany,9.434329956026145,C,-63.320816160797364,C,E,C,C,E,C,A,C,-77.44591850344395,-65.15421658189447,68.57804443193378,D,71.15837640330878,-262.8468837845216,62.926380385767054,B,1
Homosexual,No,White,Mexico,23.47529059162236,C,-30.292036327273575,C,C,C,C,B,A,C,D,-110.73721195943757,107.66115897035911,-35.13038133938739,A,75.95113441820148,-22.56898205585564,139.96088107765408,C,1
Other,Mental,Black,Mexico,14.583304210277204,C,-38.3719097718679,B,C,C,E,A,A,B,E,-60.711699278420554,102.09259255764971,170.15404344405644,A,-76.16986064974223,12.756568754189221,-17.717803795152665,D,1
Bisexual,Both,Black,China,24.214146311367283,A,-81.42516807992855,A,D,C,D,C,A,D,B,58.88217355207415,-281.46425548369524,-16.158924874188706,B,13.813809794456027,96.13578923756744,152.47878621168036,C,1
