birth_year,race,Disability,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
25,African American,Both,Married,D,A,147.891452901169,D,B,-47.48605342384415,D,52.31856895729234,-16.658640738108417,D,A,E,-77.03871189972938,47.68297954303607,62.188839818216955,A,-250.3636434228072,E,E,0
39,Asian,Yes,Widowed,A,A,82.06715251974214,B,A,-16.55374918453801,D,29.237916819591025,-90.758830310578,C,E,D,168.99435453162678,-91.52129926978643,67.63723035409801,D,-52.075901964255834,A,A,1
47,Other,None,Married,E,A,168.80170399707092,A,B,71.47638557475634,C,-141.16242464844143,27.182245143252764,D,D,D,102.6325085228366,-176.05081723980322,-101.87091034763026,B,30.523749627082005,B,D,1
61,African American,Yes,Divorced,E,B,-185.2727944931091,E,D,-50.15344089031923,A,145.70406039329274,243.99532244886046,B,A,C,208.1767754851294,120.64320885956758,-28.050231185915404,D,-20.546174400181812,D,C,1
79,African American,Physical,Widowed,B,A,0.029432306745638123,A,E,-20.410504405349975,A,227.24697364792613,14.246406448608608,A,C,B,107.92816182766273,-19.456952481419247,32.03136874254541,B,109.9796756627448,E,E,1
59,Other,Physical,Widowed,B,C,-80.55667973459481,A,D,-50.0202093358142,B,132.8499579636616,-95.28143550843218,C,C,A,105.18993185143111,66.18455733571317,-69.28759070006453,C,-40.64038132862015,E,D,0
63,Asian,Yes,Single,C,E,15.807750199880036,B,A,37.74335821726391,B,110.51903223181263,-83.04366471649813,D,E,C,-185.10655116595927,-113.50889688502545,34.085453946009586,A,50.843320441670194,E,E,0
37,Hispanic,Physical,Single,C,A,152.84360229196696,E,D,-393.64031433246794,D,165.6948102684512,-184.77312280401213,B,A,D,-85.25322836567119,-67.49481514350605,-31.68337373453744,A,-39.74696153931985,E,B,1
20,Black,Physical,Single,D,B,19.726479438945596,C,B,-135.82609726394145,C,47.316422886126034,38.268115011031846,C,D,A,38.25600297933061,43.42808362349216,-250.2754448892924,D,69.95724288025006,E,E,0
43,Other,Yes,Divorced,A,E,-21.113514934267965,E,D,67.39142818191367,C,93.47717247140015,-170.0384459898355,A,B,A,37.35943363920339,-171.0086261828199,-103.63814602178772,E,123.20570098973265,A,D,1
57,African American,No,Single,A,E,123.79622868619762,A,A,-95.62735950988714,D,-35.26317899517629,-61.22219350226166,B,C,A,119.92529787615021,7.694129420566459,92.26974772117703,C,-70.73326457700647,E,B,1
50,White,Physical,Married,D,D,-98.63861888262551,B,D,57.591850369835164,D,-48.38482242148343,40.099545784365624,E,B,E,208.8304674513662,98.0604744223357,-83.9326854200486,A,-39.60216109701332,B,E,0
46,Hispanic,Mental,Widowed,C,A,-157.94811169991326,D,E,-37.03078022603143,D,87.67197754327766,-28.48767536612675,C,B,C,107.36511833659463,-13.226640665548716,74.4386414808202,A,37.63817143754946,A,B,0
52,Black,Yes,Married,A,C,108.64232710686068,A,B,101.84617672517717,C,87.95760305096374,-188.70748884747422,C,A,E,31.56984583102372,-79.35885998972196,-3.214457813959094,D,39.56046421840937,B,A,0
32,Hispanic,No,Single,E,C,-50.120124279162034,B,A,-17.219274756170808,D,127.19248688315956,68.87664314957422,B,C,E,42.94632455158221,80.24486423642688,-118.00633688057998,B,-21.457213488942422,C,D,1
20,Black,Both,Married,E,D,-90.48330989155882,D,B,-5.24964432524507,D,-43.74605286970736,50.42151659130963,D,D,B,-50.00729023445304,134.44090256042912,-35.82023934368943,A,15.929512130173526,D,D,1
74,Black,Yes,Married,E,B,-120.56576104059096,B,B,133.60789685982243,A,38.54575942278095,-48.51519236058017,E,A,E,-164.2211414796331,9.259827514297474,215.16689101978423,B,11.838545360528867,D,A,1
51,African American,Mental,Single,B,B,57.11967320880008,C,B,135.44018264179903,E,9.635548084837854,-101.9875378414415,C,E,A,75.17013378362495,-79.78355014848445,-12.711744848090392,B,-50.93508732245476,D,E,0
25,Hispanic,No,Widowed,D,D,122.59602788551591,E,C,66.06822875420467,D,63.974424923321635,-120.72362113760467,D,B,B,80.30450154569748,-14.026967493005618,33.89351455432146,D,-250.55657275912696,E,E,0
21,Hispanic,Both,Widowed,B,D,31.85513665612674,E,C,-106.99842676866677,E,70.69798597408139,48.83133056936529,C,D,C,32.14508467066145,77.28528790546441,122.43344954296647,D,76.19818866352273,D,E,1
74,Black,Yes,Married,D,A,105.27559970629996,B,D,-64.63572805265623,A,108.49470108051456,-104.65888735622116,E,D,C,-85.85374618419146,48.036538268492606,-31.516124512256212,A,-109.72039814429584,C,C,0
77,Asian,None,Divorced,B,E,311.7733732538528,E,D,-45.66024940941762,E,37.77823653048913,-71.25664378922193,A,D,E,30.765459449223165,-44.493218460860014,-33.73816198402519,A,-91.78348876076547,A,C,1
32,African American,None,Married,D,C,132.1503638830654,D,C,-34.848601198766794,C,30.768237374761036,19.144825379518224,C,D,D,28.4676839073457,-42.22168457090852,-117.57994996929465,B,156.05185195593592,B,E,0
72,Black,Yes,Divorced,C,B,91.55193183308332,A,B,5.17869561995182,A,29.571885062793047,156.41521038824547,C,B,E,-122.30425903581342,-37.32604606688263,-70.9829742923914,E,-25.947093807576994,C,D,1
46,White,Mental,Widowed,C,C,-123.33674883456285,C,E,-164.67617529965275,B,69.00662206696494,-185.23734946677905,D,E,E,-81.79975718001225,-175.0487017466115,-61.468611320504884,B,-77.70392823555113,A,B,0
64,Black,Mental,Married,D,E,-34.52682089479164,A,B,-49.18803767907206,D,-22.851860081333538,-101.21027801370968,D,D,C,-7.186580330911554,-21.059876430350265,9.148605253734274,E,167.3539331996209,E,E,1
50,White,Both,Single,D,A,31.113623640890793,E,B,131.99540690616956,A,67.78484861530536,18.950663354017202,E,A,A,2.3340251204018254,-29.8190198456492,93.26379631673171,C,163.50929596147122,C,E,1
77,Other,Mental,Widowed,C,C,-57.488615131671054,C,D,-73.12459695904273,E,180.1402087818927,48.11598286039826,D,A,D,-114.85455481740743,-15.720505276848924,52.63667800670613,C,-89.98235530522932,B,D,1
47,Black,None,Married,D,A,193.25840507437982,E,C,211.39995034713485,A,41.97251331498334,41.06180662834548,C,B,A,-53.09710182959009,-1.8383995250963563,84.71378088894386,B,127.20179950192383,B,D,1
79,Hispanic,None,Divorced,E,B,-197.83468552603813,D,E,34.15748816413732,E,139.07700316119903,4.0133790134593115,A,C,E,-183.91592272690283,5.824917251846943,104.40066370920789,C,130.7396915887427,C,E,0
52,Black,Mental,Divorced,B,E,74.96120780535512,A,E,-100.94421084489748,E,47.659888367624035,-52.44943329228611,A,A,A,0.1554834687367724,-5.720327838817175,55.42724835775782,B,-80.48503214468883,C,A,0
61,Hispanic,No,Divorced,B,A,-85.32598200672929,E,C,80.3206003086706,D,72.67919436097134,38.9274028425707,C,C,B,114.20344113898035,63.55212392626651,37.146757274952286,E,-136.90571382560645,E,D,1
38,White,Both,Married,A,D,100.62100320005338,B,A,-152.39391609751348,A,-25.343223575070574,79.5116611497678,B,A,C,-178.28332065034763,95.51205779788444,-109.208114284512,B,-9.729639240109952,D,E,0
21,White,Both,Divorced,A,A,-139.50780148738394,E,A,-158.17185911504143,B,-77.13096469516455,117.48685472307471,B,B,C,-42.11064125898188,177.10760829078882,-28.002898585654208,C,-98.51528165269264,C,E,0
19,White,None,Married,B,E,18.529241093708958,D,A,104.03770841154926,A,-59.11150391333295,-19.41847448052551,E,D,E,-56.011059094081915,-219.9343510892471,-149.19810768697232,B,48.80699757910724,A,C,0
27,African American,No,Single,D,E,-133.59591370931912,B,D,120.67168065638366,B,80.11924836533436,-13.114358967978859,B,A,E,-242.1243418474903,156.23449953861888,96.8360444268443,C,25.48576167121655,B,C,0
29,Hispanic,None,Single,E,E,28.7376143618651,C,C,63.85420478678366,A,90.78450017730027,23.5459325444947,A,C,B,-9.76144260043647,50.247296964123535,23.98626204233052,D,49.06951594416812,C,C,0
30,White,Both,Single,C,A,-134.91709907837154,E,E,10.858327110179506,C,-43.77103070833076,65.13198858182754,D,D,B,-65.88130051283834,65.65885729231769,136.5288923902879,C,-125.6894074815025,B,C,1
78,Black,No,Divorced,B,E,53.15580580054983,B,B,-108.5236749473806,C,-90.53759917609659,44.68875295317916,D,C,D,-99.68532499732325,-58.165871634194865,-60.36567937882042,E,-121.20249483656782,A,B,1
26,White,No,Married,E,B,-36.1585255990002,C,A,-16.849051784203805,E,-14.586192849601407,-28.048866167852086,A,C,B,-27.817169027693144,25.16018559920638,-84.48172470084322,B,87.84507393721854,B,E,0
18,Other,Yes,Married,B,C,60.772216135579704,B,A,7.430595400023107,B,128.36876485948892,154.4552506359717,E,D,C,1.9771488974783775,-67.27727791505204,11.662814961022432,D,-37.610111054464205,B,A,0
60,Black,No,Divorced,B,B,-163.65392638996275,D,A,191.7031018144804,E,-171.0447102730042,98.57192973308688,C,E,C,68.03111398558914,-84.55626563364066,5.988466252861136,E,-89.47836801186246,D,B,0
79,African American,Mental,Single,D,E,9.852698731531447,D,B,94.13879066071489,D,-4.709779155130367,-155.6066004897113,D,C,D,32.009228710797366,-69.02739069770789,-39.15635482970915,C,133.26087738042355,E,D,0
27,White,Mental,Single,C,C,-24.627508668492375,D,E,-161.3378119837788,E,-11.554093055610846,-79.23261911384051,B,B,C,19.83494101227195,2.087667673733583,-30.285404890397636,D,-120.13327765046446,B,B,1
57,Hispanic,Physical,Married,D,B,160.23139208371586,E,C,-54.343826076288885,D,34.891094824785796,11.873500273035502,C,E,C,15.466015199657168,-54.767594064862855,92.43208636324015,E,-18.644462348083298,E,D,0
71,Black,Mental,Single,B,E,33.8866323860401,E,D,-108.35615375278704,E,20.83134536686707,107.58695546447241,E,C,C,31.245532148280496,75.56266371206483,110.80045666590182,B,-215.68221186300082,C,C,0
44,White,None,Divorced,E,B,-110.89586012771639,E,B,81.45253709860854,B,-14.918085422874128,-88.74999760915414,A,A,A,-13.771266862814619,-75.47470578276773,-47.06385885607782,A,3.025170052460016,D,D,0
41,White,No,Single,B,B,36.05395314716434,D,B,-82.35031836608849,B,-60.7241571923865,23.490092710765413,D,D,D,41.836837372284286,37.35435183744894,284.99820508876115,D,136.40991651713625,D,C,0
53,African American,None,Divorced,E,A,16.537910284367044,E,B,-224.92467190384735,D,-58.50475559180454,29.06275652532123,E,E,A,41.06830013169564,-118.74723514729372,-0.0582598782720912,E,43.06843212326068,D,D,1
43,Hispanic,None,Single,D,C,140.08888225400725,A,C,-16.116139114193263,D,174.72831936142214,-28.496629398228652,C,D,A,36.88702166325556,30.56731044770995,-8.900747370079976,C,-48.73099141443749,C,E,0
67,White,No,Single,D,A,93.59189980474375,B,E,-75.31405072176315,E,92.0377354098123,73.50641571384347,A,D,B,-28.12641269303107,9.14460995373779,72.49400092116399,B,-78.17220875173338,D,D,0
75,Asian,No,Single,E,C,21.778779243438066,A,A,-17.50330577902797,B,48.527156986315305,-56.84706453263566,D,C,E,237.8998509969275,13.043829622832504,-119.92305609359752,C,42.04388609056001,D,A,1
34,Hispanic,Mental,Married,D,B,81.19394217614182,C,A,93.9479371245141,E,110.38385559094242,-41.09610417097924,D,B,A,117.0216146205115,-89.95055257810695,-20.24578753870412,D,0.23565897958794094,A,B,0
78,Black,No,Divorced,B,A,51.4721660988636,E,E,29.549386979019072,C,-68.64470771420727,24.707689562389458,C,A,A,-81.41314353529165,-61.0179982657271,-57.42569747242629,A,48.67795216398687,B,C,0
78,Asian,Both,Widowed,D,C,-44.52868310604733,C,E,-180.3514459547682,D,-50.74867957434777,209.53663642506527,B,D,A,-168.43936277194112,227.70839169884724,-132.1774950362289,E,36.6903622752248,D,D,0
64,White,No,Divorced,A,C,-63.37500040084259,E,C,-212.7856123084686,E,-15.05673865611466,-63.939251256475224,E,D,E,-104.5586364778845,35.76489172794425,0.14367545657715314,C,139.73667304626144,E,E,1
69,Asian,Yes,Married,B,D,-50.532621607014406,C,A,-30.930959098140377,A,163.6124378778253,-194.07629443332758,E,D,E,21.11669699608076,-128.0049394107022,114.86467577343993,A,11.376565740091218,A,B,1
57,Asian,Both,Single,C,B,80.89179026647267,B,C,122.48147441832347,A,-89.6115209687512,-44.747708107615594,C,A,B,-92.15669111582177,-17.92407996770813,149.196564822691,B,-14.73619521214358,E,A,0
75,Hispanic,No,Married,E,E,-81.30528316354535,C,E,-50.3984631963748,E,53.8312218486862,-47.025894212526026,E,C,D,18.131392846384063,107.12459912870102,-2.3892129789716057,B,44.337607472221954,A,C,0
44,Black,Yes,Single,E,D,-111.30880623597454,E,B,42.34156520243446,C,73.20128595393788,121.73084816387096,C,B,D,-28.060437513344734,-53.565653730209405,79.81343321700635,A,21.417008959097565,B,E,1
71,Black,Physical,Married,D,C,-9.897068077053067,D,B,11.6346199204387,E,76.52397911959122,158.21810279468568,A,D,C,-120.96672019637494,-26.45666671214308,-189.04516123645178,A,-113.22569394837743,B,D,0
31,Black,Both,Divorced,A,E,-129.187378176137,D,A,-42.10620016644723,D,6.425766524230116,56.907825475562355,C,B,B,168.6946911027483,29.873905016203338,117.52111647200196,D,-80.20126791389319,B,C,1
59,African American,Yes,Widowed,C,E,-113.06616866226153,A,D,59.90740704001827,B,44.15921314973979,40.51347600207295,E,A,E,201.19960847641153,-104.26864231336272,-186.97998913514425,A,-26.57004534791862,C,D,1
31,Black,Mental,Widowed,D,C,-117.57376139089106,D,C,-182.44798699230776,D,162.29737430735085,-123.02531045939567,B,D,A,-81.5285959639488,112.0227079051765,82.54741560861267,C,-83.96116667563152,E,A,1
34,Other,No,Married,C,E,64.98968205784298,D,E,-0.4992914986618498,C,-14.761954558688196,41.884970583971686,B,B,E,-102.93891238038083,-52.586746450774235,17.59436776951749,C,96.45186572946642,B,C,1
79,Black,No,Single,B,E,-132.40417446273102,A,E,-71.38347997857474,B,58.06833741917878,-35.77659268795409,B,C,C,162.3662080573635,99.61669074618429,-65.68772950890109,E,102.25990628396913,C,B,0
66,Hispanic,Both,Single,E,D,83.46669416520378,B,A,-104.86801840624152,E,-100.87069362527714,58.383103008166124,E,B,C,78.70380177267195,28.305729547903308,-29.597130995767166,B,70.66683779054127,E,D,1
79,White,No,Divorced,C,B,-61.71781310356271,C,D,-118.25823749648944,A,-78.66471524237055,56.139118800434396,A,C,E,-131.7511278308465,73.9292970699288,65.84600413468576,D,-54.560864148243624,C,C,1
67,Hispanic,None,Divorced,D,D,-38.95545637524122,C,B,-1.0442936032556587,E,-31.121239548088315,51.451310248452906,D,A,E,79.58239725497384,-102.05304940157068,86.95772655018892,D,-100.89656252108006,E,C,1
46,Other,Physical,Widowed,C,B,-75.13079712219746,D,E,69.92874174787002,E,131.07350201512824,-11.523757979419242,D,D,C,71.43787078481341,-87.16505041308488,-150.6150961241654,D,77.09424613438426,A,B,1
29,Other,Physical,Married,E,C,-93.2632421293302,B,A,-26.101490448738723,D,99.02331116372103,2.3084607844781893,D,C,A,12.814593222443852,125.85241279608401,55.69940422141917,D,-28.170561371097737,C,E,1
69,Other,None,Single,E,D,84.8825527159216,B,B,-1.0647007699372364,D,106.43291505479931,91.47802710494209,B,B,C,-105.26742479765765,31.143960085889695,-62.32237484894415,B,39.711832498306535,D,D,1
66,Other,Yes,Single,C,D,163.30739370394173,C,D,-0.5771959393626267,C,111.46101254792123,62.66760147751377,C,D,B,177.41138871040835,87.67741144649341,127.889412395666,E,105.50781840406438,A,A,0
27,White,Both,Married,A,A,85.92224929701162,A,B,-62.30381804578644,E,224.84175218393077,-58.911464982225596,E,A,C,-39.81822446437699,-49.743683286920884,28.606183755259213,B,159.42564079659977,C,C,0
34,Asian,Physical,Widowed,B,D,7.367607916258198,E,C,134.58198486225962,D,111.52214361450612,109.15061468673395,D,E,E,-21.792873379575642,34.99256815109329,107.08763808494464,E,198.48777230241842,E,A,1
76,Other,Yes,Divorced,E,E,-29.38347070190822,B,B,-190.16639247968357,D,96.47298895396278,-48.3144549952787,D,B,B,-122.13249750679198,-121.26697840188716,-62.73354210098003,E,-82.2154724971967,B,B,1
30,African American,Both,Single,B,A,-107.3732197725068,C,C,-67.96436562793974,D,13.535490259929874,-127.75633646669374,C,D,D,154.00086374110217,76.87289609101633,22.023329482440058,A,-161.83994427166922,C,B,0
18,White,Both,Married,E,B,91.10291904384736,A,C,34.381684741783076,B,-131.9554341801009,-82.41284898181188,E,D,B,-13.815720473691142,278.09965641122506,7.744320249256734,C,-127.42147431474393,D,A,0
19,African American,None,Widowed,A,D,-22.51373389485297,D,E,214.9404566904407,C,98.20554232013954,-83.34196242871073,D,E,B,67.24012014834057,-43.81182965960998,-168.93756581638974,B,-34.76624406325672,A,E,0
71,African American,No,Single,D,D,-138.56058645040335,C,B,-158.21805168088358,D,40.46006756927341,93.34269848457086,E,E,D,91.2259910629074,26.501980278638538,-68.15310419636864,A,165.18466876847728,C,E,1
67,African American,Physical,Divorced,E,E,-59.66038215303472,A,C,96.33714117063991,A,80.16964821203153,86.53961151177299,E,E,A,-166.66686618598766,38.2084095795024,65.92499928491874,E,51.70336999267888,C,D,1
36,Other,Yes,Divorced,C,B,-35.47745375690725,E,D,-130.08221441167424,C,20.034560283323845,124.7392385102792,B,A,B,-184.9611162178565,213.599910406313,-76.82059302084417,A,-45.185643312704805,C,E,1
76,Other,No,Widowed,E,D,23.090253269257495,D,B,39.65016091250508,B,-166.74581328899177,8.51299199492901,C,D,C,-83.18624043692391,-117.1466472414519,19.692794766723964,C,117.78798250315508,D,E,0
74,White,Yes,Divorced,D,D,47.551401318062716,A,B,4.4211424026359945,D,-79.6850295988101,-33.111500476531376,A,A,D,-6.057882999988609,78.13697167350956,59.70731830029015,D,66.35071203754066,B,C,0
45,White,Both,Single,C,B,59.93738805999337,A,D,72.62919756830522,D,-62.14663741510243,3.4011902458121206,A,C,A,97.6940911231024,-156.79614674123587,86.37096264297217,C,-91.40246867629729,B,E,0
41,African American,Mental,Widowed,C,C,96.40064811993969,B,D,-167.64927635319145,E,46.942306703331845,78.20691958236817,A,E,B,28.59519977977829,45.005408386420456,1.2479821840964105,D,-12.921578673343756,B,B,0
60,African American,Physical,Married,A,A,41.550976012463835,C,D,-64.2090277819449,C,-11.112314347611568,41.62631824743546,E,E,A,-29.581517076150988,-33.594022511086784,44.69547568935878,B,-112.46404793761988,E,C,1
33,White,Yes,Married,A,C,-22.18462824881528,B,E,-77.80260850682339,C,72.28791988379146,49.1793276551612,D,B,A,26.646881767146528,49.721537980933576,5.813930160043861,C,-56.73353279224944,A,C,1
67,African American,Yes,Single,E,B,-186.3416955796342,C,C,71.72957022406435,C,21.649056337501502,-48.24447234973647,B,A,E,246.93675076707243,189.48238601049667,43.44651437084423,B,-124.2279550445073,C,E,1
35,Asian,No,Single,C,C,163.4646825141393,A,B,-38.750397804651385,A,15.267576738168362,133.33186669713638,A,B,B,-22.443529356420342,-51.69454045492824,-106.15577076103442,B,-17.398444337997233,D,C,1
62,African American,Physical,Widowed,C,C,-79.38630613345758,E,D,48.95628217280042,D,39.452196074075175,-39.17912041289697,C,A,C,125.59080860212978,36.943407650153304,7.105347036554329,C,28.33417255271221,B,B,1
26,African American,Physical,Divorced,C,A,-36.70795879628162,B,B,-53.35195690619011,B,8.338517757137657,94.5869931310694,E,B,D,23.77517321213184,9.593416553176416,-145.96559575793194,E,-90.46713780304879,A,C,1
33,White,Yes,Divorced,E,A,-39.572345736098576,D,C,85.20456706270123,E,27.04876737564036,145.03593804302167,D,D,A,-26.969601597339793,241.67046568944795,51.063047807629346,E,-183.50940423170277,B,B,1
