orientation,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Heterosexual,33,30.112006261272466,D,-13.085512836887926,-176.50312199994517,82.124578519087,34.29468502576527,0
Homosexual,21,-11.223870336318074,D,41.406898864735666,71.18850582049907,208.22026829419235,19.161512823905326,1
Other,38,-91.49064987645062,E,-95.74092661140801,43.59805383538571,58.23969219140561,116.27218386013556,1
Homosexual,27,-87.28998666953831,E,-40.77376034971971,23.42270015235254,-6.802878016852739,93.47462024555655,1
Homosexual,71,-188.0202317604612,B,-52.55855591566835,-41.78788329539893,144.30231354682311,80.72613743135128,1
Bisexual,49,7.62618366761488,C,216.82482591381046,-38.254842094057146,101.35591158826158,-202.72374273533296,0
Homosexual,79,-1.1574323807509799,A,-222.71857280874735,-101.8262260712925,31.714448731408517,-233.63038406400102,0
Homosexual,55,58.53170770196533,C,11.345088938785086,203.21907479764215,-86.29205750194993,271.7955389281135,0
Other,37,120.6602827453732,D,41.56296544963091,181.79372578729186,53.340324372451185,55.94155981170361,0
Bisexual,27,193.56536137644753,B,87.70897432043262,23.238870199675716,147.50717263290088,79.52068180944255,0
Other,23,66.77684205817897,A,167.32535309746365,-168.68071084136588,-106.79045275887023,47.10719702109913,1
Other,32,90.64523033579101,D,75.56051559176605,20.35498461510252,-65.16744231339065,160.11123436302987,0
Heterosexual,58,-114.5806441561376,B,-48.67320992890926,142.19962048000465,22.82643474734119,-25.08824744937358,0
Homosexual,30,-32.655534281429034,B,8.136094435775108,15.756588594084686,127.72564278341882,-134.6696476518363,1
Heterosexual,34,-79.58031141122174,A,43.383475764767915,4.62837284790971,103.64305556578428,-104.8498823901239,0
Bisexual,73,-85.53712242426334,B,-17.843182467947347,-40.10818127779046,-75.32798473170318,13.607534506911662,1
Bisexual,31,-4.2314755486842985,D,95.9853531674433,38.512326957099354,-51.35726629624736,-26.428037127208277,1
Other,42,37.405168493391905,D,98.62981996146927,66.94237344347982,-184.19043249222162,35.302034329135694,1
Heterosexual,43,-79.89032424959447,C,54.001682142440664,142.94447846217747,17.437689552183976,92.16383659786669,0
Bisexual,63,32.47478743516564,D,78.61967652848642,-30.473215875179104,53.6919803092089,48.1860000120556,0
Heterosexual,76,-10.785341600188513,C,26.981599646780165,-103.67485011684632,-20.29877017120517,72.56222410708382,1
Other,73,-113.8259639890876,C,33.235040878561435,-31.30075923064503,55.1055974367828,69.94020869161139,0
Heterosexual,31,-94.8138883959316,B,-118.94346591271893,-8.310031517046397,7.249288168729105,64.13543881919068,0
Bisexual,26,-102.26678529292114,A,-38.5835645568042,37.09525852423169,19.320994990405005,103.93097412952905,0
Homosexual,72,29.350203100337062,E,67.73101643772782,37.98328061965475,-22.30145893292145,-15.845105930823722,1
Other,24,-59.16528566688751,C,-227.41781817187308,81.21239981945087,37.30681220683051,-138.09219546619414,0
Other,35,-96.25670665359422,D,-17.84111170485431,-72.3651835842397,9.281824916010798,105.83055768589765,1
Other,51,-86.41411183389228,C,-77.23379380834673,-204.92123872738918,76.33235905916717,-26.964013228375748,1
Heterosexual,45,193.98705353519028,B,-57.30923235983896,-13.9633458406719,-88.87364581803475,43.83960597520189,0
Heterosexual,25,80.7135144445584,A,-163.02557681350734,133.1765386114999,152.2480492340558,-103.59555161817202,1
Other,50,-122.77471058897889,A,-102.89907798599991,-157.14929455581935,37.85227907197829,-93.59956051912171,1
Homosexual,76,43.4161003675953,E,-92.25268155093407,12.256732296172903,-82.10954123632494,121.91548613034225,1
Bisexual,38,-28.846954803204582,C,54.55594431851345,68.91775466041084,14.37931370855003,-172.79523518224264,1
Bisexual,63,-114.51640803489731,B,-61.03240251617345,50.24888225498797,31.912295311542525,154.25737322800404,1
Bisexual,63,-71.92464212484478,C,162.3674899425079,-114.12422976122123,29.884698693271396,-144.5844694392856,1
Other,46,140.99715144604417,A,81.01301854762049,211.81619221227575,-137.51345016515606,78.78954938150626,0
Bisexual,46,-48.39895658624068,A,-107.97599548996935,81.43441416574375,271.45154665214113,52.32100730688464,0
Other,60,130.0498780584888,D,-171.34207123132694,93.13097724184433,-171.7539892713323,77.05521848192463,0
Other,39,-38.8720413345136,D,32.922582108164924,-218.71257632376614,-78.65768438931505,-104.14623596255983,0
Bisexual,76,-52.822379235779515,A,-38.77243857383675,7.43828092235235,62.08445114142359,181.29711250514094,1
Bisexual,24,0.9806296372520699,E,8.575875124047412,-59.09315204944217,82.0422343130183,85.07113500851419,0
Homosexual,37,53.95069403988526,E,38.80968450489633,-166.94274836653622,-27.628699068321477,-75.11271507115582,1
Bisexual,40,-145.02276038723124,D,53.20498060230061,3.390018441855268,-133.5473315887706,-141.72634184861266,1
Bisexual,50,-66.27060032242025,C,98.25692548989076,-95.78441341814644,-231.73625551624514,-68.25357195018707,0
Heterosexual,64,71.13060724972794,A,49.28072908984771,258.8488714768867,-16.02571773192606,-1.2621824943421713,1
Other,47,-50.0342021750673,E,-50.572626475429175,-1.789619489407432,-92.3088977993261,-131.514397859974,0
Bisexual,21,150.64652946276067,D,-139.95839486181373,46.90949954269166,17.964660783286828,24.878923594282885,0
Homosexual,20,77.59576539172792,D,52.840043156087624,148.42153402120599,198.91594409318242,-135.43379408858473,0
Other,33,-196.1808579614686,E,-25.743780495871675,-84.93399397499874,104.1726733228567,-93.07261944093685,1
Bisexual,60,-95.74049607718577,B,39.796395500796464,-61.46039762399413,-83.01698132545036,-39.72052419706332,0
Other,48,-65.45561107606707,E,-67.9499341548149,93.05759310660864,45.65976216888812,-57.86268176559493,0
Other,70,-117.61857588366273,C,170.58632761476233,-100.27133387557387,80.61825543942156,65.82155514654254,0
Other,40,-48.80961323846124,A,42.2255370303602,-88.97409283617449,-39.32531383016959,19.353474523880422,0
Heterosexual,53,-14.534651505380609,B,33.328614264107046,-168.24063734323857,-96.26794334485682,65.9129639653224,0
Heterosexual,35,-135.83070090442683,B,-21.88723005435267,-59.88584649718158,28.416345173417678,-52.410761443380075,1
Homosexual,73,-75.89890627232509,C,6.572409380831578,38.22097174361642,98.20968026488094,114.33655249163641,0
Heterosexual,68,17.893800657193772,A,-52.35260727394516,198.7003012574881,10.574596966564522,16.703012979779146,1
Bisexual,77,237.97459718519872,B,17.479742639738514,184.6861560608805,-55.53112193536863,137.4792467749616,0
Heterosexual,26,-52.62828763083819,E,-42.705568028963995,100.9671502825836,-41.89321374346565,-62.11475366860203,1
Bisexual,52,-198.86234035745213,B,-4.262007936749294,-22.67570246215871,-59.75028770822672,92.39351323703076,0
Other,41,-13.591976773027708,C,52.218722445791975,-132.63777693594966,137.42740723020086,-80.52281861155926,1
Bisexual,27,61.064802396670835,C,137.33956236377148,94.4522552414497,-14.998829842146694,-5.139147400798244,1
Other,57,79.43933204828937,A,-17.512079579574195,169.13904503460273,-0.21066408851329946,-5.498758109333231,1
Bisexual,44,-1.0061104525004263,E,-32.09676435399542,-32.40474542321352,36.70169315937062,146.4885787213962,0
Heterosexual,28,-65.66462157139948,E,-0.6444832841181817,62.922763553299674,164.8847395177943,-243.25680765725318,0
Homosexual,73,-40.674451792817024,E,144.96418912109695,-177.67084735207555,1.6435002697229455,-39.04116663426751,1
Heterosexual,54,-128.18569324171548,E,123.98207254386347,-107.41561689234874,-54.295466702743575,-21.058264532640695,1
Other,61,83.92302626957408,A,-149.03621394817162,-162.81001769515404,-13.194535848754388,73.41244566964504,0
Other,46,59.05890348386453,D,9.521695076661132,-55.47180283081029,2.9913397834040056,-13.106427831924266,0
Other,66,-151.8443896281594,E,18.115536458176276,-127.73533710742487,20.3299368626153,-124.3275350762637,0
Bisexual,19,-51.04830150650772,A,93.70084562354208,-69.69222712374965,-142.92673364733918,56.19784657845922,0
Other,26,-208.2729453383253,B,-71.28887486205176,8.275494526010622,-47.629950525490464,138.91538150247646,0
Bisexual,67,82.35153260421254,B,-83.21042817512357,-98.41665083926975,-74.86675339878953,-30.454220665822913,0
Bisexual,25,-150.5180739205895,E,-120.16773095817818,-111.69749859310897,-33.9756745185403,-11.250213281784944,0
Other,33,-25.54857385993393,B,-15.195970504149065,184.06515718013696,-62.21432787279086,-188.95563926803817,0
Other,57,6.058721302981087,E,197.44913365056084,-0.8047800724205081,51.28028144168242,-39.47056915821168,1
Homosexual,41,-108.62991528235804,A,118.33991561523973,99.31002443758187,-216.8496089277049,-13.488661323974691,1
Heterosexual,78,88.52421509375844,D,145.29905579824504,-139.36207333316057,133.89331524335017,-38.088081571697444,0
Heterosexual,62,-141.3705476007825,E,-101.86807189041328,63.72985970084045,12.429317463565894,-217.45040173140558,1
Heterosexual,62,-95.98912243507853,D,-49.48840443024887,-9.880555058620795,-115.52431447312792,-55.47642778710116,0
Other,44,-209.94937378009894,A,-168.3323728424374,-5.398557643013211,176.82023424650012,-135.0974700606163,0
Bisexual,61,-147.07001220978208,A,101.5946764626508,-212.70538460963672,-253.0618913499187,-60.94374360660577,1
Bisexual,30,-101.81276758232795,A,20.973184267844903,53.7116902591202,-15.521364997481887,18.014929992242585,0
Homosexual,25,67.65220823489251,B,-48.7793662639069,-15.93226484507719,54.35993054031366,30.882719490217497,0
Other,72,-57.89401727607609,D,230.7238818514006,27.65702075337371,-23.461353070249,115.37464933256312,0
Other,73,21.72757664096922,A,71.03040717679214,-249.43518208206225,-31.925090030133646,-69.96238608162292,1
Other,35,-60.83812658437441,B,2.289216981186339,12.952984479157703,-43.96701378823351,-13.006773978505615,0
Other,23,-156.09753145500707,E,55.225902077138535,140.03734039178744,70.97710957459866,27.54866876004988,1
Heterosexual,70,96.6300096051906,E,29.796118338978637,-49.700904344790395,59.61127723218416,126.42332971718295,1
Bisexual,49,42.23914166661828,C,57.64469788750747,7.17221627670139,215.5943507944094,143.0136176971487,0
Homosexual,41,-113.68116539937374,A,-155.37057652367994,-70.82060206504828,17.37006015565128,127.63033012274043,1
Bisexual,48,61.27769322835106,B,188.12335528436938,93.66739413135863,32.16724231196706,114.73700616693856,1
Other,36,149.1965576322444,C,-169.27471111893914,-68.23038708420403,57.13791808424953,174.3522062540251,0
Heterosexual,60,17.911708607932155,E,134.97527293631748,120.48363175553871,231.3540401697383,-5.686903073861368,0
Homosexual,30,172.0892546412386,E,-10.750359055218954,-46.66483474776506,-257.38165852384293,-41.1096549578805,0
Bisexual,70,27.130580825398017,A,56.82565964960295,77.32139632375514,92.99664517652157,35.48282075191616,1
Bisexual,30,60.72578712261074,D,10.963890888030562,77.98172567102381,47.68103055621903,-8.297644111641027,1
Homosexual,27,-248.60533651301515,D,-22.3288170885683,-85.5710235239903,-124.98233569503338,-26.20626303119145,0
Bisexual,75,-22.104175307589948,E,-3.3908483912213288,125.39132054589064,125.55652512996804,-5.240066698607534,1
Bisexual,48,-71.58695614056708,A,-147.56236747099973,54.16484327221623,174.21341713676262,-145.1705934311906,1
Homosexual,62,-103.87936472694572,B,141.75394053158604,-64.91154257622294,15.075157722736577,69.03206979931943,1
Heterosexual,29,-104.86254531875603,C,-19.468837437730247,-169.05982115511756,-28.00644185456469,-4.804923057056527,0
Other,54,-39.06440615509014,C,218.87225091844365,-71.96996691819047,29.55192763990621,227.13494305002197,1
Homosexual,22,36.644872987647155,D,70.30433681892868,127.3829483786854,-51.17843192800161,20.7285190114356,0
Homosexual,55,-139.16408749986746,A,15.263083165752153,-16.814293940826932,33.07638749388468,-30.92361088176841,1
Bisexual,35,51.83793781671936,B,-114.78075170215848,96.41723810638233,27.307905628642047,65.37440916895649,0
Homosexual,70,-132.8530390840225,E,84.2321293910955,168.23376862321746,-140.04617245325437,24.24280915730341,1
Other,53,77.08027154721233,C,-162.287414247065,119.21613139649577,-16.133234503412965,-48.21345683883521,1
Other,33,-123.671153060259,E,-36.41412869396279,-102.12500044862574,-53.189178623515254,-36.663699962370316,0
Heterosexual,52,98.95363923893788,C,33.70936149568456,-20.04226506219524,-117.3904059392951,102.87121272785484,1
Heterosexual,27,-59.01229837143834,E,-157.64247428558565,-2.1994728861325785,157.24532514446435,-212.03271131711685,0
Bisexual,64,-33.95742024614244,D,48.871256942943006,138.55204092164806,-106.16389516460872,-125.7790227555071,1
Bisexual,28,-141.2988258941657,C,110.02068122101353,100.2926531008955,-40.50554209420473,34.1523249918607,0
Other,58,30.87311545276715,A,-3.3444846417310035,-23.512626650515926,-182.18338207479044,-121.41422416233831,0
Other,28,-207.46927414322164,B,-76.16965715278229,167.47661993487048,-122.65843385144377,-33.451711509364706,1
Bisexual,79,-39.99964764649137,B,-107.08970665191475,41.01440212978768,-133.96323149904453,-58.78861542998812,1
Heterosexual,68,-106.2970481201897,C,-14.462401895909426,-100.38710240102179,80.00302529210043,145.51375282371555,0
Homosexual,65,-74.81159243819411,D,53.063148199658706,8.791472391706225,24.674085794885745,-172.89974198250817,0
Homosexual,41,101.1524837424538,B,104.6524268435367,-21.43325873572953,81.8489357143023,-82.41418343020939,0
Homosexual,59,255.07755540880427,E,-2.9276741762579617,-187.2589035492414,-232.62008831517872,-70.26316783339593,1
Homosexual,37,-3.6232962604988703,A,-8.115033838257794,22.55602092240806,26.959455001175037,-112.06929945799892,1
Other,59,84.81749471454717,E,-74.09401619220971,-59.714959427911694,8.390935397856246,14.46324599790953,0
Homosexual,59,77.97688611220136,A,-152.56037486129713,58.26718916596615,-118.01821601320907,102.65337550757741,0
Heterosexual,66,-60.31694895581311,C,-97.83398328054524,48.788254191108436,32.01395415715858,104.05631755872417,1
Heterosexual,23,88.43785864521068,E,-38.34827332628732,38.503782467542095,18.471324977489438,120.09174299690255,0
Bisexual,62,82.14353745084084,B,41.29164276684813,217.16513743313607,47.96984815949325,199.2135281730607,0
Heterosexual,23,40.10268505278632,D,19.255475660578966,39.3567596637853,-146.92069002691107,30.727908214486156,0
Other,36,35.48146874231008,C,-151.66097151957558,170.72921274311074,-176.265888016309,-68.15557950857499,0
Bisexual,34,-16.437068170579742,B,97.80160739630992,12.218852022648461,-9.439830556142809,-23.695328093632256,0
Homosexual,42,-243.85253056021955,B,-311.13628215748975,-175.93876750581717,35.21588862384705,-42.71900386112535,1
Other,77,19.07144926255829,D,96.17935379498272,-30.156647461372643,284.51469461201754,-229.16100181306697,1
Heterosexual,66,316.53758680755215,B,-23.1818301497236,148.57676676411177,-55.90989890740652,-116.45604770120275,0
Homosexual,58,30.25650118291191,D,74.00256116329233,-224.51799945917105,-126.13076040645252,-43.75086760494219,0
Homosexual,47,-34.296647834597756,B,-8.089511550315477,-41.06703704589321,197.55977283739082,90.86232623638101,0
Heterosexual,48,110.97181622346679,A,-36.019441208911864,-135.46405946262666,7.1269365556102136,6.790248369344537,0
Other,53,89.687006072576,D,47.58760540999102,-108.74321717994646,125.49693274908138,-56.40090192323195,0
Other,25,-199.73696210609617,A,60.97824786625537,-303.65909889283904,40.96570053123824,17.99842762831573,1
Other,39,2.1307405166702935,B,107.74624183395265,40.69113527081389,-147.42796063824852,-60.858680587118776,1
Bisexual,25,-50.02759801115337,B,64.4436847042375,-92.74715327280967,-237.12598775217532,40.539882030888066,1
Heterosexual,52,-76.18878979440835,B,-125.37858043765424,-7.224337980894009,192.47044159249376,24.810558291593697,1
Bisexual,24,47.80829089697927,B,-100.1815212275021,152.0275209353948,-145.89079413659644,-56.86132956134779,1
Homosexual,27,167.57550869201447,A,28.689329643536382,51.40471414197306,-45.58663553356084,-69.0351424504113,0
Bisexual,44,5.284368986006993,E,-87.18479448470904,35.974439956941936,-49.04793783091518,-16.432618297772144,1
Other,53,-159.59311358276332,A,132.7333075877153,68.71868847661723,66.2205102735049,-30.83411987395643,1
Other,79,-178.6156370424593,C,-27.026785748525207,83.25007480715699,-22.201201687635734,-25.309361210448518,1
Other,40,30.69404202804913,E,-38.0726286509692,-3.054023414313349,146.76390414666116,-27.77553087544463,1
Heterosexual,30,69.00006604979335,C,-104.85779812623926,-195.6396848330127,37.960227051666635,50.507775115364225,0
Other,67,-93.77864183479002,D,147.1379775108993,-52.49020051170811,-136.7808088827131,-10.728355826242979,0
Heterosexual,22,43.90000108935092,E,-54.19170091373757,7.336258170350455,-5.567457086471998,110.88876040353126,1
Homosexual,65,-48.06927337592983,A,-62.58272743612145,70.61567050664712,61.62563909627162,-212.57438835416815,0
Bisexual,29,-119.95119053939914,D,-10.690667584095324,118.9567634011605,113.00253679452332,-125.21674087821282,0
Other,54,255.1613313205885,E,21.551166626104163,29.023131338135183,86.61145412766385,24.37761148825721,1
Homosexual,42,100.91534861702623,E,54.78401064775609,-44.03960123202479,36.67875566957928,143.24209409751901,0
Homosexual,61,-124.69788185809034,D,-165.79552897834807,0.8948300283485039,5.617869730458132,25.250212379961756,0
Other,71,-151.82210140881628,A,91.90936264239616,-87.18804172014684,-118.65669424642637,-69.0807603792564,0
Bisexual,52,-118.23589966388856,A,-221.33145768746775,-30.53150472567546,125.63908951904746,-38.186082737123094,0
Homosexual,60,-141.4874148653304,B,31.89149087813537,150.70142336568856,-192.61104696231456,270.5538209323811,0
Homosexual,66,42.739851798773465,E,-219.90834198555342,29.03034138011118,-17.79172618917859,-68.13512606819354,0
Homosexual,48,-92.1679387165592,D,-12.456720099934113,-146.03141815106648,93.63991855527371,-40.97289631341056,1
