married,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Married,69,D,122.06697666103226,B,144.77721281569922,A,-0.8610722812923429,C,103.73837080399059,66.47717592082697,A,0
Widowed,65,E,-255.54493939500404,C,88.03365638492278,A,39.33460171702116,C,-94.21758889761979,-93.17711412042206,E,1
Single,31,C,18.81096544331222,E,-52.43649949041501,B,-5.232309396212099,A,101.81490780664775,-58.246223516091355,D,0
Divorced,51,D,-149.07813581781917,E,107.73171124959178,A,20.937679861030542,A,-3.6110733900113114,-53.99562046489662,A,0
Widowed,53,D,6.697253956529325,E,2.3715430235266495,E,-128.73373857437116,A,38.05864554843122,31.873571897594683,C,0
Married,35,E,-58.34040503894242,A,51.142254346806645,D,-157.27472013597006,C,-53.43100658762934,53.54145768140598,A,0
Single,50,B,98.28150216638544,A,-81.78104394366855,B,21.664653072776964,A,21.071779987962998,-92.34043121080556,C,1
Married,29,B,77.95015114637845,D,-8.611751651015902,C,-31.92721833819502,D,33.19999698907981,61.79551720541042,A,0
Widowed,83,A,8.992730000474914,C,-116.19459114712984,D,-118.54337913251763,D,-105.64412950267419,-1.2816381963122945,A,0
Widowed,89,A,-57.38898400596483,B,-19.860958170093873,E,10.543165600016035,D,-18.595065949806717,142.28038958624282,E,0
Widowed,18,C,169.14865898493875,A,-84.57465068373034,D,113.60225201856188,D,-4.719894397965022,99.61490924627124,B,1
Single,34,C,-24.03189012357743,B,5.251853810613917,E,-176.14045146699243,E,216.46125469549858,-54.18935912698114,C,1
Widowed,63,C,-12.22481168209722,A,-40.80936036940769,D,192.86030434327546,B,59.384757689592504,24.636473929228902,A,1
Married,31,B,123.10604183740396,D,-37.0674721371011,E,-163.99888772007534,E,132.28821233694183,37.92892568873463,D,0
Widowed,96,A,-176.98598280545988,A,-148.4763445293602,D,79.50560061941536,E,63.79562728353615,29.055150104732284,A,0
Single,35,E,45.58954464356875,C,-37.86237304323502,C,-54.02157357747321,E,-135.4410821395175,25.217102801290718,D,1
Divorced,42,A,104.70078264315892,E,-220.19374261305288,D,-49.10778469745776,C,2.8205005336625946,-83.63590921172619,C,0
Divorced,30,D,102.48453633255113,B,42.929434701235266,C,-111.69450880191647,A,-121.40602807821527,-186.41482530317143,C,1
Single,28,A,-56.32046384947211,A,-114.04794295264658,D,125.61232733401995,C,-162.5316179507303,63.3624391115953,E,0
Widowed,91,E,86.90207963876067,D,-96.14755214776488,E,23.941100711979647,D,-124.05207549155821,84.57717001555926,B,1
Single,36,D,-55.61304934321127,B,-52.175395129177794,C,-94.52517096612321,B,-84.22852061280688,-31.103956357456937,D,1
Widowed,30,D,23.405788573583212,A,134.47412835190147,D,3.0417701011697456,C,-43.892868208683296,58.9490150246254,C,0
Single,99,A,150.88601458148193,D,-35.7287883751366,D,8.155246634594635,A,177.2971718873721,-226.72048168109959,C,1
Widowed,38,E,-7.684246173387617,C,92.51052015508488,B,-92.24667100025464,B,80.44648547932876,-49.81442717833734,A,1
Single,41,A,107.62010141278952,E,-85.79752857788633,B,-37.830194182565805,D,153.03280082473506,-70.59534569244602,D,1
Married,97,A,119.38934751192345,A,29.623321236240557,D,315.5005996129509,D,10.589932281156852,-205.47988302569541,B,0
Single,95,E,-153.84578219700376,E,-92.51027745237423,A,131.6384646050177,E,77.04711132050235,20.718793888567795,C,0
Widowed,51,B,-119.94317731291308,C,47.25876991801894,D,-141.52312216003372,E,-164.1631489734786,-64.14752141892903,E,0
Single,46,E,55.40314469156573,D,119.77234438139782,D,114.7446584200203,C,-69.01012981426942,-107.03212556161104,E,1
Single,54,B,15.529354492970073,C,8.259727961069958,B,21.032388092620824,C,88.1318498172175,-16.16127579955703,E,1
Divorced,71,E,90.75578838302236,A,71.99012574857852,A,-14.679746590311355,B,196.24832268796015,44.386636400435734,A,1
Widowed,18,D,73.99695403346853,E,-109.86892161026869,C,219.45526172470747,E,-33.66644825934826,100.36332841538342,C,0
Single,34,D,-21.192303186892442,B,173.85351691005204,C,-206.86774048592162,A,202.98301366883456,-153.753363718638,D,0
Divorced,22,C,-78.01739977145489,D,57.21555328298484,E,-19.12407220774751,B,70.63503560785757,-67.12616001934249,E,0
Single,88,B,62.35694711236282,D,-154.545580530746,D,-11.644999079661444,D,-111.63804172577498,-19.339395747298298,A,1
Single,55,D,52.52994862411222,E,77.16195124256583,E,18.891247279713355,D,-20.77407462372476,84.07767255539953,E,1
Single,66,C,22.4192239905455,D,7.841209025112591,D,-64.56325323439228,D,26.55192523031754,79.8247112660443,B,1
Divorced,91,A,30.453370510429277,A,-30.325566029438182,A,167.29420444852263,E,15.0532824256542,63.838245606952235,C,0
Widowed,68,A,58.42010295475218,D,-140.24917171334832,A,69.01908462082666,D,87.29162917982217,-210.14023354711932,A,1
Single,65,C,15.772400982075718,C,-87.66470522586405,D,-20.220019981794092,B,250.41667953826982,92.31623796240214,A,1
Married,92,C,105.8926708978277,E,-80.55892931829513,B,80.33756283185143,B,1.0508158307144446,-16.70270931957171,A,0
Single,50,D,-75.58387929996768,B,-24.943160092551057,A,28.07601343168032,D,186.47729234479647,-61.86438288897419,E,0
Divorced,33,D,65.06330791747054,C,75.65025502488312,E,-28.740230635790866,B,16.96520524935214,-82.62761668846268,D,0
Divorced,84,B,18.76525677516909,C,-27.206585385015554,B,56.574274168060946,B,124.56076320102025,124.43235099520187,C,1
Divorced,60,D,84.07454432593514,D,211.92841231088383,A,32.66847659332979,E,139.3896971317821,-23.170577011235867,A,1
Single,64,B,-106.12011518603433,A,-56.75915463079115,C,-73.39980035877592,A,-25.034904630528278,-8.734012021817737,B,0
Married,70,A,163.43936423812963,D,-39.5609066129128,A,61.78677611437473,E,-21.825266139303558,-97.47294988807938,E,1
Widowed,67,D,-291.7529706252196,D,104.0651946001141,D,8.654796973992715,C,-57.48319667539368,98.59411928524314,E,0
Single,29,A,44.76611461716958,A,155.99311118805863,D,44.13753153079469,C,-75.82157463464831,9.86178712742043,B,1
Married,60,E,31.987521971336193,A,63.13693431734284,C,13.891400786407084,B,-41.59432276918739,116.71994146299667,C,0
Widowed,59,E,60.839635913461045,D,113.86710827230584,C,-52.10902928136485,E,-7.80580267510477,-46.98275490700276,B,1
Single,33,C,21.570474079545445,B,146.75214856347733,B,-156.8719918403698,D,37.25021170085298,93.01420085594027,B,0
Divorced,96,B,-153.9570333255708,A,57.341332692345794,A,-96.67883171884424,A,17.890903855350405,-42.59752099508855,D,1
Widowed,48,D,44.04617134563304,B,120.60899435135369,D,12.975173404062549,A,141.80300377043537,100.73158219798131,A,1
Widowed,22,A,-9.395328964485596,B,-216.57551428711162,B,10.61743978925271,A,-78.50512756405769,-5.561726904222672,A,0
Married,72,C,-28.731804812782013,A,4.841028750616482,A,-27.229022228026643,B,79.9856048388606,26.268984634091442,C,0
Divorced,64,C,93.15107256858622,E,-90.73924004121797,C,272.99716107384523,D,44.26141991828405,6.321335239774618,B,1
Widowed,92,B,90.58078661376908,E,237.26992033163253,D,71.14565028031362,C,5.8340870525197825,-170.47135847376043,E,1
Married,18,C,111.42858028680129,E,20.32716540927566,E,96.2495216958786,E,-55.75059489549522,164.47622551825506,A,1
Divorced,73,C,-5.444793463236177,D,-71.8473974359504,E,-36.88653836022815,D,81.04412362630603,26.179393207459224,A,0
Married,46,C,41.00905453382463,A,-69.31656877813026,B,152.3866295914001,C,14.689527984934406,-29.45340086212643,B,1
Married,27,D,-99.6644787235044,D,42.08464098427948,E,-60.384356988666376,D,-121.30796911188287,96.70055480094453,A,1
Married,82,D,-103.95997499334806,A,51.44126089932691,A,-217.69468096757848,D,-68.21919150773267,-26.23921448324148,B,1
Single,24,B,4.845446667838296,B,-30.75813471369568,B,-91.88679327820627,D,28.439940120952016,-28.457455423347504,C,0
Widowed,25,D,72.50273173780853,D,262.2403691308294,D,-161.12590560094515,C,84.50968234173266,-37.48638169634751,E,0
Widowed,78,C,-198.9145719449124,E,20.16496394971631,A,80.649011730852,B,85.42085644741483,-97.29495940467378,B,0
Married,51,B,-99.89928884066954,C,-20.527070512813907,B,37.100898263673706,B,0.9316456731418076,-55.02400683541997,D,0
Married,43,E,125.76312599073208,A,-38.04004871693215,D,77.61021870727565,A,34.96200753108018,-108.2273735214742,B,1
Single,47,C,-41.76729831713601,C,-23.663339597607084,C,-33.52973040502041,A,-58.89912697673939,-28.074440325805224,C,1
Married,71,A,-29.600668440682416,C,156.02943212604333,B,-36.85969912638282,A,51.148083719694725,-216.43816175315317,A,0
Single,76,E,4.6880117704734205,C,-206.13936806881767,A,41.030746709819795,B,18.57504604424822,-50.69354909945191,C,1
Married,79,D,-83.85416667296334,E,108.58484357503761,E,146.24536850219002,D,-16.04732710647461,188.7300319751985,C,0
Married,99,B,130.85828103289987,D,69.83302885564872,A,95.80029358916842,A,0.6933875474996039,-74.52553432877362,C,0
Married,32,C,108.057553724213,C,-199.7052302590619,E,24.767815648228567,E,-57.472912828123654,89.46104764503828,D,1
Divorced,50,D,88.50068284620765,B,18.68891174495209,C,212.84368017658815,B,143.6326561036866,-97.4982583616432,D,0
Married,66,C,49.37411773132096,B,105.00569095936048,A,-35.179034972270614,B,172.7562707607181,-85.2637202095968,C,1
Married,73,D,-41.6718743115731,D,-14.152357924521322,C,135.28026067175327,E,-19.483611665965824,76.12886546669674,A,0
Single,53,C,-12.26193413065051,A,-15.126209420197275,A,67.4875703369406,C,24.573784438684957,-230.57937096087673,B,1
Married,86,E,49.006255460792936,E,96.69050990279786,D,-31.702780214622756,E,-197.1338483914754,-181.90404941819045,E,1
Divorced,25,C,-96.46826672095398,B,235.1156100489453,D,-216.4637986819908,A,-107.035479516566,-141.30420585129298,A,0
Single,61,B,-18.717585158946044,B,-107.7321220925938,B,-70.76997819778072,D,7.344747008932444,100.54483336848472,C,0
Single,38,C,-14.387344130639507,B,222.9009294133165,A,-3.0705464491254006,B,-36.291838237142095,13.98819350948391,C,0
Married,65,B,274.04947549165485,E,88.05510479704394,E,-204.26032866885708,C,-123.85525986461178,36.388138271326035,D,0
Single,68,C,-118.53879207594984,A,-10.48428963899523,C,123.4423151026228,A,-54.885286701685374,-215.8523545877479,D,1
Widowed,90,E,134.00055597363502,D,29.307435852237727,B,34.31990616991703,B,-34.51802859348423,98.70456406441764,D,0
Single,28,B,-25.586679496033156,B,-131.77727498207966,D,27.91833333398297,A,-101.90312680380802,118.64647184126342,D,1
Widowed,36,C,204.8572146786413,B,34.11150086668776,D,-28.80106900003321,B,143.1667103974133,13.339786727219213,C,0
Widowed,78,A,60.53468464925312,D,-110.11067981380714,A,-136.02583492145502,D,-49.64443232891072,-119.42333025348952,A,1
Single,93,D,149.46570951906347,A,-21.82271713988392,E,-77.9256155597564,D,163.39129078961417,-115.10437727174137,D,1
Widowed,27,B,-76.45042258578346,D,35.07184149984663,B,60.31570438967465,E,105.18885422920744,37.444272681218365,E,0
Divorced,18,A,3.9936438744665876,C,127.98890563588752,B,131.99600335673452,B,18.089722351637395,-89.661565790302,D,0
Widowed,81,A,-88.76551482779664,B,19.01179800796353,B,57.09539771009972,D,151.06970358952185,-58.41512061062758,D,0
Widowed,49,E,-16.75141827804528,E,25.35288427119491,B,121.20668471136014,B,-52.11286800759971,129.7301205023335,D,1
Widowed,90,B,-60.95249314878447,D,24.439598068225564,A,-168.90886469598922,B,45.68636609314628,-126.55953045237607,C,1
Widowed,50,C,35.777739906573295,B,142.54595724283107,A,143.05849960479108,A,143.64631005863228,-105.97584392690511,A,0
Married,67,D,79.13122438967193,A,96.92879767307656,D,-118.85739695223918,A,-204.74529938872323,13.93167524110398,C,1
Widowed,36,C,-80.70040266564132,B,-32.90745796451304,E,-8.827698622852479,A,-31.861641432874837,225.15003670723024,B,0
Married,45,D,92.76241907623259,D,44.00445308953847,E,49.423996966625594,A,78.72524633620492,-24.14623330989239,C,1
Single,32,B,-124.30185965942009,A,195.4603867075327,C,76.07318479652666,D,-1.7948886800139743,-58.55368318836123,A,0
Married,98,C,-90.74805614836949,B,4.871608552169841,C,-34.03476934263362,A,-104.0842117394935,15.668971084139407,C,1
Widowed,52,C,46.89683113980061,A,-79.54336827000566,A,-49.660317624565366,B,-149.91793574107567,82.13231865864672,B,0
Married,70,B,93.80529197240402,C,-1.8409025246549855,C,-95.07641678948583,A,-140.72265821586208,35.829456269250684,D,1
Divorced,59,D,-47.521090119571255,E,-28.306015346573087,D,85.46789987170962,C,63.805118950251426,-18.508400827745838,A,1
Married,91,A,-106.23623319944772,C,33.63586135484342,C,84.92509193138402,A,223.93975260193923,77.60922657290863,B,0
Widowed,94,A,-112.60182539246001,E,14.178584877172847,B,16.226792007427658,A,-81.10105595505082,-76.64273873823618,E,0
Divorced,40,C,127.28734309142027,E,-129.56076385489922,C,-9.525327291592975,E,94.12353241049797,92.4655788227249,E,0
Single,71,A,116.16332169908361,A,-23.741017054604523,D,287.22436341605317,B,-72.3967333809315,-119.14159439076164,C,0
Married,30,A,-39.97361577081753,A,-15.892750913270623,A,167.74125789884272,A,57.12443031232519,-38.456789244176136,B,0
Married,21,B,-68.55326667279364,D,13.2444730882132,D,-12.19751760964138,D,-75.55044843473111,57.6689292172336,D,0
Divorced,87,D,90.04855769130077,B,-62.55473433459445,D,184.2377345102633,B,36.76026767962754,82.10235759501789,D,1
Single,87,B,-15.971558992152964,D,106.81333105014848,C,-39.780738893467706,D,187.4976058075476,-85.85164101574553,C,1
Married,95,E,1.6064057733404196,D,209.6026682311971,C,-96.24729381065775,A,113.10104652533283,55.195691745193955,A,1
Widowed,43,D,-219.726360348212,E,-96.16537513809718,C,109.57747323276361,C,-13.916646242451291,167.06903968678822,E,1
Divorced,37,E,-21.29995488643852,D,-78.27698576926761,A,-30.59679572685517,E,-150.7336207322009,48.80964999835557,A,0
Single,21,E,60.23210422051737,E,25.09565585786906,D,-15.262661165374567,E,-45.691001638529436,147.69743148462928,D,1
Widowed,99,D,-149.95188312232727,D,109.80806438785027,B,-41.45336770499085,E,75.11201012841566,-129.27910990479546,C,0
Divorced,36,E,-53.69328985563594,C,-0.199306407570127,A,35.57726882546283,A,50.5332369207991,-44.87996463444726,C,0
Divorced,37,E,-10.26482321241755,B,-123.67304683749123,E,-9.663671793415853,B,13.820897753380349,-34.01758461410947,E,1
Single,74,E,-134.24842680325185,B,3.8410463331864193,A,-34.05533562850428,C,-27.340113015510216,119.1446488053303,C,0
Divorced,53,A,-36.65129419908944,B,292.3391511164544,C,-138.47829137387924,C,-19.161717586807885,90.96291337553278,C,1
Married,72,C,109.06750661688788,A,85.30330340538724,B,89.62351990631088,A,76.69245524677083,-79.15235819517508,A,0
Widowed,91,B,-48.61998246873682,E,-90.82721333306016,E,50.22090621327527,A,-135.17904015378866,-19.569320818470075,D,0
Widowed,45,B,-112.91370055633674,C,109.47355298903642,D,80.20767028341767,C,-103.21917459491323,-40.73361458080864,B,1
Divorced,56,B,126.86544705346985,E,-59.39950398285714,C,-151.5792748426535,E,154.7861536826299,109.0700957165791,B,0
Single,62,B,-285.3907537971933,C,171.690408699729,B,169.1998517272824,D,-45.9030909620744,49.251653708086735,C,1
Married,66,C,55.92678934437322,A,-3.748008793711869,B,-17.010050554836386,D,54.38973372989716,34.84782181457128,D,1
Married,67,A,49.706602887308435,E,4.602238346946297,D,-3.5206292817593603,A,-172.97188735919772,-261.6732091385023,A,1
Widowed,88,E,-16.864223754467698,B,-36.48412158576903,B,3.53215832104029,E,-15.488253572959575,19.81481679386528,D,1
Widowed,40,C,68.72755443106001,E,-35.3542209513111,C,-24.09606483059878,C,217.02554445944284,-26.71825595483448,A,1
Divorced,93,C,73.10173412736405,D,-7.636649164104517,A,160.62075494235816,A,-12.60560914392998,73.70581972128952,B,0
Divorced,74,E,18.202853249050445,C,170.42893209421047,A,6.272172218507929,B,10.066070392171273,-8.352340196228166,D,0
Married,79,D,-62.861602488958724,E,-84.20164079744347,A,-144.21126184390764,A,-112.54560112540119,-83.10377598562205,B,0
Single,73,D,-16.544064780444945,C,130.38516496054876,D,-161.52544367517774,C,-67.37964158342959,43.3902441722789,D,0
Widowed,82,B,-76.62594436702626,C,-28.782320055095795,A,126.68050060421304,A,-75.94427891761765,-132.7601253089189,A,0
Divorced,94,C,180.82956833544586,C,8.87723980798903,A,-113.71129283636787,A,-112.48168612665572,-88.57350783938595,E,1
Married,84,C,95.81057695937407,D,-175.29572795016034,D,105.266512446376,D,-156.78261518244344,-88.15660166087535,D,1
Divorced,96,C,173.09213214564622,C,-115.37912027730135,A,-23.510348817729238,C,-41.71729780541315,-10.210398702133142,D,0
Widowed,87,A,-81.47336394777834,D,-62.000236187535805,C,-114.85112740164742,A,-62.805356136905885,114.30306673433486,D,1
Divorced,30,A,-121.01141986310884,B,48.56881361377798,E,48.01113013097417,D,70.05579500913555,-25.32342442496863,B,1
Widowed,92,D,-55.0459589896533,E,-56.043948548649816,C,58.42021118111377,A,35.049429962662494,3.7911618197126655,D,0
Single,34,A,-80.77534447792074,E,135.34332064013648,E,124.53743143367984,B,90.48124606877414,-135.1542608735116,E,0
Divorced,87,A,85.22901999998311,B,10.588483769229795,A,-75.3235547054995,A,-51.081060302508476,182.25699825065223,B,0
Single,93,C,-105.51118402211661,A,-18.792232265232954,C,13.738127213436849,C,158.90958138468397,33.66587175749705,B,0
Divorced,94,D,3.3092340074610065,A,97.75423408598829,A,-95.5424368519904,D,79.30037594974438,-136.88260297659775,B,1
Widowed,40,C,79.23528280969336,B,50.708931205429465,E,175.45630823670152,A,75.91413900739494,66.63995897168589,A,0
Widowed,44,A,-91.48763949840372,E,52.36418396880468,B,96.36677729379034,E,-2.6754726851226667,-36.02505513247681,D,0
Single,71,E,-103.34204650979935,B,-45.49121528956262,C,-105.26918592726149,A,91.16582835741616,38.059925624673035,E,0
Single,54,D,-34.26318728207154,B,-79.92191716800878,E,-28.396615483482375,E,-21.277054328778977,-234.74346852818337,C,0
Divorced,60,E,90.37530417881868,E,-217.067006785745,B,-105.55138991692421,A,97.33592712889451,-77.61709859184747,B,0
Divorced,65,D,57.36166188011562,E,70.0604936018044,D,180.94219208633479,D,-70.84442759249092,8.237863909420422,E,0
Married,83,A,53.50096313285203,D,-69.01445943242058,C,114.79247759773578,D,6.493523384935969,-104.76657547727268,B,0
Married,39,A,50.16345796020117,E,-18.67337083862153,A,-66.79209040942644,E,36.92815509128945,115.38969504097814,E,1
Widowed,62,C,-7.436909467068252,E,-67.21807190060328,D,-12.37481338329314,A,-75.85983806767074,40.72048367361332,B,1
Divorced,98,A,14.191159893649841,E,6.959873324042912,C,112.5509393533094,B,120.88369272931148,-17.22704040098485,A,1
Divorced,67,E,78.19201246477527,A,58.020766959259916,A,205.3521698854372,D,57.85480204313011,75.74148757337692,D,0
Widowed,30,C,-78.753935115303,D,58.19468834411563,D,35.66706158647492,A,-16.95599302530186,-12.983859617346194,B,1
Divorced,83,C,-60.6161251176562,D,72.33899852219466,A,-69.47116147093098,B,-30.520282561346324,-76.20584051605582,A,1
Married,99,D,-7.172692932205779,C,-79.1201146511053,D,74.03501800722097,D,104.08936119289662,-11.95220058785202,D,1
Widowed,81,D,21.370209644311494,A,-26.242168262189807,E,-133.1332557266152,C,47.8383981949995,-1.6170224140305518,C,1
Widowed,82,D,-28.071458137129063,C,9.972601794745774,D,52.608369950244615,B,119.99895314150446,17.97845855624856,B,0
Widowed,44,A,76.65859410805253,E,42.813315960663964,E,-12.324728368667717,D,-235.09122246334462,6.994656378512778,B,0
Widowed,30,E,-17.62624436109593,C,64.26368353318928,E,180.96272574227802,D,-64.51922013784751,24.202064232620746,D,0
Widowed,85,E,128.2797928170497,C,-131.68073108867583,A,-85.08052879241242,B,-82.84050970125558,-84.38469374983464,E,0
Divorced,84,A,41.66362633401167,C,-5.830591605113741,C,-87.95333667383494,D,129.4174634638701,-141.16227857223274,B,1
Married,82,A,3.158603253178861,E,-112.84984776233482,A,-28.875900516029223,C,-55.359360008730995,11.768745164648239,D,0
Single,43,A,-85.8325189760539,E,116.16923422288994,C,-79.94287276501188,D,98.25541967996607,-45.99112968316488,A,1
Widowed,94,A,-46.706552684220135,D,-76.17983141254282,A,-45.512372961895665,B,82.26034095755645,84.82272519491696,B,1
Married,60,E,42.68968589766883,D,-47.2215120135118,C,98.9947159919846,A,-125.94604222820777,99.48068708683402,C,0
Widowed,86,E,20.70591306033741,C,-1.439725352261606,C,-18.681050240634086,C,47.95186531622983,4.281584331726367,B,0
Married,47,E,27.38023998973937,B,-106.60644659557863,C,-87.38178493911064,D,65.13599050968357,-1.1400532494361153,C,0
Single,29,E,-199.28353974308018,C,-68.45801586519623,D,-59.62062502356824,B,46.09404384884165,-74.47728765721648,B,0
Divorced,92,E,11.716712242172997,E,-90.25153259573506,D,137.1684706771421,B,-81.15183864936765,49.417702797469886,C,0
Widowed,70,D,-31.658671391218036,D,44.44408229019164,E,107.8426474766181,B,-35.75984976074159,-116.41173876001527,E,1
Single,62,C,106.89307425912267,D,-26.32246090174381,B,24.580425051152396,A,100.73105514223096,140.75350266171648,B,0
Married,95,C,-29.319228382064782,B,-16.362529217578054,A,-91.13091492601582,B,71.47182233615503,-15.457357272835354,B,1
Divorced,95,E,-7.913092871487964,C,-55.8865995183191,A,225.87265613734826,C,83.49555425255917,14.114518224008634,A,1
Married,76,E,-83.35380674372999,D,122.85186726423154,D,108.0824497580809,B,-55.03145116180945,26.454322520063084,A,0
Widowed,29,A,-107.40287438345516,D,-0.8156032154711643,D,-113.79197434535853,D,-114.63431031661055,-27.850378087486007,B,1
Widowed,44,B,60.74973951061303,B,5.362023287173381,D,-20.23948498297972,A,17.300496730408494,47.14183681648028,D,0
Married,20,B,-100.49653086324912,B,4.66834724216861,D,150.26620801132339,A,99.31109900405919,173.4191449789725,A,0
Divorced,46,A,-9.225706048306593,A,-123.92681072128325,D,102.11915355647285,C,-15.654566541157727,141.0391000909647,D,0
Single,65,E,129.4339339657973,C,-104.54740612408595,B,69.51221679729208,D,-59.59923853035883,-107.12469962858665,D,1
Widowed,59,C,-55.30431502413187,A,-55.46407388654878,A,16.396975190428073,C,-49.17072370079876,71.14261601210399,D,0
Married,96,D,4.405208650952205,A,46.72362225917968,D,141.29074086544628,D,13.643583634688497,28.853725216116317,A,1
Widowed,41,B,-42.098364835549326,A,-11.031352665385493,D,161.44494666741318,C,-104.87297560657755,-4.384563154310953,D,0
Divorced,32,C,-15.927112112421357,B,-9.887424685265959,E,-79.77039860857955,E,4.996442604572013,15.573048570371034,E,1
