birth_year,country,marital_status,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
73,Brazil,Divorced,M,-163.0130650509611,B,-25.641817775420105,-223.7333619844073,-23.493021451027303,-81.92842312822337,4.531910838428288,C,D,-66.44860074831033,D,-17.325280225176158,B,0
42,UK,Divorced,Male,3.943243329963939,C,65.34854847196692,9.603203741796776,-92.11791719741181,16.673256014084945,-84.90649958815033,B,C,62.39553570301043,A,-171.49639702868248,E,1
25,China,Widowed,Male,41.03635641054121,E,-26.849218574650546,-192.0654842159237,-235.31343510172968,139.35691996217915,-62.16593398528823,D,E,14.563107319912216,B,239.3981813730158,B,0
18,UK,Single,F,-33.624654630154325,C,123.07846116354044,-65.45761914959711,-24.33991953708503,-31.53963000391976,-117.80677703638631,A,E,-25.868023509592327,B,-10.383444658215977,E,1
52,US,Widowed,F,-52.89161564715368,D,-87.14013140718117,149.22309649274303,156.39964387449496,-25.35129098988145,247.76241010482863,D,E,258.02700639031974,E,157.83137104041208,E,1
75,China,Married,Other,-119.31857533080228,E,-54.72712378722613,-36.72314575567566,-162.28330054814072,-91.19499270942853,106.90027264020134,B,C,-6.1928627939801935,B,14.992195055194154,C,0
49,Germany,Divorced,Male,-93.44968513049187,C,79.08933015940613,50.30508081708126,-31.499241849450815,60.80752293916933,-53.55294029041151,B,E,34.82317630990526,A,-132.46100352287183,C,1
55,India,Single,Male,-22.43887348109823,B,144.1508337281411,210.758042855894,-23.043634968669576,-23.09815182597034,-173.01297952579523,E,B,9.545674242076055,B,141.65954346195224,D,0
55,China,Divorced,Female,30.525022944086732,A,-56.305860592485566,108.12861541964686,32.856720645563115,-36.11032931368419,-105.73461748027238,E,A,123.6135717081816,B,-90.7770748545468,A,0
32,India,Divorced,M,-132.14373597113683,A,147.20723402352428,47.0248613052423,116.20489570787433,-71.03867290062557,-84.80152793527355,C,D,88.92711934675087,E,144.36377405542336,D,1
46,Mexico,Married,Other,26.27168713898306,C,-165.63455222038718,231.91568454910993,-33.924476110833226,-1.6341812058494765,19.615971329421345,A,C,-44.37358563972237,A,288.6938344675302,E,0
43,Other,Divorced,Female,-134.92257212085374,B,-185.29465085524845,121.74219290312259,44.002209790910634,-32.70362109767524,-81.75580498091304,C,E,-8.234568122515306,A,42.2038878467933,B,0
24,India,Widowed,Non-binary,161.9033026617579,A,170.2363425709271,-168.5302694480395,-62.545287968028454,62.02158905027873,-101.76650439707429,E,C,91.35747129649536,D,205.60797176236045,E,1
53,India,Married,Male,-31.864212138876635,C,17.574793417376352,-27.506364870211225,3.287936113167765,-130.61223030228362,94.0363252026645,A,B,143.56728205484194,E,37.408712868793806,E,0
