faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,C,-4.7844683856058685,E,-83.7170079566985,-11.83425408729237,B,B,-93.39337433101313,36.19978412232426,E,1
None,E,103.05358357479734,C,-45.946325090282244,-72.66591732262833,B,C,104.66216324344326,-83.1714934750727,B,0
Hindu,D,17.65056251037112,C,-22.264081190067724,120.31205228046531,A,A,-146.9935231194244,-75.97557905472866,D,1
Other,D,87.57871120235572,B,112.21036574721792,0.14237093302292303,A,A,-78.19174296374112,-103.17930129883712,D,1
Jewish,A,96.4546119235888,C,26.849110926428022,-48.96211856695976,B,A,-56.78386401332125,-16.626404723380443,A,0
Hindu,E,228.79952751115465,C,-75.66453792931823,108.66833017924482,E,B,-131.23727522936068,-92.9517009769697,D,1
Other,C,-115.3395499513611,B,94.46149893917124,-51.99593200687782,C,D,-52.87105260933388,-35.80098819282365,B,1
None,C,-109.07984146984421,A,85.833392853427,-18.20157793710331,A,B,26.735247090814358,-255.87084778179522,D,1
Muslim,A,-71.36407487893894,A,41.93908677281613,136.6840947679524,E,E,169.47206872911914,241.55184536399278,E,1
Jewish,E,177.4130978223435,B,62.290464609660745,-119.9846483961743,A,B,155.2876775786673,-56.367083489007776,A,0
Other,E,127.63326740201384,E,106.37053838070794,185.24786858981147,D,E,168.50008641375874,-103.77577960093205,A,0
Other,E,53.02917541652874,B,112.0639322833656,-85.04125122332677,E,E,45.02623282736344,-72.0915754633314,A,1
Christian,C,72.55464308202528,C,51.273972463651496,23.673954856187326,B,B,-171.164024473644,45.13091291530136,A,0
Muslim,A,81.6103203395522,C,-40.41395727985925,-87.92011171460182,A,B,139.37064303354902,24.391697067922838,E,0
None,C,158.77894502261915,E,-106.88659186806954,19.326489582955507,A,D,-227.47319213184022,58.436416910680265,B,1
Hindu,B,-92.62553993926285,E,-11.906696109921079,-4.796102510904719,C,E,7.532832500890542,-16.21396220822605,C,1
Buddhist,B,-50.251481946442986,E,-123.26590235388575,66.86242642969033,D,E,88.77883725835432,-35.90514584055192,A,1
Jewish,B,-40.41398083726934,A,-40.17266922399374,-163.5438357620911,C,D,-101.86957002259585,105.8532626364457,C,0
Other,C,76.65353716835257,E,-90.43906435433111,153.54190021031079,E,D,152.01260987199885,-142.35005273878883,B,1
Muslim,B,21.20705786385223,C,-20.145975755245896,127.7327841037783,E,A,91.21920844013002,-45.61836138177547,B,1
None,C,-60.74453631095822,B,-164.59603040496546,-10.192524833899187,E,D,118.96671868808102,16.166916358209726,A,0
Muslim,C,82.57516862828895,E,-86.47062229670829,-113.80794458971695,A,D,25.846906428857707,134.11823445189867,E,1
Christian,B,-52.94179885485066,C,-33.10817580405473,-122.85585851382066,B,E,-35.90515802026222,55.00420638055127,E,0
Jewish,D,202.70756501988444,D,75.63870387437701,-17.714165766517525,B,A,76.77946138219465,48.454504854117424,B,1
Jewish,C,-92.30248563235332,B,82.57981409103151,-109.12372729517958,D,C,116.97829697772038,104.82497450992444,D,1
None,A,-60.31823154811794,A,125.24062233506838,-258.1617596988818,C,D,-32.87628156238384,-182.34260283307958,A,0
Muslim,E,-144.41568993420702,B,47.34702591452849,-45.42370403511405,A,D,116.77656380143027,-115.5273257823896,C,1
Buddhist,C,38.109075895258556,E,54.15818813480436,-119.75897723613693,B,D,11.258815110415012,29.857623805123257,D,0
None,E,-171.28652181605878,D,17.374163881748277,-145.01272285973408,A,E,-14.545368691771266,113.15476050246463,C,0
Christian,C,28.462884445893316,C,203.82225035399074,-24.925107227941,B,E,-0.9712201405500545,4.153210416112216,B,1
Hindu,B,-35.230336436723086,A,-12.023260201824108,36.25744871449047,D,E,18.077697246367432,-72.42944184302524,E,0
Hindu,C,87.06664616326111,A,244.83690095743773,52.993241595582916,D,B,74.38069901885972,-19.40471902006254,A,1
Muslim,C,-70.61075724829564,E,16.167368284826843,10.24658957445648,A,B,-83.13351360756305,-111.24660182936243,A,0
Other,B,-24.529829522657938,C,-70.2368478907181,9.566201042249114,A,E,-22.92205031160421,93.37798667316873,B,1
Muslim,B,-11.954239343724367,D,31.409286185805797,-73.57866722659135,E,E,-4.485249350510136,21.78293025234335,A,0
None,D,-18.292580483203025,A,-261.2839831026885,-92.37632081805866,C,C,-126.90928726375694,68.09881631864705,E,0
Hindu,C,-153.3921340127847,B,116.17251426492055,-150.05556669289496,C,A,54.525491495281074,-138.8725193663301,B,0
Jewish,B,26.604931707530145,E,16.77560030380252,-69.02814416513068,E,B,-60.27104257038683,15.30507341319999,C,0
Jewish,C,-102.46703395315076,A,37.538091632090335,-70.6506589155963,A,A,18.72132476365664,26.670178673549387,C,0
Buddhist,B,-19.3862134253428,C,-224.89357069717784,-32.995922645022276,B,E,-19.522822197454897,-1.9094329905973124,E,1
Hindu,C,44.56170375506675,C,-212.97153845439237,54.71312533382664,A,B,-138.40325354786006,-117.05479914745077,B,0
Hindu,B,67.84199850047848,D,-99.6864122780891,109.90371448496954,E,B,22.00998926810055,-71.31300995933198,B,0
Hindu,E,-15.33817132565847,A,-175.91124481285755,-58.28303863271566,D,A,284.5418578245609,64.33366833194138,E,1
Other,D,-179.8179056639294,A,-96.17588943498924,-143.3209597659824,A,C,-76.73327863219492,185.507101739688,C,1
Other,C,63.62269976698468,E,93.43452922673976,-114.97035405548368,D,E,228.71267471406068,124.17640105508676,B,0
Hindu,A,40.77691123531681,A,65.34205635303113,3.4069865654396505,D,E,-8.237945605588532,33.8656238707892,E,1
Jewish,B,-90.75887584300729,C,-13.329966703070786,64.47233664675076,A,B,-61.36522477180313,154.30990062570706,C,0
Other,A,22.794014787890724,D,-151.83049565251306,105.3398813009983,D,D,157.53181128614324,-63.20695414988924,C,0
Hindu,C,31.841258035602603,A,90.33375395314319,-14.576137067344014,E,B,153.66123752485615,-135.2705585779611,D,1
Buddhist,B,-51.06854067344157,B,-205.73707860667966,-175.7999701906061,D,B,109.51019535774893,86.2557711329022,D,1
Buddhist,C,-149.64661741085655,B,67.3175366763916,-15.643559602826423,B,A,-61.35482314150394,93.30338699611676,C,1
Muslim,A,132.88816658474332,D,100.94658395656725,131.68433647253443,C,C,49.85707879121258,109.09592159033805,E,0
Other,D,-81.4007536910292,C,55.410235721016555,-14.03465286718856,B,A,-36.082494412081374,-63.75174877903878,A,1
Buddhist,B,56.45443610566395,C,-43.49650527225707,133.69735702200512,B,C,-20.837046493282354,-143.37257778019296,C,1
Buddhist,B,-33.721985171456645,A,23.32563803376415,108.01503347290058,A,B,-37.542685531509754,64.2462241250407,C,1
Christian,A,-69.43036702717058,A,1.7071029122510795,2.388664117103089,D,D,13.529328616887712,33.08856018655115,D,0
Jewish,C,77.76981664450396,E,-249.84736899948498,25.238712652738926,C,D,180.98788564978062,126.70821607531914,A,0
Jewish,A,30.44926049482033,D,-31.89104828184592,39.50492627989229,A,A,-14.772148093254309,24.011138833424717,B,1
Hindu,C,73.39970792010499,D,-69.08863110610267,147.0141943220112,D,E,7.509655512115502,-58.930458838787494,A,0
Christian,C,-52.048787373853564,A,-92.06835564641628,-9.694667792799425,A,E,52.69811231450121,2.090616617677085,B,0
Jewish,B,56.47794764830465,A,-118.15692227361012,126.64047240965822,B,C,82.99848500105873,-181.38882500229917,E,0
Hindu,C,-155.17635550629504,E,0.8237034073031715,24.728304518856284,E,D,132.52779431772254,-84.1718876512487,C,0
Buddhist,C,58.76623405580836,B,-16.446482530694166,-66.25905795984876,D,A,55.44801664720872,-31.69917480008939,B,0
None,D,-16.956440870731857,E,-90.18347708452997,-25.525686562447746,E,D,39.598490559877334,151.28542802185066,C,1
Other,C,-131.25023864501713,E,-7.931239449096794,80.21750413445628,C,D,-30.007409582617722,80.00171299339588,C,1
Jewish,D,127.32170926250892,E,-16.150705202769792,14.919644917855976,D,B,-52.842094959165365,-22.94882844852927,C,0
Buddhist,A,126.74295417155199,A,66.18239651886418,102.90074107103067,C,A,-11.749213107169625,-158.83629110506817,A,1
Jewish,D,-15.938783192746095,D,-76.08258293095336,89.77247653409869,B,E,64.96708008594007,-60.047376831942245,B,0
Muslim,A,158.77810299862688,C,-44.56288099127762,-29.89112781163985,C,E,-35.855966932704455,79.43525164093764,D,1
Hindu,C,-6.061132329025805,C,16.69933504188933,52.3374521648101,D,E,-15.675753294432765,53.24454339556929,B,1
Muslim,B,-39.82333068266474,C,-81.96673539981816,-59.26826524927522,B,D,-16.677323381938375,69.2875496524725,A,1
Christian,E,12.511000386976805,C,-86.57317999430664,53.87474677248814,C,E,135.48651379392106,-163.28312181524942,E,0
Other,E,-88.95557821439243,A,-210.87928674971005,65.58415011228942,E,C,-57.24394499026576,-222.4784508272999,E,0
Muslim,C,-118.91095859362754,B,82.87843409989641,113.69695054679613,C,D,-135.3422581023714,-37.7689167446449,B,1
Muslim,A,-111.98647409648352,D,-20.652577816904184,-78.30104838651698,A,C,279.34288009240674,-59.99606737220211,A,1
Jewish,A,52.338928196887316,C,70.4288482072164,-34.43811559614951,A,D,111.99932388555791,5.095657506293105,B,1
Buddhist,B,23.6686350422772,E,93.63390356820044,-94.06716492763411,A,E,-136.54390973146872,177.06174978632805,C,1
Hindu,D,84.93784626133541,B,14.930984645695993,-51.53546747919941,E,E,-6.34381429011299,-93.87404866080863,D,1
Other,C,-166.7208874797034,B,175.2367852024034,-81.5398437649048,B,B,-10.396845294050141,25.211414707609187,E,0
Muslim,A,-174.7984035471686,B,142.95524271431984,-210.35211645543873,D,C,-71.4976715567645,-109.23776012469122,C,0
Buddhist,B,-159.24817330988427,D,10.349116108367596,106.0641412113921,A,D,38.74829791471851,155.3404704955099,A,1
Hindu,B,-63.921937463760074,D,-50.488574060550704,-182.7421413106562,D,B,-22.028704345216283,-28.34497250661041,A,1
None,C,-132.33643962674338,C,-33.42114486014718,46.50093489120257,A,A,-121.84112647949384,164.65902173448467,C,1
Other,A,41.71860360612801,B,109.46468808061684,-92.22068617925449,B,A,64.96811925164072,-33.294310740972506,C,1
Christian,C,49.672216928483635,A,-180.37979776303422,90.29361651206636,D,B,-191.5780649629829,-102.1432861963641,E,1
Jewish,E,58.98447091396992,C,-80.01130057635407,-65.26682201491703,B,E,193.71916606848077,114.61217962678501,C,0
Hindu,D,20.587810386791613,C,72.3227197249995,118.93657140173211,B,A,-168.04199174727373,327.6783903874717,E,0
Buddhist,A,100.42851726503008,E,18.64852061934704,208.26219501605613,E,E,-165.9481616139207,200.83105142920806,B,0
Jewish,C,95.40577398970417,B,-69.70825087805595,-23.50984727567839,A,C,32.73785302214712,-25.405561391571307,E,1
Hindu,B,87.2941005919143,B,-79.7375207762577,99.2550047895937,B,E,-67.14326729688493,-92.38990829921701,C,1
Buddhist,D,63.94631697812472,E,-104.91503635984951,-120.68315061041382,A,A,-87.23526994515922,124.15532069960757,E,1
Christian,B,37.07351138149028,E,50.353470370012396,145.96123465357337,A,E,134.0932413761689,105.1689050509722,B,1
Other,E,-103.67525326183294,B,-66.06887040179085,-10.851842279965428,C,C,104.7503687339897,-96.08170630003498,E,0
Muslim,B,118.0744420057068,B,-142.9105511169576,133.29486385675725,C,A,-5.9805862943986074,11.418293269788103,D,0
Jewish,A,42.095848509285986,D,-79.28335789916058,29.937350566549686,E,E,75.39360460338729,67.39812582649898,D,1
Christian,A,-8.425106333073971,B,163.25750642453292,19.350409606220335,E,A,-26.125572477298974,-124.12005434498316,C,0
Jewish,B,-18.891778861360695,D,-105.07944150196107,59.481570038156306,B,C,-171.8911773088853,23.13226595821425,C,0
Christian,C,26.140369374233373,A,48.30642696014582,-66.44050104035338,C,A,-84.99115127538117,74.12368819580838,C,0
Buddhist,B,-4.865620331119206,D,-76.74700215304694,-87.12458829818304,E,D,17.38601145662306,-50.53957080362198,A,0
Muslim,A,8.444103341005022,A,-74.47059015418263,-4.981704139253766,B,D,54.436888209597676,65.56351284523944,E,0
Muslim,B,-117.97640422781086,E,141.89804873915804,-101.00371944589898,E,A,12.577261669819448,-34.97203761734102,D,1
Other,D,44.43065592346647,B,-73.676251612525,-97.91685802120874,C,B,-2.9841706002952844,54.56909475790741,A,0
Buddhist,C,0.46552235254941204,C,-130.34458423065135,-132.01067520294572,C,C,-100.78972165208735,-48.207528847852096,E,0
Jewish,E,182.80963844048694,C,5.067713045661381,-39.62771318116254,D,B,75.93780446866182,-260.8514773451608,D,0
Other,B,135.97063064551205,D,-55.138649029824,-160.57804488146562,D,E,-82.99383091880726,-15.19360833423887,C,0
Jewish,C,-16.431620106861715,A,124.7500828791609,-96.143490692492,D,D,188.8489365515263,-20.26706398537967,E,0
Hindu,D,-62.85298673144969,C,78.82228176274295,143.39756621171708,B,D,90.21494790666155,58.81786769679206,C,1
Jewish,D,57.96260742141551,B,-271.25777714676315,125.34022310531898,B,C,80.59221041618646,35.12478546286326,B,0
Buddhist,C,32.51908310738582,B,100.30180373871495,-154.95465881015036,D,D,74.71495502816809,-152.3044005966797,B,1
Muslim,D,21.699467747417568,C,-30.972780088039503,-25.32698652938138,E,B,-31.244289696488327,165.47932603997128,D,1
Buddhist,C,104.1828026191187,D,126.62861040504256,-108.96776249718702,C,B,65.28968713119656,65.66748060611978,D,1
Christian,D,-92.84019718220213,D,32.5824290523266,140.83508433726564,A,B,-162.82613149807682,122.42919531463032,C,0
Christian,D,94.01112143146568,A,31.006923437988526,-1.0414496099258093,C,A,8.082495538916397,-90.66240782077823,D,0
Muslim,E,-132.07595807610323,A,99.81890131138495,49.101139223990096,E,E,173.30082622277067,67.55210292584279,C,1
None,C,27.12833880200469,A,-29.758376200655572,-46.06887448997929,E,A,55.19078191789675,43.62224623272153,E,0
Jewish,D,106.35096942646791,A,112.10581171138692,-100.64644207294921,D,D,-241.26976667557219,158.63605090851968,D,0
Christian,B,9.406808012020377,D,-38.8110580040228,-13.896783254345074,D,A,-134.1064910184649,-39.19069690658905,A,1
Buddhist,C,-112.63013808675528,C,22.331684642430055,93.10524837292348,E,C,-54.939882538489904,-111.8152377735612,A,0
Other,E,115.10163724055538,C,136.13652264844816,11.308426305387984,C,E,29.455696095930563,-51.483260056348165,B,0
Muslim,A,2.3334163246569855,C,-87.22109847765971,-67.21338384177815,D,D,-12.430432299194697,-58.353641612054595,B,1
Muslim,E,-4.012329024693734,B,-6.267087463843247,18.774351067203558,C,A,101.06883712685114,-76.1084336262073,C,1
Hindu,D,0.17768153539681347,E,38.19878574275541,178.4642895072843,D,B,-39.326675477667365,-56.363250007967636,B,1
Buddhist,D,-168.64890575312253,E,-13.82304061690172,-91.61416065513312,B,C,-48.295100759361084,-173.5703415466557,D,0
None,C,81.92103711546245,C,72.44909671563934,2.913959882019919,D,D,-6.747215170820159,31.888360926701342,C,0
Buddhist,D,-11.164950448218702,D,-77.35072234672434,-32.84073625051057,E,D,75.85082051590794,-68.55751915788385,A,1
Hindu,A,-165.5679812173151,E,-22.123060253816995,-34.53864597267097,D,E,-29.293568506459334,123.08317651784351,B,1
Other,A,28.949695804556736,E,41.32857451100176,-10.16502392427599,C,D,-6.195200748131033,-29.305721248902078,A,0
Muslim,C,-8.192876811429263,B,49.95884435242007,239.74285035403912,C,E,30.81738238095202,135.22119318692705,D,1
Buddhist,B,-124.72119408151478,A,-97.2610292148513,2.7247828826433227,E,C,195.91336462786606,197.2815346738636,A,1
Christian,E,-145.95300249957492,A,65.1114260978854,119.63008324064342,C,A,-88.73718342260601,96.73078274765165,C,1
Hindu,A,124.55376501931752,E,-70.59391734851239,61.26970115517162,C,A,49.19744566518539,31.00417043617162,C,1
Buddhist,A,50.59885966763139,D,-48.57871931960371,-40.96331838417047,E,D,-160.40529607146044,-129.08048147867663,C,0
Hindu,E,-214.77459045571615,E,-139.5854100352876,-419.60846135924356,E,B,239.74693256541065,-23.828397411880363,C,0
Christian,B,70.16961752059042,D,8.140857110513274,-12.468412300721571,E,E,186.24356548719337,76.51180943136838,E,1
Hindu,B,-56.54585954070218,A,-30.46477196192358,-43.23161458336298,A,B,-75.50663971033794,87.94127935760143,D,0
Muslim,D,25.931624314852048,B,-15.740737867716426,12.034973531534089,A,D,225.92820284792836,-46.64976156002104,A,0
Hindu,E,117.66158051554623,C,-95.82770103893299,-20.21007731878984,E,E,90.50148043510079,-13.633006258595668,A,0
Jewish,D,75.11302290169877,E,-20.532903501187278,2.9483190099158585,D,B,-79.67768563898856,106.58389836594367,E,1
Muslim,D,-54.25269808788066,A,-25.165003856182555,-58.08460882012898,C,E,-52.09215067339468,-71.97519454407785,E,0
Other,B,3.9800862998167443,A,99.58399565918008,-180.26603956173827,E,C,-114.876798382587,-51.968651295025104,D,1
Jewish,B,183.22945491772327,C,69.39743388233515,-32.74875134526168,B,B,-55.246055711318384,109.7950192443626,C,0
Christian,D,-112.36605386323579,E,-102.05967610488882,-91.86611094831568,A,B,40.155571725862046,86.52920595942796,B,1
Jewish,D,-7.9643524119715705,A,79.9964224890262,56.97958081688008,E,B,76.49315199047246,36.49185408438186,E,1
None,B,149.9025520720392,D,57.70087671658136,-53.51495003769921,A,B,112.38849904422796,-122.86721304744471,C,0
None,E,-60.743027054752794,A,-51.492163500320665,-74.28102915792778,D,A,-124.62678076643982,-74.80092731456807,A,0
Muslim,D,-79.13854972434333,E,38.58291610289769,-67.26496788880569,D,E,89.62798836706074,88.16780949872769,D,0
Muslim,C,-334.8706349229221,C,138.44755920850616,83.3441130211865,B,E,-38.93472739129924,-54.12104478063316,E,0
Jewish,D,-22.787312334842003,A,67.33745466679254,140.7378074111795,B,B,-34.68854309154481,-0.3709311680385784,D,0
Hindu,A,-0.7230827145168323,B,27.84794015086227,-186.06573472430892,C,B,56.29457418936642,-36.367571316123225,E,1
None,B,-18.088608532055407,A,-110.34010759040609,97.77136920438281,C,C,162.74715267077724,81.46905647725224,E,0
Other,D,13.705873125927276,E,126.83517486646588,-50.32516217971352,D,A,-81.53193788705015,-257.55032358988143,A,0
Other,B,-69.13960943287056,B,78.59360528874286,38.19020377154828,E,A,-165.12218049362602,-197.78486511992782,D,1
Jewish,C,150.43751021879615,E,-12.439426313133376,105.63558857427118,B,C,-10.822918278330246,108.82287527951942,E,0
Muslim,E,157.83849982803267,D,-96.5245898686846,17.621504980723397,C,A,114.21240210635739,-49.129031722852304,B,1
None,C,166.37912623173133,D,-187.54247265868008,-114.85986946516897,D,E,-52.36872245393964,-89.68119818802079,D,0
Muslim,E,-173.80857553761803,D,-91.83924272831767,47.90221322988565,D,C,27.543192665018562,-11.738406779301362,A,0
Hindu,A,45.7453851871038,A,-94.0932106925338,80.68059414014402,B,C,-88.82536973800003,-131.85711121663573,B,0
Muslim,A,24.498759172369788,A,-130.59774303256972,-146.3764245990795,A,E,-257.9900075176573,-46.179324388135115,D,0
Christian,E,30.999072144281108,D,-119.93035351918202,-29.12526914354544,A,C,79.41971535783408,-9.951001501602718,D,0
Buddhist,E,20.994165111075894,D,-54.19045608997934,39.65709130418158,D,E,2.7433421449882536,169.82696603891966,D,1
None,D,117.52282781327182,A,41.16003567946087,37.57955564267995,A,C,82.55300317964738,-44.34227463491307,C,0
Christian,B,84.34589228655369,D,-76.35787323233217,-78.16162281664263,B,C,165.32285063077435,-82.62817053322642,C,0
Other,B,20.072912051538765,A,0.2102993403405481,26.280307939368225,C,C,53.073139163056304,-106.22674629707755,A,0
None,C,47.18246214345746,E,-142.34472351924686,-8.704079699931102,A,C,-155.28147330360937,12.218648885500459,A,1
Other,A,120.35178176543239,A,1.4197933663319915,-101.94935942443186,B,D,-27.026648951209296,-98.02465411545626,D,1
Christian,D,-10.962620286519751,B,-23.882032063289753,83.2706292681374,C,E,-81.58244405523635,76.11597457658783,B,1
Jewish,B,59.69215660219736,C,-17.784672801038525,-179.4427366755719,E,B,-210.78227368720187,20.290283491531003,A,0
Buddhist,C,88.82990132861084,E,14.930349119094524,-194.87146580612543,C,A,22.509040523497205,103.19303471908525,A,0
Hindu,C,-34.737010309881484,C,28.902251893318038,120.70803155624512,A,B,-23.2287144890636,33.6839365623256,A,0
Muslim,A,-81.0606788723829,E,-127.31726735011509,57.3209790565165,E,D,-95.87373831314926,75.07395225134069,B,1
Other,E,-29.36676767806222,A,-43.97100332887631,34.441647974701375,E,A,-19.029843744724012,24.28628202252002,C,1
Jewish,D,-44.029830754301116,E,-12.427785121706407,77.22080649634742,E,D,15.063782160853217,-38.834948432763724,B,0
Other,C,-66.95847075363935,C,-154.61066349395554,90.72925272917365,E,C,-196.8159487453311,161.99740266614722,A,0
Buddhist,D,70.58183571137688,E,-90.7074072818348,22.963465707720147,E,C,-107.54584493475829,-123.70584698783034,B,0
Jewish,D,-90.00963864419181,B,-78.12782360078143,-29.78234637461263,E,B,-50.18029152582698,-64.59219697767487,D,1
Jewish,C,-40.65011872525156,E,-233.73355668821478,15.168434703467689,C,C,-149.37084184917308,145.32446270782154,B,0
Jewish,C,-97.77820715444345,D,-29.880292911275262,22.61693134245655,A,C,131.27152082480777,-22.438457618475756,E,1
Muslim,B,83.65770797839838,B,56.32991785073793,33.092022345286814,C,E,-10.541424730727723,22.19342406074999,A,1
Hindu,B,-42.52644777001306,E,-70.10341761850599,94.92431293792393,E,D,170.7615762287695,84.25875144566928,C,1
Buddhist,A,-87.47672243852324,D,250.98145265890696,23.94250620788959,E,D,-35.260961000979115,12.110225497856932,E,0
Muslim,B,-101.1147909737151,A,-16.50755646923768,-49.51021076124362,E,C,33.79901607986683,42.51304445984261,B,1
Jewish,C,34.62130560028185,E,-2.8669325929533738,11.127958916621504,D,E,-49.17526655552154,-109.96370148979287,A,1
Muslim,A,98.43719976637271,B,195.07961278509586,0.2889772144971202,D,A,28.61800468636826,-19.225663176763476,E,0
Other,C,-55.819451412528345,B,61.47687697057539,-4.3195678245077,C,B,-80.51494899450766,-177.82452606174385,C,1
Muslim,C,-226.81161842149234,D,10.118484274921919,146.4959265176647,C,B,60.06014654932616,27.55386880647977,A,1
Other,B,-28.120147082292775,A,40.8410645227981,-114.51367555606005,C,B,0.48872125061206684,145.78272834700493,D,1
Hindu,E,84.87704304054145,D,-77.5647011584081,-42.57992964315289,A,E,19.550145532470285,-232.98936485114018,A,0
None,C,-35.9315718345599,A,28.478540549961785,-204.26710054536818,D,B,-88.84199036465252,-78.93400331779587,A,0
