married,sexuality,Age,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Widowed,Other,51,No,14.178915400130283,A,A,145.69984486038027,A,-57.429830258746584,16.290135931239032,-141.65093795236962,C,0
Divorced,Homosexual,50,Both,-135.24390097035314,B,B,-248.67784074375413,C,-29.026668457422506,-62.54325090368161,61.403693085366676,C,1
Single,Bisexual,19,None,-110.09757819483895,D,E,-89.54907628158497,E,16.662005007285902,84.2243473070825,-118.48257437779728,B,0
Single,Heterosexual,45,Physical,-74.98923922763551,A,C,-67.9259733744538,A,-83.74879967379057,63.61398979912809,98.63991318751775,D,1
Widowed,Bisexual,28,No,-122.70338842500621,D,A,-81.53494252001633,E,50.46024618637117,135.93100440577084,-24.74266208888342,E,1
Single,Heterosexual,48,No,-197.9346262197496,C,D,-116.24517550906408,A,-28.508096655997406,34.39995867808424,56.15460232647727,E,0
Widowed,Other,49,No,108.46746962464373,C,E,-147.03490107196112,A,-35.89534824216655,83.49257661178213,135.85928263085438,A,0
Divorced,Heterosexual,51,Mental,-67.70434492614244,A,D,4.854947157558294,C,21.8922561357599,58.975250775615336,-12.45302446064608,B,0
Single,Homosexual,31,None,30.53009084760961,C,D,223.79518695884659,B,126.15078554601556,16.869301541156112,101.6705902878553,A,1
Divorced,Heterosexual,34,Mental,24.57684074372674,D,C,198.85214015651235,A,-246.15938015052916,-91.93476971003507,55.96474706624947,B,1
Widowed,Homosexual,70,Mental,-38.30896315202412,E,C,15.03519506639842,A,-85.85589326758803,-235.75992471522162,55.099847329549476,B,0
Married,Bisexual,36,Physical,-14.324735604132515,A,B,-43.73047881999554,A,179.462842334903,17.742946481913656,166.63131624976623,C,0
Single,Other,62,None,-187.39142609164094,C,B,7.842872204038325,E,-67.23349479496038,-22.290546452753304,-103.36002677863274,C,1
Divorced,Bisexual,40,Yes,174.75734425842265,B,E,78.82493263361083,B,133.71007615524346,-109.18501844135933,-104.27374966768619,D,1
Widowed,Bisexual,23,Physical,15.604842210221362,C,D,-85.83144069492143,B,-108.7584877386699,-136.23281876448803,-22.137570621852113,E,1
Single,Heterosexual,35,None,-170.94091437727923,C,E,-143.40068125475435,D,11.52242874451563,51.64190114733351,-132.4136363575118,B,1
Widowed,Other,21,Mental,41.078024987543905,C,D,-68.6394120403275,B,163.7617905339727,21.437616903634467,139.09749621905289,B,0
Widowed,Homosexual,48,None,63.062305088474716,D,B,113.01706963404747,B,150.29602533634855,-105.48070130425012,-153.685568981536,C,1
Single,Homosexual,74,Both,52.58508639600726,E,A,38.27583341457002,D,137.24884178844025,-48.64344654049877,2.7991126248984743,A,0
Divorced,Homosexual,77,Both,-30.35329636011708,C,D,86.34255062843728,E,-38.244220065140645,37.66232050396009,61.32790757270368,C,1
Widowed,Other,37,Physical,143.69644912462581,A,A,67.62964395406843,A,-176.99762933302424,98.32177306766464,-5.18370266684236,E,1
Widowed,Homosexual,56,Mental,-117.21692143742814,C,D,-22.423914812329322,B,-130.32125571055505,-39.439991887996285,180.13710650655625,E,0
Single,Heterosexual,31,Physical,58.08084058451366,B,E,115.81917421894525,B,-30.998049120219996,25.493811101409232,128.73410582134665,B,0
Widowed,Homosexual,23,Both,37.785572548179495,D,D,44.6607452254486,A,145.12462440466086,-7.448701145631735,-37.865312298040536,E,0
Divorced,Bisexual,68,Both,-181.08460149307126,C,A,-111.05105369086404,A,-328.2108512044113,-140.93597476656683,-229.22912290096983,C,1
Single,Bisexual,44,Yes,59.35110508408275,B,B,114.11407515701681,E,49.363234111448676,79.09748934130884,69.40826320060994,B,0
Divorced,Heterosexual,58,None,-19.872227512817737,C,C,-242.3197757940091,B,32.46089439316985,144.60963877534962,57.74540288511085,D,0
Single,Other,69,Both,70.34461291829763,A,B,-110.84218569327061,D,-159.72776589595142,74.34324704741763,-70.41629012121662,A,0
Single,Homosexual,77,Mental,-43.26433619530206,A,D,0.24935071951824903,C,72.33252427395986,-130.39824361723015,-0.29695866301090934,E,0
Single,Bisexual,51,Mental,51.67214689494875,E,B,-16.945352866694176,B,56.22110811485286,-28.664945036208948,-61.521754383981566,A,1
Single,Heterosexual,47,None,-119.01569278390787,A,E,123.06787456673858,D,39.96798066563076,-163.67533510047906,-81.94653157488617,A,1
Single,Bisexual,71,Both,-47.65245276875276,E,C,-217.2519376628411,B,-67.29702464515377,-9.966719501021894,9.642141673644343,C,0
Divorced,Other,74,Both,-68.72688308215561,D,B,54.10996439801251,B,145.7616214842959,8.434164406096926,57.379625645571366,D,1
Widowed,Other,43,Physical,-85.01212469746679,B,E,-86.41010327751168,A,105.57655734657591,98.91878552385501,66.55792267447993,A,1
Married,Homosexual,64,Both,42.7427043524615,D,B,-94.46029507374108,A,5.889209985243346,-179.22309892195284,-47.62040913304714,C,0
Divorced,Other,18,Yes,92.81024925101646,B,C,-180.40258775459293,D,-40.74658495071831,-84.40573439920426,83.68277280315492,E,0
Single,Heterosexual,40,Yes,96.95049490759122,D,A,-335.5672955157096,E,141.93954185111906,29.531852986336187,107.5568475882174,E,0
Divorced,Other,25,Physical,131.64801063002892,C,D,-139.5989154930129,E,-9.425296670907755,-205.87000198646615,196.45614696542495,D,1
Married,Homosexual,71,No,17.05285717350546,E,C,-26.54432364343771,C,127.76904387049677,-96.03774209034171,-138.1366078286189,B,0
Widowed,Bisexual,78,None,-23.85302944455318,E,D,44.89433150859764,D,-110.92984767825635,-52.27396683655395,-59.52560756077627,C,0
Married,Other,64,Physical,-48.979395032019305,B,A,-321.47776387769136,D,-183.90531522919875,-102.40085572457316,56.33658817091353,B,0
Single,Homosexual,69,None,-46.46304555283223,E,C,13.350263689085113,E,-21.545644389544762,229.36184666938502,-43.9945847038961,B,0
Widowed,Heterosexual,44,Yes,76.27588257899747,E,A,-14.227888206947645,E,227.47892769930766,213.15279133135044,1.4990866629093644,C,0
Single,Other,67,None,64.79377957811717,E,A,58.59425935877998,B,-67.9376061113862,-74.98613751866783,117.5391636829093,D,1
Married,Other,27,Physical,50.61246161236036,B,A,-99.02297485670675,C,20.97706415403512,-10.146995508507104,119.87085077938688,B,0
Married,Other,51,No,-111.11028084301876,E,E,-59.60430396613972,A,-109.44679180018863,8.009882144280981,45.000898022320584,C,0
Divorced,Homosexual,43,Mental,-111.0860698901236,E,E,237.16569586323803,B,34.08284956363916,-9.498983447045239,42.21659956583052,C,0
Married,Other,48,Yes,23.820499232320643,A,E,24.666524060095675,E,-37.82473292396754,-39.40628994250306,71.52158838824926,B,0
Single,Other,28,Mental,-66.43121390190292,D,D,-27.135875988559288,C,88.66124975558576,-93.80804873414203,-136.43724203314866,B,1
Married,Bisexual,75,No,-58.52696534400281,A,B,3.6261560397745694,E,-180.35091798457364,252.9434692432285,-155.52093739390114,E,0
Married,Other,42,No,-72.72490272004558,B,C,-69.93958435427471,E,191.89314426189395,-3.193566078699836,-64.78778511331353,A,1
Divorced,Other,64,Both,-16.76674516351687,A,C,33.01014868239467,D,25.63858846217977,116.74072321174076,94.59712050897255,E,1
Widowed,Homosexual,51,Physical,-123.81959715853235,D,E,83.64828485575757,B,120.84158598567885,-78.82448027954489,-268.8171582067427,A,0
Divorced,Bisexual,67,Yes,-0.09656518616066562,E,A,98.84086945014722,A,10.889146040459734,-236.64568092096238,106.30035484536795,D,0
Widowed,Other,43,Both,-114.64560751782847,B,C,-57.312482896205296,C,103.18231479246636,67.7744213232057,-51.564854949733885,B,0
Married,Other,70,Yes,-83.72894629279544,B,B,77.98357962825818,C,-153.55779215854693,181.68433590829792,46.44022557760083,B,1
Divorced,Bisexual,20,Physical,-43.56591055781899,D,C,-39.57097987600069,B,-26.416877282532802,67.55080377309926,-122.67304029605238,D,0
Widowed,Heterosexual,35,Both,4.64434044901738,E,B,9.672009960873197,B,194.84919036270298,56.05631165343578,25.41123601898207,D,1
Widowed,Bisexual,50,Mental,65.52049255197305,A,E,-19.296337540858644,E,-117.3379693203338,-10.175271983569893,1.3640731330733604,C,0
Divorced,Heterosexual,28,Yes,-46.215839507526205,E,B,115.7592226841732,E,136.2148754074363,70.93811619829587,-63.87066865473191,D,0
Single,Heterosexual,78,No,-111.77959906755098,A,D,49.39671250628261,B,-52.67412131412653,-128.38357850939806,-2.323425399165834,D,1
Single,Heterosexual,64,None,25.46859601197647,C,C,-63.329661663042614,B,-213.07603249573043,176.25135452294168,-128.78700692222327,A,0
Widowed,Homosexual,44,No,-164.88557889045924,E,D,122.70913747673859,B,15.091997573025584,-9.097883855232531,-19.150744020890183,C,0
Divorced,Other,69,None,-181.0350679702229,D,D,190.16980633229144,C,-105.55858708683176,121.74761713655944,65.05804865872466,B,1
Single,Heterosexual,38,None,118.78282703749849,B,D,-29.951339239844692,C,-79.43810506776384,-43.08468095147192,81.31823830508415,E,0
Single,Other,54,No,-86.07299568639611,A,D,-129.7059779714143,A,-14.17107952505568,-51.00910504307371,3.05981609153782,E,0
Widowed,Heterosexual,30,No,7.381976985041263,E,E,110.59959414500278,D,101.63395485758086,103.73875414920941,34.927517869755555,C,0
Single,Bisexual,75,None,1.7392527686175083,C,B,-15.418667341004172,E,33.6312251436324,59.13349526584588,88.55146099206408,C,0
Married,Bisexual,32,None,-38.36485230132373,A,B,6.7794949576235455,C,-3.6291327734732377,-45.3464174635792,-63.67531165145929,B,0
Single,Other,23,Both,18.5369241930697,C,B,-21.431678062733038,C,195.9337584697692,-12.070220965227332,-67.5241239121062,C,1
Divorced,Homosexual,22,Both,96.10633194811163,A,D,82.08280363195087,D,34.534008407024885,14.483093607695194,-20.662546424712765,E,1
Widowed,Bisexual,59,Both,-79.59330603977538,D,C,44.72554539568814,A,70.40654403042805,-193.27939605548374,178.87298704542732,E,0
Married,Bisexual,31,Yes,-60.06912357914403,B,E,135.74569628002175,E,-16.373356707045758,-92.6042722116725,-27.752525477350677,D,0
Married,Homosexual,59,Both,60.758496679816865,C,B,-44.797825568811774,A,7.688523208570142,-11.930433004212285,58.21279795458219,D,0
Married,Bisexual,78,Physical,-132.97052844413025,B,B,181.86659210100214,E,185.45575419078628,-26.462760997109346,203.56954291089377,C,1
Widowed,Homosexual,56,None,-21.73593427321457,A,B,-154.61600850089073,E,29.56405930280227,112.65972464482017,64.54533612794413,A,0
Single,Homosexual,73,Physical,-276.56024689488936,C,B,37.67407507271688,C,143.47065461053074,-77.77494480865701,5.918167610214552,E,0
Divorced,Homosexual,71,None,62.44649177091885,D,D,-0.32815163950002013,E,-31.834640574444993,-3.8807908152309336,-33.53306246579253,C,0
Single,Bisexual,40,Both,-222.15885779980334,C,B,58.28129027246079,C,-43.01176190894742,26.88136690157592,-33.61670436818798,E,1
Divorced,Other,37,Yes,-61.54672012166661,E,E,80.96185866142866,B,-86.89812977673938,50.14194452967352,59.734721958914804,C,0
Divorced,Heterosexual,25,Physical,-136.3790884616118,D,C,-70.79509498617921,B,-277.661501805526,8.113459738280827,-9.200888234266174,E,0
Married,Other,27,Yes,97.91604077503548,E,B,105.52816303000128,D,-24.10472861821602,8.390906513941303,-40.20933885390324,E,0
Divorced,Homosexual,53,Both,155.2794612345445,C,C,61.616600725821556,D,-26.36433029486832,60.86501083218049,-110.59273260337655,D,0
Widowed,Bisexual,50,No,-25.77582231675466,E,C,58.619412768020936,A,149.05186021096955,-101.37272917076598,-18.12297166912983,C,1
Married,Homosexual,18,None,-85.69765055865295,B,C,-20.59982684687965,B,-182.33549887878414,-17.712512642544688,-131.89225147287382,D,0
Single,Heterosexual,53,None,-69.42127039445246,E,D,60.32086385610891,E,-123.25933212120057,103.1314349665488,-73.07550900802397,B,1
Widowed,Bisexual,66,Both,-110.70495605347912,C,C,-109.91904219922483,D,106.93604171443334,141.91958309442495,17.229433499069362,E,1
Widowed,Other,60,No,-22.39343211633083,D,A,-48.88469727149991,E,-106.17140524190137,160.86677960962706,-74.94950673400137,E,0
Married,Bisexual,41,None,4.42867065406031,C,B,99.91404138481472,B,-164.46642668893628,53.53940040217605,-125.41825340086213,C,1
Divorced,Heterosexual,36,Both,17.233505804245887,C,E,-177.55911956389002,A,46.416046266940256,-37.69285798319106,-86.32354739955942,B,0
Married,Homosexual,48,Physical,-65.4233179406879,E,E,60.73766564381593,D,27.56206177731364,37.59287739513975,58.443629121181,D,0
Widowed,Bisexual,39,Physical,-88.61476883751827,A,B,3.149205389055665,C,55.599526814564435,-24.746483220921668,9.778055742082449,A,1
Widowed,Bisexual,32,No,-123.59726291116178,B,D,164.18764398045374,A,-17.103612287372112,-86.39809880196292,40.37777297526372,E,1
Single,Other,38,Physical,41.813799007519826,D,D,-69.50259304872137,B,-21.553647032846644,-65.6421381895209,21.69778356531344,E,1
Married,Bisexual,38,None,-1.5006139224656276,B,C,-46.95205989845137,D,61.24089109995553,77.23692841175873,-37.42302384721092,B,0
Widowed,Other,61,None,1.4483442290578474,E,D,158.87163543238907,B,190.92066049422314,151.23910253199278,109.71247494081058,A,1
Single,Bisexual,22,Physical,-54.38114450855143,C,C,-107.12986121253674,A,64.55007220807605,-66.7706201685202,11.505034184586666,E,0
Single,Homosexual,48,Both,23.153570484560436,D,B,39.76703413477157,D,-7.865663722221414,17.88642570495227,-192.1447991887986,B,1
Married,Heterosexual,63,Both,-39.975335123746184,C,A,81.74056053111161,A,49.41002702647091,-1.9180275661570816,-126.65771456872817,B,0
Single,Bisexual,65,Yes,63.76344647585246,D,C,-59.74369613890058,C,-88.3012231777326,-159.6167765093771,-75.04889110897597,A,1
Married,Bisexual,28,Yes,68.89684324858646,D,D,-16.249290081823943,B,111.24242522080137,-146.82264024545228,-63.29989732010814,B,1
Married,Heterosexual,38,Mental,-75.01286402560791,A,B,55.46093047005578,E,-19.189740268173335,-29.461745039854602,72.8008615388563,E,0
Single,Homosexual,18,No,-3.0261462534711248,B,E,-15.922552997090941,E,37.112846543919915,-46.28514773125019,-78.56829669077713,E,1
Married,Other,46,Yes,31.684362132755574,E,A,23.089431374221004,B,9.518560476341507,-138.72943222459327,22.881635340407673,D,0
Single,Other,42,Both,-18.585618398674814,E,B,-158.9037477249501,E,-30.624175642645984,-141.3315545469893,85.61933875831843,A,0
Single,Homosexual,52,Yes,59.478318607155224,D,C,-38.170135038029414,D,-92.73954180157197,-148.90116408379586,-9.004471574734522,A,0
Married,Heterosexual,46,Mental,-162.45330457198887,B,C,-283.9120256125407,C,-55.66753462900067,40.094922054345034,3.8587199483783774,A,0
Divorced,Heterosexual,29,Both,54.22288183225818,B,C,99.17654990636015,B,126.36649679812074,58.03566251617257,-52.794879051201924,C,0
Single,Other,33,Both,50.47938826154864,B,E,123.44923105386225,E,-34.04059679171593,100.32850944687985,70.29923325052317,D,0
Married,Bisexual,52,No,-83.29310027243832,B,A,-68.03209702420467,D,214.2263899081779,-14.52863046028236,-15.274454322331193,B,1
Single,Heterosexual,77,None,-112.10447282387376,A,A,100.01061734466947,D,-219.42303383985399,32.63226917708618,51.123598762770115,B,0
Single,Homosexual,37,Mental,-65.66511730994664,A,B,-42.028106336827086,B,23.113832953686643,2.838504441891148,-175.25719624704084,D,1
Divorced,Other,32,Both,-91.5693454606249,E,A,-112.99264439348265,A,-21.01331083779156,-11.349493532699855,-366.0546336926906,A,1
Divorced,Heterosexual,44,Mental,-43.94604601035421,E,B,-127.64446958588265,C,100.69016773521578,-2.4395035768231064,129.42439812505106,A,1
Married,Homosexual,45,Mental,-21.500650822427108,E,A,111.34466225713923,D,16.85902540683477,-11.631568175946805,5.073513299666219,E,1
Married,Homosexual,65,No,-45.629488719606,E,D,134.9400879996783,A,-32.211586620547806,97.60373602560057,299.0073687513071,A,1
Married,Bisexual,57,None,5.038022992401537,B,B,-32.25402297707351,A,51.84694138485094,-156.95411122818405,30.120299224288583,C,0
Divorced,Heterosexual,51,Yes,134.79616438465146,E,D,174.2064179637848,A,-47.7538940336113,127.69629644079374,-141.13144937131955,E,0
Married,Heterosexual,43,Mental,81.91924827762962,B,C,-42.852034573118985,D,131.92528838098332,-39.110590555739826,43.2196706771088,D,1
Married,Bisexual,20,None,134.59577698078877,B,E,-42.721816784935385,B,119.83721495922313,34.35585240385852,132.57629698013028,E,1
Widowed,Homosexual,50,Physical,43.17674493394806,C,D,19.107713498442266,C,-179.05979991084325,-61.93862053349663,11.731550004124895,B,0
Widowed,Homosexual,61,Yes,-291.099065354884,E,D,-80.72341321862272,B,-51.965333526925164,-18.51767344944414,49.655023739487746,E,0
Widowed,Heterosexual,35,No,2.044159374467373,E,D,29.334719353771536,B,36.010304950974565,96.44960443423706,-31.634791312444584,D,1
Divorced,Heterosexual,43,Both,-60.861746310087085,B,A,-45.59158830514674,B,39.848493636991755,161.97392459450322,-95.98951619053156,D,0
Widowed,Other,74,Both,-213.03152400166007,B,C,30.689601929459652,B,-62.20987172556144,-55.752232587190655,-74.66668353968218,D,0
Single,Homosexual,27,None,-22.445807649299883,E,B,73.66057548449085,C,155.69303278206067,-126.08782682546875,-69.39310482306368,B,0
Widowed,Other,21,Physical,58.57742947408633,E,A,63.331992218225686,B,64.21131649707354,-175.45951690326814,3.5431438869661322,E,1
Single,Bisexual,28,Physical,125.34509652533565,D,C,-16.800986850932503,A,-151.53181603423707,92.67522326619358,148.9026457593639,C,0
Divorced,Other,75,Both,-27.49786193879692,B,A,-124.98021426933062,C,-17.754012032225837,110.52412518510653,-39.033738423296285,E,0
Divorced,Other,39,None,-155.58564430824632,E,E,160.4753973213257,A,71.28492098736194,-29.699196297575075,-55.34600063353186,A,1
Married,Homosexual,63,Yes,-2.8990662784702073,A,A,118.90253732037324,E,204.1640675993981,180.9906755014625,-197.06068481994006,E,1
Married,Bisexual,56,Physical,-1.8390177544989603,B,B,7.427885217881275,C,-93.48593962697925,64.69303600023063,172.98787670410624,D,1
Married,Heterosexual,22,Mental,17.879991492247637,A,D,147.57600381489883,E,-101.17883219468189,-7.095676254036378,46.88507502623822,E,0
Widowed,Bisexual,34,No,20.856210257751755,D,A,27.41592839482937,B,-194.4827919314245,146.6152822342565,107.82692710424173,C,0
Divorced,Bisexual,42,Mental,33.16574703808129,E,D,-17.242045843088157,B,-41.22609129672101,71.46524898253442,-43.134106776553395,D,0
Widowed,Bisexual,59,None,-3.2827098666450976,E,A,110.68935077392983,B,-73.48699521353662,-105.31029524675675,29.93447738057376,B,1
Single,Bisexual,75,No,108.22413324138225,D,C,141.80136202399322,E,-20.050699187884234,52.67410618591077,-55.559068355887106,A,0
Married,Heterosexual,28,Physical,-14.261875603868265,B,B,91.07453684404746,B,-84.36567622810253,-11.410104883072684,66.64820009564235,B,0
Divorced,Homosexual,26,Yes,39.30912497018251,B,A,2.5980126337499994,A,-0.43166151539725,-9.051336996486741,59.86665010501285,B,1
Married,Other,48,Mental,-89.55936873284872,A,B,67.76361688364294,D,80.65299772052376,-54.236369260681286,-89.16629390615756,D,1
