age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
51-65,-47.55880567002635,B,-86.77370143992835,B,109.83160963873948,C,-11.784128822628368,C,-22.46384145736292,E,0.7655924067220395,104.41777049270407,D,B,1
51-65,25.554346255776327,C,100.78927759213805,B,-69.85595453675514,B,-182.3815113419694,D,-3.876621907945853,D,-5.019277512821325,55.49994446956739,D,C,0
18-25,-23.407075592901894,C,-92.41154166052776,E,-82.67969059321186,B,23.068389761076208,D,49.88860175610938,B,55.066465443188065,93.68752731149796,E,C,1
36-50,-45.3001034716661,D,-66.38885944368799,B,-52.0966724761182,B,-116.22575707308174,E,183.23966574445603,D,-39.541932666798154,254.5304014536591,E,D,0
51-65,-63.09918684674254,C,216.3575837253851,A,-38.88608531542764,A,-49.86772973346034,E,-62.619867144292776,A,166.90976884415326,160.17540061934397,A,A,0
51-65,-25.675328699603533,B,-63.390904363345754,B,-5.956272061959194,A,52.91433983541209,A,59.04772820909696,B,-21.83268375304186,-74.73735253747049,A,B,1
18-25,-49.94037589796136,D,-41.28498080392998,E,-112.70945806215671,E,-57.04434732670207,E,-9.432699369228253,E,65.11885260675108,-137.55052387190554,A,A,1
26-35,-34.16309840995616,D,-54.169936752486926,D,-80.63032915068644,C,15.992492777875148,B,172.1243463671518,D,-41.2312277822932,-238.25857997803408,E,A,1
51-65,-35.11625308662283,D,-29.943199243724944,A,34.42040551198352,C,-121.14778540069983,D,89.66983020516467,E,-130.639602100771,-21.65156404907407,C,D,0
36-50,9.061741233362898,B,-164.69234115655908,D,15.306902829751264,C,210.84558245047785,C,-95.15753611893909,D,16.46439059942088,-93.91110285292635,A,C,0
65+,-112.8650947261391,D,-45.61150895127576,A,49.258244261162055,D,310.4724501827826,A,-91.93247934460878,E,-59.38646867159114,17.97306166801621,E,A,1
51-65,-146.5736887888634,B,63.26868246857635,C,-139.88785628804678,C,77.3649937430799,D,-11.91106839129963,D,79.04633671626266,-88.44386723373717,C,D,1
26-35,50.599425280398656,E,168.08383088203112,B,-103.38222973668141,B,166.46557148198272,A,66.94311712292368,D,-41.474974814967055,26.58419449531651,C,B,0
26-35,90.59487308819743,D,78.18110132192056,B,171.73827845242374,A,-11.058090197667275,E,68.34918364484814,B,108.2968078863133,-114.17609438477905,A,B,0
51-65,121.10498344748535,B,7.6480235274420885,A,-8.363334382994383,E,-113.50248290436585,D,-30.669021767663796,D,-116.3245525152112,-15.380751491674651,B,D,1
65+,117.31881856388078,C,-114.36087395877989,B,145.56996724209318,C,-5.23949006245447,B,-15.472589119828339,D,-5.07662042286886,32.56601809567089,C,E,1
65+,-100.66296398508918,B,-80.36679611923354,A,8.128952872214686,C,23.088033861728434,A,-120.2843896711424,D,-4.430982789491732,-160.17711373775202,A,A,1
51-65,13.90642658043752,E,5.352899444010992,C,-236.80136698367832,A,18.431475032282204,D,138.06146851403747,E,-246.4275484034077,-197.74277299471834,C,E,0
51-65,84.17853435232647,D,-34.58393113005736,E,-127.00594390378794,C,-93.05582305408964,B,182.81276592186578,D,-142.57484287268164,12.574218535671445,D,A,1
36-50,85.48807480561092,B,-13.95082095703991,E,7.533544013121482,B,-71.2160915529728,C,152.02962940400715,A,-60.13419256852487,-59.897879779747555,A,E,1
65+,95.91691727861132,E,91.85552949568246,A,50.88843365736074,D,12.208616372210784,D,43.87489909746184,B,42.22379816948264,4.876640330144913,D,E,1
36-50,54.1375770669033,B,2.7720653117864815,D,-12.98941540496839,A,-18.517908227394077,E,189.3738342917163,C,85.48618104087747,3.6651936935088023,C,A,1
51-65,-22.194873269804933,C,-118.42553329770429,C,135.07092904943022,E,-32.44241010085561,B,14.891900668612013,A,58.62268314303039,-49.28958024935544,D,E,1
26-35,-22.74924322772332,B,-106.86144968484041,C,-40.495436775292134,C,108.31966114801676,C,-120.08367484108425,A,-96.53618940937,153.65161372106732,B,E,1
36-50,-10.330308650307892,C,90.41740689215571,E,54.5730923652359,B,-51.79113825644856,A,-62.92680909374272,A,-20.19804560942199,5.851379133200415,A,D,1
36-50,-20.70817093750662,D,161.39014696720537,E,29.91977420513061,E,72.62502771080193,B,-36.81765314411562,D,256.4782052892629,-23.773553986045407,A,D,0
51-65,-77.0216275067938,C,-166.07497589777654,C,-95.02844036321625,A,-1.5827739867485424,B,-93.80774278089176,E,78.27155905570788,-50.92259596608958,E,A,1
51-65,49.88902047806534,A,74.31192027272641,A,8.843753505280285,D,-27.966352457891556,D,90.6375962532318,B,26.63095204850968,204.99034036321893,E,D,0
65+,-124.15586955437064,E,186.02628124415446,A,17.974878894043552,C,152.76725190632027,C,43.216227072191025,B,-55.74629586782442,30.9019651011484,D,A,0
36-50,-32.47019644220144,D,-42.54797398549533,A,-16.480813792816512,B,33.2881661253435,D,-6.765313629766922,D,-152.03881854791473,-104.34541597606903,C,B,0
18-25,-11.108836390989538,C,-0.56354832816545,C,37.89667068510229,E,114.70281941814243,C,-113.68745953143548,C,-172.01228469984605,-17.044498276371588,D,A,1
26-35,52.0912083999995,B,-17.797895197452988,B,-0.34700941842603233,A,163.92468347406964,D,95.882892069962,E,70.66323719834453,-27.692391100786352,B,B,0
18-25,163.89710343884374,D,129.88162856624982,E,73.08701123170678,B,32.59552007236791,A,81.66214628510399,B,-62.081830787269595,-8.720097284863682,B,D,0
51-65,26.939461758188454,A,56.11910456113319,C,208.11367079303963,A,-67.60779145218594,D,-45.88732291124672,A,223.1430951490795,-133.02266452486506,E,B,1
36-50,105.33153287005335,C,111.60243264310165,C,6.182972393877688,C,-19.52805093749807,C,55.02420311514832,B,-101.25461246874792,-34.51771432545621,E,D,0
65+,14.573673343885718,A,77.5253573190987,A,95.39179875310295,A,-19.34680157277114,D,-97.8858576704565,C,45.11085515663778,15.092365465428648,C,E,1
51-65,109.68011783846232,E,165.1812750502622,A,-142.26414855151438,D,100.94964464025473,B,-15.137696336810807,E,-94.54543330896959,176.71018971742737,A,A,0
26-35,94.25736851707858,A,-124.95788959742595,A,-187.65607709385745,D,59.93648418381662,C,100.12112542637183,D,-32.056496588265645,-56.04565257923249,D,E,0
51-65,49.36015099768382,D,132.57381350750634,C,-22.130416404421197,E,49.2482731250627,B,-50.18014497526428,C,36.0485144517174,22.398984904344633,E,D,1
36-50,-58.19996103998341,B,-78.41356258550047,A,72.8645631360047,D,123.11097162719753,C,-153.12469896451336,C,-50.81065886228557,-14.627156934727143,A,A,0
36-50,-68.44135652483413,A,-56.88462968423765,E,22.78700210490645,C,22.524290330662268,E,-327.28003622357323,C,0.34788446761347563,-116.91615791707308,B,C,0
65+,-98.81584548048173,A,68.03355099917167,D,-66.92989454363845,C,9.201199583038196,A,116.08516645857623,E,-62.1109948858948,-34.802959903180394,B,B,1
51-65,-97.89345093989267,E,-42.795628348291274,D,-97.87346352624643,A,197.72373910478512,A,63.64355706530264,C,165.11367643094468,-88.14463272188183,D,A,1
26-35,23.34461231933247,D,123.432565037443,B,73.03496592777876,B,-29.562038745195906,A,-11.552468603103803,C,126.2708490968095,-2.982469724161853,B,E,0
65+,-49.15929292083338,B,-125.75607969280067,A,-69.43364498162805,D,-43.019489233620355,C,57.03154018312101,A,-148.28413428511683,1.4890059509546971,D,B,1
18-25,-52.83452222631699,A,62.0042637745364,E,88.60864016558493,B,44.018173473365074,D,67.63807390456925,A,5.606335005239395,-41.5237335768042,E,B,1
18-25,-90.2773146896537,E,274.43376127185815,D,-179.56123409044864,B,-117.18519591007919,C,-119.18842276641728,B,221.76399380988255,-57.15557144683706,E,A,0
26-35,-17.287693239292278,B,20.58995869227452,A,150.99220094863756,A,-14.853972991297063,E,23.644980676451418,B,139.46009362886153,86.0894121683478,D,E,0
51-65,-118.8464317472326,D,-28.69281288050511,B,54.72596282453789,B,67.46094394608993,A,-178.63890358164264,B,56.18771997138163,-109.14718707373135,B,C,1
36-50,33.79043002150069,B,-29.11223603566467,E,-42.79961304488794,A,-151.99947462788487,E,-82.04755373771631,B,-174.36035855849715,39.52467755639002,A,A,1
65+,-93.40568031787127,A,114.3344582428424,E,-70.14933675287766,A,-91.16980418012282,E,151.86230020205383,A,66.16604425102052,83.29194911737568,B,E,1
26-35,-45.179582740538976,B,37.81421830779037,B,-18.540187248068126,A,120.50268160240509,E,61.133842049805374,E,-141.6858555851816,-53.521043800580784,B,E,1
51-65,2.527282633327515,C,33.105511718823,D,-49.45205247038475,A,-63.05515906758051,C,243.9352350677695,A,-43.09981316910416,-29.06330081758529,B,D,1
26-35,-110.5519881184391,B,-22.76961521861229,C,52.34884034725038,D,-20.878572089106274,E,268.7860636120528,E,0.4583287526494489,-54.24851573173566,C,C,0
51-65,-15.023314180720055,D,-25.10455317186245,B,78.95871126986894,C,-11.453321906050228,B,202.82122190505905,D,125.30698769102129,-4.86163486022994,C,B,1
36-50,23.942202075328513,A,-3.1171811536144087,B,2.381176854822663,E,74.28471692979734,C,-99.13934905916236,B,-50.99001004943491,-89.68111181286197,B,A,0
65+,-93.13778017511704,E,64.31636201102096,C,42.24481250925687,D,60.09914224531132,B,-40.390369310271886,D,63.431753428471715,107.81088859141113,E,A,1
36-50,-33.92871994187065,C,-120.42515831672014,E,78.62687037194323,C,64.92326602282003,D,-1.5323371197562548,A,-54.41821652166012,25.231038551073226,A,C,0
51-65,53.21809677329378,C,-58.23166656273811,E,-303.61408088341136,C,-21.602627987608567,B,-34.046358328925635,A,32.31364546811648,135.97625597685493,B,A,0
26-35,-36.59250439148642,C,-40.93924178545254,B,46.840090322636044,D,-24.588856416196894,D,-30.577727735434763,D,151.84375031879398,-48.843336384554334,B,A,0
26-35,-236.41830178046948,D,24.284788263349558,B,92.67557103372592,C,31.170501383320744,C,68.4926399399525,E,113.88259778284538,117.80072847527376,D,D,0
65+,85.13329784887969,D,18.464359876822115,A,84.8715656770469,E,-53.02510004274254,C,7.945507900887337,C,-23.508808220493098,-31.178804755453033,B,E,1
65+,-108.60257042089667,A,149.44295570960915,B,221.25513456348327,B,-104.92871509070308,E,6.412810512167192,E,48.068621831557415,162.20149161847124,E,D,0
36-50,128.06608829520988,B,141.87430562810346,A,44.66885441604584,B,-105.78519199766181,D,-180.9616882470506,B,66.70638343531029,-41.41304203823798,C,C,0
65+,-27.057925532337908,C,9.319554813215444,C,-1.6767975485562465,D,193.58848236626588,E,-59.68576195595995,A,-70.32718871543493,-25.395922097216893,E,B,1
65+,-3.5877734983163205,D,-42.22138530526006,E,272.11351150468784,D,-85.1126728525238,E,37.974050014867,D,39.88455601061117,53.17938464918605,E,B,1
26-35,32.58338765144042,C,-26.734936850480977,C,238.54981769856298,C,33.38067680477174,C,150.05464303478578,B,-235.83700252649703,0.7729812727053241,B,E,1
51-65,-8.555139613380158,E,-12.004512608610666,D,-109.67140185226336,E,194.35422868895543,B,17.155639327891684,A,172.13266102694485,234.6682108785925,D,E,0
26-35,-78.44649047718364,D,-102.64725282085041,A,11.719479700938997,A,33.0483416260656,C,-59.148191201337106,A,-79.84014777625413,35.653334384158796,C,D,0
18-25,116.82527265747102,E,-40.80804026332809,C,-77.35697376165264,E,87.19201112280999,A,102.10093003871224,B,-43.68932920110701,9.558485360333988,A,C,0
18-25,118.58952721014147,B,-135.10241535671912,B,-152.71732653242893,A,-75.03541153221741,B,78.82598619764485,C,193.05809683382776,-42.162002226500825,D,B,0
65+,-143.78033991314362,D,180.9652057323776,B,132.87411140718203,C,-51.80602783036656,C,18.996916005331965,D,2.5172647329441493,167.768024779831,B,C,0
36-50,-19.401219395589973,D,-204.8146611062847,C,126.23386899412665,A,-4.5944550470740655,B,31.984455006595468,B,-230.57092247683278,-107.8716889185201,E,C,0
18-25,61.9599072185668,C,94.47569628043237,C,-109.73657653440021,D,-11.530655586252383,B,28.73268600669258,A,185.60275643671721,107.70201087167612,E,D,1
65+,110.35327623613193,D,126.04716685112172,C,-31.62383806190143,D,-63.792625732580134,C,-70.74790585378369,D,-48.29863023729511,10.479993683406263,E,E,0
18-25,-117.73953052149557,C,-19.48154575543275,B,64.35463484370226,C,-57.240358422371706,C,94.23571669984247,B,-85.09356139818306,-17.501270744020957,D,A,0
18-25,-17.25303951932505,E,-56.37690942690251,E,50.470224347034375,A,-99.8020292638412,A,-172.36747604504393,A,-62.29524585723467,55.37242515163025,B,B,0
18-25,75.55672484075849,D,115.87649688603518,C,180.45214240040522,D,37.53363155194979,A,145.8819808281428,E,-58.508500159701484,-27.013253563842106,D,A,0
51-65,-121.69516702836027,A,70.10224727328327,B,-56.96946318358126,D,-4.852164843963757,B,15.184439678172248,E,-102.4118764600511,51.547190751689385,D,E,0
36-50,16.1533865434057,B,184.2003189627087,B,-68.4414462323108,A,72.02824730319549,B,-126.06060882829378,D,-20.94313925047063,16.97235306408555,B,D,0
65+,255.9576221493706,C,-41.09531689289124,E,-64.17612428805023,B,162.40443483557863,A,-178.95103519085777,A,56.322731720454236,151.18002072333954,E,A,1
26-35,60.401685419951924,D,-118.13390080916359,C,-29.664142267023365,B,111.80636156536123,B,101.10224891363164,D,-3.5054874038458426,38.622029454951104,B,A,1
36-50,252.89674440267055,E,-14.34468519030728,A,59.00814121196407,E,-35.62430088932924,D,-24.10177260751484,C,-4.51957019010794,54.30027409332645,C,D,0
36-50,36.508880103743564,D,-168.9785933444003,E,128.46512879009595,E,-203.58788592194236,B,-2.0950045833303115,E,-44.25058833067935,-126.899429427386,B,C,1
26-35,-141.59191084226038,E,12.8607586569815,C,87.86861767337801,A,51.361204739894085,D,10.455549452710555,C,-9.910538496279317,-3.654161311282863,D,B,1
18-25,-96.40098513018232,A,-35.37997512482835,C,-1.4760956827788776,E,-33.29137673164615,B,60.276131379173506,E,-82.32077007958297,-50.10409877977118,E,A,0
36-50,-55.45026238768537,D,7.285621403570415,B,89.13504335501852,C,180.82508255044164,E,149.40278567505405,C,77.52734060605229,-117.84083423102223,C,E,0
18-25,45.430379847386924,C,-81.66431954056976,A,-30.16518891167041,D,95.6821641982728,E,-184.43999900069076,E,148.1855395283095,-115.92169727030554,C,E,1
51-65,201.21005555345138,A,-5.823942494124158,E,66.79926784454729,B,29.325281906872476,D,12.019674951090238,E,56.65284502735304,8.389108588722035,E,B,0
26-35,33.828116360419024,C,-27.730885413504947,E,16.352319077989904,E,-89.61551110761147,D,52.67220181258496,E,123.61481611654908,-29.123652016211015,B,C,0
51-65,-82.10561752809706,A,-23.096749370393418,B,-16.860741074627335,D,51.48954099588495,D,-112.40455832748748,C,-160.59636997287205,157.3451529010083,A,D,0
26-35,49.302116375327316,B,69.20265397491168,C,12.093197649568074,E,-72.78775865795537,B,-4.940849682758867,A,168.0636321577115,25.681190949484257,A,E,0
26-35,12.74662298657476,E,126.87389833507818,C,170.87982834394876,E,215.86531213780478,B,63.99270663558488,C,173.01175735729257,-22.903934564735103,E,C,0
18-25,-33.32247045062213,E,-22.519213965692998,E,-81.95186133767862,A,19.323941741547486,A,92.67521549072015,E,-49.80192069916115,112.94766711070297,C,A,1
18-25,-6.193655223551041,C,-24.79251301159608,E,-334.2636591151483,A,-17.40297078452438,B,5.390250606648641,E,-59.611489600773425,-86.9309419379616,C,B,0
51-65,87.14954073187212,D,24.429112243514066,C,-21.994356971918652,B,-22.764050855639425,C,-137.73530758480547,C,-142.61629249630982,191.77051806915924,D,C,0
65+,51.21268737581699,D,-50.558568127723305,E,10.569810027963976,E,50.70101954944756,A,-259.37564835381085,D,81.94484029864054,-152.38064375643336,D,C,0
36-50,-123.90556251977817,D,-58.81434658362641,A,99.0811157357421,C,47.40571008662946,B,43.27546781756073,E,77.87183154778215,108.84575661529357,C,B,0
51-65,-34.409103435957434,E,5.817276538414146,C,-43.73615332220784,E,-77.15784936306729,B,53.766468730748905,C,-66.1244197607988,177.74846155485,D,E,0
18-25,-100.17084358115913,C,-105.04082287467762,C,-111.66140077356548,A,109.38329828768178,A,47.20969583488218,A,-81.1162637623901,83.57022658826112,C,C,1
18-25,36.05072178355115,D,-98.88864262369633,A,-199.814859841884,D,221.7559231554725,B,266.3766033357296,D,67.89503942964102,43.20380171366849,E,A,1
18-25,94.32013661461843,D,90.61480799689232,A,-91.1265467101435,A,-20.082482111530823,D,25.631180118320195,C,-136.94500481024977,-34.57391271304948,C,B,0
18-25,-85.68269702333464,D,74.58714556487425,D,124.5120072844077,C,52.207641351166956,D,-184.1145453772444,C,57.699850182330856,121.57369092874002,B,A,0
26-35,82.57841029532426,B,-180.87895900602092,A,89.35574715447672,A,28.234533242115734,B,135.77400859709124,A,66.92273257107277,-74.20414486914495,E,D,0
36-50,90.78502516416431,B,-44.06134789825359,A,193.33114155305634,D,33.87117913133616,A,-124.71250598894872,E,2.235816309232698,-7.225054063264549,E,E,1
65+,-216.40889541114254,C,-128.5895389159653,A,55.86955324851647,B,-78.26598391043352,E,97.23460450185499,E,33.276180608657405,-83.03784393843081,E,D,0
65+,-117.09442810932764,E,-70.35971648917972,C,213.57412541239347,B,-50.7895571339719,B,42.55852826141792,C,-129.50616888303483,2.573522196991843,E,C,1
36-50,-184.058748200889,A,-25.7261060033062,A,107.48189373216827,D,25.093942082374216,E,-138.17138444512508,A,30.151383404817782,65.63165323140049,E,D,1
36-50,4.969661219218366,E,89.94340233382194,B,-28.43225762144568,E,92.52017366648609,A,157.88622223753157,D,-30.181216473561573,126.80801925151808,B,C,0
51-65,34.89895005845849,B,4.282333293018376,C,-135.6369129789788,E,12.65636605377089,C,219.3008302845047,D,54.68986488701908,-35.09003480923913,D,D,0
65+,-31.312310171758533,B,-47.470878618915314,A,43.09752240742046,C,-149.0548529364305,A,-46.64826269609171,E,-82.99298784495033,15.689560563846635,B,E,1
18-25,-99.71598883584024,E,70.31088186399035,C,36.4761796324932,B,-107.44228710926416,A,-23.36358122814248,E,8.728275482943035,-8.102648396188249,A,C,0
65+,-42.79862739571911,E,166.66004056665545,E,50.414676977676955,D,-75.26147495209091,C,-151.33968198459598,B,-62.000269762457506,-69.38246308480991,A,C,1
51-65,225.8951373792116,B,-91.22170512031991,B,-73.9682387236652,C,-120.62596934666476,D,-214.54081970409615,A,-87.152552242259,154.93303996226723,D,E,0
36-50,80.88965105413081,D,-206.37218071645975,A,-69.3627290014086,D,3.2978651112774573,C,-152.9845721753436,B,-125.6097300077214,145.37680261810522,E,C,0
51-65,98.26763999236913,B,19.254496183091796,A,98.62073132410823,E,-56.9666255133481,C,-85.40779976702305,B,48.3129217327521,38.804762368986594,A,E,0
51-65,146.4243127344864,E,82.22777409151611,B,-84.57652573213554,D,8.959172788409115,A,41.35130749609967,D,115.19400238760265,163.5183883018953,A,B,0
36-50,70.50497372730926,D,-64.68180178997108,B,-7.46068738692212,D,-139.5196673894949,A,-102.08815166546907,E,-4.675171447755805,-50.8827771453235,D,C,1
26-35,10.323344802884561,D,163.64640197928614,B,36.552464548378325,B,70.42318458661556,B,-21.670789230942862,B,49.89563387915222,12.295434013964972,B,C,1
65+,38.8792118958633,E,-26.682770916193967,B,-20.644355170415334,C,-96.55476268481749,B,-196.73651826931544,D,-23.8420606109463,106.7229692812086,A,E,1
18-25,93.21975241930859,C,22.418972274108043,E,-27.126832877447033,A,-66.51511979834224,E,124.32789545573402,B,87.68919521027013,-102.44620435703445,B,C,0
36-50,-27.577577398611346,C,-135.13316030655565,B,-3.435597124916507,A,-76.27571125394981,E,88.93522816809464,D,139.97557042232108,137.78101043170213,D,C,0
51-65,-124.45149790039329,C,63.966840296007454,A,21.745954555544728,A,30.95273388023748,E,-30.374706216600444,B,-41.385074413066484,26.56130657360048,E,B,1
51-65,-149.01811711639596,D,60.33200645100726,C,-183.66183640304004,E,53.848260788319315,D,-72.59873282757147,E,158.00679949106654,96.69082982168796,D,E,1
36-50,159.18174409263693,B,-15.454453398407205,E,-113.17298038565514,D,-92.37300968554513,D,11.544897279974458,B,-257.843887569149,-41.273023590672096,E,D,1
18-25,72.19101577962284,C,-34.84124636860236,A,-51.16053468381633,B,-76.94337573311368,A,-68.04310190435667,E,124.54213319095626,103.23904813918283,C,B,1
18-25,126.70128620122149,D,-2.721157002194944,D,-102.09956726151661,A,172.88408698920853,D,-71.42363630723354,A,75.0731298887605,108.56985478877239,E,E,1
18-25,68.8666283011322,D,-7.509100732089186,D,80.27598057061988,E,-175.01525579533794,D,-7.517740920943142,E,139.61365843589712,-129.90502309867392,C,A,0
65+,-7.942283213223879,C,175.3260766872157,C,154.73771399754654,E,57.60676351553345,A,-179.63640142783848,D,-19.18713271429795,-178.4556183024399,C,E,1
36-50,0.9337851224037026,A,-80.02919540716712,C,101.20231701094409,D,157.626775136007,D,42.340052388842444,C,8.1600862234109,74.11081758547331,C,C,1
18-25,19.363088623136054,C,30.244338737502925,B,13.225103062848339,E,-42.98403089549277,C,192.7872327738161,E,110.73988950420284,-114.74903005422226,D,D,1
65+,-14.052304465102514,D,90.19547266349498,E,67.72236201446505,A,90.9464150203566,E,-12.683682981335712,E,61.513103478605046,13.346278712623832,C,A,1
65+,35.097002802243004,A,15.087109336557972,A,160.91854409661084,B,107.07922269574372,A,-57.619258769518076,C,18.498725697956324,-139.68600190943792,D,C,0
65+,-70.71826163581943,C,-94.33056886216012,A,-11.368347511731159,A,24.912531331105043,D,108.9325710454009,A,-180.56727950276664,24.422994996690502,C,A,0
26-35,-112.38041525525317,E,142.896424366833,B,-37.43807241031081,B,-45.43477328135228,B,-21.765523599551198,E,-174.8566029715022,39.76894171948331,B,D,0
26-35,-106.62884090085663,D,117.153296277604,A,-80.68936874823014,D,-33.91849234429124,E,93.97950243667103,B,-13.55394232027497,-5.2885957029715875,D,A,0
36-50,-22.205118866036386,A,69.18980196667489,C,-117.18668084398978,D,-77.5943280916406,E,80.67508953776601,B,-23.267042692915872,-40.93468705077644,B,D,1
18-25,-48.72328687592277,A,187.3147289239896,E,99.28569021638206,A,31.736394482050436,B,111.90622659664263,A,58.149824387963136,16.497417002635327,E,A,0
65+,-3.264387824913951,C,-155.35068362965697,A,-49.238371286111985,D,-30.52133642074088,B,-160.52231825091258,B,52.18759664849498,-21.715994065026827,B,E,0
18-25,190.84964143350444,D,63.941774824460175,B,-10.240062063564345,C,-226.78405840463344,C,-81.27047291354211,A,63.08509394201944,64.5056352843039,B,B,0
18-25,226.2299882237828,A,104.45490144068741,B,-55.46634695203999,D,-90.66142206677364,C,136.3372394566461,D,-97.66626344700212,-137.87162886521807,A,A,0
51-65,6.06770153988697,C,77.35756967388075,D,-91.36542871376706,E,-38.16003026416424,E,-19.118316228280985,E,99.47577691969077,30.045439071899366,D,B,1
51-65,95.7361369316983,B,123.58334057524134,E,-14.68978701932718,C,65.97335013324569,A,-84.18581698480214,E,208.85475711056392,70.41619258160122,B,A,0
51-65,19.992912518322306,A,-24.754488487518735,A,80.633319159965,B,98.54652063739657,A,228.42919434692845,C,-24.84037039667665,28.960322582047045,A,A,1
18-25,139.62311325785876,A,-84.22131934947035,C,-4.5397242150650445,E,59.029859239742265,B,106.3262506200229,C,-14.60764830509931,29.75017701080655,D,E,1
51-65,194.13448331369705,B,-86.33233915927306,C,18.42689926761451,C,136.63751703131942,A,-138.3361139219466,A,-143.11513909826533,-54.380911896440985,D,B,1
51-65,-72.03607666210364,A,49.591491601955894,D,-12.138014133446747,B,-170.94392424976442,C,-0.29864030119098456,B,0.1760754948842429,-72.91117762624668,D,C,0
65+,77.71411176178059,A,-214.45257123093202,D,-51.97004122031642,A,162.56066641994585,A,92.01973818747778,A,-51.869254632206754,-65.09888903448726,C,C,1
26-35,-36.69326570949672,A,-6.734687759468737,C,18.570362997071864,D,26.621328840076803,B,-140.4580557156492,B,-9.437809107607242,-8.689534162299118,B,A,0
36-50,121.68650306643609,C,25.667425012132934,E,-52.276413986517156,B,99.12481943209119,A,-89.41030592942688,D,194.2431133455877,-25.21575876133275,E,B,1
51-65,85.15838795891239,E,-154.7158827451473,B,-154.0256496190772,A,-109.94649186458368,E,131.86893093362875,B,-193.13320717180807,-5.2637705727904045,A,E,0
26-35,-38.575372878095514,E,45.2551855840354,D,264.170067656951,D,29.52455701927587,C,71.54328650037218,B,-179.85450129379367,-303.63109822863237,B,A,0
65+,-146.53471049119145,D,160.00244345498044,A,42.23166590598627,D,-38.48236767272339,E,-33.01531969920538,A,-88.71789106512956,28.00208299081652,C,A,1
65+,111.98618838023494,D,25.16281993930496,E,-3.4924534965932152,C,-183.9708835299838,C,243.064337160713,E,98.97436658046979,-28.166052750691602,D,D,1
18-25,22.8970428064398,D,-26.969287135714946,B,-109.21663337958545,D,-51.476427284448114,B,-58.21063604365173,A,79.59161085424702,7.204663289890098,B,E,1
