sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Male,A,A,-121.06448075903036,27.312422007114378,A,-81.59537856496684,71.61582918396489,104.35375870529775,E,-21.551797718471192,-123.44493902234687,-108.80468621018389,6.354557990680548,0
Female,A,E,39.976441016725566,112.90247301864528,D,-47.77504275145319,126.31312258161987,-132.26893072861415,D,176.24557687788237,-25.636603709265636,196.4776220945401,10.501857149918338,0
Non-binary,C,B,28.778746560281743,-53.51140403265634,A,4.689930850013512,-86.98144500625324,-10.32499883545676,B,7.174475740790038,0.042080583407488936,48.706927304973775,-23.2023339052769,0
Non-binary,C,D,32.349183826747215,-144.83835200541785,D,-87.10106782465176,-29.42638637451489,125.1306449162129,C,31.811274031490893,199.97125103501514,84.22163965623982,-87.79384684844597,1
Male,A,A,-12.016921799684566,128.05777151519834,A,-109.81863694758844,56.517239319754665,68.89752136202162,A,93.01331361599475,-99.98807464054924,125.75418881669829,-57.77238033155784,1
M,B,C,-122.53594676031044,-97.86142026657605,C,81.37042489481014,-54.10675320711289,65.80001722693336,A,-89.00975615195904,50.65407137528142,-23.107911822083143,-91.90778102569203,0
Female,D,E,58.531579042774204,-261.7121770018189,D,-10.551687723207865,71.82810021124068,-25.79309733356579,E,-13.352455531716902,-4.940345845069009,15.306181856773776,-67.11079605877752,0
M,B,C,64.7940956706108,-62.671015311300316,C,7.443355698817018,23.112735229129708,-29.285076392767923,D,-89.98808998082674,102.606536647119,-90.45300434755693,-132.33157978067135,1
Other,B,C,15.698391170994503,-57.90753703492637,A,-83.80732524772053,56.755790047871315,-98.61628040030115,E,-105.14038635450096,92.77802986730745,58.81052015807949,-69.98466163971858,0
F,D,E,-56.86197166299857,87.46120724493939,A,66.6175654749167,-17.78837984226555,11.080976035211917,A,-90.83535582990545,46.77330656152449,8.969723026930017,-30.32340419007122,1
Non-binary,E,B,-171.61530170539106,177.9189178756106,C,84.88247451908983,168.98350446800444,-58.54816502033165,E,56.45129657379634,135.0023323216537,-90.77434968449138,-26.605850857595993,1
Female,E,C,135.3688063531746,111.45789255044329,A,161.3820664477875,-173.53190208077257,-156.96091411347294,A,-155.69117647041247,-62.21694979417691,65.60211468615054,-182.2396244134401,0
M,A,B,-107.44865354189102,-97.85096240605301,E,-42.98451829080407,-30.656008121017496,-79.94992046609516,C,-7.973504547643269,-83.4116818712591,-111.46004673403537,122.68015233132306,0
Non-binary,D,B,-55.445767739188376,77.59604620599181,B,-75.34733454285357,78.42198079216463,89.05195570072813,A,16.416176164713384,-13.561293685039978,83.3264684984937,-76.26213594844128,1
Other,A,C,77.00096107470064,94.65890909346734,D,90.28955890378258,98.27098944200688,-89.08793033672893,B,-109.58641457446905,-188.6324562453517,38.782380444455114,35.9868190982268,0
F,C,A,-94.998090286175,-13.60212001967277,E,-46.87478268488948,-55.13642314445216,66.48713535751075,A,148.06737725990672,40.612078166809795,138.54668281027563,-33.84641035575202,0
Female,A,E,-63.403725995402205,-1.9273953290207944,D,-288.94910534561427,142.53947090123359,6.0260416343345256,B,-16.805239100297335,-110.67111858568023,-163.34778221093063,62.342270143970865,1
Male,B,E,236.78368115396262,-197.26274288804433,E,112.17981651556228,137.4433799319667,136.3872749269684,C,-110.53019127875329,141.27582885003076,-21.767559841594792,-41.274109185785356,1
Non-binary,E,B,-58.93091616995415,8.344231677534898,C,17.54114932149797,75.76010716908847,22.55373216350082,C,-102.21514974452661,76.61068834729895,-125.5307566241159,156.1367697971518,0
Male,B,C,138.80595889814248,93.55279570014557,D,-81.02614798007733,-209.99978041107988,-162.18557017811372,B,-59.01403977903098,-104.5306575178764,56.54434019859942,116.69909610498466,0
Other,C,D,39.06481330671033,96.17488342387693,E,230.96547232896793,-217.0790468310425,-5.732214429122216,D,-180.277648340251,34.749138540803635,279.55071821207764,-24.286930881498,0
Female,B,A,-51.057395337807286,79.46497305354114,B,-223.30584536099863,251.8288090255212,12.184966907009947,B,77.97285306949217,-0.8337060574113276,-34.028596312540635,46.98413787845197,0
Other,E,A,126.60704937667087,49.25333285697326,D,-71.26329924943393,5.489803302653697,44.90494604942702,A,23.981307286857955,46.75669743889896,-178.67740582127834,-16.262152521085472,0
Other,E,C,-79.39262773790551,93.18476185049705,C,84.27408689183858,35.12573700115037,58.30433775655632,A,-120.94746002415182,-51.3364946962106,-9.84026206212485,10.170117415663107,0
F,D,D,55.17002576661406,30.945945689360737,B,159.5251744557465,6.314500179027421,-129.05357631055458,A,88.66903543636391,-107.29303470738687,-12.057355822827835,-131.65696040092035,1
M,E,E,10.975546133072758,-13.402780098156434,E,187.8032918447991,-67.3874361696052,-76.51672835240181,D,4.557303097800907,33.69713074339517,-170.62176953935648,96.49315171488524,1
Male,A,E,201.7113669652785,-17.81505684260026,C,76.28056158382802,-12.645011232705002,-84.7275984708473,D,52.747256172479695,42.850052257661645,204.39187461787168,-151.7679040885536,0
Non-binary,B,B,11.618479047435866,75.9448139544086,C,9.400214253658172,18.154735866218484,-29.793187562618346,C,22.143846398663243,-14.940357001033544,0.4821437752994814,78.58568662241726,0
Other,C,A,-115.61602233521708,-80.9998615255846,B,-41.423895247771064,31.024924292150835,137.11322870829665,B,134.09356862091852,55.971964702313336,121.99445999406444,-111.55840607641154,0
F,E,E,-91.76821717520998,-62.4423941275228,D,-30.847567182183823,-260.16088787634965,-132.91175836367066,D,-106.244845151429,134.4692025884332,-153.32075785478025,99.9383125041154,0
Non-binary,A,A,50.02508691529105,-235.1275415204087,A,-18.149738528302503,23.658776910301764,142.35237968451142,C,-270.38962800447564,-41.65877832525629,125.29632181152117,161.88011300517795,0
F,A,C,29.11148827796428,68.48579167532628,A,88.82610190976189,-131.26603265976698,18.86341228593372,D,-141.25568633662738,-139.25103916224197,-108.84455705364206,-109.07781814395408,0
Female,C,E,134.8106712742591,-17.147807935312265,A,25.535551196303068,86.17119480606569,35.66557302443577,A,-65.15807713951534,-206.31240214779118,53.39401974945168,-12.211271311969888,0
F,B,C,-17.32299986218306,91.3724160268585,B,-116.05159664026239,12.714310364048211,89.79034605702351,C,-30.878406568708154,-92.40177222451655,152.39596341368252,-117.53591605533069,0
Female,D,E,50.194115764189895,29.084144542208566,C,-34.93108075730987,63.215482458701786,204.24076966241978,E,154.34732031079017,-246.23334401757347,-38.77182855051543,26.24746493569754,0
Male,D,C,-28.07885511533054,60.11554070280798,E,49.77424603302501,-96.07535826107988,48.44134518225391,B,58.59177556554614,-162.76474028974602,32.6629491886967,84.16764433603548,1
Other,D,A,-10.157445516631986,27.90145039571114,E,129.49363511674954,-65.96560255857985,-96.69014550219443,D,190.3453083657101,36.436828983040265,-7.445645405848491,-91.2316987836605,1
Male,E,B,141.49405349402056,63.66673182480951,C,23.311401567948064,-47.71188204828872,5.14332829391669,C,-96.84872621734569,90.55817986624739,-128.430267838534,-24.61948482610122,0
M,C,C,63.57802702105621,-109.39241884222304,E,-22.56935040857501,-105.6015305329945,-28.691886333483513,E,16.52958928654918,2.6062001212278556,127.09299156931475,-49.30556054273929,0
Non-binary,E,B,52.452285995015465,-133.72299400527586,C,65.07260209387027,20.046341955516557,-69.93887847072959,E,-42.476125528945325,61.30562325883796,246.23125099595035,-57.09113488167651,1
Non-binary,E,D,8.449703621169771,19.324872215008607,E,-137.02005119961999,-33.22493644190426,-95.54740340178478,A,-151.47507488243107,-9.387611913024942,99.73739469281266,107.96868665207629,1
Non-binary,C,B,-29.541024419934143,5.553407362654301,A,-3.195601254777509,78.82012839612187,-81.34030439620584,C,-3.792727729975566,63.11332114598779,27.754475997198412,-249.37781667191302,0
Male,E,A,109.40533317465342,111.63116996425148,A,-31.415642695638585,-132.3429683245037,211.95658054170065,D,-36.72596420404866,-59.53192227337768,119.0292775213747,130.0563820415015,0
Non-binary,D,C,145.5619934286553,111.21689990528836,B,91.97116495901247,149.0423163026005,39.526246494579894,C,-0.3138846418048133,-130.55813373863424,-25.23962193152117,16.2907044578278,0
F,C,B,-36.065188637535385,136.16771029531986,A,88.1003940516187,-40.390919659704096,32.05197164356949,C,21.981325695040997,96.11742042335379,-22.608471840969578,-36.073870913920345,0
Other,D,A,-124.55487330119095,32.23087027307018,A,-56.454265089093745,-89.91090324927448,-47.55854105576774,E,44.083005379269466,-122.07644359924103,-136.50968978378492,-76.11699659806116,1
M,A,D,-37.17999671097878,27.415236947376947,A,69.16971170008381,-85.83599724728843,5.841876244844521,A,-77.01661475977863,-54.38568589564407,-123.04253533045797,-122.87387944202916,0
Other,C,C,59.34710079605874,-109.67317581010099,E,-80.03585050857245,-206.98209722453817,212.8586844348573,E,-27.283602552958296,-100.49285309178285,222.62629580941447,36.46476624280924,1
Female,E,D,70.28573335663738,-60.74770099797211,A,51.43723824318902,24.892187696899025,102.75906559267591,C,-20.900596691055327,24.73222806616593,-213.86397984259062,250.07972659470718,0
M,E,E,-276.1098456480879,-89.45474943078058,C,-12.279378238114738,44.85131489671087,-64.43403609706844,B,-35.288826619185414,97.3912490451909,-152.67005020131052,-71.84273012674566,0
Other,B,B,31.343016423862856,100.60292316611041,E,85.22387044304416,-140.94587166664067,-129.83500707949867,A,-91.71819140079407,148.40595225643608,159.57122718264856,-133.69700155745556,1
Non-binary,A,B,-37.00691726505447,-168.7523430383936,B,-17.086842370357367,-95.88649332199229,-69.56699376345385,A,-60.81334020412334,17.992127693780162,23.704003510606107,-150.73163994452355,1
F,A,E,96.5763266786213,-149.11672181134628,D,-82.8415516525657,-84.22862313400485,-92.82659827252905,A,-184.09411321118517,20.400255640509553,32.020679280117534,-62.18487890978175,1
Female,C,C,-34.992180909913245,10.229037868452675,A,0.5620990546407022,-55.30099610503329,8.576402085501588,A,-18.855619143503613,26.748293190454625,38.76256164219539,-55.966504853509576,0
Non-binary,C,C,-33.04258906589942,-42.72480094807157,E,70.2502597612495,154.7965561826636,-61.155675623413416,D,79.30318657349596,-46.242431195790196,-67.48898611302752,128.7936728580537,0
F,D,A,55.82639745634399,-35.539128472838605,D,70.12665324397915,-22.834709537558833,-278.348307141341,E,25.836349061919115,49.56774850972952,-59.55032104740465,-23.526670950208207,1
Male,B,E,45.31579847766431,-62.355243283432834,B,40.567915251437434,-56.436807258092195,41.68025361215991,D,-34.837372006547554,133.10099585471866,-21.86225994437029,10.359125605369728,1
Male,A,C,-76.65165088237919,-45.94859077939903,E,45.93911474450069,-174.77256224436752,-233.4155276212849,C,74.98300570386098,-10.309930768986664,-41.676989604055926,-26.237398484082412,1
M,C,B,99.81596552074483,-5.480693134738269,D,-46.55501003505266,165.38600766250195,-103.38231409209138,A,-50.35494219247959,-290.3537651336568,56.82489863459941,-59.96992528523235,0
Non-binary,B,A,-126.14495370790752,13.899083372474136,D,88.79128495688916,-122.70965761418644,-41.17717200402649,C,94.48430871422218,11.588715123128,1.397275718911012,100.84766695433566,0
Non-binary,B,E,141.22916885984492,5.382998414401812,D,-53.989407578611946,37.721567465002536,-44.19870240331193,D,-86.30179941713284,-217.35152252863838,34.20621280978095,100.5622818504764,0
Other,E,B,-8.654172422355813,46.546257837234265,D,95.63874370625352,30.313919249657257,70.10853389201769,D,-140.88092188439646,-81.47655964639101,41.38580316985598,33.76806293768282,1
F,C,E,111.74382786108168,24.001333012391274,B,-50.78703649503198,117.76185099537481,153.87712361964768,D,-158.8864725308177,-104.70461323782668,-26.52726043555238,-17.655558270116263,0
F,E,A,-37.370941899722446,46.17631131897265,C,26.909860240185008,156.2428735053589,23.637513961672756,E,60.57938003101029,-138.1233442160737,-110.02852804999816,-187.80599396128042,0
M,D,A,-94.16125943172776,39.13913914601331,B,102.63715360304411,-127.48809632354654,23.746638583220264,A,-124.17279769009981,114.90419549242591,68.17512587017231,-2.4206915383539025,0
F,D,B,-139.95101606448964,15.599436667467131,D,16.105579662679776,-169.6674812502417,262.49445989509724,B,-8.3448365322251,118.06319010495103,-65.17786128722662,-311.1995660042324,1
Non-binary,A,E,-99.38796646228472,168.51046739252376,C,81.05865236437985,-130.39646603113275,53.176190432481995,B,66.46281836135954,97.78351757575886,64.12703723239146,214.21154035767623,0
M,D,A,113.13977061237985,76.66203643338415,A,-39.855363795189845,-57.81157196626705,89.18625536198866,C,-76.54939075414916,60.500430185805975,-143.097996918591,-80.32481636647172,1
Non-binary,E,A,-213.58967376451497,148.5339529453753,D,-82.28056377669127,31.519962474416115,-250.669794875729,E,-177.1993130767579,120.98587900374191,97.13600055640379,-22.96553952555972,0
Other,A,A,58.089541331308766,-35.974145090576485,D,59.121564275860194,41.482754628363985,238.78848754551024,C,140.2788738601781,-19.774384279309132,-42.04310942880512,191.44749419048426,0
Female,A,C,-25.24316340538987,8.560597746655208,B,63.1671869751354,-102.05348237029477,37.27108748959527,B,104.00376651614212,-3.005162505850955,-65.97045452289717,-145.09136059795952,0
Non-binary,D,C,-11.974455345090806,97.0553292229175,B,-73.2267597600637,20.9754617796848,-11.949370402378607,C,-13.437897872416062,48.518291786026914,-19.025832854098553,86.59087234394087,1
Non-binary,A,B,75.0333294138675,-24.86505587834637,E,-37.79975064254688,-32.29736902539643,-16.88022375590891,B,-39.833708798150646,168.57846895771775,6.960976324835189,34.73990287720222,1
Other,C,A,-122.79641529109861,-2.10296965655349,E,22.473696011797887,181.99895693744426,46.585251359557574,E,-90.36845481009799,-35.03794623509942,75.43274295800543,-148.275391870414,1
M,D,A,9.641358257597183,6.748784141189088,E,70.90280349227018,-36.88757714700675,29.57961037327991,D,-126.13811059370039,-77.70685788927264,-144.52056036298407,19.571326801932976,0
Non-binary,A,D,-0.10093738006207757,26.82741738014198,E,-41.883086235308795,-108.15587472846555,-46.32783857182024,E,-167.20916610815334,-215.9740493745109,265.97523353648177,88.01999767133887,0
F,B,D,179.4966224826225,-27.04744726752858,C,-71.94091477162193,69.61715641052713,6.515754893255345,E,-43.6713633983614,129.04291680140958,-48.319623552429,39.618863302562424,0
F,E,C,13.521160374524502,-234.9217007145816,C,-100.50710758605119,89.89063748747816,108.88623590106651,B,32.63331007766866,-8.74626231710886,22.47306313434796,-52.20190968151047,1
Male,A,E,-102.90245598570095,227.9964867700731,D,58.121640295395274,-179.0831312916799,41.71321201805146,C,-106.91590059680598,-125.78184302680326,-10.231912218908242,110.60121150229224,0
Non-binary,B,A,52.11025903621117,-57.21809729170225,C,14.466158812936648,-100.26541499646437,-235.34609858077658,B,-213.58152369935755,-192.7403162344809,2.962062432612067,21.36062284411875,0
Non-binary,E,B,-187.10067110843204,34.81395202975582,C,82.89322431110622,-140.89820586536504,79.25521913003915,A,77.79003418588279,23.11488589749084,119.96395890376942,-154.05650217784677,0
Male,D,A,3.9384037547822883,-53.755133334863324,E,17.829813478425702,124.60804083997755,35.746388052316505,C,-272.03769447987617,-11.867683042103629,-68.44008739330424,-112.64005213657673,0
Other,E,B,149.94382801514826,51.24980222534838,E,38.11288713911256,-177.76223621578885,-15.738346246905744,B,199.19404100257438,238.04797304604247,-92.07397357508968,7.6413912387102805,0
Other,E,D,-114.1840829112773,-160.37374986141435,E,-71.37543075127672,-6.870858443706856,182.12874282225573,A,-13.681963064508624,80.56970188976759,-6.405433473256289,-11.65379760152641,1
M,C,D,47.63951092586467,54.36578711387089,E,33.37844562496623,30.290267879737264,174.38326187680858,A,89.65060619219597,-30.637643213330325,-27.506280678516276,46.779791604877815,1
Male,A,D,-36.31548289940283,-267.11517011803426,D,1.2915456700694385,-42.452150325235024,85.6881300392028,B,-5.0222575521283055,-26.374634384812452,-135.76385384046154,-30.398927702956147,0
Male,D,C,-142.7439357852976,117.90315618580414,B,-133.04784884704682,83.27833620254258,-18.03963618353642,D,68.38819856823072,39.97603411483963,112.9663065087193,-89.12437970072897,0
F,D,C,-29.790879217082463,72.68159315256048,C,-25.714279889559783,-109.1933989817175,-33.842000247599394,A,74.48077316903635,71.21890360697252,-67.17838240030393,152.68713531884563,0
Male,E,B,25.529545462539264,-3.0126458761426105,D,-75.75582199598755,-73.47018682455068,-12.246881436070893,C,81.16733480009674,59.764283099257334,77.47398243140115,-179.26279862519698,0
Non-binary,C,E,-118.31333489843865,51.41849458950735,B,23.713677710575297,17.855677537114833,-4.490455517856942,B,-59.384797653045105,81.604209641344,53.42356400020514,29.38372347810711,0
Male,E,B,60.24834160335968,43.3917458183269,A,-152.25604230365957,-47.48832234599769,66.03724297048235,B,84.75900736759147,148.9507258587305,35.78600399869754,228.75733811029662,0
F,B,B,0.7560425951904207,-14.977036851150974,B,105.56601469558693,12.430934485252093,12.531342939076634,E,337.65711415307067,65.54358297805236,77.05150269064596,81.68478959111964,0
Other,B,E,22.878790206859374,-40.41828398224963,D,-64.48262866387641,13.443232245173625,111.24460290871916,C,-83.74831229445073,32.768206475829324,-44.30268459691086,68.77746124352068,0
M,D,B,-40.684936012811775,-15.26879792774223,C,-30.07097308375378,-5.622906736351132,-109.10084901227259,C,101.75225908458196,-105.96098438564448,-81.01602178471417,-75.01475514689129,0
M,C,B,137.32283944561524,-162.65550286868097,C,2.444119995522008,49.97725717010322,21.999009626815006,A,-22.904817697765704,-46.20339477834056,-79.52992536775395,-87.70131635155494,1
Female,D,E,-1.0536168203097824,-173.4818812771171,E,-107.05450412992148,-118.34303263158716,23.50124206817937,A,9.820939737175761,10.187304489527225,-55.5693768485439,-7.146226605565767,1
M,E,A,-62.9113363826434,-3.552171753709536,B,133.21089469385092,67.94739978697478,-185.38426733428733,B,-41.33876236223203,-24.93574723187222,100.0505828312305,-84.4992130681262,0
Non-binary,B,D,5.33044605020293,69.32612606691644,B,68.88266003271751,-49.464485948226255,-97.83409679196632,E,-56.36297800631882,-86.69618485422755,151.02058742229048,-85.29961122954651,1
