Gender,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Female,30,B,-218.03163975637386,-33.668738600799834,-106.55620271786866,130.36208175773905,B,1.5470101649351051,-69.29695172848231,-232.52667468819243,-44.27888397354097,-222.77408839180706,-17.718037476107707,1
Other,62,C,22.17837890179288,49.96591836975052,-49.517945486093346,196.43172416980704,E,-113.38597532493478,-9.636977236875527,157.33922039353442,-57.99524523387605,135.03710860683833,-49.945316955347515,0
M,22,B,-32.060292646263804,180.0091149311439,91.80227979252781,-85.33791255854322,D,71.49200761509083,-78.9592979288258,-105.6465491922074,23.30958642681845,-82.47816038536277,-40.40556024093522,1
Male,52,E,-4.229322379795728,36.08413666511056,15.157841536006664,193.66596743624726,C,26.97591241198367,3.4689143201583397,-28.545671536051774,215.97605452048901,2.090167852141101,-82.8598651177494,0
Other,19,C,-167.4130168179411,26.774432049158374,2.1247543361350227,274.25714882388814,E,-97.27262847432357,31.736190219922157,154.16258115093797,-42.99641340434374,100.48574508308685,-152.58154951653117,1
Male,25,B,11.279747376764044,90.71740523096274,-179.41925709956567,-34.77480184764008,C,70.42101145743614,-69.74079937355641,135.747138732198,-54.70374224404839,-13.759177786465187,52.75866914312115,0
Female,45,A,38.19088676732156,-13.173474890559142,-73.61713241530126,-15.568179596729573,D,-15.03225836221814,70.1964466908843,-171.62910090149518,-117.91007705964572,-86.51826842088278,-194.42421193148036,0
Other,41,C,-148.2232575170327,-126.61023885065413,-90.3776535531485,-64.19734015163824,E,70.10065659500943,-146.12381569347014,85.48353300407358,-122.3154885877521,-111.65517831266534,-61.52605014266812,1
Other,66,D,-73.68823602920796,-89.52670176668744,-178.88654758720662,-43.77635022108967,D,31.95618527960285,-119.34993603705092,109.13001031154401,32.03548965073735,-13.143641632762225,73.45458890324763,1
Male,21,A,82.93304220690206,9.456869940482466,28.433557083059103,82.14946601911012,A,131.40238333289952,-61.53598962874768,22.885122925474548,75.15738738624793,-118.61916382943785,3.7962999268167956,1
Female,74,D,-57.82554143491239,42.280697646440274,118.18386344592997,166.2765726392329,A,121.93501265554146,-121.45085032321074,73.30852809279921,60.91116701864566,-173.56055261981513,-102.30003947116215,1
Female,22,B,130.1672731495284,240.4343101297943,21.949498927505353,5.505237751235816,A,41.8077207815446,-40.62660570566203,-68.77875400941993,-9.556282705304703,-16.718214547960237,87.03749265932187,0
Female,29,A,52.07995456509673,249.42345554544977,63.31530660692288,5.32578028425823,B,-119.6257713714584,-61.85421313934592,-82.46820499382757,9.63171532568263,-75.10428198588905,-55.701507432335994,0
Other,44,B,100.13126663320928,220.56409789154313,-6.053689892641062,-74.61635084611335,B,40.20400080183214,55.70853906271152,76.45838064309504,82.02240971122824,-62.265884100962964,-162.48116397505316,1
Female,26,A,-105.69101843464975,-85.94524203870108,122.45638786733308,67.20388885845604,E,-8.380989942562058,-147.32972834038992,16.268634840951574,-121.56540545334221,12.377009982138567,-110.36537586346971,1
Male,26,C,66.58707229040049,-44.26288520901955,123.36516734297156,49.20979154671944,A,102.19408245862327,190.07240982002645,-16.220423734970144,104.06252406444048,36.81043167141618,-154.80920288473868,1
Other,75,A,-104.32320509792952,31.95700523213513,-119.99955030455969,107.23485780773925,C,-61.699852554125854,161.35581194344076,-76.5395132338217,-208.7820278319699,107.66368407897144,83.65095303722909,1
Other,59,E,-60.28862261761022,-123.07164262215345,17.65530458285892,-223.6271526155614,E,-90.79245113649745,207.293946117558,22.190366969860847,-52.51138871497761,30.76214185303161,33.70215162769249,1
Female,73,E,210.4062463339798,85.34674940433466,66.60870304450282,-20.70008205381718,E,24.93147553598761,26.073883868659337,93.95303925818972,-55.0309563671136,128.93996072978896,-62.77785488936778,0
Female,56,A,80.24536010236373,7.245474466224024,44.74674058398204,-0.2327478511815347,E,-143.7639189180991,-2.782435883381322,106.32287272254561,-209.91144737110884,5.606570340738711,-147.6511762216507,1
Other,32,D,5.372035819988265,-117.61511256786031,-41.3644903789168,12.737621356545297,B,-4.4549152909709715,207.52718890107468,11.647849984685793,24.448412889215657,100.77694851418832,40.41666054648999,0
Non-binary,66,B,90.69841908266486,123.96551699367448,-72.27582051964667,44.14995154716443,A,-218.49278828944935,-73.07714581028897,183.956444331253,-38.55599643227003,42.873388465909194,-63.69851802861395,0
Female,59,D,-151.6954986987288,102.08360439541954,-47.361661578811606,67.71256142807084,C,-38.93416210268161,104.90217030834208,-103.45663841176997,-112.16549087537435,112.00602748597248,-70.7691310036539,1
Non-binary,65,E,-188.90860842941373,145.46842283681136,105.1359449002063,132.44647508496837,D,-118.02610461878618,-167.2366415683624,-71.75191076025888,-19.739776307620875,-19.80688608553249,-94.5552248476405,1
Female,71,D,101.48754485708722,-51.75420350582747,101.81072723525386,-15.53627912606379,E,-78.27282182656845,-71.91545965856908,-101.20694424746075,31.197381252789114,85.3862591902919,-59.24992413339518,1
Female,52,C,44.95610844148729,128.8219426506085,135.97457231806487,-21.485804968956142,E,-177.1140529213269,-84.41888691913991,12.408460436944322,9.533933515469299,-58.63532372555424,13.403305592100256,1
Male,21,B,-110.79912657700748,108.37796608695334,-173.47689634236238,89.50389856425801,A,16.271985466408797,-103.76363777326456,-92.20511760199037,116.08456585312584,15.43321071748425,33.25933119968468,0
Other,21,B,-81.07517035586375,-99.1573943046497,113.88335269796201,-120.20716989394967,A,-65.51081904914766,-13.173037008177621,-86.31284726755301,-56.35446712022099,-50.42223264355956,-161.5914474954288,1
Male,77,D,-313.7798568208715,-24.27309456658416,-98.89150569033342,-68.49073866666025,C,216.39686811090004,-49.301192742848784,60.853374072027364,-88.27275813136876,-4.088497862723446,-30.180447089277784,0
Other,38,C,74.92841542566684,29.256451336385066,66.92129828151134,-74.98446518313382,A,-17.36774014083846,-72.4609517654164,113.52286494129427,105.05993202334913,-70.64836426414205,19.456946593205153,0
Female,20,A,53.573420776785,156.2382668928862,-62.03670984191043,99.68826407594963,C,35.01514838200807,12.674198914404341,231.33812702915753,-39.598902765061936,-48.76066782128354,34.518672196461495,0
Non-binary,64,B,71.6437895674908,115.1321509081358,-102.59361801262945,135.50112301869606,C,7.816458617374396,-79.1004470881961,118.82387489589613,-15.724910182701748,-129.56460097508005,150.5391027412446,0
Non-binary,37,A,120.79790812100235,206.49170449287823,-75.23172013542204,94.79187889455797,D,208.1433957388611,-151.29479396407731,0.225226066043411,-169.09323504838935,6.572499842164498,86.67658138755729,1
Other,45,B,128.68969657598078,-77.0953117697855,22.498427481596607,60.98716002523206,A,-111.90801177285185,100.37954726141255,6.388614874176407,-4.020107914877605,-70.2992232733218,-102.53083750128916,1
M,35,C,151.9970627552367,-68.92403216874847,71.68411727241104,-107.75283237713889,A,-75.80110932329535,-113.69950833297627,-145.2804950393444,-192.57734523335796,-26.51811778633615,203.9222162276794,1
Other,21,D,182.0251159289839,-95.98398119454116,131.61721048528844,-94.37524511243774,E,-0.25209238998773015,-118.15463139441609,-47.67514279142213,30.049562895821957,-51.32260333535079,-69.55570414986543,0
Male,67,C,-88.8481218803187,-93.92098740494804,95.75880220034598,-47.077252584765986,E,-87.62651177654676,55.078165138347856,-62.29154435047962,-33.42703947666367,127.95907129342494,191.21734465864967,1
F,43,C,-47.03653625883505,-65.23786722162936,-122.62454771099618,-54.837726550277196,A,42.66473321209776,-16.041020781887465,-72.31433111954279,111.24449998975598,211.4540919350909,151.99600206524755,0
Non-binary,20,A,227.58241463005712,-13.526898127812071,102.81072331225612,-91.98556120146554,E,33.58625992233523,-11.95296330857505,-48.790845940953595,-41.72506594884816,-102.91636269004817,13.904236266564455,1
F,24,A,-1.04953521415249,78.10897141514398,12.571904628051305,-24.684204476316,B,-68.66889121708772,43.71815464420089,52.54886358079845,-25.762227865775916,-38.764755212482505,-237.70899911234463,1
Other,79,C,-228.49687262967032,-98.85780217431878,-72.55458929177053,188.10835454820037,A,-62.14421562577142,-67.45667883909682,-37.9035155610454,-23.35960458045509,80.07287236872597,72.5628054360324,1
M,27,A,-74.67279873263388,-92.19088551110771,52.72234426095162,-136.89708161311475,C,-15.68002526197439,74.89276481349224,-89.03092578615268,-16.611885932811898,-124.35573171382302,-126.70336445961455,1
Male,43,E,-31.455560528030656,-43.30241391810984,46.183938672707264,-89.35772527781037,A,79.73453339834012,-244.04391900907405,-138.92989845547638,90.63108170359668,-166.7666322929811,-33.52121957299106,0
Male,74,A,-57.22489944543715,49.84700837719681,124.84433645888757,8.947439226107985,B,105.67866273871826,-170.05328940167743,70.25072911862911,110.65963065265885,132.2914268015571,117.19838196466443,0
Other,71,B,101.01216585698829,-113.99902446308022,35.10481448174336,16.716875244860972,A,-260.48164407431733,-36.32520231662848,-65.49407189898831,169.36876149747755,-66.53479514606374,68.41772132931129,1
Other,33,E,4.232787102233229,53.29889006570801,78.49712071160863,87.05005648815883,A,84.05874611035499,-72.42158591969107,148.8316437297512,242.40660335101936,-12.620425006120477,-17.413513240756306,1
Female,77,D,-61.65005355046086,-17.79864585890396,136.4767586276367,35.57481552478597,A,-90.01210008623264,-134.99370352555565,3.2701445268144225,-81.59027609633046,-149.0342998006283,169.35425938685148,0
Non-binary,67,A,45.09846671491894,23.68907121164715,5.588258386648321,140.27651857662454,D,73.34170934112282,-24.421873311947294,-18.17181714261307,10.587681283619442,-63.93175682527905,48.509255338223056,1
Other,19,B,109.86310697224539,-7.404414589811672,-22.146584788131,91.96746352663354,B,-68.5824193384642,111.08015403371776,22.55159450970108,75.13445549484872,-94.15035408199309,-44.406743406084395,0
Female,30,E,36.08820112225978,-217.43404674176173,-33.98921929104259,-43.114612193787174,A,-127.6875284088085,-143.8021377900975,-99.37298086762353,-172.19775438753283,-52.60528531306784,79.66118460198648,0
M,23,B,57.819839903250184,-132.23785494071586,-17.70184644255189,-49.653325228142464,C,-50.529325832180184,139.96704555563056,-135.2850584823785,6.855077323828734,38.41415514441316,-86.91403632740999,0
Other,56,D,-88.19001768167634,-36.165354325752915,65.31126685393026,-17.251719418879137,A,-156.67795072164884,105.88839445644955,101.12276627230517,87.0346272592695,115.37128038510764,-5.918181033768534,1
Female,45,B,-10.374884629535336,52.5389647061547,-23.5796183538706,137.3988694392256,D,-226.79005359523043,148.07543772286752,-40.44269663557928,-79.84177343485236,-18.659109051215527,-68.85081448478346,0
Male,35,B,-82.29243203902116,151.40717786574157,7.140446228283332,-1.823027701511891,C,50.94194758208433,-67.44395153622006,101.99384264209766,8.031303054081384,-70.98519881820953,127.04113032932847,0
F,18,E,133.35844043129504,101.19591925112958,106.34955166713678,12.499841137727392,A,-53.71332963129076,-34.85521143611094,-142.36449650893312,-85.13028309562962,-2.3417925075603048,-25.82604091516727,0
Male,55,A,44.95257520913879,-27.70464983026245,191.1695287656182,-245.71786640475767,B,32.19332539668794,7.942028762735951,-97.60252820057366,-136.7137926830984,148.404563952096,-201.90698723021802,0
Other,69,C,-158.36325091729125,-19.941612029913806,77.02670766754655,151.65137006274577,C,76.46503959464323,-103.88611858161347,68.83475031175092,-70.9777557072681,-37.89223930640483,2.2480492601110655,1
Male,77,E,-88.41183099921719,104.95532079361605,158.08902541116584,-21.656316875107095,A,-151.08371427552066,-90.51347715090617,-160.53797376864,263.2910594044439,91.88300996629152,7.423436106886625,1
F,71,A,51.919247505021914,102.02897449166801,-141.89439193702702,79.27149138291391,A,-21.35498063797067,57.90806933894456,-103.00985319541016,68.3999911402833,48.36070145892688,245.66847062245182,1
Female,52,B,-195.58827657100326,-40.385779987685176,118.34468867452352,140.23930681800027,A,-128.55965610758437,60.208556428819506,135.44412413450453,-21.745239811409515,-97.48841308972526,79.24467436604465,0
F,24,C,-87.89565446601367,-56.4513609488179,-55.3158045227862,287.0373202268627,D,26.297960215666105,76.78756989334417,-68.21985830996373,-54.93026617450734,83.16535532457867,94.01589797150204,0
M,78,D,-164.38552336081432,-37.88058418924239,16.327586011629585,-17.149323291118606,B,-117.62554742026514,175.87156016384048,68.49357310838673,33.503083037733354,163.18813967351673,112.12228791637047,0
F,40,D,201.63205063440074,-112.65250666281001,11.170535026493427,7.917559473417494,A,64.21473557686778,111.99883507511461,4.6900528331879405,-4.001987903667013,30.79423468418848,-48.438333304648594,0
M,72,E,106.65191824764138,18.022409700064824,-62.213983513699034,30.991684395783807,B,-84.74468240573842,-74.37888316345266,-29.360113596801646,-56.07256714745795,-14.931517237537886,105.96963747070353,0
F,36,C,-63.935730918074995,20.261418900664076,-16.90334836023585,-53.42117973172693,C,68.13209824837611,57.776641185157054,131.8715433363047,-88.94752004182551,58.74657527914579,-29.092133776925984,1
M,50,A,-128.624731332618,-79.07354212334933,-108.27270506197846,-119.8626403911687,C,-68.50508625303834,-9.599661377782184,66.67650305161891,142.84043672998854,-21.403679201090274,-90.77446206807652,1
Non-binary,51,D,85.56028482406217,139.33225486668218,-21.410037294928866,50.76371641272905,C,93.07579313941805,7.768028819690881,-17.251365418638112,-84.99181157705553,6.242183293728581,79.86576947374333,0
M,27,A,28.682840217976093,28.201134149780177,-38.313780064599115,-40.94074352329259,D,13.77359576269127,-214.96029387863973,43.504476278584335,60.76632484409754,-25.618341432157234,0.6549351836968156,0
F,28,A,-59.88408197474324,-16.509340352942306,-72.88407233897884,70.1253318964673,A,-22.480288554047117,-177.26733019522814,12.289197829666278,83.45261698930008,-124.99832709187737,-74.11719734946051,0
Male,22,C,80.58196407433887,53.62206033174465,-89.05516280801295,87.91611859185983,E,-42.52304808012525,-8.27112712280833,188.64216592272916,33.446906838568026,5.696034040711284,-62.20916743601298,0
Non-binary,77,A,87.41609933414,-24.44298499870758,63.18517652036093,141.42532052656037,A,-121.65248369618584,51.7615130646497,-129.78557829476668,-143.28565381706522,10.141752892377422,-136.0541757859196,0
F,33,D,247.51059748610055,47.49233366996028,196.6997436762304,-126.58507372727559,E,-177.24606707495738,-132.53322667522224,57.19082487149949,37.223951270205525,-92.411807720945,16.062394382298663,1
Male,64,D,-70.4777783124942,49.24862606994286,-13.720609060465325,-86.29404532434735,D,73.52557369506243,-60.75636722162674,7.309035259621449,-35.65221794471876,29.001490292148734,99.63616659181322,0
F,74,D,-79.1763763211396,-27.34125761758248,138.234890528015,-25.070366530352032,D,-81.58364180699898,143.00500991749666,-161.59495939022364,-4.123768012033204,-11.075462661284382,-5.3140861338526095,0
Other,30,B,43.89178860646301,60.79048040886832,-10.303150093429158,162.55179547394994,E,-0.9329588281510923,76.5824054619724,131.21322190358035,-218.52142196552182,-98.0369025925555,16.648123487282504,0
Non-binary,39,A,22.238611226726437,-134.83054096134634,-194.5047948563285,11.677250039082468,B,246.97744259115103,-120.56954492230719,-47.32671405514661,-78.99643662050677,162.60057179049673,-73.53362201549719,0
Male,69,A,3.3003176828886516,71.07976364100422,105.66696986209088,-116.63347723434327,D,84.2105782910134,-30.52117503487663,83.24691483995001,-17.571276449401264,-46.552583208210706,24.469469711182164,1
M,36,A,-232.6058019243926,68.97602938722096,72.69841114581031,-123.57563520027979,D,218.05564365240198,34.432569456204796,133.55413029160553,-14.219232007549387,60.38382582929764,-6.760206177977358,1
Other,18,B,-64.8875763838497,89.50724776426175,-118.55555209170878,39.19690754668851,E,17.576672447274074,-119.64303753654164,-102.5524289477669,-14.358029384611779,-144.58065346393164,-146.5995807868488,0
Non-binary,75,D,73.3855321555791,82.02378901750079,-37.67451243733679,-36.03865950339574,D,-10.546649291075036,-119.42094544922936,-123.29575136337787,19.216768049408962,24.981846053214646,-284.28790548475035,0
Other,78,B,-31.404351073776866,132.45600168109982,-2.5456986305278257,11.330000511407134,A,52.59755210623148,-36.81700096514923,-79.9625523161544,141.9905692552119,-75.02091027819861,-143.21079792989616,0
Female,79,C,-101.45285727180409,5.670540296899668,-11.950886911395411,188.14670578065537,C,101.11560047755437,-11.481981567199096,120.60223852863095,106.30778492041364,-36.33871682068537,-54.83993356614807,0
M,62,A,52.48239911535077,-27.625540950391077,-58.09481367482006,-7.2731974771731585,D,-113.06973890020122,18.7105659427833,-56.667181088393136,-5.287849819401292,112.66493697327257,46.18172065920714,1
F,33,B,184.97216075327293,-44.482061426191095,-125.01505551891003,-76.95322577913977,C,-84.48950156646042,17.425611232372702,31.79130222943472,-36.437603964679376,-122.76065825308882,-96.33468884336651,1
Male,66,E,78.88875717903827,-12.07980454398358,81.9172900805262,56.95738140087363,D,-162.65688644208652,-23.881664127964562,38.58836337451446,44.30253970413382,-206.38865296984426,-96.38959547588533,1
Non-binary,61,B,267.95045928776744,-7.109989671384125,-173.5694140992797,-82.2377160845435,C,99.83100767837462,-112.82530592340707,64.86209207113806,-7.509204612945464,105.97144757854196,20.821915077914255,1
Other,24,C,150.05383167764947,101.52010184126247,-54.16195858879488,-29.21689646647189,E,2.5309841672482065,44.18945509802801,-14.462806794547674,134.2016672523848,118.7627678108808,-37.05969998558294,0
M,43,D,-91.81503445496416,142.86239969586802,-118.7370674128685,-12.818878103125977,D,122.82311347409906,-85.7988121230693,267.0103317045709,-68.23375719091135,-58.60092469151464,-8.465021536969429,0
Male,63,C,-38.31510713171879,16.25628350760144,-107.18043593019608,-323.62343143463204,E,-65.65935795133436,88.37160096599874,-54.26443152296706,170.7106460114999,-113.0107786042682,104.01289180855412,1
Male,47,C,-22.194681109291437,-28.54614975728209,-63.07587978815633,-124.46118086052007,C,31.08289171352493,158.59574016758935,36.865672804050675,-183.14127793843818,135.35084616199978,82.7979098946758,0
Other,20,B,-0.31048959769081896,82.63143642801938,-42.60424146880295,48.09868056897668,A,-49.38833157034238,-84.48009179127455,-25.197489142139812,40.62751481683808,-77.32963921659194,-126.31455190555836,0
Other,73,C,178.72251642789504,34.402108024707594,-25.214119025137098,26.82208194990072,B,75.81160091085654,102.20404351242254,-1.6425627357619832,-35.32992516636963,-34.77259096046292,-112.55138567026933,0
Female,40,A,144.55469743257066,-67.74409919405198,81.32813805574925,-68.69365478664778,C,18.827157926781773,-64.67817217358485,-4.948553904503062,58.24709693001686,-113.89648130034868,95.49103012172861,0
Non-binary,73,C,-58.06769718546227,79.08591019808225,-29.324007351583862,104.93737921104318,D,59.94673383401273,30.616076953061405,28.00820435441479,-64.78729444157547,-38.66968399619336,211.36214394472574,0
Female,24,E,-100.64155041370849,-105.04866393122731,-99.41688735134258,-30.01117468984579,B,67.84129751374996,46.30980809531398,-173.13901387673204,-134.17347704147784,-25.57514948364038,-71.11989197007853,0
F,28,C,-79.90405020106324,73.97353178468957,-129.96670761734524,-0.6016971337323347,B,144.21559198830107,163.77198829859637,-29.596900697871455,-102.79609826148581,-171.2639847555278,231.52792707349784,1
Non-binary,19,B,-31.925618991917933,107.79210587944965,180.85283851141773,-49.087791070090034,A,-28.416199577251234,45.885325600479895,135.11513279469483,-55.018943996925394,-132.37461562846272,-43.14036127690363,0
M,79,E,70.10088819692719,-146.9361438363219,-125.42861099022447,-13.593483753570403,A,-165.91847359781949,130.613564652675,-11.817510965434398,-177.34433836757447,97.63272277944405,-0.7752043905276171,0
Other,36,D,-253.30506212775597,167.67081791589408,109.4668459798631,3.0296633946263696,A,81.51825753307284,-187.807241226989,266.68546379129117,27.757466165165155,-101.31983282606978,-107.03345780478388,0
Non-binary,67,B,92.71498400645656,-10.17755150230195,33.36627400691543,20.704810556788704,B,76.2779433870211,79.6398619975773,108.25569462859852,50.042937464143314,-129.37247200939515,-19.833478540644037,0
M,42,A,-191.83771532877103,-15.838113134969255,-45.49750734151964,63.207443287801965,B,81.97862703708181,41.20379324861078,51.051579918582924,22.506003918598406,-8.910886698237764,99.66478610905573,0
Male,24,D,249.30618039633242,-229.7484314375658,27.37359957772267,35.50997727756161,A,-44.62975530788437,17.415232745144273,5.0042397123074265,49.610967267811965,-105.36114247432877,80.61175877596014,0
Male,67,E,33.17819546393733,-77.78327423798055,-28.261416575844343,123.23013371324474,E,-210.13742508317873,-63.43420739314993,2.6286082453231456,247.63343207913286,-29.996276790732157,-146.82717663555974,0
Other,74,C,162.380148284601,-44.720123153950894,52.924398777541946,43.082319940502956,B,36.99560950610367,177.5164918529866,28.033861136588367,-28.449583308122296,-32.82239623049827,-9.494416020747346,1
F,20,A,-89.91545940763902,119.4957950890511,-101.36331939352733,101.11233715015186,B,30.305818227063856,-62.149300207864066,-117.76006640165701,-87.26158047923356,-178.0575060541467,-91.66697910648004,0
Male,57,C,141.9174777843771,-101.72495031124275,-127.58780131498513,29.743858602431235,A,2.9789668928652087,-43.663381425796395,10.501032870781376,-136.04669023921844,306.83406915581133,-68.54303885225897,1
Other,79,E,85.53890627404917,-132.78065659891055,45.04737442062676,83.14613195906205,C,53.51051839750408,-18.437478965692453,-98.05707429078853,-128.15318736320972,-42.68101806406161,45.96980386271509,1
Non-binary,61,E,10.765845672879108,-187.62265084889498,118.63407422806283,-16.19732092448285,A,-177.0501685595453,-179.23001886145195,-211.3353795699681,158.41089326095755,12.010833257981709,-116.03696644531554,0
Non-binary,66,E,158.50735644784967,237.9664458296143,40.477214772082554,26.034221794557837,A,15.230571740614382,-16.20737069939696,84.22064485341232,-57.081149577356506,84.12304016374635,48.531770635356565,0
Male,55,E,24.613328803307205,115.16235298292735,-18.676774913197182,-53.279968264389666,C,-79.34671853392226,12.066566796342796,47.45169860555457,-22.20954885038265,25.794830465016922,-80.18764424774564,0
M,35,C,89.44178382732872,174.05922447816204,53.760297420420954,-44.64646277363372,B,-64.51439612948028,130.72013666700764,-80.43848263192106,45.1659936144355,-111.3735057316579,27.515362390317584,0
Male,61,A,15.938291825010205,146.49937295516406,55.59612409965125,38.51810038619297,D,85.7395884374362,251.87348833603136,18.009268535052367,25.931306452611214,-176.0876935147325,48.29752292512822,1
Female,50,C,-50.560396395206716,-226.2719047634602,29.708943384415942,-147.19249304894325,D,146.11182494660272,-119.8273819762075,-81.42121593730893,51.64060234311209,-130.2227304808955,-86.62107369770506,1
Female,29,A,2.37924934811197,-88.34867542657994,69.49185949826648,33.26336557546954,E,-257.7432440643546,-10.48893682945017,-10.10380666732131,-267.03471486538575,-141.38632432743327,-34.40680748791821,1
M,51,E,-5.192060877713843,52.26132544288568,-60.20093138895726,113.02176787466769,A,102.36697856280654,127.02536474382933,-38.11148193263851,175.62995735568566,32.449544344244366,-31.348822236409323,1
