Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Christian,A,D,162.51893937021103,-21.811315138048734,D,104.93471976737237,1.7076522353476369,39.418113414638015,24.456981956999112,49.18709109874189,-19.27984180071838,-45.97408986500895,E,D,0
Jewish,E,D,-50.58079011343594,24.35921975238586,E,-6.095451179435347,-149.65945828042328,19.514748254156792,-180.82431525215137,-20.500118221385417,-150.02718249307796,-169.02947794568098,A,C,1
Muslim,B,C,-164.98161876239828,46.36008236185465,C,313.56671299322744,144.40480404832172,0.6982739541325422,-186.68773865568687,15.33334751914473,198.9760983713871,219.56024410632727,E,C,0
Buddhist,B,A,90.87813581032036,49.37534795672509,C,35.48531637351911,36.65077078537291,96.22662852519048,35.6202650443634,138.58268071975047,51.0663335026449,-17.55936043975221,C,C,0
Buddhist,B,B,174.04784718733114,76.2565189151696,E,54.75040370973867,198.44261666748662,69.29066166886592,-42.89099050971368,-101.61740879204515,-148.32558776704457,76.45364538045331,B,A,0
Muslim,E,C,40.187963326539816,-91.6018491258328,E,-175.03265915823766,75.01545957376466,-52.13706924077216,-103.43593583798956,41.43855158811686,99.08017349335613,88.52773061882058,E,B,1
None,A,B,66.44924787106876,47.68837964914804,B,-52.21018734920694,-122.16375480676574,44.769397793589356,-9.577607451778471,-96.11581562821881,-47.23012228982037,177.58007247393806,A,B,0
Muslim,C,B,210.95579303904236,-8.643954085864667,C,102.61972033293245,-69.32603783047779,84.36795062260835,-88.06795679301713,-27.295142761930187,-16.68860955393825,-10.100548374074632,E,B,0
Other,B,B,87.39308629584491,12.247445876111582,B,19.728032203084858,-199.01232102232913,-15.557547299703911,51.08713699974401,-58.73751301634626,-46.66795038269331,65.31222189478736,B,A,1
Christian,E,D,8.512478227592544,225.43217851037963,D,-109.84726312731668,-88.61554625509596,75.99765788075092,-158.13867847116347,-58.256653324626626,-99.07116679868906,-38.187377182310875,E,D,0
None,B,C,-14.461749752133986,-100.95027383498649,A,-75.37797180156733,51.45449387178187,100.3827261106303,-61.064136591035776,23.347502671168456,-90.19117676502752,107.36412010976099,C,B,0
None,A,D,3.891754699073118,26.661543955536988,B,-150.81609712409792,-45.79657557040275,65.9191967433261,26.803422311064512,-13.298743526642404,114.03456284741083,174.0359514556521,E,C,1
Christian,C,A,-48.00518624374054,-73.63805651756373,D,89.64557222980065,87.95432623457174,-34.768733195510954,161.77953609286644,38.06973888983398,-212.29794826898615,45.993494872716376,A,C,1
Jewish,B,A,52.826047773845055,-203.07845186425033,C,-129.03517830724735,177.36364087868643,-28.08337919132478,-12.232672654625308,45.141904472266006,-110.84136251829553,-29.95480781633936,C,C,1
Hindu,E,B,-145.51827779071155,6.477087742880886,B,-37.59208280572724,-5.871192835564935,25.082333439786797,-225.65345574290424,49.18618987239764,109.57154823579131,26.19550537146847,B,D,0
None,C,C,-101.87548713397676,-138.68451815448205,A,160.65839399920563,-45.108171782399594,32.5960245199208,61.46650766203627,-210.02180929173178,-89.37157378205742,7.400877277035881,C,D,1
Christian,D,D,-141.32932063607782,17.49508324344675,C,54.9263927582184,-17.679406259557283,-22.144323196858554,-99.80301846910582,-5.998183098593016,41.87873666937419,77.29307531512522,C,A,0
Muslim,D,B,-50.424295662630136,-0.9388307492055514,B,63.868789933749724,34.94801485474696,58.41936494012977,127.54827636976039,-50.103436683504974,44.72625505437365,-31.566264004638946,A,B,1
Muslim,E,E,-65.31829866661504,-217.6733168645495,C,94.09981902446435,-171.73984045561826,-123.11325351004727,-211.7873949418908,-31.850131153517452,147.37634984126908,60.95571072819431,B,B,1
Other,D,D,-27.712189321704315,-13.827491618950145,D,-42.715618253857905,65.84779492481326,51.68797660610834,201.0364304184881,5.342275407344565,-131.75630717416175,6.815005909789,D,A,1
None,E,B,76.76703773818868,-79.58536041865212,D,-3.669847130765879,-146.1616294033496,-163.76762409671437,-27.421298578490905,67.06336295392272,22.7007350928471,-64.00223768042342,B,B,1
Jewish,C,C,-180.35127856897097,120.29272578881687,B,-87.31753856269926,39.01331558069313,150.08987511787595,-97.52850159867344,0.26910150839797853,71.57629318814337,40.1227749587383,E,C,1
None,A,C,83.61028000847418,44.806519600356545,B,70.83720084630399,73.14075703494633,-67.92524853200683,35.58461570147334,-48.67038159292833,132.52511240671427,22.413930082868518,A,B,0
Christian,B,A,-216.00805562327844,322.8189030016422,B,48.61430689865143,73.98337217483578,8.650731505000818,-62.490581091280475,-76.05797373493374,-52.66787080041498,66.32863430211891,B,A,0
Muslim,E,D,-17.00027054751128,-17.26722643106245,C,70.36333499572261,134.68215119684558,189.16204511693743,-131.41625827146927,200.90920653546522,115.8086665383014,-142.01968213439557,D,A,1
None,D,E,-19.39835803768663,-143.85144231922254,A,79.93573788144248,127.33033625740973,80.9896221059924,-10.932589251999389,-104.03118709846673,-73.82658709051894,-80.31698078044789,A,E,1
Buddhist,A,C,-194.4129016482599,104.80160972466264,E,-29.536088291036588,-59.7339457724163,-50.28285836706561,-7.0339188376731085,46.90533418499449,-104.40943863715918,-9.428450457606798,A,B,1
Christian,E,D,-34.04259132743419,-1.5719859009246593,A,-15.699521306478664,-49.77924069515479,-34.01168507981482,6.740536695014702,-78.62367695588492,-83.78284782597785,-116.55139429374385,D,D,0
Other,A,D,50.112299700638005,133.37299586249796,A,-115.32317332462239,-3.4999906808352876,-61.38781963300993,0.47380577098101123,-31.760831272202843,-181.2236608435907,-31.66499003979454,E,B,1
Buddhist,E,D,-68.66035097333226,67.17937662813786,D,3.0532146548689845,-80.36566383372627,422.4187662988797,68.07181884558352,62.2312862032424,82.86172974864591,-41.94545837542717,D,A,0
Christian,E,B,-180.69102180471478,-32.696385340970274,A,-192.14328398013032,-66.33438699190451,-35.03886772256982,-108.39300104618684,-44.14886031895241,-114.41440866037738,88.50371426165896,D,B,0
Hindu,C,A,-48.97245045112519,7.948508078124961,A,72.46538171537986,-95.48797931766201,1.87322335533591,76.14361588372581,-105.97641014858017,191.25892435757999,260.1023438817847,A,D,0
Hindu,A,B,231.4339599924776,50.54535572041164,C,-36.36053727015825,-76.20686915821486,-44.450033678466326,-1.9474412545068973,-2.834795752412515,18.23003266725955,-155.48987770557633,B,E,1
Buddhist,E,E,85.30239086916889,-40.28903529294237,E,-90.8027723992787,-7.155100938387338,155.86242524008796,9.83023867138013,85.03237095339429,5.056918535715595,100.98295361364826,B,E,1
Hindu,B,B,-69.83755931444625,-56.211430405547006,A,20.21062532177289,-25.749388352554785,-88.41976361781137,-319.5757255755802,-84.31575045480622,25.276609249477495,-54.454441599103475,D,D,1
Christian,A,C,7.499419919162817,-26.547090148905134,A,33.6100806790517,-7.932073417670961,-26.365563824452465,-112.14195458883822,44.29056972267176,-42.43517288856866,-148.917046155651,B,B,1
Christian,E,E,59.37287569888681,-193.1489343707183,E,-57.41202084466115,14.919862020290708,-87.48474506571344,-86.98934463985096,-46.53272652809189,5.417924525806992,-229.6503380625383,A,C,1
Jewish,B,B,-58.68574445622532,167.71576875724264,E,-85.2425550287901,3.8050611866310895,-87.53838331324091,151.61071361102927,90.91373346570063,54.044877289049694,33.03330662103651,C,C,1
Muslim,E,C,-135.96226262688492,60.09185909235546,E,81.09081424964423,299.478000869105,75.076976615321,-86.10735980052281,-98.0506447777662,94.17082044901719,-64.59361265897432,A,E,0
None,E,A,-25.339378993326694,-29.57495215083633,C,79.2979672527069,-17.768093802881584,-130.17779700028026,-11.755938636964949,116.06161473045714,-96.47027696683871,-80.85161536520872,E,D,0
Other,E,E,16.647427382442118,141.05989539164224,B,-98.80321237103631,-68.62712597128477,26.97236189747446,-148.29427412508923,56.42545411484539,150.22716555076147,-100.56953064024539,B,C,0
Jewish,A,D,-197.02259766265112,52.55824245331178,C,-116.86759187562407,-3.066983321478361,-139.816876603941,77.89223003722626,19.217072549905176,-71.86432225802139,-52.82918042336687,C,B,0
None,E,E,-216.69211865264197,46.20141391870457,D,52.557775655562665,49.22236321363889,-44.4445974778366,-156.2187665211988,-193.7602718705912,152.04122598280446,10.39423428458358,D,D,0
Buddhist,B,B,37.45493114737691,84.5680865622886,A,-115.43914168279315,-159.47265447804665,2.9125414194097066,122.02218180022733,-86.65701267921561,-3.4534783028180307,97.99698146018909,D,C,1
Muslim,B,B,131.16007779293227,46.94545260721418,B,-43.508837027305105,-72.34849502032414,71.15039817078085,-107.61325306688485,-333.7820011114972,25.078580644236958,54.16311066255711,D,A,0
Muslim,D,E,24.795146956839027,-102.7735845339235,C,140.18147651338288,-151.6355560183908,-187.04808282535433,-65.0701126530916,-77.50928563830122,170.54648463397638,-27.005779275602187,D,B,1
Other,D,E,-66.95981837657303,-159.696777372037,E,208.98289530295662,80.76976022152729,5.693871096163177,-29.193088514994198,-57.236058236416355,281.4788140573117,-15.08081246242757,A,E,1
Other,D,A,-2.9255501365443353,55.64801857914388,E,-21.79186058886515,-8.742494699033568,-63.910968377768796,112.05677148566575,46.703849132728934,-115.22216411269943,33.766865941726664,A,A,1
Hindu,C,D,51.92406816359452,43.919306281311904,D,-164.6416029519055,74.99314110312909,11.588774436793521,189.42449993299417,-64.41082307932612,-69.19323856147943,-183.12363419361205,E,D,1
Hindu,C,B,14.933084473333027,115.7900559708589,D,58.49827014768365,-155.0257416414595,52.13838413383799,32.33297129938405,-22.2006493037246,149.00607637427345,-174.4223789530592,A,D,0
None,E,D,-79.26516878130823,-121.87825144701475,A,-25.88297548406999,131.76155012889265,-117.28033403083403,-61.593015167232636,-120.89515586673285,166.62386854725543,-148.41914098376384,B,D,0
Jewish,A,E,98.80668932754615,-95.64829597859664,B,-58.05645960499856,6.881766173692339,11.502954950376596,177.4143992154287,-154.1525994552492,-166.87702959799518,-40.55389132709495,E,A,0
Hindu,B,A,-49.58704551308893,-86.28124016771265,C,31.56389281046129,57.009513523663934,32.442042214569206,50.17273111798559,-198.66135186816717,23.720641101944643,-127.88295904533591,A,C,1
Buddhist,C,E,-79.27034441799547,8.311127380226216,A,-64.53188031024669,61.26542059702621,64.58687623832837,77.58640203174542,-12.478019545891845,17.463443169138664,-27.183166739489163,D,E,0
Muslim,D,C,-47.9414447461975,122.7496179650946,A,-14.299808933706535,-133.92810174002523,48.337138055671375,94.7190949594425,-72.74405454923846,-94.27332889903225,-40.919138505640575,E,B,0
Muslim,A,E,6.484874704484636,63.333012269723646,A,-82.06829969514212,-20.339067448430608,10.695527118298992,10.829039924716097,-13.0341903562091,-23.636243492708132,29.64524411060841,B,B,0
Buddhist,B,B,-260.36773292830327,-7.807408006051123,E,40.8121973500506,32.67071483459916,155.9909323703888,-135.29910837824917,-214.7432015545533,-34.01832393133281,92.42526101810715,A,D,0
None,A,D,-94.45431323406522,101.5115208721169,E,46.78400049503926,89.56598808167087,-121.53827355091397,79.79513651797824,95.9595870382061,-43.62458248582252,-57.147211307244504,D,B,1
Jewish,A,C,30.469557308517857,-51.95411697942871,C,-57.27257818395783,49.090093266193556,4.809068295432048,-143.28502681132974,41.37629417459118,181.19830972026682,-9.819256869009713,B,A,0
Jewish,A,E,21.62160270910187,104.74413047741832,A,64.01534618083369,9.641610225827186,-58.8596539467096,2.7853952374671125,60.298684154387914,-175.60565623712415,134.46021819114455,A,B,1
Other,E,A,74.66418407945457,181.69227104961934,D,44.030061939246075,-3.0717636193018563,-64.80990533092465,-334.00382437421985,-6.974109638272492,201.55819876198868,191.9766844424063,A,A,0
Other,D,A,164.96281777975375,-71.9006634058959,C,145.29835664786597,26.172110911551584,55.66581435380825,-63.746301654118845,82.5761319950764,102.59192490638502,-109.95296453744135,C,C,1
Hindu,E,E,3.158818227131162,-13.816272867374876,C,-119.2905907349668,7.092977730912621,42.45298802239234,77.49375064973802,-101.82020777139567,132.37098403918108,-134.6877781361453,D,E,1
Hindu,A,E,44.591080111738194,-139.82380262119452,E,-121.16469619102588,-75.294533616806,-142.24312050850617,152.22016944223145,221.72045376419672,4.678135960263289,75.9520939533215,A,B,0
None,B,B,60.64472457709957,-157.76796785211346,D,-54.606373134763764,1.545412068422885,-38.42868527410292,155.16735286691795,-191.38285532767094,-39.58299732450194,0.6250622268918782,A,D,0
Buddhist,E,C,6.209614038459851,-116.16757613651404,A,-113.69446186873145,69.18700294993998,-135.11676316733266,59.78444217769383,-24.877547258309672,115.46613536578501,-21.687888975539742,C,A,1
Muslim,C,B,-129.37497556389175,28.396345374573308,A,-102.08505576659289,48.19115893002436,89.40421280354565,-71.24859897218724,224.48437832550212,64.18417662565032,-24.14412575843019,D,E,0
Other,D,D,-26.9811210540229,-31.630334626895834,A,213.74537455037307,-117.20439874346175,8.189596901751576,8.002585657009748,37.04654950279391,-54.68479802756342,16.34758740939059,D,C,1
Other,C,A,51.81166919407616,70.84819680346374,E,-213.52540242005372,-45.238452278021285,72.67083256785503,-107.7192715882311,-119.61395863411319,3.690082028580742,154.9108191200408,B,A,1
Buddhist,B,E,14.334906006337505,-14.27733684641801,B,-46.54863990789359,146.7609237571512,-3.6946977409523676,-129.47909292319437,-64.37134918338052,-125.447561703464,-81.59278605812187,B,C,1
Buddhist,A,D,-130.57691518005296,58.17583119270003,C,117.25115164728659,-109.83131643314621,-109.87592054996355,46.68697267185423,-57.58154749396013,-10.870392482100259,14.640486722908449,A,C,0
None,B,E,-25.854709168247503,76.55837464577672,E,-66.75044732638759,-89.39004077717178,-41.35483835665848,-141.07563899552633,-158.76183259182872,-2.1683761066742258,-53.22372616954317,B,E,1
Other,E,B,237.99103074517527,-182.73770650642606,C,-3.4457012617460334,12.63511495364225,116.60694243811885,-124.73902900529875,-93.93814878025613,-3.515420560863485,-191.4020978286101,B,C,1
None,D,E,-5.442609885513844,-123.49946567116963,A,-25.686964263105434,-90.61126077475103,-33.62671583860003,34.92460371108031,-15.155760820777498,66.83611366271892,97.95674167515963,C,C,1
None,C,D,74.34296955404051,46.98222051474043,C,56.36806324018947,-140.93608511539978,72.36285217846844,-105.85954381483845,64.99314828921776,-80.70063078282908,56.86312772340567,E,A,1
Hindu,B,D,-171.92877732398676,-6.653221174604653,A,-25.988988858624364,-79.07304958051114,-27.967037628895387,-2.3665331099291467,-44.52271890508809,4.744851377558583,202.3810626204781,A,E,0
Buddhist,D,C,86.14228094453345,-1.67301417938273,D,116.5498382586506,144.42885086813823,128.9560391417589,-105.9499702111678,69.6176691428762,-31.053811793136816,67.29269555892068,E,E,0
Other,A,E,-26.883916126914325,28.25853268244921,C,-57.7013791821432,-95.03143694842697,79.40551865290718,-133.20041038672852,24.979299540593818,40.013087892185325,-9.373096622635067,E,B,0
Jewish,C,B,20.802310559766845,37.58519871616787,D,74.58344577468756,37.659230291763976,-70.366723828562,-66.19393634262893,-1.978983684771021,154.57288828367987,-36.014972228318534,D,D,0
None,B,B,15.561414695119414,49.231630634012454,C,2.733314472022667,15.375189404219537,40.585796116691895,27.26396118027754,-84.76737760853884,80.14231909247819,-101.10956825119426,D,A,1
Other,C,D,125.16224633942024,-94.65451717687219,D,28.067477328215663,-60.95866836666178,-139.79763412563622,205.7021990342263,-142.911803078189,-152.31884419104216,-29.109348965887943,D,E,0
Buddhist,C,D,-24.08254768218748,78.62320093929402,A,182.96306537701625,32.790260409281814,-8.273047127849765,-0.9663671003239893,22.579151024929704,-71.37455084058915,54.17423858847099,B,E,0
Christian,C,A,102.0594275665843,90.52263420887353,C,26.904014098191436,-1.0506664640428653,-131.75138233598278,6.711501827321323,-6.6850453417497055,-98.61712335309628,-109.48172294838072,E,A,1
None,C,C,43.481152690989205,79.98496350980389,A,-6.366601976092879,-58.99692836657968,38.328254047842556,29.901590932010937,77.24892859397559,-178.25174562689585,23.341612600317617,B,A,0
Other,E,D,28.059499460370713,140.25556803780782,D,-0.8026486466777982,9.896753317971573,-26.113888108389855,11.979866984240797,3.155612820705892,-226.84114219039012,-39.23717757769204,A,E,0
Jewish,B,B,171.03534362068422,-16.43908837609889,E,143.07578751688993,186.42554466644987,105.82930269258061,46.217969094121436,104.66416679430301,21.57835731144794,49.38765261614384,B,B,0
None,B,D,80.12164405019465,-175.70214764713086,D,-30.813262738758862,188.19317042506685,-82.7518253351123,-30.383294191752398,-156.47740300080406,-124.05345873048846,-10.414097546986003,D,E,0
Other,D,B,-98.8053198291063,82.91017156014125,A,5.217718359494397,133.54227663817147,19.357735027651945,-42.95627098017504,124.77773436056827,170.44465278310156,27.414183613288728,A,B,1
Hindu,D,E,-10.634307218421696,19.7326858487957,A,-2.2024035578574312,113.04247302030848,-80.53116997277579,-61.894415310160724,-37.11618967228476,-120.25302757415098,109.71233150315342,B,E,1
Buddhist,D,B,75.17240609229006,0.2558262236601184,D,-140.26876665430274,77.4458587647519,50.82199065134859,-237.5876532384441,45.42027235680332,-185.22137652765934,143.1519837653749,E,E,1
Hindu,A,C,-16.349169832387272,182.56725677217554,B,-134.98395838334503,-15.263591375100486,-174.49841390791642,-38.1722261100838,-30.622740039036263,8.880251382578063,91.6525487698706,E,A,1
Jewish,E,B,17.611161030740902,-175.21282691807173,E,55.87708212811121,61.61146226121571,-153.10508509554072,64.17522131097903,73.26637868643256,-72.55060782772094,-38.03706842200854,A,C,1
Hindu,D,B,-2.2369771938145826,-21.787812381126432,B,78.47471334828371,-49.14759519249892,-60.570947502566185,35.89814608359943,-11.562853073816335,-8.966788290765273,144.14305428434832,B,E,0
Muslim,A,D,13.121033906336038,61.426345816343684,D,8.808377919871456,-57.312862968999,-0.12064531536804944,95.31462657466822,-5.435240861720613,71.68095688599581,-65.9828648109322,B,C,0
Muslim,C,E,58.38219304527451,58.41534609217087,A,-28.080117424987673,-68.45073160889132,68.04699881336907,85.0028086569093,-10.584415201445625,-87.51956057770346,35.81923944420055,C,B,1
Christian,C,B,16.377381405458475,-234.64187964466544,C,-73.03146350310608,6.503607977273827,-132.02107388098693,-41.113401578734035,192.58192093370724,-157.52757018639386,82.89924462059788,D,D,0
Other,E,D,-135.25118069814476,-4.397033364148095,E,34.96485734133527,199.22523915374654,6.377405640339101,-279.74659212776214,-111.71998691880214,17.349760498706978,-102.62349789459671,B,E,0
Christian,B,B,-50.144528854283635,-97.23216569322028,A,-88.44440139532546,31.991593077534198,41.57957358607294,50.75403033838648,-19.18888784163237,21.586852185966066,-19.195607352788173,C,A,0
Other,E,D,-23.547877887077597,-135.665165603477,D,106.5654463289905,-102.7740402771339,64.599964801457,-28.207567707060242,-13.761619548917976,44.709428178029235,-45.18144481163454,D,C,1
Muslim,B,B,-47.28530724057778,182.41307742495252,E,-52.88268912939474,-37.856658244162574,-8.215514675462067,-79.32601033197567,-5.122401252362282,-50.25910744625798,31.290330115638803,E,C,0
Hindu,C,A,-95.5389139437045,199.61809625309778,A,-2.282014070016718,75.37982422347048,65.31702850107122,-195.9418202321344,-36.99395455150531,108.57110319973442,140.07434047910482,A,B,1
None,A,E,72.77737007438658,-271.32738071740533,D,-135.6013200666476,-240.88919152256128,-149.39068024634915,103.23392472797322,-211.96859363692587,49.83553684278861,-21.279958598240324,D,C,1
Jewish,D,A,-85.18607471545567,-141.3277866690484,C,35.53677897155602,162.48461153990132,-72.42288142593391,113.06669088948489,113.95218945996932,70.99039789717963,97.90135263558628,E,A,0
Jewish,D,A,-6.871670493693083,-7.0384207469528475,A,40.76422953474695,38.06624464241449,-28.83202355920598,100.11750806334211,8.035844201324027,-6.875492608632375,15.77757085281116,E,C,1
Muslim,B,A,-134.84059050130338,104.67983414518882,A,21.702139965389144,127.55828611934761,51.731197875922476,-33.342101000622414,-130.3211952238354,-58.66094740407826,-110.59733935909235,D,B,0
Other,D,E,0.9459837927844633,36.689455293681114,A,-76.04992134053384,-23.328723792714285,-18.20541898234932,3.877091167276858,-65.33901033607059,-9.064539056647302,-75.5261350979065,E,A,1
Jewish,C,D,-23.660766340422917,-120.38675428742636,E,-30.127273131057702,85.4321522464549,-133.14043909371725,3.8351538162353838,-127.29876075665301,109.0426991359578,232.74836572560193,E,D,1
Hindu,E,B,71.13426294683809,74.59456505524604,A,-84.41164458259568,-137.82870949233165,24.45611159680147,29.032260804508002,-21.754758147186447,-32.36218157218522,-19.74039853321362,E,D,1
