married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Widowed,139.16801423841386,A,B,A,D,E,A,57.95704452953665,E,25.53390484035529,-95.45497176433409,C,B,-136.33346995508674,85.10302357578881,-29.48710828541778,1
Single,23.761476866547536,D,E,B,B,B,C,130.4964232641896,A,118.07975744996833,31.829542734068443,E,B,108.21524992800471,235.0264349221903,-21.387566310253415,1
Married,-66.71504579917298,A,A,E,E,B,C,-130.18068394118373,C,-37.62372324875592,33.13563628682206,C,C,-32.82891013220033,1.1224703416354485,-37.70161095238505,1
Single,-1.3205999650919447,D,D,A,A,B,B,-25.931445359395205,C,-4.500609435390553,-16.54971818678176,B,C,-144.404091908458,38.71860704746916,-92.19769137881703,1
Single,48.438618530916635,D,C,A,B,A,D,-48.59587713624537,D,111.22145869112794,-102.24023023360706,E,C,-47.16867436951715,203.27209376974497,2.902448478322164,0
Widowed,32.88341360572956,D,D,D,E,B,B,-106.38695324327993,A,-34.2747785409624,-92.79522642136742,C,A,116.51123694810472,-81.43964638821174,23.79474555622775,1
Divorced,71.37456648720247,E,B,D,B,C,C,23.529254063922707,D,-250.18633740557226,-141.9773337286445,D,E,102.54964332135165,-62.39435269459518,60.30325210213583,0
Married,12.845223625762442,E,B,E,D,C,C,-89.46492947498449,D,89.99888536725034,-76.66390493837628,A,E,-164.51220777649294,2.943979822708529,91.66738675829188,1
Single,-199.1215201786011,E,B,E,D,C,D,-65.71287787596133,A,47.348414958060395,-74.50310848031808,E,B,-28.23580337932049,188.79127635515684,-37.683704936607526,1
Widowed,-6.259784381550032,E,C,D,D,A,A,-73.97820880283706,B,59.57422271729202,92.67574987847964,A,A,-66.05168928400974,5.9844953164486165,-6.692965835659133,1
Widowed,37.68442458411454,C,B,B,E,C,B,-159.68956894639516,A,208.7224064848061,-61.49680121487508,D,C,-62.412139941348,-57.528228862316396,-27.702411221769594,0
Widowed,-56.20717974181149,A,B,C,D,B,B,85.68016622127004,C,-128.9576627890556,71.29829683437931,E,D,-120.69585591338834,31.84687165526074,-27.04120155896082,0
Single,68.68632494438212,A,B,E,D,C,A,-70.18639792144297,B,83.65147535202348,-1.165474275959977,A,A,-154.748692829997,111.12522261645053,141.9360014520746,1
Widowed,-139.53549371819102,A,C,D,B,A,A,-44.18806025260732,B,-55.74015408192403,-163.53706459679267,E,A,-36.34175432621249,-151.98987684592495,24.535771888594617,0
Widowed,154.53812023527428,A,A,E,B,D,E,-132.7246742571569,A,-137.4705636034276,-40.8600988716635,C,E,9.724168306400086,209.4419414971582,88.80682098916502,0
Widowed,-108.33421976470837,E,D,E,A,D,E,89.69084365773939,A,-60.92991150194186,-190.17559384763553,E,C,-152.60910466475917,-47.5224802715382,-30.27982659560282,0
Single,-152.12297950293288,C,E,A,B,A,A,-196.95752017170767,A,20.751364007463366,37.239219280655696,B,B,-30.914536679044037,-126.14715350334566,-258.23760198867643,0
Single,-125.00251093021679,C,C,C,C,B,B,111.70160206312943,A,49.167388658160235,-96.05736053190931,E,C,32.20114414107967,-70.45894649045994,-132.19062723022006,1
Divorced,123.40726304919036,A,B,C,D,E,E,-205.49891985114343,C,159.06751475296772,-4.293839598076186,C,A,-104.30341751948504,34.462447368591526,136.70078980619277,0
Single,-107.79904992439546,B,C,A,E,C,E,-82.90633764929709,D,46.55328601379616,94.60919302073192,D,C,86.66577839854432,81.773812510969,28.597669128313047,0
Married,34.96106449452416,E,C,A,B,E,D,50.423135769409924,B,114.89797102881067,37.91104363651541,B,C,-70.31296097936378,19.258841671808057,-168.6767560215501,1
Single,8.032691148586938,B,E,B,D,D,C,84.37711813451028,B,-158.20252972583657,-100.11426283490619,B,B,64.16405988206317,-36.3643996097032,-127.14564681040731,0
Single,-9.176889084533949,D,A,B,D,E,D,84.98618805943735,D,-193.9586182014166,-6.024646464645253,E,C,54.289474684704345,-71.11683056163605,8.238621241394284,1
Widowed,-119.09851958345561,E,E,A,D,E,A,-6.598702797760199,B,6.6397116680975765,-114.73375928264385,D,B,-25.33272434333688,-21.022028646726785,-40.01854487188297,1
Divorced,-15.73873110823056,D,B,B,E,C,A,-194.97885082893674,C,90.83416995817174,42.949798247345456,A,B,25.45590037278307,47.57301846513673,105.80190327248377,0
Divorced,66.7409357564242,D,D,D,E,E,B,145.19331052852678,E,-194.6286897253252,-204.41423241944386,C,E,102.68188236077674,-208.25007423824306,77.65855531616998,1
Widowed,-244.60058339697036,A,C,C,C,B,D,39.36103511387338,C,-43.80043169550892,54.502652167123976,D,D,75.57906397567244,86.60119971927979,88.53692646573975,1
Divorced,-83.39601603143412,E,E,B,C,B,A,143.2301435931003,E,119.71690094959413,71.36657471745659,E,E,-116.98082944431185,-148.40353391205193,-51.11202643323798,1
Single,32.08975609467136,D,E,B,E,B,C,-35.925754984991414,A,-189.68483852270953,104.77865726965447,B,B,17.253689017247904,89.69489364630098,-105.90409272201543,1
Married,44.743486391875514,E,E,E,C,B,E,-130.86848587139568,A,-152.50914054273971,27.406453653958618,E,E,13.31834466533279,-4.902412037372151,102.43993624317864,1
Widowed,97.87517223402045,D,A,C,E,A,D,110.71175041077016,C,-102.23993105091465,8.82990565642803,C,B,122.13716668603433,86.46811800469932,51.78537156453128,1
Married,-73.59955559021843,B,B,C,C,A,E,-17.460368038338157,E,95.46448237197748,61.97125477572752,D,A,72.18757030759271,138.47888875497932,-84.87561542390797,0
Single,-143.11528186128413,E,B,A,E,E,B,-37.94753782014382,D,-121.09352049168398,-137.2347334683386,B,E,-86.41057697958783,57.651450668168,-22.713682258850532,1
Married,-1.627536909729824,E,E,C,B,E,D,155.48770198713052,A,-0.8512433567966721,-37.81257490975072,A,B,100.03498696648983,-177.01840293922038,62.67487698886025,0
Divorced,-115.2180625389858,E,C,A,A,C,C,-118.55907558841497,E,31.730817998428616,84.32672100956077,A,E,-52.34585926560156,-66.74214808027439,-108.13364296623125,0
Single,14.10602319472777,B,C,B,D,C,A,102.13851078106508,E,18.119376316223683,-100.60314161287982,C,D,141.4452561404376,179.5500095475892,-52.17673498496678,0
Divorced,-18.57415727940307,E,B,A,B,E,D,-139.32529143058764,C,-28.26853237185748,35.33772605622374,C,D,-106.05209368604575,124.11546800707987,93.0607073225102,1
Married,143.42881211332121,D,A,D,E,E,C,-82.26231653834756,C,-127.64252077692095,-51.10580239065408,A,D,-45.27890477553664,-29.483855311746915,87.06682981963083,0
Married,-45.256919260097035,B,E,B,A,C,E,19.798206422811482,B,-3.4966218530710287,54.168487527334484,E,B,-72.55074761594183,93.25334548604631,52.94184131094942,1
Widowed,-83.71717381662384,D,A,B,C,A,B,78.14318107188075,C,165.04485358239214,-126.96180262158472,A,E,-127.33848038471982,-132.47727874967185,32.29023169105005,0
Divorced,70.67655332089285,C,D,A,B,D,C,88.84439711366792,A,49.92295903948814,75.13732242913727,A,B,22.850664003710712,86.35446767049953,24.071970188428832,1
Divorced,28.53891250830768,B,B,E,D,B,D,-28.256895956233823,A,3.503550055752925,127.56284189664768,C,D,-82.78956145867902,-131.1625583986382,114.42517724723783,0
Widowed,96.98484260128129,B,E,D,B,C,E,59.35172747342954,B,-185.84210477857752,130.4942833925323,E,A,31.61753609342911,32.28033263758215,-56.030064202440464,1
Divorced,-12.586764128792094,E,A,A,D,C,C,45.27594381170728,D,28.46547130507464,64.40251359760171,D,D,-144.77970701563802,-184.23074936930243,-30.1070727421775,1
Married,71.45164776560867,C,C,C,B,B,A,-186.91615746543337,D,-21.274599286649316,41.72216860392785,B,D,-69.6641961359944,-115.19498032829117,-69.66852676649194,0
Widowed,-60.73126698942338,D,B,B,C,E,B,-11.776018844107222,A,57.50852184856367,-9.950792503051101,E,D,-103.6093965346591,-25.204157876068695,84.12834603880394,1
Married,-14.972311184862663,C,D,C,C,C,A,10.611288589773629,B,-82.72090377609486,27.6436752478173,D,A,228.21250972708924,38.65695513071646,22.72108619242081,1
Widowed,98.5736312498763,C,A,B,A,B,B,24.74089256405179,B,-41.86273371317794,-94.98769699448279,D,A,-141.3656593236665,-81.38928682932345,122.91165481998763,0
Divorced,-70.50935599923642,C,E,D,B,D,C,142.6740124702905,C,-127.11798854230794,-31.917194056436347,A,A,50.14377427949086,8.427627804720728,-174.74446883821847,0
Widowed,88.19117488960097,A,A,D,D,B,C,-103.7096362413636,C,-41.16420993507555,-62.30186502148724,C,A,9.213371362603505,-55.5364889086221,-20.618610173869744,1
Single,-90.31392989984309,A,E,E,E,B,E,-157.15274824734487,A,-55.90896866883542,81.8374327858227,E,D,-90.48392722115757,-125.33712800025567,199.56605648891914,1
Divorced,86.65915726414862,D,D,B,A,A,D,-9.148368299563561,A,32.39493357696694,-78.76523305496754,D,A,-179.4934656950508,121.9671723963456,-122.59883975233754,1
Single,-39.24821057771236,B,A,D,E,E,B,60.19311387844291,E,183.95360338134594,182.6813121718824,E,C,-11.242477332046663,-102.90783977393917,78.66154700205924,0
Married,10.203959533456628,C,C,C,D,E,A,240.5265662940818,A,59.74703270278301,-41.782103564505064,A,E,-125.82763370558645,90.43608520461714,-46.64314743902583,0
Divorced,255.26914158432118,B,D,E,E,A,B,1.2524825979014782,E,102.89631788738085,150.686324459556,C,C,-83.02658062018573,168.9903330872023,89.12136920679592,0
Divorced,100.2991571401826,C,D,B,B,B,C,-84.59386572745589,D,-34.75774052948582,60.50234036623009,A,A,167.04102788501825,105.82621896660724,84.3425997905551,1
Single,-107.32774585571782,E,D,D,B,E,A,-182.71687224770017,A,-54.73531795684975,122.3774712743767,D,C,-224.6363324182567,202.8035364869902,38.4691022709624,1
Married,72.07129513752334,C,E,E,E,A,C,-6.089183540725621,B,-127.95489620442955,-173.8219130266428,B,E,100.34505604024046,-40.007311504811206,-56.890968967578594,1
Married,94.68893343101755,A,B,C,C,B,D,0.6292415234409783,B,56.678326521008124,-86.43048144943553,D,D,-6.864395730553883,-132.36002826629573,-24.59429316133438,1
Married,105.13331380232802,B,D,A,A,B,E,-58.53571526538555,E,3.763007935924187,-148.9700681001978,D,A,119.53149947596818,6.723471709286952,134.94159886626505,0
Widowed,-28.0418610453806,B,E,E,A,E,A,-151.25049371875923,B,19.020768443309855,-188.05715310523073,E,A,-81.30245273473729,43.5621407226214,215.76125217244586,0
Widowed,165.77817794590334,A,C,A,B,D,B,79.26217252682021,A,-65.62496625409808,61.39870807224177,C,D,67.46217809356465,-188.47039532953994,-127.16982639686225,1
Divorced,86.65591292828186,E,E,E,A,C,C,-61.607577877157716,E,162.61961812814326,-190.4610504315816,D,D,-38.81437746428197,-148.0612325427347,118.75687627781741,0
Married,-128.961109792939,A,B,E,B,A,E,-8.9170827056851,C,-315.3825283302892,-190.74934237298933,D,B,199.6034625277659,73.27158490132035,-30.725541821428088,0
Divorced,0.4622346798647723,D,A,B,C,C,A,143.23561586251634,B,33.06395403747866,-29.88159000891531,B,B,116.45485179962729,202.04001792981177,41.462386226169144,1
Married,73.04600808204239,B,E,D,C,A,A,35.43051918364283,A,140.529737063535,132.07136402179876,B,C,-87.68900201100138,-180.18911103444987,4.420683039805339,1
Single,-21.735056756523008,E,B,D,A,A,D,-13.640381146352395,E,-106.32300715490663,-76.04060610957337,B,D,111.42087703973272,262.6561263271833,145.9489544000675,1
Widowed,128.42102804831435,C,E,B,E,B,A,-22.259264964986123,E,150.90906597474523,-98.27631646690946,A,D,-140.48125227201677,-34.06506333272695,-32.18569413935923,0
Married,-148.08961937380965,B,E,E,A,E,E,75.14112973763386,A,-92.03214515798449,26.953403663123172,E,A,-61.679354950796714,-10.33202336059255,8.96305618719495,0
Divorced,-23.55665127568048,B,A,C,B,B,D,2.355118324217589,A,140.98979917927645,103.5082763864934,D,B,-109.63820687163116,98.49451716629586,-48.610081029885436,1
Single,-126.1534667213853,D,E,D,E,D,B,55.14646004873607,C,184.6850957053021,50.35999233636199,C,A,228.65816704650322,24.370514112015446,-66.10657732309944,1
Single,118.129373786801,E,A,C,B,B,E,60.80491055218049,B,44.676624398976074,55.2297189887548,C,B,55.16038054197423,-147.31584597162157,85.57389384878829,1
Single,-63.379210652701914,D,A,A,E,E,C,85.0756622586579,B,85.54947247187398,-198.68617643723186,A,B,77.97022861879063,15.757545198424875,181.16511814260602,1
Widowed,1.5483401064646252,D,A,B,D,E,E,85.71548984581503,B,-77.23584302525083,107.41730421388735,D,D,-96.06370435169774,-139.60610998750778,134.00866182678683,1
Widowed,110.45517915326144,C,D,E,A,B,A,60.24487800571124,A,148.33169107108012,-121.63412378926503,D,A,-92.88598238767565,39.30650840419814,-51.848989084859056,1
Married,-87.73274907957274,B,A,D,C,C,C,0.8071276851267903,B,-76.84049845657658,-65.68229860195048,D,B,-3.950744562194769,129.23621366785287,0.10979061900582483,0
Single,-68.42062686310311,B,B,D,B,E,C,106.27532928789194,B,288.89294435615614,32.34746414683228,D,A,-6.8463371603515535,-76.1242531838966,-27.281568198399338,1
Divorced,57.72052313072612,B,E,D,D,E,C,-109.0019116157925,E,189.39144956734583,-63.567170932898165,D,B,-187.48940936604498,61.891381806402514,116.04437174642143,0
Single,156.73368934475278,B,D,C,C,B,E,51.6221449309597,E,-44.73140393721304,-43.12084973686092,D,B,11.56210946760951,124.95098685887022,-69.93128203434105,0
Single,94.9704010016067,B,D,B,C,A,B,-54.93617617704509,E,-144.4435626694271,-85.47622104695984,D,C,-17.712162555040702,46.63398806430651,47.33458880892552,0
Divorced,-194.0756483487433,B,D,C,D,C,C,-42.53716429604132,D,17.86791015145044,-38.21461428319236,E,C,19.171531828772796,14.884165167040331,74.77071791480778,1
Single,76.4758425066247,B,B,D,C,D,E,-175.59377633829806,D,-50.33927287488494,55.85099414846953,D,D,169.06366596662258,-13.743325191999107,-135.4691389342779,1
Married,-1.1359631240638994,E,A,C,C,C,A,-19.629972323983395,B,77.91330897153178,-53.674466245484176,D,B,-16.46386422935273,-37.72134281194083,-65.52886684663267,0
Divorced,-80.63396126129744,E,D,C,D,A,E,115.4848807654736,E,-35.121828434046556,53.30034824059142,B,A,53.62593084068834,-36.64443860719508,17.53797318034056,0
Widowed,-4.421099216478844,A,B,C,D,E,B,23.635265251797826,E,-58.140297271179385,-30.289906918155356,C,D,-5.311085672887455,-86.53992753918793,136.571940663048,0
Widowed,-31.38772481756981,D,E,B,A,C,B,-74.24280053698732,E,28.580002019603047,-172.8475990061417,C,D,159.94599738156634,81.22622527534217,-178.13355415732877,0
Widowed,-25.79120430488404,E,E,D,C,A,E,-227.26544064072004,E,-183.78190860736615,-97.52690209322404,D,A,54.166611789962005,34.68863653658729,-1.6302152409289468,0
Married,45.17674615561682,C,C,B,C,D,C,60.41359018992668,E,-7.706458445532364,-20.113729701035435,A,A,73.49083934213793,-27.159346701293035,-53.852233414105235,0
Married,64.57069193465396,D,E,C,C,B,A,-24.835369657447433,C,23.268328843346772,-78.62355683176924,D,D,203.29292757079963,-142.4580045357285,57.99072214595227,0
