Veteran,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Non-Veteran,Other,177.3747438712023,A,-5.576820768235959,27.484990858181025,13.345666132734765,28.0674161378894,171.63479089144903,-7.853835632728094,1
Non-Veteran,Heterosexual,51.14701766822132,B,-194.98189813416766,18.10917026455291,56.09696860082399,-32.236226077973626,-53.35325208682305,106.20364699684137,0
Yes,Bisexual,-111.30272406422266,A,64.02044557022319,-126.85601025202529,-63.5215301152587,-7.9426518538287025,-90.94263531576,-102.92012625743092,0
Non-Veteran,Homosexual,0.2276122532237622,D,77.72474766898229,-79.61145890322273,13.081392217167656,109.23744041284019,-39.97664031471177,109.51900649447384,1
No,Bisexual,-12.01985915904066,A,-106.99646890506371,-83.7405847999818,118.93021648062505,131.7006250298004,-203.8061247282639,221.43842469894386,1
Yes,Heterosexual,153.65079209966382,B,15.171566823944527,83.04311952754762,149.8445595417127,193.75384191557941,51.43411848845646,-204.27230257603804,1
Veteran,Other,-257.9228460769968,E,103.3727403953195,59.734553854679795,1.7107452537528396,54.906690998344295,144.45159255184126,32.834054827273754,0
Yes,Bisexual,-32.73059750254619,C,26.452136319384927,-172.09209905374905,47.18634576444843,-51.510695614175006,204.9688978355559,-109.28773363211965,0
No,Bisexual,48.38905502267558,C,5.277851788502346,104.4307761616124,36.60130826333325,14.854084993363806,129.62638457654305,164.91694518394928,1
Yes,Other,-75.75006775521659,D,149.13397139799068,10.176962759055733,12.767452338219677,158.46499016622997,-90.7355050681859,-99.7264209669585,0
No,Heterosexual,32.33285415831846,B,8.624185830900084,111.378217518985,32.86822393277969,-85.78067236063514,27.39230033243964,-76.56031796641342,0
Non-Veteran,Bisexual,-172.08699150938352,B,84.10100032523907,-14.812239956811405,37.87882235596607,-27.117308407035768,10.050463078315278,142.5667170703473,1
Non-Veteran,Bisexual,-37.38732949450726,B,-5.618580758724582,105.24941282459316,-14.69398846760041,84.96327278442149,-139.90532132547423,85.61341726547134,1
No,Homosexual,30.931792414348138,C,91.5265767460483,94.74928987815477,135.63606523424662,-84.34353252625422,75.90023191284942,206.02862252094414,0
Non-Veteran,Bisexual,-13.218872305415536,A,117.25395933271146,206.2599366267474,103.13822591334898,23.733869679328365,100.35030984871977,-60.276578438420714,0
Non-Veteran,Homosexual,36.833116246748006,A,34.35824542835207,67.56313410429043,302.76212454202573,21.540045948981938,-57.45617998792446,114.89640167853044,0
Yes,Homosexual,47.25503201770539,E,-41.20454900161024,-6.047771796651007,128.39374970972233,12.78205435550189,141.1195155866341,-84.79920784904965,1
No,Bisexual,-221.74189084081962,E,151.45886882723042,-69.90707569045472,139.41972662132812,13.545966706089077,35.89229683080537,-69.70762834269388,1
No,Heterosexual,10.504464972306218,E,-18.2631211088533,-79.4268749618398,-83.01191237077572,-4.421853573834015,-2.9157725761141498,140.25345518744007,0
Veteran,Other,19.166118053445473,B,-101.555782486607,-39.061177742296685,180.84527562374672,-97.98746526025546,-211.12141207709217,-15.120386322899753,0
Non-Veteran,Bisexual,-138.87919083643573,B,-86.11799068189187,-122.6823031000458,-102.55602409978832,-123.36230143064381,138.558913385037,-334.05411568140784,0
Non-Veteran,Heterosexual,85.00409386379073,B,75.60052012302603,63.87899602959893,-126.4104394754836,5.302468815211618,-112.7294198974547,0.35792346734450475,0
No,Bisexual,106.13451497121362,D,-109.48881294995645,-24.870204126707215,120.03158465759086,224.25523615597692,-22.41293146689024,94.86894797584623,1
Veteran,Heterosexual,26.896134751488393,B,53.985247049174454,-121.4177313135124,-22.443634693689894,94.33557579275067,162.45609431588665,81.97824404261938,0
Veteran,Heterosexual,-55.420469776475144,E,-320.9895414436737,91.06114451584673,9.416606939905044,139.92693274629258,-80.15357326969183,-107.48960653061394,0
Veteran,Homosexual,32.02926096118862,E,84.09463919196799,-32.28509467817008,-10.698333537489466,-140.31752437834587,51.777488183453954,-247.3993135286578,1
Non-Veteran,Homosexual,-163.80102655871548,A,-156.62188478590454,-30.23915133106425,58.16165277234341,-8.558547692443005,-40.140963938534235,-18.874671681840614,0
No,Other,-66.05118208078663,B,-138.618881433746,67.60504937389929,64.70172577239876,60.244454465776364,110.01810323843897,-19.567995332191224,0
Yes,Homosexual,-22.852895449272328,E,41.830536450120945,-0.7174452652321169,-51.25843934844948,-122.21948950173808,-200.56807531473683,-102.58398173355675,0
Veteran,Other,93.96173739843287,E,61.34319456966566,-105.03620840940253,161.97797807486833,-116.12049877644894,-9.791649409895713,73.34675933573327,1
Yes,Heterosexual,35.71770452165202,C,-94.30921304826718,146.24969412584673,127.14493794508634,-36.53246452457085,-26.624853735784416,0.7307527350102904,1
No,Bisexual,-142.6193467522194,A,-165.45725996128388,-94.18631556262702,-94.27240985213224,-160.17468871473534,-125.20747625612623,-43.99263757486658,0
Yes,Bisexual,36.45528549217808,B,-47.06612468920888,-116.52109587425868,87.8793270342246,39.949233843404926,-7.457005307755102,35.987561589178185,1
Non-Veteran,Heterosexual,42.99230258363143,D,34.0148473038184,-51.95931368868737,-143.26086580660862,-170.92832665076762,-49.80548723915556,-184.9537614325002,1
No,Other,-12.704074493147177,D,-50.671930241296806,136.5824736792701,161.9023826761477,-44.47750951460252,-41.364581296641525,256.484448247455,1
Yes,Homosexual,264.07512527049727,D,71.38051076368293,13.712122370559937,68.72433007267472,-7.800428756519266,-6.213029461978062,-35.25743160694405,1
Yes,Homosexual,-256.33298281347703,D,-126.04473998072872,48.20085848286616,11.88065449907305,98.82756913629404,-168.97140372988545,-198.66788048192936,1
Veteran,Heterosexual,-183.24412741300517,A,-62.07028001612224,-32.857689740980945,38.77038622330886,-26.608983844266987,-155.02840855564864,-14.700184877277648,0
Yes,Homosexual,48.82630099569745,B,-5.280330375313009,-28.328504950484046,-54.15268265488198,-111.72589191559071,0.6716449209517847,-55.68414242045442,1
Veteran,Heterosexual,-184.74755443431766,A,-174.79871010533742,-155.4483901238852,35.952037352025386,-139.01089170837696,85.85450699682838,-94.02191157766386,1
No,Bisexual,65.61572093459937,E,94.90699082629865,-135.4061399676255,-62.01750669274379,-103.85419196489936,14.643917678684076,228.80550215743983,1
No,Other,103.389756737037,D,87.88062100742833,-69.19033596731813,-19.23556404169396,-73.52504153897355,50.57318817331754,-114.31023093681772,0
Yes,Other,-47.851235363843564,B,76.90160631607796,46.219065851671914,-18.563951545620036,154.3534729148892,12.720655390838193,-65.72112789209935,1
No,Bisexual,100.03238871539241,B,139.35674429760076,216.3822703586625,-245.6563291894228,-151.23008492793463,28.351980468759518,-85.28567714021206,1
Veteran,Homosexual,89.714197453514,D,-88.99967846603396,-48.11401115542917,87.06448448827054,110.97654965398647,175.14614572028887,-8.429739525918912,0
Non-Veteran,Homosexual,120.50330578977606,B,46.88325021966224,44.57625922995411,-43.767238249062515,-25.238935378930798,15.911358448292523,58.746930559296636,1
Veteran,Heterosexual,-75.2509009804309,B,-4.196342309345072,-179.55466070070037,191.37046492040528,49.22005908274612,-138.79079022809023,34.66859251544325,1
Yes,Other,26.764775064102135,A,-95.98612173999295,25.56589083682972,-64.68752115930415,25.320224668918268,119.10539424721689,-174.5235214388726,0
Non-Veteran,Other,-78.07236034794114,A,-25.12441198894429,-4.877881114749968,-146.43353798626396,-152.69264436409728,-116.33090524887216,-29.693217745534202,1
Yes,Other,82.44489326415437,D,87.48960581924297,-188.51782052659104,-29.794746931691517,-109.13670510420084,-157.14269019700507,-3.6074852283508636,0
Non-Veteran,Heterosexual,-13.598813431195634,E,-19.923581065687213,105.36306847515,-5.551170015713561,-29.982935851917613,-89.7127557634964,163.11897054128926,0
Yes,Bisexual,-54.022057971470986,E,-72.26966231668528,4.794431128334365,98.82382410894338,-46.43005224492739,7.871692459222925,-129.47413275421255,1
No,Homosexual,-76.61648628961171,C,51.21494637257723,75.87668089095119,16.27636358550184,41.16596780261657,115.12617742711106,74.92194630972327,0
Yes,Bisexual,-82.60303448951115,C,29.35486749497576,109.44825794922421,130.60578158835483,58.48717490085335,154.7873846195046,-164.58759636298169,1
Yes,Bisexual,58.67340104420563,A,84.99801580300522,-35.11762937131462,90.49621390432175,23.030443293350437,59.18647363443409,-93.85055563902641,1
Veteran,Heterosexual,-5.02389502957211,C,-127.01735942769463,-90.02019662283863,-157.76534979033286,-20.425852403078988,2.6719416690111664,70.61078831006678,0
Non-Veteran,Heterosexual,-167.46784003130097,A,-93.7500260821865,9.23803701043133,35.10521425709769,129.11552938897316,58.899095965263406,68.07252847040091,1
Non-Veteran,Heterosexual,72.63969251672614,B,-140.19578938155914,99.27859997955166,-57.86877598379754,-49.9316708046618,-76.5939569002456,30.168214014351374,1
Veteran,Homosexual,180.4557168577976,E,112.12562092706386,-177.40396255634488,-61.46098655256509,17.2976646342589,29.306470744164205,29.149726767298755,1
Yes,Homosexual,-17.04927035091374,A,-205.03678343904377,193.3816695018417,89.73816008928797,85.79610798418503,37.09731777168248,22.39098317892468,0
No,Bisexual,-85.87578340049195,D,-26.56252505324146,55.3455590879182,-87.13632257746838,40.671548850533604,-17.685193795583743,-34.938383418942294,0
No,Bisexual,-123.87080585001407,A,52.820468291801745,58.21287015045661,27.29768212426705,-101.38458787723638,-47.50500741586588,134.75581665368023,1
Veteran,Homosexual,-167.21941069088047,B,259.70921300221534,60.20957230639582,81.50383872054967,114.63019642036501,-71.75837677656122,-110.23001040910752,1
Veteran,Homosexual,-20.770754929469305,B,99.96373116272358,97.40635666385464,-30.019273645822874,114.61518214615167,-123.28462298470156,-104.12969670562025,0
Non-Veteran,Homosexual,-100.47506756189777,D,329.0543653581724,-73.27142698432174,0.868688628030829,-26.971959349777308,259.3263503330422,-14.64762315508106,1
Non-Veteran,Heterosexual,179.76746713268196,A,209.69082254641984,119.48938219167601,138.88186497416194,33.07076625831312,41.857065428975666,8.567716259410645,1
Yes,Homosexual,-112.567858725592,C,-79.07402535309782,127.73667361295699,5.523958436957406,67.92868504418135,208.92744645502765,83.40439795847298,0
Yes,Other,-43.33798921024296,A,-170.02075972063358,137.07140696540202,-27.62044441579198,212.81350537433417,40.91397348641453,-40.99910313411182,1
Yes,Bisexual,-5.409594420440221,D,91.59888876844825,12.396231427034602,58.0336167396505,-171.2002465691356,106.98809667934262,4.845020598359211,1
Veteran,Other,-106.85398562319295,A,-180.83680632591788,53.82447142195434,-14.596837528596637,107.0031295334085,-115.19175069099215,42.51123248786553,0
Yes,Bisexual,94.6562491584868,E,-62.88609322160769,50.294295935179356,232.5851687376205,13.17747927338377,-80.05133690769759,1.5546195053872454,1
Non-Veteran,Heterosexual,207.34588259725425,E,-142.5986254023238,14.828393566274316,137.04554849691576,83.76045059478379,-144.6327704294686,21.193177205666327,0
No,Other,-119.75473378371875,C,-92.7285110206555,-17.503833963229603,-111.50340288007563,-62.83428765863298,-19.658024691109514,-124.82401122081295,0
No,Other,-270.4962678005548,A,5.846821126889918,-61.203282408022005,-88.68464262442157,-82.51608796356614,-137.26117948977316,47.037865824608396,1
Non-Veteran,Heterosexual,-94.48075067753018,B,121.91149097915608,-31.945438879945176,-47.699384438245964,33.76707775266915,112.44433256180346,6.02893373467783,0
Yes,Heterosexual,4.425622510188224,D,80.7345556610861,-74.01183365937091,-75.29405114277114,174.6588057554982,36.394382168095305,-35.06300444385516,0
No,Bisexual,39.287817396614116,D,47.02434077785323,-26.4440646384622,98.55408414191461,-18.197503119794533,19.673515373497793,-117.01732245366962,1
Veteran,Heterosexual,88.69721013941096,A,44.31329745454517,52.857481284393174,81.51087311143739,-9.9330276081847,164.20832622983573,127.83033511476746,1
No,Homosexual,-10.821925432192907,C,196.9515234002098,4.105413906672924,-22.479171660001985,209.17053489892686,26.656717018939315,52.67532046363021,0
Yes,Heterosexual,154.35486823444523,A,80.35606181529866,22.105295491570665,62.39295199966046,-349.0040254427669,-5.851507628482078,0.3525093598167453,1
Yes,Homosexual,-61.89816358875212,B,37.8582847870086,-129.78381612163673,-58.12731470541615,-2.8268454445240696,-84.17265069741775,43.79066787672577,1
No,Heterosexual,-30.707025525391845,A,24.386666742419187,15.103101778814631,157.80616851959775,12.439226973718,-219.26211254173197,24.71960794290897,1
Non-Veteran,Heterosexual,106.05485262598826,B,-11.714954057058808,-113.47218144048765,-11.649664155689795,12.599937570318797,13.949145507746168,-86.26203057746605,0
Yes,Bisexual,130.1368265406009,E,15.149753798987462,126.45453638280237,-54.74250760277353,31.845679491338352,-51.61073147564491,-125.78813921132638,0
No,Homosexual,269.1808359551613,E,222.09135393886618,140.3652399104161,66.5544964493302,-15.158652348590726,-55.334320323118845,-77.40105079110987,0
Yes,Other,-23.30756097229245,D,19.482857528582596,-30.71713619770821,-20.450862974171578,-56.48620221521126,56.44935487149601,161.0569397187794,1
Veteran,Other,124.90720061786602,B,32.94502411863366,-223.63840464821988,-5.673740001485517,95.4131937359335,-124.19702220184942,-89.50979322763885,0
Yes,Heterosexual,-155.09705879178242,B,123.11510669411301,35.8955571169595,-8.420249133483278,69.09292060501166,-67.50955198490779,115.4026773130036,0
Veteran,Bisexual,-12.383556817038519,B,92.78461211484047,15.204362788565737,-46.93051555313624,-74.93219287433588,-122.71904213558544,-114.72630768943833,0
Veteran,Heterosexual,-10.360967724304523,E,-35.387828348486266,142.3974361012035,-11.196990031042828,-23.12005792865891,-55.740489553804515,63.18833743202752,0
Non-Veteran,Other,47.09065810439726,D,152.03292629769643,-84.36199211254616,-147.1610703070463,8.366034571021183,52.80407042790125,-34.07088117676019,0
No,Other,-12.63276961442585,D,284.9754478430673,-68.98833765004542,24.91951656442149,-95.5273113695618,-7.847630568642693,-133.78934231860129,1
Yes,Heterosexual,25.28756609946685,E,128.31413423920432,8.274402592137335,34.71486467203997,-10.17592551219026,-172.80816718324635,-122.00944334647923,1
Veteran,Heterosexual,7.778716956603741,E,-33.88814155863812,12.86550442209916,-73.22004550125692,-162.37537892799287,152.208624749116,59.071203614769644,0
Yes,Bisexual,-65.38918958271445,D,-25.346876369881194,170.23417963493088,2.2539460739122203,-66.91192247963484,-137.78892654901486,27.622881368139073,0
Yes,Homosexual,-132.48433731185818,A,-87.62103990174876,-4.178599372689331,134.1345901265254,-76.19619796296384,7.02767491416883,30.686831035820035,1
Veteran,Heterosexual,13.567890081443512,D,-219.32165829661648,-100.2206090545268,-2.0151767739575566,91.92370079798148,-50.976783196487716,98.67051041923905,1
Yes,Bisexual,-62.57916664376483,A,32.06442778654966,-31.13700585836332,-22.519075458136477,-81.79949331763959,-99.19120291175376,161.06060256553036,1
Non-Veteran,Heterosexual,-20.59103765252549,A,8.637558641885878,-29.89515923931185,140.2128578937454,10.447621210663675,-6.677564607840085,60.63169538873308,0
Non-Veteran,Heterosexual,-113.73523814506474,E,-119.24971530337429,-46.466569696931195,-47.98230459178316,41.72872275142255,-13.150883994885215,-90.87892817707906,1
Non-Veteran,Bisexual,21.79229098398823,B,-30.10262383616392,-37.58181187867298,-130.92610038072908,107.9367105019071,-78.2593307922878,-62.17953785958324,0
No,Heterosexual,38.59026591227968,C,-165.06024797378842,139.7688571219217,32.5073942412711,13.359617425440273,-47.64185928791866,5.410382253100146,1
No,Heterosexual,83.5216540270309,E,-182.8743341788404,-26.895600652655038,-15.932297001984155,94.3959669978118,-65.76022591993156,-74.37077387690505,0
Non-Veteran,Bisexual,-31.435839836749885,E,-197.07499442352122,20.152765994263135,63.98064797344802,-14.67281818016353,14.814576637916263,82.39892776392702,1
Veteran,Homosexual,29.81850905376958,B,-187.26130369792546,72.73211275788842,-32.87261333692841,166.6756812507588,-4.6312018242520425,-42.11529624570831,0
Non-Veteran,Heterosexual,11.956744609251196,E,46.85986405042556,47.13769804014319,-0.35757157551535085,135.21056357164684,-125.39109464881449,-84.0295244038359,0
Veteran,Bisexual,43.836852621631145,B,101.99575340889999,111.01586276108452,142.73460243170962,-25.046167282094157,-60.830066978523334,5.893240409812265,0
Non-Veteran,Other,76.25229581592791,D,-25.236917194598757,-18.718326960234695,-78.08657447824119,-49.34146580959981,-85.76634401147373,-212.71700263803243,1
Non-Veteran,Other,-100.78525534963094,A,-93.69982246125025,-77.47806839456798,-10.398675903212661,24.61992601265494,0.6025349145410327,-304.99247368747024,1
Non-Veteran,Homosexual,5.416422873095009,C,86.14442628804302,-96.40246532902046,-59.970732925120515,60.86996295236179,-143.7926524658772,-51.530585734355064,1
Non-Veteran,Heterosexual,-121.21483932903745,B,-19.80672849294751,101.52437520923208,154.5384406382746,-18.98722114134918,-95.9670103219002,105.38337519017496,0
Yes,Homosexual,-20.662724146732,E,129.1063782242319,-70.81649904075174,-131.4961765298451,301.20448920627666,11.196763244155704,68.83202510364677,0
Yes,Bisexual,13.415271158939573,D,-38.857650279378255,116.68768899414057,-164.5041920231742,-95.94752132344827,-158.7443416209482,-22.888583101035636,0
Non-Veteran,Other,-99.69239300729225,B,-133.90119194487926,56.01071526209049,-143.40273947653236,-94.48290047115056,79.75587518475666,-109.21724826650552,1
Non-Veteran,Homosexual,-210.0444087749903,D,109.77579402455615,140.7428744684086,-16.73099932110156,-52.112914359459836,-12.059763791796833,-107.0240934264054,0
No,Heterosexual,58.22898324764062,E,-144.29464063273124,-48.292881477435756,-25.30593478223686,98.81810936352852,225.7079699957099,1.8946720158836836,1
Veteran,Bisexual,51.54718199790893,B,78.24520726276812,93.86070212095233,-82.93679100540102,172.2805786241993,53.62252424765668,200.7465649191278,1
Non-Veteran,Bisexual,145.55997525934114,D,76.66422162694565,119.1151762981685,130.12300968172374,-13.474332482763202,-171.40866866307056,11.001947648651242,0
Veteran,Bisexual,-50.56299725099528,A,12.372946011515774,114.90557395443557,65.12384455336955,111.27840286056865,94.93756388296237,37.522268491135925,1
No,Other,58.69447861572369,E,9.5054446279892,99.13947178274562,-8.937605196113,131.39152778047892,-123.47708400389293,-6.808877386500292,0
No,Other,36.00761620637652,A,-178.33724978268984,11.458475235868972,-58.39734428988699,131.64569041600615,26.05355795040463,121.96371636191049,1
Yes,Homosexual,35.76872575630118,A,1.9808676893473487,28.913175941422963,71.61730561178473,130.1945977480565,31.790190603482177,22.996631032965592,0
No,Other,63.91853116717127,E,110.26504931476153,-103.42383549466962,178.04242164239633,-214.52655645812183,47.42290914308306,46.36928160187961,0
Yes,Homosexual,-106.99771977122529,D,60.62774619510457,240.17999529099302,26.706793301580305,-238.56856416373483,-0.9330528114568983,-91.66474690000432,1
Non-Veteran,Heterosexual,56.128660081653855,E,48.64079271220664,4.497787543379188,20.272532610917605,-154.66822983785525,83.46788741904278,112.34362531672497,1
Non-Veteran,Other,52.46980497288756,A,10.684117510772097,92.54557396667627,-1.9872952106153123,12.650269215086121,-53.40538482788991,-85.23944269001437,0
Non-Veteran,Heterosexual,117.03127885297341,E,-84.57281478477745,-9.532444649430763,-72.42666358235695,51.75591079019747,-129.9796064627578,254.33949015223044,0
Non-Veteran,Heterosexual,-102.10415650599631,E,107.98158478343305,146.3590774806533,22.89532731967129,-97.92490242232509,-136.71586568088134,-143.9814461104276,1
No,Homosexual,53.16608653734929,D,-162.76120808989674,126.49475591190884,-17.695234430927485,17.593386056215017,54.58918152960178,-43.56622799533859,1
No,Homosexual,117.44220190311823,A,-30.378292712634007,167.62644884965715,-79.69462324452581,-151.3869412946067,64.61472515964093,-155.87126111966154,1
No,Heterosexual,8.220484816623728,B,143.5901978275953,-24.583982858447705,24.66558541519736,-176.59959796005074,-81.31113852911412,-166.04260538536653,1
No,Homosexual,-14.798001895208113,B,-22.820777808985273,-89.03406469216,-29.57189627355859,-23.823557353499144,6.181962734503561,143.34119153976744,1
Yes,Heterosexual,-174.9139902587333,A,195.6752817667681,101.0161855618886,84.70112355020666,20.594779707567184,-86.73619270967838,123.135794431615,1
No,Heterosexual,-173.16229941157854,A,-44.44364645727109,-23.80651863727339,-76.07760103752727,47.09735403242451,-76.08714267784394,-130.53984136484857,0
No,Bisexual,131.12038870670528,D,-41.97917982379041,-119.67496848052042,-169.53573409917203,91.47051635308831,-113.71035310750331,-16.830906184073505,0
Veteran,Other,24.547319592124637,E,82.95749356111614,-125.26237166669043,76.19113826274406,141.65984633368325,-50.4176824139867,-19.79327797697616,1
No,Homosexual,-68.0326614459176,E,-27.587088387299485,-118.04298227184023,89.89771087884466,-12.714370137325234,56.46997760292255,-101.93446150641314,0
Veteran,Heterosexual,-16.535826296390326,E,-157.68123989634557,-185.95369336296707,32.12344749680716,8.044392994766788,15.951644941911084,-132.4831535375883,1
No,Heterosexual,-144.07586979484046,D,-26.81336850472397,-152.90640564827405,106.66753414139156,47.81713725107756,129.38505874009905,-14.493233247274077,1
Non-Veteran,Homosexual,36.28004610568177,E,16.02738986937506,104.8090159284375,209.82796159402213,41.565946972125666,38.793563117630704,130.33903605447603,1
Non-Veteran,Other,-153.67299843565442,A,-102.24286247366598,-4.959460332508947,-180.10445953083226,113.14166956285514,-135.1534603250091,-22.786316266389907,1
Non-Veteran,Heterosexual,-10.49971527956116,D,134.33451974533338,-30.2681007546046,-76.85086537445177,97.87544855704881,35.30401064052982,-191.80747083283555,1
Yes,Heterosexual,80.57369480046951,A,95.39942344519126,84.52894795245285,226.18593335673856,119.12475597193495,-192.42500047013564,-81.123331947466,1
Yes,Homosexual,-238.15004862533385,A,-82.01910355755551,-37.410461146276006,26.929670323807827,-25.60834754230185,15.573235385336623,95.12529106981142,0
Veteran,Heterosexual,-48.12223021407689,B,24.03293598555433,-39.52108004163487,59.49898546957816,36.92727763440947,172.68234187434814,39.50579984429819,1
No,Other,-81.85234927563934,E,27.999898418893814,-57.36616567366406,18.20606677603558,53.424849556765786,14.690359746401208,-60.54683560877133,1
No,Other,-49.83137860447935,D,-74.2670125180224,94.78361181315007,11.442171786636125,-172.78763849210577,-82.00426008666348,155.84386243804002,1
Non-Veteran,Heterosexual,38.72845112101736,A,-16.434892350300274,-76.53278665351174,58.12731246682436,-34.667691345318104,47.76221598410505,15.5813041762771,1
Yes,Heterosexual,-133.57153978529794,D,-56.99434290150087,145.58541882205444,35.44241443634742,-65.16917147801368,130.17908878427082,112.25766655338396,0
No,Heterosexual,-57.12869940202647,A,35.70038237681058,-241.90439594341458,85.78466760606052,-4.600367769112552,-70.9507198777835,-16.652290793240194,0
Yes,Homosexual,33.44851999681644,D,-154.9395203442948,-15.50627748434591,-31.934538211613066,-246.2176438561528,-16.583883410047846,-35.92807988566757,1
Veteran,Homosexual,108.61515613630385,E,-33.142971543109,-66.91650165184795,-48.29706449557118,-60.18166135720132,-90.61658001796809,149.6741849010661,1
Non-Veteran,Heterosexual,-5.353968220172196,E,-53.530127278662334,172.31656862774506,89.75729196224859,-0.8991573597148342,-104.55115499895469,132.42565419846997,1
Non-Veteran,Bisexual,-68.29983561319158,A,-65.61614267403237,13.710024153804493,-120.09799237976586,-77.9468591977559,-51.66873268832566,24.024625060729708,0
Veteran,Other,56.72096513914221,A,-41.049760896660295,231.37251021152653,91.51668420885377,76.07893589178957,-12.384725707828686,129.15415355105196,0
Veteran,Bisexual,82.31497959233907,E,133.38885546565842,-141.57929476330963,-4.8340370006069415,33.505983845813034,-23.578346484965486,60.27463767958508,1
Yes,Bisexual,49.60195160875447,E,10.019423142623324,-62.35635583166454,-131.14879530785606,28.499588086116162,26.554326970121767,-110.18125608607068,0
Veteran,Heterosexual,-75.67025060373624,C,249.01132194346647,6.672163861732934,183.20431041437723,127.2467440076054,-18.20755483207827,-46.21178714358069,1
No,Heterosexual,-12.06098059133541,D,-209.10522101928498,8.351937430030649,-62.70449806558997,67.45088759581095,163.38342228347648,53.22346599622062,1
No,Bisexual,189.95057373894048,D,74.6706536213971,-95.48775413418932,-22.980558301574966,-30.32643419762342,64.50364516104113,102.29821183847419,1
Yes,Other,-59.64906130525661,C,37.24288895659817,59.88948424880831,6.833485257913479,-88.74115983347848,2.563015503574932,-97.50991428767139,0
Non-Veteran,Bisexual,-81.94434445206052,B,72.34131310481355,236.66421664089575,13.492619042614248,-18.9156092275159,-126.04279878780251,-92.51910250721713,0
No,Homosexual,-131.16350736451136,C,-31.74734222149953,-44.84681232947449,35.75885470032995,39.85456903998346,51.901951815073744,15.831060339196817,1
No,Homosexual,-106.19088346622989,C,53.902784214988685,32.36219596393395,-33.37193661931451,-72.91238147447719,44.61360721373706,-2.8261539495933916,0
No,Bisexual,-76.38181584293736,D,-24.995679097084565,-49.4517885633007,28.514328676445366,10.897635435838454,102.72384956626756,-7.66663964505626,0
Yes,Homosexual,18.989057759263574,E,37.018357404859884,8.324699518507057,-34.62073113897662,-123.9336125423797,-70.60430608301984,-14.840033876828821,1
Yes,Bisexual,-31.62867830189111,A,-113.37525638894685,58.61950959331471,-77.29698749110861,38.44417197562354,-33.31656461818667,-30.443806926982663,1
No,Bisexual,97.13104951188554,B,-32.50356613788895,-80.52112541218757,-59.50866686362616,180.82350942572245,-79.18538491272258,58.35707243625347,0
Yes,Other,54.924591737374016,E,-173.02169219910778,16.013820289400776,-92.99562899285154,148.06209351391843,-31.219048336854105,82.49046122827446,1
