AGE,military,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
64,Non-Veteran,Both,A,97.83509784565028,37.26721139510862,C,210.84832933830046,B,B,B,10.345435167843647,B,-35.976525222360834,B,A,D,1
24,Yes,Both,B,-30.878559499672154,-47.03364812609595,B,-5.910979432987369,D,A,E,-26.480262000772747,A,-181.15582056092623,A,E,B,0
57,Non-Veteran,Both,B,-101.43498873366485,-61.70340421114992,E,-74.16463067440439,A,C,C,-214.69160527862107,A,20.133273663715347,C,E,E,0
38,No,None,C,24.645660396655238,134.4494801372041,E,-65.46580388448872,D,B,C,57.09948946889052,C,-45.47526900511455,D,B,D,0
69,Yes,Yes,E,-237.53152323066195,-39.072133341875585,E,-38.01246172723385,C,B,E,-61.96427793819363,A,-143.16655535571428,A,A,A,0
75,Non-Veteran,Mental,C,-74.9574374479232,104.72248071837423,A,157.08808550911567,A,E,C,57.167396625614586,B,-21.87499763024534,B,C,A,1
25,Non-Veteran,None,B,-52.18882501235935,-168.44180702337493,D,96.88100349525445,D,B,E,-24.881508176834284,A,61.451619748163644,E,A,D,0
70,Yes,No,E,-169.60909135045844,-107.91246311927303,B,154.44302268827502,D,B,B,-159.583215989331,D,55.41300164891998,A,B,A,0
44,No,Mental,D,-36.67705203211651,38.069775600129816,E,-13.056191343648768,B,C,D,49.00962323204539,B,-8.375695443706897,B,C,C,0
25,Non-Veteran,Physical,A,-68.884071918707,28.002049871394135,C,-7.186118918277347,A,D,C,-56.208380055142335,E,18.268798164924398,E,C,B,0
58,Veteran,Yes,B,-15.899125799898108,-65.48749848389944,C,-115.44610934278614,C,D,C,149.97644398031755,A,193.87640960377723,E,C,D,0
44,Non-Veteran,Yes,B,57.482342746668394,151.9056036831161,C,-119.33028584017696,B,D,E,138.57296516255138,E,105.91891874268211,D,E,A,1
70,Veteran,None,C,87.7669734149844,52.70132718330265,D,-126.54257463508782,A,B,B,-13.176032483095975,A,-49.307278716382626,E,D,D,1
37,Non-Veteran,No,C,31.747288993180035,224.98853773216294,A,12.041712629611125,B,B,E,-127.6633362412042,E,10.560417688943376,C,E,E,1
45,No,Yes,C,-118.78809427895274,-57.639515116601636,B,25.392902837715308,A,B,A,44.77492408910133,D,18.706609491350154,E,B,B,1
38,Non-Veteran,Both,B,-52.819702721811524,140.47439314609986,C,-178.84871189129453,A,C,D,-29.353915596346102,E,-54.66331571569464,B,A,A,0
48,No,No,E,48.652942582551475,49.481252490592894,C,-35.50379318952297,D,C,B,148.92936960195445,E,-86.14339696811814,E,D,A,1
55,Yes,Mental,A,37.61324488056446,21.09219821599996,C,115.53394076974119,C,A,D,67.76512614099573,A,59.53950667424862,C,B,E,1
75,Non-Veteran,No,E,-131.72195068579734,128.33885228139533,E,14.298516775495242,D,B,D,48.52662582778437,E,-106.48752182010028,B,E,E,0
26,Yes,Physical,C,49.26455833209176,-52.867368566664574,B,84.60537360357212,B,A,A,35.910228389812914,A,212.47877951926148,E,B,E,1
54,Non-Veteran,None,C,-125.89460475610616,67.1981291882768,B,-18.1992761618428,C,A,B,3.780770217820792,C,-28.659930435445286,A,A,A,1
51,Non-Veteran,None,C,187.4796228833916,16.1418475491456,A,37.55517306447689,A,E,E,-183.2323800238915,E,15.64835291804263,C,A,A,0
50,Non-Veteran,Yes,A,93.50796247617521,36.47305526969616,E,42.145676772385,D,A,B,-109.33709506364941,D,110.8058197179235,D,A,D,0
69,Non-Veteran,No,C,185.64961349414747,-77.04008990017472,A,54.20213304494693,E,C,C,110.58210540666344,B,-21.693212995643083,B,E,B,0
75,Non-Veteran,Both,E,-151.11703136369482,-100.64180024724287,C,-4.57672661947039,E,D,C,22.884423742330274,A,-40.38910409398236,D,E,A,0
19,No,Yes,B,-66.51393481782483,1.5984146549394267,B,76.16180024109536,E,D,E,165.95328572198628,C,66.82062792962432,D,B,E,1
77,No,Physical,D,199.66067749884152,-14.174197734907128,B,-175.5300725428675,B,C,B,56.67204829490643,D,82.5640207203563,B,E,E,1
43,Veteran,Mental,E,151.6750116925903,-136.88004243911217,B,-110.15961073783012,A,C,C,64.78181243829941,E,-145.01605059286658,C,A,A,0
59,Yes,Both,C,65.77459840824648,-59.31147281684711,A,-101.05124815768404,A,C,B,25.634903230631817,C,39.87702857941573,A,C,C,0
44,Veteran,None,B,93.05614822887426,113.7652957555343,C,-24.663712121146315,A,D,B,121.03418880955184,B,211.41483911277086,E,B,B,1
19,Non-Veteran,No,D,-65.5310546969688,102.08973768408731,B,171.0442713763953,E,C,E,-87.76008133164913,E,-33.992767253261526,A,C,E,1
22,No,Mental,E,16.515768425349535,0.8582107110513107,D,27.17336476982144,C,D,C,128.3339820270764,B,-16.14933652543963,B,B,B,0
56,No,Both,A,70.24735067234238,-19.583271632501415,C,-194.79888789359995,D,B,C,-73.32754511483802,C,9.405244013314759,D,C,D,1
52,Yes,No,A,-65.53749284480716,-67.44849696345399,E,-102.0203148857418,C,D,C,24.125569035999302,C,-128.79460978747835,B,E,D,1
68,Veteran,Mental,C,-134.43441921198567,-88.25189995414136,C,-55.38749311752373,C,E,D,166.1328333388063,A,-37.10650747219936,A,A,D,1
19,Yes,Physical,A,-27.370884073258722,-1.0848982983754514,C,-50.52691494428888,D,B,C,37.53489671947597,B,-79.71902294833981,B,D,D,0
74,Veteran,No,D,73.87365359935738,-154.2497997262644,A,-38.172386494697996,C,C,B,-120.88706804044833,A,-152.24440413536337,C,C,C,0
73,Veteran,Yes,E,-80.64215996401676,-70.42734723635674,B,2.28352986370734,E,D,D,157.0568538878054,E,-88.4567786023762,A,A,B,1
69,No,None,B,77.92767121345015,-80.7774117519432,D,-55.8894243561346,C,B,C,12.947648915134122,B,0.9340612503991159,C,D,E,0
48,Veteran,Physical,E,-65.63908604540974,2.57794116129459,B,14.553520510097723,C,A,A,65.72806533267267,A,-10.188748813425292,C,A,D,0
20,Yes,Yes,C,-85.36398510169157,-34.35614136460363,E,13.984025821090576,C,A,B,-91.66444517899545,A,-48.14252279444016,D,D,B,1
40,Veteran,None,B,-64.07379964608127,-210.95589420280422,A,-61.24719910810176,E,B,A,32.385043346102336,C,2.433102459087815,E,B,C,0
35,No,Mental,B,14.971041785469943,-86.84865724846873,E,-318.62759039185,C,D,C,-14.30923416952953,D,-59.919975624908126,C,D,C,0
61,No,Physical,B,-128.26129122411697,-66.68636271988304,D,21.359633579326513,B,B,C,12.703217333194635,B,-106.03686213154214,C,D,A,0
64,Veteran,Yes,D,-46.875172715435134,-30.579297490696334,A,-62.84859272702311,A,A,D,-187.4097716559248,D,104.01425203539691,A,B,D,1
57,Non-Veteran,Yes,B,-225.2113839760849,-40.20721713702536,D,-6.520030707033794,C,D,E,-94.82229066498297,E,150.95351471087176,B,A,D,0
53,No,No,D,-31.667852616200836,45.823096001670535,B,-104.26488327049374,E,E,B,6.4790413903273265,D,31.94379594644775,D,E,D,0
57,No,Both,C,114.57497243628157,-68.51839807268394,A,-154.9971635468222,C,D,A,231.48533434120915,D,124.69030200837963,D,A,C,1
45,Veteran,Both,B,-39.00315313652157,183.2781173818927,B,24.40695675444561,D,A,B,-32.36184251289938,E,40.61686568069412,B,C,D,0
55,Yes,No,D,136.42358291160772,62.538872406614196,C,150.11382391775817,E,B,A,-66.99241551251748,C,-107.29572690820643,E,A,B,1
36,Non-Veteran,Physical,D,-94.35260574891663,40.75838396145703,D,-240.31175318069722,C,A,C,52.845248822969396,D,14.508820738813494,A,E,A,0
71,No,Physical,C,16.063594628178084,132.66639914901975,D,64.01104103816976,C,B,C,14.340623633198165,B,-27.122384424296158,B,E,E,1
37,No,No,A,-141.56933200125584,34.557131239475744,C,-83.58770467756887,B,D,A,24.806879245651608,A,50.07268530118163,D,D,C,1
47,Veteran,Both,E,-82.21971354322321,16.637300420856366,C,-69.56405562901307,B,B,D,-98.39915036059666,A,-14.900026693075974,D,A,E,0
74,Veteran,Physical,E,69.16853488121333,-286.2741207248005,A,-119.88038902488624,C,D,A,99.50221956147304,A,85.25977276712119,E,E,A,0
54,Veteran,Both,C,131.27588397701442,101.89115256029089,C,-154.81898951121923,C,A,B,-74.47976328899266,B,27.136643430441648,C,B,B,0
36,No,None,D,24.715490401252598,208.89415764965077,E,-69.61220084512179,A,E,D,68.8353709644884,A,224.46314438341668,B,A,E,1
61,No,None,B,-59.663195072293604,-8.772984237626348,B,-31.834925161059196,E,D,A,-51.81140033121675,C,115.44809906073074,E,C,C,1
68,Yes,Both,E,-17.807702717301055,-57.72527373784089,C,196.17725747126025,E,A,D,-107.35656492226782,D,79.14465968470964,E,B,C,1
56,Veteran,Both,E,181.85962960799677,244.75478641281848,B,104.20974060949442,D,B,A,32.26297673784038,D,-17.23713140133533,C,B,A,1
68,Veteran,Both,D,-122.95533038143007,-48.565924320779516,E,160.89297893091162,D,C,B,53.33746424206369,A,-43.44122891716851,A,C,A,0
77,No,Physical,C,-27.077535432834214,-35.86231289079228,B,14.61156889987989,A,E,D,62.66834057713285,D,-92.32402043097815,D,D,D,1
35,No,No,E,-157.0983243759805,-114.15410274784021,A,-32.773644760900424,C,D,E,-5.6148748389380065,A,144.38230279335943,B,A,C,0
28,No,Mental,D,35.418156856992184,-10.977394937999115,B,-114.80934674487229,A,A,E,11.319710504388475,E,-93.08137555297176,B,A,C,0
64,Yes,Yes,C,97.46473700177512,-211.95808588059967,A,88.60071537825962,E,A,A,-27.717685196476655,C,244.82095118272872,B,D,C,1
57,Non-Veteran,Physical,A,175.82732744122342,-51.0507853120156,B,80.68400837416883,D,E,B,-72.7280259043208,B,-30.843258452956345,B,B,B,0
65,Non-Veteran,Both,E,90.52802084242312,-150.65229403596635,D,-100.67725921119764,D,A,E,-178.6715557676954,D,213.3768054677835,A,D,B,0
78,No,No,C,5.782844149176697,41.813516044371724,E,8.89903083132881,C,A,A,67.30124409505045,B,41.16099772087657,A,C,C,0
22,No,No,B,-127.70823456061493,-148.48740601567226,D,-46.39800540948948,E,B,A,10.21602681498339,A,77.06170109877799,A,A,D,0
34,Veteran,Both,E,225.6649702587297,-72.86024764630385,E,34.28228639890001,D,C,D,-127.64821845285688,D,-5.919542173956142,D,D,E,1
54,No,Yes,C,92.74955237179671,-16.995126663551034,E,12.710706279554984,A,A,B,12.530368708279665,D,138.78037210175984,D,A,D,1
47,Yes,Yes,A,91.47422986300676,97.94112432647289,B,52.58174323664257,E,E,E,11.877826197558635,D,111.82610916499122,D,D,D,1
22,Non-Veteran,Physical,D,21.272115966225265,16.216297557318033,C,-186.30337083429876,B,E,A,-86.80970891208604,E,-116.46789161986098,B,C,B,1
34,Non-Veteran,None,B,-249.5159335112654,160.95950719337932,B,86.4392632674169,B,C,B,-103.00494895212549,B,23.56291615107075,C,D,E,1
71,No,None,B,34.78454498628327,-67.73675302705082,C,-47.74809744509827,E,D,E,-24.407178706784087,A,-33.62153853570803,B,B,D,0
44,Yes,Mental,B,105.14264843306165,27.635928998530556,D,21.406824927325047,B,D,B,116.92297358966486,D,105.08940208682462,B,A,E,0
34,No,None,C,119.09873806733209,-79.8474209723392,C,110.32257957915321,C,B,E,-27.69449192401723,B,42.03413303819458,B,A,D,1
32,Yes,Both,E,77.52779757109806,51.2417065021323,B,38.91842236061,A,A,A,58.222441537308015,D,145.95120144152366,C,D,A,0
46,Veteran,Both,C,10.588422592791751,-96.22821758215919,A,37.91081571735811,C,B,E,-166.4495862362564,A,-0.4764310890439762,D,C,B,0
21,Veteran,Physical,E,65.6362450746429,-237.10868327148816,C,-55.84113672923079,C,A,A,30.803070529098044,C,84.91024101995826,A,D,C,1
32,Non-Veteran,Physical,A,-14.583354767998841,16.123110208411276,E,-134.08496817995362,A,A,B,-13.085964273258273,E,-75.10906674935606,E,E,A,1
30,Non-Veteran,None,B,83.33479341085149,-54.99001674468771,C,6.053874266171009,B,B,E,0.8364655760421875,C,116.10919762316155,B,D,A,0
59,Yes,Physical,A,-85.27682207362571,104.17610071629517,B,6.337898649489975,C,C,A,93.59677478380341,E,0.5872006576042633,E,C,C,0
19,No,No,E,-39.64631344947084,15.004469625089921,A,153.9959287825923,B,B,A,24.15772012948074,B,24.104933954980893,D,E,B,0
31,Veteran,Mental,B,-120.49655847700018,-175.47089925133918,C,-15.051522884067559,E,B,B,-45.654568796622875,A,-8.663545237701744,D,B,A,0
62,Yes,Physical,A,-57.39384962969197,-96.58642598554984,C,-172.98259591780672,D,E,B,-102.71759034572287,E,-46.947942392627,A,B,A,0
22,Non-Veteran,No,C,-65.95073821721927,-107.23156350922662,B,94.90511188872559,C,C,E,-89.80305089403853,A,-107.03664257522634,B,C,B,0
78,Yes,None,A,-23.27180348539808,-143.84364456989698,A,33.590588974375116,C,E,A,116.22655776707857,E,-36.55534303973365,B,E,C,0
23,Veteran,None,E,-198.43327080332102,103.04849326463508,C,1.0961028795792054,D,E,E,-202.41813090514898,A,-85.84620085091802,D,C,D,1
76,Veteran,Both,E,-142.03630788159242,-8.872648029831472,D,26.066726289166997,C,E,D,11.185041989337227,E,-160.54532086030952,C,D,E,0
66,No,None,B,-164.93157900031463,156.7222417860473,A,-56.40671986420893,B,E,C,64.71072103272982,B,-2.2545510660884593,A,A,A,1
50,Yes,No,B,-31.129156868616224,-38.03794659118674,B,13.609225071914121,B,C,E,182.66255042261847,D,29.318357464278293,D,C,D,1
72,No,Physical,D,98.03411186856603,-136.72286669533304,D,-121.85092243649251,B,B,A,203.94604267268025,D,-142.69977433305746,A,B,B,0
65,No,Physical,B,70.92050335269333,-51.65327149932829,E,-5.753885031739508,C,B,D,-42.44678264902161,A,-140.15624546678194,A,A,A,1
44,Non-Veteran,None,E,-88.91172975432326,35.648375211748814,C,-83.80946053122513,A,E,E,2.4048591037045384,E,-5.524570083702651,B,C,E,0
69,No,Mental,A,140.03265491682438,47.729723756882855,B,-14.160688040944978,A,B,A,72.34784971384232,D,-143.01678155348685,C,E,B,1
18,Non-Veteran,No,E,-7.045638603848045,-58.163924328557684,B,-14.028598084709703,D,C,E,58.53941331225607,A,-68.3293939422232,B,A,D,0
31,No,No,E,-0.6263938300343832,32.484633972769785,E,90.66719653107043,B,A,D,2.7172346169470427,D,-7.296600138429812,E,E,B,1
42,Yes,Physical,A,-61.64594408456805,-147.71446488641783,B,-21.775981369432948,D,E,D,-16.59017490985169,B,144.8872057409695,D,D,C,1
57,Veteran,Yes,C,121.88353041608964,24.629053052646803,D,73.2857053565449,A,B,D,14.881502997433472,B,-27.451259021030612,E,B,E,1
28,No,Both,C,82.94039493838478,37.49950260313895,A,-101.46182861721556,A,E,D,-37.54571307025052,B,6.602938448506201,D,B,C,1
67,Yes,None,E,-114.7592526069273,-50.089583594067136,E,-33.86330686995393,D,D,B,-32.981853577686415,A,19.11493387264906,D,D,B,1
45,No,No,C,20.810631236368135,-119.18851989575892,D,180.26486578107236,D,B,D,-29.604676282057625,B,84.84147683747325,A,E,E,1
65,No,Both,A,116.12235887914377,33.33382806521398,C,53.2207104787124,B,C,B,140.65600177529492,A,24.493863587507867,A,D,A,1
53,Non-Veteran,Both,B,5.601012663879756,82.302745277917,D,49.765826997578024,B,B,A,-182.8334571309127,A,52.87243139534959,C,C,A,0
69,Veteran,Physical,D,24.090172275423633,-121.05812131771232,E,-117.9739989747167,C,C,C,-132.42617948516357,D,155.97577903191788,C,D,B,1
32,Yes,Yes,E,-77.39611698583718,-168.85109237415395,C,-61.82362670947009,A,D,C,81.11577037614464,C,-0.6361149007308472,B,C,D,0
56,Veteran,No,D,114.21694971651586,183.37626537159625,B,-34.8174500799281,B,A,C,-138.89697430284704,D,-43.66070074448554,D,B,D,0
40,No,No,C,-62.23305579387618,110.57855043525497,E,4.366727053111057,C,C,D,-205.87479315193104,C,-28.428939972836815,B,C,E,0
50,Veteran,Mental,C,-71.88284475653892,-76.93410864257066,D,-66.87515107867523,B,D,A,83.94508096893782,B,-108.63342096718016,B,A,C,1
66,No,No,D,-91.1685215112033,-81.56339359852403,C,-145.89715956670898,D,E,A,-45.62287338764961,A,172.80652308103467,D,D,D,0
33,Yes,Both,E,64.71761292091786,-38.78798693434634,A,0.7241792076023172,A,A,B,78.00224025055266,E,-27.77942655605789,A,B,D,1
60,Veteran,No,B,47.295025300537304,-54.767575450641296,B,35.167586764057994,E,A,A,-75.65483125695584,B,91.15560657521607,A,E,C,0
69,Non-Veteran,Physical,B,-47.48582118498825,-145.36163667462964,A,-60.09707785449565,B,E,E,42.654401385623295,D,139.94069132036864,C,D,D,1
29,No,Yes,A,151.70016334645632,33.560043421495564,A,-79.81061709244703,C,A,C,-59.963266498444625,C,35.00350535731432,C,A,A,1
49,Yes,None,E,-33.37044491835069,113.43397719412134,C,-171.50653938660776,D,A,A,5.4631245641726895,C,1.1756543653969935,E,A,C,0
46,No,None,C,-67.40896234898285,-32.975811529869105,D,224.50170458961418,B,B,D,113.39702957148894,B,-52.48213566556033,E,D,A,0
52,Non-Veteran,Yes,D,10.787440412792488,0.815221157146814,E,21.339836696390048,D,D,D,-32.43200307303562,A,-132.34758485059533,B,D,E,1
21,Veteran,Physical,E,38.949116156172984,89.00626383143654,A,37.57772805416534,E,E,E,58.6905056885273,A,-81.3440305714492,E,B,C,0
52,Veteran,None,B,-62.750355637853886,-76.9032585048685,A,-128.21478244601195,D,B,A,-154.86853864120712,C,168.99552252990898,D,D,D,0
59,Yes,Yes,C,33.31048486911627,-3.0622657018217807,D,-61.596360467646996,D,B,B,105.13610698702604,E,18.043841139515425,A,C,A,0
28,Non-Veteran,Physical,B,-44.832271860208564,59.4414678988293,C,-33.29518172690255,A,A,C,53.639789132007266,A,230.3180704880516,E,A,E,1
27,Veteran,Both,A,-17.3027107609001,27.18000436823289,C,-184.96211490610682,A,E,D,-56.11201589118105,C,71.50136891381734,D,A,A,1
59,Non-Veteran,Physical,C,5.807584243176789,189.90226460472937,E,178.6176021420006,B,C,C,-6.2971218942556115,B,-64.57753627651877,D,A,D,0
26,No,None,B,124.5597921460028,-62.99063796205664,B,-29.023052647777583,B,C,B,-34.843242510307505,B,-66.00409861686288,E,D,B,1
66,Veteran,Both,D,-40.80250008904159,-99.3710941699094,E,46.11403295462952,D,D,E,-81.52189574963622,A,159.52332198118276,B,E,E,1
23,No,Physical,A,125.69227305277731,19.866578672833473,D,158.9571027970475,B,E,A,9.995630378226785,D,92.6217216905617,A,D,E,1
64,Veteran,No,E,159.70358926714442,-34.5461223654416,C,-103.35873329566046,D,C,E,1.757940468877425,D,-34.80081130306947,C,C,B,0
