veteran,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
No,Non-binary,C,1.964994762253646,E,90.62547229392679,A,111.15233203627896,-92.81040015868642,-112.4493077483649,C,116.03358399431825,B,-173.8413020364525,0
Yes,Other,B,-25.070214213535426,B,-135.03404771654618,A,70.01696518816102,-258.8824637632875,-32.585159588102925,E,147.97639893211678,A,60.14896249812639,1
Yes,Non-binary,C,106.1014809043006,D,-92.90054672532638,C,-81.40746375114445,53.75045256839079,39.80932249052261,D,-153.8674135717968,A,21.70394304654552,0
Yes,Non-binary,D,104.0789816715507,A,31.152135534570423,D,-216.01647071812465,120.20024675365984,30.975946953706558,B,129.26298387150177,D,132.60033377934303,0
Non-Veteran,Female,E,-103.65211937833725,A,268.593035976244,B,133.90050181647442,-127.43870960842266,-16.791292034901954,A,-12.555305258866806,C,136.59006108448796,0
Non-Veteran,M,D,-60.28330670376596,E,62.22392178116245,C,113.25253151512109,-69.00604318026244,-1.4388460724020582,B,188.96846984276053,D,13.910118303915775,1
Yes,Female,D,9.384030283163677,C,9.183150233934331,E,-72.42039546535534,71.47394984526628,-47.18244523777356,B,-6.7215164185350575,A,-23.466780110792183,1
Yes,Non-binary,D,-182.683957867925,E,-13.397768190360518,E,-0.5388038012966235,-47.27483039950801,-0.5965158009116882,D,19.387340755690325,E,51.96953817258206,0
Veteran,Other,E,66.45380808695117,C,3.492334511087415,A,-188.1743696044847,-37.679619066844694,47.27396075327869,A,-37.94687916848573,E,134.99052460818731,0
Non-Veteran,Non-binary,B,137.4242882566763,B,-88.37813315984725,D,-18.02655267935959,-142.93715113358633,39.23347526935178,D,29.38676544621489,A,-52.98859456080651,0
Yes,Female,C,-56.67131411897803,B,37.98328594970123,D,-75.69925888014325,-94.5999083399358,-105.81156744932059,C,132.12026946967794,E,58.9775153693464,0
Veteran,Other,A,-10.959919793922406,E,-17.778373165821577,E,-14.144736478179587,-169.6598135542176,0.8584470771969922,C,63.57887630878848,B,-99.67589608455012,0
Veteran,Other,E,-157.7661954829275,E,-17.608123026595308,A,172.1640344670993,105.61767005462683,19.76126847380373,C,40.65060575967372,A,-93.01992748158312,0
Veteran,Female,B,48.94332646392987,D,180.68951988119787,A,5.7450394640145905,-91.53544246624757,-62.314079610895575,B,118.65411750028787,D,28.61486440950836,1
Non-Veteran,F,C,-223.54976439112525,A,32.0078925285578,C,-84.46234239164258,-140.25645532330796,-0.9662155652044232,E,-43.31325394565186,D,44.50065425147006,1
Non-Veteran,F,E,70.5861523179673,E,-233.58177684413496,E,-46.765133584654485,-77.88930697290239,-163.79718881760624,E,-21.542555510092733,A,123.87926765216805,0
No,Male,B,-114.1101738426224,B,123.95244180382153,C,-77.6149869069682,-85.96993157580248,53.779313217382615,A,-14.81337759297987,B,-38.60071964823326,0
Veteran,F,E,76.38837515388049,D,95.12752525674807,B,2.934667377844715,88.29396349877358,-106.2973202549272,B,148.7912467872099,B,-213.31284967564108,0
Yes,M,E,-97.18386158910809,D,-84.4152831961263,C,-86.50457924631104,148.91158898332867,29.594558662235837,A,82.53380432119613,A,66.26389557286402,0
No,M,A,30.7704212597095,E,-148.69598834286356,C,24.61902333994687,117.60127161890617,-74.18401477960455,D,25.854309921648394,E,337.2169539188514,0
Non-Veteran,F,A,-122.94739623657264,E,43.094599589036264,D,4.331812561848154,145.7960476313132,-54.77910589016104,C,-173.590447841246,C,150.19981798949567,1
No,M,A,-107.36849860606658,B,-87.48067128397994,C,-99.00936236122568,-73.08025244356534,115.68015299992436,D,119.70133589759754,B,-190.80860854749838,0
Non-Veteran,Female,A,91.54667924079732,A,82.78182074229048,D,-13.46168080891271,61.51388653661327,75.22476753097538,B,40.29462930886799,A,-108.44466788953417,1
Veteran,Non-binary,E,60.832709814879436,A,-83.64521825301028,B,176.01781327285215,-17.579122445078827,-44.29335742802754,C,109.192863658734,C,-13.56731518412509,1
Yes,Male,D,62.47050750232109,A,-83.16459818389427,D,-93.54721728447697,27.88681721975089,69.9512203163747,C,50.10470007588038,E,-0.05546021860614301,0
Non-Veteran,Female,B,43.50025551942318,E,-267.6150613195967,C,41.523418447032675,49.18023809348066,60.59562032787175,A,-22.914140437401205,D,-0.07941796943980169,0
Yes,F,E,-76.5772287343845,E,89.28600073134847,B,-85.02974434847069,129.46761045462193,137.35988604795074,B,-16.38920515642387,B,-8.132986530647415,0
Veteran,Other,E,148.97281302862476,C,87.9716282479144,B,-34.12278263308532,204.16043742952303,-232.97226899603163,D,81.31398100081498,D,117.27154551914285,0
Non-Veteran,Non-binary,E,12.71498612434225,A,41.0298587108391,A,-56.80486641298076,3.6729532755270253,-181.33428409660831,E,0.5749581293947423,C,77.13780098908967,1
Veteran,Male,E,119.12952005715944,A,138.10531517505973,C,77.70300428855282,-18.472913087588676,-34.473508150391794,D,-23.97928027618477,A,12.130871982594558,1
Veteran,F,E,-154.33502362406796,A,-35.251466426288964,C,55.10932212557857,62.45888543456096,-25.839515304037914,E,28.322289746579326,D,-72.37109345364591,0
No,Female,C,19.118269451126434,C,-60.958520461805364,B,-49.261009288760064,-58.206321776557644,-101.11693836379219,D,80.68345426801837,C,-49.519839041187346,0
Non-Veteran,Non-binary,E,92.02496579770778,D,-26.529620124321664,E,71.59431988073146,-56.06943366244758,25.692043472709152,B,100.53331089496875,C,-58.63516129162445,0
No,Non-binary,B,-29.72101949474896,E,68.60364681271804,D,6.728776287829377,180.481937105489,-86.33380486984048,D,-143.75687432840024,E,1.122909135609323,0
Veteran,Female,E,-134.56902238456402,E,-38.83331091613651,C,-217.169583716887,-210.26447558704788,-89.7889881529256,E,-42.18202963844203,E,-35.49263404546185,1
No,Female,A,-134.14793238469818,D,-26.07182170252871,E,-41.41103967458687,-97.17453467831518,-56.59457161646087,A,-83.99885329930866,C,-15.738499689140156,1
Veteran,Other,A,68.35325153086202,A,-58.407769021694236,D,-68.11518962448335,19.43137058204474,48.4395917467083,D,-67.81874261384735,A,-80.62639684686356,0
Yes,M,E,-59.581090961577566,B,188.80679115021292,E,111.85241843258864,20.92693773981009,10.99523415469084,E,-69.64916311220148,A,51.71483003127126,0
Yes,Female,B,-131.47475420283408,A,-102.46367769005182,E,40.59466982731901,-59.20813784032644,57.195280839500064,E,-120.01310877681752,D,-3.448748434192633,1
Non-Veteran,Other,E,-34.462153362480144,E,27.922406166045832,E,-71.99841245913107,-26.82575266089145,32.78335356564301,A,124.77858272484326,C,-66.72153882029504,0
Non-Veteran,Male,C,-209.61428524975702,D,65.97624806942693,E,177.20933659563661,120.87841506010338,-2.199617379846201,D,92.64109005541819,A,19.184577422768832,1
Non-Veteran,F,A,38.30431051444072,D,-64.6358208434178,D,-79.73318307045568,-64.84135057843545,14.979787449158641,E,114.22834247307809,B,-34.423716555172255,1
Yes,Male,D,-131.88586799843708,B,93.30753325077464,C,161.06200178855192,-23.033801310691636,-83.32394369117104,A,-9.386821990773278,A,-10.813481590464843,1
Veteran,M,B,32.105006978484404,B,88.22179825029666,A,54.24146129794857,-22.37447997459851,-121.95111275559249,E,28.97004016563559,E,52.469079603174066,1
No,Female,D,-5.819504875116296,D,15.75781540464059,B,175.34433566087571,126.36459335888202,-61.09874206370202,C,182.37872982299416,C,149.52489383281468,0
Veteran,F,C,20.032725512771695,B,-35.425570691180454,D,-140.59478235732792,62.626589836624916,21.343234684816707,A,3.7792794138943693,B,78.41647238411328,0
Yes,M,B,26.718227158362275,A,-97.03280666267754,C,-92.14141244394652,11.154683356439927,103.91729363084777,E,15.19338298089571,A,-3.3509759475856713,1
No,Other,E,53.494962713303394,E,-158.68972954264333,A,145.9483121234542,-139.30708951763071,-47.18830223166617,A,-112.46799242607966,E,45.32215631972464,1
Non-Veteran,F,C,-3.363458012714715,B,-168.27127959076006,A,-99.02918988800529,-26.903441193817784,-112.12994897710095,E,-77.83157793867723,A,-4.816866978742538,1
No,Non-binary,C,-34.230339346289796,E,157.21187854148562,B,-15.2243506614886,-105.66361667013611,-220.87674461543654,D,57.590015206859945,A,43.61596971963542,0
No,F,B,-186.56190362468027,D,-69.21840541086618,A,-172.56638805714192,-18.52591185693027,191.21420966179258,D,-129.33680996334957,C,1.4720198269873581,0
No,Female,B,32.616664731947985,B,172.51557590469483,C,37.24227557513418,54.448578822937996,-10.002677044198375,A,-48.04529678459721,B,105.45091304337606,0
Non-Veteran,Non-binary,C,-10.424860081554463,E,-137.00371622836164,C,85.52170260182527,86.57394455036712,43.89435657971506,C,47.45612268822313,B,-67.77424672690898,1
Non-Veteran,F,D,118.49337702712674,E,160.4434097027926,E,38.980981223557656,-114.06416640036016,-91.31825564471846,E,203.52195067431592,C,183.41334420854307,0
No,Male,C,-138.4706820106513,E,-214.88627209420392,A,-57.118212253340104,-115.58761170747034,1.9985758520080399,D,-132.92154268206983,A,17.73742048694525,0
No,M,D,-40.94586230428688,B,-77.91206013854679,C,-27.735841957048997,-19.72292804856411,67.20307583645034,B,3.632809644477026,D,36.36458124338367,1
Veteran,M,A,-68.15664528325264,C,-16.35010382860497,C,3.7049982798684127,157.5846878287409,8.417667542198673,C,-31.330695738467245,D,20.969733809709417,0
Non-Veteran,Female,B,-83.35138381282337,E,22.00184440253622,D,206.37646883373395,-9.275056945190217,125.33912002524707,A,119.17700864335272,D,-26.697762559716708,0
Veteran,Female,E,-131.97986057444848,B,-62.59661588147264,C,-62.375191334937384,74.08057820044385,24.3487069758754,E,-35.50866639033444,B,-137.97671927305836,0
Non-Veteran,Other,D,86.12440269538473,B,-62.750706343840804,A,-220.51433468532383,-38.05024156065269,101.8120233264534,C,-126.67644712305366,C,115.15971055378206,1
Non-Veteran,Non-binary,D,4.946065631591093,B,-62.0654199528927,E,117.97286374731237,-43.622812009076654,71.88787575342096,A,-137.95738361751754,E,-98.94670536461174,1
No,Other,E,-15.507264127706705,C,-176.31594156379745,A,-17.592705649237608,-87.62353548358419,35.68736858569401,C,17.81771746283288,B,-60.93949442172835,0
Veteran,Female,D,1.8160825951937127,B,-2.9122594482958113,C,-55.21500895547473,-30.076837599274096,48.145306864409896,C,53.93725301632308,E,-19.905631597499646,0
Non-Veteran,M,B,10.213678624774774,C,84.5730220877876,E,5.596500867077561,-8.0714785530288,-128.8582900679343,C,-161.55529453431322,C,-128.84118047655105,0
Non-Veteran,Other,A,-56.458458276974476,D,6.196910719128758,A,-209.47035124110192,44.672998118241345,53.87973738393923,A,-67.81761839944937,B,35.46866691303593,0
Veteran,Non-binary,C,214.21272872855135,B,139.26994373737259,E,177.58824957850086,-1.5073803654684048,-63.39811543724758,B,17.88710241751666,D,-147.1005294145518,1
Veteran,M,B,14.210822513693024,A,-157.4013936936442,A,224.16061967402774,-128.39761848723634,-135.43677686557908,B,15.572170175031982,C,48.97429840650798,0
Yes,Non-binary,B,24.728541747332418,E,76.24858487672192,A,165.9211060301427,-20.161689824344553,-70.34134826314043,A,-16.89093142636276,D,32.816644946877645,1
Non-Veteran,Non-binary,A,55.489829227980145,B,246.24254932957274,E,-34.86969027525444,39.62673322734186,-56.135852098040395,B,60.58468987970649,D,-44.814734937761905,1
No,Other,B,-40.08230767291523,A,123.07367279804822,E,90.45734898296386,105.54684784162961,-174.1512643930448,B,155.12364204065702,A,57.47950072176921,0
Non-Veteran,Male,C,-9.402599591362184,E,32.211592716124535,B,81.4279539992875,-124.46730170123448,-151.24575203739337,C,-60.57880452803207,E,-140.89036826132042,0
No,Other,D,60.35918952140845,B,-195.94610419801134,E,-53.198184212415214,182.50289388635102,3.7224133926696408,B,-34.82453711123028,E,-108.92141891970269,1
No,F,E,58.903365403323406,A,20.535059342882185,A,-11.251972103738758,1.1700854016535887,26.162274697132926,E,-4.406722047429432,C,-40.57470556708181,1
Non-Veteran,Other,B,-15.71992307431368,A,26.77682352638285,C,-72.53029673841826,-127.88788720494885,-8.50953237947908,C,-28.123400357234335,E,-75.35586654096737,1
No,Other,D,85.02504057597578,C,-262.93813527067084,E,-13.165165385038641,11.264367550939708,-158.85296267876564,D,33.44151554429585,C,-45.686395415779316,1
Non-Veteran,Male,D,-94.53012890543974,B,84.08779468222514,C,36.578537483164936,163.79790192915317,-65.23018021457922,C,-78.98491534916077,D,86.19420726263326,0
No,Non-binary,E,-8.803358754625206,D,-163.0526262452098,D,-127.13478426530702,95.13660969321487,-25.102482970048424,E,8.897879044300447,A,46.478284041345105,1
Veteran,Other,B,-47.721179036573055,A,-21.09077183911872,E,16.648031232604474,82.9235498957161,88.96639895281405,D,70.95886049004362,D,25.16828695903036,0
Veteran,M,E,76.62991938764807,B,231.63973512801434,A,-121.15430044813422,62.3774446353625,107.83625522497738,E,-43.206632321393066,C,-90.46060212256964,0
Veteran,Other,E,-71.15897116150595,E,-6.913605988601199,E,-63.03027093202678,-136.50884347446637,-123.41003479247101,C,3.501392196047975,D,-62.734102112489744,1
Yes,F,C,6.939086411904953,B,-43.58793896166436,C,-194.40402491769888,174.955826774122,-48.13404188491482,D,-114.25839190311551,C,-98.69716873282897,0
No,Other,C,-102.85815656199885,D,31.21222512764122,C,27.505750093797115,-61.40087247752084,3.8876330950423554,B,-179.08865295510253,B,145.67858440773685,1
No,M,D,-227.53982117681443,B,-110.93471917511741,C,-124.9030628153721,-139.01991484573568,-29.971874421434062,B,74.5233278364896,D,-6.2997326145928305,1
Non-Veteran,Male,E,-65.39614115684674,E,76.44864273657956,C,79.23609043739678,-97.46177484814976,56.121040238567566,E,-54.588652487594935,A,-68.2110087203294,0
Yes,M,D,-21.867405113356657,A,-57.394885537825665,D,54.3895314643497,-45.951662252063144,158.8253839081971,A,-11.47183478390607,D,6.746517762772992,0
No,F,E,-40.17448442652446,D,-3.0435932886225583,D,-128.9871371888492,85.50040794835924,-89.63532498897871,B,-285.21291804005966,C,-1.5125153391073942,1
Yes,Female,B,-5.793725549907006,C,-32.34409759634408,A,-243.31293191092755,-28.163955886345615,166.43904599434086,D,32.116819155730326,D,-211.57234577439604,0
Non-Veteran,Female,E,-51.92183176984565,C,-57.76329072881046,E,-63.38575382361981,34.1944740411072,77.38984266133073,B,17.59855325171943,D,11.481790493960599,0
Veteran,Female,A,-104.16784859517377,E,-2.2547352063927684,E,-16.363247824733627,152.80322821694304,-129.0099522904523,A,-69.1400304592231,D,95.55927451006583,0
Non-Veteran,Male,C,-68.84722585048587,D,-50.07774435223437,C,234.58176017554618,57.79802783086766,-46.403380894389755,D,111.05678174405742,E,62.869439979731354,1
No,Non-binary,B,-59.40092159418946,D,-17.77383777851029,E,99.64835390508597,144.81998697450484,5.342479315303007,A,2.4199790755685893,A,62.899977612609284,1
Yes,Non-binary,A,-179.5767697835072,D,78.55350872225392,D,-175.07456079611697,-102.7505534098084,-57.66595396550005,E,174.1164458556257,D,-21.531137929991235,0
Yes,M,C,31.022927917078558,C,13.486906778332292,C,66.92725163067287,-58.78339994857414,88.93084363417483,E,-90.97742214347491,B,30.5633926302307,1
Non-Veteran,F,A,-1.7333539466348187,C,9.084832677388885,A,117.05404818945546,-192.25831360119795,136.2658617371672,A,-54.57523426170051,C,-41.04972048328498,0
Yes,M,A,101.22253810698298,E,-88.1350582775173,A,241.68890331815342,-131.56551728040918,53.71100872642185,B,-35.40475119237877,E,116.131454872141,0
