race,civil_status,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
White,Single,Male,-53.51166774103261,117.6341672918606,A,-96.23155854615682,A,-115.3852035912225,-48.70616650548497,A,22.142989475190653,11.639532668340163,-76.31477727304414,-12.467429534179294,-163.8590800392314,-90.7003952066015,0
Other,Single,Female,-128.2038179829732,-5.3906298376018835,B,-16.98589505251983,D,-154.3013124057955,26.532230062482583,E,102.75771193336558,44.56718087495602,-6.317151006374151,82.81137140489069,8.12646783801927,195.97699341666487,1
Black,Single,Male,-51.45114399861767,-99.92287829037082,D,-118.86700933002086,A,-36.78463748216129,-68.38102084167025,E,89.33129755795012,-11.965750897742037,-71.05396046587254,85.3621963212557,-20.47103626566721,-46.58203253592069,1
White,Single,Female,-125.49581436914504,236.87531193817458,D,44.48998906551013,D,-78.81581619343906,-202.23864819518113,C,41.967527535553586,4.052599456703569,2.3590632629539017,-0.8823724093524637,-189.85213189783164,-26.855769891307336,1
Black,Widowed,M,-31.072550531711368,-115.86135423930082,E,134.6293268573917,D,84.73364034188334,2.9853228055907866,B,-26.036103845158,-41.078626539833195,-25.6822253183066,0.017164794720021283,75.1937285668936,-114.83877855690004,0
Hispanic,Divorced,Other,79.54670666208985,-12.10273865306865,D,38.20916156449015,D,70.24518355556445,100.61007548491206,A,-43.435701601766254,40.42921110757386,225.47626030972188,-210.68043279274536,-18.353819374249294,-79.16105852576429,1
Other,Widowed,Male,-129.81026217164262,101.01651923577857,D,-14.672766107661875,B,61.65955425066913,-290.696898818957,A,-137.02388081186885,110.86569412026836,-39.68435055429077,-134.2108528063082,17.538601094957958,296.9404890559518,0
Asian,Married,Non-binary,-66.23983816650423,-93.16656465429179,A,-195.63953757161872,C,-11.675789985246244,-126.13941434855336,B,171.34850076812248,-49.19030027073033,-44.31487241897706,119.88909637035769,102.85873600641257,-74.65387157262066,0
Other,Married,Non-binary,26.90478585362211,-17.579285807912736,E,-4.177316586527456,E,22.522908728812876,-122.17883859238366,E,101.84370850559941,-168.26352563894812,-178.07739830583373,65.87820288481399,65.63714138840135,93.48719513888608,0
White,Married,M,95.9365717859672,-60.62549483726817,E,-74.65002035144404,D,39.501542807529255,91.44230985873544,A,89.93879324564166,24.218241791535366,-7.39106499328895,-51.822202613349276,3.9228351613247945,-57.24580083207408,1
Black,Single,M,204.72405479693117,114.03023236423728,D,-101.76337939705517,A,-63.03248734575616,35.69247194125445,D,-146.98702239183123,3.983818538079732,87.51599824722885,-54.15791003835828,33.283787323088035,-128.9060382287084,1
Other,Widowed,Male,20.722072516151226,-26.122343627023813,D,47.303982160189854,E,79.0451812637018,154.63240693114875,A,-11.192458086183073,110.59549665079665,-98.42740478227762,61.44682021292284,-142.4104420893924,-33.20443947142035,1
Hispanic,Married,Other,148.9392516002479,-21.00388969336721,C,64.81189723151198,B,-124.35826437378519,226.41855478582715,E,-83.72488293423676,-107.61171075148243,127.06212089031126,151.38576850677694,7.679133278604482,-104.43206895401862,0
Black,Married,Non-binary,104.1607066495859,-21.68575521585818,C,28.15907179213188,A,-50.86910835726785,360.87547460068487,A,72.23288711057603,-40.30956432302141,-61.9351781293908,23.839472886497948,-22.468061571927528,117.35324610067445,0
Asian,Single,Female,-175.13190985452312,-180.6777573660868,D,3.996065332656804,A,-25.125260718050058,-16.766273814844045,E,163.8839932551248,-96.1317405594958,80.21630688164996,123.36176913299121,110.20675101527601,42.87914195330438,1
Hispanic,Widowed,Female,143.6159363808771,103.3372234408647,A,151.0812982605631,D,-2.4767733338196796,-141.53231839237776,D,-183.07666096860754,-31.819528758526978,-67.52340269184735,219.17412180330356,109.2371265910965,59.569209175855185,1
Other,Married,Female,57.59720621429539,-42.034014078225205,D,-158.1867877011335,A,-76.28726831675242,4.808795278091789,A,-136.96472629977268,-115.28902777123929,-158.91229924282644,-9.9443259038829,42.05607239935496,79.61148961457661,0
Asian,Divorced,Male,140.88740013539623,41.137564357670605,C,38.55477202753661,E,19.24567054495476,-32.277483155240816,E,67.41660539670607,119.26000886471894,144.32097541623173,134.68347313852007,18.666742350938588,77.52938980420842,0
Asian,Widowed,Male,-156.32618430457018,-14.520362452921864,B,-71.71217159908846,E,80.44566570042811,-128.56449841929594,C,-120.63415802466464,90.58067387892582,13.450186434627772,-123.87449145716177,-134.78665135632014,65.50430096170452,1
Black,Single,Other,13.17999849487406,-43.49479474472996,D,-93.04424093081735,B,-87.77832453021733,-0.8336974369789265,A,124.5748383463747,-112.61160639379291,287.5572311511887,14.34732477550194,-3.0235603147569687,-186.1922563483376,1
African American,Widowed,Male,-71.50845625501357,-7.934838897157246,E,-5.3373928095856975,E,-7.271263434901014,-250.73763374969306,E,-48.39217049963159,-76.12189197836689,44.39463038476414,27.835008070085692,30.38484701517331,92.8023621965905,0
Hispanic,Married,Non-binary,24.731131410876404,128.46992672696464,A,-29.95638449194047,E,95.94216712132524,105.65067314057195,A,-36.720634227746274,31.264050901232043,19.809108169147265,54.74778826556358,29.416438396068173,-3.8925677284623554,1
White,Married,Non-binary,-44.68698126906366,114.56203232750106,E,53.02951377948942,B,-6.5596853812037645,76.61007181404719,A,0.6935295017915343,-9.941008383968013,-76.47500341894361,25.418397884192796,33.15530557180829,63.88204589992815,1
African American,Married,Male,-160.4851669068162,161.75502264496393,C,32.195845869948435,C,-45.21357140771895,-47.176073396850136,D,76.35937218934863,100.94211998125056,26.403033841004543,124.83822032149779,-113.67542386117466,-38.91877737237736,1
African American,Divorced,Other,-56.15553869316267,-81.23427163721742,B,42.019166948990154,E,-9.511642772579888,207.69389210265334,E,115.93780700431935,127.20327808608994,-50.35107015836656,-6.435092474191076,14.42228943281289,-8.698622746636053,0
Hispanic,Single,M,-83.56544045601079,58.94756062139732,E,-5.256202721958497,D,-76.08264152960287,-40.01762197205819,E,-92.81160369319853,-112.7399792667887,150.9230671598078,29.96853812491274,101.99929473808757,-213.018688130256,1
African American,Widowed,M,-89.55346329628135,51.765540304857716,E,-66.783726403457,D,-56.48292293360474,-14.193288495973727,D,-108.37502728396973,-92.83935672937143,114.81878424425649,-69.3503841647465,-42.32381631939813,-141.11319094732679,1
Black,Widowed,M,-138.9612929142317,158.54946244512732,B,-108.55324148023546,D,-47.31922076585477,-28.28854936610584,B,61.473724306155205,-35.73675768350624,-95.97659268881452,51.30553970844369,-83.34170406819342,111.87807285184942,0
Asian,Divorced,Male,3.5148288794734235,-79.73053610348954,B,150.13911722633583,E,-11.898607963177085,41.69096881523486,C,-85.61153148116858,191.2267715371334,-19.977022509465943,207.0899539028796,-80.135613196741,102.85150846102344,0
African American,Married,F,-55.694606240843655,-34.57217954348455,E,19.87000206856967,B,107.60437250635289,-9.31132010850553,B,179.49793639901853,128.24312692310002,198.34252316713406,32.564503784942715,-75.97176978754459,-118.32109332461425,0
African American,Married,M,190.473646022297,-136.46647809133503,D,-135.8127090220907,B,88.14399634824316,129.76515020795836,C,-37.27118960339697,11.8712236962688,71.04046933483102,-37.1068944802001,110.20163717463574,-22.135084422228037,0
African American,Single,Female,36.10079684392776,6.766943079421525,B,7.0258780820446995,D,32.4826290110531,94.62637293450217,D,45.74697079853059,-47.7782218063719,109.79568186867539,110.86986305786976,-77.82446605471188,36.88763244271219,0
White,Divorced,Female,95.69536946272015,9.181088381267942,E,-133.85055023740384,C,19.111201141242944,57.201934338817495,D,181.1068451145615,-177.95619305312937,-161.01833125789716,77.4672190984936,181.84909257058746,-122.16871225515531,0
White,Widowed,Non-binary,137.5770040916142,40.3766192855919,C,220.57072902131512,A,-8.086643361022483,18.616274652708682,C,100.55734255453439,-54.35680077355387,86.2155793441729,-102.85379731480202,130.8176434556239,-50.79692479574213,1
Hispanic,Widowed,F,100.70911162520484,-32.70568014944267,E,-42.947202184610546,A,90.92774675442884,9.611299781458344,D,112.09454267219027,148.8870091804899,61.896682100643815,62.403329129903064,-4.1232508961594485,-82.18397505371075,1
White,Divorced,Female,-36.09310383253126,-22.55296739155483,C,240.27585039698215,B,90.62766160426594,-39.295728298597204,C,115.47613002168673,-41.23557073193608,-60.535207916855484,17.071258210197584,15.586581302194965,-66.74167166069508,1
Other,Married,M,-8.634628459095914,-88.18884005678595,B,-23.2288682177939,B,14.045539437462581,182.5397441628596,D,-95.18662040913951,-106.51998722526734,150.3810367272296,-101.8461871688406,-49.82942265478948,-28.654866612469288,0
African American,Single,F,-126.50807395490213,3.3762568472651076,A,-76.85533376014567,B,-35.81800183718135,253.08881688237008,E,-140.6216689490904,175.2768421955949,86.59645358785627,-47.943812297334055,-159.27928282845124,33.377165948262025,1
Hispanic,Single,Female,199.04425759238808,51.49873232872876,C,-117.8648132038498,A,-26.79182395329674,114.95717063418014,A,-35.98755274313228,-113.07054509144562,210.53391270358625,16.618541060883235,40.67680236448317,57.637994645674276,1
African American,Widowed,Non-binary,84.04195080020098,91.50956342844904,B,-11.535965747195585,C,151.86479294575156,-43.84764514074412,B,0.005011215666831528,-83.6952620963791,-16.913984398528832,78.27576329634655,-149.2786086010258,-137.19977666643678,0
Asian,Married,Non-binary,99.61061210916094,100.59981839232124,D,136.34998349188282,D,-70.35150620275927,-126.6981973895726,C,119.63165173663613,-60.81242858322775,-102.54699676891686,24.775926915432418,-158.13373155997473,-57.95161173062077,0
Hispanic,Married,Female,111.4210435567874,-101.68402849387346,E,31.04311035714718,B,58.14629307726764,82.3780911264818,E,-85.86860149262748,-115.5629606402119,-122.04466924054118,-76.16532934519984,100.73632961535685,-145.48744528396773,1
Hispanic,Divorced,Other,-21.089279090612614,-119.43608291915926,A,145.11523401385114,A,-134.316855533083,124.77122233927003,E,145.3645805231896,-33.54052017131145,162.5669638527647,150.45923257509818,15.428068782867324,-225.71160074392918,0
Black,Single,Female,122.18208067687067,-14.545734421943138,B,-244.29150216653102,B,-14.248981358022181,-165.8850847685651,C,-32.30609543195764,-148.9619544929489,100.0105342469479,-29.074833418126232,-74.0176407871323,123.34206805956194,0
Hispanic,Divorced,Female,18.797957668584008,-151.47697328849347,B,61.4839767984486,E,58.941206859788956,22.698416894097367,E,-218.92740769064685,160.46966725464728,-58.56998764879731,-70.90151590389345,-77.63581560130173,30.54163733162674,1
Asian,Married,Other,119.54775210581374,135.2337901069093,C,7.918394782538979,B,-150.85287653623502,54.09092127236627,E,24.938678725889652,-94.04372296107621,48.141082102940416,32.740682108588146,-16.95621257331206,187.6241362952503,0
African American,Widowed,Male,-38.41017376036533,-10.546871114595021,D,19.7887174299836,D,57.50809903641526,68.97962518410124,C,-108.78518675900908,-23.914472081273257,68.73821907208595,42.10437211328393,-74.40417732579515,-34.606428988923966,1
African American,Divorced,Non-binary,211.02613022581698,117.9351803946727,C,9.58669089154392,C,132.84466577710083,-82.58310106453449,A,-76.46484552143728,69.68394983474361,-104.09415145021252,167.33415165807267,57.929298486245706,36.78154625277644,1
Asian,Single,Female,138.73629372778618,-68.27875965959808,B,89.18458470993544,C,110.67921041333966,133.5439250026099,D,-62.82051742600859,81.28857159121631,-24.42245534497219,-29.106039108109826,-62.99527273615859,-223.4889745398577,0
Black,Divorced,Female,-64.46240762057688,-42.96494531378275,C,23.319151624273797,E,-70.55252818138487,111.89770121085148,E,-1.458125891387399,52.32811081865809,0.3398179584223219,140.48770623724963,187.22782534237706,-87.68989537211999,1
Other,Widowed,Male,-268.1617090600573,36.384867453089804,B,241.70256025068383,B,31.81148907503105,-14.989674729197796,B,53.828068100857394,-71.42781909673465,-271.1514398731951,-22.442364698295634,68.88838026535934,82.19082384213202,0
Hispanic,Divorced,Non-binary,-138.1072027635039,100.1517361185366,A,-91.00974179323387,D,-126.44639371231392,-5.448636865844363,B,56.053016544578114,8.62134081118262,-196.16178229647176,251.72054781855584,27.6065206592769,14.404000757618574,0
White,Married,Other,-144.61827515572196,13.419838452859675,B,-88.97136352626201,B,90.62730871600462,127.78265149716266,B,38.075360944185185,83.91287394159302,73.63602251132208,-45.535578843928,-100.10565201684724,89.44006821505316,0
African American,Single,F,-17.498735660933804,96.62512879792818,E,-70.20999129417109,C,-110.38162605954469,76.50464332538574,D,73.76005841287714,-8.294312847459418,202.66186254565173,-51.28373312062639,-151.6321875372364,-167.13253295711027,0
Black,Single,Male,-15.859056232584532,-99.25245141619594,C,-16.91717532988842,B,-36.834573013982556,-54.90404633555792,B,-14.163006400091138,11.235397145851621,36.67018315658473,-178.0144451413637,125.5552116721957,-36.60877113801929,0
African American,Married,Non-binary,-35.99018610069397,-157.32190299732062,B,23.581425561427587,E,11.659150658157131,163.68731273027254,E,109.16495502008867,-104.24103824156875,82.16754092977425,44.61598505882721,-72.22385951940223,158.41452493591518,0
Asian,Divorced,M,-86.17178326136049,7.2176851811907445,A,96.22009874232843,B,29.5514648663523,47.762079881305894,C,46.56194412944071,15.76956234788918,-139.91817188601456,81.38064808407057,-12.493197312133999,32.082179299547114,1
Asian,Widowed,F,48.458438376207695,58.56392501884397,A,-5.112213446884059,E,-74.71430109651226,20.180126029385224,D,-2.5434360504559157,94.2227218706871,-43.06530615741831,24.972022799365156,-146.13360307019772,-37.96149112632418,1
Asian,Married,Non-binary,92.69930547138839,112.26005141042239,C,48.82688728874332,D,64.08023957746867,-110.13796638838164,A,108.60980011803679,-2.052938272724112,24.030777859197546,-117.70107664370715,30.606288369163646,-24.25487341285059,1
Other,Single,Male,-33.364607314524704,-28.30116555148364,A,-12.584717466637318,C,-9.83857397804779,83.83028099507897,E,15.92446922539225,69.00374386349097,29.781109588343995,-45.50092663225288,-90.13321969872858,-115.24246274415073,0
Asian,Single,Female,-66.97823524387483,-94.47412676192245,B,52.53064992406937,E,34.66944543291963,108.15194233355754,D,1.8443839198583556,122.28489343132674,-6.947241303914735,-102.43107945337664,-83.74928012395506,-29.26588989019586,0
Hispanic,Married,F,-27.498557975904202,-19.37448876822457,A,113.32714282862733,C,-56.46351494096097,-182.26020266633975,E,215.7671958107708,-24.711365287797037,126.41633384170248,-140.8183205170912,-116.28200639466965,-54.7546843569308,1
Hispanic,Married,Female,-52.322806367923135,-47.142332909280114,C,52.763195169562074,C,-156.34539619140818,39.27289250932263,E,8.962306501345516,-107.29611534114736,-84.38650847639225,162.55623167737733,19.287228765658643,-65.91484222821296,0
African American,Widowed,F,32.652662595335116,179.30441468311588,C,23.42846927783259,B,-26.43873360125478,62.65721584703802,D,162.03797505713882,42.45481929961127,85.60944768600606,141.27990722728399,-73.85033032173858,-0.7939476806486746,1
Black,Widowed,Other,44.46898185001537,55.51237145730447,D,-133.22619020655065,A,-48.995649399251135,-13.609381608770791,A,-65.6592203907604,133.16235152500005,86.9160118551901,-186.95229656116467,-36.955496514265754,146.94306972917275,0
Other,Married,M,-9.724883112609334,45.52874256261943,B,-72.43669663672357,C,-7.599358628979724,-17.824569239921527,D,78.32776413268735,-69.16343752631403,-134.18013144897088,-130.60251100802802,-168.46401051415378,72.35677064069944,0
Other,Widowed,M,253.6992073173022,129.15361372561296,B,-97.6986646450005,C,189.88685319541173,129.91749786864528,C,-23.51530007009184,93.83847053004911,-76.27393145427679,5.221315323480535,-44.80012262300631,-23.80953831375653,0
African American,Widowed,F,44.83142635300569,0.673687454747656,A,-102.2693798296798,B,-89.49214670059823,-45.46447920653126,B,128.42620540726324,-40.6972418077131,76.66523248396858,-141.32171613960995,152.06708303976077,63.45786752192597,0
Other,Single,Male,-160.05840677778122,-250.87662665450082,B,92.40458142747345,E,-51.83566647755453,-109.592301866223,D,-97.21045348416828,-204.39007879904253,-51.00429867098282,-88.89316644805315,137.84976520728696,-36.12391107959324,1
Hispanic,Single,Non-binary,101.2289148658536,-38.96545952160043,A,-211.02219422018908,D,80.29378417734532,-247.05912093437047,E,55.39211210115496,-3.116774486630203,-181.21449342148534,151.5959933643235,-105.58626421972839,-154.53841976250945,1
Other,Single,F,-49.53511864608037,116.40732838996861,C,-39.641625416865025,D,104.61423816589928,204.2585284916506,D,-81.05996047934528,56.459516251160615,28.168161942003632,98.59603107323807,190.84261797683803,63.76637389982036,0
Other,Widowed,Other,58.392205966059564,283.30962911547243,E,14.44193610926211,B,35.0247178496998,-117.06909597351547,D,-109.08838277889119,-79.824763409765,-34.53437936275591,-136.70670621422022,78.92853006823837,84.240541058616,0
African American,Married,F,-137.3797414077332,-90.01269223575609,E,150.9325144068407,C,187.58409253120317,-81.5706402522818,E,-223.46694909846568,-229.7566672147057,34.278823068798744,82.07325525859922,54.0307237345116,67.90184223399721,0
Hispanic,Single,Non-binary,36.52000249172544,-60.49921282041163,E,-14.31289427378788,B,-59.12072750394455,-24.57773634098565,A,-123.75541778988455,94.41107976670959,50.1001622257084,132.91420447518135,-167.03142576914084,-62.02361769445114,1
Asian,Married,Female,-105.78390582715875,97.1090712329065,D,99.45021469784528,B,-12.731233476301105,9.225689486702183,B,178.41385432676563,128.08730911719675,-34.24426887945338,-31.428977319189105,-118.29508532242858,-145.13614762165147,1
Other,Divorced,M,-166.6694745480248,135.8258468097049,A,162.08165539074736,A,-59.36515076719143,-0.1278855246401661,D,40.61530137093097,-65.668285014091,-22.624106643842882,-24.7161254272613,67.68254687470461,140.93704447044618,0
Other,Married,Non-binary,-126.4519566184477,160.73333180120613,C,102.38638336378156,B,45.52234975410651,-28.837377004626667,A,-37.80509580953688,54.36853639918643,-10.969278970525838,32.211084369800844,-61.04516854200989,101.55805816178113,1
Black,Widowed,Female,-147.28742574591536,-54.62981774523688,C,-63.25246312656242,D,-180.06352590422267,-120.87786989091744,C,-192.7911386497168,168.07256140918386,75.5814649802098,-93.94266800390896,-119.69433331784474,-51.63360107193963,1
Asian,Divorced,F,79.35182686277564,102.59333010211293,D,-124.30683078613798,C,18.43036227415299,27.80119769610565,E,215.12348602096242,56.409704633326555,-117.26743475633211,114.52217297307428,37.01326124521651,111.46150320526375,0
African American,Divorced,Male,-73.40606407009993,28.275788484720564,D,244.92391228789475,C,-27.107281516300326,-97.87376606370044,C,-87.39531002555799,40.452073042040645,16.56832451504759,-30.467250031062694,-88.66214901397925,-1.1564143036597725,0
Hispanic,Widowed,Male,-48.05159914770664,-54.42957670894154,A,86.74482485253661,E,133.10076362808468,29.72684020780102,A,-72.83058858207839,-104.77042097563046,61.34265205931971,42.02471778146546,22.433270614578056,53.80981221646615,0
African American,Single,Female,-54.82796635918342,85.51265156373931,C,20.060134927466002,B,-7.469632433555542,0.09294037528781555,B,-80.20042095719784,111.71123908621254,90.62178259623255,-128.52195318166204,41.3954790935877,-21.72057811832693,0
African American,Single,Male,-91.40444253716112,133.21054500641694,E,-48.36934870664063,D,-138.97959708211906,39.75466558961732,A,16.930813974098058,26.997707567959157,4.376666662180856,63.70379665607013,-56.98260166449531,8.683052702817957,1
Black,Married,Other,-30.3216073225664,16.363927989204686,D,107.57055630606098,E,-14.927459226229065,97.74190149408109,D,97.33958634635829,-50.030603003275296,-1.8997781313462216,-18.86009201068508,141.8846189171828,27.90202837823067,0
Other,Widowed,Male,-163.89849176163068,-45.500382430580856,A,33.04033414235026,B,75.53812342286568,219.57913065699185,A,-119.32231752736786,-93.78505819758011,19.61551389944442,54.894772956225935,-98.89270628797571,-12.332212006853073,0
White,Divorced,Other,109.28711131867415,-59.61196915523275,B,9.42446314464711,C,105.14547673082899,122.87492456114701,E,-18.004306137301676,-51.62948970346666,30.30867503595902,64.05376447453042,-173.09920457007215,-26.970470379575122,1
Other,Single,F,8.60519471069921,62.85565769585263,C,-159.30259488708558,A,24.454947809663526,-77.17276576820954,A,96.73385068638515,-42.695926816305565,-53.30120316837691,-149.87936894257038,-68.84626223805483,-80.00463534792573,0
Hispanic,Divorced,M,-96.01350006657408,-63.279322010946885,C,-13.267804469037983,B,12.828652781280194,-40.74130607513751,D,165.87296460727333,69.54752597277644,-170.57660904081033,-87.50421459774125,15.436481388460294,-186.1453991582422,0
African American,Married,Non-binary,196.28589454808795,-25.788124390999624,C,111.43185832016376,A,176.41430363637318,-117.4021868686592,C,-26.919572629584152,-59.96099384427356,190.232964542386,-239.18627627116194,-70.95904996452268,-104.22238471111056,0
White,Widowed,Other,-133.15959123289895,-18.222918610186277,D,-10.690129403010447,B,-45.17382207281137,-28.295423325580877,C,12.78883420608432,-83.07333700384986,-17.88109860609029,43.34077532483457,-9.482784824318482,34.02474071626752,1
Hispanic,Divorced,Other,29.76657509784662,102.05446292842947,C,36.48304218678878,A,5.373524236346625,-3.5629729019244105,E,53.629026371399846,-25.501261746275688,-137.29541060490337,-35.77202681560483,51.43220509983831,167.35700753619378,1
White,Married,F,84.34218300595181,-6.870192321689436,E,-70.79237058080301,A,-92.013407142921,39.49604570809751,C,-103.81207819283142,-108.28161130084536,-48.79469040490971,141.03841326133173,21.972973979534434,2.632105798239638,1
Black,Married,Male,-105.45846495774201,-250.39465682320977,C,-47.71610102331994,C,-11.372028617550031,60.554198280563064,B,65.27281839810966,190.00160448187572,139.28503161673257,-21.592115734430006,101.65016388790123,19.573422414431594,1
Other,Divorced,Non-binary,-162.43030287622437,-57.747872851190486,A,-170.40678436939325,D,-97.40851550368532,-76.36418251382466,B,76.80764648675348,-149.2466689074848,-141.10230928412773,-97.4233403859364,-33.1916342728526,120.8251828617689,1
Hispanic,Widowed,M,125.7328990115854,74.32519068894672,B,50.22817515545701,C,105.69684063559744,27.14020696828508,C,20.97972453907719,-65.92738263146495,-72.84049416203831,40.42749726381366,-149.9431064294414,0.6729368976925659,0
Asian,Divorced,Other,-10.725883331906964,-29.273925329823957,C,42.60505967463977,E,-96.57065354097547,226.02581467985203,E,-93.32260886424623,-52.357965106935865,13.468099053703353,-4.3821292851645754,85.17335980383125,28.682373224985923,0
Black,Divorced,Male,-115.85285061364831,-13.438632167170548,B,-87.84971160147418,E,-33.41825062580936,12.594361839180241,A,11.872992178715178,-36.90523966723572,39.16604588635612,-206.80143221701434,-49.17078548998746,-209.62447281438767,1
African American,Single,Female,-40.11951205240013,46.802641949716204,E,-62.17323773066662,B,-5.374432812057401,243.5168060276874,D,39.87056912538994,-141.5911488031088,-66.99588278877174,96.6697640111727,-93.15088528740615,-258.99471369441824,0
