age,country,religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
69,Brazil,Buddhist,-60.44739075715765,36.00563068207345,C,A,C,90.09427211004234,-24.41150197615249,B,2.9485206226683696,126.60599610456991,B,E,-69.17751760227337,C,-31.968325303018663,E,B,E,1
34,Brazil,Buddhist,-48.13970252440326,93.25305885397349,C,B,D,204.8044501491805,-5.323775935571056,D,-58.095268277552684,36.748064264118504,A,D,119.06668578967259,A,21.551128007699,E,C,B,0
75,US,Other,113.79729722817451,189.26747952128343,B,C,E,16.868632865917803,-41.47239551342096,B,-8.216992518304709,-24.334902003707764,D,D,-118.55318600517492,C,-30.768467664943326,D,B,B,0
31,Mexico,None,62.63390569335634,133.9486316258803,A,D,D,-55.29190914609492,141.03529653616155,D,10.83679496112269,-12.980715634611576,B,C,-104.3669464439943,B,42.56942122548057,E,D,C,0
53,India,None,60.12882926004557,-115.75068564963462,C,E,C,-0.4916828765054738,25.850995499085343,C,-21.28185280924937,-151.74410091992127,E,B,-35.77217194994978,C,19.245514090910415,A,C,B,0
78,US,None,106.49963923486689,-12.004521126658354,D,A,C,120.80010072132328,32.02955444468106,C,35.19956527098893,-60.04307433669476,A,D,18.1205607914311,B,-89.43176283164613,E,A,A,1
79,China,None,5.337303886727993,233.1061202499443,B,E,D,-94.75274601586625,10.025356595913006,B,-10.136401324682689,-174.4534400483139,C,B,-124.52703624856325,D,45.522436663263726,B,B,E,0
31,Other,Muslim,38.38080884217495,52.31137605728248,D,C,B,27.57046906244749,101.4579131914987,A,-112.16604323528385,94.83380685945599,E,A,162.60983177496087,E,12.66196346704444,D,D,C,0
31,Mexico,Muslim,-301.2745822136908,96.16593135718013,E,E,A,-40.54112289178069,6.912517516324926,D,-113.41026134184536,28.20649952173865,B,A,-97.71966529924823,B,-76.26950981197912,E,E,D,0
37,Other,None,93.54184818350129,-91.72164572598757,A,A,C,-5.817327953121185,68.94108073567806,E,66.47483852888722,-125.69379576486197,A,E,181.73476085992908,A,-7.014658348943826,B,B,D,1
46,China,Buddhist,-94.22810730599535,121.16229890236008,E,D,D,27.031703527023094,16.519224010838677,A,202.52861026478243,-29.98628264828284,E,C,26.494638040755795,E,-129.07294231784135,A,C,D,1
69,UK,Jewish,38.30716028997373,83.36241377913788,C,D,C,166.11676564881043,152.1429766557246,B,-50.58820826458196,112.47145055442114,B,C,-63.68061620645848,C,29.093891037237434,B,E,D,1
37,Other,Other,-48.44911460065863,40.90057131386286,B,A,D,-164.88466844016068,82.11377582610689,D,155.4160170517208,18.996531500522316,C,E,48.37839997672774,E,44.62324924636845,E,C,A,1
69,US,Buddhist,80.36429963487902,-97.1158251687019,C,D,B,-90.84723576795606,116.65882922171373,D,73.60337233301505,93.52899722263886,D,A,-92.03717002236921,B,-52.556754685661325,E,C,D,0
50,US,None,-92.61046391273892,19.89151227039389,E,D,C,-49.16029986154645,82.22550653464612,A,-117.09845161377095,210.4247829234946,D,A,-60.25203280488478,C,46.1654034737298,B,C,B,1
25,US,Muslim,-9.390310452018765,219.96487834645225,D,A,A,-26.934884716512585,107.85956887389942,E,-36.320862888763514,-46.42770345532427,E,B,33.88362877749465,C,205.58690610181333,D,B,B,0
38,China,Hindu,-12.261368065071403,84.44580690545618,D,A,E,-99.3530867388727,-33.655875274633566,B,-168.52360741118434,80.10075097893773,B,C,48.755321064321805,E,-182.11659900197864,D,B,E,0
40,US,Christian,-271.44428917673184,91.35622117113672,B,D,C,62.35912305820165,5.556891442659406,A,-33.400067678004156,119.92692924205721,E,A,96.31295099450834,A,-192.6477189776708,E,A,E,0
19,China,Hindu,92.60745783676889,-19.0663926290995,E,D,B,83.76921004890991,21.87367860967819,C,-5.394291096698432,151.46102910038613,B,A,-34.02448581151386,D,-31.290160038070336,D,A,E,1
79,Brazil,Hindu,162.45059050871583,-124.16227265547512,D,E,E,-83.83795882150275,-74.20035874761189,C,232.01042075230305,93.93486724698418,A,C,131.33168327408546,D,-75.11638293721454,B,B,D,1
38,US,Hindu,73.6146950555599,-49.18751507451174,C,C,D,-99.48186140111791,-31.597064123800095,B,-104.83163660615082,-57.131350896922264,B,A,189.54367746572808,C,-85.30200830282276,E,E,D,1
75,UK,Buddhist,18.471655340131075,-13.97163096354696,B,E,B,-55.89826136112649,151.30817341063664,B,-50.7868669680896,-6.15019255314571,D,D,-161.4411795704696,C,42.40129370522072,E,C,B,1
61,China,Christian,-29.52587563562335,-48.68586055173029,E,B,C,-152.9926880926868,-35.5686456744737,E,-55.09864596258288,-65.8869091854553,B,B,-74.6169818693059,C,-15.93664661336533,B,D,B,0
46,Mexico,Hindu,56.72786412857024,152.2994485427991,D,C,E,-45.3541036647465,106.82417961867694,A,58.429779923806215,88.41578821790145,A,B,97.47361588290984,D,-100.92335146102678,C,B,C,1
60,Germany,Christian,-17.102415623679917,41.63394673336282,C,E,C,92.37432831604747,-105.6321382366473,C,62.27673954898974,173.3117140248966,E,D,-67.68172660696166,B,-42.167541408048805,A,D,E,0
73,Other,Jewish,52.91723917757874,-139.6759495966134,A,B,C,11.812512139011707,-21.808467052883028,A,78.3873182436,-1.5091538201740775,C,C,51.62971531403011,E,-26.459672813487874,C,D,B,0
30,India,Muslim,-0.7578560839968919,70.93897953383495,C,A,E,-0.34283437250016185,4.596459121275737,C,40.69739570820975,-62.585048903935444,B,B,39.54594740751238,D,84.85228576665219,E,B,B,1
47,China,Hindu,-67.41074746925906,-83.46729841534703,D,D,C,-146.76786113593533,43.92521391173869,E,168.43676675145136,-39.47822750368891,D,E,-184.046580019074,C,34.63118606357288,C,D,A,0
72,Mexico,Muslim,69.4380427968442,-20.879710898736327,B,C,C,178.69191764493607,8.769430878592416,B,47.53174370020778,25.248726677174886,B,E,170.22616747845817,E,-80.44045440095475,B,B,B,1
63,Brazil,Hindu,189.13088615663318,38.23420980640881,B,E,B,-14.463145496002468,-24.289019957890478,C,-71.66338737886662,144.0654588363153,D,E,69.53770266532953,E,-98.71648481185782,A,C,E,0
33,US,Christian,93.68344445506833,21.877074776225168,B,A,B,-137.1862853950205,-21.160402453202998,D,-108.78147233905658,-96.91953404117285,E,D,35.497405380149985,D,145.1399811408193,B,B,E,1
79,Mexico,Other,-1.0887333424667092,-136.21277001825098,C,E,C,-2.7036059165683874,206.92526607231105,B,-235.66643998589387,61.95965609673186,E,D,134.48955509575802,E,-52.848502216623736,D,D,B,1
36,China,Other,-137.0028866725495,-104.73452760278894,D,D,E,2.2489193040644566,4.855925042046885,D,27.84530962709619,48.599726318316236,C,A,-1.2181456512946898,E,-51.64723583373668,E,A,B,1
33,Germany,Hindu,-26.559849919403668,168.42340927587884,A,D,C,-198.77537685670475,-20.922149902342287,E,150.43768479828975,63.60257847889166,D,A,-132.73861775619417,A,-103.61604619085215,E,D,B,1
47,Brazil,Buddhist,187.96883276580695,96.44192323713897,A,B,B,45.91489714359773,-109.56858151760909,A,154.92964307653872,-76.00314138191925,E,D,-216.21798529788546,A,-52.102778464957936,C,E,D,1
30,India,Christian,114.80184321694102,132.64113869645507,C,D,B,16.57468487733533,201.23479862923074,D,133.84001648504972,-4.683762067384573,D,B,14.114129521028435,D,55.91390025871529,D,E,B,1
33,US,Christian,95.60210809603309,-44.42164160308098,E,B,A,94.31053473617797,-262.38570472234886,C,49.85183066366055,59.88999228338962,E,A,-116.30874695238771,C,12.801368469973898,A,B,E,0
26,China,Christian,22.4673824245482,75.34790381320585,A,A,C,-54.03836657527903,-23.706195365150737,D,143.5323947350114,-56.98894423969229,B,D,-177.96362349395528,B,94.76934253592144,D,B,C,1
29,US,Muslim,-12.134101487122885,130.15324362472774,B,D,A,-32.74822911260605,-199.56980348809978,D,-25.48217498163583,-268.11809972184454,A,A,-46.74766557786727,A,28.59318003377087,C,E,E,1
62,Brazil,Hindu,42.850874389962215,-9.602991400313954,A,D,A,62.3468006138054,-96.16226902914428,B,-49.488293049250395,6.86318334491686,E,E,106.51494971723446,C,23.54071897806612,C,C,E,0
48,UK,Christian,-4.500318643002212,62.49372686201394,C,E,C,5.316397066812755,143.06979379259607,E,236.15227073817394,152.01259128244558,C,C,153.19123120448108,E,-77.9971025352245,C,D,D,0
52,India,Other,87.55989107964413,45.57212628411239,C,C,E,127.93139069038912,158.39775885876307,B,200.4361706863013,108.27362801844033,A,B,-148.4351137157181,D,-21.302400832907068,A,A,A,1
75,Brazil,Muslim,28.063508755456507,-111.531157606144,D,C,B,-211.6447935896212,58.61529703933213,C,20.3023206866293,97.1864126583627,B,D,-54.86546920906847,E,-61.12114972283011,D,D,A,0
55,Mexico,Christian,116.52153379947711,-75.88674143428683,C,B,E,-30.530263636657857,-81.4109738240161,D,-14.493429523214418,84.03985432671696,B,B,-60.42906822435281,C,-31.777867539714794,A,A,A,0
31,US,Buddhist,89.6014227259163,-41.73495911073382,D,C,B,-97.57432827131616,-82.28253962236445,E,187.046595129239,-12.987536867069686,A,B,-35.39832843601503,C,163.39605722394975,D,C,C,1
37,Mexico,Other,44.48275235218125,8.415249936218954,A,D,D,40.54400199129722,7.5058162331611005,C,6.725195995854466,-27.600224712642845,A,B,-225.93665705368537,C,71.95518389470361,E,D,B,0
25,China,Hindu,153.2162506154718,39.91294089761623,B,D,C,-88.37843718859504,137.52727225922678,C,93.46100739306237,34.40995558111202,C,B,-189.20489354549244,A,-146.2907630799516,C,B,E,0
22,Brazil,Christian,-81.11002321761039,7.024757022479955,D,D,B,81.58620472078971,82.19513660702373,C,-31.07322990686493,245.66440481859573,B,A,72.47171639642501,B,-54.13529836931633,B,C,D,1
69,China,Buddhist,-20.009511306554614,-86.74245392849028,B,A,A,40.523661453452874,94.79368010458943,A,-122.23518096628656,-216.76900476857543,E,E,34.752120217967324,B,56.02376948368575,A,C,D,0
37,US,Jewish,117.35846865221478,-16.39562044073797,B,C,E,-8.844293359050534,-42.031068936313595,D,137.53999650275654,-11.349053928186772,D,C,74.34120824933068,E,85.4837756905626,A,A,D,1
20,Mexico,Muslim,87.8449288469518,-16.46674451552324,C,B,C,-48.367919173622724,108.1083937662417,C,118.68406317549203,-9.353761659275865,C,C,-18.87751687794011,D,-40.19708315725706,E,D,B,1
67,China,Christian,34.69264307073668,-13.953397422772548,A,B,A,16.30180694904901,-0.22200334402132396,C,-76.36723297016214,-130.79383547955908,C,C,8.352042377508477,C,-128.24334323492718,C,E,D,1
75,Mexico,Jewish,-138.17149264585348,28.000246363522596,C,B,A,175.1935569112691,-127.65277062703608,A,43.7327819965133,17.966734307580136,B,C,-20.007907344544048,A,-118.59437443586222,E,A,A,1
25,UK,Hindu,-82.72791641123591,-123.10406934534832,D,A,E,-16.68709505549361,-237.9970307562882,B,102.30408455991378,-29.424373220503398,A,E,-120.03598628787813,D,-240.87756804000122,D,E,B,0
43,US,None,47.62425021556211,-174.48263457044948,B,C,D,-40.231418825633,-140.6103512832342,E,-46.06490554749685,277.313102892863,C,D,46.506815008516185,B,41.830284234708856,A,B,C,0
36,Other,Other,-68.98791284140222,49.615638130597176,E,D,E,-155.05746221538027,100.19583174663138,D,-87.45316183668969,180.8334897970965,D,D,133.8912852932076,D,103.7890513076352,D,D,B,1
76,US,Other,-79.24513062192963,-22.721875680257494,C,A,D,18.855198624643556,44.45118056771447,E,35.396847987959724,79.3687117195232,A,D,-46.1630635613935,E,-82.95074994129577,B,C,E,1
73,China,Hindu,124.36801208390422,-66.03276107417211,B,E,B,102.59519348193949,9.193016076284135,A,-51.98409610887125,167.61700452296125,C,E,-18.40148589997808,D,-76.96889047658476,D,D,B,0
61,China,Buddhist,13.578465464811273,-9.706411537135653,C,C,A,132.6244979453289,3.712709034001193,C,19.114395057334477,94.61872264099476,D,B,-49.20890160430493,C,-21.741557357440506,C,C,C,0
39,Mexico,Muslim,-56.79170400202036,98.82007706456565,E,D,E,-16.593366126053194,23.776199520273106,E,-61.96383275541155,52.53279937638674,E,A,214.49609843008201,D,94.86355720835874,C,C,C,1
41,Brazil,Muslim,-139.9434989995247,1.063668285253488,A,D,C,-67.55705719342043,10.05032873367901,A,22.93908008953581,126.9381849591797,C,A,-82.27691527649591,A,-73.28301111932701,A,E,E,0
77,Mexico,Buddhist,-105.25422680184577,-53.19688002893812,A,A,C,-16.218383807576267,16.08442386271273,A,-27.386110936436896,172.53774847791513,A,A,-68.93076691373899,A,-146.626694646574,C,E,C,1
49,Other,Christian,45.820588687417946,137.27643571122834,A,B,B,17.37712844375357,-278.38961964185205,E,32.877193864901976,-71.89645643612698,E,C,-76.19083610802848,A,31.620699197692765,C,D,E,1
73,UK,Other,110.69594906995582,-126.2679970977719,D,A,A,177.57584089569994,-100.5940505001272,D,100.04903514205485,38.94317735820832,B,A,-136.5984745980548,E,23.967942525951404,C,C,D,1
61,India,Jewish,87.40511326517604,82.4081454833828,C,E,E,-76.68076840813917,63.369817960848906,D,148.15554969294345,-103.35298179040448,E,E,-49.98110051008828,B,46.88297473769943,B,B,A,0
59,UK,Christian,18.867733182725356,-167.75007165213057,B,C,B,-53.70350190599375,10.926395015973961,B,54.537906323951205,16.03891618702611,C,A,-13.293741866820923,E,122.48948772158961,A,B,C,0
50,Germany,Buddhist,-112.27377043942595,101.96673183017302,A,B,E,-42.060152441125375,-23.40367354557853,A,-88.0125439419032,-7.574494694320559,C,B,-117.880693194552,A,-154.00744836349014,A,C,D,0
45,Brazil,Other,77.28683783653535,46.38599803575697,E,E,E,-80.44458126920247,158.6420145601721,D,132.4734665268397,71.66866476191264,C,E,-32.093804015401105,A,47.05674355892515,B,A,B,0
30,US,Other,28.279000909045678,-87.5730154416656,C,B,D,88.14572243768032,-95.45382155342564,D,119.15972425079666,33.2757522779121,A,E,22.763500158719623,B,-63.22628369342067,E,B,C,0
65,Mexico,Muslim,-78.90248480134568,101.24752141743272,C,E,C,-63.91915591545306,-25.275279931264045,D,-69.67233319737507,138.05261374155032,E,C,27.237949903307364,B,111.92613622564221,B,C,C,0
45,Mexico,Buddhist,-105.66327668268971,-51.45954979963675,C,D,E,-160.10312215622153,-47.774639723530704,A,34.34100189650229,-104.96064725712426,B,B,-185.91391140830655,D,65.89367513358002,B,A,A,0
66,China,None,-83.07335669783794,-20.628812945926345,C,D,B,-189.1590445519906,1.2262141413176502,D,142.60476391786213,-72.82045744560294,B,C,14.045231870490502,A,-38.79514993593307,E,B,A,1
64,US,Other,46.26684141952105,-45.75480669906156,E,A,B,64.22852689671478,134.03882111092392,C,6.867203670313825,-120.69230482103399,C,A,100.93699038131973,E,-108.80579934870886,B,C,C,1
57,Germany,Jewish,172.93963905023477,-114.20600547293007,A,E,B,153.61112680976817,-166.2619646658061,D,-44.530093472516405,155.75495372970084,D,B,-52.08127540542177,A,-163.74127788699673,E,C,B,0
22,Germany,Buddhist,-225.56899431083886,-159.17135203065845,D,D,B,-86.02025095804645,4.87812255550764,C,176.77233322104735,-209.1202206040598,D,D,66.61231662641313,C,-15.46678535691465,E,A,A,1
29,China,Christian,-6.718411692062729,-72.68619590437089,C,A,B,-29.073137911486675,-79.25463971581011,D,-14.875558513989123,-92.3917052289214,E,B,-20.281854188838068,A,58.43218178232399,C,C,B,1
26,Other,Muslim,39.6444157353933,-86.27574346812482,B,E,B,-114.22644732864822,109.82960594389625,A,53.349043423454724,-88.03493191901812,A,B,106.94525412935165,D,30.916992988130897,C,A,D,0
64,China,Muslim,-37.37180705960102,-89.03043347609484,D,D,D,114.59228413138925,-104.66318051647015,C,-174.30448195825937,-29.58431467628193,E,E,119.71058304318451,A,190.49227983341405,E,C,E,1
63,Germany,Hindu,-37.81845465425523,129.4938564673778,A,E,B,41.66585063429999,114.02474479469498,D,-47.09485789512855,-57.620802983239884,C,B,145.69798631120042,A,-105.35636533780885,D,B,A,0
47,US,Other,63.848409359754775,-83.20564633844867,B,C,E,-46.08804294246229,65.26950133851128,B,43.02412488947683,-92.23357313636919,B,A,52.828478483816625,E,-76.05201294722508,B,C,D,0
32,US,Jewish,-201.5500673160873,-143.55131722133504,B,E,A,30.68281934425302,-63.446655379803396,E,-149.40015934913387,4.089066447639741,E,E,-53.37538543420604,C,56.341031191766234,C,A,D,0
74,Brazil,Jewish,-69.67422311061489,27.516236576081777,C,A,A,95.09155002218043,1.1708059790864276,D,-96.79765722759865,106.32494998400001,A,A,66.8105957508958,E,125.90751916166909,B,A,C,0
40,Mexico,Muslim,-144.46404598754114,101.49567274153898,E,E,D,-126.27054767181588,-142.03659206217387,E,-169.25643632433983,73.20232568178623,E,E,9.60471477466097,B,-97.5799073839836,B,C,A,1
64,India,Jewish,-24.155560472588334,132.8843468771955,B,C,B,0.06056238038377968,-86.66539756604841,C,-37.07623190304935,182.4926201220059,D,E,33.519792553778764,B,105.5974519541474,B,E,C,0
40,US,None,29.19122402114538,123.7941676706495,A,E,C,-8.466432764614181,-85.26246521184918,D,25.9781014316405,55.861782226460896,E,A,24.002151763040867,E,-13.11284931285533,C,E,A,1
78,India,Buddhist,6.180547399049813,-134.56145619287946,B,B,A,-13.713923519801094,-153.4904038244538,C,48.48305133938883,-15.58441611348583,C,B,87.81350775562782,D,120.80596728315692,A,B,C,0
51,Mexico,Buddhist,-27.206908834204764,127.52952711492327,D,C,C,139.07383666884314,168.6989031733399,C,-29.94109060626145,-29.309690220937323,C,A,59.73440416636895,A,16.590618466884962,B,D,B,0
58,Other,Other,118.1994025642372,91.3103481507248,D,D,E,61.43212039856124,9.954519246422306,C,24.86228677058968,13.772776150119498,B,B,45.864252398587375,B,-16.101167637165993,B,B,B,1
65,India,Hindu,-69.2986320651574,-0.369575344947795,C,E,C,172.90666293512913,67.90385686084201,E,95.65502270423491,72.60845512437601,B,E,-44.2015678292095,D,-52.91502966110354,A,C,E,1
59,Other,Christian,-103.43859934708772,-49.97828510897952,D,E,A,-30.579643861509243,85.89414883192092,C,61.86492790529634,-158.12083671197342,E,B,-181.08810343760965,A,-42.417141809260286,E,C,E,1
