Nationality,anos,age_range,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Germany,23,26-35,Male,E,A,-76.87687717926165,0.26158094524492503,120.09818837401056,-15.360566677843984,-17.306745857710396,-69.93407126587532,-29.75749986605188,A,B,237.66823755651316,-86.37956108102426,0
Germany,19,36-50,Male,E,E,-159.75374588218256,30.237143140720775,-23.676800085193612,-55.42895750116704,-96.24969762559054,9.39544700297785,61.212672728123394,E,B,208.81837014531945,-186.19948540553276,0
China,27,65+,M,E,C,-78.72523665026549,-80.8473662483674,229.6930898501416,-80.0584508864029,52.92574632749213,5.283243967776382,78.38163536467779,D,B,1.1621279576921213,-7.95268196144997,0
UK,64,36-50,Male,E,E,-68.86530005951596,173.539617770633,110.51806494311391,-25.8373450417437,-136.93262067368826,-78.86305704638139,19.320031138389865,B,E,135.83849689416192,-62.73451682133144,1
China,71,36-50,F,E,D,-26.852750976671313,67.43358069367638,-76.33075242934187,189.25378642245965,114.76295672861067,-61.73355817081426,120.47540549830586,A,A,16.315768933958292,13.091059293067156,0
China,78,51-65,Other,D,C,-60.825470831628856,-3.305975379065728,-18.001574555780696,23.34074424265923,37.45560635949951,-33.227087488525136,105.85104844634043,E,E,57.63512755998575,101.02306936359867,1
Germany,74,51-65,M,B,A,-54.45098833467621,60.35781154847663,-14.220254227740773,-43.19341487106897,-175.2914731022114,58.46745929899575,84.0229142891551,E,C,-4.627438141958631,-157.4302678443662,0
Brazil,78,26-35,Female,B,B,-29.894085778136535,-37.91759301995556,-103.15185552369587,37.529283823477456,-6.212933506345956,-54.348053610821026,-168.01890440358366,B,A,154.01668212524183,23.63479132761323,0
UK,76,51-65,Female,D,E,-212.9578048884054,111.6343361702784,14.596263896465727,155.14115996393926,30.454297383149537,70.35094637048972,157.37895415054922,E,E,-84.52210752880603,121.96544977942156,1
Mexico,45,26-35,Non-binary,E,E,41.44026700531676,-52.44761581332459,-92.10183852530692,85.24235485474672,-4.510077145684192,-73.11190906911517,142.5906529822103,C,B,-17.626996529563822,-0.614364969108329,1
US,23,18-25,F,A,E,199.1612188016368,57.463789615197214,1.8153447028733056,-262.2509912701874,76.33669172617135,131.05282751637986,74.03878568617547,D,B,32.50063284197163,-51.705465095105886,1
US,57,26-35,F,E,E,-145.70712010493884,-20.49288564670042,1.2562648780550567,-38.451098947638776,21.16896264689111,49.3635497049114,-3.9554173368910353,A,C,71.8765064552472,-34.00221324311259,1
Germany,47,51-65,Non-binary,D,D,73.22558393815454,-106.31264900814965,-79.58387598025857,-18.39624318789575,-96.69436695296618,-38.93860353475331,44.137229299009086,D,E,-49.14626295000718,85.03639547534443,1
UK,41,36-50,Non-binary,D,B,-94.51181195630386,-193.1334501929242,-42.30269095016299,-15.073566643379092,14.858935411224014,-114.91248937563125,94.43432355330565,A,B,-1.7498296476077806,-3.5227840583247167,1
India,73,36-50,Female,A,E,-26.380007264895898,62.68310574177781,98.24379659108598,-204.62033043499517,2.094538543986806,-44.91520801362081,84.06251776731371,B,D,-109.4399982935133,33.582877280243466,1
Mexico,54,51-65,Male,C,D,38.325859378342784,115.2373701431764,-99.01227605352283,63.61292991070636,220.24682219282016,159.8145358771616,-61.87873342696102,B,B,100.05800683175347,-4.779388593945339,1
US,44,65+,Female,D,C,-83.86974030551531,52.70119606100441,-23.2451561478121,91.08023928395869,-28.889941467904173,32.640168832219416,21.649051044662365,C,C,52.420145647783315,-123.93889782879187,0
Mexico,29,18-25,M,A,C,-223.3219722444968,-19.47314505141549,198.78910433153274,-115.84323081496208,-147.24025615331618,-169.70209697510757,33.14094019552361,C,A,-27.267385047819893,-245.34464775625312,1
China,34,36-50,Female,D,B,99.34798100225363,97.29977402615178,161.22650178897618,-37.31424192341029,-9.586755312347796,-50.91016942030363,-55.067515140341015,A,B,-0.18180107615400218,-146.3782709431958,1
US,74,26-35,F,D,C,41.29161014629159,-64.2690575242434,38.33395452277367,0.7154833198953827,46.462514946224985,-139.7822461825015,-13.628772778042556,A,A,-144.96143693949634,254.67411786584893,0
Other,60,51-65,M,D,A,64.93118990853564,198.41366151998272,160.77014485565292,3.0020375517871423,89.64403577512762,-138.68533786464576,42.30593144819891,C,A,13.16360905646167,-62.88355102401876,1
Mexico,79,36-50,F,B,B,78.19048696762526,177.4463616273302,-163.14479772009187,-81.92724232854027,17.304380516874808,-108.78178913283305,-12.239552202560336,B,C,-18.49952170522828,48.34837706919067,1
Mexico,71,36-50,Other,E,E,-55.269343622978184,-32.84657274838148,150.99477705459492,-58.811790349101656,-41.029624316897134,44.96485223639444,13.151036494327368,C,C,-15.907931301264503,-241.45642034369564,1
India,25,65+,Other,C,E,-36.57743790386334,-25.211714397106483,-72.56965193775262,-210.30119945219158,2.6450391218562213,128.199439672729,-100.91790399121857,C,E,-126.38521470655569,274.38154654859034,1
US,42,51-65,Female,D,D,21.993750746677804,-86.28788314881571,-48.051143496326674,60.59417068731216,25.835397167059764,54.91636522387733,143.1252305543487,E,A,101.94793308677788,-50.89672084062329,0
US,57,65+,Non-binary,C,E,-72.82662008528989,-59.918151058245684,-74.13472475966879,-87.30162904368567,-46.845354685660766,-8.529030459363378,-96.80470783979176,E,B,272.3214938120474,-266.6852520886835,0
Germany,37,18-25,Female,C,D,143.2396954264637,-48.9514039982185,-222.02080601725305,137.48620325056584,-65.78462950329484,-58.431635808686835,52.685920841351184,E,E,149.7538976162725,110.3980076518217,1
Other,48,26-35,Other,B,A,-202.10117147583927,39.761423945380244,68.2088908739138,95.64561792347294,91.77885095681894,13.262155001199675,13.63813212944239,B,C,-155.26505806931362,-35.68955189748252,0
Other,42,51-65,F,B,E,-27.464487018200785,-131.85800424137994,-9.213711582845956,25.884930908596658,89.30943038333957,-73.35803359686733,53.83876063544734,E,D,24.612801161640643,118.39210190886698,1
Other,33,36-50,M,D,D,41.009292749001006,-55.32960839080607,266.01363933838326,-160.02816395848012,-2.9673733653068743,79.98534863837048,-275.9851434596128,E,B,-60.788608746635845,-110.65041594494276,1
China,79,36-50,M,D,E,19.862012304658172,46.7260567280082,108.77996250025576,-7.278358372585064,-19.11480088862164,217.53883924800525,23.050684624595675,D,B,-67.67210733560732,-55.204588124433705,0
Other,70,65+,Non-binary,D,D,-148.64617687254068,65.59936022408537,-78.93116113543064,22.837438132860488,128.90117788972975,-44.61970811808298,-100.85126757415136,E,C,22.195582875753896,75.8067607792995,1
India,42,36-50,Non-binary,C,B,22.94530839935201,24.466673088500286,115.01178306827886,-26.855108125960747,-26.074339847126392,26.319510426000566,-113.83580907020607,E,D,-66.53384926554581,-0.09238145749606352,1
UK,39,18-25,M,D,D,152.1458956291619,40.167603320547975,67.92331881749966,94.05416635281163,77.1918812080968,30.90319755858867,-16.24650089798588,A,B,-23.04194698721664,-15.06550532043578,1
UK,30,18-25,Female,B,D,-15.144202517514268,-62.400290030886985,54.64409871951372,-71.90781751070675,104.2603710471618,-37.35393642032207,-100.58089228428506,D,E,-100.43106402459117,-94.91887052149536,0
Germany,34,18-25,Female,A,D,13.454085308925686,7.514939215122526,94.54264350191386,-33.11001846053815,-105.29779038634611,60.14161526934835,177.9029767438386,E,D,104.39687325977003,193.15135561615008,1
Mexico,60,26-35,Male,B,E,-77.143330512034,220.9267190730488,38.84922196645711,-12.517264745424509,67.10067188239067,-119.21439093437553,95.15807670807726,A,A,69.17098343593283,65.37941270180954,0
UK,63,36-50,F,B,A,91.04861493358095,-86.12756487390357,-0.317530270687849,-34.094754524565786,165.0979073380468,-31.946903872009543,-87.07424743233969,C,E,53.03651927691774,-49.30202622566996,0
India,77,51-65,Female,A,D,-20.561219277744776,-84.92945036170624,84.0784134457565,-141.2384771801413,-147.32342432499416,-108.51536949285745,-134.05570620653464,D,C,-21.9671354557327,139.4050656464904,1
Other,76,36-50,M,C,B,-72.11770164666137,108.80193627899963,165.18229424084464,23.932470117434434,167.5839974139022,99.38651388057691,-58.47050229956435,A,E,58.945208066046206,17.375760886505564,1
Germany,72,36-50,Male,E,D,-45.661241351424806,65.86732431799062,55.96194495352267,-74.93427212762744,-15.371243584191674,-46.60805749835624,-95.65706265891264,C,D,20.025225261011748,-81.47123077124753,1
Brazil,48,18-25,Female,E,D,-59.94971823406268,-113.86098643285038,37.635425219793376,-53.249760925432724,69.6377365897055,-112.20227915769483,0.0801523998317043,B,D,2.9281616549943346,74.49629742501529,0
China,60,51-65,Other,A,B,-67.35392661122991,0.10631011195631854,-5.167606296265321,157.83486551229433,-42.514294022488805,-41.767214815700704,41.74397717446029,E,B,8.165852911130298,-62.74647853289886,1
Brazil,34,51-65,Other,A,E,-59.273682483041846,21.845717326141273,-40.8487868679163,13.861364200098242,-12.387679122463462,-30.537716952986145,-19.34944213444565,D,D,-37.797715034278596,-137.69554270692143,0
US,60,18-25,Other,E,D,98.99163344245827,46.27123721799727,108.60177184281461,55.56742546940006,35.67617646095729,22.84250420915786,-71.29057711383466,E,E,115.29862842334346,94.39186357209967,1
Other,47,26-35,Other,D,C,-12.848384073675865,-75.65500780591123,-46.82504351168537,17.52564761197041,-209.20438852639825,-80.54922845790547,-118.83262849648233,B,B,186.28970034908886,163.00308745890044,1
US,63,18-25,Female,A,A,117.34757208189552,162.3626696683972,41.99870513758399,50.10227053709474,77.82157184550094,111.67311790602876,-25.308064182473917,C,E,-24.5035825338315,-32.93952343474202,1
UK,65,26-35,Male,B,C,76.77289476433432,-87.27896552273,45.974538601440116,-98.02337717143446,-359.08496555307437,75.69158336610408,-54.08972876876288,B,C,-29.090052961330688,16.154791378463578,1
UK,40,36-50,Other,B,D,-23.419414793181563,-192.08285454110361,-40.40452932525073,-60.32072027294721,63.90445710799194,-17.081686827593014,-46.397987576084304,C,A,-45.301822203146564,47.147627301104684,1
Other,54,36-50,F,A,C,9.108434644554949,19.513913813798347,-86.83497951064376,-70.62145666872428,104.10023919190434,42.805951437115574,-188.7020383700078,A,D,-3.7139466352759514,-68.99728014823977,0
Germany,55,51-65,Female,A,E,-55.17266599962721,-39.45622581557345,21.706553469943334,-70.62671691897391,83.04892644226965,-51.543555897164495,5.948931849351134,C,B,41.68688551236537,111.08498961081526,1
US,58,65+,Male,D,E,-77.62951097729962,-51.33085011466385,-45.78291183404633,39.596163821457395,-45.44810956425291,67.9190592243239,116.04470647025931,E,A,74.59129362583182,-46.47632618156316,1
Brazil,47,18-25,Other,D,C,8.23242152838535,-30.107374086078465,-76.39332344960465,-167.6643726338752,-57.324193757508326,183.66981755133403,28.436909283064406,D,B,-33.921121344864794,44.10667468458262,1
India,50,26-35,Other,B,E,40.31707378231214,88.56592051561555,-68.75937171881948,-133.42767458682636,-62.42416449531265,-7.728221435500569,60.66977962841098,A,B,31.216001681588217,17.365323838473383,0
Brazil,25,51-65,M,E,D,48.05472116011673,-49.58513287525961,-73.01977686286017,53.5180806636273,27.67077166641207,-135.2052968487136,209.54240097483935,E,C,-141.56881517628312,65.05649774718458,1
US,70,36-50,M,C,E,124.95628796246699,73.9505857877551,39.128019837289415,-44.641357810174654,141.22338645492795,195.98330947002574,62.31920199757975,D,D,76.50582893975172,31.22643878807635,1
India,58,26-35,Other,E,C,-51.392852884075566,4.811122624895526,-97.2881987479483,-115.40481633788573,46.429729456011984,-2.1428019255876825,36.802368879932885,E,E,34.49723027263157,-17.53097807791323,0
Mexico,31,26-35,Non-binary,C,D,17.528408273504347,-52.191920682596724,-35.12167868172715,130.93431182768535,72.14222382797513,-51.0741762868444,123.82747489536683,C,D,-152.250647432317,-138.6501041511816,1
Other,45,36-50,M,B,A,-28.8011623031838,-1.2769268474646707,-204.9317290977268,49.01171638858235,164.68742637490067,22.144152069357478,154.22919774268104,D,E,-0.3699332586467074,95.49430971610477,1
Mexico,32,26-35,M,E,B,-15.965193871959388,-4.390241936427322,-41.59163283321418,-158.27356353105827,67.69531246263854,-42.62525879516933,78.64116885432968,C,E,-23.837103028437948,-71.74314549304097,0
US,48,18-25,Non-binary,B,D,-102.83125110672393,-33.38598774026929,-142.40655989077501,82.86540977779217,-88.19537186486866,-67.49148718650213,34.577709918099956,D,D,95.50351847817944,52.69711343221783,1
India,51,36-50,F,C,A,133.09910758055202,50.64706122289686,140.73502710733382,-48.469528971355764,-143.38392930855525,13.599449337802563,-125.25436902007203,C,D,-1.9561140970060138,-7.874167330858263,0
Germany,57,65+,F,E,B,-146.6073682847815,58.0698936034939,-304.81079002364606,-25.6164387901955,1.9091945241424089,94.19656970541959,18.762970864825977,D,A,10.520866259160837,-26.138441641110443,0
UK,49,18-25,Male,D,B,-23.033674500088544,86.7670033553591,-12.411926623370249,-31.987725224382675,63.68424536362943,44.8622423768066,176.8124960228966,A,E,-1.9972321132314583,95.43638635848667,0
Other,69,26-35,F,B,E,-20.290945282153032,-153.1251674288,59.099800556735104,1.874337488328025,27.268522708200386,51.34828904587464,1.8904755078798452,C,C,86.58629260157063,-81.72911082304064,0
Germany,52,65+,F,D,C,-233.51554586445903,157.57387052686042,169.27501510953456,-28.298758453376987,183.36378290978067,67.50463899013909,-50.66966506659241,B,A,-14.512940272772997,-75.73617133363335,0
China,19,36-50,F,C,B,104.24104650631428,165.92342149870214,-99.53104746520192,-10.257571185377442,62.93731197068612,-2.123812608840876,120.15214537017542,E,A,18.12754738094865,96.42643735796754,1
US,60,36-50,Other,A,C,-147.29428760765998,96.5371120204477,31.719095333023944,6.198238898499454,-77.66217038554612,-9.862886221348594,51.259704667351066,B,D,101.58182531916174,-70.33841763667971,1
Brazil,55,36-50,F,E,A,-102.85816051654434,-159.34242381399665,79.6593598002588,-16.36935201729671,-99.79323769404249,-76.06486024960854,-82.43807311765994,C,A,-132.92586469721047,92.04296794839213,0
Germany,62,36-50,Non-binary,C,D,80.41958115130929,71.11176034119872,-44.09943159319768,100.08435239674169,-120.70637026881693,3.9112994367750704,60.05112106304089,C,B,-52.52379942810914,24.227422713911203,1
US,64,65+,Male,E,B,13.348641780822357,54.18427619099538,53.00282014493833,-114.33211841481624,16.208054712317416,-110.23090346231102,-98.32191428578776,B,D,84.57465770308448,9.867949308951111,0
China,42,65+,Other,C,A,47.06533296820285,43.67129669456389,-45.53493697819434,94.18121171631428,60.33886934227084,-28.565579390373657,157.7698263719265,A,C,57.586212972892284,-42.33584553241585,0
India,60,51-65,Other,D,D,-62.77827080174219,-121.93943980122297,132.1668789713998,4.594197779293035,-92.19427615729987,39.472160288828505,-118.69702318446409,D,E,-57.00010335676479,85.58946511849507,0
Germany,19,65+,Other,E,E,45.60838987734118,-16.694434535806455,-185.6246616644703,91.87117928489977,68.83649433484199,116.46351793222738,-6.850418916456083,C,D,-163.7646749673901,38.416208126738866,1
India,54,36-50,M,D,D,0.5439665768006516,203.88159012589085,97.7081260937364,136.75856273542564,9.220206921044245,-64.4315343045387,-73.47313231557729,C,D,102.93572304298017,-58.294158714593536,1
Germany,73,18-25,Female,E,D,34.31019105306394,17.787887523233177,-87.72343106796147,-70.78626614981648,106.75524354804313,130.2280219465988,71.21735684187632,B,D,-81.20389193536339,143.4846491786925,1
China,47,18-25,Non-binary,D,C,61.16622212306697,-6.328422318756996,121.18066940770818,173.00718889868855,191.13957723826283,52.30017089939744,-66.07763431150204,C,A,-93.864088834144,82.80415806611285,0
US,35,65+,M,C,A,92.43376490914007,167.46667398820338,-16.273163297731124,11.719577458269375,122.14527978559944,-62.0695871118515,-65.3761409791644,D,E,-73.43027622737355,123.0040204838122,1
Mexico,47,51-65,Other,E,B,-32.556359001789396,84.94175380614652,150.61347843213602,-21.211114971693828,-81.87807415144816,-115.52426467350574,164.9424603275522,A,C,-11.856965980791895,75.67326388402581,1
US,69,26-35,M,C,E,45.38323666878493,57.82991962108268,-83.82636402313311,-77.66131359280568,94.05962886043427,152.5503481963514,-317.04589725500864,C,E,-114.98936805126611,-182.59210515695193,1
US,65,65+,Female,B,E,94.97154855639464,36.14409038672653,206.51450819472612,-72.77453134824697,44.46171859845232,-26.504115509402837,-141.72638332889196,C,B,-135.12395787695922,23.18601985576956,1
China,78,51-65,M,B,A,17.24535742058984,12.728411289868525,8.89976268627679,-39.02105885943434,-24.513269551504035,-52.738520787768294,124.05293732222367,E,A,59.88416495591401,120.79954738830989,0
India,73,26-35,Other,C,B,92.32917104097203,-49.81389789769749,113.42063878927966,-11.906152989617985,-114.98586194191887,-23.491112868761093,199.01340088886414,D,B,12.872591488634189,66.5096221698388,0
China,27,26-35,Non-binary,E,A,117.54952261168185,90.29093527828368,-52.804091998499224,-21.82823349669496,-108.90743920164716,188.24889869059166,112.03866970545886,A,C,-96.33823710300639,-42.971932031933235,1
Other,36,26-35,Other,B,E,-178.85490576015357,49.040992715270406,-11.32830757324698,-0.3362140399603702,-15.670786204932643,60.77673953902967,34.359091832764086,A,B,-9.217992714415773,18.536071291829188,1
Germany,38,51-65,F,D,B,-24.809823011067078,-28.775711662035803,-40.83464827864132,11.527662189016159,-25.201167386778895,-0.9598417967042049,-137.499035436661,A,D,125.47095839789395,-105.53183572528575,1
India,60,51-65,F,D,E,-24.03733042645248,-150.4731136493644,-45.61501262374324,-94.13094714948981,5.338855984040036,8.423359908336415,105.66250063691712,C,E,-198.99401291776053,53.71610872364535,0
Brazil,68,18-25,F,E,C,-44.07055395317845,86.17865012810874,102.28367704616825,-77.98216360987934,-266.9476518782309,-95.06089035888704,86.94493838269425,D,A,-38.93700948471795,58.31873129078543,0
India,19,65+,M,A,C,-1.2670781347763151,28.092923785154124,184.48473707759106,5.698515722546723,-142.22239064964864,59.69102265115283,26.997365132196123,B,D,-85.72841955008941,-130.28820242420778,1
Other,41,18-25,F,C,A,15.662740116393373,54.116074713622886,9.251996682753626,106.06512371634614,-23.189831407006153,-68.49472755549367,-57.078154872301944,C,D,-34.825785154310715,-72.65367911974923,1
Brazil,43,18-25,F,E,B,168.35108812249368,21.06636811854773,-1.4658435560375658,-75.66099495648965,-138.49784458691522,-133.7025007439935,-60.4135336744271,C,B,102.02825859832629,265.87409708467055,0
Brazil,61,26-35,Female,C,C,21.379457779512933,112.28405164293429,123.86270432715956,25.863063205351217,-21.553251153166826,64.96875472884203,16.438965429259035,B,D,-12.02470989641545,-13.537992038465793,1
Brazil,34,65+,Non-binary,B,D,-118.30714359070511,-1.303399547601077,120.39096542709848,-129.29734906785734,-146.26718893045114,-70.36062817861112,-128.3319279573928,B,E,190.25318165666093,-74.32743574843332,0
Germany,53,51-65,Male,D,D,-148.38415977639534,-78.18433087724775,25.349557598083933,-10.258699509836493,-13.140143493566184,43.55379572582306,199.79143298582832,E,E,-72.38213959821972,39.17740806492001,0
Germany,67,26-35,F,E,C,-56.047540910699546,-23.38337481229438,0.8950029353754881,93.82200101234612,39.624454471721144,16.6046069401181,1.6772127514642319,B,C,-5.695075144634644,-95.8482375895689,1
India,51,26-35,M,B,B,-111.602462577351,-56.29860267296893,-70.70467835921774,-65.3727826478009,40.23433139573654,-41.34100210987199,57.8474703750212,D,D,-136.25372696045184,-113.62657586172213,0
Germany,45,65+,F,E,B,87.10282172538395,-83.55158458272567,-116.6071099299869,83.32301364463379,-43.810166979806695,-21.249347761474414,-60.253140119392555,C,E,-84.98829790167495,146.8323534617486,0
Brazil,76,36-50,M,E,A,134.98063291108758,-45.43532908289022,75.48632779748442,71.08647885201854,3.2160263415066495,60.09961574612589,-127.39934594960862,D,A,84.51809488245556,10.873052397100105,0
India,48,26-35,M,C,C,-89.13271474100479,-74.92861902252265,93.10215871226907,28.992334635601953,138.16042904204187,47.56821263742872,-237.71438825527787,E,B,-60.11112007665725,-32.09259507686893,0
Mexico,56,51-65,M,C,C,23.834936400052715,-7.44397288905051,138.03263979324916,-137.47223525516185,-13.026930859497776,-8.933374872559556,-32.410182155988146,B,D,3.8824112242985196,-117.85775572495105,1
Germany,38,36-50,M,C,C,27.320905424275498,57.86688656145761,-9.659951290423631,-52.955342508187265,147.68642183648026,158.63266280738998,64.53151623252143,D,C,-32.134492068348635,139.72563968389647,1
Other,29,26-35,Male,C,D,74.69233420255017,-14.265528344953509,92.8155726105443,0.4555317529260279,-9.92039968134186,-251.68613166211978,-94.47328645267189,D,B,30.08802699621312,33.51527814764305,1
Germany,74,26-35,Female,E,B,171.31205135265313,76.14398781673862,21.79615949392419,-74.62118360535212,17.57528309990171,66.22183269715566,73.7524115469849,C,E,-22.509243136670737,50.146519209309695,0
Germany,49,18-25,F,E,B,50.29167793012779,-49.02392208756752,203.4782237900326,21.635541228111986,-104.95432758840974,27.48755234054625,80.93183256539471,C,C,-67.97062814769006,-162.41031116899654,0
Other,54,65+,F,A,C,34.2885054794845,140.51239305133961,-158.64873772407856,-154.3620975892101,77.73258566102083,-109.98005239444977,-96.57281047524236,B,A,52.356638828514,159.62343162268206,1
Other,29,36-50,F,C,C,-88.53223675698159,-61.67701612958798,126.35324616203269,-50.39854669640157,-49.83786218634318,-17.14784772511782,-3.2035426026937834,D,D,-185.28935977787714,15.565813153760244,1
US,33,36-50,Male,A,C,-28.011549939545567,-73.71665222090226,132.3056196576499,46.118276109414616,15.725232537007786,41.63604414103431,109.87272820349176,C,B,-31.905974508631196,-103.48433730183415,1
US,76,51-65,F,D,C,-48.8917969711953,-7.410837121609233,-147.584939248937,-19.441268934589054,87.2416178387844,14.486248004213378,167.19483069748395,E,C,-140.8769367448999,-134.38818494974475,1
India,22,36-50,M,D,A,24.252564863883723,0.4502529889985842,156.64494409739999,-65.51703885128721,-2.9422171173093417,53.00755663328206,-49.48544121942911,D,C,96.75490382093109,95.36310480345668,1
Germany,19,36-50,F,E,B,-128.6755978049006,-78.97595429248146,105.51609605516732,181.2235626470445,39.88487905309139,135.32736656042954,79.69211311620425,E,C,59.365329375354825,-25.55387522745285,1
US,72,26-35,M,A,E,-107.2931625564601,109.60364669366913,185.00287873158814,2.0931085131204257,12.531450141398679,-195.48029198586562,-148.4659065484727,A,D,124.392903649041,-97.89824127363697,0
Brazil,53,51-65,Female,E,D,95.85326323505463,-71.65435773948754,90.95373306608414,-165.0402731051878,50.7626341430204,135.04968264556095,-91.9964167627049,B,A,46.352100101551954,65.88521058305737,0
Other,35,65+,Other,E,A,30.71881666717341,-222.71469435798292,-87.48509654882375,-111.27105800118078,184.95121142828964,-16.09596189186512,-115.56543255882221,A,C,-85.55840684551383,-40.896889912236375,1
Germany,24,36-50,M,B,C,-111.04326360341246,-36.29953058338383,-12.449954312018214,-45.21563336291939,-64.14218269649605,67.17220171738937,-56.12478331102254,B,B,-64.16927807386863,99.62639660332292,0
India,25,65+,Non-binary,C,A,-98.27338308199629,73.91527315925283,5.917913202523708,-91.87222229482552,91.35318558402685,-116.03341708242543,55.18270893076285,A,E,-92.66685661018408,-318.6062014987455,1
Brazil,22,18-25,F,D,A,-37.33178698145948,-206.51063597208937,-27.164126540387436,66.19328963320335,182.14076046089667,49.323928608039985,-64.22902487803675,B,B,87.45041335870408,24.450459657972022,0
UK,37,65+,Female,B,A,68.16737707992459,77.09726544888558,-78.27080565693414,-11.834658716001092,-13.961471585936696,-56.964037790962166,-139.41816307714012,A,E,258.6489519781766,-32.972030590079996,1
Mexico,27,51-65,Male,A,A,-35.88122180992894,-84.66418462279007,130.48541390166082,-40.700789595036326,82.17291740294105,73.75666317775209,-70.8531255721903,E,A,-73.01562399088616,-63.57467378809002,1
US,61,18-25,M,B,B,-45.08064126604368,124.22412659388019,-81.2729385914773,107.57765698055462,-28.511541267489953,107.11810517645357,-95.57574427236332,B,E,17.11132419062356,8.433605116086081,1
Germany,21,26-35,F,D,B,71.30318872552955,-63.28822598905583,-45.524974037675456,-102.19381802905268,-36.95824317148323,-75.82927174741737,9.928588095538608,D,C,69.29774264074831,132.29349909339956,0
Brazil,64,18-25,Female,A,E,-8.578849244796722,143.82043859744488,22.746797804168043,-63.86573077304225,-6.915553575153612,35.20206118143737,102.86367505905514,B,B,181.02480346943148,181.11186441928893,1
Other,21,51-65,Male,A,B,29.380458720664528,-42.56041572505361,120.018783567939,-177.19479714574658,181.82330293532297,135.31926180212503,-71.87503711829419,A,D,36.706952956776405,115.48587361506313,0
Mexico,71,51-65,Male,D,C,-16.917979565447936,72.5107130215931,34.10240707320868,-42.639270084153566,-44.89963474038325,-80.89624593658397,-46.20158379387741,D,C,18.377706848735798,-59.84904188489997,0
Mexico,65,18-25,Non-binary,E,A,-37.86030004102854,202.7072714063653,27.166344024956107,199.35331371748103,-88.6758838747109,179.54628039222214,-4.465318455296292,D,E,-158.87608649516523,76.36438742693966,0
Germany,19,65+,M,E,D,163.7581567782036,143.25253978386624,-67.63684013384412,48.74884103768991,114.45174260783159,196.80737141830465,-42.00835927819169,D,D,27.065662748185844,79.60681065817884,0
China,27,18-25,Other,D,B,101.16313537379477,75.25647015775132,3.6859950265281096,-130.71967932710814,263.09217168640885,-55.71509750624251,50.922353263087984,B,D,9.823833674625646,-81.07758955078822,0
China,32,26-35,F,D,A,-44.86585731702369,8.927936725117071,29.609497519852766,69.711202653663,89.72891031773791,-272.58104635270183,-47.8099994012061,E,B,20.733002656086704,114.62355787049334,1
Mexico,40,36-50,Non-binary,B,E,81.45667989126927,-164.66328204842927,56.56760842789912,-21.179932487621567,15.489076057235298,-13.350521915986176,-4.8114253412197465,B,C,205.78335437287856,10.198385539976906,1
Mexico,63,36-50,F,D,C,209.2064654995185,-324.90129249071475,175.21635089638576,-31.967437570387112,-125.57613682936845,84.49103484994686,-37.49895262147124,B,D,-77.82248598276095,8.954754135206247,1
Mexico,50,65+,F,B,A,-84.23047449372288,106.49060755994833,-87.8323646423304,40.535671131941186,94.91959194373982,-2.558857718412574,-72.40021952388699,B,E,-52.714970527932394,-128.23741142828322,1
