age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
74,27.01498469867003,B,B,B,C,A,159.83224418248034,178.89423840510045,-44.87532559788992,-162.4469822183118,136.63764891710488,-62.521502024841645,-63.72328806302616,B,38.77543865083944,83.79090893202023,47.73999089993576,1
73,72.8471661409489,D,D,D,A,A,120.20231110251703,-26.923764307427096,-82.00839310301777,39.23805618851212,160.8514252159353,119.54426110227399,-13.39143099239813,D,-60.38544194396199,-135.36811033902265,-68.7770011319933,1
41,-155.30746656922545,C,B,E,C,E,-200.95846117511093,-0.6813042113002208,-106.6608465505151,40.7727975100257,49.04188124910386,-12.697910426034781,84.16153037449038,C,-58.59589076086088,166.17623062938185,-127.87922709070092,0
39,-236.02935114831655,D,A,E,A,C,64.05795303076245,-41.428510568960675,-50.24099977443781,64.60594512811467,186.22626437814307,-322.31389217532796,-132.07065123426787,C,99.72650119382165,40.299788939445754,-181.12958556916826,0
76,16.89759659552435,B,B,B,E,A,-30.982844174490943,67.46890274260166,-91.43412928983774,-29.429107728422103,-132.9394891598442,-106.99837178607612,-34.68312365844197,C,-98.08855912038239,-18.085219816838656,-47.141662654842904,1
56,-14.151743774809585,E,C,A,E,E,-125.22014631677654,32.771534247288756,51.402901775918664,-27.201570830382927,35.37285175240405,-3.9364205005565407,-29.818236686059063,A,-25.172835209046653,-50.6197960983754,54.09787350298736,1
60,18.402041439969956,E,C,B,E,E,139.86196631452341,186.9977555088885,-68.41618611795853,73.91918481579539,106.6083127253572,140.58140561945564,26.4973713280678,B,26.23745076533509,-48.891200747129325,153.51053814965536,0
25,-26.81201675029601,D,D,C,A,E,151.2366244182261,199.70885986850405,87.8457588549991,-114.28491637089162,-95.70768999491506,4.0118307798383706,4.70879249129023,B,119.61880956567965,2.2152396399364576,-21.409761182901033,0
27,-71.71247939419169,E,C,E,A,A,-154.35040444013674,-42.96592009165601,177.2765229350623,-75.62642939467452,-375.79617588734885,-149.8137580474037,112.76979608472092,B,50.264309483546185,-257.3879397140406,16.537242120644404,0
20,164.89215001188583,A,E,A,E,C,-55.97131313191858,39.90762152229518,-79.6904405019973,68.2147367330725,42.965049729935394,-34.03810427848982,32.21111769785068,C,-50.77351592779821,-81.04662775188226,-69.44343263082415,1
59,35.49852991555426,C,A,A,D,B,48.687231423323155,-45.14529675006264,-116.83012640979744,185.40413525448122,267.17037782236514,-293.6447561379494,129.55548870144113,B,-115.72645319284402,-28.75857763534015,116.38117609772661,1
33,-47.035270503438106,D,A,E,E,C,10.503335686495795,-28.17711372699844,96.46203114043297,-96.57859331969618,-142.48743458033334,127.05918330768826,123.98632611464706,B,3.7880785901124523,199.22501982916398,-42.1843958800253,1
91,50.938623284405736,C,E,A,C,A,3.0083151773218115,-50.4398155682797,29.024373634840785,103.46871437955947,52.66400261384305,50.198027289708726,23.39756765966041,B,-150.12654733686796,134.8433421443594,54.76563602701402,0
74,187.81802074851964,A,E,B,C,C,-6.683057712911693,-135.4799219929592,-4.114252180640161,-74.5341067142611,132.44911370088585,151.3007653933562,-57.65973430528511,E,59.711807169145295,31.022097578755588,-164.5777537726828,1
43,152.50062629796696,A,D,C,C,D,-115.94845482814355,-0.6087218407868092,42.97921031910686,-101.37067679925833,-34.5676968394195,-87.73439833067388,76.72533401379515,D,-104.06116319569124,-11.290281513895561,119.98259648694705,0
59,-113.78740906446897,C,B,B,D,C,157.73834257354457,132.11030557832743,119.21349436391466,190.20873811826377,48.69415169440643,70.32164463107087,78.45466124430722,C,6.748926381433748,88.09039969704527,57.20775570213903,0
44,52.39815350391791,A,D,C,D,E,111.69735294954339,60.09289309225617,54.51537898077864,129.4611697020098,-78.24470538489756,-10.021894536862085,184.29685935710566,D,40.91027900879677,16.16404749795676,23.591062341408776,1
98,32.23074887887361,D,E,D,D,D,22.625565762868153,-177.21130933619713,-7.840459402310426,-249.86535757169634,-88.90230420696618,165.88718573307727,1.2262848047055062,A,21.468389291522485,63.01156745438363,54.172821399671754,0
50,-134.82328081419138,E,C,B,B,A,-63.826991997843294,-16.107880982313517,37.05146993002968,67.19301735968818,-122.57573894034208,-52.34063024879394,68.10916802559284,C,-98.88828897932078,106.9026806980581,-161.76280599424575,0
34,-149.99320229420783,D,A,C,D,C,124.42091873033583,254.59399238507388,62.611251619897644,-39.70013509496981,78.70982981336604,127.02027218742276,-17.926233576714733,A,-45.95810313779681,-139.33170517185656,46.698999036079734,1
82,-154.4898339099366,D,D,B,D,A,215.05561640276832,59.221551123166904,29.933909625947543,1.2489942200074517,96.73640458754348,-65.69514964226876,-17.15501126618709,C,91.76916916583741,-83.89186301284674,-153.89099844326154,0
73,-61.26235953243755,C,C,A,C,B,125.6500165873151,47.52796919479491,41.595996327213136,19.268718843936878,-8.861776551977682,-67.81119486738541,169.06974736287754,C,-19.209316167957216,17.53774539972779,-68.23159327644308,1
31,28.1870519906103,E,C,A,B,C,84.43706051336598,162.49220446635698,32.810873305767615,-63.163247493625775,-144.31451653509455,-161.0131296300667,19.28869895828277,D,56.87607786606311,112.44461337379283,8.38771787823277,0
78,-75.86306530506431,E,E,C,B,C,-53.07667960377324,102.92202042056773,89.86878125566137,124.03268432641087,-42.54433319526348,-146.47127915457457,-2.0387314605285916,D,-111.15775993676549,-106.6701140166571,-29.040990137772294,0
32,-49.93459612042316,C,A,D,C,D,20.727927486274957,85.08396178795923,-17.947737451227034,-41.38230094897943,-32.385398486508926,-12.993518530942591,-41.230448011232255,C,-25.866896374383952,-121.6145030557265,104.88703948002947,0
33,-57.787847779172786,B,D,B,C,D,38.54670729071183,101.9611008312184,-59.376286890866794,-52.3222469377515,67.98039158054748,-3.9307211853576116,53.07441472818838,D,-131.54227993668525,2.674576892624875,44.02231505364177,0
61,56.70352009472192,A,B,C,B,C,-42.2367868551277,-185.9310918484359,15.124953705131642,-26.26225016387335,85.08339251395411,7.27770882383566,30.886272961349135,A,117.73469208628539,135.6823885078624,-159.37681490088934,0
52,81.62806117870925,E,A,B,C,D,-94.94135317269243,100.29430891427455,145.53537179099825,-45.97021418512884,45.64557688499193,66.08436640247832,57.453858166208285,E,-45.93469936580348,42.74882041058275,168.83636542663945,0
35,52.09028513708189,C,D,B,E,E,-147.2262260561239,-1.5462384204477349,254.6317523047348,-6.023871380030138,2.03193929545963,61.52237831763796,22.05453727479749,A,3.692573735942495,-39.2187282975299,199.11695225683144,1
75,140.21567389354118,C,C,C,E,B,-142.90228576298986,142.73049365833603,58.27222995033606,31.025667357431878,71.76015086430351,-8.557402294209659,82.96884795963152,A,-32.46002694291927,-29.498365321536934,215.1040800850721,0
52,22.51459940572518,E,B,A,A,A,190.99110121550964,31.170712837835328,182.63625506520066,-120.52701691389566,-61.39207754705433,-48.48989024315559,109.68378937336954,D,24.665708360214147,88.3775250061017,5.5865207871966795,0
79,8.720424109025759,A,E,B,C,C,112.92458828237746,137.10582689458514,51.80708077313655,-79.08580121654572,-145.7118037073347,-246.0118158184085,102.827272874335,C,101.61931295224925,218.91894836257717,-15.897912651991607,1
66,-220.07425358291576,A,E,D,A,B,-115.67822884388144,-45.17410338886361,126.75589589361127,143.99452329299422,-103.35751148304917,13.931598036162137,42.508474924173235,E,29.475063748606665,147.23573619857135,-54.645840559578296,0
70,77.31103517121043,D,D,C,A,D,-5.181331603983096,-29.98032317939432,-52.062852059184564,166.800518942578,183.3998357113005,-127.1244551582703,-221.87346316331346,B,-5.27235369427894,79.3671157936395,12.030801085249111,1
67,-63.173906462024874,A,C,C,B,B,-184.6577314349648,-125.2362083369108,-78.03445401095117,71.33411112218317,171.10939464733974,-291.2602919169328,-7.695500406510765,A,47.074872721126944,-162.34623591403331,-97.995051746105,0
64,-29.9675750624193,A,A,C,E,A,29.395598720905113,-25.010868342595145,-58.180141412977214,14.47473301402259,10.149355720344792,135.74027960844722,-70.55849258873785,A,49.50060350151585,-25.01028840366166,46.58263112875845,1
52,-78.13826181398879,C,D,E,C,E,-7.84588642592186,16.1480521671767,27.58462694764969,79.5338366431021,-139.94375419276025,-35.109540750701555,-0.1983171513086184,B,-37.207089771302506,-53.315762209585095,119.2199196280302,1
88,32.19714125054075,E,D,B,B,A,9.691213723984786,34.697680555419005,234.67476995694204,38.98376376244498,-99.35658242023874,106.22637305129739,-200.87673524084906,B,-40.44417702928072,-5.927092006399143,135.2618269862198,1
89,180.43393210472877,A,D,C,C,E,43.73621455693738,-139.7217140303377,-50.414359829046084,-132.98952604545593,-112.07734560607501,-6.666671812088669,46.227874169172836,B,-57.03872952946823,255.49334098853663,42.669101819156516,1
20,25.13437022536672,D,E,E,D,A,33.47679462254496,48.04631151351086,-22.66383625283817,-17.863114502316478,-47.453924509802754,-67.41635949048685,4.24626875957324,E,169.58000258704357,56.68062569369155,-121.72661333372628,0
31,-123.60506801457016,A,E,D,B,B,-43.27518572637115,-132.92827172543204,137.932777028814,0.6590238085657053,87.80175852598465,106.10153072379389,50.61671051070423,E,89.5651421896335,-12.63982904126116,9.778060960633278,1
67,-70.38558744516052,C,D,E,D,C,37.29282573798189,-126.51049011323829,-108.07667048057412,-52.7408076440703,-125.92936919231006,79.71332891578396,87.18891739424754,D,63.936461562079515,97.04428621272014,63.52427390697451,1
86,122.53472018685176,E,E,D,C,A,-146.04045595042294,75.75127091723208,-109.27678050123552,-168.58695162622104,-184.84121862940947,128.54062351981474,74.11537192618334,B,87.03996299169195,-255.47435716879195,-75.20737862553919,0
43,-98.50171319144417,A,D,D,E,A,94.62696578362383,-81.39207721107991,97.79298522597763,-0.7120553213142364,-117.33175005621905,123.57720214522416,-120.24851235925583,E,-235.8966074858746,63.37885126278336,-90.60091229228621,0
69,83.050129499048,D,B,B,A,C,-7.75625359371251,9.06172176892944,41.7293672683323,-42.96804473918371,220.64648341408164,37.306095313647695,-56.4780217026411,B,-20.329751624945057,-39.7490567945669,-183.62023090724173,1
42,-64.81103231018737,C,B,E,A,A,143.1007142103811,55.09096384986325,-100.6193880136794,-58.98587517577022,-29.422583804534995,82.66797752362058,102.49372063715943,D,-9.960898508926759,143.8198564506196,-82.64982162140033,0
47,26.033691621122813,B,D,D,D,D,63.624097995437744,159.76932896827657,-25.490413633884025,-9.692228317824142,-129.8740155399059,58.946120127117084,-20.619132840655134,A,-133.48474793028942,146.27351900195015,-11.342079159321399,1
78,-9.426578808047314,E,B,D,D,B,-8.204532077793145,0.02661573169653635,33.92130458532541,102.39003584913478,-81.34334278652754,17.737187120929175,-4.218531599077914,A,-60.663592927966434,-128.25237450321248,-29.648906986133973,0
61,-191.95237521715958,A,C,B,A,C,67.73726156850368,-59.05522863758649,-39.33717562776786,15.595863028352092,17.056896757258507,128.75165445945277,-60.41527412314897,E,-91.22514648009425,17.57879496067008,-98.7438558583081,1
88,31.524657669934292,C,B,B,E,E,-94.40971037990818,76.2235200518476,75.73816371819233,-29.526671891939767,16.2776863300937,-50.88666442914399,-4.479552909858213,C,-256.1979002457354,42.289069074820084,-23.508691299792474,0
61,69.22614881442549,A,A,A,A,A,132.47952694696613,110.93243212329074,8.997903638865639,59.48004002222061,49.58800889932547,-58.373559554425945,-76.36573640595743,D,-102.19749603602884,26.55993088313469,88.26197373119464,0
62,0.7047071786492012,C,C,D,A,C,26.24075180022659,-114.25592212798608,115.78462496170918,112.83291595132152,30.54608900441029,98.50376962213394,58.24131987358098,D,92.7697443097906,125.19737825154962,36.62262167746754,1
29,-4.217002093141456,A,B,A,B,A,8.999383805320527,-38.940661517733055,-39.480144082907,-157.7301231622567,-87.9574535802962,21.408980655420535,115.571840821131,A,-4.8148021031986135,45.48741063746031,-40.376279909156004,0
33,-11.7016799338036,E,E,D,B,B,-36.63303021106186,-93.92843658287873,36.34218187261975,37.7329794362894,-55.91149893988826,-192.5653173238299,111.64825557795257,A,-0.948309906204786,28.128673896471383,-60.35345395085202,1
90,-212.85090172891378,B,E,B,E,C,-5.732012887647095,-47.93158879653812,18.50154271051157,-92.85237630398974,-195.48692305440971,-71.85955374318293,-87.6837878460689,D,-102.92573309250905,102.28687792365172,20.34669731756273,0
34,77.34841573280984,E,D,E,B,C,209.0443835346977,90.98001478703172,80.82956530502113,25.446751753369767,46.88958925113142,-20.11508766206752,109.40697286747437,B,7.373284266491259,-31.21701596488326,-27.514817647142987,1
83,7.63091059308487,E,C,E,D,C,-40.354724874602056,64.15330428380285,271.1615784397749,61.27265055497091,-68.77352145921617,-101.87846916297143,25.89188789680566,B,-58.83395815740711,-23.615735497108606,-100.13341740205833,0
57,-173.33608641151784,D,C,D,C,A,83.31429315998247,50.886188968616885,20.98536711950508,-66.71026531139137,-163.2525188250052,168.8527060597469,-22.2853264317989,C,-58.0119458358983,-122.4422561138842,203.06987538609235,1
52,-14.396065347845127,E,B,E,C,B,-28.701122862640528,140.6649945392684,-84.8818177337569,56.38659982075692,-6.376214944350483,32.666452789395926,93.84895408099707,C,-108.77993501681598,-69.6991642326411,163.03445049984927,1
39,-81.06798274651187,A,C,B,E,B,-264.1690664647201,122.6620028296421,-226.44755542730178,-25.780274266314855,23.561911455814357,169.5154615249264,13.190246584289667,A,114.70226871433908,5.6208299029944655,16.64352113136489,1
41,-197.35948848168837,E,D,A,C,B,72.31693460380153,160.5312033245469,-148.74133892348885,107.12517863327346,-13.926858489772123,-0.016927313251740607,-63.55739562224032,A,74.98431968634016,-175.0931761328938,76.3866048529164,1
28,43.245416649844245,A,B,B,E,C,-134.4742465951169,132.62499142929713,-68.83845273267521,49.908659487275905,76.72346065325742,53.66510555224031,-37.34275867273641,D,-47.19245728292412,137.59032024165072,-123.8332619755536,0
75,-169.48385649828612,E,A,D,D,B,9.97182354271415,161.42190710229457,-0.16073299339596014,-16.964004105450307,68.99527817031654,-6.838837293171822,111.71159914539182,A,82.79473911582629,10.338553160408956,3.368780846574399,1
33,-227.04117743309305,D,A,B,E,D,-176.65939854566943,93.68690260048183,-5.477784241028645,-162.78487875869178,-75.98331169899397,-168.58593461070475,33.767407049569634,B,-4.262116595033752,72.46449463723546,92.50265466462909,0
37,-135.37262191219477,E,B,D,B,B,-186.73577980393088,-61.553357151766406,-40.047850150592,-50.96115919902838,27.144995886279037,-0.4487800303943448,-71.39034983908891,E,-88.5591093902314,36.773763370686666,91.82530437510523,0
43,-8.815034228954374,D,C,E,A,B,-175.22071343321653,-9.277995589504878,-9.14487454054566,-20.227621278041322,122.09724371087012,-11.207010431383349,-172.06929043374257,E,63.89805435553919,-10.083209372697151,29.316835239175138,0
53,43.93068360188579,A,C,A,C,B,147.20634082319236,13.125202905698607,-235.55141169535872,42.09929505934164,-6.101492327154146,8.336570718541426,-181.14943999726688,E,11.184716013784879,-20.774347312730328,56.723867091336466,1
65,88.81512663041467,E,A,C,E,C,93.81495696823656,-29.09169053651323,-56.59629957642953,102.57865996231487,-28.334412577128624,45.56647698040951,20.22375079656912,E,21.53895259259306,-68.26132228364332,-23.129467712302183,1
20,-58.93865376081321,B,E,D,D,C,72.9398879720146,191.54336510546034,-148.7362036873556,84.95971295119999,-126.67868660451896,182.5980672381713,93.49704321586277,B,223.27423283209757,107.08239372052792,-40.56437658918986,0
35,48.46945730867652,B,E,E,E,B,86.65896532248468,-77.43353611308744,-23.95953205745714,102.25481040400632,68.19034807049366,112.61858921144436,83.25798176505774,B,-83.05145037429405,207.99455365921807,107.04865765714311,0
95,31.434427032190303,C,B,A,E,D,74.3923298973626,119.63218539670962,19.62041159781482,45.082882730873955,-92.11787071159215,45.3648191804088,63.69111900670676,E,-145.68878557523266,10.617881356625215,-85.11273669505535,1
39,51.13222024685148,E,A,E,D,B,105.33115993428626,-67.71627682732276,-33.66261950925065,112.56616741389543,19.454877537758076,-78.09608826525263,-13.575560302136896,B,26.669510393421508,-161.41350676727575,137.9196969326012,1
67,-23.41366024652894,A,C,E,C,B,21.288209317129457,-108.84736345049326,102.8837567534149,66.2591292386213,42.08086364381206,208.76884951892407,63.16200438024734,D,-78.64824322973729,-88.73319290309699,-72.00365128483898,1
24,-30.779648262044567,C,D,C,C,B,38.07887109483825,61.26581666975195,-41.5880186455339,-95.66219258099923,-29.021737855353685,-99.10538593464949,147.37087674681814,D,-1.2751153020824253,21.519565499859926,-69.40733541783942,1
45,-101.74344137614364,A,B,E,D,C,-71.4501087931504,-106.11377297578142,46.176624145448045,8.060039462268183,72.12849457766892,-94.20936156450884,-66.21619123423531,A,133.62858696984026,54.12613952320233,196.63083986315678,0
50,-8.00447438009772,E,C,C,B,D,-198.41329967357154,92.0454203035281,61.53430085261664,-8.45939679696069,-47.23884892694078,-146.79961825965518,52.02829346142552,A,-44.81777045558777,-70.48100785185726,43.9023627705525,1
56,-16.057428141630815,E,E,A,D,A,199.81110536644886,-115.54063800201067,42.206388780779946,91.12094907937224,200.03793526489096,115.26450801455321,85.64339470699412,E,-76.93606382870088,102.10423852415056,-51.33805071430716,1
52,-116.26203123550351,C,E,B,C,E,-204.7270372560929,-83.13805777628994,18.16246893214454,-11.806936918522082,-53.12501152794526,172.62970386420113,6.022542653649503,E,-148.76769845043526,-58.29111085504777,157.04074705258822,0
90,-28.098876513178254,D,A,D,C,D,-78.54067964763873,-150.63759747051958,4.1102378092674785,10.07291701701299,-99.45279938649473,-236.90297393817116,-154.70074890129158,C,157.26015771844155,114.74807420318072,90.77912198676923,1
92,153.28178774346733,A,B,C,C,D,-48.0919320812865,-80.73227107341613,-74.05040966381543,-175.5928490076692,-96.86458037506902,97.5831502212834,93.36463174081067,D,146.76856192901343,-162.29725176477038,-106.53883487860143,1
66,103.95761917422941,A,D,C,D,E,25.772309824912366,54.18717838845568,-73.97526335646963,-24.571143125109014,35.937610162850184,124.131100352992,-194.9517014363446,B,-29.769190198822066,172.05023385743547,-1.0363989018679747,1
41,-111.802631695906,A,A,E,A,C,127.26118390362942,117.65943322876244,-66.93495212853254,-15.40954250599997,-57.194105421628585,-123.57033653880052,201.70652619848184,C,5.782550843534516,-12.524196535334125,-47.23621221308496,1
66,-101.5108349323904,E,E,C,A,D,-32.30576650769055,-195.87467727918082,-21.172811627496838,-33.945383734751786,135.8285410087413,29.225026832408734,-106.69569442046638,A,-45.808816119903696,1.3133126633028849,-63.88540509361367,1
63,146.2626462162597,B,A,A,B,C,-38.51869868496539,-53.50987318133925,162.36433185289727,12.042168033829041,-109.77102777755267,-35.0189852084507,-66.59788804658602,C,194.6527093978742,278.11376844564217,-57.64819741413332,0
89,61.49019063748007,D,E,E,A,C,-58.57329447979724,37.08094855697078,-167.20683789882494,97.67729778815296,-38.82376082743135,81.41165567568584,41.29830182909915,C,-170.6676814191495,60.86602458305864,247.60481276339004,1
63,-2.409858623685155,E,E,B,D,C,159.92069943329588,105.49878229619134,-37.5786427866183,-7.9630204777404705,44.663463162577855,20.78389095006101,-1.8798853690716073,C,-112.32942285591744,-13.877072664717508,39.687366132170574,0
73,86.21358767713126,D,A,C,D,E,-34.000471819360115,131.99861342506424,122.27393850995449,-66.81594417859606,-99.37245573674015,-52.50251251902639,28.510220058343293,B,85.0031443003986,-63.4330502633362,-89.57675901923172,1
68,12.861411320622738,C,C,D,D,B,-18.42388752975001,-37.196499335823,22.915269161808002,109.44972199276917,204.3691937822194,-125.8795116352714,-50.46990165619382,E,-49.54012319828331,-68.99639434255607,14.815564246879687,1
28,-148.02144487663787,A,E,D,E,B,-59.490840397083744,-73.77684798644135,99.58297266265275,-97.7315769061546,-129.7632754908699,35.993495776229764,-205.7858385142525,A,161.25267406977738,-30.16740600813043,52.65700862182575,0
87,-93.36938920277613,C,A,E,A,E,-67.8462362522104,-172.91927011430363,-124.77512350244002,125.91192004696596,-11.708113610933808,-22.201061857700854,27.54792812298315,A,95.46480652497561,8.275902839921578,-144.9457153656394,1
56,104.50994895373162,A,A,A,D,C,-122.19140492377466,10.417406750961801,212.52869908211554,39.35385451544342,64.65671485319346,95.93516940375932,114.29042724926633,B,-124.64605084950391,26.62698441726831,67.6004267579197,0
59,-34.16017269702962,B,C,C,B,D,-1.2043234521057624,-34.70902275778896,16.35687505696615,-169.6341926051179,-25.55577217933299,-6.54447124090602,-19.377871373657687,C,47.64076942842778,-76.47103164295015,-93.8819497234062,0
37,-44.15262295860868,C,C,B,B,B,-143.9569197098342,-47.83326956847904,6.162430675304617,-43.877703940320934,-5.504427681800555,-61.73774230748577,21.705536271705427,C,-178.4970544531062,-4.638975161228685,38.46230459373499,1
27,169.64803754474954,D,B,B,C,A,7.096524984764503,-4.379080209573256,131.27596480499085,43.45617738557419,40.6585302779963,-71.01118430710713,70.48227165507046,E,-142.1854844266658,-151.75309171626145,198.58274167539142,0
60,50.1804196314875,E,E,D,D,D,88.6091107706776,17.464272499352166,37.989030000256655,-113.7201459083842,55.79338461569884,35.170390926942666,-14.120103294148404,E,-263.1150614996109,-29.323680686086824,31.47990026722188,1
32,163.46379947172272,B,C,A,E,B,-49.141526909437594,-127.75828618848462,31.671678911455274,-36.28139140274841,18.61719569634093,11.925629128401955,-91.94631995527948,D,-30.32629311531699,107.32178427004244,218.54165280653407,0
47,24.294642921848084,C,B,B,C,E,-2.424553396161392,-49.34008756633857,59.86450963697008,-6.022953007209521,131.1738361476489,69.96962724828539,-224.7835524453968,C,-104.65279345092758,35.513458779600356,-176.37376777761241,1
75,-80.86493130689516,B,A,E,A,A,-141.26856411536667,121.38311917098127,25.61160572459249,39.19462408126738,51.29168810612725,70.11245042815997,46.605896826317675,E,-125.98039291656336,87.47791922952848,-117.251122916598,1
90,-74.53269967079594,A,A,E,A,A,-36.66347362246177,-58.57202824801961,14.027050346715855,-148.05732846571246,-80.42443066224679,205.44679159459744,-55.40887788797107,A,41.29989525603462,13.312540402731548,20.293417507187105,0
32,-37.11932075042542,C,B,B,C,B,-107.63456089256013,-119.39298703567154,67.07664997278472,123.84726695758576,1.65197075996694,-150.4427241820265,-4.6604858924406365,C,-104.34626497915957,27.998363823058543,62.24173894106926,0
82,-102.69311148345925,B,E,A,A,D,26.2698373571858,173.60152029456572,15.687011671517235,71.73531892223176,49.55428818946401,127.38570165541132,76.80550324883666,D,-93.72583174760543,-109.18091774105392,-30.976963064287826,1
42,-82.76988345970933,D,C,B,D,A,40.88663458100187,91.72972264478354,75.58174250387988,-28.859204716569142,2.7956402055398724,87.4258607715857,-45.05973020854824,A,194.46927331435418,-42.37257871294934,-7.253494256835265,1
53,-69.67319218858012,C,B,D,C,A,74.3494730337147,-174.00756583192927,-11.641410974142827,47.99427739710711,64.42454468076701,-70.28858527986284,162.6220684886063,D,22.707646242642173,87.96726034928743,-110.43479728071077,0
43,-72.97002016067547,A,C,E,D,A,-70.11335992887427,-40.158398987075685,34.646369687184816,-68.79583614969502,-1.7595399774435785,119.47708979467546,105.31708068182672,A,-205.29130807261646,-114.87648313924572,130.80699716245266,1
20,5.15708128399058,B,D,A,D,E,110.34941270775829,55.36538121436633,37.271674707496224,-34.15475269059722,-35.5574483409374,101.17626465770739,51.38766200036601,A,156.67088248402163,59.367331849851254,-5.58253163176147,0
99,-54.51574889618753,B,C,B,B,B,137.23682391604038,108.64493081865876,-92.82351946305884,-12.91986204488566,78.15567575990332,35.10659350614392,45.67401544355725,A,-10.91826419020278,54.97001746538385,-37.8638603003406,0
80,-89.06892547244736,B,D,D,B,C,-106.54983214811075,16.82134559835782,32.23521177085118,18.582243042473586,-19.603587576139628,0.02674263722642579,64.88305076446744,D,45.097317732831826,14.131727150439493,-106.88660746075533,0
97,14.910175011089002,A,A,B,B,C,7.786893601600123,-163.7255685456833,-60.017551906609924,54.1296772935167,74.30227657246643,-26.34199324683274,7.0752638003171695,A,22.65842004194728,-17.172442260322576,30.183221906198842,1
68,119.85656845106205,A,B,A,D,C,-160.66669686306673,99.67286423663103,-133.4556853005798,60.93702454029314,-92.87977144799962,29.763491786659674,46.63293030245265,E,165.092144157639,-10.39169684541763,12.471687485138554,0
49,144.22629481935317,C,D,A,D,A,9.241922219248492,-41.522946657936664,-166.96393443569974,-119.75360411206972,-175.2937705497822,-94.31735941515859,-78.14146580168183,A,92.69037304251533,148.30135864284918,-71.20991745878258,1
60,111.73287441828268,B,A,D,C,E,-27.004012582025165,21.3845754280153,-63.00115178086345,116.54676294396292,-58.610269787534286,71.89695518181713,67.5740794437461,D,190.15536145324873,4.988546249637875,-88.9561508753583,1
56,-116.86287531920891,E,A,E,C,A,-57.662279799230355,-43.04378477358621,-189.93368653803373,108.82670230661434,-42.00534612722831,194.1510014347762,53.07541413170881,E,-23.166525830490002,-116.7622933154534,163.8862542326746,0
59,15.917184917869287,A,A,B,D,E,-36.56965952000539,31.403733662025644,-90.5306114450908,83.00207741772638,-50.026764060709674,-119.22492601609476,145.101587026731,A,-17.475422002365022,79.17630927245457,82.1568732306185,1
