anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
19,124.495070474125,A,-24.822111251830254,C,A,C,102.70021440283521,-159.61653705570146,A,B,C,0
67,50.93185273457402,B,-143.2033606097848,A,A,D,-36.81344728583968,54.28920016833438,D,E,E,0
61,-155.4094411044616,E,-170.59260315658304,A,B,E,-152.49048437389385,-63.30921043609927,C,D,C,0
52,-60.27716622792681,C,-13.149565920638375,A,A,A,14.00413097077679,-47.09250106612989,D,A,D,0
71,-33.757098610573074,E,144.1373948496776,A,A,C,-193.18413891717836,39.43916889160986,B,E,E,0
42,142.00138098144646,C,57.93169587143496,E,E,C,-27.11625229677912,-57.15735688009113,E,B,E,1
79,-7.505024787750898,B,-102.51984975284745,B,E,A,58.17115495698094,65.61104140910604,B,D,D,1
92,101.24449052044604,B,-126.38695051113369,B,D,D,2.8799776591951733,110.15598879384443,A,C,C,0
80,23.4745022147602,C,14.898441019286668,C,E,B,4.395491455153758,38.94216107621402,C,C,C,1
59,-70.09448149438748,B,-152.73291414754829,C,D,A,-115.61294895085274,221.35017967419523,A,D,C,0
60,-356.017723943887,C,77.49902989851893,C,E,A,165.99057853006323,51.13311020785486,C,C,B,0
73,-182.93023718179694,C,140.58472911816781,C,B,A,-149.05376308253497,112.87235851088376,D,D,A,0
22,-174.05059098125975,A,-67.52672001277952,A,A,D,-94.6541603850486,25.168880649919352,E,A,D,1
43,74.61306668960975,C,54.77918768530764,E,E,E,-65.34547648872706,-166.15655353363593,E,E,D,1
95,136.36092424861934,C,175.87839941298267,E,B,B,92.23388978743175,126.1636148700619,A,E,C,1
53,-18.316954154837834,A,-19.55202145434084,E,B,E,185.75240974666522,68.46134254935376,D,C,B,0
74,95.32771620423411,E,-57.62576576663885,B,B,E,-60.68926548522143,-41.70599011489519,D,E,B,0
92,-11.154929285722854,B,-0.04916864861717256,E,D,B,84.00381652227618,93.57119309022016,B,D,B,0
96,47.93686201382952,C,-34.389835110454584,C,A,D,26.58313681291984,165.89073659009824,A,B,D,1
43,-64.1917296844199,C,15.1932803076069,B,E,D,31.733621089465412,-0.2524309325010174,D,D,C,1
22,-169.30481562319454,D,118.52068522403347,D,E,D,41.36460756010161,-44.84895321409966,D,B,E,1
69,224.15909610482166,B,-24.377813631829248,C,C,A,-5.880952469824271,70.41015878937307,A,E,C,0
81,-5.190991280272243,D,32.71408957198808,D,B,B,37.29401457253959,-30.213965580227946,B,B,A,0
98,5.5711470158294985,B,-35.848939214696934,E,D,C,-19.673504631304898,-6.605780982837478,D,D,D,1
36,6.598607930734521,E,10.646962600241693,E,A,C,43.45373585481619,32.08792310296361,D,C,E,1
40,171.81587247152515,B,-35.58308933698524,D,E,C,66.84693208931954,-21.45833607606328,A,A,A,0
40,103.6105066177369,B,31.376370623821316,D,C,B,83.86706721658344,-1.759160697906137,D,A,D,1
29,-39.21384173895691,C,-168.62274412596392,B,D,A,-60.59952790468548,74.23420711278678,C,E,D,0
87,-128.2536723819328,A,112.69117922742333,B,A,E,13.81510346382681,313.77645456209234,E,D,A,0
84,-63.234436920557094,E,6.850007569612804,A,B,A,-52.87697843022778,-122.57980387552318,A,A,D,1
74,-34.19700635633816,C,62.31450271273378,A,A,C,-159.874598331598,78.61097926283843,B,C,E,0
85,-85.1407939178831,A,-121.38972581347754,E,C,D,95.03132161809518,-37.51233402983068,B,D,A,1
67,95.21540166532643,A,-28.639223541080405,E,B,E,166.0459428361224,-35.16110576655536,D,D,D,0
36,-12.270356377015396,A,70.94318461894312,B,D,D,-29.756543036161915,-57.20494996438964,C,A,B,1
61,65.86747428325437,E,28.821517139615967,B,C,A,-112.80288649638366,-23.401623254228788,A,B,D,1
71,121.98041008238138,A,-49.37329461319053,B,B,C,-74.8333100845413,92.25753921288488,D,E,E,0
37,168.69913684585396,A,158.45531942250483,B,B,A,105.48416481990324,82.19065765561375,A,C,C,1
44,36.291732432913534,E,-45.32399479073213,D,C,C,-16.17787946403377,5.7748534575901065,C,A,D,1
73,107.64527324758984,D,-138.39106227464555,E,B,A,-42.35627226480087,148.92360878765083,A,A,C,0
89,61.48247997273734,D,202.33994354143653,D,D,E,-57.70377916812133,-1.1603474006703731,A,D,A,0
39,-76.55048384288679,A,-142.34797115140367,C,D,B,101.49626301992565,-102.6652660766463,A,D,B,0
69,105.02787438204713,A,0.9095677428540048,D,C,E,-36.54960286360347,5.171838908497019,C,C,E,0
34,-194.02539390583098,E,54.38097984482422,C,B,A,-70.70786464752459,133.18298750408465,E,E,B,1
88,-56.2873385004245,D,-144.85328098596267,E,C,B,-211.43687513128287,-62.00523513165286,A,D,B,1
44,45.1754324092565,A,44.558001090000495,C,A,E,-120.97762746788199,-35.429228890306916,A,D,A,0
76,-95.74698502142674,D,7.298741622181602,A,A,B,-7.49890647666311,21.47566874324731,C,A,D,0
57,87.61916819120249,A,-70.51351390277833,B,E,D,54.76533901136909,-101.70912915655292,C,E,A,1
24,-1.8804585169738184,C,48.34812136945103,D,D,A,-78.63403890432554,-168.993638492246,B,C,E,0
24,19.41905962201458,C,-57.87845461511827,C,E,A,38.006023629024966,0.9129106567256998,B,E,B,1
63,-82.13708112714471,B,154.54671130235982,A,C,E,180.75542858014754,-21.064052543785788,E,C,E,0
27,64.1425234446688,B,-41.59334078374706,B,A,A,-89.22296581077892,2.7821671847622036,D,B,A,1
29,-82.46578483916355,D,-19.49913551240345,C,B,C,-60.293349869407486,21.893306999261533,A,D,D,0
94,92.66758059260273,A,94.90293946935981,C,A,B,-56.97214832877127,-146.53068895655045,E,A,A,0
61,-47.6663352870278,E,-171.45791075838054,B,E,A,80.0517681854406,-15.14983158032924,E,D,E,1
83,-87.1055990833078,C,-59.50615261983189,B,E,A,-40.122957422713384,8.56218634878078,B,B,C,0
81,14.09894204468188,A,-92.05835307608893,C,E,D,-14.496464842421721,-21.025775938037636,A,E,C,1
43,-13.804723857447362,D,-49.541121100167054,D,A,E,3.0143566220712534,-24.91451260526848,A,D,B,1
42,-68.4845934217005,D,-52.22676741142437,A,A,C,-60.600077472449975,52.384140461992814,C,D,B,0
46,68.83384831177418,E,-103.61874992081223,D,E,A,200.99469163998313,-56.97685782513895,E,B,C,0
53,-125.8101961917578,E,-153.52631092732202,D,C,C,-44.153216086745715,-120.5544111979802,E,A,E,1
79,20.836442339622156,C,-183.4564870027372,B,B,D,-78.21918932142525,-114.0736778643321,A,C,D,0
52,89.16207097524821,A,-1.0537378684118892,C,C,B,74.88859987129119,-104.69236631035783,A,E,B,1
27,-0.9969160757817558,E,90.97140384428467,E,C,B,-140.0703276163857,20.602116385207793,B,A,E,0
93,226.23094147895748,C,-267.99394951754545,D,E,D,63.66142696985803,14.788857332069696,B,D,B,1
77,216.62976175907733,A,-46.483776633795145,D,B,E,93.97741628823675,137.52755524467608,E,B,B,0
45,13.477122365835992,B,148.8658567566873,D,A,A,46.32912759863407,-147.08563310159627,B,E,B,0
66,-14.35466503045966,B,-225.50157499318874,C,E,A,19.8015848127574,-217.4626406588244,E,B,C,0
50,-202.1367967220821,D,-13.09949425980858,B,D,D,42.89373510420439,-55.02468695617411,A,C,B,1
48,-39.79075859587045,A,0.023984703907541406,B,E,C,-62.25101180166445,32.77502398471878,B,C,A,0
81,-83.50509843801352,A,-56.79214282381275,E,D,A,56.50655041562275,-61.692335409647036,B,E,B,1
83,-60.493118988714755,A,-77.71330946670662,E,D,B,49.497939382084745,-84.79722112799725,A,A,D,0
63,25.495852319578482,D,168.44866120626367,B,C,D,92.05392961045301,214.74482717052373,C,D,C,1
67,-155.7298970032502,E,16.602375583792902,A,C,C,141.6810248180619,-175.38886158724057,D,D,B,1
20,-190.43754110962007,E,-104.2928476143947,D,D,E,-144.59933532944902,40.6196706514323,B,B,B,0
91,-115.00315268279593,D,-89.78614103985765,D,C,B,79.38652576655872,90.34715605792485,C,C,E,1
34,123.13213162779937,B,-82.56956316584262,B,A,D,128.02901813420203,-27.93356267824964,A,C,E,0
20,-80.06064082802305,D,-23.18234092951121,A,C,D,65.53449673812189,75.67198208822028,C,A,D,1
27,10.374646313656147,D,-49.23889313016225,A,B,C,96.19042516578725,-40.256868908566275,B,D,B,0
58,-181.63844143350403,D,48.421216498976314,A,D,E,-188.65463644866423,62.25912029565409,E,E,E,1
83,-6.020889820220584,D,113.69938707021039,C,C,D,68.51396932631975,-46.65329629983969,B,E,E,0
47,-81.02073480372466,D,194.18166735816442,D,B,B,17.92888336409831,-3.9300547843161047,C,E,E,0
94,-12.186575098545282,B,-7.123520276801108,C,C,D,69.26848553830416,97.23032401927995,C,E,A,0
50,0.42448356458388226,C,-26.893966742030052,D,B,A,-2.1708586082152017,106.88899540046557,A,C,E,0
70,268.93371770074026,E,-25.22088244547942,D,C,E,-92.49458800690142,201.3483802285433,E,D,A,1
85,3.2481622731036044,A,217.49918072075954,D,C,B,-34.37146359858292,-7.08955028161577,D,D,B,1
50,-92.59015299005016,D,-172.80476328246698,C,B,E,-35.51230165629611,-76.92883370818984,D,A,C,1
24,99.84056505456371,E,-181.56694814633227,B,E,E,45.39464024062131,-88.80988957513807,E,D,D,1
60,-92.5319225410195,D,-72.72304002813955,D,C,C,-33.57001801525416,-80.28814327202835,E,C,C,1
54,-117.04350367896225,D,153.52102947508513,E,B,E,-300.0619908588814,126.6900016898616,D,B,B,0
43,-184.4889664890439,E,112.22004219182284,B,C,C,152.2636285564304,-144.47537583433888,C,C,B,0
90,-147.48029176611558,E,-115.75928111829532,A,A,B,126.99982387887438,36.81962144672708,D,D,A,1
54,-58.159651894659724,E,-18.721194433292336,A,D,B,85.0322198422515,114.33597135581466,C,C,E,1
46,-110.08246846186213,E,-4.769825409686302,B,D,E,-72.76750224756964,-47.9416987895458,D,B,D,0
39,38.222555968962816,D,46.94528229836988,E,D,D,88.39376625717847,-48.434549106244226,B,C,C,1
31,71.61416861701522,E,173.80642859743256,E,A,B,-135.29573086814256,-5.882974267373524,A,A,D,0
78,-123.04296848916212,B,-109.22733194299832,B,B,A,-148.48793163500687,105.15218114544183,C,E,E,1
89,-14.479312609712025,C,-76.98089682917639,E,E,C,-19.754967374125,-19.789687784714832,A,A,A,0
94,200.07297019681047,C,-43.5451972995743,E,D,D,-27.90892560408405,-27.91371266693962,C,C,B,1
59,-13.990175567979493,A,51.23217088143117,A,A,B,-49.56016314971626,105.17299728257039,A,C,E,0
74,248.5993336518662,C,93.66549618221207,B,E,A,-72.8012674048715,129.28833445017105,A,E,C,0
34,-114.72676548034526,D,-69.88020918009768,D,E,D,-82.4985244117436,-32.991771116749156,A,B,D,0
22,-72.87058812656822,E,10.911570901229414,A,D,C,-162.5572192735528,-381.3360021964636,C,D,C,1
85,-286.3403135320284,B,-24.015834481986193,B,B,C,-49.394240282595796,129.5760845134159,E,E,C,1
89,70.41487386536397,A,42.286846924812195,B,B,D,-21.863190132596625,-135.9665112898777,A,D,E,0
98,-115.61296440310839,B,91.41465710170263,B,C,C,-71.2845769896006,-126.07190355193589,E,D,B,0
68,-35.85979085301078,D,27.474590098524747,D,C,D,40.21252169368668,-54.0996950896342,E,A,B,0
58,-57.68663455267523,E,11.02496925781301,E,E,E,75.43899949911804,86.77772157651044,B,E,E,1
87,6.3655842795234285,E,-58.44576879438066,D,B,D,61.588096848852004,-90.87927478637219,A,E,E,0
68,-65.84848895630722,E,59.47575178329995,A,E,E,52.06552556058816,-85.16441313456252,B,B,E,0
67,-160.4919658599546,A,33.08101489214998,C,E,A,-197.56378516492597,37.51845709524227,B,B,C,1
64,25.090911614209354,D,5.381271336784581,D,E,D,-126.97217870565309,-29.062409271449646,E,B,D,1
55,21.473946655619823,E,-29.35573221962041,D,D,A,-18.1249780435022,21.03314766728991,E,C,E,0
74,34.478825663015876,B,-143.77332587737382,B,A,C,-135.56523462971498,-147.61309477513922,B,D,D,1
59,-291.5942488093481,B,28.00220076624715,D,A,E,-181.18156839791953,-6.83966303880036,B,E,D,0
28,2.5937977452082213,D,-25.330286608080666,D,E,D,56.3387401537729,65.40847192745099,C,B,C,1
41,156.81866449746423,D,70.59358885528754,A,B,C,42.84287533049788,76.03518929633314,D,C,D,0
56,57.857283247521366,B,-145.3656819657784,A,C,E,-58.9746257858837,60.92612053695596,A,A,E,0
25,209.6876882625863,D,11.24580872653726,A,A,C,8.702932007963287,148.07893376239966,A,A,D,1
58,35.531765674654835,B,-1.1447305446956637,E,B,E,-131.6812674144541,-4.055138021796664,C,D,B,0
78,193.16254111681326,C,-96.4077693954167,C,B,D,-169.37189614871124,30.78040686605229,B,E,D,0
80,2.4882421840759927,C,-85.73364450660785,B,A,B,190.13029470781117,233.3390138237665,A,E,E,0
35,-13.593702636120156,C,-124.7296733928311,E,D,A,-57.66702058102676,29.500359916486136,E,A,E,1
55,-26.142930852091702,E,-8.070105417226344,A,B,B,-143.46632139649523,47.8490464843896,D,E,E,0
65,-18.537617327567805,C,-47.63738122929821,D,D,B,-63.47835247558253,-99.19524756184437,B,D,E,1
66,-78.13173076280144,D,22.653020715373735,D,D,D,-40.468811997341916,82.25787519583278,C,D,C,1
29,-13.658602768343853,A,70.38613564945993,A,D,C,74.36946707752975,2.3011499886423517,E,A,B,1
52,43.20856064751317,B,-94.41257215444702,C,C,A,140.22601035162896,-28.670388868547498,E,E,C,0
46,-88.22308730557378,D,16.016699660383395,E,D,D,118.63007720779328,110.78618993968313,B,D,D,0
57,-162.91549837177482,C,105.80266535480769,D,D,A,-26.463346997249808,-140.4969805029401,E,A,E,0
27,51.56903200386599,B,-13.464039917419985,C,A,D,82.90043625992026,82.05287542605575,B,D,A,0
58,-75.04843258963128,C,-30.333776700791574,D,C,C,-123.65217358772327,203.76230420744758,E,A,A,1
49,116.02275100600895,E,-100.6437959134142,E,E,B,-15.951429654242721,-29.51137786440337,A,E,C,0
78,-69.92905973887113,B,-178.84190594459184,A,E,B,-40.40506022607933,-79.36030303057942,C,D,A,0
66,120.47039485306364,E,1.2358724210846146,D,A,D,45.967090003594734,-4.801489340302427,B,D,E,1
44,-71.09747860890158,E,26.036232908268975,D,A,E,-27.58149921405053,164.90188335636657,A,E,C,1
89,104.35545009642311,B,-20.31869520392314,A,D,A,-40.93772613925096,-64.40796704896412,D,B,D,1
62,-46.11035609306616,B,24.456455169657787,A,A,E,-110.04044442357473,31.910443615474982,C,E,A,1
69,59.202635031870166,C,27.226857267857824,A,E,E,29.01625511993101,18.762916488791706,B,E,A,1
42,75.1489142761315,A,-144.32160847619534,B,B,B,-35.58600939943261,123.10644882040624,E,A,D,1
96,49.768088118333914,A,-57.2302540492726,E,B,C,16.3552532364483,98.56098543541331,C,D,C,0
75,269.5713763923063,C,-61.98747127632224,B,A,B,-98.9271025614057,218.63729940842788,D,E,D,1
51,47.16178018921222,D,-32.907094119372424,E,D,B,94.5096938400772,-64.04135552726233,C,C,A,1
58,-28.48652778308496,D,149.83272545532074,A,D,A,67.63371499790591,71.09805822566906,A,D,D,1
55,34.903388565391005,E,-109.30563896924406,D,B,D,148.05847349334053,11.700306986839811,E,B,E,1
64,49.85922177517818,C,-59.564908628393056,E,B,E,122.62087181037423,-34.92383883272505,B,A,D,0
38,149.59916807673497,C,-103.46404021162347,D,C,D,-78.62198787442229,-92.45018616100256,A,A,A,1
94,154.62444772290112,E,64.20530028869271,E,E,A,33.047158562153754,-54.250716679305754,B,A,D,1
84,-32.520208619633614,B,85.29021483148304,B,A,A,153.92463206420516,-12.669221019995646,D,B,E,0
21,-42.63445081931418,B,-124.83094386875675,E,D,A,76.81428337531868,175.71674586199308,B,C,C,0
95,30.759442340980147,B,174.0821124181146,D,B,B,-76.2357401341237,-39.889521666523194,D,E,C,0
47,-59.16889491675512,A,-17.030307451662825,B,B,A,-99.17239234508129,-13.306751647428856,A,B,B,0
29,-113.41205810049615,E,37.48250509020616,B,E,C,103.86116716510769,285.3038900830536,E,A,C,0
96,-57.233023757217225,C,-18.376679891836755,C,D,C,80.39324688138342,-95.87313032580644,C,B,D,0
81,54.99630871906434,E,-101.53889770729604,D,E,A,58.544866164975595,15.812830533768102,D,B,C,0
88,-73.04972912957894,B,14.276327695786497,B,C,D,-164.18440165817537,46.2118799833127,B,E,D,1
75,121.58445417993946,B,-56.098867532679556,A,D,C,-18.07542820021391,-59.207424644786265,A,B,C,0
84,-24.203666868323012,D,-9.236907015664539,C,B,B,13.765403650689398,12.09338645663593,D,E,B,0
37,-53.9260924831141,E,-22.859883529401866,D,E,E,-120.76442225351359,-28.595218879579082,A,E,E,0
46,-144.01813278758596,A,14.562393486895594,D,E,C,147.60420971487414,-27.76383311521463,C,A,A,1
43,-27.521091371491995,D,133.83142638416848,A,B,D,132.44128564495574,99.32445693988198,B,C,E,1
92,-78.65476406687775,B,-117.27928909848573,E,E,C,85.2701391038817,5.899773923575478,C,C,C,0
70,-124.82173259325013,D,99.35939450084534,B,A,E,34.298902068807244,-198.6781043431761,A,A,E,1
