birth_year,AgeGroup,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
76,18-25,Mental,D,D,-131.5217139704177,75.2563155365872,B,-60.003566488585804,54.594934661952685,-92.84180152226803,C,-181.09058650005468,-175.17349470717198,-18.72819092209539,D,B,E,-50.235081138818096,55.20811355975928,C,C,0
61,18-25,No,E,A,107.40251116697057,-27.33505242102065,D,71.8298558383345,-5.820105677397826,175.43052281588228,B,85.35465292014146,79.97500093867649,-13.152329126629125,B,C,D,-196.94733440972763,-50.868599536714285,D,C,0
33,65+,Mental,D,A,-110.76093361729657,52.80862164124136,E,89.51264709672171,-114.44268006448202,-1.5438362000055783,A,80.4381988165572,-42.13642584695803,49.138512334817555,A,A,B,19.248507151173218,-62.519419756418095,C,D,1
31,51-65,Mental,C,C,115.79144218597419,-26.630856301199636,C,-88.3394965954771,-66.59723179685487,95.18833390973445,E,-37.46869610136068,234.46339562075372,74.18363923645792,B,D,A,119.42356451611708,-120.14080387932668,A,E,1
52,36-50,Yes,B,E,21.75629394218012,-25.627948765470766,C,40.01034274151487,168.43322379037923,132.9741742302383,C,5.740079232224866,-53.16484085856562,-49.12786100403331,B,B,E,136.33761585469074,108.48679588220058,A,D,1
45,18-25,Yes,D,D,40.01431098326627,-19.81037344339397,D,80.9116247550156,-17.52338412447017,52.408153644666776,D,-0.4699857171963458,-32.35143875227913,0.3751038359483305,D,B,C,-235.63932797438034,135.111083663302,A,C,1
33,18-25,Both,E,B,124.83183573809782,166.4879933395793,E,-115.10521605796336,165.62246121644338,49.97364497748081,C,-30.15346257271949,82.1012583805339,88.75478390410582,B,E,A,28.469042883460418,128.4860123089406,C,B,0
18,65+,Yes,C,B,121.82088536616689,35.34799893239182,A,-27.78713747250356,56.97480456297205,61.03362104823604,D,-88.20281147813023,-132.6801466406613,58.21245155308096,E,A,D,-35.66456195394145,237.01472356481386,C,C,1
27,18-25,None,E,A,-85.7617165046635,-30.814511976744917,C,-73.85616149859231,159.79942253264034,88.81302449534338,A,127.00205297131428,67.18983025080027,57.515118249366814,B,D,C,-103.99432734826439,25.67359779746827,A,A,0
74,26-35,No,C,B,217.3600211607372,13.923188133644238,C,-46.108565225251155,-100.63757582188455,81.31617143760286,B,140.6488251051356,-5.934459223144801,164.21377377526431,C,C,E,56.52209563944678,-25.37621055660541,D,C,1
49,36-50,Yes,C,C,-38.97771333278764,-68.00703443133871,E,-163.34085233739916,-63.51989941673414,-141.376928446983,E,-3.875193435215852,25.172745475804504,46.275553504764645,D,E,D,171.27641557447697,-75.26172519073725,A,D,1
38,26-35,Mental,A,B,65.43259547873843,17.407193815655273,C,-304.0068111001295,-20.506541804809558,-56.49963359202083,E,-19.184486672989514,-75.00418533101055,-233.61317813486795,E,B,A,155.69924996212416,-52.73208769903146,A,D,1
21,65+,None,B,B,-2.952388758217184,189.81496234047057,B,47.0825484346807,-208.38845259925995,146.9735206327918,A,-177.7006192706307,-136.72839994190556,-38.89969445408282,D,C,A,-135.13502660726462,36.798850960715136,E,B,1
37,36-50,Both,B,E,-31.027114036751147,-47.05099662575121,C,74.35035560334528,-49.65202574094329,-39.38441666277418,E,-41.36308820868756,-33.884673461462626,10.733061192034956,B,D,C,75.51778346157255,74.12932386730566,B,A,0
52,36-50,Mental,C,E,-67.2638587039547,6.153753585026831,A,-0.9181190937968995,78.51340664743213,-34.39293229401362,A,-1.5160950261847672,121.84301265271063,-46.820945747358266,B,E,D,85.55913059919516,-105.92140613343605,D,E,0
72,36-50,Mental,A,D,-98.54891527589233,-183.0026756503722,A,-96.58800909106382,178.1741654823492,41.09238829392738,C,17.331995721248017,-10.059356002414575,-26.297341221673403,A,C,E,203.58843519198766,12.609826577133262,B,A,0
20,51-65,Yes,D,C,-160.6752684131446,-85.50642670030662,E,-98.8887669462116,-59.56445728302759,-64.90964585030301,D,33.58037935246571,24.568182750850358,-41.082789157818205,A,B,C,55.1734189465004,69.16478053868434,A,D,0
58,26-35,Both,A,A,149.80196189323038,4.921436088196696,D,-25.687999081484676,-71.64870068480097,-4.323372501733427,C,-6.42531455555574,114.83013662021145,-52.98820748126714,B,B,A,-20.333259880025384,41.238520256908814,D,E,0
32,26-35,Physical,E,C,-17.559040915414663,-5.896087999394664,E,86.78382049547874,-119.68535217176057,-242.89356928175906,C,-34.468063974441776,52.21776566312313,-221.40570364357893,A,A,E,34.57114546765131,-158.3680189124061,B,E,1
18,18-25,Physical,E,D,96.85002981111846,71.09323617073801,E,113.77705275463592,121.56238730007244,-63.23920824906634,E,-5.510996721200255,-107.13824048545322,-82.3026119730971,A,A,E,86.19122974448892,130.14879932912723,E,C,0
21,65+,Yes,A,C,119.4985599107598,51.33234682952419,C,-48.831815820620825,191.96890390042142,150.6000051742675,E,-45.30179665055524,-89.85587286997368,60.821835930477164,E,C,C,89.34660596825127,10.19402772562399,A,C,0
74,65+,Mental,C,C,-28.761016736668676,136.3895099631947,B,-88.23949096301853,51.14588802788348,-37.11329572486802,E,105.06198269542078,101.2362417362632,-78.91763342221591,E,E,C,-87.50383577584745,37.868239393215426,E,B,0
35,36-50,Yes,C,E,-119.790583770799,-56.020402658131765,C,172.9366402665266,115.30708419325644,137.9391134655859,D,12.839065964247052,-27.363290803604322,-35.92472444161702,B,E,D,34.35529058491608,-66.15031824767799,B,B,0
37,18-25,None,C,B,67.03089026901118,-105.01648307427205,B,-102.03613095933505,27.20146889603069,-36.88577670859002,E,-159.7595109826511,-59.20054764210069,45.39600315157742,B,C,D,112.74472282769901,100.4942136132241,A,E,0
42,18-25,No,A,D,-36.99981928226261,21.513646413851482,C,167.95081653662467,41.52472589014368,125.62858694353771,E,101.26032938265652,-153.4280575620793,-68.6825585314481,B,E,C,49.927226864063876,-5.6254804061577515,A,A,1
43,65+,No,E,E,-0.08761648745409649,183.45335616282722,C,38.30957894343016,-23.76177523612065,-86.82043120190836,D,-81.68776506142706,-125.89454360173362,-18.541419338080164,A,C,D,156.3032529647282,22.918940022028817,C,B,1
63,26-35,None,D,D,12.217751678640774,175.2587291082492,E,96.19437206504772,-15.935576290950726,143.77390136284788,B,129.37572051979603,-31.131906219368265,-77.85651549949696,E,C,C,33.81732742104149,50.26607636806727,E,B,0
72,65+,Mental,C,C,220.83057849808733,190.5185023750783,B,152.44351177759415,-148.21999084609868,-94.62858596022608,C,140.89426231143182,60.166117419861955,28.67709558144928,B,B,C,-30.622391512974595,-29.7430080672486,E,D,0
75,65+,No,D,E,54.88305270956467,-99.37670569180865,C,90.26117248791303,-204.2313518529999,19.59218376692589,E,122.77768259874864,67.03529332091306,-105.68724515606345,B,D,C,-26.192028673382524,142.65251491632432,D,D,0
59,26-35,Mental,B,E,-32.65295643967997,41.953916577885984,E,110.5757536184833,-34.607956402101266,-61.628814581659384,E,-147.1555186232848,-69.26276807438826,77.6398466855974,E,E,C,56.54471007998399,-126.2689922665268,D,E,1
64,51-65,None,B,B,-59.80093447363187,8.195074772333914,E,64.49098045237098,-159.58529211131832,-12.367677269570953,E,179.62041565386912,-164.0487526461449,60.5723847468775,E,C,B,64.02041630509831,61.815816149042014,A,D,1
46,51-65,No,C,E,9.478680688419493,110.87956993343127,A,-51.810021781618154,-114.48304236327076,-73.68775002793723,A,23.963089034859472,-1.5604343415972026,-125.37632226524057,C,B,A,-47.443542867520364,-18.896111099981905,E,C,0
43,65+,No,C,E,57.80107107903374,-33.987475761182274,C,-41.90392553935746,-106.39065475144555,-38.1603734676148,B,138.4733029286717,5.028690444710653,-104.39623439468055,B,B,B,133.02613878013344,201.38521635804017,D,E,1
79,18-25,Both,E,E,-196.3113193197578,84.30894072763635,B,285.18206966070835,184.19025093386227,71.30494580335771,C,56.933442105155684,-113.00423699122358,119.92296620634089,A,B,B,-87.64358321158194,-88.35343346761735,A,E,0
49,26-35,Yes,E,A,132.52681874647294,-92.42150217665922,C,137.07392323571034,130.78723048356383,5.385437210438475,D,198.53225069766597,5.196503838976685,-95.29671522842285,B,E,E,-61.209761990836355,9.510013130115007,B,E,0
63,26-35,Yes,A,B,67.08958361027442,-59.70937764529505,E,-123.53863173375734,-95.68014888269393,228.13366572430084,A,128.31702311892593,-51.51902351874941,59.65283168344377,C,C,E,-98.36579742521837,-44.83742211454417,C,B,1
38,26-35,Mental,B,C,77.34667607816648,14.005488246843441,B,-64.95758831953631,19.0485181711754,31.724448273757655,E,-113.36763780324617,-204.27074390961639,87.02631010262608,E,B,C,-220.15802753174972,19.938864399098723,C,A,1
53,65+,None,E,E,-133.45008950790697,-69.44796350559523,E,103.34766859562636,219.37450592383576,151.56042055053626,A,-120.70454349902269,13.410310457440957,20.165036369935002,C,A,B,127.82988827179278,77.58893537347203,E,A,1
21,26-35,Both,A,B,-71.14199433609889,-12.68794147510934,B,28.46763011822903,160.84895599344188,103.59440921863485,D,9.030375767605548,-141.36325197160232,46.336809095067785,D,E,D,-20.141499604135298,-99.18257699632103,C,B,1
27,18-25,No,A,A,20.91526702402822,-27.380975330570926,D,-63.9759528706571,-12.086730599614308,46.940177940639224,A,144.38751710606843,-65.41066023769775,85.94156497228383,C,D,B,-37.4491808259558,58.779882119525965,B,B,0
31,26-35,None,E,C,41.22456469185362,72.21814768378314,D,-69.89689295088606,34.26307131016881,-24.968806846715765,A,103.18578147483181,-92.44232709045035,-47.97495193732619,B,C,C,-61.73890421169978,56.09976191858148,B,B,0
59,36-50,Both,B,E,-2.8878272373409617,73.57589081572348,C,-45.96431032058866,41.749981744624584,-169.46724179956703,C,-147.48241672074496,1.0774258348096974,100.7422115718035,D,A,C,122.89642342700434,43.15358396512919,B,D,1
49,51-65,Mental,A,A,126.48264727148756,104.13412342572725,D,157.83432013591136,-42.36392057733324,123.57923442718426,D,1.6564712701381739,137.54104389153366,-47.00093301912743,E,A,A,-198.92885524332053,130.4478803967998,D,C,1
65,18-25,No,C,E,-5.244667384840822,-293.6772374022834,B,18.599537852396818,-45.01083961526352,60.077827608087674,D,-6.280710545087779,-93.88460029459786,79.38730903372853,C,A,B,-109.28810331423693,-117.9721204992388,D,B,1
51,36-50,Both,A,C,171.2749561503512,65.25889573870984,E,115.98769893834732,117.19502249292624,-23.449465697754963,E,-78.06878969872406,-13.757496064005384,35.87047296473722,C,E,D,-42.26376428800773,-42.30299226462075,A,D,0
34,26-35,Mental,C,D,-37.62832408871075,-63.63168617785602,D,-133.91689541835925,-162.20676442229365,58.05901690426175,C,-44.2420853729406,-218.22095576782084,69.1771919396649,E,C,D,-25.940453226814846,43.39463407106909,A,A,0
55,51-65,Both,D,D,-123.49012220057382,-78.18718404087329,E,132.1621130817793,4.526218774841378,93.80595127002954,A,-41.522204231292584,-340.74274241130615,90.79913048134112,E,A,C,113.12016635015868,82.03629496823011,C,B,1
35,26-35,No,D,B,-139.79640282333864,125.4191768475955,A,20.729230511087206,-28.441690957471145,-131.1995421370463,E,-41.9127481186748,-29.689279201941233,238.41288259197898,B,A,C,-66.84620749640354,93.0599293584554,C,E,0
33,18-25,Physical,E,B,109.38677218674566,78.26585113605006,A,-74.5560984313289,123.45052236866482,62.31507936457893,B,89.82258647386897,-2.819216366244239,96.118457562733,E,E,A,-231.46588495472233,18.039425404721044,C,C,1
66,26-35,No,E,D,25.26984266464782,-177.3218902855668,E,131.13878139631865,172.28861618488992,111.66525987355935,A,203.059816250727,-138.76317749537202,78.57385355091873,A,D,B,86.46972172832479,-119.30518455993113,E,A,1
46,65+,Mental,D,C,18.488808068158168,119.64901091403361,A,42.32558281480771,186.94926637203395,95.83310566700429,E,-178.84730319906885,-120.54003983413676,191.8348566181808,A,E,D,-33.06712879922003,40.64035064931427,C,A,1
20,51-65,No,B,B,95.82995753913836,-115.0114305420478,A,-10.488620068011931,43.42071856052146,-105.90952224615198,E,4.450714499250547,58.00304626727368,-62.432739545639706,A,A,D,42.74897182852194,61.316931534251005,A,E,0
25,36-50,Both,D,B,-1.0325414328954696,-253.5549067700647,A,110.25276265082648,-76.98023791876899,-53.35648461673897,E,-14.502224216497675,-99.65453682383858,-41.368543461790914,C,D,A,24.333029234286304,53.14346005268972,D,A,0
27,18-25,Yes,D,C,114.6433143200012,-149.9194681753212,A,119.72508936685354,65.7037606472412,36.64833063502172,E,154.13609210575842,86.36252992379652,-19.996336669306185,B,B,D,-213.09134849362192,-154.40990124817523,A,E,1
49,51-65,Both,A,C,-29.59205841412247,179.23872732648826,E,34.34779487100028,-83.83709906678868,-17.19886828575753,B,41.80648793552997,37.31100911384246,-15.763025228247814,A,B,C,54.53601575391798,55.150245677174134,B,D,1
19,51-65,None,A,B,16.820356842920813,104.44609811158526,A,-12.115580003080535,-9.008485029440463,117.55854204334777,B,12.060648454281301,49.49411216414169,-29.398335500175172,D,E,C,-210.88808507875157,9.75042631365034,D,B,0
78,36-50,None,C,C,58.894913459939005,143.7078112161608,C,38.0339824148548,38.035640270832275,42.100936467978634,D,165.3128555149514,-129.54803832741703,119.64095822961076,D,A,C,123.83600079388908,25.659304814362972,B,B,1
55,36-50,None,C,A,120.28567293471548,-97.44297821721297,D,113.02366280128997,51.73201700788977,-33.864741363858855,C,-98.39902567943227,-52.86239608525216,3.666414853403091,D,D,D,-143.75401943383247,23.44475558695819,A,E,0
35,65+,Both,B,E,41.25239179664002,-21.353330714422835,E,-17.84696728466675,12.207238907881242,-50.09412411099067,B,-9.798945020182593,-133.636692608573,-147.5630265136498,B,A,D,-66.5468776285515,41.99342155406471,A,C,1
52,65+,Mental,C,A,-59.34836812665284,-77.49811483853829,A,9.57270391898198,4.363759324355646,96.78007565690969,C,-36.36102785391337,-67.84416688667685,-115.74159623385071,B,D,B,-17.923266028659945,115.96797477880732,C,E,0
66,65+,Physical,E,D,-21.07453603430548,6.833923547223911,D,79.63782186449218,-131.03318597960845,109.1783258314753,D,119.88387525300111,-35.6752007767481,-105.59758743479335,D,D,A,35.13442751744841,4.41031061042624,C,E,1
44,26-35,Physical,B,A,111.29911937665327,-143.5506850908482,E,61.669331757878474,-65.30593924096765,16.45764959581345,D,270.1149334497681,25.155329454771945,85.2833743329726,D,E,A,136.63966327721332,-15.334738582954571,E,A,0
47,65+,Physical,C,E,96.57069646376767,-142.95517841637425,D,-46.30253804937687,34.23586731427431,13.533292244299815,A,-69.35847479689666,-156.0764021517479,124.74936343802989,D,A,B,-57.01847147862246,47.211727912339065,B,C,0
73,36-50,Mental,D,A,38.94332075365811,-195.76075866402212,C,123.03332603459623,64.09130418376824,15.675297328772889,B,42.52696465290974,113.96301637041498,102.23986651730583,A,D,D,-93.44331129893992,-120.88551908430954,A,C,1
63,26-35,Mental,E,E,-41.22838719785403,107.03705210430124,E,141.2100202011127,121.53146047650569,-108.46610456049272,A,43.173722568990485,133.90442622639492,75.56129498859643,B,E,D,-64.77178406521354,-159.28115344067632,A,E,1
26,36-50,Both,D,E,53.75468444821182,-8.78802431766646,C,179.24071085494717,86.66210982385034,67.26383417161172,C,-68.65840334369447,-120.35756124635037,31.980734484953675,C,A,C,-82.46251871090034,-8.963407724805544,B,A,0
56,26-35,Yes,E,D,-136.26063116343488,-29.90418714301223,B,-16.435301190315403,-164.82413720091768,162.7751725341246,C,-269.4657499371838,66.67702626282271,-35.202551443884644,C,C,C,-43.68817820276734,0.2352275229658886,A,C,0
68,36-50,Physical,C,D,13.992194834744456,71.67020548999406,C,-21.23137079103603,-117.0846519718606,-14.486230819792317,B,-19.704915996608925,38.436367111431565,5.240177822023343,A,D,C,39.53126656346901,-4.940690790751737,B,E,0
73,18-25,None,E,A,-163.26845842186788,-65.66161556527031,B,-20.455215558741433,-2.6372564340418734,-31.43354496933359,E,166.57468804342483,3.681713677983716,-152.62389912767452,D,D,D,-154.65186291346436,-66.94774331704343,A,B,0
65,26-35,Physical,E,B,160.862644328079,193.2012543704406,C,-41.05485482461111,-64.42335013825672,73.75883720317739,A,25.786225627053728,78.69589301919547,92.9402044599185,A,A,E,135.47510695480113,77.31025699442989,C,D,0
39,18-25,Yes,D,D,-26.55140437204268,-56.901460753222445,A,-109.60014640757754,-108.29153968489469,81.96933806898782,E,4.649603015210489,-136.33474818517166,28.2406680725383,D,C,A,56.38202366981781,193.77393959506279,E,B,0
55,36-50,Both,E,A,58.608840949646336,-55.73246165795144,D,124.15604831932802,47.50946579705549,-67.74273493566946,B,-49.34874716862354,54.30541355829427,17.61732299784674,B,B,A,192.77051207632167,32.03767167656377,B,A,0
76,65+,No,C,B,-102.2833911484389,-62.09197839953144,D,-13.261793114158241,-14.472018393852426,-179.1243727724998,A,17.937584193652604,-176.22178340914405,10.504025538122413,D,D,D,-92.82209436511778,-25.774371798584916,C,D,1
32,18-25,Yes,E,A,13.112299687374982,-54.45743124836257,D,-22.211263267392244,117.8257121509769,42.52346336960345,C,29.130081394625662,-5.626406229332722,-9.012509474224485,B,D,C,77.97800468481698,-9.331082940841407,A,E,0
50,51-65,Both,C,B,-26.55263172143732,-48.97487223143749,E,-16.159887208727127,101.93855862178536,96.90858878617018,D,-24.139650834167533,-59.06447120924457,-115.68473096746044,D,C,A,31.71158914419757,-45.361168130070546,D,C,0
64,65+,Yes,B,A,42.493629328481155,-103.19555518672563,A,27.768102993061987,-29.026454861914747,210.22068461222904,D,-7.114306810342722,6.927750029886442,-58.555140273040976,C,E,D,-36.383995531805844,29.881765521061755,A,A,0
30,51-65,Both,C,C,72.76948968183974,17.54247818851582,A,92.25966034130077,22.521064168713686,-141.91514814857572,D,-35.18703716272791,8.81292932501388,-4.255309765491885,E,B,A,-20.102712924438368,-122.81703478016838,D,D,0
20,18-25,Yes,D,D,59.70409125558243,-165.00027468555328,B,105.38576440528551,62.45248894322416,44.86570976234743,B,-29.6790383195798,-45.25401077247535,-39.46080814538919,C,B,E,-51.87372195873438,84.56362029902714,D,D,0
54,18-25,None,C,D,-112.69735746198369,0.5697473556702287,C,136.39182936333953,-21.906685586858085,-52.69551700492765,D,40.66530604394721,-141.76344802155637,95.61514471255786,D,D,D,47.141124839501494,-140.59356411851297,C,C,0
58,51-65,Both,A,A,66.8625522286122,-1.5473916626293283,E,-35.01457871640984,-2.633307247368955,79.15319882166806,B,75.8631151274209,-120.41644901302686,-45.84365285016078,C,E,C,53.32711289885946,30.188775989410765,C,C,1
22,65+,Mental,D,A,39.33404608068985,59.39855940228974,C,-2.9967147350211985,-32.1102827892769,-17.698845983978057,B,-31.404031828549485,-1.988251691946584,-36.76744342962902,A,C,C,55.24304646708185,138.85398123183768,C,D,1
49,65+,Yes,A,D,-25.96029332932418,-49.572486240625196,C,33.09701487824545,21.722518167906575,-128.8922836850403,C,39.28884920038136,-32.66998699832392,4.17172574430566,B,C,D,-19.0078675015343,-14.190903209546562,B,B,1
41,18-25,Physical,A,A,-29.83938276238492,38.376329740539795,B,41.4268768000294,83.26659024784367,74.65910629930096,D,23.372879822203394,-111.34132657467042,-51.02013493011478,A,E,E,198.89606889729689,142.69352712979648,D,A,1
19,51-65,Yes,E,A,25.6258749527981,-136.74685129857298,D,93.67068426311884,148.27495628727198,-28.153585340344062,E,38.63915402482754,-91.1379958583075,89.99999309434568,B,E,B,69.35658012329979,-50.13134329636066,A,D,1
46,65+,No,A,C,115.00108571774523,-9.185633013334034,B,65.46647459134086,-27.34866276085456,41.121538738580035,B,-128.9704203793618,-34.33127579526311,-145.7389274409518,B,D,D,-73.21849373633286,-20.973960519255435,A,E,0
19,18-25,Both,B,B,67.87768245943022,72.96917016518366,C,43.78571621144643,51.54644688600499,35.767897018897166,D,93.96866338550205,145.72310377845835,-153.88554327762128,B,C,E,127.21210855810338,3.82887560646902,E,E,1
39,36-50,Physical,A,C,79.14744655102905,39.849363981758415,C,85.95688990582708,41.20282103344638,-5.580426667192378,A,105.2074411571178,28.879237595887155,126.08365469741696,A,A,B,-1.581521572778915,52.42543416844628,D,B,0
77,65+,None,B,B,-69.81149123433244,0.5621065696240496,A,48.33804988952984,40.82256374348613,-17.078014192254585,A,30.583054233159825,-44.259256758014224,99.14264077867179,E,B,B,74.53569720667376,-55.878418381590556,E,B,0
67,65+,No,D,B,-27.417266247536325,-297.3837465268325,E,39.98793087358432,-125.40536114751923,-73.17264455800661,E,-20.907138337310613,131.41713024482704,66.87848035513883,E,D,A,-31.540942063929585,-135.68246620811527,A,C,0
40,26-35,Mental,C,E,88.96072524865427,29.371161805973628,C,1.810187940407611,-93.81030819266421,37.60650383761499,A,81.90078110853007,-74.11965700688363,-61.53930844330965,D,B,A,-48.28949066497445,43.75768195500892,B,B,0
62,18-25,Yes,E,E,7.090239655286395,13.386217865429945,B,-131.07308235654435,-85.72770180580783,138.94265422269365,C,-102.09769104292104,-196.60430963867134,-19.14919756937539,D,D,B,129.6155884693137,116.25431225383396,C,B,1
28,26-35,Mental,C,B,92.5188661207668,-63.93365028098451,B,188.33467323069323,-60.82710423122276,18.249817466537063,B,144.303094929528,-81.90816127458608,78.60864292099528,E,B,D,22.268437197632565,-56.11202479642879,A,D,0
76,65+,Both,E,E,-1.3526431588996164,53.10090295313883,E,-20.93835052076584,44.963911449683216,200.18132913631302,C,163.6854798416993,91.33967622345347,58.798386131326964,E,D,A,153.98702882247932,-4.747364609150577,A,C,1
70,65+,Physical,D,C,-95.69108300307705,30.8546206182091,E,55.60466449491235,-205.50304482587046,-217.17342652875072,E,116.07126560596028,24.67554372451914,64.3230508629073,E,B,C,32.52103541112941,21.922839271412602,C,D,0
22,36-50,Mental,A,A,-62.61202309909104,-68.80023748413082,B,102.22982049678492,-106.60226394145727,-133.22109213179272,D,-89.52307507327397,-129.07017550740258,50.083335278341856,D,D,D,74.88726897797584,68.21827576423551,B,A,1
32,36-50,No,B,C,-22.774950376691105,-28.139569577574754,C,40.594108450686775,-144.84841818927302,56.163056031528605,C,68.04528173406572,5.909894125285986,146.54781773269653,A,C,A,-52.14343338696927,137.70572964687494,C,B,0
30,36-50,Physical,E,E,57.8254249285686,-51.557423337175955,C,32.68823737088715,18.08571549279361,130.26808981884113,C,133.60445978209188,-140.16463452352912,-31.36021785108256,E,B,E,71.63863790123357,105.41537688917231,B,D,0
31,36-50,Both,B,B,-58.388889968543666,-173.92606037764122,B,-52.7032700549549,1.2269639653818198,-20.350400081229868,B,-71.37307528845106,79.36167208649914,30.587018772588102,C,B,C,-107.97165878240007,7.8659496353858955,E,D,0
25,51-65,Mental,B,C,-70.29668195477822,-96.84839521086133,C,74.37559499893764,46.676104855801626,-115.09413317495539,E,95.35512714988211,27.776845174465343,27.842239123831526,C,B,E,-90.18045838325754,-267.88614108822765,B,B,0
