faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Muslim,94.69988915382052,-96.32945816191432,-85.93401450277032,21.77268508154108,D,D,246.4304423124333,A,B,D,11.442851750134592,D,-303.7634107340617,-121.79211040771575,-22.880884666321297,34.148154986402744,-73.62672536297833,1
Christian,-47.13049067792197,-20.35059567159866,72.33855640652118,25.25508801346938,C,D,-93.99543247534024,A,D,E,56.783091994386226,C,-21.627169476428342,5.416245963187303,-125.94890720053793,-114.27243960031599,-24.190943250846235,0
None,8.803792518121591,-35.936232311498564,73.93202920378303,-133.15002701803692,D,B,44.44954107181729,C,E,E,-31.79747351711166,A,-31.52714836311962,4.049319657645213,59.16981248192279,9.00823372118165,49.956289782959196,1
None,49.96343552258248,-79.94123768653513,-46.86129083610345,-48.68614914301711,A,D,155.68419016488707,B,B,C,-121.00426478706554,C,-118.43662781756079,139.32864804008028,-7.036802320391396,22.978387665342044,69.3671611314448,1
None,93.68837623244471,-214.8845873825648,-58.82599111600329,-19.25920515292147,B,D,201.36240172869316,D,C,B,67.69676050266847,D,-152.19866537840682,59.40269504305207,7.2672097180147475,-44.98299467336398,-90.86064964767971,0
Jewish,-97.6575641190973,-21.54437606241874,136.28622651023454,-202.0775713046789,A,C,88.673272460862,C,E,C,14.238650012015169,A,16.571527658010403,155.9771889474614,-32.07466719407513,62.11983610583789,-25.193546693050585,1
Buddhist,-17.06427688398704,49.33933696454601,-18.98666861391641,185.87447347206526,C,B,75.95425678992864,D,B,E,70.67017897419245,A,-15.905760677340893,19.400201092008714,-1.961229658174066,50.002543679947784,0.9529969330875444,0
Buddhist,138.55039134381445,70.84551711867823,-69.6437566705353,-95.96345976260598,D,D,-62.79200175523307,D,D,A,-10.365653722092608,C,-98.05269950175455,67.24148413296929,-111.48774709984566,120.86417262067796,-11.307372993469038,0
Christian,12.349140468903421,82.50167729002291,153.6341057345372,51.72251281515401,D,E,-48.08950065368751,A,E,A,-5.108122902043085,D,132.02151426386231,-42.38335212032264,130.84819861961725,-74.94658108065848,-133.89018439218384,1
Other,-84.59562824692046,-39.529676793689944,23.29113286613565,-230.54090906643268,E,E,-65.5966417607318,C,C,C,-32.57240253245434,A,10.38818951439981,60.772157712627205,-0.2625835494692714,45.693458898273285,78.78733778759441,1
Jewish,-87.00535631437322,118.81148236792025,149.51134069871077,207.64991615128937,C,D,-160.25293714513393,D,C,C,95.48372254477526,E,-55.815967015753486,-68.70873828295937,67.29733412800995,71.23896038163745,186.903261261779,0
Muslim,-103.52709945659966,97.4260175961902,126.24708970121902,73.57086504379723,B,D,-125.42393710846899,A,A,A,-126.3059149242987,E,-64.73724444871391,1.7427753688800853,58.69901477442211,-68.89925056215502,78.77778733825429,0
Buddhist,50.40816397166531,139.32754099014804,0.4244566744890286,48.468098526876055,A,D,54.908825448077856,A,A,D,-23.883537851370892,A,20.864728534774617,35.144023096070335,152.53802595758827,-32.50919948300455,88.56171169370285,1
Jewish,-83.46323481541023,-43.50243975149845,26.667987845093393,8.42837923676895,C,C,-95.3039452537954,B,B,D,-160.0382661792493,E,-237.80606650040014,233.2730511446751,-63.956861946281684,-18.841049506315347,-141.54507840506795,1
Muslim,-61.725703896179,80.47756675878472,-134.45309675651552,-75.32955935891248,E,C,58.75113621240049,E,D,D,47.841590148731086,B,105.74893538233614,39.261400971228504,126.67077461317098,36.18116865266743,-74.50020661147641,0
Christian,-55.82242407543788,29.17762885188892,-152.9985494972999,196.61188625221476,A,C,96.97295793768443,B,D,C,37.53401351554303,B,-147.41273189023613,-25.324856808224887,39.721340692075486,94.81295362164714,-212.95562821159123,1
Jewish,180.27417102676264,13.501696888949127,160.82775250898348,-36.982262058383924,E,C,100.62570469890164,A,C,E,-59.71655944992589,C,-185.77589811669094,-38.66174640169944,-71.65444214722572,-217.23440878295145,-146.10561448541654,0
Hindu,69.25493235140038,-217.14371269229161,-78.99977069078076,87.47600231122965,A,E,-55.88422669718657,D,D,C,-101.12220650015442,A,10.167701988396923,-60.43861734661255,-89.48339643608392,-28.657322812389967,-94.11682662598523,0
None,-51.389636738642416,3.4450174295230376,-99.59350603930332,-49.76018428678309,E,C,-16.931048937822066,A,A,B,-122.93821206279635,C,-54.98123959064185,-310.90813994663415,-37.082476705541175,135.73126399289887,97.80744303746887,1
Muslim,-62.18148146159576,-53.597323571226376,80.95768717792004,-40.99500352639943,C,B,-93.12344825429733,A,D,B,58.08561720158343,C,-106.14938232948079,68.86194164330854,36.69669538083977,-71.8636244974786,-13.821600157672275,0
None,-33.1745101835945,-18.772348982910827,2.7861414295965234,157.9256729505083,C,D,54.204241374206916,D,A,D,-73.01424347838005,C,-30.98805038474121,-84.54473028775504,68.37395187109804,21.24587877918888,-134.57501118154184,1
None,-75.80375054627686,1.4541066399341387,238.21222508705083,-41.763085421007645,C,C,67.74427904336045,D,C,E,-127.77620519945556,A,37.76324646614896,-93.82423743525108,95.99723869190458,-63.90986138655135,187.96308355244682,1
Christian,-57.429729940577175,-101.80350343659848,32.64445795611509,-4.501227111364195,E,E,-139.31630872847498,B,B,B,-38.75046706934336,A,99.5560492081923,-80.02320122979405,48.582496834449564,10.652965239736506,-0.7361778140690657,0
Hindu,0.9985365150766307,-33.07907991985301,-29.64715427897129,112.45345709268217,C,D,-139.35164020955938,B,B,A,-25.217623691189782,C,-274.6094350422655,-125.64863437684264,-69.92399649362744,37.83702767146338,-69.95001795463449,0
None,-230.461445950932,108.71194286869408,-62.36392641104279,223.01225093839574,D,E,60.595658164323865,E,E,A,-21.680287101070242,C,-24.014853631598225,-21.750005599719685,-61.4938413701987,6.0388848657323795,45.8786749345867,0
Other,3.1873102770027586,-51.76812078439246,-60.897936599024284,158.78499751098965,B,D,-124.85507759751317,E,A,C,24.33532422159028,B,-157.23325356600907,32.24902269590575,230.2027401283837,32.07886676951058,-57.52466866804892,1
Buddhist,26.613371587114486,-161.53251422104566,-27.26887791532787,14.674106558885203,A,C,-15.865295149480293,B,A,A,-153.69257478620557,D,23.62010919022348,79.2210315667511,126.84384652138006,89.2658140590764,37.91238068260947,0
Buddhist,-57.58444004922497,-29.573032830421557,101.38282360025606,70.11870831710173,C,E,-78.38808552402617,E,B,B,-27.90815195800483,A,-85.61471676707608,12.963409167444832,-95.04364091510766,57.25779246014435,-8.043976132497944,1
Other,50.74376415423395,49.82751917510711,25.11310774889262,-95.47981712853316,C,C,36.77542282848064,C,B,B,-15.952520893653801,E,-0.4026404631744432,48.031234959422385,-35.18505855490155,21.747064879715843,-31.266269642724165,0
Other,139.11701156650474,-33.15720087015013,72.33151243615086,2.2650009207710493,C,A,30.347747533309683,A,A,E,161.19229264732652,D,39.95169232039092,-86.5374363980777,71.26525190439617,29.564398242129432,66.49326347989926,0
Buddhist,87.41375594142447,-38.82398056932781,5.65025592838735,-56.16287142527595,E,E,133.0972081612199,D,A,A,-124.26973889839681,E,87.5118186996053,2.2767012879608566,-112.18131020258058,87.26556153690865,10.33219344654112,0
Buddhist,-35.438818566482425,72.98102592665579,-40.43824616472358,38.95482217916248,A,E,-36.90367556312199,D,E,C,-69.8007558103101,D,-43.34200694518537,37.42477096749614,108.66625813543733,-5.448898321888347,-29.94263986137981,1
None,144.39562181875766,-223.33525552092303,-40.426436555148314,88.52679339278161,A,D,102.11648324471474,D,C,C,-47.04850916625341,C,54.58760501803304,186.9392882849822,17.84059210032862,98.3172875759604,-129.46541342689872,1
Muslim,229.01143822244,260.27608461585817,-186.1476449881121,19.378991744798977,B,D,-1.0713349556641025,B,C,D,-85.3467279661759,B,7.873251342657109,50.98800519053292,22.084570558060427,24.23290001056479,63.33830439532332,0
Muslim,-190.31474787680006,15.725906584214448,43.19514305371219,-97.17407926032,B,C,114.59449090936064,D,C,E,121.97180061396276,A,-28.995964968304854,152.35809386848715,97.34371518464935,-24.9148396295088,-70.96532199592828,0
Christian,-99.85068479540675,49.38075022996088,-103.24233127945924,-137.92904442780738,C,C,129.0127684257615,B,E,E,-67.94875333494727,A,-23.747337075687945,46.90374801752696,28.320278987933996,86.94798209903024,-104.12241619545304,1
Christian,-48.82681507863368,-60.053497356853555,144.60446403641288,-145.37865999389427,E,C,-47.79171435653305,E,E,A,-213.28118316874304,A,-67.13249969735551,-118.20602547582335,-214.6560703990699,-148.08851558340055,-45.28658550960552,0
Muslim,98.65412699725314,25.199603885625816,16.567912747931413,84.36671168920937,B,B,72.21686682764579,C,A,E,-30.95167033496923,E,-70.0016812174879,166.66651400610888,48.824586594096914,44.78132802706888,10.57466880591124,1
Other,215.23034556660795,-115.14142418286603,-13.128296178526613,85.68769682957833,E,A,-23.824022744437066,E,C,C,2.356978069870036,B,-56.225772486389616,111.18378171570475,11.5282843933081,-65.10008691065075,-128.86211430998645,1
None,76.36662368897167,-122.45201968981263,31.44640879391829,90.23083568665301,B,E,145.99413559110747,A,E,E,58.58252524585402,A,97.64563868888368,-136.2591142454113,202.97866929312121,-96.51239064153106,-32.57903001412428,1
None,-3.3936164980689076,-163.9914697932008,87.72218542647477,34.8495876509131,D,E,-3.50301123016983,B,A,E,22.663641682708835,C,-73.3286578605049,-76.82736858654991,-80.22545150357435,-84.25246683105921,-65.45114982889548,0
Muslim,7.9948280302152686,63.4072581390573,-178.4004332916458,24.089067951998032,A,C,-23.34475551445398,C,C,C,55.16361196446516,B,-107.44375046034578,85.45933854272772,87.10911815044473,-180.062317861259,58.438955825269325,1
Jewish,0.7657853905578729,50.625610003371605,-20.04843615374398,-27.38925434060997,E,C,-8.236944393010752,E,A,A,-58.683770364672995,C,-159.4603742892334,55.54612466094644,-164.83653703199806,-97.16738411170182,36.48966786212007,1
Other,-50.19599811760337,-35.41646551192203,106.63104209483456,-40.82931144690465,D,C,-306.84513191748414,E,E,E,87.11993356210878,B,76.8370162967375,25.085138088749165,-56.21534624645677,36.41755341712894,94.16109239933358,1
Muslim,-8.347988206503336,180.83335036275764,-35.13069683615726,72.3615252945238,E,D,-240.21037505913463,A,E,A,1.4158753322358744,C,81.08843011166171,105.2679027949732,-51.66668131120263,-130.57981070543593,-0.3976498087442915,1
Muslim,-52.22122031035037,-108.67593345771323,-73.41093529649257,-46.35009278025717,E,B,63.36076277144633,C,C,C,8.830392122408375,E,-159.7477338376014,-126.49250269601318,141.65217186834488,1.5186519186169727,-29.159967051630098,1
Christian,105.04081107146739,132.7155929375091,-59.12535201102826,38.75559044420954,D,A,94.20960512453709,E,D,A,-123.88488714713239,E,91.89471282110144,-81.12564532090572,-39.64423516877515,-33.70087270691651,-83.0202136488728,1
Hindu,11.96416044383422,-56.06089239640222,-41.99534072606974,76.20378665651673,C,D,-272.953380384171,C,D,B,-52.78463836605777,D,183.36637239592008,92.17255471239864,42.12496899013645,94.38025728475846,-113.01910887819513,0
Buddhist,143.78554177188687,61.10450392219905,111.96876204733792,137.7625519709808,D,E,56.41619302479498,D,E,E,-37.90477062904523,C,-36.9410152197066,-45.65754627456671,19.609137938708262,-66.75410377671132,45.01136208439412,1
Jewish,-84.54215272024929,-139.56385522025602,-3.5287296722805053,-65.18143617122736,E,D,-18.294291668791416,E,C,D,129.741112142634,D,167.2931386855585,109.53598172930374,73.8760629758786,-90.05753527908594,-47.20293193944576,0
None,9.162310962122342,14.773931288247127,83.29097920214832,23.910516673009838,A,C,-72.41566442209252,A,C,B,98.9924886829942,B,45.2213228389698,-46.58489202508446,-138.6856925261017,77.4319924988907,-110.98805467909594,1
Christian,-107.75850031736904,95.33766157700182,-63.74710830907077,-8.315590000210918,C,B,-79.06614075769015,B,A,C,140.339376690618,A,117.48096385978278,134.17868159104185,-111.75553811051988,38.09700479801473,8.095590298580623,1
Jewish,-23.99501565654688,-112.50101169264562,197.84963588157862,-47.570339326377905,C,A,51.42383205664542,B,A,D,-99.34219336505747,B,203.92020745272026,-74.59280426504102,-108.24466913327471,-204.28846440957216,-114.2867816047199,1
Muslim,89.56287478858783,149.6823733638832,-23.4180873188249,-12.606052221781336,D,E,-151.7675105297418,A,C,E,-6.362914076017141,C,-40.249339832239045,-50.28129137936933,125.94972208976863,-3.061162166831829,0.3378333897449585,1
Christian,53.647427324102345,-158.87025947776308,-24.143680793569562,-164.935402690877,E,C,108.14514031968663,C,C,D,66.78404646513846,D,-142.60311492207188,-80.81830884787873,23.706020782383515,5.99614615919683,-4.269057592577672,0
Christian,27.765018961225095,207.89604670115526,93.29495730286142,-111.37627096338811,B,E,-120.27119594385508,D,C,D,24.754836934157662,E,-43.44983702844418,76.05680370625583,181.14965580656863,-121.00318995778025,168.04230229067127,0
Hindu,71.53445743663866,-91.56783174882604,-27.75361795218218,-10.477823811494364,B,A,154.45164211448025,E,E,A,84.34275393280261,D,-174.1742182366684,-263.0630230417672,78.66475615809001,-107.43084181358897,105.2961710870229,0
Christian,-28.67257369925127,-30.07017471867983,18.573076494136412,32.96723609447636,A,A,-10.48499581883717,C,B,D,0.04318876386106858,C,-38.184782372075276,-135.16443754959383,144.40637380270826,-41.14447128107589,91.80866269243052,0
Muslim,-32.861618573371345,-83.80698892291514,-100.78433395624499,64.98474309579092,C,C,1.7014289582031012,D,D,E,196.26655245883643,E,-44.5404992804096,-65.32108566950518,-73.87912014561184,-64.12579709489637,108.9909442162217,0
Buddhist,-94.6711781944173,49.39910205930415,-30.297367989544465,112.58234679318726,E,A,22.067962404408583,A,C,A,-68.26153007850746,A,-150.2491200228614,-78.51158825876885,-117.18336480385751,10.466305269370972,145.56026456801942,0
Buddhist,14.911743242309361,-36.558172287654415,125.8988469347417,-51.64866878913056,E,D,-59.345304512016824,A,E,B,11.388597763936763,C,-111.15102986442868,25.872464716612082,-191.1185788091589,-144.10166208563126,122.83165212653677,1
None,22.03403556547725,-28.38580387809137,159.07457977610906,57.50430594836228,B,B,88.87018600225355,C,A,E,-165.5910751689916,D,-99.02440357466821,-32.47496417849449,86.11892690084353,-46.63603721063272,-8.231332110093804,0
Other,-39.13502787359019,-10.832557057976235,-84.48743176652258,-37.7864084217241,C,D,106.74687377821832,A,B,A,-125.81260341430949,C,-118.68091379453112,107.33678889119764,277.0880491669096,-117.46587173804221,-192.7156583678605,1
Jewish,4.416597124779363,-199.2131502635402,-14.558983152810015,16.740128084378185,C,D,-29.847342010442716,C,A,A,-18.051453296734778,D,-91.20009272641718,241.1754093341263,10.370981528919893,19.49936339770776,-30.850331403983034,1
Buddhist,23.632789943132607,41.89763854103748,-70.09608505339045,-46.26616717663702,C,A,99.92048999829922,E,B,E,133.36212790143722,E,21.672850215904884,151.6044916821947,122.36756481444418,65.93344869514794,-82.27674406585781,0
Other,-156.35077149223204,-32.345054820324975,192.7272857119348,-34.867926761628546,C,C,139.4703026932293,B,C,B,-22.866543142070725,A,68.14124627724057,78.36734942156895,-113.77692772409564,-44.780925663371534,-224.3855005706012,0
Buddhist,7.119070451912131,112.83239904986257,53.50843289223496,-51.66988350700807,B,E,75.2964629329345,E,C,A,-235.673395727967,E,106.69401148951738,-76.74734386965,-40.90101121942338,31.335858071568406,-7.683408974478281,0
Other,-41.085548447502994,-100.61393267112703,26.69353801359436,113.86858105741864,A,D,55.87578074329134,D,A,C,33.46628018935965,C,71.02985832088152,-80.81814069869935,-49.72776026405121,-31.94207655021207,-9.019124523655515,1
None,-11.315565136993008,-67.65851603697806,15.911548412234474,8.869340400449861,E,A,24.640899112032557,D,D,B,140.92141183668187,C,6.896683641067942,-246.54595340005326,-45.028743556437746,-205.38173952962637,26.90359796536371,1
None,150.78087426190496,49.35019481516814,40.09220587529051,29.31678120052738,C,C,42.98732480288338,E,E,D,-119.01897025197275,C,35.133689987410456,-115.2196181285646,-178.73546692536223,-49.07734136732719,-88.20488250419875,0
Muslim,37.512899415859785,-2.7130239793531747,127.32160489412966,63.28325031943211,B,C,39.95321603430864,A,A,D,171.66944282858898,A,-82.69099984603142,-13.189894495104165,72.30625804425789,-170.84555474537507,-75.15056494593382,0
Christian,-119.0374390264465,121.33601418460384,29.31076464355298,52.475902035914466,E,A,-13.841724587699403,D,A,D,-1.355037306470933,E,-127.45867752989679,-2.4206968631408374,-37.949813657165606,-102.8189861588354,4.944546752315277,0
Christian,126.94605862967785,85.58345522539254,171.1416120538576,-18.199618487029852,E,B,76.61239919593321,A,D,E,193.14120334909418,B,240.69457462424083,47.12189781818799,229.32298421347085,-19.941765642831555,-38.0010823273105,0
Other,-12.764880835892745,149.82929690800813,33.88495317674058,-83.25151179944555,B,C,54.03564237403267,C,D,D,119.74269808202462,E,-126.85832128590584,-69.87211821034974,-110.33009865386857,-47.09982989899025,-30.274017379618062,1
Hindu,-102.46333933922614,76.99298462101851,-45.50005300502889,1.8358182012335658,C,B,17.872085195608573,C,D,A,41.058624121643916,D,-12.639254259182911,-148.04901386191506,-24.969078239005345,70.60583357414498,13.330100871016814,0
None,142.47083170726054,-21.728180252978095,-95.3265088562435,-103.95987060624097,C,C,67.98381874523315,B,A,C,-42.95388855318825,A,145.3625346118167,9.161680729369774,-74.03691906478325,61.027556251250445,29.258718141195978,1
Jewish,112.33993220008375,18.30491176140379,-30.355013372587177,0.6592313525491974,B,D,-128.13724983532114,B,D,D,82.4656730178979,B,-72.84288200559143,70.97745205799133,-69.44383085094672,60.57908517783077,-122.97753778673146,0
Jewish,-54.49272647389116,-136.23752304478182,-66.94162621439864,74.9340676490828,C,C,90.05268473657179,B,E,D,-129.17726942893324,B,-124.92781259660086,176.67484846237457,-65.28575601496449,-79.2867028663503,-34.03913248520763,1
Jewish,-69.85665852719,-63.92387510500812,61.86252944950722,-61.172677676028556,E,A,85.39028564739965,C,C,D,-10.235210953073093,B,51.436665478881736,-128.9596170182047,-176.5227207124036,-38.782090308709336,16.66751730189841,0
Other,-21.49054713584509,148.39836157070096,214.9664565415994,63.54014646603223,A,D,99.26649244993474,E,E,E,113.34311878150918,C,-49.23431757854833,63.693853608933104,45.56806062830736,34.874516310059775,59.15130701454744,0
Christian,-24.523404883054663,147.9742588740431,-22.423469743932937,55.22845941665542,D,B,86.84480745910011,C,A,C,-244.32344364135096,D,-26.196531634045193,-19.797900888648556,18.965606678378347,39.64425703881419,-123.24493771835465,1
None,0.48690551162250667,1.6453740329416853,-60.16238415469313,-64.47339362555302,A,E,-78.27160949391832,A,D,D,-79.5349406419366,E,72.09840080013987,-232.16497039756243,55.35290777926538,152.3038254357164,47.11476849292367,1
Buddhist,71.43715653478473,-25.475497431256635,144.42677382168,175.22828379147404,E,B,144.5284214621089,C,C,A,-76.80277363615696,B,-20.928599349179628,121.48056283122952,-137.6292997546662,-65.28159962047954,11.74512949744215,0
Other,79.8055307828355,-35.072749723335825,79.08159436853617,77.66650713246591,D,C,-42.2980861632499,B,D,A,-4.426125327130248,C,53.55378886180352,-117.12252502562497,134.1870812379786,-89.88442804477143,64.42248410541276,0
Christian,-7.474899812872522,35.25010884736443,29.82807944773871,222.6519155696855,D,D,-10.074801729692183,D,A,E,45.94289277278864,E,-181.32934158355104,-5.8444041155466495,-2.761352227581194,126.62123338465119,-88.19715860491381,0
None,43.41329811267049,-126.61793038620854,22.446991314144128,146.68556110561443,C,A,-145.50454519249902,E,A,D,-128.33358865204568,A,-23.392748554216407,33.52635507467044,41.54047340877603,-214.98302382471567,-24.089078567195568,1
Hindu,3.696074387924897,78.81730624412113,-205.01097352455025,-11.278881954231776,C,B,124.14960858325841,E,A,B,-3.4759516872221563,D,-66.0678657626218,-165.53279242268164,47.97259107405197,42.29868947255955,47.91340401878138,1
Other,36.160196203180384,-17.111360982981747,-59.63362409592469,-18.655497568841664,D,E,43.971664042207934,E,D,C,-30.685460961964072,E,59.730613468419016,73.22777302130223,-12.559080218227555,11.923574038741288,-17.676431010958613,1
Christian,-31.537450626981826,-180.93543898537513,4.52877520614071,-15.072801366837707,E,B,-147.71562092500469,C,E,E,19.10949621733483,B,70.13494342857449,-40.67194458196414,-120.33088558269111,-38.45292905381867,-100.82810207370724,0
Other,142.06197342689862,93.01855776196943,38.68545716121081,-177.96232621103212,C,D,106.64577321872162,C,A,C,91.24889257793944,D,6.622786261022319,127.50037789571039,-40.60195566827067,-19.321927958148866,28.357156998266525,0
Hindu,56.80445014791595,51.98116100526878,-68.25828606157181,-41.548532977987534,D,C,-0.21936363623710103,C,C,E,61.02592627787966,E,73.23941304367597,-18.2705194367205,112.32636142304473,198.58228853604334,-96.64229288720304,1
Muslim,-135.4821018893911,-72.04396145582905,-33.60593094697929,107.04881615080195,D,D,19.037483508619328,C,C,A,76.63875086106995,B,-119.8751829387797,47.9797903594261,26.49180322100672,52.68125998233968,-22.04505985669856,1
Other,-32.5122167465536,-53.35878061512458,11.950132275077173,-45.04937233886756,A,B,-29.298485823482117,D,B,C,55.73808538610654,D,79.0430590255205,-177.10922324980066,-25.96379825297207,-162.42563846121755,66.85444670137011,0
None,-109.62405427610219,8.364451393052686,135.80654572837824,-25.16301264595483,E,A,28.55210929007546,D,A,D,151.15896466913557,A,71.3015436892128,-142.4904154398494,53.88108113424149,-25.93543040793078,-23.41412014403904,1
Other,-4.5390536486989745,-9.605357342196644,60.04696767596135,-51.78465981262733,B,A,195.8705030110406,A,A,E,181.85424171651152,E,-108.53618861512922,17.026711771044408,77.81869115191373,4.8908675792814185,147.37642514417684,1
Buddhist,-59.37850275988005,78.85873062883716,-14.792541197974273,-53.18743011319654,D,A,33.52248059335947,D,B,A,-79.8301264636423,D,11.870292808803793,-276.98495615250215,107.73118441191345,-60.63420003061353,-18.246720460485463,1
