marital_status,Veteran,gender,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Widowed,Yes,Female,China,-60.58422412535052,C,-50.5169304263269,E,-17.157509918736764,148.41567764092815,47.23148929238544,0
Widowed,Veteran,Male,Other,120.78896183474956,A,-82.67409915288066,D,101.92184324258244,59.28772912548301,-67.80355214187459,0
Widowed,Non-Veteran,Male,US,-11.513560454237332,A,53.08698192450081,A,-61.65538440132593,51.05184809641196,176.7560263244434,1
Widowed,Veteran,Male,Germany,-141.328868798121,C,10.099211156096375,C,-112.62476769892274,-72.54643574757334,-41.5778060354446,0
Married,No,Non-binary,UK,161.86809889955043,D,-74.20507335702665,A,-180.4162898778521,-74.06851019280103,-33.34460331544463,0
Married,Non-Veteran,Non-binary,Other,-19.760885500883756,A,38.397190447570175,A,-156.06513332757638,78.70037848378985,-141.75315080368551,0
Widowed,No,Male,India,247.38810595707855,E,112.91117043811431,E,-123.80823027976224,-0.4512784024463892,-102.90938047725217,0
Single,Non-Veteran,Male,Germany,-12.270598934857931,E,121.93719501942937,E,87.50509741640164,68.61600144092431,22.150427853582595,1
Married,No,F,Germany,-2.6337236874372714,A,10.759197364995266,A,203.98597510513247,229.23748201820874,21.198320199860742,0
Widowed,Non-Veteran,F,Other,-130.2827370877191,D,-14.211148653906616,C,103.05066543474759,-45.31714132168994,58.890217820942084,0
Married,Non-Veteran,Other,UK,-198.8934702525198,B,-114.92215841926468,C,82.49578935841,-60.899108578679076,5.235643625380789,0
Married,Non-Veteran,M,Germany,158.77800287006372,D,8.835011610272606,C,43.56103553967796,7.178094977207597,-90.54790169060878,1
Married,No,F,India,-73.46025146578651,D,92.57440580301632,B,-28.016713251749753,-102.58499896607567,-5.178671615537619,0
Single,Yes,Male,China,142.92620150307457,D,147.78173994230522,A,-19.063127535657433,-111.33224898688445,43.4076624540225,1
Single,Veteran,F,India,-62.622285651194176,E,50.309670086854496,B,132.34438135442724,47.41434220125959,-154.30774141692575,1
Divorced,Veteran,Other,US,121.95279469542378,C,-145.78065132131994,A,38.737994075351196,-94.59915057831357,29.37075942714673,1
Widowed,No,F,UK,37.479549566981,A,52.19101641989658,C,44.82107278540213,-56.850400609369544,-70.77004804970278,0
Widowed,Non-Veteran,Male,India,60.71311490260418,A,82.12962725214503,E,-124.15990265843509,180.64254559487037,-21.61061619730174,0
Married,Yes,Male,Mexico,87.18427823651173,A,52.573105285630426,A,-179.5969635935401,-55.7476322150565,105.32446317197608,0
Single,No,Female,Other,119.27365342374144,C,-182.08501702779597,B,26.39095044531387,-35.44990024250488,-40.64168986394326,0
Divorced,Non-Veteran,Female,Brazil,-76.04537942884258,A,93.9090694907079,E,102.60682885040848,-60.75755711256503,54.54341032955167,1
Single,No,Male,Mexico,27.182230772962395,C,65.28438900994752,A,114.3215614732602,-10.85021125179298,187.90379672781262,0
Divorced,Veteran,Male,Other,-218.1443618924015,C,14.217360553039715,E,-2.1468001811612294,1.2292299754520497,92.66901428676103,1
Divorced,Veteran,Male,Brazil,-86.80570801516598,D,104.26255696390811,D,-156.51428203394036,-23.19194661359549,-8.001577684464758,0
Divorced,Non-Veteran,F,US,-271.8602459870191,A,-58.843324639111174,C,34.76544952717894,172.94503085896213,-86.27269801478022,1
Married,No,Other,China,54.3951923206256,B,-186.82059583364546,B,40.421115432591,-156.40598931950188,118.80875544500162,0
Married,No,M,India,75.43354998255893,B,151.55637430674622,D,26.28997909836479,-134.1870004603581,-62.981068835878,0
Widowed,No,Other,US,93.4999881899801,B,-9.989213154067478,E,-73.0708010948439,115.74364356432758,-171.36517758282125,0
Single,Non-Veteran,Non-binary,Germany,-149.9904291524756,D,23.802231705066955,C,1.7621841500121935,195.97218381636844,-139.12983001749615,1
Married,Veteran,Other,Mexico,-90.17865466562641,E,96.82683956052696,E,40.434661394975485,-127.48476587711934,101.9287864115904,0
Single,No,M,US,-27.708012954842644,C,-138.9077763482603,E,-38.77550344226741,-34.12193923717767,35.84706972440843,1
Single,Veteran,Male,Mexico,22.460697771929265,E,-190.08083621187703,C,-85.84701626862295,26.70324896342618,-25.13699238265186,1
Married,Non-Veteran,Female,Brazil,-7.714610709274081,B,-94.13016668353895,D,-60.94692238941407,203.65586835531593,-38.54944296967994,0
Single,Veteran,M,UK,-140.8839783756134,C,21.34029282872219,A,9.876346279506333,-113.92617406435794,-34.2195583342239,0
Divorced,Yes,M,US,134.71832460956804,C,-177.57426641165014,B,111.22583359053606,-152.70345278499872,-70.16197561634317,0
Widowed,No,F,China,52.583879063048,A,-30.25375968904283,C,74.47816752080156,-70.32491473972769,-85.48232962077962,0
Widowed,Yes,M,UK,7.935386859059684,D,-1.2088531305750145,B,-71.22288716320396,-75.84155586204514,-56.37424977304958,1
Widowed,Yes,Other,Mexico,147.35140431046352,C,139.282909007624,A,182.19077467945874,3.101731756942876,137.06836974160828,1
Divorced,Yes,M,Brazil,-8.952739941503266,C,-78.09852963039029,D,-59.922212197761716,-71.39483396663049,68.90297670401037,1
Single,Yes,Other,Germany,60.7566861480171,E,-5.295405264997117,E,17.73619106468929,-22.39656822862883,-254.82408884409404,1
Widowed,Non-Veteran,Other,US,-72.46361823217111,A,0.42366141104111305,A,20.36470616368911,11.752251449533524,24.768283336932846,1
Single,Non-Veteran,Male,UK,93.04430059408429,D,-3.3149422499466166,B,-61.47866058734748,-137.67499929267711,77.29772030344562,1
Widowed,Yes,Other,Germany,-36.15178173438437,A,89.96700910568929,E,-67.0656411999299,-42.56972294634971,38.88859687270634,1
Married,Veteran,Male,Brazil,-58.27388671073732,D,115.75746464867174,B,51.25082956755029,59.099613984834164,-71.36136711816464,0
Single,No,Male,Brazil,62.271970009966495,A,-12.408634917446507,C,-105.98041068278638,-61.37027900872428,50.22519115957923,0
Widowed,Veteran,F,Other,-124.38765777410485,B,-118.25278868031106,C,55.43175046223089,-133.75486296705654,14.572483607431835,0
Married,Yes,M,Germany,-29.555198689811697,A,-90.80909577479935,C,7.744495242721927,65.39814393579935,-108.67059467472583,1
Divorced,No,Female,China,34.487200175810415,A,-96.2120144828549,C,-44.73306856457546,-9.624293815413099,-33.403414467787236,0
Widowed,No,Female,Mexico,-20.69387524899979,A,17.929115520454687,D,-29.59392489867613,-38.53334956117003,61.19503982656001,0
Single,Yes,Other,China,12.211747449129254,B,65.92153703934997,D,-70.20541890154016,-3.0597220524770963,-51.25575209850772,1
Divorced,Veteran,F,US,-125.33751474863277,C,-92.48017217674705,B,15.678227182401974,123.9785150280792,-48.29524975747237,1
Widowed,Yes,Non-binary,Other,-94.45762561253143,E,45.653298641431356,A,-94.27113189995481,31.37591019007467,27.386618160702543,0
Single,No,Other,Brazil,-110.77225418203334,D,45.29963213217486,B,-11.528195213540092,39.52997467444754,-52.08301084585953,0
Single,Non-Veteran,Male,Mexico,129.83273714355116,C,78.81818447702543,B,58.739954090042524,-101.15520977644317,172.55645561739092,1
Divorced,Non-Veteran,M,Other,-157.25562175191118,E,-108.76008557444419,C,82.29025118391732,178.70817315591393,-50.26313850341322,1
Married,Non-Veteran,F,US,-121.04317050398923,A,-35.786965909653915,A,-212.86775300608616,-93.60218944692141,-50.85948100728932,1
Divorced,Non-Veteran,Non-binary,Other,-162.1348021672126,D,-54.30322361095147,A,-166.2765075283176,133.92211005827556,-162.61954175713475,0
Married,Yes,Non-binary,India,159.13311135542682,E,-103.1537126626179,E,76.90989508688742,-155.16476057964923,-32.49032507264804,1
Divorced,Yes,M,UK,3.539071851127029,E,57.92689275634826,B,168.087535474121,13.044470074189087,67.89174339567093,1
Divorced,No,Female,India,-4.513823125503137,C,-70.84816632208776,E,-13.284868952167189,172.04781123483787,-29.25402969518767,0
Single,Non-Veteran,Male,Other,23.72948538061631,E,-48.10249374699946,E,-34.02137331921581,7.6930159905141515,-141.51702407939192,0
Divorced,Yes,Non-binary,Other,98.44658524783438,C,-74.38494452438607,E,30.805121907673737,-135.09560454379022,-20.684144745055452,1
Widowed,Veteran,M,US,-57.391724576821865,B,-30.245656042535202,B,17.377540789886215,188.62454351971144,-220.9407320029662,0
Widowed,No,Male,India,9.598883326385941,D,-16.425354553348228,B,-73.75221560189804,176.6915476419135,133.64526569864626,1
Single,Non-Veteran,M,China,6.0975018239478675,B,-80.92331999734255,C,-137.75813354550564,-25.372596293819242,-132.45064992977026,0
Married,No,M,China,-28.35022365813241,B,-84.19314546584906,A,-35.44669850066221,-228.82740322839678,-113.65914946059996,0
Single,Veteran,F,Mexico,-213.71205927130862,B,-75.3143176539998,A,-28.342759695888997,-154.26566055678717,91.29575422747881,1
Widowed,Yes,Non-binary,India,87.55902653786003,D,117.152494007293,B,-27.234285512688512,103.75929539313687,31.66564907566985,0
Married,Non-Veteran,Male,Germany,66.00402517304366,B,-55.200075224861166,A,5.368526912769687,-210.7716866855982,-87.37657142216702,1
Single,No,Male,Mexico,-102.6948658843678,C,137.99689899773645,C,161.51232042533877,29.155838232287046,-200.22557872673391,0
Widowed,Non-Veteran,Male,Brazil,119.38556889108148,C,-200.92692520240857,C,58.27929348201992,-22.700468025594052,158.4973170007727,0
Widowed,No,Female,US,-191.6653157210085,D,17.59980255953663,B,209.29937667910102,-46.62442148865656,-184.05679584083742,0
Widowed,No,Other,China,114.71051105616452,C,43.77202858494081,C,26.96629314420967,0.7627486444565066,-90.30534240446947,1
Single,Yes,F,China,32.46167015069486,B,33.19240754595094,D,78.85288916402622,94.76602442996429,34.62122224671256,1
Married,No,M,Other,-70.34690875642778,C,31.97466803596893,A,-38.491993392679,58.47258540915783,-48.645508721708076,0
Divorced,Non-Veteran,Female,UK,124.58096287194904,B,-60.70385141731216,D,-99.73724300955442,74.42276185524067,30.98971416759072,1
Single,Veteran,Non-binary,UK,151.99954443721197,C,-129.17836347554976,D,-35.031069189442746,29.90192952288673,-204.18531948035888,0
Divorced,Yes,F,Germany,-5.50969144958425,E,103.86883458222364,A,84.01102647259223,129.47087161502006,119.10657081017466,1
Divorced,No,Female,Brazil,-172.4759969360528,E,-115.12449008325711,A,42.948801726905664,-108.20638629480041,-104.92659143582787,1
Divorced,No,Other,Mexico,-15.424236530006505,C,73.5198815390878,D,35.62448880702236,253.16331627940457,204.63211021772744,0
Divorced,Non-Veteran,Non-binary,Mexico,92.41312147479987,D,-153.29500474228638,D,138.68165554830614,148.6574962447658,-39.609810056109076,0
Married,Non-Veteran,Female,Germany,-213.2047601793729,E,-7.434971939419964,E,-53.699511459663555,-33.08069396550628,-36.105840513417355,1
Divorced,Yes,Other,Brazil,-23.263950213337896,C,23.384201671598564,E,-73.33801881081064,-94.69057571995286,31.03370576359431,0
Widowed,Veteran,Non-binary,China,-49.524867984091586,C,-168.20181397840736,D,-63.650102884560546,48.96852552163156,3.1281487591217565,1
Divorced,Veteran,M,India,198.79669780147282,B,177.96688734525674,E,-96.13528392871773,-98.35818129063635,29.38707088403242,0
Married,No,Female,UK,185.20142179790207,E,-116.25441518802371,B,130.66436938674525,-12.856812601108611,-55.9615817518242,0
Divorced,Veteran,Non-binary,US,36.45276151854621,B,94.87032115045278,A,-56.087908115234384,31.483132427328115,24.079272947324096,0
Single,Yes,F,Mexico,-107.66542789645159,D,-186.84823058335962,D,49.31129716496429,78.55292079506178,105.90463721576265,0
Single,Veteran,Other,Other,-45.29337412641715,A,-82.50941931247517,B,-76.14478376115578,-7.559052709587253,-19.138166617267576,0
Single,No,Non-binary,US,-94.542511804809,C,61.44528846416475,B,30.995146273246522,54.45145137532037,-79.54037169932737,1
Single,No,Female,Mexico,93.13235641313236,D,126.51141642193883,C,96.76617695006252,-119.15761711824186,185.6022894859518,0
Single,Yes,Other,US,-5.755255080572682,C,135.5942950435527,A,-167.75190728811725,-160.0711488793039,176.96449741997014,1
Widowed,No,Male,Mexico,251.27327621831458,B,20.250626122682124,D,-51.467248234568586,-31.07259143567808,43.35534433741143,1
Divorced,No,Male,Mexico,64.63281740849544,B,-16.511855635511818,D,23.53134641941123,39.18184780486265,-74.19686256638067,0
Single,Veteran,M,Germany,205.12155495397087,C,-122.5495877918987,B,-27.772969825946703,-63.132808403161,40.120260219967975,1
Single,Veteran,Non-binary,Germany,38.58523741705128,C,-30.326181789910372,C,16.784942131979864,-88.828528640339,37.95214454819395,1
Divorced,Non-Veteran,F,Other,84.97027745560568,B,179.73334136471496,B,-44.230130294563594,-91.38649574766009,-156.6355709376634,0
Divorced,Veteran,Non-binary,Other,-26.710451747906216,C,-116.9208764446797,D,-168.14481954710044,-46.223453748842516,-104.97838465082702,0
Single,Yes,Female,UK,-50.69447524148121,B,-53.18078752537995,B,-92.37813071498918,69.9561840516722,-87.97813229469705,0
Married,Veteran,F,Brazil,125.83487135579657,E,-70.92261911906905,D,-183.88456897262745,-54.38031698004888,-93.0674150220167,1
Widowed,Non-Veteran,M,Mexico,-156.02412498945137,B,-52.80565734661118,A,312.45529466449835,250.1111219201885,147.68886821175136,0
Widowed,No,M,Mexico,-67.84031751613583,C,-16.50143102057293,A,-26.436971264227154,44.9081862856893,169.49185978326548,0
Divorced,No,Non-binary,Mexico,37.86277980399152,B,50.58352402277869,C,226.83587997132352,-126.74687223998828,-61.88664805610251,0
Widowed,No,M,Other,1.102023611912113,A,-51.6828100113848,E,-67.11439110842036,78.05526289339872,-96.81458061218822,0
Single,Yes,M,Other,66.80882209119703,C,-171.39852155339085,E,-40.291295559957454,89.33720845515171,26.839295525627477,0
Divorced,Yes,Non-binary,Brazil,130.86809239464895,A,114.18127030383536,A,-18.87897727458189,108.45350522993857,-109.3609018739809,0
Single,Non-Veteran,Other,UK,-79.82174053268537,A,42.15891019838856,E,28.08898656997903,35.02415542036047,-84.53541802269683,1
Widowed,Yes,Other,Brazil,-59.137936495727196,B,-85.75703224169166,D,-88.68222993516258,-144.10494277981695,-5.131119104506797,1
Divorced,Veteran,Male,Other,-39.79955625974168,B,95.07582625950278,B,-203.11030969252465,-21.107207754603536,-13.555520988360792,0
Married,Yes,Male,India,113.19970592094396,C,67.8100026364437,D,-37.18828210842216,14.013722646263895,-98.44476441579528,1
Widowed,Yes,Female,China,56.708120987146394,B,143.78521167404185,D,123.32286364688274,-159.30082761777757,86.93130783990817,0
Single,No,Female,China,1.2141533167510032,A,-107.20267332742823,B,55.318236482664915,98.57754727327183,16.727507214841566,1
Widowed,Yes,F,Mexico,-48.2726047431415,C,22.179772379948023,D,202.12852229039666,62.9148337499456,-39.90961876091738,1
Divorced,Yes,Other,Other,30.777642444977538,C,44.65997765705107,C,278.96277750632413,139.84316296597933,90.22904491215493,1
Widowed,Yes,Male,Other,-168.59574386514817,E,61.611071467081366,E,112.23400393094947,98.36064610836647,92.13515832388731,1
Married,Yes,M,Brazil,-54.8245267196262,D,-71.90686364873942,A,64.8134281939311,-59.97887431159641,-154.46229816090488,0
Widowed,Non-Veteran,M,Germany,58.48402133354682,E,-53.790761188234114,A,-110.00549161597344,-163.79081951195406,-115.92839965808923,1
Single,Veteran,M,Brazil,-36.16980378638038,E,-106.7441073735296,E,-134.43482522756622,-214.5758526220884,113.9697059200373,0
Married,Veteran,Male,Mexico,-80.92122830585073,C,-2.3368363331267163,D,-14.655788163941697,151.26831262774712,-127.18273664000583,1
Married,Non-Veteran,Female,Brazil,10.810446335720531,C,-6.808138346296581,D,104.50664662911444,-29.783146538037,-70.32925523117555,0
Widowed,Veteran,Non-binary,Mexico,-78.57391126503634,D,-69.65781074901086,E,125.70204341542694,-255.54491619143715,-60.71768546121659,1
Married,Non-Veteran,Female,India,18.723212881588935,E,99.60333461418467,C,94.7228882873676,-206.6648494400977,17.83014646788628,1
Single,Non-Veteran,Female,Other,-60.240468605866695,B,-62.06157317379005,A,7.327275507976448,-59.378057462692915,158.67606215119815,1
Married,Non-Veteran,F,UK,-84.74453531631224,D,55.21577767029079,C,-92.94592785881495,-34.61899119022322,-68.21921857700539,0
Widowed,Veteran,Male,India,-94.67157185803356,C,119.34454546620101,A,-26.44394204822086,-1.7363306457048346,7.5593801865173855,1
Divorced,No,F,Germany,13.077518726215795,D,135.281820325304,E,116.81394268947467,-51.76298955483608,-87.55918045694307,0
Married,Veteran,Other,Brazil,66.77237880865866,E,51.30207283542275,E,227.9178678389575,55.92144132735382,100.58978891962809,0
Single,No,M,UK,-90.76951874828777,B,27.11722154917543,D,-16.077982148143295,-137.75636636778353,-67.58595897557639,0
Divorced,Yes,Other,Germany,-123.89508106433233,D,-29.669176111782917,B,-227.82408604699543,-37.095124397456395,-164.24701565134947,0
Single,No,Other,Mexico,0.07857711007724029,C,126.37094893419342,D,29.828551109020868,-78.00431253596904,-33.83914661197169,1
Widowed,Yes,Non-binary,India,-146.75437282363572,C,89.38391419164566,E,-33.459026426656706,17.121048295953045,-48.80228226433991,0
Divorced,Yes,M,China,164.7868374482777,D,-46.32287602611443,B,-78.84176377303524,49.28788864935058,-8.137206322522951,0
Divorced,Veteran,Male,Other,131.15238223506728,D,56.21490034526355,A,-192.78338277694326,-258.9182422902625,-71.6042415995105,0
Divorced,Non-Veteran,F,Germany,-44.34707040680989,E,-122.49263608638033,D,28.0913760096747,-90.69883949047191,-34.92397849124514,1
Divorced,Veteran,Non-binary,Mexico,5.3405414097292425,B,136.9761836724814,E,164.72582497067978,47.48426688295004,-213.47212865103612,1
Widowed,Yes,M,US,9.23096465252188,D,56.05140499774846,D,-13.009084539889281,69.77577736096843,-165.3770512679501,0
Married,Non-Veteran,M,Germany,14.956392066166766,A,46.64101166325467,B,26.41900850818173,-48.202010239125784,139.3375654194753,0
Married,No,M,UK,58.17929478523758,D,-127.72290574206096,D,158.95785109160138,-8.47132416124707,73.9695782881368,0
Divorced,Veteran,F,UK,-15.283926060862754,A,-48.65595535311214,C,-14.522859092788867,-81.3194669331059,-208.82613302467746,1
Married,No,M,UK,-114.13794756666616,A,36.57974843570378,B,26.246969007253178,116.55037469889147,35.463189632415556,0
Divorced,Non-Veteran,M,Other,46.4175172603027,A,-11.532111670386389,C,-94.46982252409273,-103.01020207564986,-23.958470714717524,1
Divorced,Non-Veteran,Female,India,58.91400652457015,B,-222.02859938223048,B,-102.63408233954623,10.187955815993385,59.69024504011764,1
Single,Non-Veteran,Other,India,-61.39292834672884,E,19.540351162017892,D,126.35021345353219,212.35167583440528,-59.844986772106914,0
Divorced,No,Non-binary,US,71.40310611793035,B,-94.69829166730806,D,33.792755572757954,8.92867238952608,201.9416524220187,0
Widowed,Yes,Non-binary,China,32.0451497857826,B,-213.21279048500742,D,-31.14654317106208,-4.458929783218222,-38.91022255050187,0
Married,Non-Veteran,Other,Other,-87.0532966198388,E,110.3897067198749,A,-7.257134228710376,24.257247632393096,-183.33959597134745,0
Divorced,Veteran,Female,China,-33.58558896925676,A,-12.803102357476648,E,-75.42943396885242,-159.0337357651437,-44.8184074287727,0
Single,Veteran,Male,Brazil,237.34569864048538,C,36.751525032992056,A,269.0054318933561,-181.09004502219432,-131.06059232060107,1
Divorced,Yes,F,India,30.226902170599196,A,6.382564352016175,A,-143.11246226889514,48.5248018560461,-60.746089477984185,0
Single,Non-Veteran,Other,China,-201.73944877776614,E,118.96204078364275,B,120.75946781283761,-26.83020634218593,25.60382171069489,1
Single,Yes,Female,UK,-1.9631918091297198,D,-33.2835497564562,E,107.2946586451788,39.12203421597098,56.4917594803366,1
Widowed,Non-Veteran,M,Mexico,116.29396003848285,E,-18.065666080713747,B,39.461521628367684,115.8009362855146,109.1821406345898,1
Married,Yes,Male,China,-18.508355942057115,D,-148.57863006306263,D,121.85261236480483,37.0405401242983,-156.30568544116696,1
Widowed,Non-Veteran,Non-binary,India,100.74162235784424,C,54.38085893376514,D,-16.28298895924962,29.792179221778103,67.53471787256602,1
Married,Veteran,M,China,49.00400578276176,A,72.98520162684476,C,21.60931531460538,-146.22550378977968,-176.31910482716074,1
Widowed,Yes,Non-binary,India,-38.454995800415915,C,-72.57059837713614,A,-78.43235380088132,84.2378638304316,56.18287880650622,0
Widowed,Yes,Non-binary,UK,-15.29828972760862,B,-100.6264085701213,E,-8.294702260864828,-80.35211371923438,62.574398116446226,1
Single,Yes,Female,Mexico,-14.603295634078533,C,-115.20423620483429,A,-26.862567227534218,57.137878524117134,14.763588636423888,0
Single,Yes,Male,UK,0.6654108940343839,E,102.99733690176423,C,-102.91914630322478,73.79653553433688,141.17776316375353,0
Married,Yes,M,Mexico,211.18251570497316,B,44.772723600504904,D,7.512180335705352,-73.8938041584555,-57.62998311146692,1
Divorced,Veteran,Non-binary,China,-89.84367902879562,B,-173.45195868287013,A,15.616534633119574,47.15566647768852,-127.1967207410146,0
Widowed,Veteran,Other,Other,-76.60399700845045,C,85.86729455959802,C,34.07132116492701,12.826321725751159,-15.92668844939142,0
Single,No,F,Mexico,-50.05011176226065,B,189.93507372414368,A,-79.0005920966733,38.81143136372282,-17.732796172149236,0
Divorced,Yes,M,China,70.84997220637273,A,11.057946747851927,B,93.0838685242412,260.78603925608235,-44.640771968367794,0
Widowed,Non-Veteran,M,Germany,12.92752712860292,B,85.92229711728297,A,-77.58088565656048,-21.88136430438489,-14.853893747356265,0
Married,Yes,F,India,-84.56090478810832,C,-116.21069423309007,C,-202.487029207265,-0.8584912222086939,139.06420083140333,0
Single,No,Non-binary,Mexico,118.31732058754152,A,-71.17763500650017,A,151.2715160124395,-7.2374975713892455,-180.5422520117639,1
Single,No,Female,China,19.752280463155763,B,-71.70830393354748,A,-118.06777436604834,-260.96071699165077,46.91416699611319,1
Widowed,Yes,M,UK,58.11488167577229,D,30.36783613745733,D,109.07352441290344,-134.01074571397723,-100.49125367439888,0
Widowed,Yes,Other,Mexico,69.49201722012086,B,-61.234657975469176,C,73.07304684148849,8.671537657540107,-161.99298618249676,0
Widowed,Veteran,M,UK,93.2096227691411,C,189.17382007650298,D,148.08457425640555,-87.73268793861627,88.13272901013536,1
Single,Non-Veteran,Male,Brazil,-131.6783245068353,B,-33.189698835570674,A,-134.91495537616984,-128.48720985528297,94.20342220369223,1
Married,Non-Veteran,F,Other,-194.01767085466662,C,13.999617018489872,A,-20.36017055750855,169.2257741349623,119.72083519531552,0
Single,Veteran,Male,India,62.595939445216565,A,-74.98954031598736,C,42.55498009203195,44.6678091450313,-37.28102801620897,0
Married,No,M,Germany,20.42688740103279,C,197.04221972186795,A,169.725921772517,30.443950093076772,0.9573543668791826,0
Divorced,Non-Veteran,Non-binary,China,-66.2008494401697,C,113.30346709097702,D,-93.57290703267431,155.01897720669623,-81.91514228820486,1
Single,Veteran,Other,Mexico,-112.16807766182255,B,132.7485037241621,A,-152.733570568101,56.65252870652826,-26.197754842878346,1
Single,Veteran,M,India,-155.09242178352147,A,-133.7938427863435,C,82.93944967346356,21.40373435803886,17.326569764666914,0
Widowed,Veteran,Other,US,-137.36660883153715,C,49.78684467831086,A,-187.94588284923535,-24.36699855992236,-19.750013635550474,1
Single,Non-Veteran,Other,China,-171.05751136369472,D,-83.51517548215004,B,-50.843792976842884,14.217509830983158,-87.99933059928136,1
Divorced,No,F,US,-140.57502061395397,B,-128.28139787044245,D,-21.740829723903992,319.69675139084836,7.584296997023694,0
Single,No,Non-binary,China,287.46826838066585,E,-11.106349836333465,E,-118.00330963426238,-63.59467676378541,49.120818548808685,0
Divorced,Yes,Other,UK,-133.2673422286858,D,72.98389116528044,A,-20.295700320813143,-88.5677517805117,-110.71610378873314,0
Married,No,Male,Germany,-41.457300514513854,A,-32.394793767977795,B,143.49435001351415,-76.32070983882126,51.84263473184873,1
Widowed,Yes,Non-binary,India,-15.626549811143686,D,-25.70703233027107,B,163.1078309926617,27.86447455316384,-194.93013589484744,0
Divorced,Yes,Male,Brazil,87.9041585971943,A,-80.4555983260289,E,163.69127899074365,139.78431476901787,99.52916598713874,0
Married,Non-Veteran,Other,Germany,136.56917010689048,D,-56.516246511311586,D,16.05570169808894,123.10336187913691,-55.57633110737517,0
Widowed,No,F,Germany,119.34604811262012,D,-123.97939044776103,C,-56.29126699682681,-145.77733798100857,-28.87085722059941,1
Married,Yes,Non-binary,Other,-44.31043716513456,A,-68.6952304779071,B,-31.028208162662857,-38.80121760094974,139.80723710864575,0
Married,Non-Veteran,Non-binary,UK,66.53323785470786,D,130.47113497385854,B,-114.51486549581087,3.443282955572655,79.20791746902405,1
Divorced,No,Other,India,144.28054680409272,E,66.80957178364686,B,-3.161342323943719,0.7699770209533734,-84.59925662152023,1
Widowed,No,F,Germany,78.91419252474122,C,104.08211706351733,C,-61.38513886838882,5.6062332140553615,74.91366402132327,0
Married,No,Other,Brazil,16.853434756658327,A,-70.72175405710905,D,-19.485951550151565,-130.09451976352557,-106.70246851385458,0
Married,Yes,F,India,-27.741972345298006,C,-38.69053200710703,D,149.32101020452734,90.32531815506779,9.408355223750121,0
