faith,birth_year,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Buddhist,46,Other,-7.408149278818141,-95.03671478369397,12.881448421584658,E,A,D,D,140.3271283287425,D,90.68289796770945,-92.24196483368371,A,0
Muslim,29,Mexico,-19.406285959340728,194.35250544665251,53.17159279787938,C,C,C,E,108.27915117153275,B,103.22452135452762,-19.0630539740234,B,1
Jewish,65,India,-26.521714698433225,-213.04108180397034,34.99205260823967,A,A,B,B,39.57682063013672,C,-78.38194656631025,-61.00195801330057,C,0
Jewish,48,India,23.716193266081127,-147.27672774517814,-44.79411737701366,A,B,E,A,40.36295005498572,A,68.62703731514478,-153.07705323879986,C,0
Buddhist,39,Brazil,99.5195279347319,242.20564535913147,-24.502262090068015,D,A,B,D,17.95141072470068,B,163.51948610216644,163.26606012365485,A,1
Muslim,22,China,-48.391427436684836,49.78645001947101,-79.50338249253551,D,A,B,A,1.7331043150810113,C,-147.06261876986156,-49.85588793493169,E,1
Buddhist,23,Mexico,-10.676921313458202,59.16083920545599,98.27716063604811,B,A,A,D,-0.8539124735277925,C,-26.09203008556431,50.9038189863398,C,0
Muslim,76,Other,-2.2339580428475156,-141.1432332073289,-5.832971470933311,C,E,C,C,30.199579143538312,A,-17.997443376268908,120.42778389056494,D,0
Muslim,56,Mexico,34.51252528538291,-10.423969744864165,-6.676397355896517,E,B,D,A,26.00827336401594,D,104.84367954729905,128.16587532329305,E,1
Hindu,90,India,125.07978783026003,-45.03098837905955,-84.04608376812952,D,E,D,B,165.82785810034687,A,2.209058729605442,57.39184412732848,C,0
Other,51,Brazil,-39.60963554845912,-147.26396511983936,-174.57080021913538,E,C,C,A,187.40228554106028,C,289.4766360866295,35.98230249779051,C,1
Muslim,68,US,-7.10363752531947,-116.40905043775834,-79.56207872645015,A,E,B,B,-33.00166517267917,C,134.88518478985375,86.5690090786458,D,1
None,60,UK,14.068117442112419,-69.50098554852458,-75.2096784868424,D,E,E,E,80.74304987623893,A,121.7484996509014,-154.79418310704162,C,1
Buddhist,62,Brazil,6.894009000497461,-36.72027141064615,-98.810530465487,B,B,B,D,-98.14475462341733,A,3.3619783840680983,-89.77252499909135,E,0
Christian,74,US,35.42503995961945,9.008367039383517,-98.41376084576436,A,B,C,E,-124.82440538055354,B,33.695174976076906,-111.44688977888751,C,1
Hindu,86,China,-45.122574322399736,54.04400283791277,-59.04340695150745,B,E,B,E,-54.064118184487555,C,68.25304329502917,-81.95680037860923,B,0
Muslim,18,Germany,-86.734888227658,57.71817061993504,-113.90981595035579,A,C,B,A,-121.65699237432995,D,71.11916589642973,188.9813325198723,D,0
Muslim,54,Other,51.47143949530698,-104.99749158108025,-174.0792239868192,A,A,A,E,59.009510968215814,B,-221.59589358156347,-70.03166364913916,A,1
Muslim,83,Brazil,61.929966525564296,88.5515879882082,-11.565152339338464,A,D,D,D,24.300575011022723,D,-56.18579553808421,90.27979146924339,D,1
Muslim,39,Mexico,29.897432802820667,-82.93547286035538,-50.04518598668306,A,B,B,A,-14.274321303277308,A,-3.0178393825722383,-46.54506657472887,A,0
Hindu,70,UK,-130.73117758782,-136.1409499276075,20.898261909005246,A,C,B,B,-94.29139539410365,E,-92.22048023312149,63.950727516773284,E,0
Other,85,UK,-11.194979144917601,-37.57865526016512,-83.35562911594837,D,D,D,B,-108.22189012032413,C,-201.55915917707011,85.71786302711514,E,1
Muslim,39,Germany,-43.929079679503644,62.33395422388471,-95.10840601040276,D,D,D,B,-99.45885005913253,C,-140.43900627699867,71.59361636771015,E,0
Other,44,Brazil,20.50897947138532,118.49399759031031,-101.8227190648312,A,C,E,C,23.563552653549554,B,-95.58836526127057,-54.226631029300655,D,1
Buddhist,54,Brazil,-62.269205290814114,21.470089466380323,193.73128580769946,D,C,E,D,52.26587887648038,D,-119.28963705723629,18.632837453705896,D,1
Buddhist,94,Other,148.00270605219313,-39.20819284759335,-30.792789669566577,B,A,C,D,41.20590828831528,A,176.9984746166508,67.37942724753889,D,1
Other,75,Brazil,19.706215170356483,-117.33651285966491,-178.35158331693484,A,E,B,B,-119.79376978978303,C,-28.486697289382157,30.3866601153116,A,1
Muslim,48,Mexico,-85.393614031605,5.526096593276061,-47.84542221051203,C,A,B,B,-74.97021735856049,D,-10.897336839264442,-129.14035095354,B,0
None,86,India,114.8086733680952,-43.19726819545161,-74.91005519973815,B,D,E,E,-236.68503111722043,A,57.985651968085605,119.23788003101694,A,1
Jewish,98,UK,19.00527484745708,-70.22130643894617,167.68228669396171,C,A,B,C,-64.24825085114709,D,-2.8783422566256784,252.8474945370417,C,0
Muslim,67,India,166.540594846693,4.174965896662706,-97.49535769278695,A,C,E,D,91.2245600825879,B,-24.90484768024388,10.54552377582874,B,1
Christian,84,China,3.8062526579270464,-46.26593454542074,39.62732379260434,A,B,B,B,260.3017900110762,C,146.3571395927456,67.03560865484275,E,1
None,40,UK,122.34574731686487,175.1934406494843,31.22252842083365,B,E,C,E,21.182395591662377,A,3.4581801548491935,-74.82779462808537,B,1
Buddhist,21,Germany,87.17424963959235,-109.70412783855186,232.36499831479236,C,A,D,C,-118.83267898522175,A,23.6857057784375,36.77521877370825,D,1
Buddhist,47,Other,80.7694799250783,84.25906941577782,-155.4480698001319,C,B,D,B,-192.02654501768413,D,-52.25209720598309,-53.71770713408297,D,0
Christian,37,Other,147.10753751394265,117.51198941426193,46.75210235138757,C,A,A,C,-43.38212299398404,B,-32.58223514487703,54.166727115880754,A,0
None,64,UK,-63.073220755091356,-15.4029302488743,-19.409289469893007,B,C,D,C,59.90784477407421,C,14.417724579991816,-7.893382562724857,A,1
Christian,88,Germany,-88.19379662044423,-22.340757386580954,19.69731361053829,A,E,E,E,85.8741101409404,C,108.44109817305598,-117.88884591076885,E,1
Other,18,Other,87.667487019016,210.41201480233806,5.727937961068091,E,E,E,A,63.600358336784716,E,-137.13657150803812,-33.483639327799175,A,1
Hindu,22,Mexico,-49.23368735679101,2.667429309315311,9.587475150189704,A,A,C,A,27.23912196845315,D,107.68396206714435,50.0149780420199,B,0
Muslim,99,US,-2.0291020897958996,19.223346432187025,-102.6588906082806,C,E,C,B,2.3587775587635007,C,16.723400015631135,11.709977633889972,A,1
Hindu,62,India,73.27224430844132,30.550891349650662,-128.71340695800487,D,B,E,E,-41.529856960479336,A,0.34498917417390274,53.2781669298896,C,0
Jewish,23,Brazil,38.333310053354495,-87.75373696894347,-176.59141875081147,A,A,E,D,-95.6794176494869,B,56.18747614013384,-43.40968126634586,C,0
Christian,59,China,-154.26940340776744,128.28929261488003,67.02006516049562,A,B,B,B,-96.6702028447918,B,18.639287223716845,4.274722192790844,E,0
None,97,India,-91.11277885899443,117.48714575025438,-36.32524395377911,B,C,A,E,75.91129658974906,B,-98.54703241011727,-105.11555726193214,E,0
Buddhist,94,UK,-47.715163757668904,108.76223394452997,-35.721869718807056,A,D,E,C,-55.38274343562608,B,-97.00101990876358,-175.6272034484593,A,1
Hindu,87,UK,67.77013007999871,186.92778892291477,-21.947649244639226,E,E,A,B,-114.0398999128028,C,141.32111891800236,-182.6024216379505,E,1
Other,69,China,-32.29253758178147,-122.51240485880486,-52.808990959830616,D,A,E,B,47.92776113607427,A,-35.04230053145713,-14.203326742087327,B,1
Hindu,62,Mexico,147.40776000104918,-33.67838894666517,190.16158575611797,A,D,B,E,-42.60626107787922,D,16.215210525109114,71.71112798712255,D,0
Other,40,Germany,-57.45527875674647,-207.27176378579392,-135.81030071603007,C,C,B,D,-80.21383709212981,E,98.89849132605313,110.53112595537755,E,1
None,51,UK,50.978175902591296,-89.78996390920936,-48.381655966934126,B,D,C,C,-81.25901866302281,E,-80.06328348953004,27.97592726134842,B,1
Christian,19,China,-29.91161589982968,-47.43224841530694,67.34395645905354,E,D,E,B,163.01927618478456,A,52.17768864011435,-132.63408705231734,D,1
Muslim,82,Brazil,68.79983272590047,155.19659507066086,-75.08147830252744,B,D,A,A,-91.69676787286839,B,-63.329966139258644,171.6331301177294,B,0
Christian,69,Germany,156.19272093617545,-49.382827874762725,-89.09123717992968,E,B,A,A,-108.78986739868239,E,9.113217287021538,-131.40292127066448,E,0
Other,37,US,100.98140695323569,82.35707324047765,65.50399625412787,A,B,A,C,-45.658679144841706,A,133.9727247056792,16.04932790724922,B,0
Muslim,87,Brazil,48.09275208025509,74.36022346449666,-86.15852471632321,E,E,D,D,149.18234739714987,E,-28.930597193241503,24.70174073274456,A,1
Jewish,36,Other,-175.00291136373062,-117.81200472300597,59.232468083993496,E,C,A,A,-137.65783951444632,D,68.4137932690201,87.30188016765543,A,1
Christian,69,Brazil,-167.43981321563896,8.644383035454153,65.19119805155779,C,E,B,D,-55.452958349628986,D,-79.90030706391784,93.40243343290524,C,0
None,23,US,-71.39867661193183,157.25453142594648,104.55405036327447,A,C,D,C,4.632132840856487,C,15.381965171098674,6.579229764914131,D,1
None,21,UK,55.49435785929059,-8.279352251005616,188.3911072080797,B,D,D,B,66.20222758630172,B,-51.62595622159645,-33.81569287761796,B,1
Jewish,33,UK,115.851747083132,29.579923956216014,5.227170183697245,C,D,A,C,-120.41251098284884,E,-219.68895739192487,-30.12235531170761,D,1
Muslim,88,US,32.19176558284134,-14.2654578712044,175.87747069709246,B,B,E,D,97.6739999868264,B,30.052281433566897,-34.694068874962106,A,1
Buddhist,89,Brazil,19.29122695573841,-110.73919335936415,-11.008085511870718,A,A,D,A,-75.7538251850093,D,-99.16219489406754,-136.500136502641,E,1
Hindu,94,US,87.36793630960152,33.29077209689565,-19.04259124616079,C,B,D,B,121.64562873175045,B,-67.30446924390995,-54.256278789561094,C,1
Christian,57,US,38.14124471329183,11.731057518539721,-54.32072841081226,C,D,E,C,11.016797888281644,B,-67.78423755039348,-57.88629194867776,E,0
Muslim,51,Germany,150.64604595121375,-16.79266387429749,57.796207807748715,A,E,D,A,-161.94976991299814,B,35.02726396145873,265.90434296924747,B,1
Hindu,25,China,-29.49845084370975,-7.915046680291335,-63.89405834540416,D,D,C,E,42.29521728503532,B,-194.55183735838398,108.82616582216905,D,0
Christian,76,UK,-64.05611054952188,91.2104680456319,-5.6911657622513205,E,B,A,C,303.5612912951409,E,-202.8578494503134,88.99647926503806,A,1
Hindu,85,Mexico,-23.45043102885777,-166.05224067589774,109.71274169595802,D,A,D,A,-49.79903377135878,A,159.68661634614003,-101.38828859222345,E,1
Other,30,China,20.190037374167648,-7.208413025735188,-34.57136509602654,C,B,C,C,143.9249899609649,E,13.681216007057682,-6.700589148901415,D,0
Christian,92,Germany,-110.57104027961661,-74.03423247207618,171.1863706051705,B,C,C,A,106.792655788786,D,19.276894887018585,-196.37296879920586,A,0
None,85,US,-100.73900703583611,-66.06560725056819,-17.07366287966145,C,D,B,D,-92.92654321353488,C,75.41477669166362,-161.57951073208488,B,0
Buddhist,66,Brazil,194.76180981693562,-83.38633899350857,135.3277389213738,D,B,D,A,-17.12209414126215,C,-44.37510450257613,13.57045273929577,B,0
Other,22,US,40.361914892456596,113.74007046688858,201.6828107421126,C,A,E,B,-45.4564874916974,B,-43.67656644716286,19.358776953693067,D,1
None,23,Other,-139.46328412072987,159.56908831428032,166.48673971866867,D,A,B,D,216.5632178268515,E,-11.57464785806348,93.12146035099332,A,1
Other,83,China,-18.98118549253241,-15.719775471233696,-54.18858165045407,E,C,A,E,-24.909746185023604,A,-175.38300150237325,-120.36842704466338,C,1
None,43,Brazil,-229.6805958516886,-62.35450560639065,-36.453872226209874,D,D,D,E,-36.23220473576892,D,-252.59798327869527,14.133749860911433,D,1
Other,44,India,173.08913154483238,107.88456137553474,-19.936087814733828,B,C,E,D,72.193912681839,C,65.08870892658999,-16.605744935833517,E,1
Muslim,52,Mexico,140.98497238687045,64.39589212745852,191.0343920551058,E,B,D,D,-37.96982465613858,A,61.54697172789669,44.60383535774931,A,0
Hindu,49,Brazil,2.8200269874204786,50.17285055031033,-83.21012468558125,A,E,B,D,41.311100130467956,B,94.51991187657657,142.3867064572727,D,1
Jewish,61,US,-147.78947361226247,-21.986432556992245,85.30767557191405,C,C,B,C,-83.08291971934588,E,14.271592897564888,-66.78452818451215,C,1
Buddhist,93,China,-179.73992084497561,-75.52769390741125,184.31306112967528,C,A,A,D,233.49381889414659,D,-62.72694030387926,-96.57014599653512,C,0
Muslim,44,Brazil,-88.63999030545567,-98.98011508640897,5.367795760751961,C,B,E,A,87.55383088859551,E,-39.58760985205197,156.70419467431094,A,1
Muslim,60,US,136.28782589074632,68.11045981580006,137.2808055945336,B,E,B,C,-48.320253991519195,E,-5.318120818504387,-186.38035545779087,B,0
Buddhist,33,China,-69.22357008928165,124.56625154557753,116.61955636985113,C,E,E,E,-73.29823889513769,C,60.279825611629654,-55.57337371003703,C,1
Other,87,India,17.18075647096231,2.9164360330559584,16.223888449368086,C,A,D,B,178.40687930300666,C,-133.09042232105966,11.58838837090168,B,1
Buddhist,50,Mexico,-102.0249450656706,15.09238044731326,9.853252253837137,B,B,E,D,86.51986242021977,E,18.977643794995014,7.426204731426887,D,1
Buddhist,94,China,-0.44850818996356406,-23.757800792689576,95.4373073201879,C,C,B,B,-44.405709769945425,B,-28.991340838719825,-18.219549299499953,E,0
Hindu,97,US,154.80256604988156,-17.898523059267344,-45.66068876463253,E,C,D,E,5.695939466013981,E,-17.749363608919133,27.05440164721551,A,1
Muslim,28,Mexico,-49.769671397197015,26.952407073232887,-96.70126596109239,B,B,D,D,43.05647654482733,A,13.48457395747126,70.08276142248444,D,1
Buddhist,25,UK,29.036587156474997,76.01227086513643,-125.39323170888146,C,D,B,A,-142.00772911603744,E,163.74230038762232,135.27427368698042,E,0
None,63,US,-119.64670424748844,139.20015466131707,-68.42639778009323,E,A,B,D,116.46612613940486,C,25.616278951140238,84.82983874621566,B,0
None,88,India,76.26817152540033,16.562118066567482,24.01979085656717,A,B,A,C,-123.99973900017152,B,-11.698680748531892,249.08816102899632,E,1
Buddhist,56,Mexico,-82.85391046952762,-164.27819607231228,-50.855546241081726,E,C,A,A,18.097206860090434,A,-16.96347377122609,104.36963692407832,D,0
Other,73,Brazil,24.10513391819293,50.55830468712765,48.62904541506697,E,D,B,D,-99.78059879909162,B,-84.42470984308088,-3.141311546005544,B,1
Muslim,27,Other,139.25655739844316,-48.078807425078786,57.35987244554922,B,A,D,C,-15.889525615446232,D,174.04637452327026,-148.1954600662712,A,1
Muslim,69,UK,-14.382172336724466,80.43744542940419,-171.29849560031153,E,D,B,C,39.73005875730314,E,-51.701461145398056,-13.375517636678113,A,0
Hindu,28,Brazil,-403.10251216058236,-19.978476728165717,101.15638998692336,B,A,C,B,-204.08555507024525,B,55.410852537549836,-127.90270245994672,E,0
Muslim,33,Mexico,17.135845214100772,-36.48112742253108,77.61538428960826,E,B,E,E,119.30740358225933,C,-208.54631426544933,8.898329747595417,A,0
Jewish,92,India,-105.66574984438866,83.08762123336571,-31.778719373696507,E,D,D,C,-57.92512906464851,B,-31.625110275766076,68.75602790276874,D,1
Hindu,75,Brazil,95.64750973925157,58.44662190665343,-204.31470479065496,C,C,B,D,7.627968160912231,C,-84.36757236472064,-52.95548797564143,E,0
None,51,Other,-127.8556096668979,92.04174839629148,-195.04421706451032,E,B,C,D,-7.859199443300316,A,-25.2993722321809,101.3067463428649,B,1
Other,68,Mexico,85.79348998359117,93.89524940156507,78.45971550467577,C,D,A,C,-151.15464893240207,C,-190.76574194329993,-54.07240584634897,C,0
Jewish,79,India,28.92950028192359,46.235319165716156,-11.145334954238646,B,D,B,C,139.55801480868303,D,90.4527363768994,44.973560715141375,E,1
Christian,68,US,-21.13196135680389,-69.2621513172616,2.9939646207729513,E,D,B,A,56.63624477139967,B,-22.689219352308374,-71.920634911539,D,0
Other,53,China,180.6078357571019,-23.333089245882313,78.03028242586728,D,B,A,E,-33.37364667741852,C,-92.76712172704556,-8.339919107149232,B,0
Muslim,63,Mexico,92.16322842789117,14.262135340710714,-63.29710028192641,A,D,E,C,-43.429303728806026,D,-72.37858440501157,-183.17164791717656,B,1
Buddhist,80,Germany,-41.699523184166,17.72969951329223,-134.5762502849913,E,E,D,C,12.958370775941697,B,5.352848229213012,-78.28407937859092,B,1
Christian,26,India,-75.71125449621842,-8.037166879265154,63.581482888074035,E,E,E,B,105.47386191525261,C,92.90074055149495,120.88282150411793,C,1
Buddhist,23,Germany,161.3025811572917,53.50357084512953,-56.409988623981654,A,D,C,E,-77.74549930696183,C,-12.454125695918425,31.72086105101057,C,0
Hindu,77,US,92.86602705144423,-46.11116728973901,-8.235518873398405,A,C,D,D,31.806434001103646,C,83.3057714362291,67.6953276387795,E,1
Hindu,69,Other,204.9434174236788,187.7527403649943,22.272987462549796,D,D,C,D,202.07790507922465,E,-0.4321728530568056,56.921809970762396,B,0
Muslim,36,Mexico,-216.54858724513147,-156.1658726610238,72.18117215803048,C,E,E,A,-10.901524148234264,E,50.43181346176095,-172.657143245561,B,0
Jewish,87,US,163.9891164131432,-98.26959396425374,-169.21127026934587,D,D,E,A,98.36419439582596,E,82.30428419768583,81.98828671333855,B,0
Other,74,Brazil,60.474352383598394,40.67634066348598,30.748452241703024,D,D,C,A,-27.63733816953215,B,3.1909580207489796,71.72243507981317,E,1
Other,98,Other,-9.352936754383324,-162.38307419695653,-43.38005594341811,A,E,C,E,38.1004854425737,B,108.87840660612854,-205.5890115723347,B,1
Other,69,Brazil,-146.08310006566563,21.639084437315777,-102.5249463989769,A,A,B,E,-21.492521574710118,C,1.576777419992203,5.3914948090128005,B,0
Hindu,74,US,-85.16867004106119,174.84266006536683,-213.07526923443154,C,A,B,C,57.25322942378024,D,83.34604024514228,-27.599855452874888,E,0
None,30,Brazil,-5.573490773939179,166.9831080090605,-107.43100349869361,C,E,D,B,55.15957041502549,D,-113.55123641808834,59.07034371932539,E,1
Jewish,29,China,32.0786061028286,-6.509454307873846,-48.40649696207473,B,D,C,B,118.28548536723582,B,-71.57867632244805,-157.18445906858446,B,0
Jewish,82,India,32.90914263164405,84.30391643170879,-48.598094843236154,B,D,C,A,-58.0305828699151,E,98.87055770392989,-71.22204228192058,E,0
Jewish,38,China,-81.94987281195651,1.8245370272868673,102.51550737405235,B,A,C,D,-67.22305499473109,E,152.02772608605187,9.100616608124964,E,0
Muslim,35,India,-37.7834835024019,-148.45676295044305,-50.39592767649673,A,E,B,E,-9.828165712591233,D,-126.35811797498138,68.0975189767165,B,0
Jewish,80,Other,-217.4931998281824,-70.64118746632111,114.22942623473547,B,D,D,A,93.99756519208434,E,-0.2515429625643881,37.17387466263206,A,1
Other,49,China,151.658610966914,52.417852452276136,30.396905505842188,B,A,C,E,68.80303068782018,E,-123.28051986836815,-201.89868281274386,A,1
Christian,52,Brazil,140.10490823254042,213.79187696242852,-131.28335124307577,C,D,B,E,-106.36893298273044,B,110.28668467908109,85.62397311379765,E,1
Muslim,38,Mexico,126.57204387805221,-107.63574498291662,-110.94724309371666,D,B,D,E,69.57168028344633,E,89.99576743110215,77.57877028742908,C,0
Hindu,41,India,55.082323366229055,98.25031326905939,0.817844975753783,C,D,C,D,-42.88799223395512,A,-155.60601613048863,53.52032320071031,E,1
Other,59,Brazil,108.27052900657668,-122.96602232691625,12.258069693003074,B,A,A,D,-63.77611462779703,E,38.96802945098906,91.78984997516919,A,1
Other,39,India,60.60638000786458,175.7730281179271,-60.16773645318712,D,B,E,E,-85.58474511687456,C,40.546347181836545,-103.75722647072165,D,1
Christian,84,Brazil,140.43033581819606,-108.68554056136799,-107.16467170079854,A,B,E,E,205.29693884415647,C,28.08901959406652,90.24557658674034,E,1
Christian,38,India,48.15938327283385,289.0543894440584,154.22745181709786,B,D,C,A,-5.732941811711244,A,63.21214906413205,10.183929218516116,C,0
Muslim,74,US,-12.998327486954986,193.4643071770872,74.15156467408694,A,E,E,D,-62.24780756894105,E,-5.240115081478612,-104.44251978654056,E,0
Hindu,80,China,35.392576994215865,33.0157473060826,120.11577654602196,E,C,A,B,139.00476071605738,B,-74.5292470135375,-62.45600367839551,B,0
Muslim,43,UK,74.04253886687972,48.038678899308266,9.591934114968446,C,B,C,E,-95.61568962555172,D,170.76762615790878,-83.93100996582383,A,1
Buddhist,70,US,-73.14632997742349,13.21465563098499,131.75342352403004,C,C,C,E,-44.05978150128699,E,-27.564115785214494,-76.44018678810836,B,0
None,29,Brazil,23.168426660449974,10.370784454470055,14.018022254097652,E,B,C,D,19.158206051849866,D,109.08612396159378,-35.41134443479051,D,0
Christian,82,Germany,18.577990512938943,49.96309557112366,131.40387980953957,D,E,B,C,150.20925250671385,D,-100.6421248712325,-74.10908201099346,D,1
None,88,China,42.25817269557964,-128.97788751800564,25.603273254957926,C,E,D,D,-202.82317939575498,D,111.06041488790557,-0.45938667671297817,B,1
Buddhist,36,Other,-66.57532941724472,99.88499123240588,-108.16804121950014,E,C,A,D,-14.856026428691345,D,-19.02262977445361,-1.8608987251312388,A,1
Christian,99,Other,13.964686186171377,-51.16023650744622,-62.964777969285436,B,E,E,A,-78.6815464330681,A,-35.22408961407148,74.31745595574918,C,0
Christian,78,Brazil,-93.68340788815097,70.19880421901298,-0.8953067529132577,B,A,A,C,237.35062983062778,C,-71.00699611513902,68.60771239318605,B,1
None,78,US,32.076273940598774,-3.29406816367766,-56.394708133153706,A,D,D,A,77.36128059168601,A,-5.919154813294247,-9.8626387221067,D,0
Hindu,83,UK,-62.484676898926516,-180.14947571831246,-85.50818377351781,E,E,D,D,-58.647707608405184,B,-81.45046441207252,84.24471807471821,D,0
Other,32,UK,-266.50944943079566,80.2133468438703,38.57061115688983,A,D,A,B,-29.663448760805494,E,-99.23794186714248,55.287635087481625,B,0
Muslim,67,India,-98.05632982557447,-14.916735145320494,-66.41402837821882,E,C,B,C,-36.46415295579485,E,-45.565379307787154,111.27327015071768,B,1
Hindu,25,Other,62.4655161925094,-36.10462388859174,49.57309825994993,D,C,A,B,-3.168171150238179,E,178.93740586851555,131.67426668109562,D,1
Hindu,74,UK,75.38316926724596,-49.11901157491709,-66.09595560760756,B,D,A,A,25.824488918925226,A,-111.18497861146936,-73.86979669005841,B,1
Christian,91,UK,-82.23356341063098,12.221848556740614,57.093677248052664,D,E,E,C,2.3136731880545796,C,-120.8762656301077,217.196256025002,E,1
Hindu,68,Other,108.04062442118487,-117.62204121126175,-155.77193164919464,A,D,B,D,-0.34352267531411473,E,-67.72324812851336,44.22076316745544,C,0
Other,66,Mexico,12.003680917331966,-43.37841778495098,-138.78636372950555,C,B,C,D,42.99142895801331,E,31.09538639924039,-7.05315536821204,B,1
Buddhist,31,UK,-150.03910216728235,-0.6645775065753267,41.860486165336766,C,E,D,E,47.153742657488195,A,12.569731707653064,41.013459309798485,B,0
Other,48,UK,117.51200175468968,-25.46603857394054,-54.915015786034374,B,C,E,C,-87.67856635816459,A,90.98101192930976,-79.55669872350624,B,0
