country,anos,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
US,44,26-35,-41.25629650052748,0.08438127832734639,-43.7928945616284,C,A,A,B,A,175.62768910396892,-62.45564898081562,C,E,C,-8.629982295315248,C,-126.17323687963598,39.45151397493785,0
China,44,51-65,174.56485604242505,-86.22799306673133,-48.659053800174576,A,C,C,E,D,-5.934006707598012,145.09625532202395,A,A,C,0.7406560080224006,A,-6.255010545035267,24.110652200695416,0
Mexico,64,36-50,180.05843917932285,4.459421726333597,-84.01461873231665,A,A,E,D,D,-108.23650801406228,-238.14809114314497,C,A,B,103.4118019511542,B,-69.01498087469403,35.385108473896736,0
China,67,18-25,76.39420320347679,122.21133853572634,-85.9050206817468,A,A,D,C,B,9.274056032906062,-47.20065420338555,B,B,A,-130.0254057704533,A,76.35311431168694,-25.747827837305042,1
Germany,30,18-25,-212.01258530739295,-157.33933268258534,-125.49830493427163,E,B,A,C,B,-61.93480532544494,88.28961762745958,B,C,B,-159.83103318179553,A,-91.29416863026093,-101.5303379701831,0
Brazil,23,26-35,-140.34842369677713,-107.82902894838054,9.089319586122413,A,C,C,C,D,50.16760328948888,0.557297247919226,E,A,B,112.2230341631275,C,-39.94493869626851,-10.173616638721885,1
UK,52,18-25,130.1296974243238,-40.54208490695603,32.48478368188901,B,D,A,D,A,-54.83470817301915,-23.427997244158036,D,C,C,-248.30323882867913,B,-41.36534741988617,60.763667987029244,0
UK,72,26-35,12.557932614834277,-135.89209963413327,-62.727312763390564,C,B,E,E,D,-7.981432636017438,-60.118000080321686,E,E,A,6.166813986257721,D,-54.36731236922859,-85.65361504621094,0
US,41,51-65,-35.71369942693202,62.138709301476844,88.64070099282442,E,E,B,A,B,-65.93345127020449,44.466424205250235,D,B,B,-65.44768489274705,A,106.09430349655878,-123.67505544233997,0
India,24,51-65,-43.24202062298392,20.680366227037656,-11.661274529939348,D,B,C,E,D,27.45096866712979,-108.13718636746287,E,E,D,-24.441275081815633,D,56.19922345802865,9.496157035910283,0
Mexico,69,36-50,88.26338350866328,-46.10546475429682,116.41337861256152,A,B,E,C,A,-114.22776990867416,106.85159693518989,C,B,E,-7.3014592787569095,B,127.9769371865904,-87.5342217688959,1
Other,58,18-25,-67.90856429327255,-94.75461733567333,-127.14742849666236,E,D,B,B,B,18.388797895377053,-50.48203411039901,A,D,A,25.235120988896746,B,-63.63256802574949,29.60066906370406,1
Other,20,51-65,60.126126642453116,21.958713497157966,115.494626121119,E,C,B,A,C,-70.86525993722658,-25.627818521690937,E,C,D,-29.861117285783656,A,-51.64897332205175,-1.380971030807677,0
India,32,65+,108.94128559638729,-17.329801327555288,58.124273480640085,C,B,A,C,C,164.4135575590607,-9.345577538598368,B,E,D,22.751648230525042,D,7.976727636614722,14.14567663141782,1
Other,74,18-25,-145.48168678652468,38.13491286190214,-34.4215310173704,D,D,E,A,B,-74.3515020358586,287.37088552881016,B,C,C,-111.91525906519384,B,-84.08683054433132,41.170518203863224,0
UK,36,51-65,106.18901965978695,57.26773865588517,6.860636681070834,B,E,C,C,D,-29.28618173787748,-259.74376052228484,D,D,D,65.07535429451653,D,78.55466704562905,-65.55276162901407,1
Other,33,51-65,70.85035899733093,-40.82433985651544,10.894674476443095,B,B,C,B,A,31.422182562481222,-44.510775131279104,E,C,D,234.8923258602297,D,-35.777205613158635,56.20364805007013,1
Other,35,51-65,163.7232855253889,-297.5170346067672,130.86570309773677,B,D,A,B,D,-146.44056136829747,-87.45262996319398,B,C,B,59.267124346576814,E,-235.33414957384545,98.29708148705441,0
Mexico,34,26-35,200.8451328791376,65.6645332303631,154.02370367245632,A,D,B,C,C,103.2757070966365,-142.19943430960262,E,C,B,30.464983152024054,D,41.26574114483201,-96.11100612599259,0
Mexico,31,65+,-61.90005273552062,-47.95412162991222,-31.684681469461047,C,D,A,D,B,-171.93995563824066,75.26674521583935,D,A,D,98.20861384884472,E,27.986975309071433,214.23065344042135,0
India,21,51-65,-20.45845912391354,-11.108782960574782,112.58854631811306,D,C,D,C,C,134.20241831820996,6.464672641194662,A,C,B,34.66569605953661,B,-22.433339672171012,-201.54584085336157,0
Other,73,65+,69.39937118741855,63.83407515912464,-146.59442837805275,A,E,C,C,D,-96.83538229643924,54.34885231751375,A,B,A,31.1458515613827,D,-23.586583230465003,-54.14379467818353,0
Germany,22,65+,13.076141241016634,119.63486390721994,-213.61912425263102,C,B,B,E,E,-77.87767592778752,27.598689156529684,C,C,B,87.81131618195947,D,130.80967472403137,-114.40316405569617,0
China,61,18-25,-20.596532377604884,-63.88549452898709,118.14672803250059,C,D,E,D,E,49.95004108120573,73.86918410099914,C,B,E,-162.42446528833156,E,-117.60329471745614,87.7561253459484,0
China,19,51-65,-68.51246059339373,147.44662183543397,11.235927366482565,C,E,D,D,D,60.86731972540835,-42.251722191964326,C,D,E,-72.35192564257845,E,92.82302135947708,-52.79518116915477,0
UK,29,36-50,-59.62630537397108,45.250396226166984,53.57481568701693,D,C,D,C,A,-88.83677325065572,-120.63802807569432,C,E,D,19.412679706267653,A,132.63749438917017,156.78694083829038,1
US,24,51-65,-23.809593340067376,200.38491530157708,-98.40006890004196,B,C,A,D,C,-178.77806512716276,23.023507214038364,A,A,A,98.84133043522189,B,53.58966505174029,49.07186119077259,1
Other,59,18-25,-56.48307277882637,22.188585857949423,-66.80579341056297,D,C,E,B,A,36.07896253366471,-14.020554634283616,E,B,E,64.94557925218045,E,-61.619024843486,47.180703695392125,1
Germany,57,26-35,132.97053359019816,-15.959624031508273,-48.946613357200114,D,D,C,B,E,-197.40657153351543,25.278191292113938,E,E,D,54.57687337990455,A,26.63614302942628,-117.21248569808549,0
Germany,19,51-65,18.536603840909578,-190.10953343170786,-9.79134084430649,B,B,A,B,D,136.90587095515073,-111.20373318422074,C,A,E,-113.96297396375599,B,-69.5926038745667,149.4629397713724,1
India,28,36-50,119.43497514429428,251.6535190025003,35.77089273985996,E,B,B,D,C,55.2351244282552,-42.9405594492994,C,B,E,-58.62079604768985,B,35.64880447280596,112.87705720794494,1
India,70,18-25,101.85312190914229,3.171992356118375,17.774207304800534,E,B,E,B,B,-237.7083147817874,83.03961672600892,D,A,B,-163.71287379167669,E,-41.47518025670121,-35.87566177426415,1
Mexico,42,51-65,-0.2634350579353753,-10.809167294810448,160.38644708970892,E,E,A,C,E,15.463321525290763,197.42005558024175,D,E,C,-110.12246683739879,E,203.5707849662506,140.1157022706368,0
Brazil,58,36-50,218.17175933907808,-22.7020688621883,-207.80661439456455,D,E,D,C,A,-40.806932966049196,130.20157244778343,B,C,C,106.49128343676743,A,28.16440586624649,-90.62859364339805,1
Other,26,65+,-95.79780793206308,26.700782785418497,85.69435753735891,D,A,B,E,C,-51.13169577396198,72.18444985440081,A,D,A,131.76088000618066,E,-72.14772652423497,98.40555767209747,1
Other,23,26-35,-149.43509255608512,-99.92986796825446,153.6212944797101,E,B,D,A,E,-18.711357621182792,50.03995582014795,A,E,E,-66.74773377453961,D,-42.60063683867334,-323.45474756796256,1
UK,35,65+,74.99202123081753,34.598502383683076,-38.41295390826341,D,D,B,D,E,-103.20048126561035,-95.87812695698268,C,D,D,-50.00550499100911,C,-14.712197388049242,5.101397548936277,0
US,64,65+,73.65147820058363,-59.47388545237662,200.73262526606922,B,E,B,E,B,-26.990291258454945,87.75943534475346,D,D,A,43.28970115764945,C,231.7838225405977,106.47931256593914,1
Other,21,36-50,14.352650477123593,-36.97463905658396,22.783926307891317,A,B,A,D,D,-236.06802334826958,16.537535137838944,E,D,D,-42.1488722937405,E,57.75034359849152,-141.35028163614442,0
US,22,51-65,-28.440062096418544,-78.57983876306567,-70.49218012739334,C,C,D,B,C,-67.64315439635325,61.251974341765184,D,A,C,-110.11369538278042,B,22.75543645652078,-50.64132868345189,1
Germany,42,65+,-176.36539785616523,311.15707555315674,90.49481668035425,E,D,B,C,C,-90.31110378605175,-36.484886413349614,D,D,A,-79.2096065842828,D,110.92141290844518,111.33503391136557,1
China,79,51-65,-77.85831632019273,48.76401985091959,-227.6682527672091,D,E,C,E,B,87.43796728414517,-35.1093461835767,E,C,A,-18.317803153202554,D,-143.98198752492584,-11.467928025624765,0
Germany,76,65+,62.07843979971178,-121.52232173913052,-73.91963215702589,B,B,A,B,B,-14.873850340757647,-99.60725128444955,A,D,B,-174.12862977361257,C,25.714077410310615,96.46994515982936,0
Germany,28,36-50,-44.00185202273236,142.79501123233342,70.94217611551728,A,B,D,C,C,12.726837041940161,-77.76848557795412,B,A,D,121.92621237711563,C,-158.58335965011986,-111.71192578345011,1
China,33,18-25,-96.64668521207494,-73.46141748076778,-22.506151264453145,E,B,A,B,A,38.305212466794366,72.8243106507677,A,D,A,67.04014590160914,B,-18.760304569658548,121.82110960528163,1
US,36,36-50,115.22678217831961,-29.55347957219373,83.64383879103411,D,B,C,C,C,-286.32599660375223,69.57735112851782,B,B,C,81.22648045936398,C,-57.85673115728428,286.2259999302435,0
Other,59,36-50,82.87883824902212,-56.87206361088316,-64.9434282336654,A,B,B,B,B,-67.10467809441242,-75.91927759156873,A,C,C,148.54275133205738,C,-11.711862073030737,68.97628324811681,1
Brazil,43,65+,-39.77092429046777,52.93228586397326,-19.33901396142596,E,A,E,D,D,151.66089416722096,66.29411683330983,A,E,A,-118.8742735850907,D,-53.03573484023369,29.05354886778871,0
US,48,65+,5.805182351318751,219.3282795745096,0.1462198280771857,A,D,E,D,E,55.9058310231867,36.16032050366578,D,B,E,297.3933287365934,D,90.14125976063208,65.44813901514044,0
China,71,18-25,304.61571271221175,121.36802392487755,59.12853546486787,C,C,B,E,D,105.20555826783664,-143.8864907403883,A,B,D,-120.80477125363693,E,33.63948537375205,105.32527687674022,1
Mexico,28,51-65,-22.311983957159168,20.69751281431924,69.83207668892271,A,C,E,C,B,75.19308559399659,12.926157686361462,E,C,A,59.82085656798495,D,-17.859088382849116,-73.52522149142435,0
UK,55,18-25,-52.82930942756418,68.77239964896943,235.19709432066708,E,A,D,C,B,171.59354071786822,-20.838628990302137,C,E,A,-157.58008014370208,E,-57.44474179344048,-76.53540808315778,1
Mexico,35,18-25,-3.785717884891494,54.19198007458876,50.680004968872716,A,B,A,D,E,-34.094303828131046,-11.84177972036201,D,B,A,13.493993185741381,A,99.17814590847647,185.71255598256238,0
US,70,65+,-35.415128976829095,-249.65227357132792,90.71431537761916,B,C,A,E,E,-36.068302309652026,-68.98746199762975,B,C,C,-51.996437917103634,D,47.62929687581789,-13.566975156800993,0
Brazil,75,18-25,54.43355465104811,200.92149140496014,75.10557887719708,A,D,D,A,B,-23.970785432805773,32.855477938466315,A,B,C,-97.66087946579808,D,2.3834251123737658,-24.294832736195595,0
Mexico,61,26-35,-68.11912887907636,-144.0189869357495,-45.95854639563911,C,C,E,A,E,-85.03757502478028,-14.621810144031306,C,A,A,51.95721304789831,A,-364.288602423496,-80.25959036071596,1
Brazil,25,51-65,-43.95006465571823,8.230065424344335,13.535346352347094,E,A,C,D,B,98.55533804921373,-281.1706406718969,B,B,E,153.6905715459988,C,191.4299480403789,72.87196303768123,1
Other,71,51-65,-107.32048031524644,-16.727260939993368,100.60779918398015,E,B,B,C,B,-74.92990101844336,182.15067052875287,A,D,C,-106.49830234031387,A,75.46715696690642,115.45686654242053,1
China,21,18-25,124.79037434962963,-35.49401495391664,-42.19163909234809,C,E,C,A,B,59.37300136330852,-32.654058531478896,C,A,D,152.1640442025118,D,94.57539368000334,120.38187666594769,0
China,79,65+,53.80920434809474,-2.4865418744363836,-4.2149367372581965,B,B,C,D,C,37.58679729164013,144.6372770803564,D,E,A,-91.48701856723716,A,98.6600587089352,123.191787849107,0
Germany,32,51-65,305.2353518936122,30.78248720992142,-209.99879621323925,E,E,C,C,D,-34.99708367145232,-7.854638138418308,D,E,A,-140.14151392674168,C,55.30631282006515,-69.32901043253871,0
Mexico,45,36-50,45.51162758659841,-124.38636070895855,-14.538241626367704,B,D,E,A,D,-5.645493167340826,205.8437056277906,E,A,A,-127.85771033252276,E,-105.27967650962171,20.360797366015962,0
Mexico,69,26-35,93.05701127576936,111.20103766708056,93.4627356480606,E,C,E,C,B,40.39753129676028,232.80904030520486,B,C,A,-31.457890262426087,C,64.83939591929912,80.537642205731,1
Mexico,55,26-35,125.6883842749845,19.577315485190418,12.05345135204271,A,A,A,E,E,-203.89139709393024,-129.1360816196443,E,C,C,-9.671031853810948,B,-44.39544254809885,145.440600356332,0
China,64,65+,65.31862705800634,-153.04085312968766,-81.9219063925886,C,A,D,D,E,-49.41767937059019,31.341701157679573,D,A,A,-116.27173852424124,A,15.636489059391085,103.98585291701916,0
UK,29,36-50,-16.875701973418245,18.666698222905108,201.94086845885803,E,A,A,E,E,-171.3542218558648,19.93829022871292,B,C,D,-31.859290200338986,E,92.71313752734453,18.454999299662393,1
Mexico,50,65+,-49.60372872345515,0.47323606472678403,147.07409182959444,A,B,E,E,E,-86.44160885324082,2.0911515875812356,E,D,B,86.58795553472591,C,63.48380936748029,12.11971526433588,0
India,55,65+,129.39927690184726,36.71042064578363,95.4406604322595,C,D,D,C,B,-74.37991486720195,-106.34102835743997,D,B,B,-14.041087261568153,B,-165.49814598963778,17.12067331197699,0
UK,79,26-35,13.291513717041786,72.975464525419,6.670745309611452,B,B,D,E,E,165.20599162448718,91.83586288554118,E,A,B,51.5422877862097,C,109.01164364657372,-45.575674606538115,1
Mexico,20,51-65,-52.875244093504584,54.4942788269348,9.58009399154809,D,A,D,D,E,-78.44918577235346,80.6712251477629,A,B,D,147.08971977939578,A,-105.43517656968729,-58.016627956631,1
Germany,65,26-35,-83.41072726104149,150.63086168263192,-78.20938366222317,A,A,A,E,D,-33.79292156794156,-232.02674142461674,C,B,E,106.66644990791028,B,-111.87384191305559,-158.09339941085517,1
Mexico,41,36-50,151.68026725273472,188.31299461083142,46.08996147652727,A,C,B,E,C,-46.10022241676547,-208.97942331580356,B,C,C,-18.234357416507617,B,-70.4948742950719,201.3137730925894,1
Brazil,52,36-50,-13.302554417721021,-117.25522905938965,-95.79176545080311,C,A,C,E,E,-74.71877155793452,-58.83364583452499,D,A,E,193.07766916517167,B,-54.1618899012865,-69.04830486267502,1
UK,35,65+,6.436099133316054,-48.58727842962504,72.10905973419742,B,A,A,B,E,-38.67905540553896,-30.099820772672324,A,A,A,117.63063711165636,A,130.83297138502476,-123.05963956389212,0
US,38,51-65,-168.749573301959,94.21074404905721,-157.79668471557892,A,B,D,B,E,151.86289397286578,-147.92453350417932,C,C,E,84.66000904362451,B,124.56779714254718,-99.64478596858113,1
Brazil,76,26-35,26.426849892269317,104.20353279100725,88.44536988038872,A,A,C,A,C,-31.859664181614956,14.24667084834656,E,D,B,-26.865855339404593,A,21.244535916672998,-34.95148185485184,0
UK,68,26-35,-0.4553355423453971,70.621310364237,-29.132671770357938,C,A,E,D,B,-82.82319194748935,156.31638757243763,D,A,C,-135.4096008228396,D,149.98495962384624,105.44872478570201,0
Other,77,51-65,-47.888965153278065,175.7807843006043,22.44600621962488,C,C,E,C,A,34.36301596436218,149.91231907339466,A,D,D,67.02423168898187,E,18.69547089003538,-219.43155991726576,1
US,75,26-35,-166.76172612629347,91.86117237601152,-75.8396714865669,C,B,E,E,B,-64.8621784330125,-62.13161315861543,B,A,B,108.25957294224166,A,104.43317983520954,72.19498701446312,0
China,66,65+,-117.60151667423607,-48.222376205171955,0.13316444937842675,B,E,C,C,B,9.685929893934524,-27.042914201940782,A,C,E,100.929095784222,E,-16.520139020817428,37.10559944607928,0
Mexico,50,36-50,219.48263958885522,-213.3995264647082,92.82959554198999,B,A,A,C,B,19.692195562850927,100.10256534428454,D,D,E,4.523115184830236,C,55.8353930350556,-115.1460367277227,0
Germany,73,36-50,-244.00591830106637,78.38739245126997,160.0445562229829,D,C,D,A,C,81.9281768263569,-32.95824074656613,B,D,B,52.20291008522745,E,36.405091125254096,-68.90005567287561,0
US,58,51-65,56.80009649660476,-43.39814916420174,-20.343180895150745,D,B,C,C,D,-18.743083089875633,-195.2920773392864,D,E,D,14.155449332905427,A,-96.50329460589612,-32.94071041410993,1
Brazil,48,36-50,39.4750104620014,-17.596323929348674,-42.69458870285865,C,E,C,D,D,-10.995603049504682,149.49330633776884,E,D,E,-41.175209498060894,D,-37.47178733458384,14.999102657499371,1
UK,18,18-25,56.570373147928606,78.00863871689825,-13.052795398596235,C,A,C,B,B,-116.33437534840778,-19.47371495248069,D,A,B,260.5617787872925,B,125.60566098232893,47.58727931017688,1
US,75,51-65,-134.6545453979226,-8.920702170856702,50.92693174850059,A,B,E,B,E,-33.30066370787189,-25.98404362394508,B,C,D,-45.22536605758937,B,-120.80398936597408,-229.8241793042688,0
US,74,65+,66.73007797420507,-8.330114525028467,81.42195090780507,B,B,B,B,A,-70.27403740229342,-219.88500837170193,C,C,B,-62.76942507779464,B,49.85349219728908,27.96673760245545,0
UK,29,26-35,88.73454662472186,-55.5773821597006,-78.374841175785,E,A,C,A,D,134.800044049562,-36.215139798473864,D,D,C,331.1324569093564,A,-89.18577443593684,46.036623037955145,0
UK,27,18-25,-142.10327989665282,7.314556579515734,-51.16058998404781,E,A,A,A,C,-88.41486633512086,197.37260972439182,A,D,C,20.555665555930478,E,-44.12613822292192,80.06497369998131,1
India,51,26-35,76.65166055265645,101.31543439174577,61.680426375065764,B,A,C,E,A,-238.1430939845467,45.801840001727996,A,C,C,-50.702054810729614,A,-111.1126669784398,-15.052343072055196,0
Mexico,70,36-50,-123.93901197619842,-91.73596042967117,21.217351739371633,E,E,D,A,E,22.257311893428675,120.62895553251248,C,D,C,-148.91468646840733,B,-13.435923488442558,100.7045951235245,1
India,45,18-25,-20.27121539961217,71.5449678951056,-40.025146169287844,C,A,D,B,D,-9.044532768414081,223.56265500480302,D,B,C,78.6371088187162,C,-265.1511711660006,37.40094026386831,0
Other,55,65+,89.50287779170645,26.469045368152255,-73.87346559174328,A,E,D,A,C,-62.1256384098508,-123.50189264167699,E,A,D,143.5382909237163,E,-86.56744550603442,11.51664316644298,0
India,54,18-25,158.17523339466416,20.493572524037983,11.754469155207914,B,A,A,A,B,-146.66381476547693,-53.95547028007483,D,D,B,70.16103331482994,C,168.90363686110626,3.3380948118162204,0
China,59,51-65,-8.238860453714626,123.93567793969433,-40.83562752596995,C,A,A,E,C,217.49241807481584,-41.58063000972495,E,C,C,117.75807591253083,A,-48.53362505527392,-4.408792389563429,1
US,31,26-35,38.65529249731621,54.87605708235945,-10.803531731203188,D,C,A,A,E,71.21506739415469,-76.38452981521563,E,A,C,-119.78269797447025,A,-71.99829495321252,-23.235325522476757,0
Other,21,51-65,-28.45770283874996,103.44965813844304,60.33002205945558,B,D,B,A,E,25.458062597046744,99.6126314735161,C,A,B,14.859420558069885,D,-201.33845177459358,-12.00751096890755,1
Brazil,57,18-25,-73.75154923816129,-93.72224667366358,7.854599671692905,D,C,D,A,B,15.092148809245867,-89.07316249739227,B,C,C,5.605697012225588,A,-160.29502156960945,49.62157425053083,1
Brazil,31,51-65,-64.29082083140354,18.741578851557364,274.7306262116238,D,C,E,C,E,-105.9965430788493,28.150051555567295,D,D,D,-60.05510144154685,A,-50.05612972448621,-217.71526023104963,1
UK,33,36-50,47.98623914893353,159.12533386050333,-45.57715124409994,C,D,E,A,A,0.746680364258899,16.44808600958309,E,D,A,-43.08392985652113,C,-104.492476058096,89.65805970570577,1
Other,71,51-65,-170.2461346989488,-71.46664759808166,257.1976851815551,A,D,D,E,A,-77.03002865329857,-87.20284986525093,D,A,B,-22.32415475348111,D,-76.27606853722166,208.75759152933128,1
Other,67,65+,130.4242130924678,-71.02008914304444,-11.333109472754138,D,A,D,A,C,18.206141058649937,82.26954824131349,A,A,A,110.43686567280125,C,18.133275588821952,179.7381575731229,1
India,71,36-50,-197.01741002164425,-26.03278319129726,-209.68914136390802,A,E,C,D,C,-84.95164865881915,-126.71751478729045,E,C,A,-160.99660274001096,A,-46.21107456880741,-31.664328936383185,1
Brazil,33,26-35,-97.49915425446869,34.927887689158574,56.72916229142228,B,A,D,A,D,-177.7568287376099,129.81555427085928,B,C,E,-88.19863893792602,D,6.288730933396096,47.06740652657815,0
Brazil,48,36-50,-88.69268133555656,29.872622571920665,-140.4050342835552,C,A,A,E,E,-23.140935933402478,204.28405967290942,A,A,B,44.08756500320391,E,-1.9980136299147997,46.68514154197369,0
Mexico,58,36-50,-102.72898225921337,-202.67664837138705,-3.9789966107775956,D,A,E,C,E,-180.91289594853706,-127.77866101465511,C,B,D,-60.16841189335103,A,232.04193147062006,37.779751846908546,0
Brazil,77,51-65,-79.01135693814471,-19.21014496255513,-9.229716008766065,C,C,C,A,A,-79.37384010336245,60.80831402592894,E,E,C,3.0989294252328636,A,10.933225929503683,-69.65772719301438,0
US,72,26-35,-160.52432114761234,-87.91490397139943,-42.482794262216444,C,A,A,C,B,-141.29929560467255,9.172610118951185,B,B,A,70.42992311632612,C,-37.26558138221277,47.296633321756545,0
US,27,36-50,85.41906737067191,-73.76175265119275,-66.8492036490991,A,C,C,C,B,-240.0526950574493,11.136757142681068,E,C,A,16.53143260686458,A,-175.8307930184352,-110.46031490277937,1
UK,23,26-35,68.91343938991076,-117.17540965634201,40.554843121102365,E,E,A,A,D,114.4594577939213,-120.94855529959109,D,E,C,168.49263127548943,A,23.383210245941605,-2.6324793621674543,1
Germany,79,18-25,173.59006422606996,-38.43160982311333,80.51223793124431,B,D,C,A,B,110.46249000302242,70.38802546688548,D,C,E,-57.70131760476104,B,-124.5278473525574,42.01403074449694,1
Germany,61,18-25,99.6392840035386,44.236756206876734,-38.25387876312889,B,C,B,D,E,-55.45135080313064,-135.2408717677302,A,C,C,-143.67547148544898,E,-62.0085923651176,-97.16414301677698,0
UK,30,26-35,-86.61055813175544,-29.60539646645105,173.60507400428617,C,A,A,B,E,-87.06360032970086,-35.82717473017092,C,E,E,-75.53340240281345,A,-238.7443100123082,-1.9005995634738477,0
US,68,18-25,128.02674884005296,56.75043182766595,85.43932440995867,B,D,B,E,B,-206.32657072945858,89.82770133405671,A,C,A,-112.44467508159917,C,64.73202016230238,61.39055731097888,1
UK,45,18-25,-130.50425372146088,40.60177371802811,122.2269142775052,D,D,B,E,D,20.422765216165743,124.89468981394694,B,E,E,106.27871641951346,C,14.595095284222523,-91.39242688248405,1
UK,77,18-25,-38.98387214936954,-188.57716345854797,147.74389591408345,C,B,A,E,E,-41.330616134682536,165.65274118806025,D,B,C,-157.081676295511,A,6.011158402406676,101.28463084738888,1
Mexico,50,36-50,-29.71604956667344,-243.1046356889893,-136.88169523874487,D,C,B,B,E,-52.25317567142367,24.442218441723504,E,C,B,87.81080322857612,B,149.30093347097045,-110.4781080058779,1
Germany,26,18-25,-87.30105060714327,-31.027644777537883,103.66710328520976,D,A,D,A,E,43.25774526629553,-202.12060480665411,A,C,A,-64.98080549141824,A,162.3392459783114,-87.7485183512042,1
US,30,65+,-26.599489794727994,82.87162284152522,106.3683777118835,C,B,E,E,A,-35.251968311843754,-61.46742838879244,E,C,C,-20.762588012122837,C,-17.76002651031611,-75.30012328370181,0
India,72,18-25,-40.055890246724175,44.600770407165335,64.35901599632807,D,C,E,B,B,-57.10147506038182,20.61473321236969,A,A,A,-20.929934956695963,B,-104.86356185335168,102.82884171053381,1
UK,26,65+,-139.98947998072515,-57.02297768373445,15.937688550409632,A,A,A,D,B,-105.52850277441526,-89.42843184795841,D,D,A,93.01838833344527,A,-39.08424353085392,120.39787678061884,1
Germany,32,26-35,48.74831499409649,-84.59976595520595,-89.25778249706026,C,A,C,E,A,87.04611825420248,152.62709018230348,E,D,C,18.686470944126942,D,-11.62691503489308,-12.868632625580375,0
