anos,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
55,M,E,7.401032451303986,D,B,-50.983587711270076,C,C,-135.77257741012704,-165.56173561673043,C,0
74,Other,C,-32.4318747142022,A,A,-6.966141836985237,C,C,-97.20910596148578,17.641029377107216,C,0
52,Non-binary,E,-10.970507909988271,C,C,102.14695366429653,A,C,-58.82423877033661,54.084414297521874,D,1
67,M,A,-18.288687247616345,C,E,-11.274763341340464,A,D,15.917686974019615,-46.79170864612276,C,0
24,Other,D,166.08732718196018,A,B,-23.96381715200184,A,B,-42.79712623125786,-99.5786032843742,D,1
72,F,E,7.668156283896783,B,D,-19.636325780615554,A,A,4.556461010671501,66.68327886273644,A,0
60,Other,E,74.29004573352516,C,B,90.75507062475448,D,C,-190.04631790592902,61.957868190500676,B,1
75,M,D,-3.9993821455132923,C,D,-166.17188471541488,A,A,-84.2751780647471,-102.89642735712567,A,1
56,M,B,-37.0102591846394,D,C,31.67838303210188,A,B,-86.20525822436865,133.17080999360948,D,0
50,Other,D,-11.515400793252065,C,B,114.70016802377518,D,D,103.39759674135205,-11.866934006363019,C,1
24,F,A,-9.205404090582249,A,E,141.2534816860795,C,D,67.78838663789321,30.106810500317078,C,0
26,F,B,107.99362836693005,C,D,45.56214127315863,A,D,103.15480584169994,34.00552105065875,C,1
35,M,D,-7.324445153250714,B,C,-293.67806238349095,D,D,-133.71727750271558,-41.037855670993395,A,1
78,Non-binary,E,-115.33174714866495,C,D,-91.13617329893114,C,A,-5.800771168540056,-1.181491386127043,A,1
30,Non-binary,E,131.8016773935076,A,E,-8.928709547835147,E,E,17.946879670646776,86.33225842320942,C,0
58,M,B,-26.30648431863745,B,E,-21.32251309497631,C,A,62.85450103675054,-67.20630189392317,A,0
33,F,C,101.83268756678103,D,C,-18.28406817653782,A,E,-74.80216332297165,172.4393830995425,C,0
19,Female,A,-82.80721486588483,C,C,76.71675523710792,A,C,97.04398015238985,140.9948211445821,D,0
34,Female,C,-69.03247705379991,D,A,71.14186279430584,B,D,-62.88543359725919,5.871592468760179,D,1
49,F,C,27.097414786775705,C,D,-46.05658361677285,A,A,-69.36178684828167,-36.34569737336842,B,0
18,Male,C,172.26146614083189,D,C,132.33940021585212,E,D,-228.2304450056194,91.75804722570784,A,1
26,Other,E,-311.1058089155048,C,D,93.76192341265691,E,A,-128.43774136849967,226.68348312508962,D,1
26,Female,A,225.5948237720204,C,E,4.108659242497804,A,C,9.232037294707107,-86.5700420037393,D,1
24,Other,D,-18.323478975118466,B,B,27.79585059744364,B,C,113.25736766500812,130.61542018830906,D,0
47,Non-binary,A,-1.1384005971159266,D,D,-187.00798433525313,C,D,-3.9595797548763274,-241.32938929408732,A,0
62,Non-binary,A,44.64644509022571,B,C,-120.54285691450019,A,C,-99.46499246102978,-102.61280109087983,D,1
67,Other,B,-174.96487452814563,A,C,-141.06978931644804,D,C,-94.31880394562432,-54.005358420427896,C,0
50,Non-binary,E,47.88854121160991,E,A,-206.20052719185225,B,C,85.31011806696324,-61.818405707022926,E,0
56,Other,A,-42.7441309203714,D,B,115.83643712096863,D,A,-19.475014277822925,-232.16919468395,E,1
37,Female,D,8.252660413734176,B,B,58.544698135056564,C,C,278.20192888884526,83.13629413741371,A,0
74,Male,C,-0.45399421496479303,C,D,-146.78910878122628,C,B,-194.0608418662922,-57.31155944227696,D,0
29,M,A,-96.54910928706325,C,B,-70.16747520959672,D,B,-16.432553470440606,-52.439023267387874,B,0
40,M,D,11.03214745863342,E,E,140.7828058927701,B,A,-109.93291319969343,29.030558782644867,C,0
62,Female,B,14.98009711734945,E,B,-206.14464675398074,C,C,-72.87439682161646,129.35799051605295,B,0
79,Non-binary,A,-2.095769113489136,E,B,55.77496876996493,A,A,-29.03126581739141,-13.889005547861332,D,1
49,Female,A,9.978015806181027,B,C,-228.82250074686715,C,E,134.64070623602024,-211.8673318778532,B,0
47,M,A,149.45859807917742,B,D,-137.92698765887604,E,E,-100.3693887486973,32.25554124111936,E,0
43,Non-binary,E,39.2400003091414,C,A,-116.34420428998406,C,A,-71.02242312153057,-167.1001977792305,D,1
26,Other,E,-51.77801554698841,B,A,128.65774347203651,C,D,-136.41577389949842,-79.32329630397844,C,1
27,M,B,-154.4824065581309,C,A,-14.842853226582855,D,C,100.37904158052937,-83.92321398347033,E,0
75,Other,B,-41.98478568902019,A,E,38.67209316325333,E,D,132.23054090063647,25.566526678839192,B,1
37,Female,E,134.07098741118423,E,E,123.73374281408529,B,E,-3.8396448015437894,44.34772584060755,E,1
50,Male,C,-15.606990200532971,D,D,-111.94700355004971,A,A,-194.50128445034818,27.329474885098083,A,1
33,Female,E,-167.2195063604429,C,A,140.63669133484817,C,A,-178.57342595887232,66.19098546658499,B,0
24,F,A,-145.94816126529443,D,D,78.9689321855214,B,E,-64.3105739957218,-83.84984784129807,B,0
30,Male,D,-50.74596906036899,E,B,18.280136591056543,E,E,-86.55576885968105,-52.22697424821712,E,1
77,M,D,115.46351783125334,A,A,-15.025898151721767,E,E,-82.63009365209065,-71.4664408021724,B,1
71,Non-binary,E,-3.973406236193502,A,E,38.834499847594735,A,E,-135.5918448646387,-49.91045910710123,B,1
67,Other,C,64.59086023162122,C,C,66.14665422630259,E,D,117.46691543157668,5.123699681707563,D,1
50,Non-binary,B,94.59023002211094,C,E,-3.2417179309124835,A,E,31.7647080720164,38.532805188728716,E,1
36,M,B,-0.22029159125584466,C,D,192.22992280145615,C,C,193.84719042710958,132.87815744686267,A,1
23,M,D,215.35577557989316,B,E,-20.66662672918612,A,C,194.0210445559535,81.15638073774906,D,0
67,M,E,-2.329312638204426,C,A,-10.416759263668332,E,D,45.783755433616065,-33.100798558538216,B,0
73,M,B,63.36499954670467,C,A,152.39829742786915,E,C,-6.255864796261687,5.379861368228004,C,1
73,M,B,-17.266291408046918,D,C,-126.52707031970387,A,E,199.00864825281832,61.27775510827676,B,0
57,M,D,-119.5914386900681,E,E,226.3577975527927,E,D,-54.765795788072126,-45.963180029656876,B,0
20,F,A,-70.69153028180804,B,B,135.80720888419268,C,E,-138.4408114923612,-130.7059488639781,A,1
43,Non-binary,D,123.93588456928273,C,E,-126.81860971980828,C,D,157.28566788913759,-109.5051378398747,B,0
20,M,A,-122.28443217501707,A,C,174.36343932312775,D,C,13.123006895715728,90.7314322687547,C,1
60,F,C,49.49343286286917,C,E,12.58696886806749,A,D,37.07778422662996,-102.5662231844031,C,0
35,Male,A,3.960775307397138,C,D,-11.108332810977709,E,E,-142.89948734052166,231.87508484394047,C,0
19,M,A,-108.06391489240016,E,A,-48.678150111988835,B,C,286.3154440854736,-50.038872701087975,D,1
25,Male,E,-32.524846414164465,C,E,102.87740848582555,E,D,117.4843173441227,-10.837479593510238,C,0
60,F,A,98.48773248760492,D,C,186.64179786765774,A,A,5.469663703582063,15.019919102828178,A,0
38,Female,E,-113.91620201697263,D,E,46.78782889026114,D,E,-200.5888289660834,-7.918615173265094,D,0
22,Other,D,48.917155580749935,D,A,84.34586699885341,E,E,-86.9205527130342,-224.57955300225856,D,0
42,Male,D,-166.48605479498244,A,C,-62.440174540800605,B,B,-48.23233437614833,171.8536599693353,E,0
30,F,B,-48.74734741277522,C,A,-23.443472006801095,B,A,-103.97864736084728,20.466406976498355,B,1
53,Non-binary,E,-8.530932664483332,B,C,-96.89842453147395,E,D,-114.40814157614425,85.4763293271139,C,0
44,F,B,61.68737668661737,C,D,201.44134588399152,C,C,-147.79091401456625,81.17206612989594,A,1
25,Male,A,7.354542190990282,C,E,-56.50796016986958,B,B,31.937482192051664,61.002249398170804,A,1
69,Non-binary,B,148.44969959299704,C,D,-55.44915767281285,E,C,43.2139652586094,114.31183273772763,B,0
43,M,E,-38.065519218682816,C,E,8.12243452830985,B,B,8.843773969195432,44.00723741285023,B,1
36,M,C,7.17760349413126,E,A,-51.953697342760876,D,D,-36.68530269051676,-81.61650915556987,E,1
71,Male,C,42.35616064654988,B,D,-153.57243047329317,A,A,95.87399087540895,-112.54734739097496,A,1
46,M,C,162.07830392292965,E,E,-129.39610926946816,C,D,-13.897770121232208,-87.86671227267388,B,1
58,Other,E,19.243675451185144,D,C,-11.709344377523461,B,A,-150.94872498284926,226.95783137986453,A,1
61,F,B,107.80228549555069,B,B,-29.265866160067834,B,E,-23.89329100407702,-52.75460727258354,C,0
29,M,E,72.65232329135223,A,A,-90.72861415974111,E,E,-30.536485658575508,71.57387533542838,A,0
73,Non-binary,E,-190.71454378572133,B,D,-63.89530221363322,E,D,58.081725410316245,41.52465423655974,C,1
19,Non-binary,C,-15.07781401473797,B,B,-58.06004774404471,A,E,-8.92010217463179,-137.98916508925828,A,1
43,M,D,34.20288582209341,A,A,114.77452219806017,D,A,-192.72299257639625,-85.19499462699585,C,1
24,Other,D,99.9132166685814,E,B,-10.284550982156654,D,E,-80.9360062888791,53.64087256644142,B,1
66,Female,C,206.85018073368488,C,A,-160.9942702771777,A,C,-74.65910435711594,153.4858536429635,C,0
27,M,A,-28.545237357154097,C,C,68.24838660665289,E,B,99.77957705996448,132.8226329056643,A,1
73,M,E,-36.08204921386618,A,C,-38.99619015912112,B,C,-53.183072812483054,8.597395907070194,E,0
27,Other,E,83.64143896992739,C,A,-101.20532079093762,D,B,-53.42459648510732,263.7916800579225,A,0
72,Non-binary,A,57.40228142041143,B,B,-38.238000636166284,D,D,-55.40082961429462,-52.85855463311078,B,0
27,Non-binary,B,70.36692838533732,C,B,-65.83917655269323,E,D,78.4007988027497,-6.988592248368919,E,1
39,Male,A,85.2047532432178,B,A,52.24011756795643,C,D,-106.13932188579567,197.51838894172855,A,1
48,Non-binary,D,29.816378242581052,B,D,-188.8178633809249,B,E,155.48971663446963,-21.672961580787067,D,0
39,F,A,160.10909119256874,C,B,116.54784048284694,E,E,66.03938537569312,-89.13605012110476,A,0
24,Female,B,-3.0043018856057815,A,E,13.655735060320296,B,D,-166.9576015905568,-207.1896076233951,D,0
64,Other,B,43.04179867888809,E,B,33.37780303141004,B,E,-80.16065120476759,83.25247969589239,E,1
71,Other,C,73.64183359260626,A,C,75.06200497971388,A,D,57.54451345231226,90.8188563492893,D,0
48,Female,D,-31.318054044120895,C,C,80.63917458310011,E,B,-73.20023060126151,-153.24670872413137,A,0
46,Male,D,-34.78772400964395,D,B,-116.39150215420597,B,A,-20.42957465327099,-86.91744017398389,E,0
43,M,E,-59.066312982002444,E,A,-166.5357714546123,A,D,-105.94895189299682,-14.797217773152694,D,1
46,Non-binary,A,-90.88241221459779,A,A,-29.439287961367594,B,E,-152.84721482857668,-70.60200142673152,C,0
39,Other,B,-18.33496506811273,C,C,123.45981952445165,B,B,-45.94644023335113,84.90448948428458,D,0
73,Other,C,112.06148474914694,A,B,-244.93198596985528,C,B,-9.455096446565177,-38.23134951782327,A,0
53,Male,B,-101.12334031430024,B,B,-68.61879131066719,B,E,-119.59842839076944,-20.355144169719196,C,0
28,Female,A,104.81026219561397,C,C,-2.2802632361281527,E,D,-140.96649581492485,-220.65211509464459,E,1
29,Other,A,108.23081010465341,C,C,-47.635124552599436,D,E,-41.392522401751904,93.5197982107138,D,0
57,Male,A,-65.17015455536281,B,A,-64.78320003940627,E,E,27.450392353766333,88.80288836477192,A,1
25,Other,E,-68.09620363205131,A,C,-11.83840826359157,A,C,142.77041970180855,-45.86609412607105,C,0
70,M,B,101.3368546799719,A,A,-158.9116106814835,E,A,231.251332423319,-181.86872047226962,A,1
46,Female,C,231.15392398536093,E,D,-36.00481623152819,D,A,140.16727355428657,-0.8904618323844532,B,1
49,Male,C,-109.83252482747388,A,A,191.5274570013883,A,D,107.4356245121702,-38.90770564696624,A,1
64,Non-binary,E,-54.36690611955507,D,D,-33.61839430774719,E,A,-191.5900273071938,1.9315628799238969,A,0
42,F,D,-71.19865252970918,D,C,-41.43523073835386,E,C,-66.99522344437575,24.94372058501029,E,0
57,Male,A,-64.37880773447125,D,A,34.72476214685631,B,B,-186.86714335390099,-150.38005316083704,B,0
50,Non-binary,B,35.79069444591489,B,C,119.66175307409257,E,E,24.028784280360533,50.50924414634539,D,0
23,Other,B,87.30334871578734,E,D,1.5148516861560275,B,A,-31.561638877436305,-48.01792153499675,A,1
43,Female,B,104.00520629688512,C,E,234.52324691281805,D,C,58.55815652184852,84.27669437330164,C,1
35,Non-binary,C,-44.63177753312695,D,B,10.149913886352284,B,E,70.12874964265295,62.43157082094868,C,1
54,Other,A,87.13943597683735,E,D,68.63547089610869,D,A,-83.31378935017588,46.99553559188354,B,0
69,Male,C,-96.44596534182716,D,B,-10.445012102860609,D,A,-70.35844765981946,-146.51591431364346,B,1
44,Male,D,45.74330446352641,A,C,-24.21934369244869,D,D,-71.73369118129965,-135.81714689234278,A,0
66,Female,E,134.20916697892517,C,B,40.99127800795357,D,B,136.5862869466638,163.26593534700703,E,0
57,Female,C,-20.723834091372094,B,C,-170.1230066625752,A,D,40.33722889027847,109.3902807583339,E,0
19,Male,C,-107.50898122893271,E,A,-112.16195405555682,B,A,-88.690507853443,-85.07636089793958,A,0
48,Male,B,26.18298233571292,C,A,-9.647300199814852,C,A,138.87688150347503,-83.4897810518867,C,0
57,Female,C,-49.65995148995363,A,B,88.41105241828585,E,B,-146.13672053908172,59.643765579064244,E,1
77,Male,C,30.947726699018887,D,B,6.418233752082394,D,E,-216.93592896141922,11.244248621784772,A,1
32,M,C,-58.64068252214815,E,E,-2.0265677528218093,B,C,47.63636464277102,-47.73891262406844,D,1
25,Female,E,278.57946822212233,B,C,49.33913742446479,D,E,31.796172539695817,-70.96681627603645,C,0
43,Male,D,2.2823972888565485,E,B,14.622568886257248,A,D,-45.21416009924434,-66.21964986140152,E,1
52,F,B,20.34472433067858,D,E,77.95223154829306,B,A,69.30993000189927,31.03804494363329,E,1
79,Female,C,-8.767578737203918,D,B,-0.9220016641423989,A,B,-135.1369732679566,46.56764704969711,E,1
72,M,A,-29.690646943056908,A,C,115.99062039413546,D,D,137.29675017279862,-115.07300287820989,A,0
41,Female,B,-112.67384949769328,C,B,5.545930631307891,E,A,-213.75349787528864,1.0071047673045281,A,1
43,Female,E,79.9238387600418,D,E,33.12929891608958,E,E,10.066587167991994,23.1481211170363,D,1
74,F,A,116.06201670794538,D,A,106.35661075512357,C,E,67.12670612427394,98.3816328321384,E,1
36,Non-binary,E,95.73154487198806,A,C,163.48733486488229,A,D,-210.37876103000005,-48.283821401616365,B,0
49,Non-binary,A,133.65312090488834,A,A,-68.65826961498685,B,B,104.24545048543732,-84.02227929724445,A,0
71,Other,B,-38.601390202124605,D,A,-27.738137062645396,C,C,-137.97694538882416,125.4514452508362,C,1
68,Other,C,-209.19635500345262,B,A,-25.261039671506154,C,D,-87.59412954038193,-1.018077057602638,A,1
63,F,B,210.68264291363366,D,B,-45.33516793247344,C,A,-125.61645740241856,-68.13374352154396,B,1
68,Non-binary,A,40.79192881644253,D,E,53.38640525301261,C,E,-23.83347146405833,160.86637181489036,A,0
54,Female,B,-149.12132117401606,D,A,-74.3280477176175,A,D,-38.16872467303372,91.32674130913485,D,1
76,Female,A,42.01196419860197,A,D,7.83551418467741,B,B,159.46084065485982,-29.251466565132734,A,1
34,Male,D,121.26343269193585,A,D,49.92116850347484,B,D,35.23278434221235,133.56349753754589,A,0
79,Female,A,-6.498855898649674,C,E,240.8791982021096,D,A,-103.52891586615138,-36.346873817913576,B,1
37,F,E,4.730052494948851,B,A,169.06811722449143,A,D,-14.154006670618452,34.313514744021035,A,1
51,Other,E,-44.79127413782329,C,D,-23.44840467292697,E,B,-100.17936398002291,-76.67562929464457,E,0
37,Male,E,-4.00504936451373,A,E,-87.20891330290308,B,B,92.30538591554705,-102.19587969373963,C,0
60,F,A,-4.428170093847574,D,E,-0.24940288938718078,E,B,-36.79682464486489,-34.9151070487945,E,0
32,M,D,-43.74444487286658,A,E,132.3636523469822,B,E,-21.848560080655393,59.51541212088094,D,0
25,Male,E,121.07052435993624,A,B,-165.61203532296176,D,D,-75.67344710844843,110.54047805822964,A,0
52,Non-binary,A,9.9980143518667,E,C,109.45644883031247,E,A,36.378817277785025,128.45469613898814,E,1
22,Male,A,-113.083193798287,B,D,-134.6925129139902,C,A,-186.64892393895306,-148.73517569264186,C,0
35,F,E,-123.802506218966,E,B,-162.4848942812443,B,A,87.19911666934026,49.81218446733599,B,0
68,M,D,-19.53662236595624,A,E,-134.5381238959338,A,B,126.59474896826029,83.41422392942782,A,1
70,Male,C,147.78049550624576,E,E,-52.90327697063887,E,D,85.8328513068593,70.0805372767767,B,0
62,F,C,196.6660697148357,B,E,126.31287648732827,B,E,89.22297644624952,102.61736223235363,C,1
57,Non-binary,D,145.61681461581634,A,B,14.919884193451344,C,C,-199.33473061738803,265.18942693782446,C,0
52,Non-binary,D,-11.805611629330489,C,C,-72.44528201545945,E,C,-23.72058498004214,16.52009371084411,D,0
35,M,B,87.20253953882174,A,C,-78.8726873635776,C,A,-27.6940848597204,116.95983219956719,D,1
19,F,D,-8.748763686634415,A,A,-61.86764002017414,B,D,74.6848011021054,128.96526164141392,A,0
71,Non-binary,D,-113.05575839256217,D,D,-58.718159894835274,B,E,-114.93637167689053,-147.76534665468236,A,0
44,Female,A,65.75864772233842,B,B,70.3295788761366,E,A,114.39686333897193,-48.879794201837605,D,1
38,Male,E,-119.2694421805716,B,E,-62.54716250381519,C,C,48.49113652538048,-5.771505541197527,B,0
24,Female,A,5.705623249470696,C,E,-48.009352244291094,E,A,-9.638303770121235,-79.3746586453284,D,0
63,Other,E,10.06066224752499,E,B,98.64810615799557,A,D,183.55194865015122,90.10691581428057,E,1
39,Male,C,-39.86165288744686,D,E,52.220874206608556,D,B,158.8857508661563,-17.681839363971903,B,1
35,Male,C,-115.47137187184946,C,D,140.79339062645056,E,A,103.6393106970016,-32.02153181060858,B,1
41,Other,E,37.83011463969747,A,C,-25.118886411113934,B,C,137.1802405571155,-70.97256303311075,C,1
42,Male,C,10.748359402824475,B,A,117.4698194089361,C,A,1.6825839658306287,65.08700276325682,A,1
71,M,B,23.45585730991175,E,C,-57.38789717986214,A,B,99.7300097669115,-75.03560398355992,B,0
45,Other,B,-7.4289123470986125,D,C,-12.860726966415825,B,C,-134.3261058282752,-128.8315124606836,C,1
71,F,E,-121.61230634484774,E,C,23.01173718374776,C,D,187.50051192466196,78.45136530183757,E,0
69,M,B,-61.15011271930665,D,C,-33.04009000787555,C,A,5.271825669565858,157.48271927809586,C,0
20,M,A,62.27477359543217,B,A,51.40178636954089,B,A,9.915269116825796,85.38701106812537,E,0
21,Non-binary,C,-224.5315721099001,A,A,-22.782005919546584,C,B,-239.3725198312315,14.785305113840256,B,0
29,Non-binary,B,-175.6754799654487,E,D,114.65951843662809,A,E,163.24722379106893,-44.62929416954971,D,0
74,Other,C,84.75664835481199,E,D,38.898149878937886,A,C,-130.0589301973831,-121.74617617518658,C,1
67,Other,D,-38.38216286831072,E,C,50.518675120323465,B,D,58.18487718731986,37.27891431688843,A,0
62,Other,C,-97.46531360654984,E,D,-100.73990268415965,E,A,-72.79230465582303,-180.43142840880395,E,1
31,Male,D,7.268373595507935,B,C,114.1278205462948,B,D,-19.45798901709971,55.623325444857464,E,1
44,Non-binary,A,187.7999963266122,E,D,-26.02608054033161,A,E,-17.921649720710196,-48.0245175209571,B,0
57,Non-binary,B,128.89923022756008,D,E,-113.55474147938513,C,E,7.444186525007715,-31.688144028984112,B,0
68,M,B,186.97098109490423,A,A,-105.8620774518846,B,E,-67.5465964375444,80.76858480963112,C,0
42,Male,E,-118.7155002926428,E,B,121.19246772691115,D,A,-54.45477297242882,49.65657151980595,C,0
75,M,D,85.75477491192858,D,A,-67.1142892739138,B,E,138.19153936497486,-40.61673558394513,B,1
69,Non-binary,B,-27.259214633785373,A,E,83.66730369367296,D,D,-12.582470620463646,61.90273934181025,E,0
71,M,A,194.3729308229403,D,B,-55.4227570257068,C,A,-62.68107815543367,284.3560805055153,D,1
35,Male,D,121.16095772049435,B,B,-47.090708320465296,D,A,-65.59745908705888,-81.25099651604762,E,1
56,Female,C,-19.461393275990126,B,E,121.81596235142432,A,B,78.53204703407619,-89.71708711828728,A,1
