age,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
66,Asian,D,-67.12225496194502,-4.848154540246656,-67.64292404125405,-81.62970706041557,A,84.22807015495846,0
53,Asian,C,-68.14465095643173,-40.75216187850882,-17.258755987623676,-71.38158557111736,B,41.280603790799645,1
19,Other,A,-188.51461063846676,132.32929210069025,-92.85856744518212,59.407203358789964,D,127.03340053483694,0
24,African American,B,-183.37754503711844,-25.33683060376711,-161.28427365451734,-13.699989453239281,D,35.11855335672289,1
27,Other,D,-146.0015286604119,57.769047896245354,88.68327976820862,113.17104943370204,E,65.47579922042499,1
65,African American,B,-99.30071271427887,-80.32909144803912,56.70232415657024,-66.84189613777849,B,-129.57374296677597,1
24,White,C,122.09254889279897,11.187763767992573,104.06739302117536,18.802147704351817,A,165.41433206695814,0
64,African American,B,-21.821462663282023,-123.71671536547622,201.2725142241669,83.07337592574254,E,31.37739674621472,1
52,White,C,-18.624521104116006,-102.07488188779304,-58.84790292722371,122.11070155025267,B,6.009199321050952,1
26,White,E,-4.0111610258244195,-102.1083850038249,100.33890483673702,-10.38036166174582,B,56.440336707110326,1
28,Black,E,41.08616055458275,43.21524587000036,16.77725692372323,-26.57133013552763,E,34.640375811519014,0
74,Hispanic,A,65.85345463732526,64.12163275136473,317.49587750928663,195.63601534529258,B,-23.733663581126525,0
59,White,D,37.66136096893477,-49.84961636989132,135.2540288624116,62.10212056589971,D,69.24663997441218,1
42,Asian,D,-30.970704590147935,-33.35149590464957,-104.98191075741533,30.17916768811831,B,153.63766508149817,1
25,African American,D,61.75193992158474,-58.0587289717893,28.54238421546698,112.10762892662622,E,-103.82765950638246,1
72,Black,E,-7.90130654202053,-88.88622342267544,-34.63489148022933,204.33747391157567,A,37.46872796566923,1
38,African American,A,106.86031054662686,-164.33186099730318,-51.63963904025506,44.335169157699475,D,64.28793589733736,1
58,African American,E,89.04537996212868,120.60221017004147,36.075855496733354,-56.849433378826596,C,62.138752789094895,0
47,African American,C,53.87025867222091,-92.35604607914112,-91.37370654226619,-87.18347759192338,D,-95.36324503144533,1
43,Asian,C,-108.41059697067641,173.8952077059832,11.990253278818617,150.61492189479077,B,-80.0198957174245,1
71,Asian,A,14.307509968649795,-37.29546006481106,212.7636245394113,-102.33378384495386,D,61.755015618487654,0
25,Black,C,141.38105802688116,148.92753291793167,105.19684466581056,-79.92222453332354,A,-41.85705290764192,1
40,Other,D,-89.46532276239085,159.8203462058004,-109.99749379853448,-107.40131022631552,B,-162.51329654305323,1
42,Hispanic,A,-25.90247692409882,232.92520350835505,8.091228024513434,142.75033495290924,A,-55.86983092228448,0
77,Asian,B,-188.68751943984157,95.77668638935234,163.07254421170848,1.9736242377579427,D,9.913216371443598,1
59,Asian,C,-55.43648712010222,-65.50173829697144,120.17871008235441,74.00033067035126,E,88.41177186403048,0
42,Other,D,-140.58094107989615,-108.36908472381745,42.602679832439854,186.95453706664077,E,1.779349149926014,1
26,African American,A,-23.55545524775814,1.6014551259907406,-40.857188951072956,-11.973498609109232,A,103.33447234969017,0
61,Hispanic,A,-163.86083713077778,170.193380134544,-19.76984288558102,-36.18516111137715,B,125.59290575749962,0
26,African American,A,21.619730108967953,15.952710977875789,130.6761094161028,-0.2118652712095466,B,106.78258036457535,1
46,White,A,279.36575080941094,47.88973534687663,-253.35386179970135,128.49280227421448,D,92.0667417002968,0
42,Black,A,18.846253079491756,151.383071343405,142.5858825366749,40.81797121670018,D,78.33158363163406,0
70,Other,A,-106.85186251348824,73.11554132472887,-10.415210766272342,25.527312593980845,A,80.4134733984203,1
72,White,B,55.01916109628334,91.48625835589715,-123.03610274807228,107.77012756150286,A,8.874389718067805,1
61,Other,D,135.22641642067535,-126.7480473324319,0.7157686879221095,41.01407493946528,B,183.57320176325825,1
35,Hispanic,E,-295.3100394839101,-118.55155898360925,-238.93956501614375,-83.26546470093898,D,90.91923532783275,1
65,Black,D,61.29987400588844,109.30132673161208,165.4545993679163,-30.69819400421588,D,89.27669818315108,1
67,Black,E,-104.16072684064058,176.98796163975936,31.895438951801157,32.56409757462163,B,51.6415396669482,1
52,White,D,99.12948088439019,99.78792329473316,23.790586836950624,-18.491434169997127,D,-20.332981665465454,1
26,Other,B,-268.0584646188286,-61.68513410555744,-54.529347645337914,94.82173791611544,B,89.25532782015495,1
66,Asian,C,-21.248191547481987,-13.732397887827558,130.6795184025372,32.47122764224552,C,-36.573454116561486,1
69,Black,B,184.97154054180376,-96.94955473125763,-83.99331902112287,167.77642204896998,D,-7.047850876002067,0
79,White,B,-7.832717252009269,141.67137273159432,171.16757209951808,-75.00497418682538,B,-96.84812871756536,0
74,Asian,B,-233.12729093257622,22.720509141307097,126.1452920585636,15.405965907762301,A,112.99146451978501,0
30,Asian,D,9.224736112960139,-215.3663770294647,-92.2277587698295,3.4309547485836687,B,60.10594835856157,1
63,Other,B,-92.73279101360532,93.45416212959799,65.91527716118239,99.25462184313217,B,75.69397890526221,0
27,African American,B,115.87592685839827,68.36523874753821,-143.01997055692235,17.137247739522962,C,23.34780864806425,1
39,Black,A,45.80750328519762,-25.608907815904498,-173.55868664490265,-88.65281749868075,E,40.88236643850557,1
42,Black,D,-0.7059646809319838,-52.58676428179485,16.44402031220361,-43.084332163328284,E,-62.96146353785599,1
27,Other,E,27.67362462008302,52.69874344315443,-114.4878219472061,-11.081999818875374,E,20.85958708387614,0
63,African American,B,86.51476772951645,-84.32029265538156,58.88953955915598,75.11661138244291,D,165.02269477510887,0
64,White,E,2.1244642322300082,-11.256217748892478,167.25859161334543,142.05528855555932,B,-88.36740903824536,1
69,Other,C,96.6192566973776,8.653904425047145,41.69131403545507,178.45114710718332,B,-31.64482304955526,1
58,African American,B,-16.378569309905437,106.12562604808014,207.09707923402095,257.9137902781493,C,78.1321651884731,0
43,Asian,A,19.058324331334276,-99.66918929380462,-22.37055978733592,189.25827572089457,E,-48.968081030516956,1
43,Asian,E,30.42986899500987,-131.24667447855964,-44.14350992100034,29.556359397905734,E,-20.011039670103912,1
79,Hispanic,D,-218.17262771470843,-198.0459897417002,-99.3823369328345,-51.50868997037256,D,-148.72598408348702,1
71,White,C,-15.785513399768906,-33.07279387706858,-7.078853411633776,-153.44732044500992,D,-104.094888071339,0
31,White,A,-71.25607752648015,66.24968818563889,-75.34380889394217,69.25008886339812,D,188.03362893304978,0
68,African American,C,11.962047758665225,-46.660647913347184,51.89465690878644,7.922648000315388,A,-39.3628743140818,1
51,Black,C,79.39812732799982,15.755852862260209,-184.93822820917615,86.55564223230166,A,38.9465103610319,0
78,Black,B,0.9814319003220427,-96.34792931256868,70.52456719192813,288.3848823669081,C,101.48624090523037,1
76,Black,B,-113.0771916670008,-182.80823221811286,-62.56504678066882,51.627972348989594,B,-8.880504570688212,0
69,African American,D,23.359762585358688,-83.39548837659974,-109.52473836313843,-58.30669940436213,E,62.985312379648576,0
35,Hispanic,A,-156.026678065464,71.5686814851747,4.993698757183653,-28.235166754554974,D,88.85234248413887,0
47,African American,D,147.87959797325775,202.04524894263534,106.6110526171116,-81.17460859394323,B,120.90886063435826,0
41,Hispanic,C,-36.713483820068404,10.432510120398888,-32.31951567644758,188.0295096750147,B,213.29205673099304,1
68,Other,B,50.32864978104994,68.62460566240082,120.39130014851523,-158.05308485793088,C,92.37775563637538,0
35,Black,D,-142.93653917406576,-1.296898614736282,-77.09571991212549,66.02731278958422,B,85.61809450428905,1
27,Black,C,-38.03672637235381,-145.67865754239125,-11.560441548469184,49.15965872998601,A,2.246370697670845,0
58,White,C,131.448504690257,94.97884743921495,37.96597148214241,-41.499513619796765,E,-49.115520972567786,0
34,Black,C,41.96432963395052,21.524432681778237,166.82770630706727,11.838579735876188,A,-26.824388135115985,1
31,Hispanic,B,25.027384491312382,123.18196593048245,150.05308298828143,77.25839107859268,B,5.75077406576372,0
71,African American,A,-80.1872199544468,-51.55942085151618,111.04239377279346,-273.45677173229126,E,87.18317285575239,0
47,Asian,E,-72.39849702074618,-10.51661169393717,83.50308019387609,61.54610705728527,A,24.33560114703609,1
44,White,D,-2.881759778916439,37.800843277751575,79.84209930092842,104.13803767153911,B,-63.256303359967156,0
58,African American,B,-38.84481143804249,-158.05174281402284,32.55709241648147,46.96942055431603,E,-31.558943833189552,0
31,African American,C,-193.75232837530595,64.8256563502526,-145.70275514018599,-157.1253105976006,A,45.26962853263692,1
37,Asian,E,46.34554155982432,-74.01201609790073,-124.1186785861541,-52.4835009696942,D,-87.99201105923245,1
67,White,D,158.1886795463834,20.168451060577766,129.81484486600837,210.5464638639168,A,59.83007240330258,1
18,Other,A,47.67404847973072,17.66145491802821,8.093494245879459,-65.96247785115453,E,81.4732975003852,1
18,Other,B,-23.269570262945848,57.40645716251527,-57.4857900342093,129.44310020855548,E,-24.670442265789763,0
59,Asian,A,-1.8797931436298625,-128.65627854914615,-39.8186267854448,-94.90273348128721,A,-26.016388533560924,1
56,Other,E,-53.215994129362784,111.2852075605769,-32.62540219804814,81.60006275965382,C,-10.320914291011603,1
43,Hispanic,E,181.21751390833322,55.83760286781798,-49.20670425906946,3.1988396486137196,B,-67.18561738358659,1
73,White,E,118.43533882935613,-33.17497596073032,44.549167228938835,79.89956113596301,A,152.46857918613458,1
47,Other,B,-35.524880674700384,51.767947176336385,139.24699155362458,-165.98446093407523,E,-62.69919443594944,0
37,Other,E,1.2515366764403955,-239.6771866654531,-166.72701547001495,77.77476832125284,A,67.01260953398325,0
33,African American,A,-188.828019311415,8.694440093487598,-97.36223348840193,-143.5740619699843,A,202.96609662022237,0
55,Hispanic,A,-139.84441673954368,-172.7318017956601,18.019795484971016,-137.96420339849072,D,-49.208412827794135,1
31,Black,C,-48.90054264074712,64.3956707107589,204.9777208008593,95.44869531553479,C,-148.97484948622704,1
63,Asian,A,139.59736827791917,36.53850160912877,111.41014498569103,-178.888504537032,C,-53.765341881704245,1
50,Hispanic,B,51.93235433319208,-102.60715974340467,79.96783531551256,-90.8319121989769,E,107.77854817031877,0
28,Other,C,-19.460450022579558,-3.2375228514277223,-1.594449912976251,-57.77679158034569,C,192.17056241544304,1
78,Black,D,145.27164359072967,-19.94771664529362,-132.48540967365597,-31.955074561675584,C,85.03146113828487,1
50,Other,D,134.14634523428495,12.156561133233081,-76.54708421234763,225.99691499760186,D,92.32279941638069,0
32,African American,A,17.63793200072639,46.84405428271185,-98.19752734076343,9.990423215590772,E,-45.54507167029632,1
29,Hispanic,B,-7.323141177731363,-26.07075140446688,-77.97886133450427,-95.67822865773363,C,27.260136610036923,1
22,Hispanic,A,-71.4986561855545,-134.25463214321803,-71.29120242411183,-128.4972204302151,D,-66.21846806725546,0
50,Other,A,32.71779938588118,186.57062768042806,118.87475687418438,72.36559838601522,D,108.0592514616487,0
36,Asian,C,121.02473260801739,-11.546182160620242,-7.568717510645367,-110.73118934749355,E,-66.57624819689954,0
36,African American,D,-115.69656177502652,166.55799552587814,70.42384386343763,98.75575799564126,A,11.656399406546045,0
29,White,C,113.96159325064217,34.80685057017604,10.575533505363108,79.56767075642932,C,145.3369237666376,0
63,Asian,B,-151.2949779428125,34.415317353781774,65.55015012214614,0.23150945062324516,B,100.06519764573576,1
37,White,A,-54.99546660661727,-247.58115564482873,7.182046360140887,-65.72323304776818,A,60.87801336531018,0
30,Asian,A,-62.2833487362648,-67.68068998980284,128.61877024791534,11.82442070558452,D,-107.56786223557991,0
43,Hispanic,A,102.11374359490426,45.99319043605963,-191.91843977966167,45.255992394560195,C,41.75636477269579,0
52,Other,B,87.55244281794374,-89.8155985018045,242.47454634931822,-157.3408358032638,D,-7.82115054955043,1
30,White,B,-17.204928067966403,-95.09384289947151,66.30162314462234,-53.83662615907269,E,-116.89945007320802,0
39,Other,C,-123.3815705644102,-47.86083661219646,-31.933807931040413,-157.31634882025998,E,69.54509934364937,0
20,White,C,-33.78550285620978,108.16512338528842,-43.07407567192823,-201.9767328932518,E,-97.65352112079681,0
52,Asian,E,114.42411097889205,22.788305797711196,-72.97004988735438,214.996981435279,C,15.231393731228701,1
37,Asian,D,-26.095388056446474,130.58199329862182,-85.84556577962744,-42.16261609225293,D,108.14609682442521,0
42,African American,A,21.629312996989803,253.5922768476322,-22.771157115027012,-20.85619084035331,C,103.14404141044432,1
61,Hispanic,A,-9.478511603017669,56.03279908152846,-45.24872052425647,-1.0392861552123644,C,-139.27783455422738,1
33,Black,B,65.82507571509643,-144.25082130940666,81.98948615199133,-32.98557251213412,C,-137.46844170649948,0
23,Black,D,-85.92544749892829,-129.26310911018567,41.84508226137543,65.83957307032055,A,1.1296176891996814,1
70,Other,E,-96.75293734908715,-30.203973284527297,2.963379839068433,10.492006520925841,E,-4.68885920471251,0
26,White,E,-52.04186262392779,31.78835309076199,-24.12043045695156,40.26368358235361,E,185.51819081298459,0
77,African American,B,-70.16044527490291,-38.37858495320053,-2.922716726717679,27.181241663186732,D,-62.471768226084066,1
64,African American,D,103.02297884834579,2.486370882067758,-3.3474502873974674,-126.13875102753951,A,-33.002288194712236,1
28,Hispanic,B,-12.54886679302636,172.92827698371033,229.8364149836425,73.9010712404683,B,27.67818593811763,1
45,Asian,B,103.52746343419932,-11.07046796124253,140.77641794135286,-32.15782687685098,C,133.451642871985,0
22,African American,D,-3.0109412068737114,-144.25145097784738,-74.18206856532392,-266.6941834539958,A,-32.079313740030635,0
53,Hispanic,A,-82.5735211836654,-54.37476161080733,184.0219718750683,42.10746918483554,D,-141.10262760473512,0
66,Asian,D,41.09819463955876,159.54514840797063,193.76108480350126,-67.02643648801417,C,13.533987330950763,1
62,Black,D,181.21435499865228,-135.09943978926026,-93.45912464816067,178.5698983090089,D,38.13501139407173,0
63,Black,A,-100.77416861851947,-127.50923551343563,-33.77377879195666,-22.23046188647169,D,-165.67319710079164,1
32,Hispanic,A,49.01868831707068,16.4199865135372,9.258738942342196,-72.90614745098944,B,-111.47068199848009,0
79,Asian,E,21.88169535221942,-19.894356585717258,-116.14901638180643,-63.13135106280142,A,85.02996565526232,0
39,African American,B,77.43639339269038,111.05642977430212,43.44929078638769,-2.6072638873592893,A,68.39896232685433,0
22,Other,E,-100.02210668264561,-167.57939373957302,101.63337099909783,-3.7067376380838195,E,-125.06259978881667,1
28,White,A,-36.755082174188324,-9.625125881226639,52.385340704031215,-136.5141911496431,C,-47.68547753501838,0
58,African American,E,111.2756739374513,149.0026791856193,-37.34020271346648,25.937324682896413,D,-190.94671209860084,1
31,White,E,7.8867566472111905,29.52833202224621,-35.98511814442392,65.08025513609721,E,119.18272159056211,0
27,Other,B,-1.6690842638166066,-186.96514998412692,-28.116873753342826,-70.40355708151318,D,67.58716681358517,0
31,African American,B,29.538852431444397,40.110876280515754,117.20664178483614,158.30547870515298,B,87.5587093970618,0
19,Hispanic,E,-120.05395656043501,-101.77160485198833,-36.483573144745506,16.9390736986959,D,17.104837556782414,1
22,Hispanic,A,-25.75038321728474,-115.29053520211095,65.08843170951522,64.52541760317546,B,41.471130185913,0
55,Hispanic,B,0.545367060393422,-96.56329584579814,154.32756026580566,-4.487925567946268,B,41.41974139774466,1
47,Other,E,165.60566266466543,-44.92913069074127,-62.14258861528241,-96.79912141306374,A,103.68575731742014,0
73,African American,A,126.37340414324866,-93.29055899501398,-151.42830023276565,-65.19263056789283,C,-47.70322389519587,0
21,Other,A,66.61182480566244,13.44982258392391,-62.63946865239326,18.439756611564814,B,145.8706389573398,0
46,Other,C,42.50341177015406,109.03212235504067,-91.6156796890758,-42.93621371366319,B,35.056217734616574,0
75,African American,D,-12.214268435315102,83.69130303210817,14.745084375225764,-37.016731771783654,A,-28.06939431436796,1
46,Other,A,-69.6814678786635,157.1498388131723,96.63008137550409,126.06283348514546,A,-23.736135326834997,0
20,African American,C,-37.46647530455808,-117.27013402262611,65.31336308212107,-12.45662241026801,A,54.76691210733161,0
59,Black,B,75.04313832375608,-91.31079094703777,-154.90644250488347,-94.35094125339862,A,16.081838183486923,0
41,Hispanic,D,38.79724763539721,-9.173165496644511,91.47619448579765,47.92651336001781,B,33.830751346776324,1
68,Black,D,55.211889764667774,-38.33283675635069,-112.97305958064861,-166.66658017981376,D,56.33701932158003,1
78,African American,D,-90.69384258458692,-89.26201409285832,-55.65245246786309,-150.10495485409294,C,63.80790989571885,1
21,Black,A,101.86351077455123,104.04841132284481,236.86434460467143,2.392986258661441,A,107.22390737195443,1
59,White,D,-68.67531282450237,-10.683073092212078,-22.624558201677466,-191.90580756253897,D,-72.57319287794334,0
39,Black,D,-121.88531882917503,75.20121390161799,1.7828728087309564,-47.85762816532956,E,77.76010796416413,1
55,African American,C,38.13813545564552,330.97011785590416,136.0531453177948,-53.82753655301668,D,3.1569037033815897,1
59,Asian,E,-75.19795356398822,91.15110801225646,-239.67596095118049,-59.07336731767627,C,30.98678665825596,1
41,Black,E,5.687580276952987,83.09879290191759,94.34171788105365,72.4708965982796,C,-3.767117279336501,0
20,Other,A,-169.7957882938564,-163.36342709210408,-26.60415774110931,-179.0042731278841,B,141.78036493519807,0
19,Asian,E,-143.63568649252664,-38.02957125068788,176.03627841744697,215.34958485665837,D,50.979744847510425,0
35,Hispanic,C,-162.68877449950594,-26.844670998313042,-111.61434394270147,15.559541265800403,C,117.93929042006562,0
62,Other,B,-16.068244836787784,-12.985539910258067,28.024941773309976,43.60057671098467,C,62.01542171113266,1
45,African American,C,77.95619451527803,61.30641850201231,-36.89274545423768,-39.119836535520164,E,-50.73582038377764,1
66,African American,A,39.019251581987255,-68.68012723986585,129.7256848962179,-209.30760867901876,E,63.366023831675676,1
41,Hispanic,E,82.29194329939186,65.87401987438199,-38.901724824534014,52.982886947010385,A,245.79208664503423,1
65,Hispanic,B,59.261902303849226,-80.6281741609678,-189.47974343786967,-27.15335386104233,B,89.12535966908125,0
30,White,C,76.90047046309299,-74.58268802243002,112.87770762520239,-33.36392891122166,B,-133.57731873092894,0
47,White,D,-79.91366708790673,42.61973907494912,221.07490884581455,62.94241875143075,B,-89.77354032250084,0
47,White,A,-9.34631137445843,-48.61984281004948,-20.36547712865818,56.441655592320494,B,-260.6457253869877,0
33,Other,E,60.37135189281003,-107.16649757020893,161.62336022843377,13.709456945402401,C,-42.00274648543348,0
23,White,A,-134.93033371595374,120.38846649326274,67.34336661299255,-69.01184691141272,D,-134.06177944087383,0
61,African American,B,-27.100212613909303,-47.47336741915401,-12.270620052036447,60.189211013621446,E,25.2933213650026,1
62,White,A,136.79914305981723,30.01916832097879,-20.507943010313657,31.6355725003591,E,60.597934376573946,0
23,White,A,-135.37711804675413,-86.05927965835424,-26.734566099558116,141.97738231181714,A,-44.944446948148936,0
59,Hispanic,C,173.93488863325848,16.480091760819853,76.78465880381242,-4.1545221427916506,C,61.56285337819812,1
47,Other,B,12.168676464911746,-28.249855767179216,-86.31557756004399,20.548529832798323,A,48.99350933364682,0
54,African American,D,12.7871868260695,-83.02301530122317,-22.950280743402732,-23.19406974304992,A,-5.711107397361822,0
39,Asian,C,7.386814120184237,158.7406488913113,-103.51461544651066,-76.71199395410314,B,-59.853584020794045,1
47,Black,D,-22.355761081730936,-48.43795897790091,244.96955156716234,-116.89529641355827,C,109.74710237990755,0
69,Asian,A,76.60925027636472,49.77061379297612,122.66004671316055,-46.003746683033405,C,80.91510128302765,1
37,Other,D,155.26358819608873,-14.477070872678102,66.10981035890725,-197.40718656340616,B,115.20748331319525,0
49,Hispanic,C,-37.46475468157877,82.61110463309817,-12.481374288820799,-31.969692308834812,C,-90.23656708600312,0
24,African American,A,76.51891769665913,129.72811136471546,74.53345317798406,-54.37474248486932,A,52.090488107851925,0
75,White,E,105.72391320860588,-29.63706758809799,-24.80140017675154,52.035404702890766,E,-99.72252723454456,1
48,Hispanic,E,26.181555804098476,-103.79330192479902,42.19815384066264,-74.36444948482622,B,-152.79598070291385,0
57,White,E,-99.22252946835617,-123.26686614527888,126.1432497492238,-8.602284288164306,C,126.41594004512102,1
27,Other,E,31.82977718732993,9.689895916910174,-38.76165958326161,-105.51153068270554,E,-23.49921328662592,1
50,Black,A,-176.02575972089093,17.82664479694345,-153.80803302040948,60.36113044806611,E,-147.32792378497362,0
58,Hispanic,B,58.957892327982634,8.08456326805143,47.44903251569522,5.691312772053744,E,-124.99899623020379,0
57,Black,A,-71.45555880118259,185.19577104737408,-134.1213760814116,-34.4847296589171,C,63.551455360857666,1
64,White,C,-210.92425985074738,-151.00827015200855,4.570043417439875,-99.77996434450422,C,-8.599602609101586,1
59,Black,E,18.36407707507968,5.962337945855619,30.594222402714955,83.66591304455623,D,49.91150906290261,1
37,Black,A,145.93547813693772,-52.91811091024199,80.00493060130755,-79.71292884304326,A,-128.80339995745322,1
77,Black,A,-15.631892034239,-26.24795461279028,84.54725365805987,-72.79687476888103,B,-0.2859418535645644,1
72,African American,B,200.04853732473103,103.81274539172331,25.32700440305002,-266.9613548089068,A,181.97672038368677,0
32,White,A,122.25760729977131,182.12782853726884,127.27002902283782,105.45404539699443,E,16.69275897628729,0
40,Asian,C,79.46443152085621,48.247529443535036,16.107308788588853,-53.909581740847955,E,-73.4353675190584,1
21,Hispanic,C,-112.3419139493731,-10.729611521962763,-96.0377697095931,142.29660296782737,D,99.25537046804462,0
74,Other,B,44.55694324702456,-50.9394705487657,74.18837517193361,-152.88132686609785,D,-59.0616760592784,0
45,Black,D,-90.5176511601171,114.51833907636824,-6.534262797184115,-17.546085888546372,B,95.54275933593902,0
25,Other,B,-158.41882403831625,24.29611571737669,70.60990474710151,-127.2590238147377,A,-29.779130437516166,0
67,Asian,C,-45.311251806762485,-92.16257543396964,-122.953976302928,-11.886216348195786,C,-79.49808440745659,0
58,Black,D,159.67020951523875,70.87569611291401,-122.5597472477109,178.31655496417054,D,-78.16619962545475,1
42,Black,D,-167.3326701541351,115.30328801706213,12.754204035355695,-93.48966093180991,B,6.337669222537633,1
57,Hispanic,C,92.57318864631875,42.55214693576163,-204.60428036797506,-72.15789857613619,E,-82.54550809735014,0
71,White,C,101.6737540007094,100.45431299555348,-53.321751536584536,-101.14126835151909,E,-32.02120199274021,1
71,Other,C,-53.38959579764542,1.8454944619611267,53.924347365193405,-51.906099293344845,D,135.7943187402185,0
43,Hispanic,D,32.350015638317345,-76.18269409222488,-156.64639062883288,15.159761201719126,D,70.12374267480241,1
72,African American,D,-237.92029228206405,106.12514974200096,-10.374550364392324,220.9078812852951,E,30.32315163970049,0
36,White,C,-5.640641077050102,-128.60111270700955,-182.68901795538127,-26.19334494045616,E,61.68066202110426,1
40,African American,C,63.350730743584585,197.7922876360906,221.42596819810888,-42.638839496971485,A,67.09512430255775,0
23,Asian,A,101.11186378695595,100.57859258825196,-25.522656009966386,58.71539747924784,E,41.053767655958154,0
29,African American,D,87.37538081642987,78.71807128417628,-57.58684079835545,0.604531114234148,C,-187.74200232350597,0
19,Other,B,-151.9411399994671,128.61576245421372,-103.19991652709663,-148.92582654387246,E,-39.48340327448496,0
34,Black,B,-25.792948226977693,-67.23668308011985,-46.828508592713895,139.28522760941695,A,-53.14066660673008,0
20,African American,B,-64.04629083925116,-75.41454928544013,-4.969453788392163,-149.10982853968463,C,-10.361269124462416,0
27,Hispanic,B,6.377920929420797,65.80420504388378,45.68169854452124,28.489973520387064,C,-63.00606223001102,0
57,Asian,B,139.49044478672002,-32.62349113285155,-38.88896469749072,70.08019892306676,B,62.25792106823761,1
51,White,E,-94.99058268834061,-148.40919038433586,15.634400417516542,83.03226552608453,C,-24.18531042439326,0
32,Black,C,0.6238652881224983,-4.7134509331950865,-23.84921102199871,36.39388070682887,D,39.551079067585654,1
60,Black,C,200.0151326116569,8.721625836304971,70.77063906120873,-55.004017166288676,E,95.99646650599398,0
55,Other,A,-33.78716742412791,-52.90837722082065,165.20064995587484,2.4628325877336716,C,-90.5599535274128,1
38,Black,B,44.852359868339505,63.54941139166387,62.38681311712306,-103.7823347932522,E,91.73237871047355,0
74,White,D,-175.47096671257648,62.48356459396397,66.67113397465879,45.49286561163283,A,24.299389492638024,0
73,White,B,211.46745538061072,87.15876716894296,-55.80471488884603,-10.666453986388252,C,33.53114658199179,0
66,African American,A,-16.126207182180277,-132.59614694137622,-7.689884915758436,85.5837390916213,C,31.92267974822201,1
29,Asian,D,75.21813335618852,20.370741778698935,-74.96124511457904,-117.94474772396333,B,-95.10100270430073,1
46,African American,E,-215.44794139622158,19.00282428574318,-48.219427357773206,-25.195398240055106,D,-67.91516751358282,0
57,Asian,C,-14.830804123902318,-135.65643345741037,-71.90357332769595,99.34817746679161,D,2.654366873821579,1
36,Other,D,12.177338987103429,73.34373703271825,-52.3021157348162,98.5378127098146,B,-97.67398248414337,0
23,African American,D,-55.033548466118866,197.56325690372435,62.814294412936455,-19.498991320460895,D,6.525878225023122,0
24,Black,A,-74.34730269032609,-82.50991518012381,173.53858421218206,34.93250374078466,A,47.02196228115841,0
34,Black,C,93.03460166898402,-143.02519352577607,6.748665447347422,49.329255195381116,B,159.79502670589864,1
42,White,B,-141.3534355234572,-170.3075478413743,-3.1170011252638496,-175.70619806047253,E,71.84418619425111,0
20,Other,C,-144.62240339392812,43.91350650317116,84.02575468864767,-95.74706033359051,B,-80.93626273609154,1
27,Other,C,73.16161991367555,52.545202786288804,122.38103714511266,153.61340714687856,B,41.26175093371428,0
30,African American,B,-43.688700796363015,9.579527796913235,2.5532496632096673,-169.04825656164357,B,22.060408237287007,0
69,Black,E,132.87773084261005,54.3212578647397,-120.01869161743237,-180.60306921318266,D,-60.4889824637128,1
