ethnicity,Veteran,civil_status,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
African American,No,Single,No,C,-125.72558089907263,D,C,-88.68364217893534,128.5199043832695,29.535629801359654,43.89003438384072,247.61928646263195,D,93.04064859399658,-133.2677347302424,90.07057823408718,0
White,No,Divorced,No,D,-12.765476106902257,A,B,-33.1726313557343,4.478012555321446,62.86524103602717,132.79536088872266,-79.93864015705576,D,108.88718395184004,-100.62101412295388,175.0866105242292,0
White,No,Divorced,Both,A,-8.424750974135483,E,C,36.26832932697749,-211.82319965419697,-129.08573690874007,-140.2885059151359,-80.95749956126063,E,-86.71446210235034,44.87662122123112,-54.522134087178145,1
Asian,Non-Veteran,Married,Mental,A,49.30009014331961,D,C,89.5723412482936,-43.05631096165236,207.42989331216052,-116.44323703320889,95.16830441679858,C,28.27741454078101,18.219995346378948,14.673483602575125,1
Asian,Yes,Widowed,Physical,B,-38.290163248080404,A,B,119.41480076495368,-29.07445393518523,18.573053519693765,-25.276392526967495,-11.533862703588243,D,-141.56106007911842,-179.1747453296138,-1.1032263326806129,0
Hispanic,Yes,Married,Yes,C,72.08775725817924,E,A,-73.93908997740232,-102.53051175082038,16.692507765671238,-42.867393180562765,176.51585603748833,D,-110.76630115640657,-78.70247490228594,-160.0421127480873,0
Other,Yes,Widowed,Mental,B,-87.54322645885466,D,E,207.93647665604863,86.72969646288507,17.834255302081832,20.82250607793241,-47.67797451776806,E,78.35025890473077,92.46965826046313,29.790062827565738,1
African American,Veteran,Married,Mental,A,-22.320203940724355,E,A,-74.2505056237803,36.59319059308173,-57.538127823156515,107.33556395740263,-29.752163385568704,E,21.65535501267607,1.6901219342263594,137.02903462863483,1
Black,Yes,Widowed,None,C,-171.4644427146597,D,C,41.45044586193284,-64.28348086481999,17.713520141288402,117.60446102230122,-28.71187289351741,C,75.14308748561261,-163.25879516260332,115.59463661316592,1
Black,No,Divorced,Physical,E,-32.956713641397066,C,E,-166.03178214337774,26.539592894229123,232.4186447785611,191.9318617159648,-85.14850714228722,A,-172.41852440495603,100.6909234816193,225.8775228742425,1
African American,Yes,Single,Physical,D,-212.60700736889154,D,A,23.330913696628535,-2.1386584891779528,-37.95275841022947,-137.47355027566894,-70.95342448943975,E,44.65582398620073,-66.57979463652438,25.032952593544067,1
Other,No,Single,Mental,A,-108.38581074604485,A,E,-201.9532737265091,-29.869274802273786,77.15692852680228,-6.024158314445388,258.8371612212056,A,-55.77648673916116,-120.00060391046654,67.16260126326729,0
Black,Yes,Single,None,C,-251.00728768453217,C,B,-152.22416288536152,14.60970115298403,22.832958354593476,-207.73767791132752,-69.57555814999978,B,4.898668001620454,64.14358215664477,50.218476205057414,0
African American,No,Divorced,Both,D,-11.730471572192187,A,D,-54.88006675971822,188.15626541013697,-90.80151879794983,-126.52512671862621,-70.85328859309013,D,-102.86604423028199,76.28145923921934,-85.55844242004521,1
African American,Non-Veteran,Divorced,Mental,B,-218.39669823747477,B,D,11.292148018528668,-83.29099268085415,107.50326308628846,107.6442819096301,55.810451260887795,D,155.492861271324,174.7025559615723,-76.08281457737385,1
Black,Yes,Widowed,Physical,A,16.483142200602398,E,C,-11.64673286798251,69.04949395206678,-126.93231668002558,-8.905235778852449,61.52237473180905,D,177.9033515096242,143.3973074295099,61.39548234093406,1
Asian,Veteran,Married,Yes,D,34.06272210228653,A,D,-73.98603372468615,51.534354960513994,-93.29323297342941,-48.27897126230459,-68.75989382394665,B,20.95072677794203,5.874849328085262,67.31916010868166,0
Asian,Yes,Widowed,Yes,A,132.86094029858864,E,D,-95.49027230452096,-138.77625918536341,-124.00173363404905,65.58078279927106,145.56949814733403,C,-110.47202025238417,142.9439919210688,-89.77890459785559,1
White,Non-Veteran,Married,None,A,-238.80169226429047,B,E,-25.45732288563803,85.00693569734521,-80.06687131164256,23.611230767558688,39.83578026369145,D,11.124839691896641,-33.53583586116428,-18.052831219130322,0
Other,Yes,Married,Both,D,182.58834741800837,C,B,39.42536461071095,-59.26101488500082,162.98067316646362,-3.9941775437056966,-89.02126003979626,C,-26.49704750144088,-12.14905947643437,157.68293305648862,0
African American,Yes,Widowed,Mental,C,-185.96636772717522,D,A,-66.2199508159097,-27.912207790390497,-93.11787140589715,114.86321188996236,64.87774167627838,E,-143.14086686203154,-122.15757047379421,-36.51630550587505,1
African American,Non-Veteran,Widowed,Mental,D,-44.3983932627646,D,E,108.08046161910134,-5.118674078744685,3.742619111624194,195.46591878441762,-171.319882084564,A,-4.0761677689115965,57.760196704412806,50.06299441078447,1
Hispanic,No,Widowed,Both,A,-71.68112364515173,C,A,26.737248593635023,-69.86718239691004,-191.13618958683261,12.459652313141493,99.93248454634916,B,92.91310126572083,-119.9977421704257,-168.89395622178606,1
Hispanic,Non-Veteran,Divorced,None,E,104.15679214905936,E,D,162.49080621058596,-32.764611061752404,22.773008320316237,37.21307747381364,24.167720703428554,E,6.383045995533365,-37.571836926311,-108.3373645876982,1
White,Veteran,Widowed,Mental,E,-79.84921485403092,D,C,-201.16340786798537,96.90630585697922,-87.1840132899989,74.592680096223,39.650253499952065,E,62.08618644416951,-58.25877755876855,-1.4898089396320826,1
Other,No,Widowed,Physical,C,-24.49698249577527,E,A,-0.57847981901072,5.806711278555122,-87.15294475215282,-135.75038008277116,23.79520939694128,D,-138.0131183401812,-112.25387266835031,-51.497281806895614,0
White,Non-Veteran,Single,Physical,C,115.80068466734555,D,A,-67.50199267539946,145.7144235036,106.7311589075122,47.93013916053827,7.860001571069182,E,-21.703484700337977,10.786875014389917,-122.36188384698154,0
Black,Veteran,Married,Physical,C,-42.629926846202665,B,A,-93.31887735408259,45.77448698520912,-14.573727022148821,55.051673145336366,-73.21788618412232,A,-132.24217569888006,-5.3144576564837935,-8.168103492641437,0
White,Non-Veteran,Divorced,No,E,-49.94180315475832,E,D,64.20337267052513,15.189149401588367,-4.830176268639938,-19.82234345983728,40.96802425167716,C,27.800175231746906,-39.13875745279063,48.42226622759833,1
Other,Veteran,Married,Physical,E,59.108615953127554,A,E,242.09332491794297,159.09320152398487,53.86470405954038,66.70784545538207,-57.634127955018776,D,97.20493799637043,172.37013945327735,9.046743549960638,1
Black,Yes,Divorced,Physical,B,-98.49699533376656,D,D,-66.1928306545361,169.2791817097889,-112.70831965776841,28.258177418673842,-141.0179941410727,A,127.90047172658402,-17.274459015965483,171.74195349201486,1
Black,Non-Veteran,Married,Mental,D,174.13109975092027,A,D,102.1274726186048,-5.670812735397419,-11.002118542186196,-53.536162559891885,-149.58474702601342,C,269.4166034189675,135.32556863467838,27.692988033887417,1
African American,Non-Veteran,Married,No,E,111.87851245096776,D,B,49.0684924944366,-53.14561182477953,-100.8026147707878,189.67359015029987,52.96758907992436,D,95.50356529789539,10.12547468927483,-36.74677155089009,0
White,Yes,Single,Mental,B,28.962291241997683,A,D,-3.6291505600765945,52.58800765724712,10.504890506027204,-10.82158802027508,67.02408166140988,B,-5.991396848301417,-158.51697704867698,-28.908120812055323,0
Black,Non-Veteran,Married,Physical,E,14.312824946216498,D,E,37.04814544276234,14.365278399763353,59.12698227063273,119.1283317172281,-136.42087269125113,C,208.7239848644165,-25.37325070356824,28.530514568443966,1
Black,Veteran,Widowed,None,B,23.312602083740476,A,B,9.887834291116599,74.22203197469356,-55.40703918305666,-100.1705785634612,97.32366794328304,D,-101.6145438848868,263.39305028344324,13.724056050938335,0
Asian,Yes,Widowed,Mental,C,-149.90473093263455,E,A,31.970989616543488,-159.14898272315213,20.629478502757078,-134.5126700462685,37.10282813429336,E,-30.254011564563438,-63.706127523112436,39.4245094927479,1
African American,Yes,Single,No,B,29.220276232310834,A,E,62.482368597701175,158.46653349999465,-26.76739338095767,-18.003312257791908,-26.03657963306899,E,-160.66451586991812,-33.83924106236605,44.40783291671601,1
Asian,Yes,Widowed,Both,B,36.89892297156253,A,A,77.87123851666514,-24.6469523884823,59.76000842799869,-55.84941004916957,-89.76266123156532,D,21.24896521384648,-68.17167320034,-77.5326474575906,1
Hispanic,Yes,Widowed,Physical,D,60.71490585785473,C,E,-98.68763591127532,-37.42257030513959,-133.12881852785756,14.906467270754758,-213.85511649613943,A,-121.41985701388694,-51.52765026641488,137.89239926601624,0
Asian,Veteran,Widowed,Yes,D,-25.62759968805738,C,B,115.60631368902625,1.3497788365018564,87.35541065883612,-176.70152002834698,-56.037782806471434,B,-75.98947011186287,165.55146976080187,5.954429844714654,0
White,No,Single,Physical,A,78.09092096842075,B,D,106.02216403271424,-26.0707145146618,67.4101775217726,5.0626681467081855,29.283696588374823,B,118.0718822392885,-99.43235714744975,67.94052779667152,0
Black,Veteran,Married,Both,A,13.52983789439826,D,E,28.192068922269513,-130.86255238020638,-169.16274474668398,-216.10842051026452,-143.66063027753887,E,61.37084695508449,21.103857341603426,62.45296482078421,1
African American,Veteran,Single,Mental,A,36.806387483144015,A,B,35.18536396375,-3.2548878967703034,-170.3985368687304,17.39398834615647,-36.337231616944834,C,-148.75705993305402,21.457762042391916,-18.777536962892217,0
Other,Yes,Widowed,Mental,C,-80.86007912071834,D,E,118.18891492219086,100.03581281057059,-15.791112803557775,-165.38277195699408,298.724466981169,E,49.04252956817302,-79.95260125883576,57.75546936662764,1
Other,No,Married,Yes,B,70.7495152265171,A,C,-94.21450260657586,-170.70264473438448,-3.8952213992651656,-24.957016347215266,-64.77097912814168,D,61.45051344519421,34.57870633972311,93.13745200641004,1
Black,Non-Veteran,Widowed,No,E,164.62999901626236,C,B,-42.709434199030035,-18.82991444970645,-2.291396032728287,124.49814572996787,-62.23169280434722,A,-207.88564348987694,-71.40205833613919,57.372058906986744,1
Black,Veteran,Divorced,No,A,-122.97680195979139,A,D,-85.8045067502608,-110.92354825082606,137.5176328817054,95.00955687825694,97.36111138793329,C,2.9379323076630453,-58.23117514788743,40.38569404398544,1
Black,Yes,Single,Both,D,-116.52585276494032,A,E,-160.18817115826033,-65.37363171109222,10.358278036049583,82.11302190955715,66.33349547673897,C,-172.82696523357163,-74.72565033156505,148.35579028179015,0
Other,No,Single,Both,C,-136.75503201443857,B,B,-56.06467662494822,73.15404486086233,-20.356442802424016,179.66955033873694,-73.39826281616392,D,-76.78505090057178,-43.5369771993184,70.38561470455996,0
Asian,Veteran,Widowed,Both,A,-117.59780068079095,C,C,-67.77629206787907,97.1620420569864,42.14266722464623,1.8022872377522838,-12.297787891075282,D,-27.394281584538355,101.867057979714,-41.94014765682314,0
Hispanic,Non-Veteran,Widowed,Physical,A,101.50944218733142,E,B,-77.95945105800838,-71.66996726690236,-87.95980389641093,5.845825135457868,34.08665418485077,E,112.19102053443247,90.3183608290381,14.113811153505681,0
Hispanic,Veteran,Widowed,Mental,E,-12.567259564077219,D,A,114.60152916131669,-43.65280983801932,-32.843360803765655,164.7850242274702,33.51184852736627,A,166.936940136899,49.840308988340986,-155.1799904953556,0
African American,Veteran,Single,No,D,181.42959815168078,C,D,-199.2187410160749,119.14887060340543,273.32289057516783,78.88077970852699,91.9066736909412,C,273.578891011796,199.64740446367642,154.84330691660213,0
Black,Yes,Widowed,Mental,D,-91.12917564477326,C,C,109.92924534896062,-55.86950906075556,1.6758015833713007,28.307995485937738,-209.43186404653068,B,53.30435961627447,-96.35031753261872,-84.30917183779897,1
African American,Yes,Married,No,B,-4.039182759307935,E,B,72.6980423606533,-86.17746510464556,8.997923098832917,-64.52079701253699,96.35996567976726,A,23.146357257729473,10.622755468848148,8.638919175324306,0
Black,Yes,Widowed,None,A,12.601754988002261,D,A,79.37663840388791,72.78708124321841,42.18763511307232,45.207058938541,178.52994321048212,E,119.88232105122567,-200.51676026234176,141.09852885344722,1
African American,No,Married,Both,D,24.82021023198778,D,D,-71.76895920677363,17.45811872555926,83.11168083646237,-46.74165336567159,-8.590954751647557,C,-53.24362684872246,8.434868716018862,-24.094400829151137,1
African American,Veteran,Single,No,C,-129.7533394651899,A,A,-62.91139783539862,55.15931857227546,-81.67972554124391,-115.58860574745987,51.29984504827465,D,-166.49848464041358,56.71656920711386,-92.90458925522394,0
White,No,Married,No,B,-14.255299108828154,E,E,-167.37975226551882,136.47583236033438,-14.146275077375488,-147.98419752078095,-88.20994857011543,A,11.898086349800002,46.357134819825,38.64969166783539,1
Hispanic,Veteran,Widowed,Physical,A,-124.53283995577642,A,A,104.61928484928885,102.4893914287534,28.010164065939986,-108.07808890985879,-87.16017834083875,C,-141.38709931091483,-24.66561009748098,-66.76004292009364,1
Hispanic,Non-Veteran,Single,Mental,D,-257.8166029439851,B,B,37.3546263027285,98.93565861781889,-55.02720558929875,21.42852552677918,68.24388374029459,E,7.727072217624931,122.17689229908126,-25.5329899603284,0
Black,No,Married,Yes,D,-9.224772189226272,D,D,-136.54216297241038,24.51926746701553,-3.894323079167815,19.07015726210791,169.10444807163043,D,56.359571400054854,17.565735393337796,53.876171554737184,0
Other,Veteran,Married,None,C,156.34873716979408,D,D,12.984910477234845,85.05862837735624,-20.85781735415465,26.442374661095165,148.23226839046245,D,-100.80211965847963,21.41701456571779,-121.71547819565751,1
Other,Veteran,Married,None,B,-25.841050876983285,A,C,-19.352200838268935,192.5861810503774,42.95770572892406,47.814467843267614,-94.61009710053104,E,10.587437573455674,-121.32751921678084,44.760949208737614,1
Other,Yes,Married,Yes,B,-9.821955513211591,C,D,-109.2630479141375,50.06660200661053,71.35567123858453,29.50951669383226,-57.306253284952234,E,4.131621277275608,-20.81419768030886,100.89798358612185,0
African American,Yes,Divorced,Yes,A,232.0458804588157,D,D,-81.67791029780767,147.16170069161777,51.97358543693894,-8.113725838069767,3.295603202354654,B,-17.946122406713798,-21.49387105717919,-60.461314544439595,1
Hispanic,No,Single,Physical,E,96.9100828414832,D,E,-39.63936260804115,-116.12817627411852,-119.17977141999683,114.27588640943273,69.91991125511088,B,-89.79936174169175,-98.098874126741,-24.619833787245597,1
Asian,Non-Veteran,Single,Physical,E,187.13882872468864,E,A,152.24199808830622,115.62268940570719,155.41539912343217,-62.52190834282507,34.862758505264765,E,25.720045089477217,35.11925025829805,194.77001851879575,1
Black,Yes,Single,Mental,E,171.79144802364434,D,A,-106.680437479565,52.33663950819544,167.83305563256044,-75.08167974785273,-85.38765689653329,B,-209.27356622905285,-162.05318305625488,-128.8774193253943,1
Hispanic,Veteran,Divorced,No,A,-116.56126485855975,C,D,-13.884633734879875,24.859330377491588,95.666701038912,-67.71843388307342,-78.25406005448163,E,13.508704772753466,-126.04224905157871,-210.72184217501467,0
Asian,Non-Veteran,Divorced,Yes,D,44.87922234848154,A,A,-92.50396272685609,-37.292707226147755,-74.9374551021493,0.33029153841302056,35.5476787885732,C,54.24963260906511,-64.76312806078296,38.32883383404844,0
Hispanic,Yes,Divorced,Yes,D,2.7080467937821884,C,D,208.02361875574223,-82.8415222794836,91.731554487897,106.24638236212553,-8.532158129121337,C,100.64722993279025,38.78810032650175,-221.00460460058028,0
Asian,Non-Veteran,Single,No,B,-48.508637508470606,E,D,-5.116770477183106,77.98480888672678,48.578242986740065,42.4441699682765,175.16934591138605,C,60.48584708495247,11.913674561817592,-47.53092042407264,1
African American,Non-Veteran,Married,Mental,A,123.4571138393526,B,D,-52.31573645136771,15.863043644943073,-139.14602600417106,-89.81921859541238,-183.39746208437566,E,-213.65488973996696,181.97108187208863,-63.888771501403795,1
Hispanic,Yes,Divorced,None,B,16.21527823167382,A,A,-20.38142769456922,36.655960906812986,73.54935053936744,12.137198517205315,-27.471358643947415,E,-165.25388879459578,30.34607080857207,196.42520515061406,0
Hispanic,No,Widowed,Mental,C,89.31870410069828,C,A,20.891748204498256,65.27142410798695,28.838581430019566,-133.7077383653544,7.133418693437638,E,-97.91009002484492,-146.3930555707116,-217.7185790518171,1
Asian,No,Divorced,Physical,C,-91.55271593895853,D,C,151.8142379805424,28.170531393090037,97.13131291136521,-45.868830369972876,172.15214327247034,C,-52.00405870967245,101.86902884197966,204.48387195987792,1
Asian,No,Single,Physical,C,140.58079482409704,D,A,-293.48412939718764,-196.2564286540796,-171.79155003011707,-17.569416718155686,-165.3357826393963,C,27.086119600690434,34.34882641868654,96.90001110878632,1
Other,Veteran,Widowed,None,B,89.7999759197222,D,C,26.089252695968508,48.65853318265187,-52.9140454201675,67.13153958633568,-6.203746273108888,C,68.45171303459065,-99.71308633443141,-113.26722163009268,0
African American,Non-Veteran,Widowed,None,C,-39.42182627556145,E,D,-94.9850394819782,143.5732820045044,-120.76204771061268,44.45166713161793,8.306184190921407,B,54.8003752277508,133.8913031198393,-11.002505420135652,0
Hispanic,Yes,Married,Mental,A,-50.57488057551575,E,B,-17.34463659231622,-59.14384158384244,117.07261875455013,18.285117181101278,83.10092583654104,D,-140.8574630978042,123.57533871233927,-42.03327953034809,1
Hispanic,Yes,Married,None,A,44.34669922332242,A,C,-125.68292007585097,-103.37202747745928,106.88236182901221,-138.43490231687738,281.96394374337495,A,-119.89846351730382,-71.25576451907307,73.68896673589252,1
Asian,Veteran,Single,Mental,A,136.11885208343958,D,A,25.432432301290902,-54.73172840083704,-20.532035764235356,28.05258294369658,-53.01936782970029,B,83.10532815116389,162.88024377101033,-20.049763961615184,0
Other,Non-Veteran,Married,Yes,E,-90.33312986704844,E,E,-116.28715807660942,-118.61572150435846,-114.27894760419231,-44.950752981382195,79.71096384244416,A,-30.922315963273938,78.49831201309885,-113.66038012127537,0
Hispanic,Non-Veteran,Single,Mental,C,-28.784115528377786,C,B,39.155982552293125,87.31046236196465,-51.305263459047964,36.743311022360075,-108.7545961595575,E,-3.3228365148010286,131.9064451368052,112.92475553780687,1
African American,Yes,Divorced,Both,E,-66.06171603381831,D,C,-119.13511336326683,85.71901453541828,-49.62778255743455,6.621947022064203,-156.756196632416,E,-76.07303538433277,15.992870518641272,-187.72809258210816,1
Hispanic,Non-Veteran,Married,Both,E,174.17295118801178,A,D,-19.41279210821133,-97.17386274897058,35.40737808701663,44.19368870806147,-38.394131873059955,C,39.89263586442115,-66.91008389309016,7.401469739167584,0
Hispanic,No,Married,Yes,E,108.55844873847578,A,E,101.28161621796517,-60.41424596741242,-132.56609484315362,14.246937063535489,-174.32512774419598,D,-109.36242810232876,-192.4487860994218,-83.44587177131288,0
Hispanic,Non-Veteran,Married,Physical,B,41.46446450324912,C,C,25.875183626236097,206.26472008301513,83.73680500349467,67.49475638646297,35.15273742742146,E,-60.67346863750588,-84.1789478377292,-83.86425735187512,0
Hispanic,Veteran,Married,None,E,-138.6806049352593,D,E,-204.79118999049422,93.59299453119083,-99.45320771218242,36.94584422336349,-37.70414641208602,B,40.1344809890221,119.01468953163925,74.42072617824918,0
Hispanic,Yes,Married,Yes,B,1.5428727758651313,C,D,148.31997022624552,96.95491685380244,-139.87250311807838,29.51732540274474,118.16753646551794,C,26.993395524438167,-6.9083304091757824,-269.90343085557555,1
Black,Non-Veteran,Single,Physical,A,80.8844537789694,B,A,30.355065785580628,94.62097710780745,-182.8503880420847,46.5426353253671,95.39103259035069,D,40.03154507680901,-19.69710800591064,-155.99481723341688,1
Hispanic,Non-Veteran,Single,Both,A,-16.515284013938462,B,D,284.23774088023526,-195.08535870002748,-135.66370145277835,-38.87719419947826,-88.50912047348032,D,-51.1627429984993,34.02615688545789,-24.309740843909918,1
Asian,No,Married,None,D,145.43687254661774,C,A,99.99568660944139,161.43533791874904,28.24300208414881,-218.12986498506334,-18.504478596578743,A,222.16674232048038,-14.100537568103027,-18.646067915813564,0
Other,Non-Veteran,Married,Mental,D,-55.24383942191224,E,B,-28.852522001038523,-62.23034793246253,68.99054744601389,91.21029208471583,-55.73402154619511,C,14.803667539446351,98.6747539877921,-0.45863088221432663,1
Black,Veteran,Single,Physical,C,36.12079094582392,E,E,100.83341692732766,47.192042065934345,13.793171079665012,-108.4908974557355,4.108776369232521,D,202.2733088473401,118.25452957397742,-132.0163054060222,1
Black,Non-Veteran,Divorced,None,D,28.98203396016763,D,D,136.3092069423123,8.24996434040182,179.23463840479533,106.02548800970804,-70.08206273349523,B,10.713511268337745,-9.521991767515289,-186.43795615600817,0
Black,No,Divorced,Mental,B,-60.31745208378424,E,A,-31.134417337339066,220.33429192695314,-64.40235962552696,-17.543232656972467,-61.28365638396338,C,-19.05605787714201,155.4696819089395,102.99511039898046,0
Hispanic,Yes,Single,Physical,D,216.2343181451213,A,E,-39.329486449025666,-165.85269132856507,73.81003694851343,-142.88299516197327,-40.00298636655523,D,-112.75370451320082,250.09149605614581,119.23453568883906,1
Asian,Yes,Single,No,D,-43.70550813475982,E,D,-165.66836526222204,-48.165240907193564,-10.969725041874828,-58.93000777040992,-6.663964981979915,A,-50.73427323891102,143.21010126865792,7.050264310620881,0
Asian,Veteran,Single,None,D,135.1346288137228,D,B,-8.078370776330498,-110.60090938890559,-3.3069619745368604,109.90459015345107,31.95319128851632,D,33.748794098314484,148.3885033857067,-2.3376144899284115,0
White,No,Single,No,C,-14.122120488296883,C,C,-186.64663845239565,-122.5606939631514,-1.0804924031587866,102.07175222378284,-47.084621761105865,E,188.64361730896067,34.835179891296235,-13.662706167891866,0
Other,No,Married,No,C,118.5194809971007,E,D,198.1131327951754,88.93746257901304,129.0899819163987,45.66064303619456,72.91163334881533,A,-182.67775024661242,-26.43005303342081,-82.61385597198694,0
Asian,Yes,Widowed,Mental,C,-70.72256485834464,E,C,145.43570419226836,154.73860932669606,31.46539094622249,-73.20434373174575,113.5635489810604,C,-8.164126100434501,-5.940096747065772,-87.97941652939636,0
Hispanic,Veteran,Divorced,None,B,43.322766479829106,E,D,-194.10738883753334,-88.36482410515387,20.188838364944537,77.44189727528824,-105.17683359122488,B,-97.06514571879718,-63.53401499684242,140.53216107663476,1
Asian,Non-Veteran,Divorced,Physical,A,-152.52115777204966,B,A,-41.48764773126914,152.10360034639305,-64.2848285130262,103.26659832101943,112.9055893264062,B,-76.94305998918337,129.08407473999466,29.372647260956718,0
White,Veteran,Married,No,E,119.65762897250389,B,E,59.171213999952876,20.15331308570512,-125.26745687763672,-4.307663847507873,-13.691655802685561,D,-51.12063278233554,-166.47662121794346,97.8805152303843,1
Other,Yes,Widowed,Yes,A,-118.29713475388648,C,D,88.85423044179296,131.54656090868644,-19.0338675218708,-25.438515637565963,45.6247088564188,E,89.56050482075244,-28.015930595891742,106.84813020014681,1
Asian,Veteran,Married,Mental,E,-77.48104779387653,E,C,10.721169588910959,-108.4048776272214,44.877794339419125,-35.47411126295286,114.19384701673194,E,5.4248052257291866,-100.43921386214451,123.01862719655199,1
Hispanic,No,Divorced,None,D,-41.4195164347195,E,C,-172.2652560030014,-94.05347638674507,9.183447656553223,-234.06457309309033,-1.5556316408718613,E,-25.486100717391334,-23.658205838293426,91.94113010067537,0
Black,No,Single,No,B,-153.86250082532618,B,D,-175.2588002871257,66.08607603069309,100.9941126222318,24.642909739296506,-242.95713765522703,D,152.7904371336597,14.02508868132522,116.65659771470808,0
African American,No,Widowed,No,D,-29.810212508036173,A,C,-68.32063405138025,-67.18616402385943,67.41806318789095,-9.338814279476608,-22.89202910170152,E,256.86723518880615,-44.11252775992111,36.683422801110424,1
African American,Non-Veteran,Widowed,Both,B,102.63742048092655,D,E,-60.46371911048182,-143.47659719065646,296.99700257109515,-117.83023379931012,-190.71956761261612,D,-43.68997860562688,62.1669302590392,-35.685944966194405,0
Other,Veteran,Divorced,Mental,C,56.4807384318416,D,C,62.62194563382363,-55.712815964120374,77.00585916052059,-92.57553822272847,-215.7782500703574,D,42.86123147602775,-42.8487895315747,44.8919986979801,0
Hispanic,No,Widowed,None,B,-32.22505455680646,C,B,-1.4584018668763588,-21.223964116994736,41.31658942052576,82.44061016555399,-0.49870076076045716,D,49.90759922773368,96.0986202937753,-128.86591074549966,1
Black,No,Divorced,Physical,E,-126.28416527922477,A,A,-5.8865701471883645,104.51269751743095,72.94473883208764,-74.15203842058779,179.10542652778122,E,130.1995953882578,-19.323439044298045,96.97491770947218,1
Hispanic,Yes,Divorced,Physical,D,-68.41425999026431,B,E,18.44564314231069,-197.5076057101569,-60.15132442525057,-98.24558075139322,56.9999522261081,C,-28.70253739182643,72.50858478458095,-55.01444733248998,1
Hispanic,Non-Veteran,Divorced,Mental,B,-84.3660333302156,A,E,-228.5368667490267,100.16733654264137,-167.7017887074228,-82.09163175676704,14.258893642663384,D,34.73070656000913,-131.0551201727026,-53.20346238052536,0
Asian,Non-Veteran,Divorced,Yes,C,41.59425408401524,D,A,-178.9981131268115,-99.88577392205032,50.77437362592351,-21.305857486473982,-97.68118464373856,C,-91.09953366908627,165.83036760269204,69.88183519407016,1
Hispanic,Yes,Married,Both,D,-22.004040874379857,A,E,-218.56491401891915,-11.880058247192514,-47.822636922109716,-15.334571950954103,-55.60458240687463,B,-48.851533343320106,25.84093470260504,22.912177651746994,0
Asian,Veteran,Married,Physical,E,150.00206194376815,A,E,50.36018469105764,-87.91037981795992,122.08726989571134,13.227489438025966,128.99276272165267,D,28.39286166163526,-4.557633889427674,11.219702690103116,0
