age_group,veteran,Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
65+,Non-Veteran,Other,C,A,E,-226.18315313794457,D,54.596054796548586,B,181.02516589976818,17.19611552183869,-8.326646601661693,B,B,0
51-65,Yes,Male,A,C,D,74.0632424222165,B,-119.16402811426596,C,-82.48033897947806,-1.870383447376794,-75.60482636059218,A,D,1
51-65,Yes,F,B,D,A,-200.41864476680925,A,79.07254967353332,E,132.24575126386105,-173.0862185066456,-160.5816524734664,A,B,0
26-35,Non-Veteran,Male,D,C,D,-123.73050854003067,C,-186.12250333870907,D,-19.34652764456903,-71.94843237088455,37.54889162300725,A,C,1
36-50,Veteran,M,A,B,A,-111.69535783947093,C,-56.94400393079826,C,156.73472506955645,3.0350949114479038,-85.80814217220879,B,A,1
18-25,Yes,Female,C,E,A,-93.13553948136897,C,10.49212405152776,C,50.646641215062026,3.862802813090987,-10.622283013238203,E,E,1
65+,Non-Veteran,Male,A,B,C,97.54149301866566,E,-103.64160728299825,C,-129.73026945031708,-75.1047750187795,25.350741959116803,A,C,0
65+,Non-Veteran,Male,C,D,B,45.26064610746071,D,31.954288302586146,B,-159.99038214702824,46.116881883598296,41.41460808722769,D,D,0
65+,Non-Veteran,Female,A,A,D,-21.8775091952657,B,-67.35426163120407,D,133.41559225560655,82.69397239219462,-129.99175101452934,D,A,0
18-25,Yes,F,A,A,A,92.23472728177333,C,-70.78410888712182,B,131.58358105803697,27.810857468855527,123.38845330562067,E,C,1
26-35,Non-Veteran,M,C,B,D,126.91751209262499,D,-123.22163249616422,D,31.402375137061412,85.96760200060018,-11.765696516363953,D,B,1
18-25,No,Female,D,C,E,123.26085160126567,E,70.43895612330593,A,-47.021392770942725,148.87837157436465,18.395892254532537,A,D,0
26-35,Yes,Female,C,C,E,32.10041435332078,D,47.11367594811831,B,-45.14701776129202,160.724560484009,-55.815082255442384,E,D,0
26-35,No,Male,A,D,A,78.63697961213883,C,68.97364157954782,C,90.05110512011272,-163.94521548638306,-139.0822683376485,C,C,0
51-65,Yes,M,D,C,D,106.94830860726032,A,-13.87380509632524,C,93.30739725118474,-37.711599838978806,-93.20994367181001,B,A,0
36-50,Non-Veteran,Non-binary,C,D,B,124.3641248982628,D,-77.38984100233924,D,126.82263093161248,-73.02045880666694,149.76140652815525,D,D,0
36-50,Non-Veteran,F,E,A,E,85.40245930669968,B,-64.0745651508215,A,108.20416591536835,58.79063630949677,105.34787098646461,E,C,0
36-50,Veteran,Female,E,C,A,27.812252051980472,C,43.59265153195967,C,-110.79651736081972,81.41487458099931,-10.239912427270323,B,B,0
36-50,Veteran,M,A,A,D,-144.03264991127685,A,-146.533549519019,A,99.23112399310338,-71.20370214400705,121.57876593520398,B,B,1
18-25,Yes,Female,E,C,A,-28.599737163003635,D,156.52580991690462,E,64.66044631797779,-35.623923729963025,100.12416204908617,B,B,1
36-50,Non-Veteran,F,D,A,C,-21.45762319469248,C,-184.11871768770186,C,-45.630791076592246,-133.15417854437342,-30.694071120313172,B,A,0
51-65,Non-Veteran,Male,C,D,A,-127.00324928119247,B,-62.73180583074277,C,50.326554809384284,-118.58663902930968,-39.71490191148609,B,C,0
65+,Non-Veteran,F,A,A,E,-131.53039644350406,D,125.45000219985205,A,-22.672025107110137,165.0625091605455,107.96568737691045,B,E,1
26-35,No,F,C,B,D,-25.777313647371138,B,0.522894502457209,A,168.64067584459494,208.9296584527213,182.33472977472138,B,C,1
26-35,Veteran,M,E,D,A,76.89680348570953,C,-92.96415965495385,C,40.001473042950956,-67.46731679100661,91.19811721839095,B,D,1
51-65,Veteran,Male,B,C,D,84.93276455100028,B,76.92255581606653,E,72.79178317681104,26.730073821983684,150.05329940978507,B,C,0
18-25,Yes,Male,D,A,E,-185.59739211735825,B,-111.44928752578463,D,11.873894423638191,-101.21530620080263,0.7179140970945128,C,B,0
18-25,Non-Veteran,Other,E,B,D,-21.37360609608146,A,-88.60000925713358,C,-177.04586156551213,72.88104199339074,10.961394409261754,A,E,1
51-65,Non-Veteran,M,C,A,A,98.86615628471353,B,7.002592631023921,A,-134.1779948990449,6.591691288398913,-99.96310894161698,A,E,0
18-25,No,M,D,A,E,19.141489272117493,E,-31.348021397685805,D,-133.0005345664025,22.45583374456171,-47.82958362034959,B,D,1
36-50,Veteran,Other,B,D,C,-169.84519010499068,B,-90.42833060465055,E,109.18826578314341,-0.5211896903369189,204.08078654598438,D,A,0
26-35,Veteran,Male,A,C,B,-11.56009623435758,C,-41.7241184494434,C,-23.378196211402095,69.5759182740626,-121.11733934784368,C,E,0
26-35,Veteran,F,D,E,B,89.98247021119147,C,-88.74765806406195,E,37.61837883976998,-32.601766275862325,41.15694097385464,C,C,0
18-25,Yes,Other,D,A,D,-163.11200509325366,A,33.94407575745402,C,-91.06975843035468,-79.15795002417437,30.07975863979645,B,B,1
36-50,Veteran,Female,D,C,C,54.405445834614206,B,44.69797994303223,D,28.885353823208625,-97.50875014710294,-18.908895316532092,A,C,0
26-35,Yes,F,C,C,A,-169.84590117194597,E,-30.30223481604629,C,-122.48258645375643,34.926171147029756,262.1863205147827,D,E,1
36-50,Veteran,Non-binary,E,C,E,6.569323744146,C,-67.08774750250986,C,37.39913841087535,100.32003012369061,-16.995377831847,C,C,1
65+,No,Non-binary,E,C,A,41.1502299219435,A,-110.44372695647155,C,201.765355457493,-59.86940225094982,82.67309530947611,C,D,0
36-50,Veteran,Female,E,D,B,93.52386346286494,C,51.74170437097181,A,-20.686724971677894,85.45711191559221,-78.60993280715111,E,D,0
36-50,Veteran,M,A,B,E,-24.721131359139367,A,-22.938657304487485,A,62.81146589560965,-32.01219097482854,116.75070581894025,D,E,0
18-25,Non-Veteran,Non-binary,E,D,D,95.63097782762752,D,-21.328306165652748,A,-96.74178215578277,-33.079860374057525,27.649528178389765,C,A,0
51-65,Veteran,Male,C,C,D,251.90391634255764,B,214.25240357480183,A,-26.940933540506705,241.80792576453075,-108.03989688403198,E,E,1
18-25,Non-Veteran,M,C,C,E,-137.24441881957057,A,110.57534651689063,E,99.5404717012706,-132.7697304742855,56.171990126104376,A,B,0
26-35,Veteran,F,B,E,A,-108.1839874631535,C,-122.81538285084889,A,6.472568179787895,-60.129294695840066,-106.3124629263472,B,E,1
51-65,Veteran,Male,C,A,B,-14.997207781491898,B,-74.64673620590237,E,-174.47335388724287,-66.71219396415859,156.55061470291187,C,D,1
18-25,No,F,D,B,C,-10.364689336903137,A,-54.636980904812894,A,-65.63245885004008,-98.43795284429221,-49.70727879100682,E,A,1
65+,No,M,B,C,E,119.30751824450529,B,114.53431361739848,D,-157.74271997136074,-36.186057058658655,36.49633207702668,E,A,1
51-65,No,Other,C,C,E,199.51364412646714,B,9.599300479396888,C,-9.228800581118024,-187.0458827264946,63.66095009586217,D,E,1
26-35,Veteran,Male,D,D,E,166.53658196131315,E,-109.82313106065236,C,35.092877149223625,-77.58240250394952,15.643391611549054,C,B,0
65+,Veteran,Male,E,E,C,-18.901558458263615,D,101.46457727278116,A,-28.485487907209944,57.916964177300834,48.08184787443097,B,B,1
65+,Veteran,Other,B,B,A,-82.02074042401114,E,130.93299057625467,C,-35.00173472403289,282.5878393748675,-7.295222340107217,B,D,1
36-50,Non-Veteran,Other,E,C,A,36.94782974190797,A,-44.62025065447136,E,-63.17976968395591,59.45350394128985,100.57947723472384,D,B,0
26-35,Veteran,Other,D,B,B,-178.80299695874706,E,-5.404203327059831,E,96.47298561328257,41.98183493429095,-187.8369009950895,C,A,1
36-50,Non-Veteran,Male,D,D,B,-58.970457418019336,B,155.6559357602638,D,-197.58182019811693,-133.29635536870953,-23.776092377608226,B,D,1
65+,No,M,C,C,C,-150.68148298941148,B,90.51541129969837,D,-167.64040022355258,-21.35110991628876,-117.80725473479032,E,C,0
51-65,Yes,Female,A,D,C,-9.491833827829243,D,-30.025775554476475,D,-121.24715999527496,-46.48357371039724,77.37310782108105,E,E,1
26-35,No,F,D,E,E,135.49160058404618,C,200.34296504901857,E,-0.21172744997256854,18.495160162125334,84.89137439532192,C,D,1
18-25,Yes,Female,D,C,E,-108.63919180771042,C,94.44123523322533,A,-7.171928391505905,9.10283610235515,118.35913264930188,B,D,1
51-65,Non-Veteran,Male,C,A,B,-154.8309426200783,C,75.5820349003689,A,277.7818428657019,52.747936104948224,107.55970068009617,D,E,1
18-25,Veteran,Male,D,A,E,14.32959854858723,B,-33.55392713212496,A,56.10114115943529,22.20954929433849,-16.424544062835984,E,A,1
65+,Veteran,M,E,C,B,181.65282152916248,A,33.802933626044286,E,-10.905831010873783,9.523811235229507,-70.87085570750477,C,E,1
36-50,No,Other,A,A,E,-65.25879908149521,C,153.84916998478565,C,-60.71881151744741,-137.05414156022556,38.75581276513346,D,B,0
65+,Veteran,Male,B,E,D,82.01235996749931,D,-156.3302930295909,D,63.41035299022199,-233.65169749779594,-43.908557602641956,B,E,0
51-65,Veteran,Non-binary,E,E,D,27.0699239657385,D,-147.99826081791488,C,52.16276683703553,29.921407619193207,134.79244869927965,A,B,0
65+,Veteran,Non-binary,A,B,C,1.8855073361263193,C,32.647223880759846,C,-56.01665237893309,182.26926415613102,-15.706347239480914,C,E,0
36-50,Veteran,F,B,A,E,-93.62582513542742,B,-107.38185087069196,E,3.6862680598420634,61.579186824821186,-253.13557887372747,D,A,0
36-50,Yes,Non-binary,E,B,C,-12.898122189303809,B,112.00858761203392,E,-23.847998431938443,-103.93787809104981,-131.9893731646961,C,C,0
18-25,No,M,D,C,C,-160.2972685986054,A,-124.00175648538637,D,147.70595099338678,260.0506177898156,105.53420229761147,D,B,0
26-35,Non-Veteran,Other,D,A,B,-60.78195010770988,D,85.42522038795039,E,113.82311203386183,-170.96941997033844,85.41110913709372,A,C,1
36-50,Veteran,Other,E,E,A,28.730285040433184,A,52.11607754707314,C,-157.1054700429725,-1.4438874225263882,-42.49521991502476,A,A,0
26-35,Non-Veteran,M,B,C,A,63.71778880388488,E,13.033941571269814,E,-76.74604322152024,20.12344450960591,168.0690917495219,D,A,1
18-25,Non-Veteran,Female,D,B,E,35.33046366794407,A,-36.26131183085361,B,276.427941192129,7.793762019039805,196.84636346204977,D,E,1
51-65,Yes,Non-binary,C,B,C,27.639865866677138,B,-56.57560397998533,C,16.315401727682076,57.88175585924673,20.681184212912346,D,E,1
18-25,Veteran,Female,D,B,B,9.612649494836834,D,115.53365600739328,D,-69.48277028942158,-24.235595122079427,-22.00769881983639,D,E,0
36-50,No,M,C,B,C,34.38945489333043,D,-64.8636779315704,C,41.38433113139862,-10.180577459084635,160.94838136348696,B,E,0
51-65,No,F,C,D,A,70.97979571393253,A,33.73588645818975,D,-47.11334905439824,156.54570455799652,128.7652984040835,D,C,0
18-25,No,Non-binary,C,B,C,35.61009154127678,B,-6.074140119246386,D,-99.92861104536698,-39.9764747987271,102.00348622812542,C,B,0
26-35,Veteran,F,A,E,B,-129.56474642178094,B,-132.27112099943724,C,141.52490888522152,-144.10314863887982,-44.27756434661026,A,B,0
51-65,Yes,Other,E,A,C,-68.49704717336736,E,100.19462063064184,A,160.38444154444772,20.784295330053208,-170.54488101421617,B,D,0
26-35,Veteran,Non-binary,A,D,C,92.19277988906485,B,71.3540091765914,E,-133.5036114680533,-51.387745706298816,-88.36752077832459,B,A,1
18-25,Veteran,Other,C,D,C,-145.176198132893,E,-17.1099561398874,B,178.66365650653418,179.68025622574942,-33.79765736708704,B,E,0
18-25,Yes,M,C,E,E,100.97642944398481,E,-85.16007334497318,E,-144.39996531071952,72.70832146558521,-85.12495283694011,B,D,0
26-35,Non-Veteran,Female,A,D,C,261.1792390288592,E,-50.837501811603126,E,160.87575541315576,-0.29011969344005645,46.33778314794847,B,D,1
65+,Veteran,Non-binary,D,C,E,-51.20380158373169,E,25.36266933694622,C,115.90030423341922,43.681295180267,75.10183687009456,D,B,1
26-35,No,Non-binary,C,A,A,69.7167918117433,B,5.427658362020343,E,115.28759345435094,43.99874138516775,-109.01509050541509,D,B,0
65+,No,Other,C,B,A,143.61130444323902,B,10.623442731120942,C,-119.15269262219586,-42.478548704730365,147.67191729700068,C,B,1
51-65,No,Non-binary,A,A,E,-21.837260212075613,B,51.66740738883577,A,-155.0645431876834,-35.98673140118528,46.740536954798,D,B,1
26-35,Non-Veteran,F,C,C,D,17.871398645419788,E,79.92659959457706,C,-197.7405984421339,14.961320355088208,-124.86655035203846,A,C,1
65+,Yes,Female,D,A,C,-212.82615569323028,B,76.48468109628963,C,62.893375302937685,68.3429563004932,-15.399408993162023,A,C,1
26-35,No,Non-binary,E,B,E,22.381138241661517,C,-143.49549360061692,B,-118.81386973028883,-30.01075025270388,-17.272580454418325,E,D,0
51-65,No,F,E,E,D,-33.417230755133964,B,120.791490029027,E,2.961994759842482,-168.33018588264673,-78.09647670152344,C,D,0
36-50,Yes,Non-binary,C,E,E,-60.18187842317657,D,-48.69937414742867,E,86.69097287544527,34.74958569417078,-94.13026010904959,A,C,0
65+,No,M,A,A,C,70.74132332268735,A,6.831592742870836,B,-69.2260702585909,-19.06900149391875,-0.6989314056265068,E,A,0
51-65,Non-Veteran,Male,A,A,E,19.1320909852042,E,163.17886076777563,E,20.249423067668676,147.33177397182934,97.52246649866446,C,C,0
26-35,Veteran,F,E,C,C,269.8273880159122,A,-84.5473608338587,E,25.595865467651237,43.07372155375388,8.546809554344938,B,E,1
65+,Yes,Other,E,E,A,-135.36190712841082,E,-14.443151097001358,E,0.5906589151274858,-61.11566795313027,-45.76080675954821,C,A,1
65+,No,Male,D,A,A,165.03040799301857,C,168.86217174386528,E,-136.54523879704323,53.38829004669561,-87.75414603831207,D,E,0
36-50,Veteran,Other,D,D,C,-71.90348202870783,A,1.87159270755375,D,186.69145127096348,105.61465697154892,-65.26872565777863,C,D,1
18-25,Non-Veteran,F,A,B,E,61.51841580170591,B,17.669980442328455,D,-131.35043462991501,124.93330768856801,165.1843982613935,E,C,1
18-25,Veteran,Non-binary,B,D,B,-11.283699248062524,C,-42.542386044568424,E,-88.91852330354307,75.60814039388993,56.72557145587367,A,E,1
26-35,Veteran,F,C,C,A,-19.406843374268053,B,116.21491949715185,D,-340.5305417420071,28.760574017634415,-38.59245398242409,A,B,0
36-50,No,M,A,A,C,-32.175310922151326,C,15.588988787410903,B,-140.10239061715737,177.49470975083105,104.8657480311187,B,C,0
26-35,Non-Veteran,F,A,E,C,43.55862935177974,A,-70.87889853458572,A,-141.30529515283615,-73.07292158001513,59.12314987315143,C,E,1
36-50,No,Female,A,B,E,-21.02877305016358,C,23.33897458400266,C,-40.02107302315372,110.42841345484133,102.85559086953364,A,D,1
65+,Yes,Male,A,C,A,170.25777101134267,A,-82.09154744527252,D,-210.9464430687212,-69.7600214712297,39.190336255124976,A,A,1
51-65,Yes,Male,C,D,E,179.94805272629952,D,9.121464662607853,D,168.34487282328203,105.43395916529346,56.313292522927526,D,E,1
18-25,Yes,M,D,B,A,90.45876379287704,B,-46.64354843178595,C,29.44169918014271,-32.07500025602373,-41.13847617714823,D,A,1
65+,No,Male,A,C,B,55.97957485407466,B,7.407014283139847,B,56.509627570328306,-113.65168485104142,-164.49302137704058,B,E,0
65+,No,Male,C,B,C,-100.81027920377146,A,-28.832918097600075,C,132.41307137000152,117.45250079572365,-11.419211230261043,A,D,0
26-35,Veteran,M,D,A,E,-3.4884820899488496,C,43.82090534486581,D,106.3748776432142,-60.70943732919508,-23.235623944479133,A,A,0
65+,Veteran,Non-binary,E,B,A,-119.06379771693443,C,-26.533692283961113,A,-103.18559008585508,5.423427565184489,-50.97821667500951,D,B,1
36-50,Veteran,Other,D,C,B,-0.0881333341578644,C,-137.22865484495355,E,42.60808400028583,95.3058096899679,195.51956643400445,D,A,1
51-65,Non-Veteran,F,D,E,E,-12.122865094159922,A,124.73155877948234,D,19.88124794187451,-82.07054961656792,74.30232156502655,E,A,1
18-25,No,Non-binary,B,E,C,-6.389701389852505,E,27.7379305468981,C,80.99690137203378,62.88120803166123,30.986044342496584,C,E,1
26-35,No,Other,E,B,C,-236.9555275049779,E,-133.89116320121124,E,-85.47944952448057,135.17705897270767,-157.5954605243783,E,D,0
51-65,No,Female,D,A,B,-80.5876666592156,C,-82.39729495510079,D,-116.10360533072037,-34.36737997918647,3.9608548448733445,B,B,0
26-35,Veteran,Non-binary,C,E,B,-11.81627547940959,B,-17.420076858753646,A,-36.71698206381476,-39.60785368943559,-39.89506021995682,A,E,1
26-35,Yes,Non-binary,E,D,D,103.60130438907127,E,-113.74672574503444,D,-390.2609468363326,-103.32104149592196,42.183948107531016,E,A,1
36-50,No,Male,B,E,E,168.63090031562018,C,44.571524601853966,E,69.86639806886775,-13.557408170247125,-70.99166905854868,A,C,1
26-35,Non-Veteran,Other,A,D,E,-126.48297525114947,D,-56.65535040390148,D,45.97416920432602,83.55398453959451,87.47310655312344,E,A,0
51-65,No,Other,D,E,A,195.20112113242755,E,42.91042156938812,B,31.289760697015943,-25.407524854135293,95.79896384587038,B,D,1
51-65,No,F,A,B,E,-109.03512862948726,B,-72.04658715132383,E,67.64379896942518,-39.9246361084468,16.18805387395454,D,C,1
51-65,No,Male,A,C,C,73.282598928053,C,31.186814958588894,A,86.70619211224087,-143.40273881745406,99.01369004129131,C,A,0
51-65,Yes,Non-binary,A,D,B,67.87974279092643,A,74.34518491029188,B,60.795390490057834,-107.009532013025,96.62205469935537,A,C,0
65+,Yes,Other,C,A,E,-28.672223466404944,E,-94.89414523693297,C,147.88987465864884,-46.770397940518414,87.48868364945946,B,B,1
18-25,No,Other,D,A,D,46.71595462161041,D,-60.452029608397936,B,129.14817047303617,-4.922557438101861,68.02435071623746,A,D,1
36-50,Yes,Non-binary,C,B,E,-12.553197834113986,B,253.29392505971015,D,-144.06598730420404,84.15535283706481,-39.256888009225165,A,D,0
18-25,Non-Veteran,Female,A,D,C,12.631254758102974,D,-29.022954424440567,E,-19.640965667880252,-188.8223967116501,151.02719344841327,E,C,1
65+,Veteran,F,B,C,D,-22.075114488222784,B,145.8577888328832,E,-20.59105702831354,7.407735082253761,18.22503123178701,E,C,0
26-35,Non-Veteran,M,B,E,E,-234.49892805547478,C,-7.381483779917083,A,-52.48219502094975,-18.097410450800602,161.83422846121638,E,D,1
65+,Veteran,Non-binary,D,E,D,-109.02094241824405,C,52.71797855427798,A,41.284453419415314,-71.18251632504264,-70.05354666558344,A,B,1
18-25,No,Other,D,A,A,35.02787935262944,B,-35.77461880348184,D,-229.790019258559,0.6287588827491477,1.6337309912754772,C,D,1
18-25,No,Non-binary,B,C,A,46.67709801529049,B,-67.02873964764295,C,-110.16965997712254,185.5218018019818,286.89576099946214,A,E,0
26-35,No,M,B,D,A,-86.13641058940752,D,197.1939980035699,C,-0.559114414764216,-239.00230742075945,24.48755701902061,C,B,0
65+,Yes,F,A,C,B,-57.882256963358316,E,-38.615259890921685,D,-38.21086335452809,89.61602867694708,-68.94724608521882,B,A,1
18-25,Yes,Other,E,E,D,-118.19524006431155,B,28.726792671354556,B,44.3077553579977,2.4074315016939676,-141.45171547507968,A,B,1
51-65,Veteran,F,D,D,D,131.4149373218138,D,23.976428843452812,C,39.18108478487291,102.98125896092701,-6.268155962372633,B,B,1
51-65,No,F,A,E,E,-151.3150340616322,C,-62.705988040811725,C,-129.82667867426437,32.99732830983902,-140.53836504711126,D,E,0
51-65,Yes,M,D,A,B,189.71773025112302,C,0.4382003450783786,A,1.2382854946364827,171.72020043908608,47.151888812126366,B,E,1
18-25,Yes,Male,D,B,D,67.13427057609123,A,122.585969444721,E,123.49705243840661,-238.32739965383337,29.91502325791151,A,A,1
26-35,Non-Veteran,Female,A,B,D,133.60654832102477,E,74.8241001466743,C,126.59960856824127,-3.9967316993730546,86.5734706700309,D,B,0
26-35,Veteran,Male,E,A,D,24.617861856121138,B,45.21323735901662,D,-112.32958939893072,40.97414158944012,13.18384171107723,B,A,1
65+,No,Female,A,D,D,69.9301001845145,B,-5.771600034997945,D,90.36401016980001,-64.1190796329699,168.8122482719399,B,E,0
26-35,Non-Veteran,Male,D,C,A,86.55211877941178,E,119.90928384991994,D,138.86937179341126,103.22047071172892,14.392233007042663,D,B,0
51-65,Yes,Non-binary,D,C,A,68.03533527291877,C,6.182313343929296,E,-98.91971358611924,-38.99506641075924,54.60219340496684,A,E,0
18-25,No,Non-binary,C,A,C,60.06015980769518,A,55.93486594219558,E,-88.97839078640888,74.76566891190248,-90.06810597800113,D,B,0
18-25,Yes,Other,B,B,D,45.31686575518039,D,113.04085946913398,A,99.43668075825029,-45.101432977398254,113.9488473755114,B,B,1
51-65,Yes,Non-binary,C,A,B,132.96074704977804,A,88.10788824279146,E,88.88314159330235,-56.34152235641291,35.34863501986604,D,D,0
51-65,Non-Veteran,Non-binary,C,A,B,-83.57118110256837,A,4.405288020505991,A,-32.21105918080177,-8.807786167730724,-211.60269685040012,D,B,1
26-35,No,F,B,C,D,33.42141189742354,B,-134.58404058911725,B,6.391285512166234,113.55746684177106,-16.896392652625654,C,D,1
51-65,Non-Veteran,Male,D,D,A,-13.908695262279014,A,129.67366522663283,E,-144.006850376248,82.8993510639952,-43.38933923762255,E,A,1
51-65,No,Male,B,A,E,-24.691375550065477,B,-11.974565455429948,E,164.6738877787868,105.81293640124537,81.88773114850117,D,A,0
51-65,Veteran,Male,A,B,D,26.09378267389799,C,-18.343840194591362,A,-7.90805650713725,-24.24019302197906,20.83802575880455,C,B,0
51-65,Yes,Other,A,A,E,-19.6737258632087,A,12.861967677039116,B,80.06655562951326,-44.91449345937525,35.18817768317536,B,E,0
