civil_status,AgeGroup,anos,veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Single,26-35,72,No,25.635572015031926,59.280909195642195,-37.58813901421261,-17.182175541066613,A,-33.050148766191064,21.682748036604487,A,128.93230080435538,1
Married,36-50,22,Non-Veteran,90.52910273848312,98.50907726711368,-103.8475418913586,115.86212561053495,E,60.308292467331704,-135.61647298126258,C,17.71443333139231,1
Divorced,36-50,27,Non-Veteran,-57.445369353190735,-22.3683505959557,15.409060581470966,233.52237470806685,C,-152.08149709201606,8.104099103110775,D,43.09141435926864,1
Divorced,51-65,46,Non-Veteran,82.26655135726504,-60.58689464732808,-14.641198436864705,-146.4819572313076,B,-34.42466001713414,108.54196789938517,D,-12.751929151435256,0
Married,36-50,38,Non-Veteran,66.631768153308,-140.69087750622376,130.60310711357283,62.36196682219896,A,12.276663412512601,336.3675192643766,D,10.42029472960798,1
Married,65+,67,Yes,-156.48457076019076,78.90351938870076,-26.731595638559785,-104.46104306631298,E,51.719771959887936,115.78036755124765,D,-94.61054593569763,1
Divorced,18-25,59,Non-Veteran,-196.90455187230944,-63.16649195506082,87.52100727468142,204.5580946252072,C,-206.55426395791218,-28.265327190485984,C,142.67046405678465,1
Divorced,51-65,41,No,96.74006222851496,44.42173257447376,27.579845414217495,45.149523025057555,B,81.8323449728495,148.13474453340757,A,110.05969005301365,1
Widowed,65+,38,Non-Veteran,-63.42974430260539,120.03172293994287,103.6580003980244,-142.78390718503766,E,54.27676235483448,-139.86878057387872,A,77.808489043526,0
Single,51-65,59,No,-56.03446304940978,-277.1209685648784,-22.967188719682365,-115.59945788766302,B,-25.54766912083743,-14.198602679542374,A,-73.97344785837642,1
Single,65+,58,No,99.6263521403565,-43.023670655858396,-61.72305067455186,137.6710354912477,C,-137.24234999217174,211.2194830648352,B,-22.53917114573383,1
Divorced,36-50,61,No,14.365105182689963,107.83199776606607,-14.181078656260123,122.96194786004506,A,-21.001468673453346,-7.825121252936896,D,-50.271135779331146,0
Married,51-65,70,No,81.64449846721263,89.45206233805703,102.50484977385295,58.25217715541021,D,-97.54040038401112,33.18970673730271,D,61.576307268460326,1
Married,36-50,30,No,-168.6258735081358,-224.18867156615505,140.41820493557802,57.98295835969501,E,32.68628511444201,63.78745180342927,D,-63.661315149832475,1
Widowed,36-50,59,No,-14.756687594469936,-43.765904245968464,4.908515619216812,-24.909052880909712,C,-48.73587069854687,-70.68117612286015,D,-5.76496783717824,1
Married,65+,23,Veteran,-246.40733546359766,85.34996155318463,11.520844220833967,-19.29305624808892,A,0.9529567798166247,3.7750395223300997,E,50.20062815020368,1
Married,51-65,40,Veteran,-11.118362030114042,18.49201611888381,233.54828852118152,-85.38797001642877,A,187.2506986848502,68.66753381444722,C,76.46076932904403,1
Widowed,26-35,46,No,67.62435557688126,-136.53233598419698,18.116408652091494,-24.59273054646641,A,116.00451552768571,147.94720276667857,A,49.70925490418796,1
Divorced,26-35,50,Non-Veteran,94.37868473747082,8.432315210872938,-22.815207572636723,119.67825423595424,E,18.59338161007979,-18.95088032307618,D,56.92976305257211,1
Single,36-50,35,Yes,-66.0674847815807,59.07822187509133,31.882600829387275,78.7805472293483,B,107.49285084098506,-169.17749954602326,A,-232.78617616559876,1
Widowed,26-35,40,Veteran,81.66723697934889,-9.307845006413284,-40.450269995257685,103.7727911045177,E,-54.511108642579664,-165.80513198649308,D,-122.33735080906636,0
Divorced,18-25,33,Non-Veteran,63.62537451615316,-136.49667149916905,67.59766941394662,20.55782831918871,B,166.84838830571073,25.59367371289299,C,-298.3587815910788,0
Single,18-25,45,Yes,-118.43572511562417,-105.99224708450579,-15.8869446361832,-205.84601637997065,C,2.949055681025632,-170.57333106774522,B,-41.67793045129238,1
Married,18-25,42,Non-Veteran,-34.82625884286374,-26.787078460568264,46.19550783599418,130.62747997543795,D,31.21450857682509,24.666116284101548,D,158.08293890604102,1
Single,26-35,32,No,72.87518474581307,-55.319193127005576,-43.476951263125876,102.75622149893226,D,112.028882866477,140.94707434913127,B,-100.48712955544399,1
Widowed,65+,66,Yes,8.32579005472471,-27.984130041303917,80.64070750487595,28.054627981958475,B,-101.62803108590988,-3.269076252622648,B,-153.44570785556652,0
Single,65+,57,Non-Veteran,48.500960709148764,12.846880575874897,75.99693463870436,-104.91371477049938,E,-87.06824990534743,41.31616258814535,D,-67.34010398665231,0
Divorced,65+,26,Non-Veteran,-30.005156260968533,-182.24579139575619,5.245737445743441,36.547719470771675,E,-75.12451839295949,-17.475084457884645,B,-108.042260770245,1
Married,65+,48,No,134.06390562190262,310.18348191326066,-14.245238117671002,-34.143016861723275,B,-55.88406470733579,-76.1523931825468,D,107.19631395966785,0
Single,51-65,40,Yes,-216.1442407986603,80.68735567316138,-211.82868962467919,-53.918360584653136,B,181.3743189659475,-47.81563014829129,E,54.56555046739143,0
Single,18-25,74,Non-Veteran,79.07497779858097,47.59361609070754,-119.59546267454726,67.38296672343536,D,-176.78426059402494,75.29656590793795,C,18.63392178423997,0
Married,51-65,69,No,231.2144621293084,69.77316821269123,53.73979243739342,-95.2141929523566,D,36.66409085166277,72.91060750525659,B,94.7912930275033,0
Married,36-50,28,Veteran,-56.60553123072021,98.78701106003037,69.38031699067523,-12.943349156096842,B,51.16178154400109,2.0702723526655356,D,-96.80992317025236,1
Divorced,51-65,54,Yes,-0.23550776144786686,-54.8604519541724,25.220844455266118,98.16316393855892,C,-16.762389752299313,-133.80553577559618,D,83.5527123979869,1
Divorced,65+,42,Veteran,25.715794813040137,-34.0607046665644,79.30457526058647,38.227801432212345,D,-137.5004736912841,11.501759169155829,D,134.4792562918238,1
Married,18-25,61,No,-37.79518651955524,-53.16256815149355,-1.96875742699558,70.16426804242239,A,42.895638032821886,71.57189975399935,E,90.94181977766712,0
Married,18-25,56,Veteran,-68.84289000908863,154.95399869767738,96.94271007950843,-66.58110592985079,E,58.47171322018242,60.538692588211305,B,28.327085277989344,1
Widowed,65+,55,Veteran,-61.60925541706881,-88.04988996973067,-173.20720577407832,-34.238252458638065,E,49.906267932114424,57.055659287123625,B,-13.33145898519083,0
Widowed,51-65,55,Veteran,43.13410467582349,-75.9107720636951,112.34229036189667,-133.72688855894236,D,23.855930739726862,-67.84327560918206,B,-109.77972199796436,0
Single,26-35,44,Yes,39.83087704306433,134.4204221506024,41.93822840075869,-0.3087400740992501,D,12.158836478039747,-67.56427401822685,C,37.74366603529026,1
Widowed,26-35,79,No,-184.76300778238183,145.96523324704208,-23.281105784989148,-38.16385799211609,D,-46.281316814995776,72.08078927651648,C,-134.5163126547611,0
Married,26-35,71,No,-77.49660389290132,-49.101055433263845,88.17712491672438,-120.59776228012376,B,75.07727640493027,-6.874940070628867,B,-70.95619264251344,1
Single,65+,52,Veteran,-33.292039396697746,24.3835788841321,-101.61166343148386,-176.063480985948,E,-100.2080986499819,115.49058590322925,B,-127.59797358418416,1
Single,18-25,61,Veteran,151.53758294457108,-45.1354976274864,65.45924199530896,110.728308342596,A,-28.07382715631131,95.93762450121869,B,48.0534156911071,1
Divorced,18-25,69,Yes,-38.722191274495266,59.11990850670017,97.31170633654395,153.2801892373546,C,10.877429803589912,40.95105773023251,A,-21.516952633353334,1
Divorced,18-25,21,Non-Veteran,-71.10000766018011,311.22771268486844,-23.93342851609715,-12.123199611679993,C,-297.1677043219485,103.43231506439989,E,-56.00409902364053,0
Married,51-65,31,Veteran,31.013302377346978,81.6347597059692,137.07922037302444,257.1725791922952,D,30.959069850194126,-11.235581658004481,E,-10.660417185994918,1
Divorced,36-50,38,Yes,-86.869188939391,-189.69272417232648,-6.73972115392558,-9.926352869026372,C,42.367025341043096,-79.16682710635268,A,189.38053752598992,1
Married,65+,28,No,-2.3964338274548447,154.32132185934822,187.18304532299274,-25.516388060865854,A,-59.143440662206515,132.63823808100503,B,-131.26041344953185,1
Widowed,26-35,42,Yes,4.862421618514379,73.27871864695894,-61.49866434832912,-17.297227994309125,D,-83.1825271125946,-81.05689588215756,E,21.30646105165507,0
Single,18-25,18,No,-144.21092233106293,-43.09465867179084,149.37954355318416,-7.293738254854533,A,-4.263416698998134,-98.96993396838431,B,-40.88896944770462,0
Married,36-50,20,Non-Veteran,3.4969122316621553,95.01512022932643,114.808041488231,-71.85191814073545,C,52.20406354855286,-138.20302445329148,D,88.2994286372339,1
Single,26-35,70,Veteran,-31.97318820560492,-68.91309220613391,-88.33449179908749,-13.764846408143908,E,-67.54367299474572,-134.10266916907935,B,58.37717751792751,1
Single,26-35,31,No,43.190341151455705,-36.52039255648536,-7.78504551407882,60.72180468744715,A,-63.618015839417666,-5.611197071231889,E,122.84678432650405,1
Divorced,26-35,75,Non-Veteran,91.7183910856264,-176.9059423451561,-59.138049253055904,-107.58473522592347,D,82.38047403191862,-231.20019158524408,A,9.253229600057484,0
Divorced,26-35,78,Yes,-81.32987104061333,136.7643413247112,117.27238828199908,118.77053992762576,B,77.786469467968,82.24035203696498,A,59.42576175864603,1
Single,51-65,65,No,-137.7967489918478,-137.06913665538775,-155.0917287255757,15.857246304873218,D,77.87948241844126,81.49812594120186,D,53.39023043311324,0
Widowed,18-25,54,Veteran,-109.24565796778138,15.235693871104464,48.15218086953193,153.13357213387724,C,65.53966357405116,-74.02935468720425,D,123.02048384948408,1
Widowed,26-35,26,Veteran,-102.39763587832907,177.71677781894894,-95.21357372070989,15.821368019704831,E,-176.6086964260227,-11.414331541049688,B,-56.4975424076699,1
Married,26-35,73,Yes,236.4040641271208,52.95545153237368,3.1303947936727563,38.776072925455644,A,45.00224636777587,-54.4735249071709,B,80.70135521209755,1
Single,18-25,45,Non-Veteran,-95.03027724616115,137.6727373942351,150.0820236788171,-196.2228136318808,B,78.13225630095486,45.44770098656786,B,-5.98270645967335,1
Widowed,26-35,57,No,51.74254876530841,-2.8472912866703424,-73.56419131910556,69.45975451384031,E,4.493085383198422,-76.26868047840276,A,-69.74665396158015,1
Married,18-25,77,Non-Veteran,-24.014964080007843,-13.568674809138084,-130.07217988068697,-17.525061582249638,D,118.50818034347253,34.97709943553042,A,-151.14642678890937,0
Divorced,18-25,19,Non-Veteran,-108.55546891558112,-29.137239908526784,185.49116529870088,101.12153840720902,C,-55.00397175340618,-93.0004541589165,C,-183.21125584658122,0
Divorced,26-35,57,No,-21.044724080920794,159.22627324235836,-23.800742505776775,-77.0879813604217,D,234.4755500904698,-131.62351844046395,B,-86.64311339786147,0
Single,65+,64,Non-Veteran,-49.91388884345637,159.85321569443295,96.7069940289324,187.62201637050927,E,-145.89364031056317,-97.58781453847034,A,53.3236565468727,0
Widowed,26-35,37,Veteran,-8.056150080756044,-89.0467799999454,-80.1723521388223,63.75078179083231,A,-131.15314693962873,53.79088898972445,A,-91.97787864212171,0
Married,26-35,48,No,-124.02644166140699,-28.293892378406554,-34.695204417720916,144.85305214696112,A,-44.121002097803576,-106.8210745072572,C,-75.34422631392333,1
Married,18-25,50,Veteran,-34.16711691851297,-11.433070471308683,-39.44943092667821,-78.27375785307959,A,-40.877789956013565,-8.07012861269419,C,-72.67161652692114,0
Married,65+,72,Veteran,-137.57262985054658,-52.80543603932891,100.46149119978554,63.76702126133848,D,136.70772239130483,-117.55121908295041,B,26.05295634830159,1
Widowed,26-35,58,Yes,-79.66768767440566,142.16637792852447,77.5498978613963,17.11835411137442,B,75.47076030683024,17.456830689607415,E,61.60313160028019,1
Widowed,18-25,76,No,-144.16783575977877,-65.63725296267431,-141.31283148940747,32.781193635096926,B,-41.74262994482656,-142.0324035048748,D,-240.12380539618704,1
Widowed,36-50,64,Non-Veteran,-80.39151149472661,32.64640406245645,-43.22926803016841,-44.185250759285374,B,-141.3709390714234,54.001324512145196,E,-29.323266070521655,0
Single,36-50,69,Yes,-128.93957510424303,-22.101951289458793,142.99474294060946,87.5679118689772,A,165.26608292911882,-69.47411154424671,B,87.47375701172567,0
Single,18-25,79,No,-98.22139843731541,87.00569934544258,-64.06384475142917,57.62827837300099,D,-120.12232781260413,-68.63080869413425,C,63.67637621604138,1
Single,26-35,65,Non-Veteran,119.01428479606422,-59.020567599322824,164.25548418821404,-106.60146216635596,E,72.62104121803546,215.68579667671247,D,134.59171429449853,0
Single,26-35,62,Veteran,61.21431375917956,-243.90701553360068,62.955733712399066,-48.43003887746389,D,115.50690513776432,12.572387189191254,B,-59.73075565302843,0
Married,36-50,26,No,-97.65283666704275,-0.0009509475753141478,37.975736312962795,124.99421639039699,D,57.014561665952,-44.253621471236535,A,25.371210716686782,0
Single,51-65,40,Yes,-53.35728634093897,-39.82311265813375,74.61832830644367,15.26776739314301,A,-21.575781970804623,-32.55051132090957,C,-35.96669539020099,0
Widowed,26-35,24,No,-53.86918539683805,170.3395864065737,151.77235881878363,-0.39140523292513685,C,-75.35133595577986,-82.38542559604524,C,-31.70118273029201,1
Single,36-50,41,Veteran,111.2013645837541,-93.62146539646213,170.4965024378373,-14.333222860253041,A,358.61804570814735,-51.9424303834143,B,101.87732836978176,1
Divorced,51-65,24,Veteran,11.127429529965942,-72.3179414415263,94.3804925069711,-52.19996573210618,B,55.94663716761843,138.1696592755187,B,-41.41159800485896,0
Single,65+,67,Yes,-289.4405079528753,47.737318431943315,25.32183817309391,-142.76594506526197,D,1.8083191525041447,-57.30751462766861,C,81.5825593233353,1
Widowed,26-35,49,Yes,-101.51238449607973,-162.1534475153415,-224.51370277635064,222.0520253244739,A,88.63647468408664,39.508024131013585,A,57.63224225634885,0
Widowed,51-65,48,No,111.04241693851347,-11.64580290354675,-152.02693987864677,-7.76325368811647,B,-33.96405796783767,-37.77763196329901,D,-169.4933256913282,0
Single,36-50,55,Non-Veteran,126.78308249482542,60.40013148054152,32.19919761111593,-23.741269986737148,B,25.969971200621938,36.93212684217053,C,60.09770645549428,1
Widowed,36-50,44,Yes,96.6466687672405,-40.74796613875001,-24.189689580463302,-11.638179375654822,D,-172.84200726042957,116.03367204553436,C,20.565715112298836,0
Single,18-25,77,Yes,79.83964124021136,70.69646472417065,80.08567180665538,-101.28207015784128,A,113.28103959809886,113.95196416755304,E,108.33637401612928,0
Single,36-50,55,Yes,76.4859177615787,47.38907082326029,42.8205857256064,55.09855918322102,D,-85.35458098600758,20.826908052221,A,125.23923949700895,0
Divorced,65+,24,Yes,24.000060471749908,-101.10380334628044,-134.2653242850687,8.30534562375498,C,-104.05689730595094,34.47528340559625,A,-16.88630732139409,0
Widowed,26-35,47,No,14.178101765175713,2.7937037233939543,-143.58719781532733,-151.4969687312183,D,157.44572158097927,84.8204039124316,C,146.26347097276908,0
Single,36-50,30,Yes,39.200261823544665,-174.07278842224474,23.379805737997586,33.38482272113428,A,-138.6072429849424,59.60792034054656,A,-55.2455030583873,0
Widowed,18-25,37,Non-Veteran,-31.58683844664915,35.8934391311046,-59.94322762220307,106.29195285067001,E,-111.92556354631584,43.398464946930815,C,41.72405266540467,0
Widowed,51-65,74,No,30.885026021709916,66.8969923149972,0.7832073090486262,82.58964095703969,A,52.07144088084089,161.53908125538857,C,6.474826956900199,0
Divorced,65+,20,Veteran,174.6347999421349,-6.9431532328304835,-113.16200603055225,140.767641660379,D,-6.277917108132501,40.73696492766688,C,-104.75481677482495,0
Single,18-25,74,Non-Veteran,99.01596360206969,-233.7901383755095,131.42436524308118,-36.78640176527921,D,-61.84140197144926,57.10976632967345,C,5.417811311563745,0
Divorced,36-50,76,No,127.25246783700246,104.60782147986384,-181.36769547614645,-200.89114058213977,A,-25.891125064104862,159.54229047712732,C,-106.87916242742546,1
Divorced,65+,66,Yes,-38.80908617002801,-37.55844783429624,60.22348687945678,35.20734928849154,A,-96.81714174853323,-54.265058801135254,A,-42.660125261363,0
Married,51-65,26,Non-Veteran,-7.057299851135173,-144.50258158729542,-39.2108751567947,-125.00950063822648,D,-107.86894113395932,-12.314652259229176,E,13.63127409034223,0
Married,51-65,37,Yes,-76.47339481399682,79.46330086870563,-160.96246092512078,-126.52812213856856,E,78.93933763028087,-38.93596392018578,A,-68.44488718557461,1
Widowed,36-50,31,Veteran,111.02787401852999,87.85395125191204,63.843877600468204,156.72321135859792,A,86.12019150083816,-52.61781861661677,C,65.96195474403248,1
Divorced,51-65,27,No,-97.25445755241863,63.07981347455035,-136.65546070808068,116.33499291748642,E,-196.21689632496734,128.05871019242622,D,262.7602910373461,0
Single,65+,28,No,-86.97308434182001,129.0546946421519,-112.55519454940568,43.365701525171445,D,39.128391052136244,-5.078473762938578,E,-154.45299487065827,0
Single,65+,37,No,-6.811591428026888,100.01415150428863,-177.19554181436348,13.193134939054127,A,129.45483881568438,135.34147486402895,A,64.85668184016689,1
Single,26-35,57,Veteran,50.46996637939613,17.83264584056318,-168.8685502139434,-107.66738045080095,B,12.347001108550907,5.336421524951801,D,-8.270293856781013,1
Single,18-25,58,Yes,153.50685783106746,-5.045890743416962,-78.51469710115259,42.52822562807754,E,61.7448340767618,41.619811117074335,B,-10.903649112066581,1
Divorced,65+,52,Non-Veteran,-52.0358085842232,-108.7805665854123,18.55151723302218,-168.2957923364288,E,62.244235900122604,43.934332772999376,A,-70.47748261657954,1
Single,65+,32,No,-103.072738113475,136.83834582175308,-12.78635467533314,-137.66509222782497,C,118.34081852798246,-61.418924543133414,B,40.88448385449479,1
Widowed,18-25,46,Yes,-11.509436746581416,-120.30424872450946,7.612231569513462,171.47710868034866,E,-141.08501893092017,-52.766881478796826,C,-44.342548143567846,0
Widowed,65+,79,No,42.000599983623395,84.59913234194671,100.46176373602094,-53.34393793103146,C,-148.10432872953945,-14.559257312861822,A,104.28204109262333,0
Single,65+,79,Non-Veteran,-112.3544093598522,132.3475306515558,-278.8111285095134,55.538316787722366,A,-128.1997062539046,237.5940464280626,B,-38.474890684987166,0
Divorced,51-65,47,No,52.998880878206776,-15.491685460094493,9.574112573923198,-98.92955735023918,A,11.96872505734992,-7.56033200844779,A,-8.15399208112306,1
Single,26-35,58,Veteran,-112.46709846190504,22.818719130008873,-33.85935269172594,22.890611496701123,A,7.364674938759738,54.61006700261512,C,42.10763911896348,1
Divorced,18-25,78,Veteran,-193.34902987197125,-95.77064242684263,-116.67450796722436,-93.83440399336168,E,-14.6257529893659,10.496113948144606,D,303.43418282058076,1
Divorced,51-65,55,Yes,-83.1320115245047,-147.20613120735638,-130.56922048830043,-8.123652120682987,E,-24.533685881936286,-56.51179607747513,D,-50.1786643972391,1
Widowed,26-35,69,Veteran,-157.0895326661828,69.65999869435642,148.77733673430785,-63.98144041518194,E,38.14336636207975,53.66122634777849,C,53.30306068029786,0
Widowed,51-65,71,Non-Veteran,58.9228334420673,107.69461814073028,-63.408786666784735,4.330322971918882,B,116.79752383564599,8.989325412504275,C,144.97254187319106,1
Divorced,26-35,57,Non-Veteran,-102.5948774642936,188.12165722038014,-105.74519149357458,-77.59324184657567,E,-113.16807678125443,-20.160207497455385,D,-13.044880474631547,1
Widowed,26-35,37,Veteran,11.13448075777641,4.188185865135673,-62.77913815322845,2.861863673169497,C,26.67324208863772,37.26409242911376,A,-42.710038363762784,1
Widowed,18-25,50,No,117.21062759036889,236.4089528078887,26.78531175012273,157.70664886115188,D,11.485124701957178,-75.44500606329397,D,-21.051816972760186,1
Widowed,26-35,19,Yes,-41.828832814099584,38.54593708612815,77.29451284720511,-52.48014444029162,E,52.09271504042786,-66.86992887447553,E,60.70329997204813,0
Divorced,18-25,54,Veteran,-33.998138497293354,13.65916000552992,-1.8354751017529432,103.58564236315728,A,-62.723690838343636,-104.0426854374456,E,76.81089951967341,1
Married,36-50,74,No,14.959986035360867,180.11803221918748,6.111834124689825,60.41832648613419,B,129.22138350558393,99.89171155825161,D,-101.10404177394791,0
Widowed,65+,56,Veteran,57.16870013641013,-60.846129260232395,159.95536216045275,62.596707411427,A,5.901889118397662,-6.156057765539122,A,33.5431939730409,1
Divorced,65+,35,No,-5.529269768845787,-60.55201091248358,33.1523232994701,56.065925510511846,B,-53.725728268125614,-57.278154160886466,C,0.8438075451044715,0
Single,51-65,40,Veteran,-88.92677220632419,-50.06823624088278,1.7382282358946448,22.211864180429934,E,0.3087445666369985,-81.63604238836109,C,18.08066156485177,1
Widowed,18-25,72,No,3.5065607848517866,-68.50714632383891,-127.51536258798055,119.8591773169583,A,198.68634167036177,-28.657391462365965,C,-111.69503226745296,1
Divorced,65+,34,Yes,-63.41803094474802,-40.15957817732264,130.39991807589755,4.459091342307307,D,81.87306749934966,-109.39985401166079,C,-153.74917656798917,1
Single,18-25,48,Non-Veteran,-46.96775105608438,-65.51256225165531,-10.538745113630107,-25.361918112393695,D,54.19081544365246,-32.36248950626397,D,-2.491503421157929,1
Divorced,51-65,61,Yes,38.19949402363582,161.78496738682213,-56.79214001405939,-97.80710739745196,A,91.21135065342627,68.79679530463714,E,96.07076929614855,1
Widowed,36-50,56,Yes,-46.77074009458973,205.87496228907037,1.9669609343776147,93.55280965421962,D,24.046403841451568,0.5991269746810592,A,-186.90852712249458,0
Divorced,18-25,41,Non-Veteran,-45.31225376092118,-14.331437919881317,-32.06862690853957,-65.0182306631165,B,-3.3802106326379775,-51.26771390123515,A,-149.9559684728445,0
Married,26-35,71,Veteran,-60.86467861207303,-136.55729154645084,-65.2510734977512,24.45522658812913,E,-121.24572785311865,60.915854473450814,C,17.532746327011143,1
Married,36-50,66,No,117.51689226391694,22.45138788119937,7.688103781377248,-154.73211033144548,B,100.77522216414778,65.59710755464839,C,29.717200083307354,1
Divorced,36-50,76,Non-Veteran,117.37448135058055,-166.31512663260835,-126.79399429931064,-98.75555205457445,E,-10.109802152122827,74.33243461062067,D,137.86476366060904,0
Married,26-35,72,Non-Veteran,105.08030611818906,-120.20305073537725,93.95645796935781,-35.45947160975436,A,17.993380868986762,-42.093122801865526,B,-106.97682920084301,1
Single,26-35,56,Yes,110.51542301955695,58.4188731503394,-69.80637238954306,59.93832822908838,C,-24.665185839086455,94.80966499839812,C,-3.6151888716320912,1
Married,51-65,39,Yes,34.66617296368607,28.914041887781885,-181.26760572974854,48.19785115920938,E,8.431020601509815,39.803389549440126,D,-148.8255949706399,0
Divorced,36-50,73,Yes,-41.869492647903726,115.18264651837495,43.97547129694396,23.39707765192512,C,-33.7360657477668,-109.4133595048709,B,21.950290671345492,1
Divorced,36-50,54,No,23.329618157829017,-26.938399593952518,273.62867638594366,13.71150786036052,A,-52.734716234719656,-37.539317376486075,C,24.010748919107435,0
Married,51-65,64,Veteran,-193.81428340678283,-3.5288136966615693,27.374069584943285,6.287839958633058,B,-40.05185300011723,-3.965436319175833,C,35.57451035388349,0
Married,51-65,52,Veteran,-75.8068052301796,-32.5435226073086,-65.32700522275135,242.14383066288488,E,-71.8787413943374,-81.39388860398034,A,-35.94183826211946,1
Married,36-50,69,Veteran,-14.040871878505731,177.76913044161748,175.2820774825296,185.47306368258955,E,-42.51804296230818,-14.927736774060978,C,98.29767798225171,0
Married,36-50,50,No,96.86047820444445,-2.6164887352371045,115.1217368273551,-61.84583554985519,C,-26.961347737989026,-119.43270136347675,A,-21.783905159888832,1
Divorced,26-35,34,Yes,17.330085674956834,11.157760987755818,137.69764915410204,76.58331438929535,E,32.07572752793376,43.935500589296005,B,-71.71243073864777,1
Divorced,26-35,47,No,83.89744899206603,-51.87939486730259,-101.38024506429663,-78.88788257264986,B,-35.97805652016087,-11.381024603693794,B,-57.53467050599414,1
