Age,handicap,veteran,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
95,Physical,Yes,Widowed,D,-57.52139054513161,-125.07826664609524,-98.67961767887704,B,B,A,0
52,Physical,No,Married,E,-101.7115338632788,-212.39714510153885,183.9528142489391,A,A,D,1
95,Physical,Yes,Married,A,-47.65879782665114,-154.61310294897777,79.23037025673345,D,A,E,1
49,Mental,Yes,Divorced,A,-133.19757763787453,132.5742365459248,54.28735497403938,C,A,B,1
55,Both,No,Single,D,-330.5350778231539,151.98864363218715,119.92258518865862,A,C,E,1
75,None,Veteran,Widowed,D,-86.68865688266149,84.9715091186367,186.07477897250038,B,E,C,0
27,No,No,Single,D,-28.534708052589124,-68.02262463760482,114.51030459679976,E,B,C,1
86,Mental,Non-Veteran,Single,E,-204.94155318443129,79.69716954879543,25.868769815310955,A,E,C,0
68,Mental,No,Widowed,D,67.51394782840096,88.35716522968882,82.1863516295338,C,C,E,0
82,Physical,Veteran,Single,A,31.19343594570404,-45.072280450966545,36.74682991393226,E,D,B,1
44,Physical,Non-Veteran,Divorced,C,-55.121407048214486,-12.297353769491737,63.18647312392442,D,E,B,1
80,Yes,No,Married,D,26.81391641862672,69.38390631727248,-21.787752743496377,D,C,C,0
84,None,Yes,Single,A,-67.9237304711563,69.47119677177442,18.414564274735568,E,C,B,1
86,Mental,Yes,Divorced,E,-5.192103698546361,142.11471708614633,25.19480900403932,B,C,C,1
64,Both,No,Divorced,B,179.46940277608212,-53.53523973959008,-51.47595833898063,A,B,D,1
49,Mental,Non-Veteran,Single,E,-58.493433707985844,99.86274256001887,118.56383295921037,C,A,E,1
60,No,No,Married,B,79.5463817292349,145.37715486179394,-99.10585619071969,E,B,B,0
86,No,Non-Veteran,Widowed,E,63.0906987148973,177.93306227950683,76.96085869974632,A,B,C,1
84,Physical,Yes,Divorced,B,3.1018382052919167,43.64998651544784,41.90015651259319,B,D,E,0
49,Physical,No,Single,E,-23.852817439249737,4.681771015203016,-33.88543760000628,B,D,B,0
58,No,Non-Veteran,Married,B,-60.987873578814046,-59.36449833668814,43.859219239201366,C,A,D,0
81,Yes,Non-Veteran,Single,C,22.47421021830632,13.721898996462144,148.75079316777862,B,A,D,1
46,None,No,Married,C,-11.705263171203278,88.51676343409676,144.21713113047764,E,A,E,0
68,Physical,Veteran,Single,E,-34.6681899330271,-19.27163828212884,28.394463097599605,D,C,E,1
61,Physical,Non-Veteran,Divorced,D,-59.662821655354804,21.54989486911177,-88.69342484246503,A,C,D,0
90,None,No,Widowed,C,83.2801379693945,10.041693892155438,-245.6157234766615,B,A,D,0
47,No,Non-Veteran,Married,B,-44.18375326027418,128.51004524976472,78.7725173444646,E,A,D,0
94,Yes,Non-Veteran,Single,A,27.172012090541877,51.185302737224056,84.25082533469562,E,D,A,0
54,Both,Non-Veteran,Divorced,D,19.625672909190385,-2.8690758463320436,29.549546723855286,A,A,A,0
23,Both,Yes,Divorced,E,-75.03932140082235,207.21364847227352,265.23322660913914,B,C,D,1
41,None,Veteran,Divorced,E,-1.2259676229680987,-118.61927518734565,-0.38241494025309747,C,A,C,1
44,Physical,Non-Veteran,Widowed,A,-177.9982795945185,-40.655230066046435,-112.23498312357047,B,A,C,0
38,No,Veteran,Widowed,D,-134.78973763091238,-110.02252070717572,162.3387491143252,C,E,E,0
47,None,Veteran,Single,D,-123.38097400396235,-13.991726579705386,-85.65087802784318,C,D,D,1
95,No,Veteran,Divorced,B,-104.05530782508403,22.187447448661786,246.00155417009356,C,B,C,0
22,Both,Non-Veteran,Single,D,113.6101355939226,161.46382672861057,-29.93546938287821,E,D,D,1
71,None,Non-Veteran,Divorced,B,9.821487935002422,-49.489665275336456,-23.390565835880395,D,D,E,1
61,None,No,Divorced,C,-175.90430325166136,8.212798369868388,20.61142005259999,E,C,A,0
75,Both,Non-Veteran,Divorced,A,90.22865603736412,74.64491696995636,190.18881288053376,B,D,C,1
66,No,Veteran,Married,E,16.331905880703708,19.50369737618419,139.60505978871936,B,B,E,0
27,Mental,Veteran,Married,E,164.31790593855814,-123.2777916695903,-157.27213714809739,D,E,E,1
46,None,Non-Veteran,Widowed,C,241.52555658675587,216.32001378282064,-26.979517483674897,D,C,D,0
54,Mental,No,Single,B,8.155186689456825,-40.99862081331913,123.8889162913849,E,C,C,0
60,No,No,Widowed,C,227.07373918598148,34.20572826776027,-182.32466598476157,B,D,A,1
72,No,Veteran,Married,B,6.957036568205109,-51.286622888520725,-27.726482257791336,C,A,A,0
25,Both,Non-Veteran,Single,E,-158.56648587369668,-105.42686523633498,-24.639996249758248,E,E,E,1
42,Mental,Veteran,Married,D,-91.88551144484765,51.03117485565784,-75.75314448594898,C,B,C,0
91,Mental,Yes,Divorced,E,-31.453121071904956,-15.415475585195267,9.721610160539127,D,C,E,0
95,Both,No,Widowed,E,-31.25797648081314,-105.60254786112155,-126.23527011727569,D,C,C,0
82,No,Yes,Divorced,E,199.98041401378305,2.857807306220753,63.04260643286267,E,C,B,1
83,No,No,Widowed,C,19.77331400124643,18.429058105284966,-42.774551995298395,C,B,C,0
18,Both,Yes,Divorced,C,17.39074159922583,123.51744000174388,30.345709068401526,C,A,B,1
66,Yes,No,Married,C,11.877718569653412,-81.80345268001098,127.56214413519366,A,B,E,0
75,Physical,Non-Veteran,Divorced,A,67.20127117062638,22.685526224560004,139.0943820686082,D,C,C,0
23,No,Veteran,Divorced,C,-24.70446341287007,-101.15677615791847,-37.223081337142446,C,D,A,1
49,Mental,Yes,Divorced,D,-1.810621463081883,-23.666066800964416,41.80701098575247,A,D,B,1
92,Yes,No,Widowed,C,54.076287402502565,-145.08538628528746,-9.760090455665221,B,C,C,0
18,Mental,No,Divorced,D,27.811297054464518,-72.33373530017121,37.49621937325974,E,E,A,0
57,Yes,Veteran,Married,D,4.566751140106278,0.875172271660498,176.1467471441004,C,B,B,1
49,No,Non-Veteran,Single,A,4.072574149532759,21.57597840022189,2.070534949504251,B,C,B,0
76,None,Yes,Divorced,D,-12.37143913292693,95.16971505136851,214.1449538795691,E,B,A,1
78,Both,No,Divorced,C,-82.17905342317222,-15.612962019209341,134.46077618822716,A,B,B,0
49,Both,No,Widowed,E,-166.57960973515142,68.82679735503487,-40.844521151571925,E,C,C,0
63,None,Yes,Married,D,101.36509360676457,65.70471165488543,127.43675249112843,D,D,A,0
82,Both,Yes,Single,E,104.97031177050256,-46.97520489791725,-181.7794990821227,C,B,E,0
19,Both,No,Married,A,-27.691131809017033,-153.9239425315205,197.31287379517372,E,E,C,0
41,Yes,Yes,Widowed,A,93.10476687707897,41.47162775213501,131.9386252897615,E,D,C,0
18,Mental,Non-Veteran,Divorced,E,-38.08828117465728,-41.25204901281532,-227.17526904031632,E,E,C,0
26,Both,Non-Veteran,Widowed,C,-85.34889577483735,-23.840982476598704,-42.80025672166038,D,E,D,0
55,Mental,No,Divorced,B,-29.238501853427145,114.93842444689591,-272.8435220326104,A,C,B,1
63,Physical,Non-Veteran,Widowed,E,-26.226375865075514,28.851328301759967,-90.68212979618082,A,B,D,1
51,Mental,No,Single,D,93.58484952871888,23.814358716717177,-11.466909222360119,A,A,C,0
26,Both,No,Married,A,189.8566715826639,-9.96951217611283,-135.75977358841672,D,D,E,0
44,Mental,No,Widowed,A,-178.89441228743863,-132.5951866396824,-10.079042419185766,B,C,B,1
99,Mental,Veteran,Divorced,A,38.65826488798157,-83.21310639697364,76.27118924944007,B,B,B,1
42,Mental,No,Widowed,B,-49.63960804227959,-2.041565619929301,-7.4196303777586845,D,C,B,1
89,Yes,Veteran,Divorced,C,-9.944432966470677,95.15219508687461,-22.710520172668268,E,C,C,0
49,None,No,Married,E,-65.62570262996462,56.89632076694353,-71.27452511601267,B,A,A,0
46,No,Veteran,Divorced,B,82.558640744966,-71.01987393462329,-24.869777513288764,C,B,E,0
72,Both,Veteran,Single,C,22.409827978162163,91.43780134940333,156.26368910954142,D,A,A,0
93,No,Yes,Divorced,A,149.03241288030696,-24.71953754517538,-17.103208893908782,B,D,E,1
84,Both,Veteran,Married,D,-94.9712226535349,75.89170780276382,0.5445664439907009,A,D,A,0
97,Both,No,Widowed,A,-56.26526377254868,218.45327215612613,36.88965417412828,E,A,B,0
69,Physical,Non-Veteran,Married,C,-102.09884149138581,48.270595363482805,43.66496680541274,E,A,D,1
86,None,Veteran,Divorced,C,-8.581142548613776,58.62749384146253,39.856488049627444,E,C,A,1
98,Both,Non-Veteran,Divorced,C,274.23330740854254,-86.75623583795867,-84.36826668493565,D,A,D,1
78,None,Non-Veteran,Widowed,B,-134.18362130993174,102.73474595682974,160.8159578663757,D,C,E,0
78,Mental,Veteran,Widowed,A,51.1043724478568,-43.314700994840024,-92.04370916569276,C,E,D,0
32,None,No,Widowed,E,-215.73772348464564,136.97995588888952,-61.0167631569174,B,C,B,1
88,Both,Non-Veteran,Divorced,D,-101.99572449908617,37.41106577961808,-69.7765476483819,A,D,B,0
86,Mental,Non-Veteran,Married,E,83.97336948853722,-43.20147747182639,-26.780333390674127,B,E,B,1
21,None,Yes,Married,E,-85.2753599076564,133.35083553322457,-11.652906419101853,D,E,B,0
68,Physical,No,Married,D,-65.49029806728231,44.174794465809285,84.69630553449196,A,D,B,0
43,Yes,No,Widowed,E,-18.481352517879003,195.40562740965711,-26.265439513029083,B,B,C,1
50,None,Veteran,Divorced,A,114.4359445437624,-128.67034523866806,144.734975474427,D,A,B,0
82,None,Non-Veteran,Divorced,E,-133.01761063360885,52.52482736433133,-36.67093256364849,D,C,A,0
93,No,Yes,Single,E,-9.184757541410061,-36.314898413033866,-83.01424963025791,D,D,B,0
22,Both,No,Divorced,A,90.15769243809375,105.30870985260408,208.63101725424912,B,C,C,1
78,Physical,No,Single,A,36.578651623473384,-158.80003600488251,-179.9360790887318,C,B,C,1
22,None,Non-Veteran,Divorced,A,169.966043683283,47.94659734030454,6.10243935970797,C,D,E,0
51,Yes,Veteran,Widowed,D,-93.58074615707994,43.6605157351815,-17.577405750055917,E,D,D,0
28,No,Yes,Widowed,B,-68.02382318163703,57.08318882653014,50.12438974879058,C,D,B,0
48,No,Veteran,Single,C,28.143725967495104,-128.43678519744424,-221.9473485109793,E,A,A,0
77,Mental,Non-Veteran,Married,C,16.758365420967415,-8.221318238488836,34.7101479106512,D,E,D,1
45,Both,Veteran,Single,E,-94.08061928914806,59.975212799483955,-78.51497533538054,C,E,E,0
32,Yes,No,Single,B,-52.016823856124894,30.247314715604666,-85.109561575253,E,D,D,0
23,None,No,Single,D,96.71480358796967,82.41219950419838,-187.76208581864523,D,D,D,0
75,Physical,Non-Veteran,Divorced,E,3.626340274506069,-32.252344096165814,-131.56918564103475,D,D,C,0
25,Both,Yes,Single,E,-154.25450187176503,131.41102685772464,-186.54046073435623,E,B,A,0
27,No,Yes,Single,E,126.543346332333,34.69462655358418,114.89142818072284,A,E,E,0
74,No,Veteran,Married,C,113.72347677866547,134.29080493331264,112.12694631475904,D,D,E,0
46,Both,Yes,Single,C,-104.70683924107689,-109.03242606817744,13.390617862963891,C,A,A,1
54,Yes,No,Married,C,-99.57866423313332,44.82855006033152,-63.57205562670324,A,D,B,1
42,No,Veteran,Married,E,2.9427564682474783,1.0435655490883047,-52.161895287063246,D,D,A,1
89,Mental,Non-Veteran,Widowed,E,-93.74560816569185,42.46598122672115,152.45815125269036,B,A,B,0
28,Both,Non-Veteran,Divorced,C,-167.10471045677292,128.7238199905502,-80.12987265479063,C,D,D,0
49,No,Veteran,Single,E,-2.7531082082372023,-90.65856579015015,-92.5830135192241,C,E,D,0
96,None,Veteran,Divorced,C,4.377795593106455,94.2645629252778,3.3335468790699063,D,E,C,1
99,No,Yes,Single,E,-111.43521146608649,4.767974373910685,-34.60113838618016,C,E,E,0
65,None,No,Married,E,-46.68626790028462,33.52964265607476,-4.238679793616839,D,C,E,1
42,Both,No,Divorced,A,133.58805033569422,-82.89898243869341,-3.5860470565410267,D,E,D,0
35,Both,Veteran,Married,A,-79.04800960327152,154.32002944843617,26.64171765035603,C,A,E,1
86,No,Yes,Widowed,E,4.220529101993472,89.86816633001365,29.084016152393755,C,B,B,1
96,No,Non-Veteran,Married,A,-85.95147729036256,-79.79456102620851,51.20414271439749,E,C,E,1
29,Mental,No,Widowed,E,-15.851875743215963,-60.7750997331161,-41.26671857378212,E,D,C,1
91,None,Non-Veteran,Married,D,17.76685339427506,155.96421683290535,35.08359827079655,C,E,C,0
53,Yes,Non-Veteran,Married,E,-109.92726070780033,57.824377528770874,66.59090615579856,D,D,D,1
31,No,No,Single,A,9.139112753971963,85.50761900487281,-10.929772500231735,A,A,E,0
80,No,Veteran,Divorced,E,20.72638591978354,108.20183082075008,-140.56597989201154,E,A,A,0
90,Physical,Veteran,Divorced,E,119.62454787191106,-37.3908121068111,-142.55730828998693,D,D,C,0
38,None,Yes,Divorced,B,15.212825846560355,77.0226134665016,94.7360371379281,E,B,B,1
92,Physical,No,Married,E,-39.23682493106872,-148.5376219299367,-81.40756164658197,D,A,A,0
57,Both,No,Widowed,A,2.2806416861374825,-100.33425469609163,-32.29655077361069,A,B,E,0
20,Both,Yes,Widowed,A,10.584607909069867,24.15538533973439,-82.4842285856623,B,D,D,1
70,Yes,Non-Veteran,Single,E,27.954074008527936,321.8825525449822,89.05954357000418,E,A,D,0
54,Both,Yes,Divorced,E,0.0027195624305903486,-98.90653789128758,2.698468874745366,E,A,A,0
46,Physical,Non-Veteran,Single,A,-128.11782568542444,-65.00250471707956,-92.77000496421792,C,B,A,1
22,Both,Veteran,Single,B,-2.1613923180104417,4.241553030965472,83.10815956371293,C,E,C,0
53,Physical,Veteran,Divorced,D,-9.548876722194432,2.298943217043505,19.405649666827582,A,B,D,0
21,Both,No,Married,A,81.73675736614949,-164.06424632575283,113.17448889680057,B,E,A,0
48,No,Veteran,Divorced,D,-117.37914821567195,-39.88503291810489,-116.0400588914788,E,A,E,0
51,No,No,Single,D,-75.10519198026944,187.9294882965464,-81.45464441113985,A,B,A,1
80,Physical,Veteran,Single,A,47.69795511888451,34.856959583915526,-154.5089008950226,D,C,C,1
68,Both,No,Widowed,C,96.35696088422617,-30.369816658860767,-137.4407351192031,A,C,D,0
61,No,Veteran,Married,E,-63.00464518063526,-57.49885750622171,149.63646334252036,E,D,D,1
73,No,Yes,Single,D,-67.3327240617042,-81.54142478578144,126.34032845153433,B,D,E,0
48,Both,No,Married,C,-162.91058556727413,-44.602626072792425,-38.40087628223837,C,B,A,0
56,No,Non-Veteran,Divorced,D,-82.3413550402981,49.420271416264974,-43.929913688693084,C,D,B,1
48,Mental,Veteran,Divorced,C,88.59472951401584,-32.8015138724496,128.37246945910135,D,A,C,1
90,Physical,Veteran,Married,D,-116.09844984025379,-28.499480983618835,-66.15912161962413,D,B,B,0
65,Physical,No,Widowed,D,184.87478198460389,-74.46781347142036,-32.14805110609299,B,E,A,1
49,Physical,No,Married,A,77.81275222351182,99.27926135760944,49.56319561486666,E,C,D,0
50,Yes,Yes,Widowed,E,-277.84329735906476,56.55516432724576,73.53137185826985,A,C,B,1
30,Physical,Non-Veteran,Widowed,A,-104.28227862152872,17.295300687164,-46.57291266419858,D,A,C,1
98,None,No,Widowed,B,-86.84907751263383,-6.433098646106767,-129.3233363558071,A,A,B,1
47,Mental,Yes,Divorced,B,11.158333685428627,-19.112538735441525,-129.68617569928375,B,B,D,0
91,Physical,Veteran,Single,B,146.07110615975898,7.914579556405379,-100.34854316673321,C,A,C,1
66,Both,No,Widowed,D,105.57233763450853,18.459732018360686,-65.02515320070083,E,D,A,1
40,Physical,Veteran,Single,A,-206.58874996483755,-31.92322632735094,35.393454769926805,C,A,D,0
31,None,No,Married,E,119.99400397355488,-5.725477942655278,-64.23826455758011,B,D,D,1
91,No,No,Married,D,120.24767896445859,-54.66258956281872,-118.48020961790165,E,D,C,0
71,Yes,No,Single,C,8.340856224133129,-97.1877713718428,125.67065049229757,A,C,B,0
92,Both,No,Married,A,143.77745130021785,18.60521199335322,215.65088719098236,A,A,A,1
64,No,No,Married,D,38.46778390361273,-200.83518007080764,41.452471477772974,E,A,C,0
55,None,Yes,Widowed,C,185.73609988659493,14.445444823929666,97.84623810856733,E,D,C,0
51,Yes,Veteran,Single,A,-4.963466919379982,-48.91778591540935,-97.38612080857875,C,D,C,1
88,Both,Yes,Widowed,B,82.83461980089191,29.780084554231696,130.74800597322036,B,D,A,1
34,Physical,Non-Veteran,Divorced,E,4.2381851582134855,154.2026677860793,-37.38064034118645,E,D,C,0
85,No,No,Married,D,-180.31188064661018,14.215979201209738,157.61590819614867,E,A,D,0
18,No,Non-Veteran,Married,D,-109.31846572430533,66.65582400745267,177.7991247081368,C,C,E,1
69,Both,Veteran,Divorced,A,-245.2672184234333,149.4791429556834,37.62089133852178,D,E,C,0
52,Physical,No,Single,E,122.66608976541733,-23.890045142568034,125.42698189949404,E,C,D,1
59,None,Non-Veteran,Single,A,107.63329488699075,-33.03369335047843,119.50690694463073,D,B,B,0
43,Yes,Veteran,Widowed,E,86.72270898041205,19.191908562884667,80.61585863147086,D,C,C,1
82,No,Yes,Single,B,58.782420487160095,-5.465461039992015,-76.46242307477158,E,C,B,1
66,Both,Non-Veteran,Single,E,16.068887488494937,-258.3739563040919,6.029260401091334,E,C,E,1
80,Yes,Yes,Divorced,E,75.24799197235497,74.68616077785964,87.31770889233404,D,D,A,1
48,Both,No,Widowed,B,-85.86940589766749,-49.33523591039743,78.93997253257962,C,E,A,0
58,Physical,Veteran,Married,E,-18.383083429610323,12.267688727155159,-8.94511592023299,B,A,A,1
66,Both,Veteran,Married,E,-95.76768490132879,39.20302977910629,44.540557925241,A,E,E,0
80,Yes,Yes,Single,E,-95.56846578922458,-15.915758931316725,31.29471528646955,B,A,C,1
20,Yes,Non-Veteran,Divorced,D,-48.668062460110725,-72.77860871532847,4.716309733848817,D,A,D,0
74,Yes,No,Single,B,135.87778833605623,168.4963438987943,-7.332425622958426,A,A,A,1
74,Mental,Veteran,Married,D,39.36611210190941,19.066675677387952,-132.3266942195152,E,E,E,1
20,Both,Yes,Single,B,105.15812623117387,-76.60316912967586,12.688732681988995,E,E,C,1
60,No,Veteran,Divorced,D,13.407574899663894,-48.141372664466644,48.077968660381,B,C,C,0
48,None,Non-Veteran,Widowed,E,24.80167448104763,107.8508203811394,49.874703928173936,C,E,B,1
83,Both,Yes,Single,E,43.68025542380327,14.351411658869287,128.11053048515598,B,B,B,0
35,None,Veteran,Single,A,54.03308066382937,-12.505494797466895,-187.0611301572134,A,E,B,1
27,No,Non-Veteran,Divorced,B,229.5893377941039,6.3981777257627455,37.57368633852426,C,C,E,1
83,No,Non-Veteran,Married,E,92.77284801760928,-176.45028950102233,-67.0846616954687,B,C,E,1
42,Both,No,Single,E,-3.1805147207178885,102.33788844209653,-54.292062497109704,A,A,C,1
79,No,Yes,Single,C,10.507745600908443,3.711345731749959,-287.2368384546879,A,C,C,1
82,No,Yes,Single,E,113.83246383100125,122.57518600021695,-280.61558132564465,A,C,A,0
48,Physical,Non-Veteran,Single,A,92.49148335221447,-86.33566689636247,-76.17741591038428,E,C,C,1
85,No,Veteran,Widowed,A,302.83398229992827,-103.69767812561446,-21.51195398291509,C,D,C,0
76,No,No,Married,C,-14.462835142559369,30.172523443942683,33.95180358209007,D,D,E,1
37,Physical,Veteran,Married,A,-45.5834112359818,-15.256605370367959,277.41697685051133,E,A,E,0
74,None,Yes,Married,A,-65.4417632519501,156.56994491403944,-217.73044487030378,C,C,D,0
30,No,No,Married,E,84.64824897520872,133.88169530555828,25.377777642619854,E,D,A,1
59,Both,No,Married,D,-173.15208557802706,-153.793071344152,-51.417665535611235,B,C,D,0
56,Both,Veteran,Divorced,D,67.59046104033601,-71.35856064742126,91.97141656548335,E,A,D,0
59,None,Non-Veteran,Single,C,-54.52507690394288,141.18243046999393,98.61307927662759,C,D,B,1
62,Both,Non-Veteran,Single,E,8.939691974565928,32.56109738064461,-126.58486522101693,D,B,A,1
63,None,Yes,Widowed,C,-126.6011457219417,-107.2024176104463,33.95424722644766,B,C,E,1
31,Physical,Yes,Widowed,C,-199.3351959119732,128.86437148281058,103.8863115289172,B,C,E,1
98,Physical,No,Divorced,E,-59.80886600636608,-63.30736891019191,-114.47446728333107,E,E,D,0
85,Yes,Non-Veteran,Divorced,B,-8.217750595238371,269.01772275132186,32.268388691414124,C,E,E,0
66,None,Veteran,Married,A,65.19118026259221,69.95212326125538,56.26947976127924,A,B,B,0
68,Both,Veteran,Single,E,37.918077391988376,-34.74473982543439,-127.4795650938975,B,A,A,1
70,Physical,Non-Veteran,Divorced,E,30.975347689807442,138.0455983064724,45.70205461450279,A,C,D,0
63,None,Yes,Married,E,-62.06416490061537,-60.031734644769784,118.73141241049801,B,C,E,0
46,Physical,No,Widowed,A,-64.94561330347337,5.9797374522614595,-30.32270071146403,B,D,A,0
27,None,No,Widowed,D,49.12608398448998,-0.3522951959391339,-65.52456156740803,B,D,C,1
70,Mental,No,Single,B,64.25081948332932,-102.66041249540659,29.639208237103265,A,D,D,0
42,No,Veteran,Single,C,33.184953218600455,119.10083187345488,-112.36697005801683,A,D,C,1
21,None,Veteran,Widowed,D,-40.04946664148812,130.51487437152602,-123.89999022080247,B,B,D,0
59,No,Yes,Widowed,C,-46.18695663246731,86.20838036979563,-27.091358957949645,E,E,C,1
73,Yes,Non-Veteran,Divorced,D,14.153657060158494,-1.7744200766933635,6.813259638309706,A,B,E,1
33,Mental,No,Married,C,-154.89714298859394,27.971296293437792,-175.16376368243849,A,E,B,0
50,Mental,Yes,Widowed,C,57.454296242064004,62.484587716416954,-81.28809282568626,A,E,E,1
52,Mental,Yes,Divorced,C,55.57221686112813,98.30148264239389,30.39116317380567,A,C,E,1
39,No,Yes,Married,A,-90.76578870011292,1.7463245491116206,-39.268812235908584,E,E,D,1
69,No,Veteran,Single,E,-93.96904946574767,46.85092032176782,-75.8995712731024,D,D,C,1
61,Both,Non-Veteran,Single,D,-186.768394244781,0.43447167345735516,-83.50190761575111,A,E,C,0
19,Yes,Veteran,Single,D,-76.84592577135489,-126.74615421373193,-45.19789051895378,E,A,E,0
57,No,No,Divorced,B,-117.6379213352648,-151.10224343316276,-69.5193941717238,D,D,A,1
19,Mental,Non-Veteran,Divorced,A,-54.255351957403434,-61.3904055808286,50.954808763976686,A,D,E,1
57,None,Yes,Single,C,-13.41353836489737,-53.55298779776538,38.222626119770794,E,C,B,1
27,None,No,Single,E,-24.13402118718132,-78.58198103903804,-13.836276750965377,A,C,C,1
48,No,Veteran,Divorced,C,45.02496498404203,130.8094837962284,-89.7947920447647,A,E,D,1
38,Physical,Yes,Single,A,-69.78900071773569,-31.661046230210122,28.14254674389991,B,A,E,1
37,No,Veteran,Widowed,D,60.83440572241754,131.37115039481583,-10.480548773131757,C,C,D,0
24,Mental,Veteran,Married,A,132.50440377840965,161.74699559143943,92.79008426126407,B,C,A,0
93,Yes,No,Widowed,C,138.22886312868874,104.67628526980313,22.652729543254928,E,C,D,0
48,None,No,Single,B,63.74470656104526,-151.39064251841043,61.55335797710711,C,D,B,0
