handicap,age_range,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Mental,36-50,28,-40.63995587648997,E,-224.6517237798113,A,-181.26522444637203,-89.57605868573985,C,B,D,49.0667645184544,1
Mental,18-25,34,23.335448612430714,D,15.218627768383264,E,8.92332834340843,-46.56222099761079,A,C,E,-54.575088205337295,0
No,26-35,30,4.624130856826438,C,-149.69286430145374,C,-102.32637432661278,-45.09813779604434,B,A,A,111.07874862641829,0
No,65+,30,-36.81835391900593,C,115.75072640388888,B,-100.01748593895834,-90.87607128545828,D,C,E,18.585254752320257,1
None,51-65,37,-81.75981847984487,D,30.505230403318418,D,-11.413464481888063,23.72905818729517,D,D,B,-59.74669174837896,0
Mental,51-65,31,-36.01229952159486,A,93.94892769708017,A,47.962451732730734,92.94115284198394,D,C,B,9.569283254109285,1
None,65+,73,-93.05065667194383,C,-133.94129211328678,A,-75.15233888929124,-43.317370348736354,A,A,B,25.929052501330553,0
No,51-65,44,-183.36379544135923,E,90.22450118299366,C,155.23452678466282,157.86025596725233,B,A,C,150.73548108705518,1
Mental,18-25,42,34.38079895879102,E,-96.03341457340767,D,25.111372563182073,38.93557364991669,C,A,B,-163.3760627035071,0
None,65+,68,3.405178619183786,E,240.8886117305378,A,12.772490531726655,-80.02695207409135,D,B,E,18.29886352788424,0
Yes,18-25,77,-6.457950689851587,C,-34.67038959999651,B,0.20885942280044206,-112.0548515347872,C,E,D,-107.00663472914033,0
No,36-50,30,98.25084074771901,C,177.84863973356167,B,-1.7527345328425612,41.15143640911303,A,B,A,9.928164682934295,1
None,36-50,53,78.60223316591454,E,-100.14936308902418,B,19.243502131004114,41.63803307365972,B,B,C,57.96839479774499,0
Physical,18-25,77,7.910659220255442,C,92.44754864381962,C,-64.89962688140638,-28.32463351597973,C,B,E,-82.74308857200506,0
No,18-25,77,179.9422410691755,E,17.14213646217587,C,45.08403000593057,61.20275415454235,B,A,B,53.73835354215992,0
Both,65+,26,-57.758822635609086,B,-211.6983384714113,D,155.67394187525295,-29.544025950383368,D,C,E,150.82703539765572,0
No,36-50,56,-86.1394234917298,E,-13.530956525606157,E,106.6583086960189,11.755060149825217,A,D,E,157.8252205455654,1
None,36-50,77,-16.624648613051782,B,-87.04479399835161,B,29.737664392157363,7.016062816578006,E,C,C,-196.2378848652484,1
None,36-50,48,104.77256733918583,A,-14.163593051038346,D,27.89288816539069,-1.0005370621647427,E,D,E,119.6090867344874,1
Physical,26-35,20,37.73755022003544,C,13.19858900857068,A,-101.87195357184945,-13.031928528508786,B,E,D,-55.60003083087255,0
Mental,18-25,70,86.0897277078859,B,-107.9205432975675,B,104.5355531789068,74.75888586283807,B,B,A,40.88775896109521,1
Mental,51-65,56,141.09564135589864,B,104.23970234209763,C,-19.774634229843862,-83.75868486928833,D,E,D,68.24443055565878,1
Both,26-35,34,72.22608172828767,E,229.90996514734312,E,126.88642980787293,168.03570452900203,C,D,C,53.40218483175304,1
Physical,51-65,54,87.07181133728311,E,-10.31029426097641,C,34.77259494456237,-65.36939077646413,E,D,B,154.89223175105394,1
Both,26-35,75,-67.97417031706144,D,112.7016836511532,D,-55.84473892450927,-44.113615120834645,D,D,A,55.97291367309065,0
No,18-25,32,84.32528247990935,D,152.37956798483634,E,-179.37674004046528,-11.43144134193195,E,B,B,93.7273256162046,0
Both,18-25,75,-199.20391364280755,A,38.00000319403504,B,-103.08720360643653,68.71856208262638,C,C,E,-86.01838350712683,1
Both,26-35,60,61.52857147993267,C,0.0861527957356736,B,123.79055030867647,-7.213417763333922,C,C,D,4.6401724874451595,0
None,51-65,76,57.967350291427465,D,79.38116132263178,D,146.4456325234137,221.67240479836985,B,D,B,73.33040122910207,0
Both,18-25,55,-13.990208885963634,E,-14.307284835615548,E,52.68058422454873,77.64538069340207,A,D,B,287.1361608088511,0
Yes,51-65,49,163.56028849474347,B,105.55680924135969,C,-27.183781313410798,-13.47537660387702,D,D,B,69.61086276963745,0
Yes,51-65,76,4.459251356892624,A,-9.733256027754795,E,-2.4889941725226286,-61.11633957892392,B,A,C,-46.53695594410039,0
Yes,18-25,46,189.42223525434343,E,3.710417950321286,B,19.2226486573631,58.5455667221394,B,D,D,-23.88243553060003,1
Both,65+,70,-41.54431146292368,D,76.89618929875957,D,10.39847331221711,29.734630796576873,C,D,E,-17.742600138709015,1
Mental,36-50,38,48.62576642044946,C,-130.25642012481708,A,197.67322681827133,61.458832856643966,B,C,E,-173.57615526375284,1
Mental,65+,75,-6.597575258275133,E,22.02071458749583,C,-139.16761216627233,152.2620800078243,A,B,D,-27.805553094100183,1
Yes,18-25,36,-85.00939672725197,E,138.71586811416913,A,215.42038057400381,2.008808009592404,D,C,A,-196.6362766561854,0
Yes,65+,74,-18.987345620212924,E,72.65493950366789,B,-75.589575409687,72.43142823016467,C,C,E,-111.22025652555617,1
No,65+,53,81.64658100092772,B,-70.82643227803321,A,-26.73088470138258,-68.12648135026961,E,D,D,-183.42742097788073,0
None,65+,45,-162.69876242915916,E,50.488290312130445,D,-23.602510450104106,-17.47775111978034,D,A,B,82.81877241305494,0
Both,65+,27,-42.993482210679595,C,-88.2568721803631,B,48.88433895003762,-149.40638443442228,E,B,C,-115.49519540243804,0
Physical,51-65,22,-84.16062210820292,A,-111.4355335710884,E,-24.445453223419143,106.05188734573355,A,C,B,-110.78440289874518,1
Yes,18-25,51,69.31868392923089,B,-40.17871728548325,E,-18.14107450780896,-27.9360111850687,C,C,A,6.684318211400239,1
Yes,51-65,29,121.24897419790146,C,-51.88477281689416,E,-189.92836926174587,70.80331784953472,B,A,C,95.31498470642714,0
Both,26-35,42,116.87334977750214,C,26.29861692698117,C,-62.38592820588041,128.44674278577725,C,A,C,-24.997303970926875,0
None,65+,35,-18.60258294545634,E,-64.73474645500636,A,135.16295338385623,117.99329289771545,A,A,C,121.70249167830526,1
No,51-65,73,-34.44286936423527,E,-109.25549406756998,E,15.42959280105931,79.93067248423151,C,E,C,44.138206314187265,1
No,36-50,22,279.39185974080505,C,-86.34959852151893,C,20.743679414260946,-23.70622760712905,D,D,C,113.34549571031498,0
Physical,51-65,60,-36.85724571276467,B,96.91066089440238,D,31.658718809994646,147.63605249397636,A,E,B,-111.66734791985921,0
Mental,51-65,21,-17.99521414927384,B,-11.536214761798494,C,53.18870155342614,-175.70624738932236,A,D,D,-62.10974433670873,0
Mental,36-50,55,134.86244838932734,C,-71.77467795815973,D,39.91584101627717,61.8748670054761,E,E,A,14.636696459835836,1
Both,65+,25,66.51267485512999,C,143.65803637299982,C,31.05963559992528,23.78333883608309,D,C,B,19.754424901246846,0
Mental,51-65,71,-47.750043601327704,A,36.80350865196391,B,42.27234596274929,120.03156470364706,E,C,C,100.9906937419804,1
Yes,26-35,66,-134.99239324649875,C,95.34746156697281,E,-165.88859123990903,-45.157495301463825,D,B,C,3.216669215024823,0
Yes,18-25,49,-42.11579729429564,B,-133.3166779401494,E,21.017199649953163,53.894062587530286,A,A,B,131.971601711059,0
No,36-50,59,41.90559963738598,A,194.29279454184916,D,20.25592493025114,-19.491855611454756,C,D,B,173.94485435038663,1
None,65+,67,-80.0278397947229,A,60.36710276672995,B,-31.7893787090329,-59.85567518508373,C,E,D,-30.34251039565033,0
None,26-35,51,-42.755812264433395,B,11.355646732155636,D,-213.88170280255747,5.010141260624283,D,B,B,-70.22480722905391,0
None,26-35,37,63.808517900249676,C,213.22046824988053,D,71.43293496310046,-112.75720415766844,A,B,E,69.44618191591981,1
Physical,36-50,70,134.23013188699994,B,-120.66452391440659,A,-17.64041625939057,92.36935987235135,A,E,D,10.12129456158594,0
Physical,51-65,52,-6.840582537881462,E,68.83322729590529,C,-37.96767499783499,-195.90587450884948,A,D,B,49.89245332004589,1
Both,36-50,75,61.43447407816591,C,-41.59968078242703,B,143.26014154991438,-4.508123247115665,B,E,D,31.38520888762968,0
None,51-65,33,107.46796526450788,E,40.27520878769265,B,-98.68616394621147,69.87185868352849,E,C,B,-5.302250958658244,1
Both,36-50,18,151.601321872648,E,-114.36111384378896,B,86.45813671251898,39.272060797960116,D,D,D,18.459530556597315,1
Yes,51-65,58,-166.1339787910033,D,-40.48332696289001,C,42.62437858008601,-4.786371375233914,D,D,D,67.23966806771804,0
None,26-35,50,-101.5127948883936,C,61.557353771865166,B,-45.34683138408169,131.81700819145962,E,B,B,96.05377007701742,1
Mental,65+,56,-56.95542698083328,B,-68.73846426976016,B,2.263446134555362,23.50665684354133,D,B,E,-232.9909856988487,1
Mental,18-25,73,34.45719111272579,D,-33.09401724028445,B,-251.2766822239283,84.43275482898348,B,B,E,87.10117088593896,1
Mental,51-65,23,150.51686304371415,C,-146.3482548021499,A,136.24335748837487,-23.998178218919854,D,B,D,18.465003900888494,0
Physical,18-25,47,79.73060797334857,E,113.52618308015705,C,20.425248677053492,-95.06495274471607,E,A,A,157.27619126012712,0
None,36-50,52,206.51573401479016,A,-119.46984326113707,C,-33.126161468161385,136.9565359348909,B,B,C,-91.3656186763678,0
Mental,65+,40,-46.57276672638015,E,75.17801478569127,D,-7.291305127733604,-9.601050732824497,B,A,A,-28.80718472886067,0
No,65+,33,-8.518461718055729,B,40.345443953131344,A,-48.86672487188276,-112.44485464513593,C,E,E,-74.12320871634583,1
Yes,51-65,67,-35.28275420948132,E,-119.39221565481822,C,-60.20785431388293,133.31708201340436,D,B,D,-74.07033809422536,0
Yes,51-65,63,-37.28666112677879,B,-57.08816620032147,E,127.18415324482169,-39.317217325153266,A,B,B,52.45153943713361,0
No,36-50,76,85.65827987778191,D,55.439095535948546,C,-124.3491259654614,-84.05653669269029,E,E,A,142.92109678514063,0
Yes,65+,39,-24.172109694205773,D,-1.7020524215270973,B,44.16758931670637,16.702335699396052,A,B,E,-65.23021575211591,0
Physical,26-35,54,29.841759642353015,A,-73.01187139427951,B,-35.96913079128826,156.3350145764869,D,B,A,-23.384470013154722,1
Physical,26-35,38,121.70996059058503,C,-87.51641178868122,D,-55.98630692961608,10.433111764695571,E,E,E,-112.31774955121895,0
Mental,65+,27,65.73955018818636,B,-93.29924419883557,A,58.54080915215015,-104.3607288551292,C,E,C,54.127118314895654,0
Yes,51-65,31,144.97981522140512,C,-33.845243018327324,A,59.13151911970341,17.80361107436304,D,E,E,-67.43116738485301,1
None,26-35,75,37.01059515863746,E,-102.4260750368691,B,142.09704411613987,96.77975641172233,A,D,E,-64.83368043259873,1
Mental,36-50,63,274.8209593938422,E,-1.2209402461673422,E,-21.095998813681675,-61.971737375293856,A,E,C,170.3415231233485,0
None,51-65,33,178.23188955792742,A,-107.54906582056245,E,103.68542882753428,9.797387942250896,A,D,A,-11.472517167917868,0
Both,65+,36,80.40445506733053,C,25.68683409884401,A,18.734962985422737,1.0220542277792364,E,B,A,-10.69786135804294,1
No,18-25,62,-68.55335198591035,B,10.773221531591991,C,-103.92752109728893,-39.32246784454166,E,C,C,-94.7713674165637,1
No,26-35,76,35.74591853239017,B,-15.433379773380796,B,-86.23151241923446,15.897002664774309,E,B,A,7.782354216801086,1
Yes,36-50,22,78.91398817329149,B,-103.09891765120867,D,-80.49646741289115,94.2160121947225,A,D,E,-92.57791918625846,1
Mental,51-65,68,-58.684456841369546,D,90.49923276508599,A,-135.56061496518112,158.96599398358086,A,E,A,-93.06578938694071,1
Yes,65+,64,-0.324658746928124,E,1.1409001943010133,A,-23.76598531528542,87.41888186552671,D,A,E,-78.17856261728242,1
Mental,65+,36,1.625618777953378,A,99.82793916022744,D,-23.11836990085674,123.52654745039335,C,A,B,122.52593766437147,0
Mental,65+,77,-201.7674715123538,D,-160.47208519909034,E,76.7145852229409,64.9611759584217,A,C,A,-97.23838091988277,1
No,36-50,28,-133.00465081254973,E,39.267882221533455,C,-187.95209857266622,182.763627125105,A,A,B,-7.1317787160151624,0
None,26-35,22,-34.360480860051254,D,9.57067238319802,B,114.34210814217242,91.65090829935454,D,B,A,27.781256778308588,0
Mental,18-25,48,66.65343275490166,E,269.92356072078456,C,-157.9719051114773,-44.295759374556184,E,E,A,81.88441152502376,1
Mental,36-50,55,-109.95754598865489,D,-130.86681584987267,B,133.49715392698278,-137.5884202030044,C,E,B,45.30489026688712,0
Physical,36-50,46,-69.10980892135787,B,39.731158094347514,A,170.84470119393467,14.762965908623984,B,D,E,-24.951274671392394,1
None,65+,27,-131.5968267575743,E,94.73199346951341,A,-18.804231543894087,13.362350401251069,C,D,E,81.50007084749265,0
None,18-25,68,-78.13299175265492,D,267.33965053316825,D,-82.3099204909109,-165.63735614164125,E,C,E,76.31828533910424,1
Mental,51-65,23,106.17876744595772,A,46.35295996547198,A,-4.409317629012408,117.00006888698124,E,B,E,-242.81297398258283,0
No,26-35,71,97.9901060855613,B,69.1210134935491,B,-195.95886591483657,-151.22844725883996,A,B,C,-132.74401623321123,0
Yes,18-25,41,-94.03000794111432,C,77.4714770605619,E,-73.21658730187174,-131.69936205645826,C,C,E,10.519330959481934,1
Physical,18-25,20,18.620568490145175,A,-47.169901306864155,C,74.81061348412129,-190.4776983202539,E,D,C,25.47223979238461,1
Mental,51-65,27,-68.68294727698796,A,39.25154834431196,D,14.43335266260967,-172.82611572146976,E,B,B,75.44884092249006,1
Physical,51-65,64,5.648264031289504,A,-17.929406567836168,A,-218.05540645888328,45.70431120277108,A,D,D,-10.789087029033642,1
No,18-25,36,-19.892634759222133,D,-12.5792809528709,A,-31.944049660277766,-173.0185938945183,D,D,A,-79.96137480866231,1
Mental,51-65,74,-78.55966591348977,B,-125.9361930706193,B,-132.52384003127767,-61.38674118715512,C,D,B,-37.3468410505246,0
None,26-35,40,-134.09210192269938,A,59.649229475308715,E,-53.73760909700991,80.91237575768949,D,A,D,-13.549150892772516,1
Both,18-25,32,-72.21396222311294,E,-88.27720328279021,B,98.7194114578832,6.17824858013618,E,E,A,5.062086790847504,1
Both,36-50,72,-19.382369451944403,A,-87.4575078035455,D,54.77230671243289,172.8068751246494,D,B,C,-10.633138299668984,0
Physical,51-65,24,-72.84369679332353,A,90.27597132919986,E,-140.68412973472354,-116.33930185590717,C,A,D,228.8330530194448,0
Yes,36-50,41,65.4709338560518,C,56.44589230889753,E,168.93885415133607,-105.71060624902991,E,A,E,-311.02276504703013,0
No,36-50,57,30.963173889513772,C,129.64332596562417,C,143.61270489416657,-47.020718338949315,B,D,C,-82.36292372157149,1
Mental,65+,59,101.32962485647761,E,2.202485127638617,A,12.94380029140964,74.64090417675297,E,C,C,249.41536624239032,1
Yes,65+,19,-219.02113456917985,E,-74.3234444140875,A,64.71119654569829,128.4942385784837,A,B,E,122.8571950029355,1
Yes,18-25,34,123.29986019696493,E,-3.6270484441156636,D,91.12912868958219,8.049046061774815,D,C,B,43.150013762201525,0
Physical,51-65,69,73.96708152949223,C,91.94833391582573,A,34.538073023128426,-62.38218035400287,A,A,B,54.20978886113848,0
None,26-35,41,-256.4007292190172,A,-77.44577642053973,C,-93.35217554495456,-54.63487428507132,E,C,C,45.10288158550056,0
None,26-35,64,-75.24319679254478,E,-100.85672775724312,A,-31.012610326559614,115.6254776646804,D,E,E,190.47755007194417,0
No,26-35,18,-162.2079985567833,C,20.28458002789568,D,116.58345116361706,-17.93207845730024,E,A,A,43.92651842267779,1
Yes,26-35,21,58.10671756794843,B,37.56539780100417,E,260.4441161547814,-130.27811763605635,C,E,E,71.89186964755181,0
Both,18-25,19,10.619610776934211,B,-15.871095276803734,B,26.032302433460114,16.26684641638531,E,B,E,17.72649800534743,0
Physical,51-65,18,-223.79731618282426,C,-0.42486719649581245,D,-46.068063742021984,49.886916267739664,D,E,B,-107.72829113285272,1
No,18-25,46,44.088303356929394,B,18.338995754608312,B,143.9414082715483,4.32808639034554,C,A,E,-44.64743837918687,1
Both,26-35,46,-94.66535050378685,E,-188.7392421902916,D,77.4281268880412,-79.62684359140984,E,B,E,30.473002555199386,0
Physical,26-35,42,46.23447483336208,D,52.38900159004775,A,-33.27430821760205,73.50627383994318,A,C,B,-78.55827804787704,0
No,51-65,78,72.37831302841322,B,-10.343495277798851,D,-89.46927493296421,-154.01864799523887,C,C,B,-34.95380858362457,0
No,51-65,76,-87.78330406107455,C,-23.075162311025057,B,132.29342411704195,89.28955684066354,E,C,C,-52.52430091721284,1
Physical,36-50,35,55.250759069134666,A,-174.0738579145879,E,25.21133623310338,-94.81154139351801,A,E,D,-88.01316229990383,1
None,18-25,36,49.325995659232255,B,31.241084486584235,A,-56.04066014973439,-168.09594466525414,B,B,D,200.15716464263127,0
Mental,18-25,77,-122.49311861124814,B,89.18016589699468,C,-131.9067262664219,149.61559583743042,B,E,C,83.62017567822458,1
Both,18-25,48,-80.19234398063321,A,132.9060136560759,B,-47.81776591090454,-94.26506035799947,C,D,A,-37.11689841401391,1
Yes,18-25,25,58.77160146174073,A,-101.22728478668985,B,-10.735326616994929,7.321130251114676,B,E,D,274.6034363277687,0
Mental,65+,39,-11.73914197615123,D,116.28826500394412,E,-11.269445490108193,-50.81671316399581,B,E,A,60.32187571049087,0
Yes,65+,74,-19.975976598335397,E,11.925418113574086,A,-47.6652536042348,94.05584353851611,A,B,C,84.32173135693468,0
No,36-50,69,-81.40865955785384,D,30.593831701241125,B,-114.6909626823955,-148.61018041000008,D,D,E,-131.91696597721324,0
Physical,36-50,28,0.5967439301512328,C,12.810066500947528,B,-50.650690205084395,15.247852529486888,A,A,B,44.741933433774896,1
Yes,51-65,48,-46.432405851641334,A,-69.82066578392721,A,155.45001286900137,6.371666702215705,A,E,D,-7.770289543046505,0
Physical,65+,65,-144.74707977719873,E,56.231490236166195,A,-100.31696783390134,30.245960638520376,D,A,E,118.61834520189592,0
Yes,26-35,19,40.52445851908868,D,-94.40647424597157,D,-11.994649885306377,45.967709633371655,E,C,D,22.83236525398535,0
None,26-35,44,-77.1043158573855,E,-66.85339448931859,C,-52.17430348290984,1.5878732104024413,E,C,E,-30.995170621612804,0
Both,36-50,67,-94.06383414295982,C,223.69144906606,A,13.755116074753904,-83.22714177555225,C,A,A,99.59465093347481,0
Mental,36-50,28,53.51581754409133,C,82.8168614970209,C,12.919045041705687,57.36182154966782,C,A,C,-67.18794495133312,1
Mental,26-35,35,195.26220001368506,A,31.227569108493903,A,-27.057634590356177,102.29130863899213,E,B,A,-11.145866629775774,0
Yes,36-50,19,160.33298352119758,D,-54.29428895425736,D,-40.03837085117166,71.46455252341207,D,D,B,-143.06989818024442,1
None,36-50,25,56.71948862924155,A,47.51882438950867,C,92.59355998388492,141.11243757779366,E,A,B,-12.418323088537827,1
Mental,65+,30,-18.15037843363017,D,-108.98219783395389,B,-165.30082269716587,46.880343076283026,C,D,D,79.4882487143635,0
Both,36-50,47,134.2756380765197,B,-27.827059464958676,A,52.04996312346422,25.314044117560996,B,E,B,-121.13550581125317,1
Both,18-25,59,20.452177291497666,D,-89.67923253069782,E,-33.91185802566883,129.75102517267462,D,E,D,-14.39467506194198,1
None,51-65,75,95.89727772432236,C,-48.228317867745965,D,70.72732477216468,-101.19428843720783,D,B,B,43.17318020672016,0
No,26-35,49,-140.8846809463155,E,46.14985764696557,A,-9.688466728626606,-7.859722197193649,C,D,E,-57.626335592413405,1
None,18-25,45,3.429202421760998,C,-44.154513154125965,B,-60.237103891932676,13.792288674418105,C,A,C,-30.882069628529635,1
Yes,36-50,57,-63.35735403217239,A,-192.55356583904825,C,173.9624953503664,-59.06041394968848,D,C,C,26.261759410450956,1
No,36-50,31,-75.92573981619296,E,51.51379094170121,E,179.66476689711538,-121.67534573444425,D,B,E,-84.60398454982261,1
Mental,65+,22,58.27604423861844,B,-65.9158136713695,C,69.05564545917706,5.257037073759678,E,D,E,119.85137058188458,1
Yes,26-35,44,-117.96892243383408,A,6.758789562176042,E,80.32088567326721,-70.87084221715821,D,B,E,-8.371135552019988,1
None,18-25,69,-114.37797254906006,C,-45.72958764235596,D,-64.26170183725553,165.44451182851077,E,A,B,187.31332333509712,1
Mental,36-50,70,21.93097779078837,B,-70.83328671284656,D,163.60961508668396,4.609665560518214,A,B,B,248.43361216262264,0
Both,36-50,30,-12.589907136898079,A,33.41850784216728,A,-106.59712447952118,23.43813062138822,A,C,A,-138.56040421328925,1
No,26-35,58,293.8115792140595,A,130.27055454286304,D,119.02622202908584,12.12827918518315,B,D,D,28.67738963613074,1
Mental,65+,55,5.858960959102273,B,106.40486857908957,E,203.48625673082833,150.3153518817765,E,B,E,-18.394664916929642,1
No,51-65,57,111.75385233887746,C,-9.622237823166838,D,-3.0385854069005473,-23.106115438112134,A,D,A,-62.752418024546486,1
Both,18-25,59,-18.533142541753453,C,-0.6284278446729757,E,22.17359106471722,-4.06033628369978,E,D,D,-232.5347744234898,0
None,26-35,73,125.93713578516868,C,33.254263550257896,C,-22.267190669014603,-14.58928134455197,D,A,C,-99.16289165059993,1
Mental,65+,49,98.21283539801755,A,-104.64838440539812,A,12.246569320042298,-35.22005579868288,D,C,E,43.111071475799285,0
None,26-35,61,49.133898121119515,D,-17.272854115014656,E,140.91805949515296,-175.83677575912986,B,D,C,-107.24891441003355,0
Yes,18-25,43,-90.40067082805962,E,118.47668577589533,D,4.746267040866944,160.224251455767,D,E,D,108.13526710279493,0
None,51-65,33,117.06297951020206,C,134.57997549829548,A,15.475881918578708,-34.55449420558322,D,A,C,126.59896615454194,0
Physical,26-35,60,86.65223669244054,B,116.85146740101023,A,135.73854682837887,-167.7699078120115,E,D,A,127.17766777772026,0
Yes,26-35,35,10.978636095327458,E,-98.99235904601433,A,60.497652921394995,76.93469403862912,C,B,E,-17.245965091220473,0
Both,18-25,59,-86.6894287715972,A,-39.21380349085465,D,51.74549114452286,-9.07404680756972,C,C,C,56.87036068941593,1
Mental,18-25,41,-16.636222092609525,C,-87.64244466848544,A,-73.70308884307057,25.162682815896346,D,A,C,33.82459481477647,0
No,51-65,38,41.66602474907879,C,-212.23793562438652,B,120.90925487048743,113.80945286383593,E,E,D,32.155909476840215,1
Physical,26-35,50,73.55869235303771,A,29.0882048367001,E,26.39645733937287,55.438312173431,B,B,C,45.0199621303976,0
Both,65+,62,-2.759099081472096,A,54.02705223938279,A,20.072983229539584,30.534196171541613,B,A,B,89.83305880053474,0
Mental,36-50,43,15.314738742747643,A,-34.60761348179503,E,-137.27743804859918,-153.76411152001893,E,D,B,-45.44126691364687,0
Yes,18-25,39,33.378495931230226,A,37.15489650456451,B,58.95059992131354,194.34594405677393,D,A,C,67.49345936451469,0
Mental,36-50,52,-48.552492742168944,A,59.83050154244689,C,-84.41123238347822,62.42882552681801,E,B,E,-20.72115151181519,0
Yes,51-65,48,130.77731845935963,C,-134.10447983525165,D,-54.58604318111506,-30.171166976808394,A,A,A,28.139817049189798,1
Mental,65+,68,-244.33630430143643,C,-71.70619021393702,D,90.81027283276507,19.61841329253924,D,E,D,142.8865994605959,1
Mental,26-35,61,23.27439687784441,E,5.161283409067707,A,87.54607344946511,-226.32271678867855,E,D,C,112.79124857075995,1
No,36-50,52,4.451074752055813,A,74.90569701017151,A,23.320628088456356,-24.037381852922934,C,B,A,-11.611195687915137,0
Mental,36-50,74,-80.31252892610942,A,-29.053388802584678,D,229.1525809368809,57.213014958826314,B,C,C,178.6003879954002,0
Mental,26-35,66,-47.96756228589387,B,-58.959632161661325,C,277.2804865142741,-128.7639514919355,A,E,B,-8.54402757320197,0
No,36-50,64,-68.6674251080086,D,-157.82303223288125,B,-72.1386234738215,246.46455628750488,D,E,A,37.86748490124623,0
Mental,26-35,29,144.62683790274792,E,8.749345902996108,E,41.12360916203876,-40.79565087299815,B,E,E,64.94548791946337,1
Mental,51-65,71,-181.99320125365816,B,20.81321397628947,C,-129.96416663584796,46.51844775060548,E,A,D,-88.33815391419544,0
Both,18-25,49,44.94186219465652,C,66.6641005059296,E,-13.76495268268684,46.728603601646256,E,E,E,201.9215189090045,1
No,65+,56,-142.35660678789813,A,77.69694441681717,A,-91.26756967026304,67.12417273972244,D,A,D,8.590759441184135,0
Both,26-35,76,7.723386067925615,E,7.6647272562012745,B,-34.08646324525498,52.73541328892159,E,D,A,-196.4931914886366,1
No,65+,43,177.75105111324908,A,-37.8034823390812,A,143.04106947631433,-41.98615813565432,A,E,E,-28.802309195719978,1
Both,51-65,67,63.713087847873,C,-25.53125171120214,B,-136.0610525448777,45.111857027370824,A,A,A,24.83092344478812,1
No,51-65,66,78.63392175622926,E,116.95822808856194,A,16.34319666209216,-54.9218820355848,D,C,B,-148.41547032541519,1
Yes,36-50,74,-4.190552445565992,C,-96.05425045204719,B,35.072580337156225,8.428028761769978,E,D,A,13.761359487435652,0
Mental,26-35,23,-217.40553293210186,C,39.97548912167462,E,128.67122710436033,-120.49702777003846,B,C,C,46.965251458318335,1
None,65+,26,190.6203872303283,B,117.00667654939974,E,42.29114145460539,74.7820308475875,E,E,A,-50.49519659531627,0
Both,18-25,72,132.85025730611443,C,-117.20712602549925,A,101.56858549157441,47.68183404018582,A,D,C,-65.6877835238031,0
Both,51-65,59,-132.9081782142138,E,40.46433846355151,C,-148.04309924089713,-115.60650738377791,B,B,B,-19.27332825383214,1
Yes,36-50,57,23.100142379410084,B,-30.320995041425803,A,197.0104456907566,-189.56231464843455,B,E,E,69.29344341138378,0
Both,65+,65,-53.96698853083285,A,21.57503517152128,C,260.4049527932687,94.39479235764298,E,E,E,59.86786784957049,0
Yes,26-35,45,-108.89377126874658,E,-71.5105987420955,E,-188.03559093613876,-78.69786594966595,A,B,C,-104.98758564741568,1
None,26-35,61,19.769308446329543,E,3.104714335839552,A,-6.529590700379232,157.09055352073992,D,A,C,18.547330192171486,1
None,26-35,77,100.66985369848503,B,133.32410513317504,D,-36.94767612278989,25.726849152888793,C,E,E,87.09775598498814,0
None,18-25,72,-79.84996226468488,B,-21.5912958360835,C,115.92308831648201,49.76759845595063,C,E,E,-61.29160680048506,1
Yes,26-35,45,-71.00036099305804,C,98.43301820024153,A,14.88130608462578,24.215848533720735,A,A,B,-81.03473091049835,1
Yes,18-25,50,-178.79457875891768,E,-117.01654471766716,C,-116.46588283856154,62.03097307282812,B,C,C,-87.84647047438474,1
None,36-50,72,-79.09297390935076,A,-5.147354956153602,C,-10.239426741639265,-145.3003615849087,D,A,B,-103.9237260288805,0
Yes,51-65,53,20.583171274993347,A,-30.09879304689409,A,-22.265585755749584,42.33078790605668,D,B,C,146.16715956076462,1
Mental,26-35,23,66.76924594040058,C,-126.51690738646741,E,-122.21416978426593,48.309818298405844,A,B,C,-101.55458330798659,0
Physical,65+,56,2.2257385505727707,B,-120.989406204905,D,-56.91226336099603,-56.61289757358353,A,A,C,-21.87195947023896,1
Physical,18-25,54,103.34680585350813,C,-191.37830166941006,A,9.206667346694573,173.84489833559545,C,A,C,-15.02911032271296,1
Both,36-50,31,91.67217930974859,C,-52.27943998141349,E,27.869430123373757,64.29561530380973,C,E,E,-97.93723124159003,0
Mental,65+,31,82.72449113150778,D,-46.1483163423699,B,-217.54722580742424,37.78279852552391,A,C,B,-135.83258394272434,0
None,36-50,63,29.470653672593876,C,-26.056227878323256,C,202.28125050869969,-134.989566849147,D,D,E,21.456069996293216,0
Both,18-25,19,68.48143413925052,D,11.286877537610257,D,102.70202252669323,-53.59139136884675,C,C,B,52.030363530862466,0
Yes,36-50,62,-135.786786126155,C,-101.54471021560889,D,199.1735395398742,6.767991800684553,C,D,B,-144.27770605701798,0
Physical,36-50,30,107.30541389525008,D,-15.773554807736796,D,67.96524221878443,-128.74269692764227,E,B,C,12.978008563335994,1
No,51-65,21,-85.84978928702786,E,-132.03526748621758,C,-96.10036806103784,-9.602193347928155,D,B,B,-107.1254631062833,0
No,26-35,26,-64.44633378928516,E,27.804082228654703,E,76.32164799137234,93.55505400486621,D,C,B,30.491188064751935,1
