disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Mental,12.62140067165986,A,-84.47093472423279,C,A,-67.10653253337776,-117.03322242888343,A,B,25.21282977146334,28.922797779529084,-79.90870931022884,B,59.52011652988302,B,C,-77.94183799037752,57.59266676025119,-60.23871152267838,1
Mental,125.60786721092516,A,-10.383141681567945,D,A,177.42808331636945,169.9448674810676,D,A,-195.42640500910565,-86.35381552689024,117.61957805421561,B,-118.22494841758878,D,A,-157.99125895321677,-124.77675509274934,-22.784712295593863,1
None,315.52828688169916,E,-80.82960651678769,D,C,58.51661997895007,-212.56538286882196,E,A,-46.547287109932675,-9.448206529958743,-14.535974900027144,D,-12.896866454155084,D,B,145.0911052077531,82.96015321744012,-9.481155336214082,0
None,-74.78913433896595,E,89.54843328299881,C,E,14.694080534116813,-7.821339524553979,D,C,-29.496691802449565,47.81540869807169,62.25917269298662,B,83.76916876928587,A,C,117.94190344725098,142.8043076571176,87.29414965623316,1
None,72.9636267262378,D,77.6989685657787,A,D,63.83842273271932,-104.82719262521356,B,E,-34.06990558990296,-97.89510381259964,135.21479538848183,C,-102.98646340283877,A,E,18.606755854651492,-93.18300635535954,117.55300397586161,0
Yes,-48.42638605762916,C,-38.93518899447198,C,D,-83.53787622084079,79.01512397017403,C,C,59.19391750978066,-113.71374369184339,20.565457199630703,D,-24.231925392867872,A,B,-70.97480089665291,-24.659479141534778,26.27857443504798,0
Mental,108.28769299546525,D,90.41320656260308,D,C,-116.67932846007278,-17.48507024826468,E,D,73.21062116486675,169.43914788688866,-206.96526627868656,E,-34.44883330191752,D,D,-52.760487684557745,-50.838243804499314,106.88611315696367,1
Mental,-59.19249603649715,E,-93.1697312159631,E,B,-101.81807273158017,74.67748202136274,B,B,-22.20234294479547,-3.8268147425414707,-175.83073024150667,C,-19.060710974347906,A,E,1.2579026412800625,-68.96167566279068,28.42648046463078,0
None,-105.12165862051634,E,-0.1592409568913479,E,E,70.88792050546793,117.66052813090849,B,E,-94.75128926458324,-106.432880795609,62.50285150986539,A,-51.037605698573394,A,D,6.042850015452439,146.3348447736561,158.14606731710847,1
Both,-27.419154843756242,C,-74.00949708374701,A,D,79.53852059061118,97.53796716092793,C,A,-45.26121450237668,-41.42271444965682,3.2602846511501813,C,-79.88518298374461,B,B,-69.78269157517938,37.3886834524424,-111.16221378517483,0
No,146.95169031102992,C,53.28668364319036,A,B,46.16635838690393,-103.66697600357686,D,C,-101.19621039498328,-56.86373452565581,119.89314562728073,A,-64.60023301852408,D,B,51.05868472960866,-21.89011609126169,72.19418452983129,0
Yes,130.87592662788512,B,87.78297469528297,B,B,29.153408113934944,-98.35970967323065,D,C,-97.89640128857313,252.39209148342164,32.759318699984554,D,-63.94787714060365,A,A,-36.70306557308344,-256.73215954076653,-25.688605167028523,1
No,-75.52442328460133,D,72.52668909838137,E,C,-14.565567227854794,332.69484424018117,B,A,-30.165572219119756,68.86207807412133,6.352262284463708,E,-4.608774489117097,D,A,57.02499237192995,-121.8049443586382,-38.598297740410594,0
Physical,-130.77453569260052,A,81.51661539241832,E,D,109.33824780106755,-135.45398570207513,E,D,130.63907856225646,-38.02954364862809,123.84390989679528,E,14.718574237389562,B,C,-37.62585267076619,37.28992457771833,8.171602311995128,0
No,-8.880737593649119,E,191.84095335490827,C,C,-191.74792129589096,29.54670471815367,C,E,151.09465015436624,-120.83641280274635,-102.90437581254797,E,-67.79189015639378,C,A,89.39110154105359,-129.70040313267924,-34.78409656684372,1
Mental,-4.6167187747266105,B,-43.84047862417925,D,A,25.53515288712336,-53.293773406087574,D,C,46.96057649973475,-74.6388278613737,-40.49542256948565,D,-35.317255773643645,C,D,-262.7874753218146,39.965665303414895,65.20448122850594,0
Physical,73.33151750841655,C,-134.14020147187534,E,C,-298.101158786311,-60.68052848682737,E,E,-37.573060483478855,-99.16842680970926,88.7419090032547,C,24.534096948767637,A,B,-107.80468086361678,-114.6745416197978,-32.967848241054014,1
Mental,144.79285062356468,B,65.7654751886117,C,B,-4.975810354113095,87.77995312247074,A,B,51.67368358859078,-146.50976130985595,18.09810342787392,D,58.05282271841966,D,C,-8.848256784242857,-92.30600069503505,-47.38284810707384,1
Physical,112.93049777374596,C,-219.51005947555478,D,C,5.347569240407585,-125.32846702049017,C,E,72.7210511646445,-46.29190060179839,-8.805074762474865,C,-60.573957224134034,A,D,-59.24067648799036,-149.6229746218181,-85.61642140775854,0
Yes,143.81776410383895,C,45.179218765460405,B,D,-25.5400837229979,-52.12058793080009,A,C,22.00751057078822,188.69289215687252,47.05558459205562,D,114.23997754873754,D,B,117.73929601108728,140.34455457171288,-65.90043727384854,0
Physical,45.994260398238055,D,-111.03656394072694,E,D,-51.821677263379705,73.5942490060265,E,D,24.699092679678465,24.219991029753853,-114.85433422910117,C,31.36364738555625,D,A,116.5069473259543,83.54929552431697,-36.58046720135787,1
Both,82.28048853859598,A,-114.35698723990883,A,D,39.22528769974589,64.31209252808327,C,A,-5.383194311608833,-176.99027024013986,12.295574063139606,B,-74.04683538324306,C,C,-60.26369571663379,-22.325125337333155,-55.24248610321996,0
Mental,-1.058442800580354,C,-11.430011481293159,B,C,-66.14380983515039,31.444843735863664,D,C,-42.47309195109922,-135.49991102106333,13.581906533104421,C,42.67787974968935,C,A,-43.028044013772316,-25.8216832829373,0.20285519682671588,0
No,55.01786255731543,A,59.25203660489389,D,B,-43.00538193305154,-102.5054626104978,C,C,50.30142581606628,37.18510011324542,137.91276576892733,C,117.19744750831612,D,D,11.733960603308315,-69.42869450206976,31.375634907335936,1
None,-95.64616803957033,B,-8.816623599936005,E,C,-29.846295261813836,45.95741418302919,B,E,137.92793922628013,88.01852441356033,-82.73996382419539,A,52.70694753895664,A,A,-72.64802175826732,109.61813993762254,-106.94869248257326,1
Both,-23.318035804209995,E,-79.17830714441982,D,D,122.56009552271342,-16.376416498479237,E,C,-38.826658416128545,-92.11714700777853,-13.613561577266841,D,-39.59076911275821,B,B,192.52278739500042,37.389870436442756,13.426807913867902,1
Both,-23.376057933065788,E,74.72802933583122,D,D,123.96501453309003,-10.519374137959794,E,A,-103.47903870315555,173.2828563067829,157.9052285922954,D,17.059156928706116,C,D,9.698112890373693,-30.29760647446726,-111.90810941173513,1
None,37.784851625928745,C,200.49521062587456,A,E,48.37708703020363,90.45727358183183,D,A,-81.43149675289241,47.691101366926944,-19.541591963976924,B,85.86202594062401,E,C,-8.750558970506104,3.756978679228403,104.24704360686883,1
Both,104.31542123784645,B,249.36513313159784,A,B,-190.3341956557329,194.79978563954796,D,C,-169.28863980737214,-56.212515697224575,6.295839355253206,E,-335.7069846547768,E,A,-43.090414631590036,-53.15848475863575,-175.72193583398322,0
Physical,-43.61150447366321,E,62.09023713409092,B,E,-70.61225202937287,-65.91232829482966,D,C,62.493026263475514,17.46479740267008,18.611332604897672,B,-108.63529317693916,C,E,137.2913473476422,88.55901526843643,-17.282662988937474,0
None,65.53993533643896,B,-61.96664808128452,D,C,-100.11863098597651,23.88587416189322,E,B,60.9207577307841,96.37830476181773,-9.950479261637266,A,-31.95529888075064,A,E,23.8924338812333,-23.63759407538336,-125.15784419052464,1
Mental,216.62251205810747,B,168.85185001354108,D,C,-38.34632099532081,-78.88765762662466,E,E,-21.34720324532866,63.06851283322943,-150.65078299640385,B,64.92608285978913,C,C,72.34637221076429,-43.04493304027734,88.41608099349038,0
None,-15.948760779529758,C,-65.60352605154917,C,A,-81.18086656251461,78.39683752063354,E,E,4.712143913210923,-65.33403016499983,-173.60857426635522,A,155.63657993528594,E,E,120.1143209715428,-8.504932025790472,-62.42201876992214,0
Mental,113.58831821915378,D,125.77326773021893,A,C,115.00530424970286,-63.7983509101435,A,C,-90.64906768048563,44.72153751305897,42.340069212736864,E,191.1489704235076,B,C,-34.60708808052263,79.5563158336241,20.107490553096543,1
Physical,-125.51987882130126,B,-259.2966294129772,B,C,-119.27554166588943,-89.65329064172334,A,A,-136.0995511303065,-60.36317983323851,18.235679355166614,C,17.90983059197832,D,D,-22.061785775130236,89.3625126024928,-6.565379380648268,1
Physical,-63.46998302877952,D,-42.88726322465996,C,A,127.21478462082088,83.51004328830798,E,E,168.01437298930705,153.48972993096461,-132.31862795695505,C,119.68351701090172,E,B,-113.50452417096226,21.513801273887278,194.29270320986566,0
None,73.99950934161878,D,-149.5249554760856,E,E,35.97031712877779,97.69097319961502,B,A,32.50448761786037,50.967045731153426,-4.453909163924837,B,22.33186925083816,D,B,133.53160476321958,20.54966494717615,300.44299296040464,1
None,-46.23951074151588,B,-184.76873506226985,A,C,75.9046208155734,-0.08925691990462364,B,E,-30.58357140568866,114.46071556711799,17.34479408843418,E,117.96044218674815,B,A,-186.54931537615423,26.078579513886773,24.647711454155115,1
Both,190.04414660144005,B,-39.33039397022738,D,B,81.93015271103839,9.625314258008814,B,B,-48.98076314493211,-28.357271284541273,36.05994923355155,B,-256.2903226002984,B,E,-12.450470793185442,-142.6036924814569,-0.48666094705437873,0
Physical,-46.05031302975785,D,63.36585807933004,B,D,74.87925449272423,-108.98237109572588,C,C,70.59842798197849,-22.208091528404257,-46.90078235428482,D,18.288105876722753,E,E,-72.21180623675691,-129.4675608369057,37.095642311336675,0
None,-36.077481632509325,C,61.88272867209733,C,C,-48.589811164610836,84.98351221602661,C,A,-157.80251162961792,-201.35647219931974,-88.1325298050861,C,7.407490693598014,C,A,69.85822016562808,-29.301346305693425,-235.21009220121815,1
Physical,-56.334204186096215,A,17.713436548351314,D,B,150.81661145672285,119.02159294216135,E,D,80.48272318309076,240.07079661654038,-68.71532002806386,E,-71.0003524997751,D,A,-85.29574452471098,89.66815853849435,-54.23513261576755,1
Physical,26.717572984337046,A,-71.77146993101873,E,D,-102.33128849019151,121.89900636596218,B,A,-79.25633015388424,-58.444028777736094,-144.13486883474425,E,-17.594347669297193,D,E,-163.60330850642674,29.27914874941578,30.860150243664545,0
Mental,-37.939704070649725,D,78.8869927734406,D,C,106.5147238275033,53.77674462755434,D,E,-203.68478593610172,-11.311239718864947,-149.42455240510392,D,-39.75865300125829,C,D,43.71765625105885,88.54561368461508,121.68880022844152,1
None,45.23010019737283,D,145.8507222570454,C,A,6.194282054453555,-127.48296919969981,D,E,127.03852783091958,-4.993494602647688,-179.14711393510007,B,107.91080865477873,B,E,5.6824094148602535,-220.284398653751,-68.65702531653784,1
Mental,-91.00418039516848,A,166.29344380474015,A,D,114.89536921806808,312.84882193875563,A,D,-148.15362178195556,-14.961111198151302,64.10441600105202,A,3.1603016937193384,C,B,99.24591943600373,39.529378610759416,54.7801371731254,0
No,-159.18661334527619,B,53.75423523402807,C,E,-48.44993494165048,-63.6419197661526,A,E,69.15724494118362,143.2074403144338,92.16651706130907,C,-121.94598251431643,A,D,-59.71487957262836,84.22453474556465,119.2932177676116,0
Both,137.12563914025137,B,-84.94874355119862,D,A,-72.99973521950646,-163.01157700990692,A,A,1.2206153891459932,61.685982154667705,-25.513555764707384,C,74.00175635959845,C,D,113.7924981365434,-26.456349819350855,62.150533319446524,0
None,-46.09234380890214,D,71.66730741080504,E,C,-29.365410322766632,240.1434701006567,C,B,3.8037897132053486,-96.05391738996535,-81.91935951377725,E,102.88114269331233,E,B,-106.76940230763871,-12.459884384321246,214.1412275997262,1
None,-75.3391846316142,B,12.65066417499331,A,C,-185.99561503190776,106.31834104412788,A,C,-63.34039931359,-87.02393261267052,-19.327703097099914,B,101.93105148569721,E,C,97.81041385438344,37.919523474418426,153.44339793157198,0
No,299.4441316002003,B,-71.74864326848174,E,A,-23.780219498415036,-164.61914581270244,A,E,-4.278667543958675,-17.089374808414647,12.481995043907885,C,6.546922390599709,C,A,-20.513055140650632,28.43436453026956,-108.92327110898042,0
None,194.72144348126662,C,34.31676624959728,B,A,70.70184284418252,-192.67752357029698,D,D,-149.29988525781584,45.09732685051156,32.16083996495351,E,-44.0142536087237,A,C,-54.33604945663583,40.37484166655478,62.1973310291431,0
Mental,29.083433437868678,D,141.17972991071468,B,C,101.72596852898836,-261.9914375035046,C,A,161.97455642298644,-26.62628663039665,2.9029039733258273,B,-94.36403442044823,C,D,144.4381407855184,79.65133636435722,-178.67820178938905,1
Mental,-182.22135573218148,E,11.317532036071073,B,C,-143.38599080787165,-58.468427825550386,A,C,-12.392908419589768,-68.83226378737267,79.20275835591103,A,-86.11714174204886,E,D,-36.326979826634606,-190.3834494806694,-159.29348682410583,0
Both,-57.889854792615736,E,-105.40444334645981,C,C,14.709651432630261,-120.06046935267867,D,C,-88.80663244274184,-36.030865623510714,5.153826625951748,D,132.8639655264199,E,B,37.683320591427986,-13.36276523813346,94.20477797461179,1
Mental,-16.893981253542034,A,195.9278341089205,C,A,-24.83912036783983,131.4140378480371,E,A,18.194689128729486,100.32640273833697,-49.549072994483,C,-132.0456365282955,C,E,-95.89798071840325,-133.16742191928745,-41.14772707562606,1
Yes,-28.85870516403125,B,-93.37286455000688,B,A,-99.89911405465264,144.79771421390618,E,B,39.25223083570815,-64.06830899367736,47.26565747909425,C,-88.33563162847611,D,B,89.45329759134701,77.37128892571077,108.70201469360055,1
Physical,56.20712517853173,C,-187.13975093221057,A,C,-44.14443147841425,14.551607349572555,D,C,24.841761495372957,66.01346838875408,115.63767099954589,D,-55.018534719700305,E,A,-141.39281631199606,150.5172337597349,48.21544751181685,0
Yes,-108.18289577809017,C,-135.96494515800669,C,E,-7.177330182371826,-186.71656784050984,A,A,-98.43574611636598,145.23637174059542,-44.62721015040068,E,53.94802059041921,E,A,-135.21262594858058,143.11440430882797,35.31351317280857,0
Yes,-136.32706243351672,C,-82.07295654387372,D,D,29.778560966270973,-60.27094114186161,B,C,86.48621104529236,-30.0212608747078,-9.719861923462673,C,-93.76435698787363,C,E,-100.09231832490364,78.37877778535393,-42.05643394533953,0
Mental,13.72406952734008,D,-122.34469321755913,C,C,-72.83520331723182,-6.357090497424413,A,E,93.51499726060392,-41.11080701529511,58.99879454583785,E,36.03788548308176,A,D,66.87939778438029,-76.63131965086772,-16.452680522357667,0
Yes,-148.51189964834975,E,17.36592900965893,B,A,203.99848633621107,-96.95748746504485,E,E,-118.89183393420848,30.59292720793243,159.97643658439483,C,13.357015158370746,E,A,120.8169674359524,8.054959679268322,219.5730749417189,0
Physical,10.702118736941149,D,108.18164604583276,C,C,-54.870227105739566,-26.296900500193715,E,C,-170.71317087463615,82.27081905602437,-37.156137922658964,A,65.04981988761827,E,B,-14.219174600841718,120.56215763857001,-25.045775358531213,1
Both,-24.50564604712374,B,37.26836812620299,A,A,-94.69286978605449,212.50915169788206,E,B,-51.50846765342675,8.773245819551875,33.74017375012311,E,-170.6343950615685,D,E,121.37324031592496,-99.23048374922821,130.71831886233147,0
No,-120.74161752288306,B,79.39838813180809,C,C,-33.83882491596056,335.8447009275544,C,E,-20.37407980817121,75.34351356536403,-153.96851640801592,D,-21.003158221547455,D,B,27.856446006405992,-152.97690608041802,125.09832515233876,0
Mental,121.8185589289138,B,84.8741610033003,C,A,86.42896246075715,-22.12997723167092,B,B,-41.19233613301297,19.572490006302978,33.59680254623472,E,-45.07695932266747,B,C,82.9218850941576,35.938826929234295,-0.33024850724523996,1
None,-195.53137781120364,B,73.68712835087061,A,C,-16.255634056158268,-65.21238611137137,E,D,133.45596113345835,12.299985106074988,-110.13605199271188,C,-127.75785841583276,D,C,11.9206805285729,-36.031500545978965,78.17174610169809,1
Yes,60.00911004783026,B,-1.9712841883707766,A,D,140.78633113465298,-106.14649967166032,B,E,42.36795215555058,-186.317260990501,119.44426647990632,B,-203.64564394771207,D,C,167.66509340912498,189.17368183018505,-93.25370215905726,0
None,118.71723617339886,D,-112.0858230847646,E,A,-3.883360827682794,-174.03053179482686,B,B,-83.44588604430693,77.75477001957053,5.325340380366631,D,38.290667686100065,E,C,-122.2841597642315,-53.17063045953857,47.96248730389024,0
Mental,-4.128434546125103,D,95.53318440319921,E,A,-8.923716090847394,92.82292349637919,A,A,-0.965376137993077,-94.70326619724027,110.0146218784134,C,179.04245563070754,B,C,-55.49738820653703,82.00904459829268,21.1991250887751,0
Physical,39.058957845011065,C,-103.50501422959701,B,A,-36.224908261758216,-178.2983575311123,E,D,160.972804422537,8.297096547731316,-143.08674109530443,D,10.192379352042062,E,E,-14.636679975530948,-48.12855859186734,-113.7463768879807,1
No,170.15802364838396,B,56.51696419013328,D,C,10.119393129877439,-29.55316037959679,B,B,75.46186273508232,180.17189917518434,-41.159347570267556,C,176.375974609983,C,A,-23.221793286406893,213.02039490270892,5.864345673453476,1
Mental,63.66467708651208,B,115.09578672631045,A,C,-101.85540317251017,81.42701614749357,D,C,-5.421975028959998,-55.43167721575387,113.25649679164624,C,1.9622183575160939,B,C,46.3133150180859,0.5469079166864154,-22.7524100867399,1
Yes,149.2476716016679,E,-83.72002543523058,B,D,65.58349386101354,-8.311314295094423,B,C,-132.25485010315882,211.18096296996467,-151.48622575187835,C,15.996735375859728,D,B,-67.4132299297487,95.92719576438371,15.871860169104679,0
None,66.25855377146107,B,-106.92359331918955,B,C,-104.69700028189656,59.7684993413442,A,B,-99.40950805366901,103.10302869904793,29.664806102296087,A,-211.89926791261632,B,E,-78.97113409104693,42.97419902163637,39.83494324063106,1
Physical,-42.5043108508515,D,-58.683015125227534,B,A,-70.10632274582586,83.0542854039343,B,A,-8.968831824447449,10.2981562498703,58.21068962770788,C,-101.9751784786919,B,B,-169.47115062902864,175.16741644504003,93.8411772972174,0
Yes,-39.80242098370715,D,-140.89911011326416,E,D,-62.28526475909359,-6.455630757655061,A,D,67.92981334017949,61.52513429764975,118.19560647404903,E,10.092809278448488,D,E,53.430195221971665,-119.9556071903185,-135.67400447347498,1
Yes,-45.45898928700302,A,45.15769437983111,C,A,59.76513758575991,5.403292282860066,C,A,111.83858076616382,114.41604363525725,127.16096430365495,C,-89.23913959285808,B,A,-47.89544865663582,-132.97535967744977,162.11926873139475,1
Yes,-124.46633496012316,D,44.696886322700536,E,A,-65.99723742357521,111.1070857825729,C,D,-118.21016943999194,89.80490312265361,-83.38034354276098,C,-7.645119845013348,E,A,16.7725703624588,162.03367799809095,34.630405884725,1
Mental,237.86862016208897,E,23.234366559588224,B,C,-129.9271808699514,34.18156474783584,A,B,-139.0962464169641,-40.205435519634634,14.977212508774299,D,-69.27447491552381,A,E,-8.402226102250216,-57.36153927720251,101.58389749324066,0
Physical,-89.76102312996532,A,-147.45592149091834,B,A,48.85018746092615,-17.093647736367622,D,A,101.8268627270772,-104.40855175638602,-61.11072501039836,E,-193.84917649114928,E,C,-71.84092502921561,6.338851384391521,-170.15204682466617,1
None,30.342830796357195,C,132.50667965416505,B,D,4.921811085028889,15.305450208974436,C,E,69.78072249792181,-259.66765701537054,205.0800233485025,C,9.846455363346479,A,C,62.57106758608675,135.18241644860103,86.83682967480827,1
Physical,110.87374202506159,B,33.34687204310971,C,D,-3.03754928107319,202.74079462610962,A,C,66.12467695631132,-195.6567338160985,-164.71900771041192,A,120.01807635340403,C,A,-56.37670431939217,-147.60962741429537,-84.25985572447028,1
