birth_year,faith,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
37,Other,Both,B,167.5593710637297,104.45242308128566,-0.12730610956803629,94.65699671301229,-61.41526145250788,1
20,Christian,Both,E,51.98991725280274,-67.85335800581721,39.78025360823843,148.54876643220308,-142.974070563097,1
66,Christian,No,B,83.96287033752559,221.5499402945593,70.31660627865386,63.29884529341135,104.98348262163873,0
71,Hindu,Mental,C,-108.80171060327535,-95.51024764991661,50.998453501853355,76.67734276913684,-54.70027744977977,0
73,Hindu,Physical,A,-108.97538571797094,-131.14303394360448,-87.91041548462974,-110.7402375215545,183.83051821560636,1
22,Christian,Physical,E,-5.922586035921715,-84.85751323249328,-70.49277364057926,70.29958890506921,133.61526267115883,0
23,Other,Mental,C,-136.60532179760128,-235.81634766144478,225.30125556470176,112.9197552141832,132.12633382291557,0
68,Christian,Mental,A,38.69835684495099,25.827856262828426,16.46428791641639,118.09103838292343,-39.908011852879675,0
40,Jewish,None,B,-17.202225753650495,-20.16337144853237,-162.0142779337089,42.21812893478741,56.775343181040604,0
39,Christian,Physical,A,-37.939336898524864,40.535499044118374,-68.24224665478809,61.509161904343024,-44.80541048701116,0
41,Jewish,Yes,B,52.01114468053567,-67.52083846438084,167.03671237393283,22.16315285158187,-129.9322043306447,1
53,Hindu,Both,D,41.80779276150706,70.53408170242919,97.89051274591432,-76.286706699772,-32.67241843618384,1
39,Hindu,Physical,C,-55.694249956350475,37.98066484498677,-195.96159187733952,-118.20275986289155,84.36449740729617,0
79,None,Yes,A,-159.5168724778208,-25.638560839041034,181.96132978273727,-26.900216292874056,118.085358001546,1
43,Other,No,A,12.69834068227818,-113.41550724644482,43.95466458534376,-60.86264538074519,130.54580639973125,0
37,Jewish,Both,C,-144.85247738442268,69.5784803082536,-83.9787758383751,36.752139744193244,-82.78542344894696,1
44,Jewish,None,C,36.43866547011534,-1.0238041955268855,-81.56102069325826,183.72888758867973,-70.60536685619282,1
21,Other,Mental,E,-6.788677727761005,-87.26950126591998,-67.49884669732806,72.37039361438644,115.26109392302234,1
23,Muslim,Yes,E,242.69630088435403,-26.732435775619184,19.029277294121023,11.034009860550162,-52.24934964159343,1
42,Muslim,None,B,-6.2985606991845575,100.29418356927906,42.71294439010408,-7.346289875888335,-116.1998813341619,1
53,Buddhist,None,E,108.20662260208505,-70.57013537585571,-22.31741844194731,-50.242635488588725,88.37851270178724,1
28,Muslim,No,A,-105.51198116200908,-76.64243941819345,248.80676004299823,109.45351677538979,88.0089564711081,1
25,Other,No,B,74.4355677745423,123.42891874629642,-27.82449269386813,-38.828742437422,-182.431539114791,1
41,Hindu,Mental,E,16.91017499740804,-110.28058000709737,-95.46571365804026,-56.11052168035118,-50.36323975778028,0
48,Hindu,Yes,B,-144.8396509568428,-37.308480624962975,-132.07097741741057,-60.90555682452404,-200.23794941754866,0
64,None,Yes,C,-109.0566447923843,17.50316968984737,121.91658226708006,27.062231833498846,33.0937051874828,0
55,Buddhist,Mental,E,-23.54455698399301,-68.46032873259401,-3.7826457559584257,10.287306738692907,-13.67052295482968,0
59,Christian,Physical,E,83.08572093275583,-75.3630062968109,41.87812177927056,-82.21661673704138,-46.17280227963614,0
26,Muslim,Mental,A,-24.869760195154498,134.16745623315163,130.26206014754348,177.5775284603246,118.61023001028583,1
69,Muslim,Both,E,4.549342996331679,-147.59249957213612,-28.974359791139893,30.96304548747933,75.30463310110608,0
19,Buddhist,Both,D,-31.125354430494774,68.03997041905112,-96.41116291023855,-179.0532369223222,25.220428262409232,0
29,Hindu,Both,C,77.63316682178109,268.55274764826424,166.56670697430135,70.3841361428082,-9.715719355137571,1
30,Christian,None,D,-75.07955027115712,70.75913428493736,124.94276837803142,102.16696818028205,-10.126599734972098,0
41,None,Mental,B,-67.50166285741219,-124.58349422637218,43.08582490906125,49.040119012033344,-126.86882506808108,1
26,Buddhist,Mental,A,13.43326609957004,-7.990435216050907,214.77657394689723,-7.841006260712474,64.65793483296885,1
19,Jewish,No,C,-32.435870578971674,-47.79942274607522,-94.38107713565714,178.1905184203319,175.90374739406772,1
27,Hindu,Yes,E,-170.24998728757578,30.958680417052832,-73.75685582224607,57.66912916393699,46.244738008299976,0
40,Christian,Both,B,-123.41380657085921,106.88730815480343,-124.17841744175315,-277.28205912099446,-18.127764464123047,0
62,Buddhist,Yes,A,106.06895838065054,207.6695894207448,-15.358677939843743,-169.84666872105564,126.76244389544364,0
79,Muslim,None,D,98.28778418268182,102.14584838499788,-110.84087242068286,105.74407674812124,198.33991691515104,1
72,Other,Yes,A,109.21362230348402,26.29765778691026,-26.303276987185953,166.2765235059888,-61.21895179509869,1
50,Other,Physical,E,-137.6597761614842,156.9684700251688,-36.47369867676904,84.02289729544331,186.3853677409129,0
51,Hindu,Both,A,151.22291785397977,142.31595413710346,-243.87532860451847,-172.48786064769155,72.96639248079919,0
50,Muslim,Yes,B,-48.702193699736824,-8.292065963177215,30.718211097726428,135.7532446159531,95.79143521180227,0
38,Jewish,Mental,E,152.60517296064404,139.2917699276937,-9.604552776503395,-148.60209193232836,15.597065854237544,0
29,Buddhist,Yes,B,-6.253836412451854,180.48706195552313,57.88001309868845,34.460158683265675,-81.10109617022894,0
31,Muslim,Yes,B,-137.78451108533037,-22.871069557818043,-21.689115973235563,126.73496192629938,102.97173020074499,0
43,None,Both,D,-95.42161013765443,150.56420009768695,-61.72468857153011,-22.003264652579553,36.3249062622568,0
57,None,None,D,-64.66351470198812,114.26230707280487,-124.0531306324127,-28.572336002154326,-28.399744836992298,1
27,Other,Physical,B,-55.723473016880334,-139.4570941889708,144.7516969366213,0.5739417118458984,-135.21120643008737,1
38,Christian,Physical,B,183.6406418018136,-92.7720770351544,209.85276897125672,-35.36512355073379,55.046006496115474,1
51,Other,Both,C,-56.15471448826448,22.419165121589216,82.63008688232712,-3.885269502736935,103.16189495382426,1
72,None,Physical,C,-53.782285616049386,-192.5609145384378,-177.50181079205512,-68.82260947616066,-95.01093859878796,1
49,Jewish,No,A,36.865330087841826,155.4934163603826,127.49027796119184,152.6936527571605,8.127961649124291,1
57,Buddhist,Both,E,-48.636161670417735,-15.87013745335064,-32.21829225379686,-104.89492719091001,80.81173336617915,0
19,Buddhist,Both,B,141.87111109773113,131.83108748541994,27.20864649668468,152.13929751274932,58.23462647232079,0
71,Jewish,No,B,-145.42156211622407,31.272827991081364,95.65652739765193,134.68502910122152,-8.568711432624607,1
20,Jewish,Mental,A,-136.65752212750212,12.623427567327973,83.1471508550348,-62.22536197543981,-105.79317769005132,0
66,Buddhist,Mental,D,50.32961487723168,52.09385315302144,-127.94247105108074,-134.60808448931243,15.960035628373545,0
35,Other,Physical,C,112.2308818282875,35.76532220469786,-50.67446613815485,-90.82706122044974,44.3506797225781,0
20,Christian,Both,D,-10.461447982928679,-22.530897315396135,55.61498085511073,9.57423852757137,-124.83610989688188,0
20,None,Both,B,26.663734414487944,-4.28792529439552,107.63298279198614,-100.43285970767828,49.60447044121803,0
41,Jewish,Both,A,80.97969248040528,-88.44115696838709,158.83757456124889,29.34326054522513,-250.8552209540526,1
28,None,Mental,A,-7.335237055015541,141.3268033741738,-70.85125245426231,-44.17456255277022,1.6136039233602448,1
64,Jewish,None,C,-77.34686152163853,-9.732588444505014,-3.8224827126825685,123.37509247069549,15.626732500537392,1
63,Christian,Physical,E,52.681645964402556,-230.26871410881776,-132.06120137798544,-113.55083417121321,0.9961928547330692,1
36,None,None,D,47.59832374139962,229.28163302336682,31.463039950369247,26.26164682477122,-197.81303133768392,1
50,Hindu,None,D,71.27163208802348,-154.02529355357316,46.83740650331863,-38.26125040555617,-115.10564798268031,0
24,Jewish,Yes,D,-19.513379134869936,139.2317985800421,-76.8289265599932,45.1489872342664,24.84175433899008,1
60,Christian,Mental,A,-41.76513956732042,155.34661987617596,-44.963382537315766,40.04270839768643,-9.607213079442637,0
79,Jewish,Physical,E,-28.526800519093324,-133.65975661337995,-130.38987317040142,41.68211549760749,-32.04046725659077,0
50,Buddhist,Both,C,39.72621457414922,-82.82483601372186,43.087209287025026,31.124699609918366,280.0715367922381,0
78,Other,Yes,B,-86.10972147631266,-30.285275179560102,125.42851310700487,-54.416474951397134,30.021636614607523,0
27,Muslim,Yes,A,102.77194241464103,161.7568815741826,-94.89923182639721,-62.47939300175332,115.07195063958324,1
50,Christian,Both,E,-56.76889554005171,51.10423784506678,-72.08918271245676,-41.72414470846146,189.40991296021227,1
26,Muslim,None,B,-52.39718890515921,-171.7168866938568,79.08720761408274,-28.742297831902913,-131.98479670760372,0
78,Christian,No,B,55.357777698633235,13.528522103949708,94.77809099365518,165.73748271007227,-57.21060390095366,0
44,Muslim,Both,A,-57.65159004369623,151.33635156595642,-129.99006325691752,19.807996992345245,-178.9978137119457,1
79,Jewish,None,A,-48.104051966293746,-75.21549071482832,-130.97634763857,9.271069270931687,-64.154390005133,1
38,Other,Mental,B,-89.82225783551053,9.577482551005485,21.19165713382469,120.71779805977062,-84.45467693631176,0
42,None,No,C,142.52620315923363,-21.116898344540356,12.195802406546862,135.65601678993028,274.4335684781059,0
38,Jewish,Yes,D,119.21321701825485,105.37694534316171,-129.74894066915778,87.53047273681507,77.30260073710107,1
66,Muslim,Yes,E,11.419793293864537,36.846850993517315,-246.84023060482158,6.81947578302421,-117.47114193359674,1
29,None,Mental,C,104.22279347798924,-62.4766242092017,228.79285520956208,-85.12890720295412,33.356678883973615,0
57,Hindu,None,E,-34.62459915178642,57.243183229164906,22.11935761251275,-50.186253652230036,170.6342787843385,0
44,Jewish,Both,C,-57.68319879374434,-141.45323409268912,17.007310346723305,-170.96688676622688,-54.6956167867798,1
32,Christian,No,E,-18.50720458147031,-88.5860546687268,52.525752496587174,25.323588172842765,243.12729219286783,0
28,None,Physical,B,141.65176330398936,-144.34525306898558,-132.21328637675026,106.24035151370654,-36.50322539320094,0
21,Jewish,Mental,C,-438.307654657536,35.53517453104333,-113.84707188927396,-13.435660791740862,-78.59546065374437,0
49,Muslim,None,D,55.79353670600781,12.830695334484329,117.16271027309071,56.410547685053494,-31.803250278662574,1
50,None,None,C,-12.775007806542652,210.91554836116256,-145.34165940628012,-17.2185844652606,-1.7136754117028303,0
43,Hindu,None,C,124.17554393237806,162.7280284377981,165.53785806800545,83.53520993000039,-170.94205536629624,0
36,None,Physical,D,20.662239173510017,-20.253158238341108,-69.72312078202796,52.37099018446798,-78.55919763727455,0
26,Christian,No,D,-112.11960263995293,-83.26782519377326,17.05944266376819,87.28097101566344,13.168722235336256,0
73,Muslim,Mental,B,80.9995378010286,-81.91253954525949,74.24001236204705,43.4490843055019,54.904367311139765,1
42,None,Yes,C,-30.020970845520463,-23.949383953354666,-8.540911604005615,9.401878455347354,-50.84602352604954,0
26,None,Mental,D,-68.2428325120393,-15.01731714677382,-23.253186959749154,44.93629350633959,-46.744804416476875,1
42,None,Yes,D,-34.679104734162905,-188.5788395749532,-56.851502697011824,155.53519483783197,-23.837651995174845,1
58,Hindu,None,B,-112.24551003083694,-4.955761925293063,108.69969285544316,-107.10482100138121,-102.84401256486093,1
57,Buddhist,Mental,B,80.9634919884032,25.23435975306357,-39.02045459910761,-115.41843327725087,-122.58903446538294,1
49,Jewish,Yes,B,-61.1461097718188,39.54668547261692,60.22065253151926,233.3637344671097,22.607137247121546,1
54,None,Both,C,80.97769939021204,65.92233484571778,-97.43489600623305,158.67489508719223,-64.65958627365792,0
40,Hindu,Both,B,57.41392477368874,88.67718579473006,-179.48023304315183,-210.9878724850363,-160.95355934646057,1
20,None,Both,A,-79.62814955317131,-194.3368257925864,101.08650620568238,-16.027859519630038,-122.30820618112783,0
40,Other,No,E,109.1989184496591,-20.424484697571927,-74.67022376622222,-10.589092882519873,44.27832628425276,1
21,Christian,Yes,E,235.13319519188727,158.8280522027865,81.78213374396233,7.918489812072944,-120.31849204555567,1
19,Buddhist,No,A,-153.71076798253839,-177.85881357759058,-10.279041642981483,278.48719620881485,235.41686548907745,1
62,Buddhist,None,B,-84.6486023783873,-102.22104112020209,54.34586191219035,-38.250170707333204,76.16852484075287,1
18,Christian,Yes,E,29.232151935823502,-106.46577881230641,-41.19623699977496,112.62529873172744,77.20736193157927,1
65,None,Yes,A,-170.82327205709652,122.09491143389005,-222.55189278131348,-16.56557434420104,-171.18189385421024,0
30,Buddhist,Mental,A,-28.591005826714127,21.54996966192437,21.441170057052386,-88.20273703969134,83.98465340496695,0
26,None,Both,C,-21.804631313697588,9.698794033398682,195.0979188978121,11.039886564892967,8.053382209028523,1
61,Jewish,None,A,-105.24329497475829,44.72376126672772,-79.7731595937039,71.30184147920465,48.98351517905352,1
66,Christian,Yes,C,-110.15589914755508,-104.8342675045705,-1.7792345823237496,-18.768280719899295,79.14645535151627,1
19,Buddhist,None,D,248.84138782677425,-198.24185915280756,46.01646308890073,-14.218441460789283,-26.43622992210507,1
19,Hindu,Both,E,11.052028043295014,125.20866117409652,-278.233920868023,-129.71679848302682,-49.41322175269593,1
71,Jewish,Mental,B,21.135623362916718,-38.02408828024608,153.9126613881483,123.53288536876875,-46.727226364542396,1
71,Other,No,B,253.40855983219078,28.5042307545718,63.45302265739464,-69.62528934790998,-39.79548745842212,0
44,Hindu,Yes,C,13.483861027672726,-52.60993577644092,69.54256139962031,2.7069849825857424,122.09681302426809,1
72,Muslim,Physical,C,-50.36763248863182,87.19392223636224,-199.76507638447222,-25.19475480229642,-69.93216574618025,1
18,Other,Both,E,-192.7347985770549,63.721533649096344,58.325940288778874,170.66427996907035,51.58407221779573,0
25,Other,Both,B,53.90265167763967,126.58898979604818,24.21182872826485,23.771387036826482,-51.85482883078551,1
47,Buddhist,Both,E,-45.04198246819379,-98.04413903388861,-65.60365754721296,-289.76743895924653,-34.74238287325207,0
46,Buddhist,No,D,-87.35827920373819,-196.7041249761227,87.74819684190349,-106.73202112678682,125.20946650614535,1
79,Muslim,Mental,D,107.46397720558436,-226.40355291515561,-50.22126424930442,-4.217123279578628,23.831864053396494,0
71,Other,Both,E,-23.032723624974043,-112.66435994025858,89.64542405639791,140.83286454679745,138.05893740521992,1
77,Muslim,Both,D,45.00607756075111,8.886859578585108,65.57357298816903,1.3325801701793314,56.338735397568975,1
22,Buddhist,No,E,-27.420847448673374,82.69400017904337,-76.27873483227337,92.6480454376928,-1.9166759323748677,1
45,Other,Physical,B,-1.031123841172918,-109.67174081723512,90.89772296396711,-99.09401648933273,47.88820755152932,0
68,Muslim,Both,B,-141.6911333918209,10.724251777153798,197.59199408690148,-60.3802488140761,-117.19551801633641,0
78,Buddhist,Mental,D,-38.40812961853731,-60.93473804651561,71.35688457173354,22.18654130416944,33.434887441964136,1
72,None,Both,A,42.848271524082556,-106.22730564091343,-40.4528829901398,-112.25340515407723,26.120406590655403,0
19,Buddhist,Mental,A,-57.18295581887133,-64.573946156945,-26.386892969792385,-165.3686996473119,35.99604361079093,1
25,Muslim,None,B,13.825403808470766,-248.1677767693308,-65.24417491163025,208.0836243782097,44.517750562539234,0
74,Hindu,Yes,D,23.2374681832591,114.0526643311053,-124.3631134079922,-22.398143441823212,-162.23231567966545,1
64,Muslim,Mental,C,92.22528185800093,-44.513200147385746,-136.14957442904165,111.16847184892104,11.450758819170764,0
77,Hindu,Yes,C,-115.70415406637504,47.97746949555393,-54.81339867970525,-26.2855940638198,-63.162672716046316,1
48,Buddhist,No,B,62.51180624526482,-126.01654725210962,-91.23328492946372,-88.16550493461565,38.14582696957395,0
31,Muslim,Physical,A,140.49589394726476,-32.33123720630571,79.374679478813,7.628106722205173,-5.383047246600252,1
66,Buddhist,No,C,11.099177100795297,-163.98681453858782,53.76855423053243,-34.50929311394187,128.00985126236156,1
46,Muslim,Yes,A,200.32338133268675,-123.942206958904,21.851416615835117,23.65235554171046,-114.37256985914009,1
37,Buddhist,Yes,E,3.3397420022422386,-29.6967599620504,239.33792341178787,160.04211873957814,11.755700332465915,1
52,Hindu,Yes,C,-76.1568009662111,-160.7386470284288,-65.83485537115294,117.13762158283537,142.0619277169482,1
39,Other,Both,D,-16.005207637770162,166.65088580732194,-121.58547159068382,5.135735783313325,99.72797762162404,1
31,None,Mental,B,-27.30296073149739,151.91176562150804,102.62960957821949,216.11979306355948,-191.41908066474645,1
18,Christian,Physical,B,-93.36830246546513,160.58559603391512,33.82746273094092,-200.4377575589222,33.94639497935845,1
74,Other,Mental,E,-183.54284242734303,-111.11208660229256,195.41916434843705,74.00677653372928,-85.06597795421776,1
57,Muslim,Physical,E,91.91829754749918,48.435331119526204,-82.22493947057953,70.80065902203965,-38.160821246156026,1
56,Christian,Physical,D,-126.96129614725149,-142.99222527304582,-149.07804957103616,94.95125169418701,58.31656936636777,0
24,Muslim,Both,B,-63.557366058729535,-166.32525600026196,-15.745580577539698,56.00792645648303,-165.3739830111259,0
74,Other,Yes,D,32.15247912253692,36.69378068650927,80.6739940171442,78.0245375341835,47.91914488121227,1
55,Buddhist,Yes,B,231.3368224591161,103.6162988056891,-54.75565015237318,-65.2757963311324,155.7717844876452,1
73,Other,Yes,D,22.288988951033065,-6.320005078031768,126.42270540084533,69.10349652323528,18.60324065998857,0
59,Christian,Mental,B,-35.87627707230819,-33.27495235966801,-61.89521035952011,-39.952431961388264,19.667719923251326,0
67,None,Yes,B,-162.49292488240673,29.757188069817133,-129.54514186942484,-93.02958072398982,179.76003481094145,0
19,Jewish,No,E,98.92508611297714,37.7376960291865,-153.23504736361693,-42.67628041614739,-102.67291913719265,0
79,Hindu,Physical,C,55.75172400425819,-127.50351878460788,-6.904985302975944,104.77263911154009,-57.952712786317804,0
49,Jewish,None,D,-63.82213125088347,78.76909585827609,108.71620837335654,32.30459953740694,-155.9241353334233,0
54,Other,Physical,E,39.74355485972569,81.29919615410368,142.19864500306522,-45.90007309626478,-18.023195618358326,1
61,Hindu,No,C,-121.27040227007274,-87.06008528159914,8.405939468731146,9.978186427371506,132.03628007242764,1
