AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
18-25,-178.86555712833294,B,-92.1449597940863,-21.87487972397928,-45.89882143180266,-25.228960004534585,79.08427100980848,0
65+,-68.55352440884012,D,100.90787538644645,-118.71446658533553,9.57614718659889,104.17136762155967,-54.84870932339542,1
26-35,-227.48533097245357,C,-32.07612660608324,-113.17657928817115,124.02662580202968,-85.63480150401378,-47.63479656669451,1
36-50,84.1369173763596,D,62.67120148646118,222.2171284129635,-0.8485991427116081,194.74560256540866,-6.010269505593422,0
65+,43.294253195183494,B,0.18558140723116404,125.9126006624455,125.07631830271093,199.77187726246726,-59.99998383846287,1
51-65,-270.9860179740404,C,159.8025763020753,-45.134309153184155,33.61487453225396,69.00739846906147,-24.97089076037911,0
51-65,122.08083155202323,A,-6.972664560591594,83.67550340462124,45.2949982303887,146.2317847368278,107.61129255687305,1
26-35,50.68594405722971,B,6.844932400040323,195.71071908096195,-19.253032500177255,264.9587105812519,218.0370001617291,0
18-25,-71.66981454674126,D,-30.498822892822602,53.77829660741755,19.317736274561874,-211.228092591148,78.01523227744397,0
36-50,-104.6294994841691,A,-71.51421960136874,37.475785654239345,106.745013108389,-78.5025751122222,-115.73066041255726,0
36-50,-71.25736623690891,D,21.616602097425407,125.39168441108717,-114.3363278266238,28.113860741235364,96.17934933025602,0
65+,-60.90343164465932,C,40.31468407131864,29.378394095977374,-37.37977978069101,54.606724383044,71.37804799603191,0
36-50,10.29632597593632,A,-101.4776113703618,11.990303437748231,18.403399112764692,138.2407421935953,-35.77416869231186,0
18-25,29.764820602922082,E,75.41685847775577,26.354810851215976,-2.411947013912462,149.89460455631178,122.00391253628734,1
36-50,-9.447603291793019,A,-28.39436918658731,19.09156689422021,122.34259693210055,168.9840442935646,-64.31924527928233,1
36-50,49.11730987175086,B,102.24229993755769,-13.810108610597313,-33.2771855026198,-115.99711263389176,137.0600186524761,0
18-25,-211.16830061527207,C,-45.81970989654043,21.99081516606846,17.645694423097588,-54.13115159912607,-17.711282240117594,0
51-65,-161.5754818588676,D,-16.808425746359283,126.318631066464,-68.50999547675943,-155.1815385162178,-85.73382338523953,0
18-25,47.59283605930927,C,-36.436805740373366,-103.98767592764702,41.711546417809686,-139.71703985171953,7.799778185737262,0
51-65,38.357422425912446,C,121.41504956177722,90.82562883987734,5.558250284973876,140.4067874765074,2.27525135350591,1
51-65,-139.58241493968123,C,-56.07444714205072,-85.31398287957221,-107.78996189393058,-113.63687292176941,-10.417062370537614,1
18-25,153.97414627434733,A,9.338956989188716,132.54000327241278,2.5787851875021626,28.213738109819896,-40.24477666745472,0
51-65,-204.88429581945363,A,177.96449373496358,-121.67435798236916,148.90940102031306,-31.888746170364808,-7.654004185404059,0
51-65,0.7175787667474598,D,-92.47997903899636,31.575042081398692,-78.45494091777907,-159.92445829666264,20.316838048060546,1
36-50,101.02433437503704,E,-68.23454751035513,-76.82483858863397,-56.14468957041885,-60.799997374060574,92.46240072869276,1
36-50,-4.054053074997651,A,44.20327711858378,178.39659747552292,3.4418869108960415,-190.28346417609148,87.29726151778586,1
36-50,138.52978327946968,C,-112.24846980455321,21.660756463685157,-48.283717444478185,-28.63161306079181,-76.69559750495449,0
18-25,-208.19716071735672,A,133.23204292721326,59.763720013906074,183.45668570108643,-20.926163625274743,103.25204295183596,1
65+,199.19971651958159,C,87.67181473668528,7.606486726367757,-95.18161778684573,-31.38854233219978,-131.79668798393806,1
65+,-145.71051679840414,A,-134.42119342355073,-19.33739515776259,8.751194689601201,76.99128714628253,-106.3568417749641,1
26-35,-86.28951206769962,A,-54.760817853691194,-6.0552089466605254,79.47884077260683,-22.01036701596866,-50.07113998708471,1
51-65,132.96746865626235,D,116.90419130137744,97.98608239210257,-84.42183117635626,173.9724700505457,17.571008981668218,1
26-35,47.450875605138805,D,9.574001187520667,68.4748228160208,38.3473968613881,-32.8834619281942,-178.67171631105958,0
36-50,-111.47417943076503,A,86.12958148978521,-175.81013845884064,8.667030046890536,-4.59413493501881,226.48139802562775,1
26-35,20.09306377084191,D,166.5810833267389,173.08895005223457,99.21893536650511,59.74579252127289,-45.8071254115573,1
36-50,-55.38339219556566,A,-88.72318390740281,-88.5458499281891,99.55049619165835,-41.529019427325416,-79.18330703486153,0
51-65,-186.42501704697384,A,-142.32410294865235,35.85401379338061,59.428161100039226,-115.32532349003036,-71.69232261211539,0
65+,68.37193667388676,C,-94.51337844350346,57.996392859213394,77.915206647776,-16.59443550943513,59.39822540655574,0
18-25,-84.8258549182096,A,158.43828573245253,-23.865227404991536,-37.116316490055524,-73.75043501567482,11.618127927488743,1
36-50,174.8914771263126,A,-58.07688569954718,65.5543783091415,82.62900540772907,-80.36662789471613,-37.57891374250529,1
51-65,97.17567022425241,C,173.5222092866434,122.64295473799388,73.62908979711872,-278.23315654565795,27.90431651204912,0
65+,-161.354384724525,C,136.9098924221363,71.52189435672838,-58.673013574947255,131.509497320874,13.702939694782748,1
18-25,14.14654616847095,D,-128.73136460154788,-46.82626674458846,-23.813538488752762,-147.91801979637978,38.77277550217629,0
51-65,-161.65512461942834,B,42.877813053754636,56.928052811536226,69.27924709289434,144.50903695790035,26.27215840764005,0
36-50,86.25648059153188,E,39.04880571795144,-95.77823177886056,94.30668396136909,-96.89122502473026,-68.1425428886291,1
65+,50.083722871137425,A,-30.834710115592497,-223.62627073809506,-112.26770313100162,-64.50756005336737,-73.9490124886221,1
18-25,-90.7597491946252,D,35.889159834484076,-87.87523950102862,71.44048174844299,90.20122133343791,-44.39248150892852,1
18-25,186.23397919632654,E,-157.259778938315,12.393986317085378,1.2096850975020064,-10.851156756015197,-55.70188665160847,0
18-25,-90.9676071239902,D,-114.81976842591557,-27.84835534127721,-153.80557338235747,32.21462438072769,-60.64078832400186,0
36-50,204.43693252872745,A,92.94131055144518,-146.09308380665556,8.583539750940087,103.6445971091007,-53.5912593108809,0
51-65,-194.33080416838217,D,76.13282543522281,-102.79778110570416,48.693989362854396,60.07050977668844,20.68063388215799,0
51-65,92.53126986584157,B,-92.62350105689839,-8.294672849549427,95.13775081992138,58.39988561632907,-139.82255033063907,0
26-35,-149.90095013083203,A,142.40602695433682,84.97223929314029,-70.34690456269252,172.75142618237643,-29.302276611043315,1
65+,96.47121082474231,B,109.25172132594061,-18.554693059183396,-8.89037943389586,19.800150316205904,-61.962200637950126,1
26-35,35.96189478800764,A,113.57743336577431,-100.70596730044232,60.66396020906668,-107.14038519118407,96.97341422499939,0
26-35,-152.19262243990494,E,-48.59403511762605,22.329545775255017,14.521083662518125,70.43236521032811,-147.45546548915328,0
18-25,5.65856007105736,C,-21.451858541851358,57.936933376062626,5.153480485964184,-16.510403961055385,5.11578639975698,1
18-25,16.604721642488933,D,-95.5918140727633,70.04004037273012,24.295870562334574,-93.4298371917684,27.73177919231229,0
65+,-177.77771284132038,D,-59.16730045012506,26.32188634150553,48.54421542671384,-36.59727485261043,-32.57906484016157,0
18-25,74.8786480629749,B,8.11611326242506,-69.48601565301446,144.56230060432355,155.04301109513702,186.81109933826968,0
65+,-86.35613638460822,E,90.95207466880396,-87.1486962306362,130.06389995411985,77.95107598513175,-96.44166041859465,0
65+,7.176876205212977,D,48.031502990160774,-22.006774827847174,-31.594378881080353,36.88540080762396,-199.8326758363129,1
36-50,-67.9001511895248,C,63.243452803277656,-95.33253202068728,-24.915094777134147,-99.79456725055114,-91.11970535189084,0
18-25,7.393571523573363,E,-156.56543809631688,35.12358442622667,21.318592892048645,-99.04799403286727,51.87394814844446,0
26-35,-2.8243316457224195,C,-58.34501496484544,0.5511198867082523,-165.68188857685803,44.841043346549995,127.37153989556913,1
51-65,-39.951164771132056,D,-56.371233720750745,-118.31869974662838,75.85990729255066,134.63420633357254,-40.48165954228379,1
26-35,74.60874838248212,B,154.34752807806265,129.05075899791055,-27.846423332024607,-96.23238563099447,-14.408672568696815,1
36-50,-34.96046455594335,C,39.75220023084507,54.52188570142342,-200.10298128416215,36.46570972248675,-54.38069098986594,0
51-65,4.351066457371257,D,62.49523858595938,-5.157041755132389,48.842159610398774,-75.00433627315306,-194.5330149598281,0
65+,48.91566494445739,E,-92.43211466569889,42.53087937207713,18.864484478632903,186.3678793700396,140.2176676900387,0
65+,-155.52965504016876,C,55.540117594766905,141.20375836832673,-33.157500571586006,149.5229062431673,-74.81827038447057,1
36-50,104.92168378039048,E,-25.395937527670903,95.34707914242911,-56.138487830889886,114.385703936894,12.729205824582424,0
26-35,152.0819482343953,A,-299.15412899517565,52.027273504434426,-119.53965336574429,-20.025285016065922,-49.5754468957285,1
65+,-73.82648302136414,A,-26.335689641905546,-114.56781908508398,-12.962225970367616,124.72231721142018,22.200458220755202,1
26-35,-234.83278976855897,B,83.6080221577066,-107.23096790925555,-77.81514951883436,-58.187934555031994,-80.89486687963979,0
36-50,-12.787743875150786,B,-188.02851401476352,-195.39564124386385,122.81199632201742,26.11818394378449,-22.459740130148433,1
51-65,-85.04438387513011,D,-30.415997875362432,-184.67474521826847,-209.94422383091086,88.81246390709462,-13.192263886183614,0
18-25,-12.962875496726841,C,-13.064888482821935,-111.42135036826866,18.81503493501831,-53.30636067625625,132.6484323532251,1
51-65,20.27586982951643,B,-6.489055632147337,4.680641199099933,27.993168582247513,141.12902079023547,67.48347312747242,1
51-65,-184.62223780557247,C,-90.2092154180089,35.22516629869067,55.28678536813531,91.31735648626544,150.7484880762456,1
18-25,42.653257927733534,B,-65.48201098086714,-4.678154874574602,-93.64048693553822,45.77431165766763,103.04513379327985,0
26-35,35.51692189258219,C,86.94022721649682,-11.21399229342439,74.79353126556119,91.00418714702556,-53.36392119560135,0
36-50,-152.2348174561985,C,-68.73326801051482,-36.603832822017296,-105.34894316219739,-29.394079671567052,-196.06390449545103,0
26-35,109.43352592057497,B,68.65759973294709,-72.45879070070002,25.65257133602565,-31.016413221143353,-180.886625344247,1
26-35,-136.10866858024664,E,-12.675915289590606,-0.060023907220037816,16.9522827124337,56.967227759026386,66.90127894866055,1
51-65,6.338489330957849,B,-13.11527177441504,-78.97223004934825,25.1501646479729,85.38544189537812,-162.32806489963824,1
26-35,-65.65469974230344,C,-174.76198548965615,170.88120517044024,-25.397680221296792,-66.18643794353513,-10.997261427133894,1
65+,-89.73245790102897,D,167.67954232495183,-129.52743958416278,153.07329547475942,18.036691533266858,30.345804366762536,1
51-65,-95.49118757534528,A,-131.17061354139574,-171.6184023538337,28.77797440466078,-138.37620200617593,-172.0982744805086,1
51-65,-106.47046314476027,B,172.3848243036003,-28.198720955858832,-63.79217055131775,-105.6140532476884,64.56243328441823,1
51-65,41.381398968674695,C,-3.9904675904264457,-68.59421830320736,135.40215525278404,-79.84861825453211,-121.17750462144915,1
18-25,51.55015891856793,C,9.826120805777201,47.88405025144045,55.07250134183577,170.78590045356336,-86.47092584935577,1
26-35,44.93579762141202,B,40.16448944618438,-77.5497520566273,-119.10422074430478,-65.71227530054882,167.8838109788588,0
36-50,-32.070965859617004,C,-92.62142099505994,-100.91802979147727,124.42208521504475,-2.7777403608560856,25.29965469603661,0
36-50,-22.286498548084115,D,-42.69281789156624,79.63145540020375,-79.86113863238417,115.92743383279642,18.005857663790046,1
18-25,0.44139488810401434,E,0.579450604543209,2.707305823843115,-18.629720860290785,123.05707493814941,-75.62398889683224,0
51-65,51.446088558052175,C,158.08925495386174,-58.087495195348296,-52.42487373864266,-170.5814309638321,46.167234909801,0
65+,-107.72280410565955,A,10.654854768935708,114.43423150076677,-17.717299591682426,29.77279219435569,222.30759087570502,0
26-35,-114.76440073920567,A,91.07180473254463,125.86578821202919,34.51250255788998,60.10638670246319,168.78242401379632,1
26-35,-75.38402779913042,E,96.7477001124648,-87.15171777413684,-53.93435050274348,-26.103466374264734,-123.74186403879102,1
18-25,-120.69178854900923,D,-104.86197163554291,-164.2539914623927,126.9671278137575,107.53715179337236,-35.075873738537574,1
36-50,51.82413866934799,E,-128.80866211139505,-128.37701583382633,-47.137835304046,209.03525565725255,-5.582720510470197,1
18-25,-27.065008674114704,C,0.955263446392243,151.2817963133374,-59.38745204774627,67.85345771161745,-103.8074582419291,1
18-25,136.07029039029035,E,21.125927754789945,-115.79173736976745,-103.02669033505119,4.144844053010355,102.21807226489597,1
18-25,90.12161202819105,C,238.23229890616614,-7.9873888219726314,-26.15508081629378,-16.7896863209873,-105.54055612552324,0
36-50,22.252791766945812,D,-13.588660682787554,74.37647230640236,-27.082669143014428,-71.50972931550112,199.76534265250697,1
51-65,-133.7481094430861,E,79.99417716032646,-128.59332042170928,-102.51314252180221,0.426042089982706,36.75238427775254,0
65+,-72.2366566267524,E,-19.04472577212153,61.246331400532796,-19.620127022437888,0.09184502920092992,-151.1114979380737,1
51-65,16.054523227712085,A,101.29204299462778,117.10460308860222,-47.48200028961625,52.64617849599432,-45.925604162567026,0
51-65,203.60779542169158,E,-88.64212868306747,-127.35414354526779,8.74004274065549,34.09869918919172,28.210791674267465,1
26-35,-116.573649309611,D,-85.70807251388793,-7.85560748918574,-168.32484028402277,-205.11207920905468,-52.10325395669078,0
51-65,-11.58418133790503,B,-75.04792745391201,-131.15163157389384,-34.125893588752106,95.0346512229627,-80.32373867178138,1
65+,-82.03832464400188,C,-5.156753105762265,-29.69893728361403,16.675789283792998,29.24107276731693,69.05169865312942,0
51-65,-70.31103149683732,B,-80.3584377783686,-23.242460982445472,48.70130807575172,8.346188912320056,3.353178077980367,1
51-65,84.74440256511923,D,122.30882497274824,-29.92059914652267,66.50762479670946,40.56831550817861,-242.47080122854751,1
26-35,-55.44261684331565,A,43.56284405043962,129.39864796320353,2.010035635957791,67.56977446600419,-109.54611685285671,1
26-35,-18.596333305219332,E,-6.338174133840259,84.31335936627192,42.579255609099796,-21.509550146941837,264.4741918026068,1
65+,-60.541615270303964,A,96.1169843766216,73.0938487087759,23.512072242193092,32.41170407755857,-145.2899961201995,1
18-25,77.3617435330829,A,-83.00943498805796,-9.030368763150912,-52.75558611285166,218.28235299353202,-58.01832339544324,0
51-65,164.8967315002188,D,-97.89377364608582,-151.13185495462434,-34.161253101651326,41.031671324340365,91.92007600369811,0
65+,-215.4944671277375,E,230.9861414594874,-64.2201647182081,-81.78655271319954,-40.52126621048195,31.56290627921016,0
18-25,-67.20586807238142,E,74.56090410846595,1.5798881528676982,-43.38930649287884,-70.30033338991427,-5.375588654859242,1
36-50,5.8082799533265135,B,38.180204608890875,60.3412998316413,114.99028562873912,-115.64083960872986,-25.578156861995172,1
36-50,39.403185920728525,D,-98.37018150195458,-2.367860385332665,5.276875825206824,-32.22408619755554,22.600350836632458,1
51-65,-24.731071432582404,E,3.897206866632092,115.19838065597683,20.20597571179695,80.1653636367677,-36.05263679741969,0
26-35,39.87127568344667,B,116.03974972985756,5.818190909646936,-60.94790340584253,-29.252300894434395,81.20754462408141,1
18-25,-57.46589097774598,C,161.34395179326287,12.895455245462795,61.606202607160675,-3.341123407007713,-55.83152404338374,1
65+,3.027894068355292,E,-107.56937600702376,-15.528235113266515,-39.05405965726834,-55.560356931864895,-107.55455286990212,1
65+,46.52155855717785,E,29.334125208245798,-24.673452119868486,-67.88835753193646,180.13361494020066,41.28682655432548,0
26-35,-25.487487319493045,E,-5.089893954484519,-82.20906813096659,-118.18270453446573,-33.05577152774042,-39.53333168720458,0
36-50,82.67014569114812,C,1.4295891958191764,14.961809035066418,247.09999576499905,30.597266717440057,-44.54549863067802,1
26-35,-53.98617124767576,B,113.79694428669684,136.72684299601477,-124.29095077672562,79.83338143824194,157.23038935505465,1
18-25,57.783229238210254,E,-70.63095656997899,-160.16914371799422,-21.629655282760453,13.843636026165637,263.4641662162315,0
18-25,-136.51286147295292,D,118.91674820632434,-73.36297430496155,-130.72883923118303,17.39298543927741,-58.457325400425084,0
36-50,150.9705330379417,B,-78.53028105659695,-152.98470033352456,118.23018930099227,29.176475426219987,-25.718580885498994,0
36-50,-8.62750802566699,B,7.690078216739559,-68.79106717220778,-15.304533546127242,28.72016772032067,-125.12962550804501,1
65+,-7.2324715856643245,C,156.3667776411034,170.82944365215212,46.72941969931643,-37.16417639670379,62.30072643596559,0
51-65,-147.46033642823477,C,-91.18952850212378,-135.5658763571918,-126.63987258884741,-96.05669711097404,-45.50795434158903,0
36-50,-155.2298823783823,B,163.09143270390624,6.57566016420492,7.487327079130932,17.457389376779126,40.77941108048038,0
26-35,-17.658521610811484,C,-107.81332970745193,65.6818466077533,90.92637054031889,-136.27790452503805,22.178866274193865,1
36-50,-57.024579589358446,B,-35.26198222594141,72.69505311512503,-20.75821816078529,-103.32906177549945,-6.926273040497216,0
18-25,-41.17297384075759,D,-20.557649122151734,57.43065685305074,-1.2151887065191023,-31.457340108691167,173.69851715446075,0
65+,-200.2514222536385,E,27.36803910563256,-187.25503408978636,-114.34456416840699,108.75341654542166,139.13185050569854,0
36-50,-132.18910908766338,B,-112.06168674097195,141.56759390917935,99.95532734142304,67.37712381779596,113.6288857406874,0
26-35,-50.234025598978874,D,95.89165351898427,-2.680645094667241,32.025593395064064,-62.59567481570113,131.5640203418465,1
51-65,-163.43377253337255,C,-238.38394410796053,-105.1156977680735,128.0613129808011,175.2233529276887,22.906735372249887,1
36-50,1.3246685632903161,D,-80.1445408192195,-19.312148543357864,-152.49932805399783,70.58894394462986,-146.77940943396064,0
36-50,194.71907202989485,C,-84.31764023811049,-41.22387805995101,-13.097772856562399,82.7049051599105,111.69853678989593,0
18-25,-104.04601727823544,D,-108.10816492509625,68.83793295644118,-31.320257513393663,-12.808032721622494,103.73860056002447,0
18-25,28.777031236934985,C,-66.94610105868679,3.967519491957119,-78.4141858519007,198.2241323098596,26.648723465546265,1
65+,24.76093931152127,E,-18.744469843330325,-74.30505314312428,87.98410537767931,-18.27840421786971,43.35165478768867,0
26-35,-100.68207424176367,A,138.0009894923721,61.85409020589291,-65.90101498071115,-28.009227507352254,-24.816843917015458,1
18-25,56.34688687294186,B,56.61107797631602,-228.24066309003138,-177.4312192261091,-242.6579533527955,-87.55826451701091,1
65+,-32.08849140509928,A,120.05905219941413,-99.36773931804707,-10.921621502759569,-100.7969774055992,66.55020073967148,0
65+,61.539586113700295,A,-39.236370902734095,-30.79853394585464,90.52300122633045,51.879015344820125,31.836778636102714,1
51-65,30.037171422915034,E,-11.198505152771757,175.69521039824286,9.263727568981054,48.632330141996306,20.900357451100522,1
65+,68.64428708232282,A,15.89780909500315,19.32115184134665,26.476925165524023,110.9483155229523,-186.64265091983566,1
51-65,-2.539691080554191,E,11.895030230338556,20.01519466528023,224.39232807128556,-74.76898403504981,81.84117014752839,1
26-35,-1.2618036758382793,C,-49.55195228749203,122.87837138682866,-134.21691051963657,25.859048614214846,6.950282948530736,1
26-35,-83.53927618118678,A,-111.77358759075702,-24.708751034140356,109.11367889394792,-109.72581785437715,-180.8448885150451,0
26-35,38.98118561952943,A,-92.02673508203237,-31.671003549960204,84.01466051124726,-30.12984726008722,-271.5687048421132,1
36-50,-2.683568698559485,B,-146.58975102394584,138.44119235044536,-53.02927487701821,91.2888727563476,-6.022717180478964,0
36-50,-130.58928719089297,C,62.48780972337741,-42.874044307316424,-18.352755142202888,85.37049240523592,133.7526412298463,1
26-35,-246.12829489155808,B,-169.07804326449082,82.24653070004035,-110.96527339657926,175.76501807211238,-151.004341467573,0
65+,-53.63163582773739,C,21.106045399278738,-95.03610142693627,90.5762940904648,20.79140734103131,-83.35202877987241,0
65+,68.98376834886186,C,-153.97385364589536,-26.509093106454213,19.283843781838506,-208.95031452847218,69.26781134941658,0
51-65,140.54994870396115,E,19.994780669109296,-29.95818911198778,161.85818952723972,-22.36863059559751,193.6617402580832,1
26-35,195.41187851210807,A,-29.302280763651684,-81.17364971932844,-64.46983644517205,-89.04468536704131,119.935882911693,0
65+,25.4764248022959,D,166.36988216087965,12.54962250401565,178.9411024647825,62.62945114657437,-43.80792688640573,0
18-25,-88.11755833249319,B,-23.736675624898325,-96.79706346782517,188.63592699171835,18.080369808625242,-65.7587717446126,1
65+,18.62164017744148,C,23.76859736731351,-88.49272866116029,-112.42662681699929,-22.486785088954385,-35.846822916726595,1
18-25,45.55703872052227,B,-33.35172895673978,42.55349009188878,10.075655207974005,-250.76061798526027,-187.94108642992396,0
18-25,37.22692681916712,E,-18.54362182881554,44.321113784920364,69.88172959769756,75.90566042823083,-218.65687432598298,0
26-35,-177.78678183084583,D,-40.18934746937085,-66.10263646907215,-150.77216503191747,-4.302218141446393,-67.49336143685466,1
65+,-25.144733945504903,B,61.85404569927117,-103.54315961818389,88.0911886656989,-159.00618819212565,-61.37589702559636,0
18-25,127.4215048074996,B,114.55851418333407,82.9553171464987,-163.56540923003465,21.142526516342148,-77.09683943706818,0
26-35,-120.91482036345175,D,111.03957793046109,-20.310828107340225,134.85717305464078,-73.73148330059853,37.58233608690023,0
18-25,16.564507430277146,A,-19.76539434535544,93.216534622405,154.24265112581205,-12.793460236807983,-45.513038906325605,1
51-65,-44.65882430263806,C,134.2232390486852,-193.577641030757,55.63940458366403,41.59373812843745,71.59882761712441,1
51-65,87.48810854478954,A,-54.305327301973236,11.637613978136747,-253.30271414554156,-84.10766155446062,-44.84403495095122,0
65+,-110.3011288048686,C,-43.17860557675111,55.02057958428011,257.23087522548644,171.97837261900867,-86.03348103876044,1
65+,-81.24910157518279,E,-31.754326732974608,-90.50923523569172,209.10079700892334,-180.76742482717336,-45.62975516232981,0
65+,-95.16320586662592,A,-27.317626205729358,-105.781251411516,-41.988211669759885,-110.03801443897503,30.199186187837928,0
51-65,-63.7114057040827,C,12.162027280287566,98.47371809687729,-19.78288079961579,-80.43528317860039,-28.591895286493074,1
18-25,-148.02002845894987,A,-55.79077048554243,38.13097979598478,57.39017654687546,82.32652528718991,44.57853014596367,1
65+,-36.415934776050534,D,-71.67131073236361,-80.61738471280377,-252.36491003277436,24.250460477340273,113.12207095198399,1
65+,-21.563304260280482,A,-63.98736319612968,24.151968690840167,3.0090614990210653,67.13675705413762,-1.353460872900033,0
51-65,6.627975858028316,D,88.5987673855784,-8.9941604862036,25.414308692614153,81.79019052262069,16.027867571407693,0
26-35,161.29921535217525,B,-135.07623120849146,-166.0877433772509,-12.54517425772578,-57.65803964259594,-90.01299940653973,0
65+,-129.09258094384853,E,-67.99952833350892,-33.672805662422995,-2.007513375570473,-14.636382072413245,34.2823922119244,0
65+,138.90721828333477,A,-90.78172070536095,79.57086574221545,64.41963108780435,162.00976338179592,-125.90979119154915,1
18-25,-113.90399152976853,C,-44.37416551990672,-121.67896194084065,-91.54492002168129,-23.0422958578124,20.715943011407457,1
26-35,-36.12877132476016,A,-38.959752169689374,0.805903390227148,81.99562136483448,77.33780531434802,44.86004466302429,1
18-25,-19.23544853221473,B,21.252851366199145,28.541743032654214,143.33942494071988,-58.052614602693055,-54.00434960290015,1
36-50,123.44793193139377,C,-137.30801485042156,-26.80786112920322,-102.63226968935406,-102.74011886089576,39.3643884951711,0
