gender,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
M,White,B,D,33.30726991418359,14.026824519034328,A,-61.241239346523116,C,D,35.76558909698689,A,-15.38007355017625,-252.565627841596,-109.11692115655552,73.71348135707916,A,-86.25839210844616,0
Non-binary,Black,E,C,84.57617783072175,-168.1058876220374,E,74.96365766679524,D,E,-16.087883369898172,C,-277.9329361762696,-3.4104483180071843,0.10841048081837831,-51.489152408263514,E,91.76472800054466,1
Other,Other,D,B,193.67821797421493,-15.530802979364559,E,120.31807755032237,B,D,104.61151546419222,D,99.8606323121373,-170.0908061317139,80.54633753468889,-140.47415056092981,B,50.423664710901484,1
Male,Asian,D,B,5.770673842240112,170.54552936387202,D,-45.13583233785663,B,C,-91.3125286103492,A,132.1709695930181,85.23399034811958,-151.72120749897485,-120.24653189504689,D,-141.5662692070538,0
M,Black,A,D,112.77882718622709,54.45925571351757,A,-167.5110891628806,E,E,-67.791951668475,E,-23.198011693960975,-97.12657083538232,18.889315458768703,-67.42984604918833,C,85.20073887448693,1
M,White,C,E,-49.75230147211258,-2.9540618694136023,A,-24.586216932178555,B,B,44.144722977191485,C,74.59795301069066,161.18008819600817,41.44738513412333,12.96169548129946,B,161.045482989096,0
M,Asian,D,E,132.11591571310188,-113.83259175619574,E,50.43290359488044,D,C,-62.20651108732761,C,-73.92489211363815,-64.34972955160818,182.57227743566256,22.52979410732745,D,66.43245009464123,1
Female,African American,A,D,-106.63503554296018,277.3221694102315,B,-125.9704285571116,D,E,33.48546446606797,A,59.32191719180949,28.37729569501365,52.375482976326296,-100.15828432631864,B,1.2246337474910762,1
F,African American,B,C,115.88513951712412,20.11758985909788,A,-32.6601554893569,C,C,-40.74382872982233,A,-19.699111770782928,52.545867520066494,-57.72626689975411,103.65385370968261,A,-1.0982401973108398,0
F,Other,A,A,102.61313546399975,-33.48124956603993,A,-133.21463053654927,D,A,79.97004941241545,B,110.05958006744709,86.5845573650813,19.961363651999182,-93.23892017379877,C,-11.810849589549804,1
F,Asian,B,A,63.40405522466076,4.188991523863754,E,157.50107400415564,B,B,33.13881564064337,D,29.515594512557836,-338.32159540696153,-50.139968481673755,-118.59032873169689,E,86.45895737371194,1
Female,Asian,B,B,37.82246951502864,26.850225464707933,E,-38.239076767080846,C,C,226.34302408877502,B,-62.22797999327656,219.24436431048545,-83.85859150070985,36.911344251015,E,82.91442116438252,1
Other,African American,A,C,-145.60765246089895,25.922756342717328,E,174.7504062684118,E,C,81.14983451216015,A,-75.50983607178156,-42.271066294454094,-133.67729238034562,79.18138086855588,A,-15.530651029362474,0
Female,Asian,A,C,-133.16510698198317,5.4176750810609065,A,-2.44571485434023,A,E,14.857745563590512,E,34.05332715299747,105.22896829741593,96.18585040173559,-9.190489059636967,E,-68.95228481025553,1
Other,Hispanic,B,C,-9.618788768223311,-28.260546924574044,B,-90.63940817661646,C,D,-23.892474729420275,D,-33.70633400505383,22.50703305890191,-62.33927599170216,-164.9817473101773,B,-39.743004984016835,1
Female,White,E,B,-64.49187902350842,-109.37919295795811,C,5.880685611776207,B,E,-12.066593129919704,B,-85.31247086098614,-97.14545809855285,-127.52807960684453,-60.84321108225588,E,47.570208833839175,1
Other,African American,E,D,16.879597205516525,-9.412750864155473,D,-5.288262712938864,D,B,145.3525307739975,A,65.79355031031369,-42.80530881458209,66.45692927199023,10.908239234752536,D,-121.71336905587195,0
Female,Black,D,C,143.0485393552761,86.89402470668243,A,-63.501410119546385,B,E,105.64568850618244,D,-66.8040235297712,2.6889307318659856,-20.500616086369057,97.00161056072557,D,78.11270368044053,0
Female,Asian,A,D,118.43914254557517,-45.30134163300521,B,-26.471700600907948,A,E,-142.69325410862385,B,102.01862637973223,-98.49183850978865,124.16596320183835,17.69863705453237,B,-24.563805611672933,1
Female,Hispanic,A,A,126.86873538502911,-131.480356898692,D,-89.28501029147775,D,C,6.988723477160444,D,145.0372910092756,11.269277996340096,68.1428011560969,122.6590029326097,D,18.156558978518113,1
M,Other,B,D,-25.55511124031945,35.056063331150646,E,64.34602716056142,D,C,49.14562063602667,B,-34.36704338236524,-78.29468553211504,-61.78533774841617,166.43137681141135,B,4.383557172578331,1
Non-binary,African American,E,D,12.257819290606902,189.67229129221155,D,16.125820015814917,B,D,46.12250168070115,A,-63.56473884335394,-9.527348097667119,-84.70106621684826,61.10024662990596,E,37.495371754676285,0
Non-binary,African American,B,D,134.70382656860855,-64.70675982388747,E,79.63466669564757,A,E,-30.674032526005117,E,34.36052699555421,83.46992222778285,85.84581003633899,18.204939599233253,C,-3.5982737526540576,1
F,Asian,C,E,18.363604016566207,265.07912370469955,A,85.46994748556195,C,B,-57.25599962357981,D,-69.5383657127107,25.417970336395108,-35.32395685059104,-12.61980542667982,D,102.6281493429755,1
M,African American,D,D,-2.6033867530470407,-77.32720741526752,B,-40.01181117912707,A,A,115.70110595838483,D,26.949521473364186,-60.04060888552759,66.69510200358917,55.921258935292926,C,-150.37392697834682,0
Non-binary,White,C,E,-15.6578962177552,-36.98734696911953,C,44.04556203760261,E,D,42.25716111104954,C,0.6828476016511686,-7.361780267599054,-96.3131401287711,-102.92975913350983,B,165.45142731919478,0
M,Other,B,A,-102.83655199175084,-48.49812161291439,C,-91.06250165612069,A,A,-141.29107618352762,D,-246.96930618827668,-64.86338328097675,-84.2411389559103,-42.716420687693066,D,47.55908947540459,0
Other,African American,C,B,74.8476962588622,-231.10107121943489,B,-203.15310756613786,B,C,-2.126252595585258,E,50.898090061819225,53.565184927459356,8.701977403575887,32.67490446536007,B,-36.985046852965695,1
M,Other,C,C,36.443879685344314,29.09390089975123,C,-41.04969374729359,A,D,-64.15147804804228,A,-37.71055381918101,183.2747121057505,7.12334814436716,-150.7618503548951,B,-215.82245867603973,1
Other,Other,A,E,59.77002080177959,151.60456561704402,D,84.68117316967704,B,D,64.82201020750178,A,200.82077679497937,33.53823524515619,-81.14268083468458,-80.63534253108328,D,68.37815276641061,1
F,Asian,D,E,-62.1836063630812,-72.76834081295536,A,-102.34171619200234,A,D,-29.54691798227889,C,-64.5811600176776,32.94232738998642,7.436870750057764,30.726986841904168,D,-74.19619604518532,0
Non-binary,White,C,B,-25.824084987879147,-22.042451344833125,C,-65.65041685492533,E,C,-80.42784064714188,A,-31.489485264760773,-35.67377363124872,-62.18663984815201,22.308003965737022,D,-11.136092284356721,1
Male,African American,A,E,84.60326205211622,-68.2665126174288,A,142.76876199420542,A,D,63.67837630304686,C,-6.014422629476842,-115.92615875047821,-214.56891491209,118.06602183710255,B,-194.0943841014483,0
Non-binary,Asian,D,B,205.4424072362674,113.90081279353264,A,-58.34250085660342,B,D,8.835693335514112,E,32.346226538376804,25.49800760682197,235.36822505144505,37.593871482337,E,-27.40016786908457,1
Non-binary,Other,A,D,124.74381454111195,-137.0165431818341,B,-7.5610093221094505,E,A,84.29119952424489,D,-26.45831251674332,58.17150702720012,123.60203611185112,-137.470425569456,B,-58.39136678952751,1
Non-binary,African American,D,A,-113.79455478286205,-35.28526188323847,A,-31.003702359949497,D,A,54.93759134783151,D,-194.09285719785242,127.52023716387284,-42.58967775910625,124.86820652578696,E,-47.21192134033665,1
Non-binary,Other,C,B,-128.0489046324883,109.76311169878498,B,53.05472938335247,B,A,15.398002331811558,B,-77.41362131758524,-260.9350736126356,-131.78569747572703,-28.37035009899525,A,81.17447029994777,1
F,White,E,E,-47.65209467152051,-226.01821409473172,D,-163.62708864461408,D,E,19.547275888277674,D,-129.46409907176738,6.3338309146657075,-47.910700718899065,165.8699337737508,E,-86.66976623043439,0
Other,African American,A,D,-212.82626490783625,-97.21184105831821,E,270.9883512245951,D,C,30.79908763938242,C,10.149239115856707,178.99616165257848,-69.13912415307593,108.2060975551987,D,18.64826305892384,1
Male,Asian,B,D,-55.78051216701626,-11.803989761656403,E,77.64922499651351,E,B,62.21628830068441,A,-39.22997301689243,-32.86349632270758,72.015902554347,-70.08676628648138,E,-66.50050513858442,1
Other,Hispanic,C,B,-66.69715648878851,-23.53227929162869,B,-181.00919971543783,D,C,39.37846214872748,D,-80.36281465237411,141.9098375823673,142.0134841493013,-255.46624860630823,A,14.280895230632474,0
F,Asian,D,C,-13.576094308442006,-23.31073390139559,C,-50.68708292845257,D,C,112.28402715127368,E,97.00538323472689,-108.9264583167966,-26.748008491016883,-107.778819551057,B,41.554594393567186,0
Female,Hispanic,D,C,-109.59599416940054,-67.85908681169803,E,-42.620241395512636,A,C,61.02807734576029,E,-112.16241235485953,53.83636694782851,4.436180174565921,124.82675458498338,B,167.2141536911783,1
M,Asian,A,E,171.2742944644226,48.26161724443434,A,155.97553604283348,C,E,-9.289816932055356,C,165.73074877822432,130.0522563700593,-1.0395264479391189,108.37586233876877,C,0.2952359669494634,0
Non-binary,Black,C,C,-9.045901000927707,4.903159713660508,B,69.83713970682489,E,D,-38.43568289150938,B,119.18270397641344,-71.29311317439819,-16.24216583012329,-1.456305879176769,D,42.849630316567506,0
M,African American,E,E,-74.41747431946504,59.46823286567251,D,37.76072486188667,C,E,50.50142223945332,A,16.05144539481491,116.26672649230107,7.3597212319590115,37.95655274746238,A,145.82392433093437,1
F,African American,A,B,66.46598670980082,-6.753361948590912,A,-87.0305205500836,C,B,1.978901214004511,E,-102.07811912765696,216.45858632427002,-58.279477174208516,67.16128804585178,C,9.53235562401355,0
Male,Asian,E,C,107.57485618823146,-108.3785883160993,C,8.78215256474273,A,C,0.05053266720907748,A,-141.5727732724392,-100.38588630418556,-66.61135207402491,337.82547658038095,A,19.657586455757382,0
Other,Asian,C,C,54.18215828011689,97.36314956661613,A,-80.54397447348533,B,B,56.51169370073895,B,118.98316710979574,-143.3871979079752,-24.66864724357013,-80.87491249089345,D,-77.64351126242353,0
Female,Hispanic,B,D,48.069746756105864,28.46253117938908,D,147.7746346056856,A,A,7.69093025715836,B,5.423437051105609,-197.98187134986813,9.748960277446281,82.18645053074212,E,-39.33224518389065,1
F,Black,D,E,-239.64856192008205,-9.1824047772874,E,-59.332479967027595,A,A,58.651282443870414,B,-48.941170012091476,28.736355824613746,18.883623754088944,-54.66249945508802,B,-93.87980432726198,0
M,Other,C,E,109.58452023228898,-173.3861322841756,E,185.31057131138115,C,B,32.32512965436703,A,74.46643406086208,74.13552003776542,111.4090151082467,-40.182710643808996,A,-148.79585723239686,1
Other,Hispanic,E,E,-130.8654513906759,72.92220013569133,C,4.12237036143404,E,C,-44.83684518467532,B,72.81277056705322,27.021739568140156,-1.0019185339971532,-176.34593386097708,D,72.33943968425083,1
Non-binary,Asian,D,A,34.98432980790747,-86.55577442178965,D,133.2120999300613,C,E,-21.15145645289547,E,-10.3706711926838,111.24631579670334,-105.6285581914919,42.028384275014055,A,-30.327998828285292,0
Female,Asian,C,A,-8.804138388350978,-2.0316280372872875,B,91.68854005552856,B,B,26.59746239697777,D,-23.552779786819077,-14.625636441507439,75.73842224292046,42.1624004753264,E,-2.795295549641431,1
Female,Hispanic,C,B,72.54768445274621,-2.046836779916871,B,198.8290569064742,A,D,77.02181740603004,B,-92.58870244806029,93.94355738063825,-211.74936611357916,-25.03786954090505,E,-104.6639235506896,0
Female,African American,A,A,97.4430900644478,-96.4253057687569,E,24.222904033431064,D,B,-43.58686704848629,B,25.039321171744206,-48.70688210530219,-154.6857800257224,-64.27033801977944,B,-155.24278618190547,0
F,Black,C,D,-142.6285002441934,-144.00348483212616,A,34.75725829050322,A,B,14.326233040380707,E,-19.68958867513195,42.34747331255287,34.27082176461111,0.6727849806378653,E,54.222455953971604,1
Non-binary,Black,B,A,146.4230490208626,64.90766633240247,A,-2.4771122746917826,C,B,-83.16891089990555,E,-101.11083426464145,75.9234782680196,144.1034037559465,-96.70714294754377,C,-81.91043906604241,1
M,African American,B,A,111.77799355900551,-225.8769166354653,A,51.02537558234498,B,C,94.57736196652235,C,24.225100059771883,-14.252759890796282,63.64736222131234,-6.6499614200043595,D,13.861684492064738,0
Other,Hispanic,C,A,128.30097422426945,-54.1879199227299,D,-109.98314390043176,C,B,95.76865339966892,D,36.25504035936835,92.87526094076414,4.48073572348909,20.312249884895405,E,-31.2606082635028,0
Non-binary,Black,B,A,7.967717131487705,-36.15900431694355,E,-88.89289985610941,A,D,37.63950872459132,B,-47.87481231414732,7.565404823661733,8.412366877195241,-60.003064580783125,B,14.276624661305728,0
F,Other,E,D,23.40719556533863,-86.0792930055126,D,149.50563626508125,A,E,-104.93470414900526,A,44.96925687932302,14.807348477651425,1.3255666120987728,-79.84813870927968,D,50.72071682602157,0
Female,Other,B,E,122.55466879672198,49.85896281728445,D,-148.71974399563567,D,B,36.03853043559018,E,-7.986346685224695,-180.47978087632706,228.65197117297535,-143.1779926089489,B,-295.6801659283854,0
F,Other,D,E,13.493639540839222,80.9522789170711,B,-21.51507514879174,C,D,105.50584177268615,D,89.22077732557248,91.36047208452212,-47.874098252406206,-135.42856375153673,E,247.99935617461557,1
F,Black,E,E,-175.37349336258256,27.802448255433198,E,167.88501702805902,D,B,-106.94496936349383,A,-40.34688733098869,-54.36705433005963,-215.67577551444467,-49.05766117345506,A,86.51703728108211,1
Male,Asian,C,E,-208.14979806145254,-18.20332911347432,B,67.89088851994765,C,C,53.58827473954803,C,-44.97982123123646,136.5467914360007,84.55454200014961,-13.598408146365918,C,-14.302461702833416,0
Non-binary,Asian,A,C,-13.39726691985444,97.7162847309945,D,130.9099126639899,B,A,9.73004580416181,D,74.1183024599367,-145.18999522364032,-133.33675296389043,-23.1798855359761,E,196.20024377919515,1
F,White,C,D,-13.711406645743995,-21.386065041068274,B,-238.07377286132393,A,A,-149.90598771777954,D,-82.29281871805117,-95.86378802453324,-106.40918744503598,43.33561316528206,D,162.80899842468338,0
Male,Hispanic,A,C,145.81728086259585,-51.82593221979713,C,62.64049438897018,D,E,98.41720728043644,C,-20.47180099980548,97.32751722637838,-90.02612090370839,44.04359992501186,D,-75.54552034364869,0
M,Asian,C,C,-105.89088603608042,148.37659643649943,E,1.627513749092793,B,E,-70.17775958672712,E,176.28078719642906,157.12988983132888,154.45806653115457,-27.728131233357395,B,46.92871904287698,0
Male,Black,B,D,-126.32207084483713,124.51988040629914,C,-57.05237461064537,A,B,194.09589282705167,E,122.62174236229242,151.695237758652,111.41777052790704,25.87239706874895,B,47.885298225001854,0
Female,Black,E,D,-142.79315299085937,-42.05603720545476,E,-10.251176947898244,D,E,-48.731609465811786,E,264.23801228311663,-154.984642369932,96.71598459538995,334.7540745740761,C,-102.16335933158815,0
Female,Hispanic,A,E,30.3942602147185,-40.698976135686614,A,-198.8632898961582,D,A,-58.587104839872595,A,-91.29442746188069,39.48773904370208,-20.347303253400153,-115.30707300962332,C,-3.3454276107269934,1
Male,White,B,A,-115.79259821582485,126.62529906269842,D,-85.41932043126766,A,E,8.4283940394028,E,-15.199036644603051,-6.463477825901849,-119.44786486640591,111.95245154676246,A,7.8192388628761105,1
F,Other,B,A,-230.6154266512944,-20.736298866588122,A,-29.244659760414578,C,E,216.40757397976128,E,-21.108942473879168,-93.43531512450802,-10.694753841094302,-30.909127337446613,C,210.75383957821785,0
Non-binary,Other,A,E,-21.26398372181269,56.74408548278568,A,-18.784986351465722,A,D,63.5846742579402,D,-3.126746268671221,-99.5958116802298,65.41278247340121,92.79424144265892,B,9.182251444162615,0
Male,Asian,E,A,-100.60256192613681,34.88840960072318,C,59.20772511997915,A,C,47.882713966936585,A,-32.670649880936615,-63.93563452011888,74.9810667958757,43.94174799877422,D,204.62206752752888,0
Non-binary,Asian,E,D,-92.19250779613513,-24.31520929311672,E,-103.73095330001824,E,C,-188.03948307422826,A,-119.81955333383686,0.16254327891537756,-98.31239869208517,22.02196538761808,E,-88.73811798310672,1
Other,White,D,C,10.51771146169977,-48.762574594910454,C,-103.04862273763537,C,A,113.39089048122088,E,-49.80208870783906,17.500521811665987,119.03098719280338,21.12611903058811,B,-116.11207814444514,0
F,African American,B,C,-7.175282570642237,113.04604170376575,C,-207.75170582798873,D,E,33.289309093786976,C,-39.39025339000767,81.94231874956402,-189.76757325754951,162.28097001003607,C,174.01178805672293,0
Non-binary,White,A,E,-4.055334545746616,72.20889923724258,A,89.36323164424765,B,D,-10.9266189452513,D,67.9357144266836,146.74769223876223,-160.6771951790056,-21.872370469870546,E,114.89101128432931,0
Other,Other,C,E,21.24699568815476,-14.982468249648702,D,-79.89487234840279,C,B,152.67862463453275,E,-94.87403553006995,248.8022207296237,90.881105627249,104.47011580089544,D,-122.66380256364613,0
Non-binary,White,A,D,5.4012005140548425,59.282086930752776,D,168.36131803032364,C,E,-21.247631047794027,A,150.35488245119924,-25.682303925651905,57.57310249473172,20.51118031534579,C,97.18113633922162,0
Non-binary,Black,D,B,-206.2657883007173,206.0524691143137,C,-88.83024697665486,D,C,-98.84937334043494,E,58.1783069372674,85.2105121064417,-68.6076811169136,-232.18113368496006,C,40.092763174844066,0
Male,Hispanic,C,D,-210.441814927359,57.30224772913294,C,45.673014165900376,A,C,-82.06540846588246,D,121.06216516638897,-103.42992743538215,-13.644495385898125,-67.14318063755783,C,-89.44665545985015,0
Non-binary,White,B,C,88.11586214867567,1.012721833651767,E,-120.17706920478066,D,B,111.51693039337233,E,118.50980286040067,-50.86757688771855,-92.33694204131744,-17.483425996524403,D,-40.68181572560055,0
Male,White,C,C,58.44723582369614,30.74346349358465,E,-96.05892972138041,E,D,-74.90165818575234,B,65.82195593705836,145.7570074606753,25.586341840151615,52.533723909203154,D,23.390732550222523,0
F,Hispanic,C,E,-67.24318539309525,-20.152573791112545,E,-170.743834408138,D,E,-123.37811648260211,D,-9.694339014921017,154.60987645511366,-65.65079356552276,57.92995437176953,B,59.67989158673615,1
Other,Asian,D,B,-90.13202383598862,73.81458330410092,C,0.9765335278835028,B,A,-152.51928224133553,A,-109.55119381366461,97.42735941556721,-48.32513172506327,-49.704164557123306,C,141.04548396161002,0
M,Other,C,C,-172.22419782490908,-68.03621223850345,A,13.514186585958269,E,C,94.86269840982818,E,-28.0507596912466,99.04738324210054,95.37427115794367,183.35803280728823,B,59.90674152584575,1
Female,Hispanic,E,E,-126.9072532650362,-37.541906199545636,E,6.401547844036992,A,B,105.545092008872,B,31.03925061079974,-66.95889050081148,244.49540735958578,-15.025613575501737,C,26.15689790622352,0
Male,White,E,B,-2.1729540666816938,-26.19072826834837,B,168.70084997415958,B,C,-75.98951299195645,C,-31.659150462367307,129.96466348237513,158.58964928121136,-18.69145828418563,A,-51.07957843946623,0
F,Asian,B,B,-26.6263924069582,191.80496357666877,D,36.82492596676409,D,A,-69.35898092218719,A,-52.20452703916516,62.14130642007062,-22.483560645983324,-40.16756086931548,E,202.46481249961388,1
Other,White,C,A,82.69464325748878,103.5395246181671,E,-62.52971414056414,B,B,210.6723114033334,C,-140.74654515838577,8.915516006074888,-168.750877697505,-38.71052693851612,B,14.206215179325019,0
Other,Black,B,E,-18.29019577933909,75.89965353297067,A,-44.91683426264309,E,E,-29.08817274988804,C,194.6999272489828,-75.56977020915282,25.08202744375292,34.582817023683226,A,37.216801425772736,1
F,Hispanic,D,C,-34.055189357737646,2.482570128190145,C,-109.2041973691666,B,E,-114.57645413631019,D,-21.74763632775401,-86.81500586135328,13.341570368640223,132.0098821722325,C,41.954858731790765,0
Other,Asian,C,A,-50.17061134065814,-37.27872626046129,A,-78.002996184548,C,A,50.86245742793244,B,-134.3857118172869,-31.756997724844272,178.64600576044575,111.65143980206086,A,-137.4193825144433,1
