age_range,ethnic_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
65+,Hispanic,-142.99705499313242,C,2.5827936135221967,35.47907745273242,D,65.00220711518237,E,-135.21615521659282,42.01548909191042,-34.53361663157259,D,C,0
51-65,African American,-31.1834511135583,B,-224.86283601922548,-126.08780060065526,B,61.59125706762233,E,-61.982821476953816,-88.7812947504246,-127.00184172456801,A,C,0
26-35,Asian,-51.45037401806458,C,85.2518891448317,-63.94161538562966,D,-12.547623919905448,C,144.83503690677,28.26481116447242,-12.63746698764362,A,D,0
36-50,Asian,-72.38739722147481,E,-198.23724404910075,-17.117784304685188,E,76.92138766271233,A,77.05859366239571,141.63100291206385,-106.61869683231717,E,C,0
36-50,Black,-25.74966583998537,A,193.1830854041613,20.345940236387776,E,-53.16699038623221,D,-46.96540044801246,130.96935850118044,-66.46522239144885,A,C,0
26-35,African American,-7.927893595325915,B,-29.59184658099462,43.4732499662939,E,29.97129316747419,C,-80.22719392442573,13.230967488139578,-26.14895921789567,D,C,1
26-35,White,-43.30077780520653,B,-93.55911619470764,74.29796805725117,D,139.38239679417865,B,66.89246672623274,19.670789170340345,-16.29146227224424,A,B,1
26-35,Hispanic,-43.23406867432815,C,89.80994924933238,-42.93574395541478,C,-31.399761676608,C,-171.03870140701883,-0.02251280144505301,13.45904764298534,E,E,1
36-50,White,62.964034864849616,C,93.22354146553748,190.58995692760328,A,-91.71015310160956,E,127.57004736446854,64.49117937874415,-65.85540604181162,B,E,1
26-35,Hispanic,68.72641121957463,A,0.6223914693417391,13.61674979919474,A,-67.48928435018954,A,96.7190711770148,114.12887276218487,-186.9884575335594,E,D,0
51-65,African American,-7.186064665296427,A,77.51593627559947,-130.85070525153824,B,96.52152984390969,C,73.60740711461276,-80.17209057872824,101.17462028140234,E,D,1
65+,African American,68.95151764242972,D,-114.95469815031502,191.7321611533695,D,-18.525803056739434,D,58.70944949712743,76.2718369069625,32.85498236536842,D,C,0
65+,White,-165.2176512586592,D,134.64717727576954,72.19793892559294,D,42.97919678470697,D,-41.591686879325344,-132.12916798208408,61.00752813749731,D,E,0
18-25,White,175.4286492324495,A,-161.06132714818807,-132.27686812044382,B,148.6482212400208,B,72.74208290018679,132.8167436715176,24.617740553288122,D,A,1
36-50,White,-18.630429768077327,B,90.89125663638563,15.377035202864183,D,-4.275470075161129,B,-156.8876813557863,-54.6216734802205,29.697093304504644,C,E,0
18-25,Hispanic,48.28067955469397,A,-193.3817515497875,25.454053626097178,E,-172.04288496927808,B,-177.23041351253903,92.38975390290743,-20.52304505440765,A,C,0
65+,Asian,-58.17960008100888,E,-36.06173019206501,-47.10792805403084,D,54.30632668127187,C,-25.798329944935805,13.3472258009001,78.5585419621874,A,C,1
26-35,Hispanic,13.261312758538496,B,-49.79301196396044,-31.249690123073144,B,-88.27187804793274,E,3.163803680891354,10.671817539202328,74.8571907892845,A,E,0
51-65,White,42.05370602741055,C,51.442955980767294,67.22718404416067,D,12.81598584217353,D,105.52987780978897,-42.41608084784472,-0.7916334066692713,C,D,1
51-65,African American,-80.94418360178237,C,148.30755969450058,51.431344082396855,C,85.61442511808941,A,-43.69473124695157,-51.46853089264754,-203.47219793950467,B,D,1
18-25,Black,170.0694040833275,D,22.902992858061204,60.34700533019871,D,-43.050080129430086,E,97.35852847437455,-153.21739879238524,-110.71195178016322,C,D,1
51-65,African American,-104.76756531189312,A,116.07621449322471,-62.07484642546597,A,-54.21351889123815,C,168.8661182459746,-3.9201943981666014,-13.680257595879644,B,B,1
51-65,Asian,-83.09774741501712,B,-115.03942182724785,207.7192070149513,A,-18.40576151802498,A,-54.71065644697217,27.142700749094296,51.64101773220388,A,A,0
18-25,Other,-0.05775541355638724,C,2.3986110066321635,38.6200445668364,E,-37.99021858299803,C,136.96010421026213,98.24805450323106,-195.78943519580713,A,C,0
51-65,African American,39.79344649367544,A,50.35102372420195,22.736659050991896,A,73.41377556515444,D,59.69243530416254,-24.214867322521354,-67.86698749431106,B,D,0
51-65,Hispanic,162.31074195446485,A,-186.09389227322185,-76.52323609008424,B,-63.44241486971116,C,-5.553676622870995,54.82021165251364,-86.92396571882524,A,A,0
65+,African American,-71.72601532270659,B,-16.685716488631176,-188.08521215441502,E,-99.20204998270447,E,138.19842330097663,24.05877086955161,93.02211915274779,A,B,0
18-25,Hispanic,-71.44270433584235,D,61.79127505181995,144.19322489434379,B,-4.587136767774197,C,46.5461761991442,-45.9001604182748,-47.718528150094635,C,C,1
26-35,Asian,-110.20738161413894,E,-7.143758632376097,-18.84408957432878,B,47.859054822759504,C,34.501448975421745,152.81959245854296,56.449357875309836,E,C,1
26-35,Other,24.37438021783735,B,-51.65623577932554,113.84136599184575,E,65.64729465583764,A,-76.24089295391686,29.76513769990473,-90.50393809810122,B,B,1
51-65,Hispanic,-76.51046985179669,B,18.659464474449354,-215.83758944711838,A,163.17569515697346,B,162.2957435434855,-30.929915507462347,45.456365135998446,D,C,1
36-50,Other,-26.777474656551476,A,-181.56534391671164,82.28057884093273,D,143.87461845082777,A,69.80934281941799,62.84908757668769,54.93817425430316,B,E,1
18-25,White,138.824000831974,E,136.19832899945376,-41.56333916778662,A,-38.450655838534345,D,-15.519148169542405,138.6658103660783,-63.52630312027665,C,B,1
65+,African American,-159.12843677297639,E,-68.86737697498748,-40.923094899538,C,-16.853193903571952,D,-55.66489764265068,86.60402263642062,60.999649603346185,C,C,0
51-65,Asian,-71.8728096726266,C,47.774163268440475,43.20589063284962,E,90.98669231924154,D,-85.61195121394346,67.86398806754387,139.92321415132676,D,A,0
51-65,Asian,-121.15056121351031,C,-184.33866388084923,103.34778608820213,C,106.36325282433793,E,106.31069016776054,9.900951000147181,107.22859413305734,C,D,1
36-50,Other,127.09871054603326,B,96.13554079045883,-11.057810440596354,A,60.64041873680923,D,-5.644525670851448,91.83357062641174,-102.66769185965072,B,C,0
36-50,Asian,82.94716506200463,B,-25.032780342199167,30.08766335612095,B,-146.154733842748,B,62.984022214395615,58.765038190106885,133.53347504244334,C,D,1
26-35,Other,-16.00096827843447,E,21.72936832402714,-44.65992756390039,D,-73.84328913839991,C,-15.183311596633631,-54.00199116371633,-32.027494813057025,B,C,1
26-35,African American,-75.80045005954844,E,24.912463169776547,-17.319608423886777,B,59.7616964547424,D,-108.3131701080831,-7.954534793353139,-4.257617645066945,C,D,0
36-50,Asian,141.18749242716672,E,127.7299534589389,-37.63221508295221,E,61.28706664020835,B,-48.21300733934811,215.99447338675083,158.0568786614557,E,A,0
18-25,African American,96.30473983349978,A,132.50761905023109,-42.98159540500474,E,5.605946513382244,B,-132.85417329733096,82.89055055662229,-82.15417603759782,E,C,0
36-50,Other,313.67418320622016,B,67.42733318903282,140.81966780472064,D,-95.83928862947742,A,-19.299617773676957,6.635156762185382,115.35087663988821,D,B,0
36-50,White,-5.693855368708053,A,50.327483036404686,-19.805100858953985,B,-167.28954862013842,E,59.36793305424197,-41.136574278371725,32.31254942884389,C,D,1
26-35,Other,37.135929845064716,B,-85.88107608060473,-127.63655992961658,A,-125.25716008321098,E,34.66500509469159,-117.4135046152186,95.25507064947286,E,C,1
36-50,White,20.56147139301986,D,117.17224367091983,-130.57760795245338,B,56.665822603002866,A,117.77589422428146,-94.96288322966639,182.35384837469292,B,B,0
36-50,White,20.58267145142096,A,173.52789701648635,-84.09567220745603,C,59.1575143396249,B,-92.9022537313929,-144.52566912512557,30.865651480938926,A,B,0
65+,Asian,177.46800775960668,E,62.55493212792589,-121.88425345184616,D,27.62127231340224,B,-13.687606593487212,73.33660521059737,36.33533016291679,E,B,0
65+,Asian,-129.75256586008302,C,103.05518193890832,81.93143518488839,E,-124.72561813366185,D,130.29040211715125,-87.43875931346889,8.81132127892003,A,E,0
26-35,Black,69.99639621849666,D,-111.68905333655965,100.85291173542367,E,-103.9302237759049,D,79.85379399261032,-66.49973000963404,51.4046679853381,E,C,0
36-50,Hispanic,28.40028842961491,B,-86.12439486169923,-37.95644604054414,A,-59.09575649742386,C,-130.55515320085038,169.12762631530725,-36.59533295458723,D,A,1
51-65,Black,-53.28716784333256,A,89.16093727719078,32.07558952318381,D,-4.510178053783854,A,-5.944763906832422,8.338439076219755,0.13566551350103986,D,D,1
18-25,African American,58.87465838940403,C,135.232414768778,50.232672510168626,E,-24.934206363621986,A,6.941159987858511,81.43075355109565,51.43265722025586,D,A,1
18-25,Other,-83.86022543589606,E,-50.382057427117466,-11.02791619763066,B,-59.42538659150311,C,80.95006919836825,63.87602013749007,50.16286014859844,C,C,1
26-35,Black,-90.7287199528286,D,73.18102647849803,-26.978372279011086,D,65.41701577992404,D,-153.90918240630415,-2.935019909812165,3.1383681421553766,D,A,1
26-35,White,28.40218508790388,A,-26.18554620137831,13.530141837712842,C,24.10752521504286,E,-180.16044152593673,-21.271207116864048,-70.19868928649528,E,D,1
18-25,African American,-68.34719486349609,B,130.18651117465672,74.7758498288731,D,-47.52277887980242,A,88.30478859734453,136.07144750389236,-28.75683809149971,D,A,0
26-35,African American,80.13562864868804,E,104.32011633401275,-87.65916144678812,A,-177.49598466223827,B,-76.25250261283392,-6.588758398592974,35.10880033142332,C,C,1
36-50,African American,27.873642356343716,A,-31.21473558201519,-96.62569467478086,B,-46.438645632884715,C,-84.09511437812284,78.69667112485675,-116.7278742984744,C,B,0
18-25,Other,57.114392080027,C,-37.4300975949502,49.31128513163361,B,-63.06829947490754,A,-29.010186789945813,-99.72474670375159,-52.937944056600614,E,D,0
18-25,Asian,-62.8311264602844,D,64.61247655348684,141.44078095400866,E,69.57465632609001,D,-22.516826637851896,258.9283648471646,-131.57710992587684,C,D,0
26-35,Other,-86.1497088903868,B,-172.365800471628,11.703961850186172,A,-77.07179964006406,B,-107.18697871624963,46.98300294097948,183.85701405263003,D,A,0
26-35,Black,-112.74501074441562,E,-25.617478676603323,-12.975500089393524,E,23.961907408067855,E,97.12366155034965,-128.35800552342997,-14.18085873905972,C,C,1
51-65,Hispanic,85.60828644381519,C,82.05745751791137,-9.71414271512488,A,-77.43708277156847,C,-41.28780965300463,40.6098426686168,-131.54948637954038,D,E,1
26-35,Black,-176.70899133271118,B,-19.652794675589455,58.09918189710381,B,-34.71344802569576,A,-56.70632014854493,-12.736058172465963,225.70409476192626,B,C,1
36-50,African American,-65.98903284024303,B,55.912394033874115,-131.09970604652986,C,61.64936948606166,B,43.66885801317724,31.4721418288088,69.72384719129862,E,D,1
65+,Black,-52.75738161163138,E,123.24793494398934,-18.444312509554432,B,-40.42774311920973,E,-30.574833012163193,-154.20245562125507,42.059905188131,A,D,0
65+,Black,48.593471784459716,B,7.278624165221712,56.03177982913805,D,-206.47625146416567,C,-37.19278135209516,-113.03829608543555,60.66104478068435,D,C,1
26-35,Hispanic,85.93494780336427,A,-112.34796877549968,59.51939105142413,C,-219.849694729899,B,90.34674293275968,3.4159770821464237,-6.584859481612162,D,C,1
51-65,White,85.47537049226455,C,4.569057059548288,-122.9068808244098,C,48.30752267235933,B,107.00363896172733,168.64903105937756,-68.17178367866643,D,B,1
36-50,Other,41.62768221857782,A,-82.69129382563646,116.76284644324244,E,89.08496737581389,B,-12.032467234999416,-38.84857624956504,118.42924612123555,D,C,0
26-35,White,-58.28758644930241,E,106.58587709779519,-102.36739396041172,D,15.214805979570883,D,7.968752841963717,26.201311254399286,46.2806021611132,E,A,1
65+,Hispanic,-131.80724387668872,A,2.420190104488014,-59.087930874016735,D,-75.61347538547429,B,241.18263068436136,263.5428448519336,137.67919007973956,E,B,1
36-50,White,-87.1781216687465,E,54.56270077045608,20.17950695123436,A,-95.88596729607359,C,109.16216046823546,31.34120243391424,-57.06979982332258,E,E,1
51-65,African American,109.28428369819865,C,-58.63540629517352,-123.75527023952826,A,27.94470085347877,C,97.75665244122223,-29.235227987741585,-59.969080250122495,D,A,1
51-65,Hispanic,-10.850129056354078,A,-43.33301954037199,-144.56306139529127,A,197.35186381428215,A,5.029589887933864,36.42693514724042,-19.333486460631953,C,C,1
36-50,Black,57.615092816322885,E,-88.70223261115443,223.07258370661907,B,-159.78715523682092,A,161.22676981363944,15.187086673627489,1.4064012482140853,C,B,0
51-65,Hispanic,140.6626272190566,A,-14.062795761262837,-8.15633086770342,B,-40.810752750027405,A,-27.403653783936143,-29.487104838980777,-7.961329412768705,C,C,1
65+,Hispanic,141.37683635142972,A,-103.32465215020056,66.69787698507777,E,-6.23335956473832,A,-151.04611826561555,-66.30195902245761,174.88945351249876,C,E,1
26-35,Black,195.18495420936796,A,24.684068023160783,-139.0071468276395,D,-10.592358041971764,E,31.175451112013324,-217.93345840184432,-153.97826393096346,C,B,0
36-50,Hispanic,282.99954131435044,A,-188.2783875084329,-74.17329549555782,A,-91.38915352853493,A,-9.658329629422102,-54.32370706891996,161.6713102334894,A,D,0
36-50,Other,57.380744962445505,B,203.6624434211691,-151.43677682442606,C,18.76127582015048,B,33.835024928256324,48.511392706276034,75.49962659590858,A,D,1
36-50,Asian,36.2680661084941,A,27.15434971975296,-34.87791932524014,E,-113.97007379510136,D,-5.0734158249061005,-112.04699021616129,144.4739626267235,E,E,0
26-35,Asian,-19.719381786066993,C,-184.6772610934331,-21.777207609602556,B,36.7915491875567,E,-149.22254425917376,24.320855907432392,5.58291788747235,C,D,1
26-35,White,116.35565178799676,D,-47.84668570009287,45.714470296765825,A,-159.3978282544283,B,-97.60276811588628,-26.712542336152286,-50.88812843859654,C,E,1
18-25,Hispanic,54.57137212139686,A,102.45105518274559,13.201372687014745,B,-20.019630417420373,B,-44.999765416199004,104.53724710798056,-40.747296159499975,B,C,0
26-35,African American,-83.94445118618138,C,50.74526469055163,-86.15046573535473,D,119.64723222573251,E,-71.72017853615026,-15.60914142047412,14.338196232103103,C,D,1
36-50,Other,75.63770112360993,E,-24.930772835257034,-42.38897919707835,A,-119.29868229948369,D,-82.20082421011237,-2.771250626990041,21.93080279703863,B,D,1
18-25,White,-22.667998798122824,B,-187.44926229966325,-20.186908437770033,A,6.738624583182973,C,-108.09418979469005,-11.659367717808205,-102.30989041299617,A,C,0
51-65,Asian,137.86253922260647,A,2.5852693618263967,27.94531419408255,C,-110.31559205916133,D,-27.108455654885066,156.46092875982202,-36.6402768968334,E,C,1
51-65,African American,13.89219647603822,D,27.759777277242577,43.03980146443974,C,28.580368781576187,E,-60.39393727296892,-39.45772264907496,7.9985415273615486,D,A,0
26-35,Asian,165.12519517357612,A,-53.856875135790446,44.68638893852852,E,121.30200366743705,A,-161.8829372492545,-126.70674723246304,87.40415690627701,B,B,1
18-25,Black,184.37105830935877,C,113.62237583744597,-100.77839336413686,E,-87.6011752539928,E,134.6640455729316,-213.40142610008442,-22.92006116678295,B,E,1
65+,Asian,106.62459552982777,C,-199.24314742900464,25.47887006307223,D,15.863532383086387,A,-140.4394770297094,14.105915406805765,-94.92285311735078,D,A,1
26-35,Hispanic,-112.00878964526902,D,-65.72039246635629,67.46395906884952,A,-248.03542889796427,C,-109.39882762409906,45.93390970498009,40.29587813770863,B,E,1
26-35,Black,40.34833812211554,C,-161.18822665330242,122.5256514718129,B,73.19681136962755,A,40.85255575628859,-117.6579091758612,-187.6423260320113,A,A,0
65+,Hispanic,94.50531786324355,B,29.11188334399677,-178.89130704024683,D,-17.47754683989637,B,22.12126685475044,-145.55582652058683,8.728617484591213,C,E,0
18-25,Other,-68.2154178535273,D,189.02717792078772,26.32607769676977,C,235.25295203979556,C,77.91608533554188,42.174087519021164,-89.49771968428009,D,E,1
65+,Black,-24.7416312956504,D,-28.117521186565963,24.691581902332814,C,-111.27953012719532,D,126.0967836030141,-96.27435436078449,113.8801973741971,B,A,1
18-25,Other,-104.42880563609343,B,24.644562306006875,-6.2503169186763285,A,-2.0204714520120475,E,-44.96204713033365,22.23826260004556,14.38863269720119,A,C,1
65+,Black,8.821912788020427,A,-2.6123349668465674,147.8440101199474,D,-86.84285869298593,C,7.468346100609168,133.43972804540493,-29.857992928794197,E,A,0
51-65,Other,25.086533671355372,A,68.50431735507767,-27.820085769009967,E,-205.76801804296494,A,-132.27594199486518,23.882630315417096,-19.0079638606046,E,C,1
51-65,White,-61.97756350379164,B,-162.99311787563335,67.41646903403911,C,-5.500222429858846,E,174.52423044897677,-13.315468586750717,-16.992708581413435,C,A,1
65+,White,-84.14002823889362,C,44.728684708332835,-92.68662702445731,C,-14.053059428266979,A,90.15407674717754,3.133297673540662,-26.55637317728128,C,E,1
18-25,Asian,-53.169482935266984,B,-59.59431585656033,19.939159787210244,C,180.68276214002339,C,-83.14162008472226,265.1013380516424,-11.138868663069566,E,C,1
65+,African American,-89.18636756414773,D,39.115359508105364,25.511433425170715,A,142.26714988999402,A,-130.5698582775501,49.266458147988175,-72.77953660553986,A,D,0
51-65,Black,50.25559011025533,A,10.45665378594877,83.17378953337669,C,113.55432398598705,E,-11.122355191510342,210.8510207137672,91.58856841917007,A,D,1
18-25,Hispanic,-198.18802240121792,C,103.28533700534703,44.5533389363156,D,-55.102464323424826,D,41.43920018293072,225.821410635507,177.5978083317259,B,A,1
36-50,African American,3.3208174613616506,C,-177.16011789816844,42.66564009326374,C,160.52163213354163,C,-13.517918805630611,58.87984064590221,-90.4445281369438,A,B,0
26-35,Asian,-197.65583409120558,E,162.96528746274998,-101.24216027327874,B,-67.06233124128637,E,25.308363955294915,-140.29536255324794,-101.35060851610879,C,B,0
18-25,White,-128.013025950396,D,-2.39182673633524,34.87662423223849,D,-15.590288764078625,A,-63.58197275356662,-238.19701431173442,61.60455860966015,E,D,1
65+,Black,22.36204369886811,C,66.90857689980874,11.063895670095155,B,-61.42603380559915,B,-96.47419850514011,-65.5324852527596,119.09355069899303,A,B,0
65+,Black,63.1419422887389,D,108.0511241259462,-93.91335783069967,C,144.84927971239082,E,-53.75452226142663,51.309513855409364,18.948281283972047,A,D,0
36-50,Other,-14.521904861842753,B,-8.692290510763435,-139.96412673876188,A,32.19664554274534,C,-10.94522276930589,120.58082259634368,-11.563643335023496,C,C,1
26-35,African American,256.4811834437068,A,-165.67063116463189,144.67762048072498,C,36.445351448120064,B,18.581256972130205,175.28388141405728,110.12672718523473,E,B,1
51-65,Asian,-33.3721130498965,A,110.40391082369064,120.94376145340662,B,-111.89621493893107,C,76.9178097616736,42.64911919506599,235.7242945150221,B,B,0
18-25,Other,52.55999995257,D,-101.23893800887464,149.00015405387666,E,49.04655024377907,C,-80.89059084514075,-7.920836525645431,73.23559564785039,A,A,1
26-35,Black,-140.80798189480052,B,147.7676059132263,47.03284000411262,D,136.91013383109873,E,176.1222231846294,96.78748509753102,-122.5723589471428,C,C,1
36-50,Other,22.49628031672398,E,91.64886945342722,81.83673835053078,E,-36.673579748691495,A,-80.94601789334675,12.741249132752246,-39.88709108520556,C,B,0
36-50,Black,-65.37599049403298,B,-16.448471902829464,20.60528480548999,A,-29.01530925147443,B,4.062263666327929,134.32780141162607,-126.76393892660994,A,B,0
36-50,Hispanic,94.40709515692116,B,-10.118551322830507,36.3203380374703,A,-146.08739253298046,C,-96.82303543731727,59.954429704217475,-21.26505947705126,B,B,1
26-35,Asian,111.00347136085804,D,87.07113225706587,-181.32431407491467,E,-98.20327309484561,D,163.63743073814067,-43.695082865965844,-129.77067026896736,B,E,1
26-35,African American,-61.17912232343927,B,-56.84388880176069,168.6522273010471,A,268.1448704749314,A,144.58323608390108,26.39881691935751,-44.3578637705165,D,B,0
65+,Asian,84.13427844431949,D,-149.7251262977634,-71.36330261647595,C,81.35902308453298,E,-61.69468914155152,-182.32918776654193,169.67877053939796,E,A,1
18-25,Hispanic,169.6350028938455,A,46.74086725371231,-100.88368331732738,D,146.99867202502503,D,-29.60455495267147,-210.0103835226538,198.5637013515751,B,B,0
65+,African American,-67.35222414172098,E,68.05722168812073,-34.342885096763936,A,160.42738014212236,C,100.095971348734,-20.680638047631827,-128.57739381237172,E,C,1
51-65,African American,183.59308236897485,D,9.346876486634079,78.21718838163535,E,-53.993956696884894,A,-5.284248282974977,29.24204204480606,110.27664362052201,C,D,1
18-25,Asian,-68.87021343391181,A,137.00202407613992,-46.20181120953393,D,-10.081506377165798,E,60.32700129486004,41.440434385173745,-31.12168591895268,C,B,1
36-50,Black,-64.66595527826648,A,76.8710718355368,62.108922495241124,C,72.08750873522095,B,-42.896369331714716,-118.64985155177017,-57.02629737088738,D,A,0
26-35,White,-23.459553366672527,C,-56.95057167078667,116.36805910696006,E,-70.32405842605792,A,101.64384795064214,40.580695810017524,-55.77661308382864,E,D,1
51-65,Hispanic,-10.333068061794226,C,-100.07216137916647,30.51772557646299,E,-101.05502903221736,E,29.010605772488766,-197.23952519902775,13.884118554504447,B,E,1
26-35,Other,-28.5449212083023,D,1.9631172831877077,121.35204650664492,D,-94.94157234130913,E,-183.6671944003633,-39.214494887705634,-20.787009241660915,C,B,1
65+,Hispanic,0.17627432886407488,B,7.799856356224441,53.32076529531861,B,21.244001823496873,B,-34.486643408642244,-110.17407378670703,-8.688128993302172,A,C,1
18-25,African American,68.4868571333431,D,131.04831883635427,-50.23747686129572,B,52.47909093991267,D,-7.7879747801249195,-0.17151719045430516,95.73942223633173,D,C,0
18-25,African American,248.81951937178152,C,8.762548436244606,54.39533952114872,C,92.06401477296039,C,-13.803304138796763,108.38578512978579,-32.71300218193156,D,A,0
36-50,African American,-29.482136331510123,B,142.03649577878156,-7.989709233649416,D,140.73942520288225,C,-183.74935417006878,-73.96332855232545,-69.59316671570626,C,B,1
26-35,African American,-25.634081612307902,B,-7.189663483859264,76.2771523085648,E,64.55758072275476,C,130.52949538568254,-89.50393745082334,-12.49163467947591,D,B,1
51-65,Black,-121.85471322610523,D,-62.31104133593709,72.48324513055172,E,-30.508157209922626,A,-95.27627534163368,161.35711802724165,122.79020867195047,E,C,0
36-50,African American,-35.473963554650304,B,-4.310970059532626,-42.80239387805518,A,91.51338843520038,B,61.000768673876216,68.11737187112459,-0.8502972937604264,D,D,0
18-25,Asian,-24.84829054774599,D,-62.97586480017935,35.41809388471581,E,42.933814878755044,A,-9.545089616471628,109.58215058688303,2.7689393378486598,C,B,1
26-35,Other,50.953179213163814,E,22.666195303142214,40.229115002067736,B,-132.30135914206764,A,77.15548189005291,101.74561204602834,-161.5874644225405,D,B,0
36-50,White,-346.2365663292222,D,-154.18094590924468,-140.68979210882355,E,133.01331555236715,A,43.50793087047424,59.866487438948944,-120.76548387930737,E,D,1
65+,Asian,-44.31092081004749,C,182.8552163251896,-16.805403541119524,C,179.79638670408247,D,-85.38534568592256,-40.633460771216896,-114.83802193084371,A,C,0
51-65,White,238.36859682008185,A,-127.26260267293814,176.7765323310229,A,33.461131728769374,B,-77.03325656748905,74.96338132911116,36.07904122791248,C,A,1
65+,Hispanic,-234.11506395481578,E,68.45393519174682,-24.20680657385234,E,-8.686572711950957,C,-116.6548470107945,95.53805503144005,-13.291159950985362,B,A,0
36-50,Other,115.92170684226957,A,226.7502541757361,38.346684227844385,B,-244.3901744699355,D,177.4921824790362,-9.642305679822277,-195.95463254664296,E,D,1
26-35,Asian,-52.524900966609465,B,-1.179900556540057,161.73735149071135,B,-56.86168610135633,D,-90.90918789312843,96.6845505854705,-36.83779278748624,D,D,0
65+,Black,186.09964934163932,B,163.8600447171341,-143.6364300019982,E,-73.91188065742739,D,-160.7784771445488,55.48105243314859,19.88698676175052,D,B,1
51-65,African American,-24.73170924773583,A,-162.9954384779936,83.96913988942586,E,75.22767035385066,B,-74.9844331942627,88.39103379377612,-83.93589997772385,E,E,1
18-25,Asian,49.58550723044097,B,-30.455865002331596,-21.54237529661281,E,93.48527233294031,B,156.98334242947828,-75.29516895042477,-174.0469963076249,A,E,0
