Gender,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Female,Widowed,D,D,C,10.051156994588839,E,117.21074775750509,-80.7052950744815,D,52.72450725577566,A,49.63759013352701,C,D,14.538194223530926,D,E,72.96483064569202,-58.80400149403927,-164.3501484841734,0
F,Married,D,A,B,219.57867374829343,E,145.74223617550425,10.514525817251199,E,21.847773309075365,D,61.85944739990293,B,E,212.1231985525626,D,D,-147.29516659911178,203.57675732918005,140.48388973077363,1
Non-binary,Widowed,E,A,A,4.916223436673352,E,12.802275533588892,47.608231469050885,B,-37.70160489229689,D,-115.14673912606439,B,C,-6.377603058323985,C,A,-114.46107605506172,79.20277635565775,126.1183752767282,1
M,Married,E,E,B,-0.030381181313637998,C,-61.421493577291976,85.42531405123465,C,39.04557717105788,C,-83.70508441931237,A,A,-199.59733248407179,D,B,-1.1083781599759246,-52.24502204196315,-155.3206120274146,1
Male,Single,C,E,E,-38.51358523114131,C,30.893244024899243,169.48159481929605,D,-49.71169206237098,E,142.1313306511459,E,C,57.578694826260424,A,C,-66.06353058553368,-132.843637615009,46.65226678059445,0
M,Widowed,D,B,A,238.03017312777138,E,65.51541289539699,106.49620190064108,D,41.41150012456105,D,75.11943885859145,E,B,-6.56308127151565,E,D,-204.62307130938092,87.44350272470659,15.856489177209546,1
Other,Single,A,B,D,-195.31154563349452,C,55.50299423263038,89.40921047282708,D,291.5632394162849,A,-26.03357559953482,B,C,129.47224877541058,D,B,-34.692960285150804,-64.40694463445553,-75.9927263487041,0
Non-binary,Married,C,E,D,-105.0932172541632,A,115.042006204335,24.480278662064983,A,164.98149229042855,B,77.71546686973156,A,A,68.3380436595537,D,B,-45.92176145163761,-4.401558775227648,116.49197180002923,0
Male,Single,B,C,A,-24.64163452339239,E,22.486104909729963,41.98570652930111,E,131.19860091546337,A,-59.35204797703384,E,A,-3.32596139927858,D,B,-28.298169126838967,56.138136594686664,112.73604546559164,1
Non-binary,Single,D,C,E,139.91688920866224,B,100.64666124571957,226.4010372842428,A,-49.33175340995209,E,171.10594178487477,A,C,-79.14289737777031,A,C,-15.96946628321968,54.631575395357366,54.71732051251379,1
M,Married,B,A,C,62.595929533686025,A,-93.7994615884179,75.2567924491636,A,-150.22327465701025,D,-93.55713750237224,E,C,-53.322982093075886,A,D,79.27409948990966,-36.40412654219325,20.82146438201535,1
Male,Single,D,A,E,-61.679540495345265,A,-169.2564518689626,105.38018233332005,C,-12.406112125592244,D,-208.15682659642079,D,D,-111.33434911836196,A,D,134.2349910626017,20.33392739587569,-23.834181587938925,0
F,Divorced,B,C,A,48.280599116767775,A,-82.5754625190832,51.860347535955285,D,-108.11513783704847,A,-10.73240725773594,D,B,-125.07540589083774,C,D,-105.13284095834874,53.873570197662715,41.6734179991814,0
Male,Divorced,D,B,C,-61.48487501680621,D,-81.95815852793662,-51.33062929840839,B,-51.36725850192203,C,-204.31250635991333,E,D,147.0228916527579,B,C,107.42370652564826,-134.67361350063968,52.897700199223486,0
Other,Divorced,D,C,E,31.119652173230854,C,59.22729884663568,8.30540298000659,C,-100.21978933203053,B,-93.35671590687409,D,C,104.8006342926646,C,D,58.084353724664105,-94.80801450785351,-95.20313203425394,1
Non-binary,Single,D,E,C,-183.8258481112654,B,145.3586539603388,107.12099799292653,A,32.1172359614062,A,138.331162217541,C,A,-76.11060893996591,D,B,-116.5739125587933,42.60628889295663,109.20561464644187,0
Female,Married,C,E,B,-68.32800780022006,E,32.04036458823653,-45.3534184469423,C,2.1854158449198557,E,-113.787796348478,E,A,137.76785038080274,A,E,-5.3521478079220275,-43.12551506893645,-32.01446149443014,1
Male,Married,A,D,D,-88.35697170302934,C,46.01059855093349,108.65726825625002,C,57.22589963888344,A,-36.22118283863171,A,C,-55.37993602393559,D,B,24.02339554125179,13.091551871971848,10.779585780965625,1
Other,Widowed,B,B,A,43.468171931397016,D,-12.650338896527053,89.32117605876361,D,-56.55184068438363,A,33.94621079218461,C,A,-16.666897242557745,B,A,-133.10411823403174,105.72545672518116,-22.674254761795183,1
M,Divorced,C,E,A,-32.094382459867276,B,-157.4189543214506,57.4332641345694,D,-117.15935647559431,C,-158.75832048309817,D,C,28.714315580905847,A,B,-136.3696159167396,-86.20547293716773,-40.756317719919686,0
Female,Widowed,C,D,A,31.476375746795,E,-114.24398224314449,-164.56946535686657,E,-6.729074820468636,C,62.340111118203524,C,A,-196.93462806585853,A,B,-216.57454917566724,-14.68289016270902,95.62851702200672,1
Non-binary,Divorced,C,C,C,-82.28696626883207,C,48.82911424785131,-19.186517295756257,B,54.891879969058245,D,-129.3173619212219,C,B,-134.9450654181794,E,B,-34.244386750012474,-38.91217162337247,-94.36383609730957,1
M,Single,A,E,C,-77.34832039749784,C,45.810614689928805,-4.037394844459265,E,-194.16078530350634,D,164.5308926701568,C,B,-116.7621883365906,D,B,-34.51444066292748,-15.15741282202395,152.27954902546531,1
Female,Married,E,C,A,63.33650942340409,B,78.86602466657622,148.29087617375805,D,-48.280334576850635,B,-66.61683017024419,B,D,-44.69186907945037,C,A,126.2898538557798,11.762390281975046,-91.46600099028136,1
Male,Divorced,C,E,B,87.29669620624615,E,108.38629520100744,53.323802134891075,D,-18.49156113459645,D,13.228337244454218,C,E,32.93884043678598,B,B,180.62260376483775,-40.50025409259826,-163.72067300907256,1
Other,Single,B,C,A,94.64808193155177,B,-30.97784929152432,2.05485354556463,A,50.2973474747187,C,-143.541201348076,A,D,110.21365646524595,E,D,21.266221352008017,-22.828810060389166,54.67031893237241,0
Non-binary,Single,D,D,A,50.275235558060885,A,-52.632650853251974,53.82792655543658,B,82.07425035780355,A,49.934416478747025,B,E,-70.99438507054653,D,A,-77.7669140004551,5.469479422507983,10.184010987820818,0
Other,Single,D,B,D,-81.98181659760486,C,99.23761839296643,-23.479267536276964,A,117.69772467817492,D,108.0148504868663,D,D,-57.109873708045896,A,D,15.172552678125454,0.3259097569070465,134.49063166094115,0
Non-binary,Divorced,D,A,C,-85.70524801101459,D,-75.95449061355046,-17.50861695104014,A,-23.67819955554218,B,12.829561571550785,B,E,-102.05937081543719,B,A,66.85897752709293,-2.4015447307068865,1.5194884057057194,0
F,Divorced,A,E,D,12.262655052844666,C,-51.690828434865125,99.72326349403195,E,-90.64710229448632,A,193.6315826192664,B,C,-10.92979123897171,E,C,-13.140513112014368,111.16462887325828,-119.2930395756173,1
Female,Married,C,A,B,117.19940187206153,E,-142.06648318021448,17.97766322511107,B,196.60124141839063,E,76.84615209322799,A,E,-124.08510495722935,E,E,42.83227003970725,10.187477611722324,70.18922960078513,1
F,Divorced,C,C,A,20.92624977592841,B,68.03627058505649,-36.653259645677366,B,72.18962245656711,B,186.66220694018705,B,E,157.27233093926955,A,C,-86.2616024882027,-39.04119379145939,40.52979328263909,1
Non-binary,Married,B,D,C,-44.485539500490304,A,118.02177768866385,-100.82674508375469,D,-8.75174046528522,E,64.1363129172594,A,A,99.22026869511923,B,A,61.27286800418077,-16.170216218239645,95.78009675003564,0
Male,Single,A,B,B,101.18263483924746,A,-111.85142961143022,-16.56765287035575,A,-64.350302942732,C,116.7156258246375,E,D,-96.06759409630462,C,A,-66.24194565612059,-135.15647910938443,-7.620314851947753,1
Non-binary,Divorced,B,A,B,-83.65840461792328,B,-140.04179462870403,-127.52951781106981,A,67.01188361865516,A,-137.46613597574003,B,D,39.694030091458856,E,B,-74.01373588678175,-24.446032158948206,21.585746036918476,0
Non-binary,Divorced,A,B,A,-82.3952203675264,A,83.15061267902279,-45.105035785127896,A,19.70470429177119,E,77.99047983312882,D,B,-137.63092270598435,D,E,-83.80433658509686,72.53472870577659,-87.84410625428742,1
Other,Divorced,B,B,E,-245.50978035207817,B,-49.22172785923057,-56.023179917372026,D,196.5374188385583,B,43.9445432592003,B,A,-129.23093022607205,A,E,58.69106575170547,62.79380410589225,-14.058328673821713,1
M,Widowed,B,A,E,-69.36719364205035,D,-1.1623308618438248,-24.54506623975021,C,71.84157773001918,D,23.432267406522474,A,E,160.24055501843378,D,C,151.87666298448053,25.00089209142041,48.5645793876965,0
F,Married,C,C,E,27.369004468315367,A,-4.1825136200486615,-137.78474452460944,C,2.07849664137182,B,-46.50995916711126,D,B,30.39495240980462,E,B,-25.543831610001156,87.91346097157745,-14.123385175763309,1
M,Married,E,E,B,212.58211022549634,C,66.51978419255133,135.75115660492867,B,10.324488776165285,C,4.098660040207629,A,B,36.730339814683724,D,C,166.52323760885898,-104.20652152820227,96.7666084881243,1
Male,Widowed,D,A,C,-96.99098835730776,C,8.663049122146784,-60.76757174345552,B,119.02132025125916,A,95.88329506374794,E,D,-102.05024176766233,A,D,1.764511479965093,-9.468208385778196,-42.25208032381507,1
Female,Widowed,C,A,D,-38.0266503287314,B,-21.318483329294185,-73.76605977733178,B,-22.140900903894558,D,-48.877202030138214,C,A,80.51174172538815,C,C,114.01921497737762,173.39601068055862,97.47133406676473,1
F,Married,D,C,E,-66.00927156350909,D,96.14053020551361,-134.22381783743788,A,-10.729941121953837,B,155.4036767753889,E,D,-14.51481142422179,D,B,107.76645672606668,-37.25513706945654,-129.37262673879087,1
M,Married,A,E,C,-176.3023782807933,A,-21.173269544587246,5.991166286316956,C,150.19170013290776,C,77.19462607364835,D,A,59.72871950724249,A,E,29.025965763110793,-89.14738629194994,-20.126106869713187,1
Male,Single,D,E,B,-195.46631438320478,A,39.342128293980885,-18.668573188956618,B,32.113659643965924,A,-27.646275314701235,A,C,-234.72980488618668,E,B,44.42893450819068,23.379767497045727,-38.34643113858206,0
Female,Single,B,D,C,-27.857596821897364,C,-36.66023506568987,37.05730343413735,D,39.885423169899695,A,78.4801388125226,C,D,56.70768683932261,E,E,35.35696983659459,50.09692049914355,140.4000133907686,1
Non-binary,Married,A,A,A,-4.993648331295479,C,-199.32689782823988,127.59898791824713,D,124.8178609375596,D,47.35080532547815,C,D,75.14353273425091,B,A,-63.72286139371849,-162.31182133990072,-262.1813293767883,1
M,Widowed,A,C,C,95.66147817515844,B,9.214077819723315,176.79360746126892,B,-43.459341093722095,E,66.86755498504266,D,A,-98.39252362099471,E,A,62.48960652974377,-95.38190073416376,-126.32893526376314,0
Female,Widowed,D,B,A,-1.9340237764518893,A,-55.69167694702387,-142.23969724402352,C,51.98876451000171,B,106.53870829876963,E,C,-47.522721316881025,E,D,-58.661431879943,-23.456925571791874,1.2638199218117057,1
M,Widowed,B,E,D,-58.93923142180411,A,29.319218800585823,20.666781273443075,E,-114.42587340493375,D,-33.717020855241856,E,E,275.7526279950776,A,D,-191.50559001856195,42.51108785099819,25.410572445603957,1
Non-binary,Single,A,E,A,97.58139019057472,C,8.434811266489174,-119.92503592820745,C,42.64747307181853,D,175.57843018388527,D,A,-97.62759672997669,C,B,81.93592313375414,100.04144975485994,159.9045803626695,1
F,Divorced,E,B,B,53.82952722542888,D,91.5940399981708,58.99856848695314,E,-83.81998546809311,C,-2.611093921189867,D,B,-141.1377443810856,E,A,-91.11919313838642,6.734959698014309,86.30020905870789,0
M,Single,A,D,D,-118.88198074716524,C,-178.25234438697515,-141.42996801403768,D,-1.5534885056657037,E,-85.53642643663407,D,C,222.57456111425188,E,A,111.54179980680526,-166.86885148845298,-201.85454116491047,0
F,Divorced,D,D,E,68.70023498950569,C,-62.98457021292927,74.12294323052716,D,-25.72585040242849,A,-64.63735651152382,C,A,113.56834015480864,E,B,21.78386100081404,-100.81856055507603,143.8348225719591,0
Other,Widowed,A,D,C,-119.04246414817628,B,-54.7503803274745,-67.82541906337804,B,-53.68568058143532,D,-82.62011909610902,E,E,22.07125123442051,E,D,-159.44124214278483,-77.07862573137766,-134.7096326848097,0
Male,Married,E,E,C,-150.41054009945577,D,197.51953388458347,70.22063764354802,D,-117.24133997677843,B,-66.75963622521085,C,E,261.8124563593089,C,C,9.754044554776375,-48.83505601981331,250.92908935425538,1
M,Married,E,E,A,-13.096622894896115,A,-41.67773469817794,-30.51612038642028,C,-242.55455627534158,C,-78.32305563527667,A,E,4.128150057237463,D,B,-99.19706031821885,-202.12516998815838,-91.74022161111971,0
Non-binary,Widowed,B,A,D,-113.34144353182589,B,-36.91770635992655,5.200733054402199,B,-186.32676164619147,C,16.151510095679132,D,A,170.85323106741473,A,C,-56.88548386330101,-57.543979518705655,34.6204855371553,1
F,Married,D,B,C,-58.69250493870134,C,16.190285130353445,111.56217345017518,D,-74.61434351327087,B,12.232898679741545,E,E,-63.68624980816541,A,C,-43.92158585058078,-72.18065697543938,161.50047146554826,0
Female,Widowed,E,A,A,-5.06014227576113,B,-11.899724993345519,-130.53423182071307,C,34.76735242342051,D,-93.68606778275044,C,B,85.28898111951649,C,A,-0.5611153513214988,11.954721531145248,-106.03852502784392,1
Other,Single,A,C,E,-22.429917820183974,E,148.1488501231118,-205.6086262574324,E,208.83888158472135,C,44.31220541233636,E,A,40.44928475177487,B,E,192.28472735745302,36.394024524577375,-1.2273314422196568,0
Other,Married,A,D,E,-67.07010102602133,C,109.91564279429858,19.681196121359136,C,146.6669824522506,D,70.24118979248348,D,D,22.557683138166784,D,E,-24.552403125569548,-104.941627402684,-76.73803534090274,1
F,Widowed,D,A,D,104.63048907964011,B,-65.20915177234615,200.85881275129321,C,58.18938812256494,A,66.24277055633299,B,B,-103.84842253998482,C,C,-83.53456209168917,18.60344004064215,69.4591884854808,0
Other,Single,C,D,C,138.89540074369535,B,-75.90297576215346,-47.33500245816594,E,9.121971527549,C,-154.9971308151751,B,D,-49.24424303761636,B,C,79.50378145092192,57.159817028480376,-187.72106656143478,1
Other,Single,A,A,B,23.962922918354778,B,-91.73954133790704,-80.02811097650205,C,40.20257807045515,C,120.68944241143942,D,C,-91.9584363576334,B,E,191.69293013417615,38.9043262841404,-289.7121800104899,1
F,Divorced,E,E,A,-102.40518862466325,E,101.70950370519607,289.17798672171733,B,-163.17395227111956,D,37.992528211134314,A,D,95.93168529514664,A,B,-81.13533487296431,-8.262013442228087,-68.8105971554425,1
Male,Single,C,D,E,-162.39455617446367,E,48.02221043427542,127.03751459027046,D,-32.49152773870138,D,-84.60397298870402,E,D,67.0967935657257,E,B,-143.15882830931594,-55.95224580056374,-39.82472236061772,1
Non-binary,Single,B,E,D,95.64814283554414,B,-152.76607280380108,-20.386607665011258,E,172.06045295054773,A,224.8725595723031,A,D,-86.86395010478627,B,E,22.121645753286078,-266.9929077985811,24.262582146792237,1
F,Widowed,E,D,C,88.43117927255352,C,-61.54141747810915,22.04413596668932,C,63.38049569760806,D,-23.05489442296948,C,A,111.20540981595362,D,E,281.214436140616,23.56315871664667,42.177779305626046,1
F,Widowed,B,C,C,-136.90311716273635,A,277.8701648591667,106.70265105429853,E,-81.94565290322477,B,58.10914660321389,D,B,26.73228045374642,A,C,26.013500163499998,-123.97423219460877,196.74973077024725,0
F,Widowed,C,C,A,107.75246477194696,B,-14.903612371009519,28.611971166588347,E,62.781204908652576,C,6.526342937699685,B,B,-166.52008647571282,A,E,-62.55101692164801,-63.759781100213495,-71.25043326569464,0
M,Married,A,C,E,163.30101817061313,C,29.30352893273741,-20.350625783371136,C,-51.3281262595229,C,12.52302971722198,B,D,-107.40948468921523,A,D,-2.603857354616999,-35.484982304408454,-116.95092058137114,0
Male,Single,C,B,A,13.836760578980813,A,118.30049391782616,-175.75741988911682,D,-19.697545077175356,C,127.87451774090954,E,E,35.02396064352502,D,B,16.925693598728277,119.2297264359168,34.30830929255287,1
F,Single,A,A,D,-132.08869334212628,B,19.684966638850295,91.20209340292946,D,44.68510742957223,A,32.27059564239216,C,C,0.9286365639709742,D,D,32.26987272658567,27.019306229526123,-171.07809469200782,1
Female,Divorced,C,D,A,84.41692051862597,E,152.55629491108732,-69.19191918434443,E,-26.407015359479537,A,-40.59274761755077,E,A,-113.9354723538155,B,E,-12.076930622712098,63.81736286310178,204.00644655097398,1
Non-binary,Divorced,D,B,E,-39.42106295525431,D,198.45270756692506,127.78276721110078,A,-148.59393203190533,D,97.99018640182517,E,B,95.04232712114414,A,C,-124.80181802018319,19.948465806100142,-134.94120502313635,0
M,Married,D,C,D,-12.610750326494772,A,-175.82254428213247,-0.5710754364747571,C,3.5938945363500174,D,-159.52333967878263,D,C,64.78351391066842,D,B,-173.38985538706433,78.30451479764824,-61.39737262691085,1
Other,Married,B,A,A,-27.30639262247775,C,34.31311035714929,-61.976302577527754,C,156.0103967781302,D,-30.95978136982382,E,C,-157.5473161464672,E,B,175.1780262045272,48.02447684725871,-28.719043500319287,0
Other,Widowed,B,C,C,107.14897050635376,A,97.36807641869294,40.4188992891889,E,147.75755500843513,D,-11.156229321434367,C,A,84.03377662618065,C,A,6.739919982247526,126.52031366244199,205.24864210874875,1
Other,Single,A,D,B,-273.3346556817427,D,116.25106296125232,219.12993297577862,E,38.483256371678976,E,-105.66974693696802,D,E,-98.47278406492445,E,B,47.30106857179009,29.749804853442154,169.49482691722926,1
Non-binary,Divorced,C,C,D,53.741577177749946,D,43.12220110437648,45.116706071117804,B,3.567986252201918,C,108.34350643572546,D,D,-212.42620887535125,D,E,-186.49255690598523,-13.773779769511613,18.426908231606166,0
F,Single,C,A,C,-87.91619783746616,B,-84.8283097048944,-171.93615214058028,D,-63.31863537829141,E,131.1952783506973,B,B,-222.5233915883248,A,A,22.412604486411862,38.396075968101705,70.73630225125355,0
Male,Widowed,C,C,C,165.69791011571877,C,-59.167231461532225,-127.46200928813911,C,85.71821804086954,B,0.31013667486435714,E,E,-115.25915831668824,D,C,162.2266530026823,-6.7227596807485375,-115.64577683336444,1
Non-binary,Single,B,D,E,-102.12051021823589,B,74.09302235713041,-25.512059364881313,B,250.4606712828724,D,13.206092144174924,B,C,106.02098951379766,B,A,-64.23027178345424,126.92478621526715,87.05454154269141,0
M,Single,A,D,D,-89.02297500597058,A,-47.31685584332127,100.26194675076523,D,214.15413508177315,E,-55.959473055976986,A,B,-4.190634959020621,B,A,-34.6035083697558,64.10402429603592,13.057596779577343,1
Male,Married,C,E,E,47.12898543059526,A,-89.27882673810136,276.0957761454507,B,-126.18922272362087,D,151.81922608520006,C,B,-15.051463756506678,A,A,-42.9556037315553,131.28378448027505,256.2387445765169,1
Non-binary,Divorced,E,A,B,301.9067469519563,C,-107.60906669216148,-21.5812676996551,A,-165.23879778002262,D,15.13318343250129,A,E,2.291968562280183,D,D,50.33191391289411,218.0915241848953,-56.29828648064426,0
Other,Widowed,C,B,C,17.778699664499385,A,30.093544502216563,34.02635155642029,E,-121.59569906677305,A,-7.315860699048571,C,B,16.66206886120809,A,B,-146.6812469118518,222.11942289522835,-28.996838278026598,0
Male,Divorced,A,C,C,-50.12093274661458,E,64.8368876719344,-56.8936947508685,D,-16.86287899485307,A,-68.0954080793391,B,C,-120.94515608546017,E,B,-230.7777151115184,-27.663615117853542,17.916046501428315,0
Other,Single,C,D,B,112.28689070328193,E,26.60097412290773,-127.30655445070865,C,123.40429886636079,B,-179.06700746948405,A,E,17.076680046379717,D,D,1.598538030828257,-3.6553720872070947,-132.21611918161648,0
Non-binary,Widowed,D,B,E,234.6396478134937,D,26.427303957111732,63.76995636210123,D,71.39036184831626,C,126.19092968534031,B,D,86.01085750934647,E,D,95.04563609631896,-261.97109594720473,-199.18361944332153,1
Male,Widowed,C,A,D,178.55693978999403,C,-141.6580806072693,101.86353419357263,C,114.50348404699291,B,1.7914495342751828,A,E,34.398288938210456,B,B,-16.3535498687492,68.07250321266588,74.32220047835642,1
Other,Married,E,E,C,-155.3294434227575,A,138.04920420282218,25.60110571656345,C,65.94881088690231,D,-56.45888924424569,B,E,87.9036578524984,C,B,-100.97074934601014,-59.86388123426774,49.879475126350414,1
F,Divorced,C,C,A,-61.04994840318011,A,-20.085390528388043,-13.96508370662091,A,65.75201401174157,D,-34.68791135873371,B,E,-105.11681290547786,E,A,-149.7657352721297,-84.43495283648194,24.669960969053815,1
Non-binary,Single,A,D,C,10.568920280063685,C,86.45333249984073,147.91693793964737,E,-46.5825100155097,B,38.02147328527896,D,B,-68.75779072438755,C,D,-76.03274499151206,142.25076087237753,-23.569992604211485,0
F,Married,B,E,C,-47.02666845382649,B,-15.961601596894893,10.825270118661697,D,-102.3675211576478,D,-72.32624685035735,A,A,-117.4392372611515,A,C,-38.504734061787424,150.228629928044,122.50975459143893,0
Other,Divorced,A,D,D,129.66252064902076,D,29.961485702488677,-43.83950669080916,E,-132.1836172260259,B,219.8345712637236,A,C,-87.0375561580715,E,C,-122.7313538942628,-11.445236112729674,136.13800812355356,0
Female,Widowed,A,B,D,-115.49034467509527,C,-58.952230133769376,103.0517997443086,B,113.4053712200385,E,-4.230452475330863,E,B,-54.623267804672636,A,D,139.62935934452386,-68.85339589384776,-31.15830321411133,1
F,Married,C,A,B,8.515905645554454,E,-182.1554906950264,-224.8779181171249,A,-8.617194339442422,D,-14.101826921696627,D,A,-75.58993459166885,B,A,2.441723490095059,3.1819603577470974,219.13300523016392,1
Non-binary,Widowed,E,C,A,68.08856938269136,E,-8.010487851388966,-229.88609039336754,D,61.48944058406167,C,-192.41411238636664,C,D,313.1263108244035,B,E,-15.969244090320245,20.731508935516008,49.021335208500695,1
Other,Married,C,D,D,-127.62403904788655,E,-105.96980703680197,183.25528096463785,C,60.55822857860096,B,-28.815718012880403,A,C,84.19655498251974,A,E,28.172315119161784,21.002543628909358,9.189686992884969,1
Non-binary,Married,E,A,A,-253.18769501881295,D,55.99730412038352,52.34900397019055,D,3.796256927756948,D,-48.27469078087259,E,A,71.90227056753496,E,B,-39.0779373485592,-123.90212292295935,195.9713753288256,1
F,Single,B,D,D,-132.53469746325115,B,-178.75766944421804,2.1657729646858503,A,-78.55013824950206,A,23.408455366156964,B,B,38.70934240104954,B,D,-78.93186131104743,-72.75719936948639,9.1525724353172,1
M,Divorced,B,E,A,19.55668143311266,A,96.85834233377024,-8.590550105508733,E,-48.337805177492406,A,93.7163883598162,D,A,-16.455088012897605,D,A,22.36656907794286,78.48663074562154,-156.85696042935277,0
Male,Widowed,B,C,A,-9.49915601694163,D,-265.79078188391196,61.82864167072948,D,-144.1312818837614,C,-18.124538225018203,D,B,170.55133434195506,D,D,46.09609270825704,-56.29210028893217,-102.63657013556151,0
F,Widowed,A,E,C,-181.76856577068887,A,-16.03045014010326,191.1032026448205,E,42.04548745850107,E,-55.920155285202945,E,B,-43.13089968733992,A,D,3.4710110989019447,105.19741719451068,-72.11022030671627,1
Male,Single,E,C,B,275.8209937206936,B,-127.0547024447104,82.07804331801438,E,143.52298846335077,E,63.39339854329459,D,E,40.72074725052908,B,B,19.874847715983496,-31.98044243409334,57.29115284291828,1
Other,Divorced,E,D,C,4.081061002508502,A,58.644009272039014,18.304346617163215,B,-3.9334275281919693,E,212.06309087151828,D,C,81.23552236109848,A,A,6.426347465413132,58.80954586302853,-74.3116705935209,1
Male,Divorced,E,B,E,-25.36832111841582,C,59.55452526736651,44.194662914468026,A,-37.78075394809735,E,-28.132047695082125,B,C,155.42035600899845,C,E,-168.93163178838066,-129.19445233879253,66.51010520649542,1
F,Widowed,B,B,B,-136.2585828919599,D,-74.84262523916996,-16.000258551878986,C,53.33115872893149,E,155.30870066203528,C,E,-95.0629264748148,E,C,-34.83815963453015,-30.961216279495297,28.763479246494594,1
Non-binary,Single,A,C,C,176.42571587539953,A,155.5094854415978,-37.80930492762466,B,123.27239829964667,B,-87.04904258562199,D,C,-87.44745509750724,A,A,-152.06762884542866,-87.38017067797887,12.891197200679983,1
Male,Divorced,D,A,E,171.09313248738383,D,-17.402484500266162,101.15310174537242,C,206.79516002412956,A,77.66752448427663,D,B,7.877165026110405,C,A,36.3577877037733,-45.98306266333541,36.24883374851113,1
Female,Widowed,A,A,C,78.65930026307815,B,-46.582342287580246,103.09385179602091,B,-61.72384378043094,D,99.39707278551666,D,D,224.1471222083333,E,B,36.316642613493556,-13.962313527558571,2.7287886439275955,1
M,Divorced,C,C,D,79.43266794341235,B,-99.66602744787329,56.16363019174072,D,24.222742161536182,D,36.12625078415099,E,D,-0.5149580691188524,D,A,121.27119240422655,86.32989831814605,53.387703005147436,0
Male,Divorced,C,D,A,-61.611290851710855,A,85.34766534233836,-9.289539567434096,C,-62.08721533602135,D,-97.30874400071437,A,C,45.70990773024513,C,E,-77.77236826977591,29.702473996864548,132.5959278958019,1
Male,Single,A,E,C,202.1169765135349,B,-199.46470765197404,150.81183165402715,D,-61.84406221532372,B,135.59854927131593,B,A,41.97950491138158,E,A,-15.551069261643436,166.72981181283404,178.08288880759306,0
Non-binary,Married,A,C,A,97.45870060754166,D,-4.403849481662117,7.123992361401584,A,70.9495488696523,D,-52.757078609822564,B,A,4.379122745227517,E,C,-87.087221898661,-26.976297544151357,53.8400813642516,0
F,Divorced,C,E,D,-56.2936032654387,C,-65.07518513433982,11.254748180362078,B,102.47327879229762,C,125.98565305940794,E,B,48.76637784922953,B,C,76.26878709201118,64.3666607657861,29.124101788337033,1
Male,Widowed,E,C,B,-40.60979032948489,A,-41.527886115553116,177.91911055885961,D,-11.863690548842037,C,155.2348665028377,A,A,77.28624034850341,B,B,-56.54027547549882,-25.174198793263873,-187.51826868635558,0
F,Widowed,E,B,A,-147.4255649203987,C,73.80250288390108,-172.66049160292377,E,190.14456628799877,D,76.18288080187699,A,D,-122.32698828696886,D,D,-141.65901456567823,102.70701812412233,-25.41138701959965,0
