married,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Widowed,Other,65.72526790242341,E,-53.98646821053917,B,126.44656381393101,1
Divorced,Bisexual,-23.182484856876385,C,-15.517918861251651,C,16.05768431871359,0
Single,Heterosexual,-161.39465954049302,A,-167.47497959905252,B,65.09014915240614,1
Single,Homosexual,-210.1414033632592,A,-183.1024811949145,D,83.26637503028334,0
Married,Homosexual,121.48245877741313,C,82.6926415155725,B,30.040065984654678,1
Widowed,Homosexual,9.727623471093658,B,4.418438302287893,A,85.6663506058585,0
Divorced,Homosexual,-37.603845139076704,C,27.09312584253945,A,107.6227300449204,0
Divorced,Heterosexual,-46.80395509590478,D,141.50619455563233,A,-92.26424068131608,0
Single,Bisexual,9.025833048594812,A,-182.83270310555397,B,2.757732812058614,0
Single,Homosexual,151.69262076857632,E,87.4828014479668,B,45.41793867282495,1
Widowed,Other,30.180423541964092,D,249.0795227929381,D,-41.14618311874778,1
Single,Bisexual,-36.730063878282714,D,-56.92641026325115,C,52.42593265270321,1
Single,Homosexual,71.38553955610446,E,114.45799433151274,E,288.29580378621466,1
Widowed,Homosexual,42.46749748286544,B,65.52912603591493,E,137.03583069864754,1
Widowed,Other,26.0995208584265,E,-93.25054336908215,B,78.92363650172109,0
Divorced,Heterosexual,69.95092333112687,B,36.540068158186294,B,135.81351971891,0
Widowed,Bisexual,1.6585583939762796,D,105.9402662005532,C,-119.9406468824203,0
Widowed,Heterosexual,-2.5161443566671826,E,79.88698205060116,E,-10.149007692218673,0
Divorced,Heterosexual,-136.5266759852301,A,-114.76236639990087,B,290.1921017765456,0
Divorced,Homosexual,-149.03395097885084,A,-84.61099359474457,D,-207.16285900021404,1
Divorced,Other,124.44034470641836,A,114.61892044108977,B,-25.162278770095682,1
Widowed,Other,-143.95679401998146,C,131.78547385143682,C,8.36483765008443,0
Divorced,Other,-14.19552529728505,A,46.820988909512664,C,-47.84821890336817,1
Married,Homosexual,64.27898962992732,C,-193.84137146057813,A,-122.50822441834389,1
Widowed,Homosexual,-146.05139393069317,E,6.9591036688882015,C,4.704658625171689,1
Widowed,Other,-34.70219783194729,A,-5.325168285311122,C,-158.14308170904056,0
Single,Bisexual,-43.96076420322811,B,-121.74651229461611,C,-132.39715676137394,1
Widowed,Heterosexual,-160.85619869428695,A,83.71729969964655,E,1.9097513432512228,1
Single,Homosexual,27.49031168107951,D,-29.471067714162626,B,136.95879442857157,0
Widowed,Heterosexual,168.407215894275,E,-110.20808147436765,B,-76.03655253897382,0
Divorced,Heterosexual,34.27749457888446,E,63.11519346916171,D,33.654149198594425,1
Married,Other,2.2858131656475433,D,-2.7585750542539986,B,29.17638293220674,0
Widowed,Homosexual,-38.676594340784106,A,-34.170547564385565,D,78.49012377700446,1
Widowed,Other,4.369182164042481,C,-95.1278655850161,E,149.25474232173428,0
Divorced,Other,126.16245472532617,A,66.04692069587223,A,-63.31893733480669,1
Married,Bisexual,-106.02589155341806,C,68.68643689979871,D,-1.1504998224386676,1
Widowed,Homosexual,-147.24425121920862,D,-87.74004902374884,C,48.36498225988139,1
Married,Heterosexual,65.30667284703756,D,-1.700169780596567,D,166.72881328386552,0
Widowed,Bisexual,117.6784246098872,C,-61.279517063997666,E,35.89911485932996,1
Single,Homosexual,-109.76264897596779,E,50.36930057385406,B,30.67365870962801,0
Single,Heterosexual,50.55351018289299,A,-108.76048389863051,E,79.26544821651707,0
Widowed,Bisexual,-82.00809813336353,B,65.26531437771919,D,99.72747971714982,0
Married,Heterosexual,6.577616829569544,E,-28.237115902472482,B,6.739715428705001,0
Divorced,Heterosexual,87.68761254086118,E,-111.04194190225591,E,26.813828253192106,0
Single,Other,210.6114023616263,A,-80.74755879073763,C,90.67341468450178,0
Widowed,Heterosexual,-131.05685121283852,D,-203.84927359998196,D,-132.7825607745196,0
Divorced,Bisexual,182.803286335097,D,-5.6774523400322625,D,118.59975099214898,1
Widowed,Heterosexual,1.0479628245221173,D,-5.802798395417806,A,-172.4118617312354,0
Married,Other,59.20662389511996,A,-104.6616425049284,A,50.85156158801735,0
Divorced,Heterosexual,9.43422634254266,C,-137.692420469289,C,-2.2242435591552314,0
Married,Other,131.29518104106535,A,-9.768755660976044,A,120.18526926299668,0
Divorced,Other,-35.81794210127028,D,-227.10546717955907,C,-135.22884466736613,1
Divorced,Bisexual,15.704865050523296,C,-66.43494442589262,E,49.10384097377537,1
Divorced,Homosexual,-72.2207015283044,D,52.499914322523445,A,-57.102904395164344,0
Married,Other,-130.51272612401547,E,13.291154086890073,B,33.54538844691003,0
Widowed,Bisexual,-49.12711309122438,D,-68.42854073432261,E,77.12027582169935,0
Divorced,Homosexual,3.0993329033525288,C,-134.96829442246244,D,27.22046495282187,0
Widowed,Bisexual,20.673594351218142,A,71.45968976689197,B,40.28300109471691,0
Divorced,Bisexual,33.0677319825557,D,-7.156610684649888,A,-120.4388617715797,1
Widowed,Other,-26.640558454495512,A,25.302400745845432,A,39.77303489715511,1
Divorced,Other,-126.2571637622772,E,37.80421621749481,B,-119.38627432241968,0
Divorced,Heterosexual,-154.7292586713852,E,-69.28928196208926,B,157.99215833057764,0
Divorced,Bisexual,-39.49647612066916,B,246.51118580410696,B,174.66046091183054,1
Married,Bisexual,-3.591158080597845,D,65.65171643899245,E,53.551453748290825,0
Divorced,Homosexual,125.51133645291695,C,152.93841672311217,E,89.03510189990863,1
Divorced,Other,-114.3346693414105,C,-61.189907923485585,A,125.22523522757565,0
Divorced,Homosexual,-91.16752477843433,E,-19.010092415609616,B,20.17531635473447,0
Single,Other,-43.24193306029959,D,43.77176262311862,E,28.310462699953625,0
Widowed,Bisexual,95.92001650887224,A,164.7689997602732,A,3.4986103784369242,1
Widowed,Other,249.78237374615492,A,-157.9378484738375,B,225.8999754286282,0
Widowed,Other,-162.12565993682972,D,-64.65134023993978,E,14.568445873346159,0
Married,Homosexual,80.6468573518917,A,-26.15133369283143,B,-10.556243533677218,0
Divorced,Bisexual,-76.28577515860113,D,-57.41504131300626,B,-43.195113159329125,0
Divorced,Other,128.86653464644965,A,-31.9231587475149,D,36.875303672972365,1
Widowed,Homosexual,-108.08386502647404,D,100.99809134560411,A,126.26034840011671,0
Single,Other,-181.49799129604705,E,-90.64380769083685,C,-108.8400584344139,1
Married,Homosexual,116.27540920273877,C,102.38645292021953,B,224.08181696962274,0
Widowed,Bisexual,22.33003908288359,C,-39.697847017832245,A,77.98930727603361,0
Divorced,Bisexual,-119.80970411954341,A,-16.8928763758131,A,-87.18427584973676,0
Married,Other,36.92423683070983,A,-132.7974487184844,A,-7.998180308982676,0
Single,Heterosexual,14.387691671895366,D,103.28093720365881,D,91.31581405746549,1
Married,Bisexual,104.11123417344841,E,106.06115381870302,E,118.36274892061765,0
Divorced,Homosexual,-58.96522828471147,D,15.268568424479176,D,-14.002520662790749,0
Single,Homosexual,57.725877406053414,B,-17.74762044195055,D,-105.01563701366766,0
Married,Heterosexual,99.23759505196699,A,200.65298553600016,E,106.27341471579581,0
Single,Other,61.50032171855416,D,-42.21081187691363,C,-0.8600782539714885,0
Widowed,Homosexual,32.816153813445226,D,84.13867811264892,E,5.819217113085059,1
Single,Heterosexual,37.95041715477069,B,59.40699949840307,B,-160.4467607250607,0
Single,Heterosexual,-90.12219663725261,A,59.62757595546654,C,73.2041560044803,1
Widowed,Other,88.56377603444972,D,45.58532611983443,A,27.40960318806739,1
Widowed,Bisexual,53.79091995139574,E,179.41059427244826,B,-136.78907258995676,0
Married,Bisexual,163.3563785889818,A,-99.75960080232758,A,-38.47482547275789,0
Married,Bisexual,201.21839526002407,C,-113.5008121962982,B,86.53867489902068,0
Divorced,Homosexual,55.43226458046176,E,-113.19047925435216,A,9.413483147586923,0
Widowed,Other,-47.07655279759783,B,-17.342404146931102,C,8.253886277518893,0
Married,Heterosexual,-38.9944562698596,C,-36.072786184412706,D,-78.56695823547403,1
Divorced,Heterosexual,-26.700617572661383,A,72.9490743369959,D,18.427559384748125,1
Married,Heterosexual,-78.9682511183195,A,163.00210288301992,B,2.0332147661656497,1
Divorced,Bisexual,-103.59494583192588,E,26.247414532082924,C,-0.9968364356391183,0
Widowed,Bisexual,16.3930480359664,C,-113.13666731842366,C,59.54827645391774,1
Single,Homosexual,158.88459299510916,B,13.993828411251826,D,-62.03731292801374,1
Divorced,Bisexual,-30.98211690667259,D,61.36555184353041,D,-179.6523977949815,0
Married,Other,14.025050096466474,C,-76.63016363432155,C,71.41784360618905,1
Single,Homosexual,48.61804107730821,D,-106.4126131841654,C,-125.32402833885487,0
Widowed,Other,-119.20040514451549,B,79.56872458391253,A,78.405839376603,1
Married,Bisexual,-133.459280383931,B,61.387770443623026,B,17.54416161546108,1
Single,Other,-161.25840141276663,D,126.47324391160866,B,5.05385287159615,1
Married,Bisexual,91.56468984145964,B,58.81254450195217,D,22.64510651541587,1
Widowed,Other,63.18090250537257,C,207.7439867377842,D,82.60452174563852,0
Married,Homosexual,114.88955898772157,E,68.72453545184655,D,204.47810771512832,1
Widowed,Bisexual,68.41812780416146,B,-48.75294775802495,E,10.07908227710927,0
Married,Heterosexual,-277.89418386132,E,9.667047049670918,D,67.74408757973842,0
Widowed,Other,24.815154179523102,A,111.43444844138686,D,38.49205828962282,1
Widowed,Homosexual,74.35946057773108,A,-94.22800682963563,E,-187.49383856317985,0
Widowed,Bisexual,68.83505601773872,E,59.87346630653217,B,-9.458782303154663,0
Single,Bisexual,-151.6441512014312,E,-94.45296868367834,D,130.02553250526447,0
Widowed,Heterosexual,127.32187765037592,A,-60.33811516982195,C,58.14823644186373,1
Married,Bisexual,48.084125703046595,E,-44.794771984111456,A,20.95159120418746,0
Married,Bisexual,-97.82255244663834,A,60.229042704961735,E,1.0499947329718058,1
Widowed,Bisexual,-110.4169254395178,C,112.41694507392339,C,223.00340809509294,0
Divorced,Other,-14.779486969159539,B,-85.15831101630378,C,66.90404978171382,0
Divorced,Other,-150.99064739014318,E,-85.12338008489223,E,-224.7707978827838,0
Single,Homosexual,-136.6940840382297,C,-81.0255909025287,E,-189.22731553311843,1
Divorced,Bisexual,-72.16756323207689,B,49.310536636147646,E,-4.048947173501256,1
Widowed,Heterosexual,-60.79298187981732,E,141.27989461206766,C,1.2187767958018907,1
Married,Other,16.95189555776457,D,38.59377924852237,A,-51.75309012441283,1
Single,Homosexual,-106.73906334314425,A,96.28874452716715,E,-88.92477375455005,0
Single,Heterosexual,-28.027344916893227,D,-8.559847832378422,E,36.02583953544814,1
Single,Heterosexual,99.51298351382881,B,-64.65390275966485,C,-15.104403797841023,1
Divorced,Other,-32.28126654673745,C,-96.65811939167497,D,98.91347183412023,0
Married,Homosexual,116.4706841824675,B,301.0044679347781,A,-69.89870846210712,1
Divorced,Homosexual,99.36136163280402,D,82.52096921303807,A,-55.51832227980531,0
Married,Bisexual,236.38602903155507,C,3.290366256764532,E,6.708814100395552,1
Married,Bisexual,33.677220201681145,B,267.64942277013773,A,-68.87511358735934,0
Single,Other,-31.107157152381294,A,-111.1278868608065,D,35.732527624538534,1
Single,Bisexual,-136.37865260829608,D,28.705211502776436,C,69.90409513462737,1
Single,Other,114.86447282868701,D,-142.26083094383392,D,-66.83496206354693,1
Widowed,Heterosexual,-148.13294790147202,E,6.439020100532092,A,21.074587318785667,0
Widowed,Bisexual,-37.45900329761692,B,-37.1844111282216,C,71.63963613691715,1
Single,Bisexual,92.5476761307635,C,-72.59937848004844,B,24.06927700765074,1
Widowed,Heterosexual,2.8299428487911764,D,41.62543571892577,D,109.15315307074461,0
Divorced,Other,-13.18269104581338,B,69.9127767922158,D,55.92347152769581,0
Single,Heterosexual,27.37097160415904,B,5.289198508655386,B,-147.6886153352569,0
Married,Other,175.1406552758992,B,49.88784279848438,D,-44.07688973170312,1
Single,Heterosexual,-116.1971024279035,D,146.68113606292604,C,49.13840929451633,0
Widowed,Homosexual,-160.07546657235517,B,-148.9378300172274,C,131.62134752104032,0
Widowed,Other,-24.672848484332295,C,86.89421391174021,C,-188.0248295659625,0
Single,Bisexual,50.60743737777141,B,112.46073472852206,A,105.67198242716867,0
Single,Heterosexual,60.19522658512629,C,35.20009660203017,C,20.369224866905107,0
Divorced,Other,22.871934836628093,C,-5.3024402434584745,E,104.49924280306632,0
Married,Bisexual,-41.823326818793824,B,-235.5174751384915,A,113.85862321799065,1
Divorced,Heterosexual,-0.8403706291593414,A,4.009156842275825,E,17.020034819541102,0
Widowed,Heterosexual,-14.638202238128148,D,90.17686104716333,A,-1.9941514292261,1
Single,Other,134.2043087999021,D,71.06054781749297,B,-129.62615709745992,0
Married,Other,41.35865854750862,E,14.282179460971884,C,-156.23099782252825,0
Single,Other,-0.10855024603440282,C,-103.53920901357543,E,263.12093054637023,0
Single,Other,107.1295434336699,A,166.12333884561937,D,2.949320236414248,1
Single,Heterosexual,29.398753083191348,C,-11.87676485721011,D,-161.9027397065304,1
Divorced,Heterosexual,103.85503353757277,B,-24.517943854213975,E,-22.418847750687796,1
Widowed,Homosexual,36.9575740119962,B,1.7344662205102013,C,185.56173259320357,1
Divorced,Homosexual,-6.3621531661333375,A,-39.11480661663212,A,41.51680210208734,1
Single,Heterosexual,-221.211339626571,B,26.09852714057379,E,-99.44091254458215,1
Single,Homosexual,-92.42034633475072,A,-127.47624833136304,C,177.25279235513355,1
Single,Heterosexual,139.88866801440076,C,75.33665402547584,B,-93.79322673079535,1
Married,Homosexual,92.46386213661916,A,-22.03577175544609,D,41.34197411156835,1
Single,Other,211.66599656028944,C,-172.4348017316883,C,-99.73765459691309,0
Married,Bisexual,-155.65948032371017,C,7.497310101260586,C,-88.90701800362089,0
Widowed,Homosexual,153.55350288731265,B,88.03909695867095,C,11.791885615671415,0
Divorced,Bisexual,106.55497582923046,B,98.68410024248502,B,18.766955250725832,0
Single,Other,173.73217775993132,E,-5.833049635698321,D,-94.69647946576383,1
Widowed,Homosexual,108.23952697928164,E,61.45079445558248,A,-27.126004530842856,0
Married,Other,109.24287367817355,C,-76.5372551917318,E,-184.11986867748914,0
Widowed,Heterosexual,-134.18133211648197,E,233.99128856141883,A,-65.07782615566539,1
Married,Other,44.94437441051319,A,67.1078489869186,C,-69.61512854663181,1
Divorced,Other,43.54090814028048,D,7.860637136654415,A,-190.33173306022212,1
Single,Homosexual,44.901849410915645,E,59.36638447837319,C,40.53304630782421,1
Widowed,Other,32.77889022396192,E,-26.12762825983334,C,-49.64152114253932,1
Widowed,Bisexual,-21.063600189835093,E,21.52315684149246,E,-3.564050275479272,0
Single,Bisexual,-134.04371943247185,D,-4.504352000850733,C,-88.79535980390767,1
Divorced,Other,206.19709485073665,D,-112.54253228948774,E,-36.46164174671887,0
Single,Bisexual,104.77639762872684,E,53.65207786830475,C,137.90673621752674,1
Married,Heterosexual,-27.48354750897969,C,-5.59267907936033,E,117.28274408326169,1
Single,Other,-0.24404992772787945,D,-181.66155251172125,B,6.723041209412285,0
Widowed,Bisexual,72.66800831921879,A,-169.23466609685008,E,66.5887953188237,1
Single,Heterosexual,-11.760355890812365,B,-83.24708107656939,B,47.24450195056779,1
Widowed,Heterosexual,107.36570640910186,D,-58.741392027989306,B,31.3623908606169,1
Single,Bisexual,-101.43776728196833,D,-26.62129992343369,E,101.99407366878388,1
Single,Homosexual,-59.76654682610987,C,-81.80658972904375,E,-5.136547941775627,0
Divorced,Other,-42.15053165644087,C,-78.78217613134467,E,68.92244700746959,0
Single,Heterosexual,-120.53722006205282,C,101.88094873871967,A,130.75745670363662,1
Single,Bisexual,-92.11820171636366,E,143.67543530199598,A,128.78658120178855,1
Widowed,Bisexual,18.678019767916048,A,17.827578026192633,C,55.154752350724955,0
Married,Bisexual,68.15617888863726,C,-97.25764531813722,B,7.065353872359448,1
Widowed,Heterosexual,-120.36576062849235,B,-16.056674625832585,C,77.97337573487229,0
Widowed,Bisexual,22.125386163999263,C,64.77606835028993,A,67.79619950033315,0
Married,Other,98.51734071704902,E,-102.32463365434114,C,-134.08893992097165,1
Widowed,Heterosexual,86.55002064135384,B,121.21804486113332,C,114.45982811583579,0
Married,Other,-111.28294798928894,C,-59.002221626001194,B,27.42315908257817,1
Divorced,Homosexual,-154.3984713536813,D,-34.85758720418212,D,-38.28006043839618,1
Divorced,Homosexual,175.54775415089128,E,-136.38724089056552,B,5.10156986274011,1
Widowed,Homosexual,-62.38701077303461,B,-59.430255239706106,B,-28.354713985916963,1
Single,Heterosexual,164.7949297403749,C,-132.63681450694457,B,-61.35352159948519,0
Widowed,Other,-72.80969269529946,C,-128.93110337515017,C,-56.290101711689424,1
Widowed,Heterosexual,70.20535466297576,E,-125.20472908085677,C,89.41110898973116,1
Married,Heterosexual,26.653612466151177,B,-150.92947151674753,B,-35.33819972163659,0
Married,Heterosexual,256.04222930349863,B,-35.779950088629356,B,165.27849750920154,0
Married,Other,71.36466822986687,B,83.12499860474205,E,-70.7516970544189,1
Married,Heterosexual,43.76906514749095,D,-33.82605163967074,E,-55.49473060446197,0
Divorced,Heterosexual,-190.9586582272491,C,-48.795349308602276,D,18.00657616908799,1
Single,Heterosexual,250.2895981770593,A,-93.23422859510592,B,-109.96518643284581,1
Married,Homosexual,-5.583996646191585,D,-73.5763216389513,C,-80.43795883704465,1
Single,Other,113.49689608501572,E,-10.94131842332906,D,-94.83745874214807,1
Married,Other,-44.05222478746731,A,83.14444293228412,C,5.854150214608548,0
Divorced,Heterosexual,27.461873825057125,E,-34.3347535795117,C,-109.1726653658585,1
Divorced,Other,16.62652114739938,C,30.65670419684052,C,63.842255190431594,1
Married,Other,205.1894562712326,D,-34.59849896832411,A,47.527520026607384,0
Widowed,Bisexual,-90.12231038292367,A,105.32884709612192,D,85.2860360236604,1
Married,Homosexual,-171.2243792436094,C,-17.302873224063273,B,-65.00086655042026,1
Widowed,Other,145.0515151020067,D,-198.03113571566854,A,77.98175257132758,0
Married,Homosexual,-96.12713068473006,D,12.075851240281828,C,-13.304845065564605,0
Married,Heterosexual,-37.47882131264774,B,25.05616246842765,C,63.7597362211095,1
Widowed,Homosexual,-20.680062347317655,D,14.65177539625398,D,37.59685304914052,1
Divorced,Bisexual,2.3528864296559173,B,195.2756460566119,C,48.504797156701564,0
Married,Homosexual,-56.68231742883394,C,-49.57256674069321,D,69.75919243520843,1
Single,Homosexual,38.192286085227146,D,-18.798020665536573,D,242.92174319058176,1
