marital_status,gender,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Single,Non-binary,51-65,-46.38589846567343,A,20.84093755198667,D,D,18.638369907644563,133.03028450575354,1
Widowed,Female,65+,264.4204937063054,A,-41.99554791887496,A,E,-72.49358412660459,-81.80605891271881,0
Widowed,Other,65+,-47.92868296438656,E,7.197305656789009,A,C,176.702364464852,21.6802961841125,0
Single,Male,18-25,-86.30334472387148,E,145.2075640162655,A,B,-5.21420697375523,206.14815022808526,1
Widowed,Other,51-65,-130.2074479434336,D,-61.959654000570715,C,E,-12.11938587575377,242.90742662718668,0
Single,Non-binary,26-35,56.03487727940028,D,-126.48297156119206,D,E,72.12025850590223,27.23585514778726,0
Widowed,M,65+,61.75009431535443,C,-50.29098519020644,A,A,20.04923254969212,116.05691149784212,1
Divorced,Non-binary,36-50,-53.930181186145276,D,-51.018542553403336,A,E,14.641704961641445,167.54265546031567,0
Widowed,Other,36-50,-22.275773361440745,E,2.179686976694515,A,A,44.50264868389888,27.898130710702812,1
Married,Non-binary,18-25,64.6214659609236,A,166.38350580648117,E,E,86.83316418687696,12.731548792419225,1
Widowed,Female,18-25,-174.08060766582653,B,-25.748135589347886,D,A,-0.6825107334216844,41.011604109454744,1
Divorced,M,51-65,206.4124583633721,A,133.23774819960323,D,C,48.39679185457818,93.47436917544857,1
Married,Other,26-35,94.2150419194205,D,171.05921190985586,D,E,-9.245348897479765,-67.03873867288944,0
Single,F,18-25,-127.08942430254355,D,-30.370016828028174,B,D,31.148562039587226,53.48337946521896,1
Married,Non-binary,51-65,-9.35119358616273,B,69.71039610671492,A,B,-5.963041565632309,-57.10300971115512,0
Divorced,Female,26-35,-84.0489660373916,E,35.564376295072634,C,B,67.19273885768948,43.15290386294634,1
Divorced,Male,26-35,-102.53539807799396,E,13.046242824784033,C,B,51.353913932199966,81.24247042308856,1
Widowed,Female,26-35,70.92329798432124,E,-79.46100835937199,C,A,-172.56223271450227,-85.35894064052378,0
Widowed,Female,36-50,84.04244994000265,B,66.52889238045697,B,D,-80.31456298483803,-31.683890312207584,0
Single,M,36-50,117.44606934590458,D,116.63849451020003,D,B,13.998596918926342,133.07439517602938,1
Widowed,Male,65+,-27.607738764463747,E,-126.11960064423751,B,E,-124.86653464828188,7.5709698027037255,0
Married,M,51-65,-70.33844958787844,A,55.753515186486865,E,D,147.63747869684505,-69.44865443595255,0
Widowed,Male,65+,-97.84371095617594,C,36.49680210577935,A,C,-51.14337826495604,154.33060144474086,0
Single,F,18-25,-115.41766900113876,B,39.57618335060785,D,D,-167.08738094771223,-53.332721957808396,0
Married,Non-binary,65+,143.82887256780774,D,-61.82674889976931,B,D,-91.50855124712997,100.37363734709413,0
Married,F,65+,-29.444939794183583,A,-12.308482933377755,C,B,67.11791694793146,102.72851735207189,1
Single,Female,36-50,-143.40580126534107,E,-131.68846771266644,D,A,21.2094868366965,-136.02404261844063,1
Single,Female,26-35,99.91167764596116,E,-50.30552104369526,C,E,125.54070248262252,-222.86331433051055,1
Married,Other,18-25,-175.55114323030963,D,-66.48385134853415,C,E,-219.28850544220197,143.4414481806325,0
Single,Female,65+,106.49864532409259,B,8.741130230104249,C,A,-8.987790931150377,-86.53434381826635,0
Widowed,M,18-25,-63.85098295426877,E,82.72056337171274,E,A,-4.405928213532341,-81.64904823836386,0
Married,M,18-25,43.550583703435784,A,-39.20635691892404,B,B,87.82116272060618,-63.22797963874688,1
Divorced,Male,26-35,157.6264261533898,D,29.462142129657416,B,C,11.688973766576789,-135.64370519580555,0
Married,Non-binary,65+,34.04731065065094,E,141.87648776572686,E,E,125.41110760390394,-199.83447714291054,0
Widowed,Other,18-25,-13.35587344450387,E,-75.94482867918472,B,A,83.10799873515545,-40.85710116276237,0
Divorced,F,18-25,39.58793832437388,D,-75.1850276887612,C,E,-72.1707030687347,94.30790977495703,0
Divorced,M,18-25,107.97836669203869,D,-193.70442554680116,C,A,-50.73316360220487,23.257741705623662,1
Married,Female,18-25,75.19759882837629,B,41.6624943630602,E,D,-165.5219357106322,120.59620844575134,0
Widowed,M,36-50,91.30678432090802,E,-56.47033473332756,E,E,-17.742577287326135,-71.26875182607716,0
Single,Non-binary,18-25,-29.97796790306141,C,16.757540057488935,B,E,-169.05591053603277,128.139706006809,0
Single,Male,36-50,60.22590595778012,E,33.803793667042385,C,D,146.95694756434622,-12.006466964047519,1
Married,F,26-35,12.773291853314298,E,-69.65161246307268,E,B,-6.9326705694539985,-79.89707497468507,1
Married,M,51-65,-25.044550099303343,B,-117.89207617655259,C,C,-89.27418040399051,-32.230516955385376,0
Single,F,36-50,-100.14823859548683,D,162.39794595156633,A,A,-183.9012553956298,34.34031443729691,1
Divorced,Other,65+,4.854853426351218,A,-19.881066435868945,A,A,25.400089446306083,-45.5010842303965,0
Single,Male,51-65,96.3174155898438,C,7.42964496899282,A,B,90.06861431221894,-19.175226120391077,0
Single,Male,18-25,128.58463963916597,A,9.203662589137426,B,A,-250.5738886372325,86.61554918246915,0
Widowed,Male,18-25,21.01804666483293,E,-92.43352221788759,A,C,2.5189440040427775,-139.2814829729197,0
Divorced,Other,18-25,-127.608497464332,D,21.431441731990493,A,D,-107.2293076082364,-61.027806791865046,1
Single,Female,65+,41.19856422301028,C,-78.42054296911776,A,E,66.35816645735588,17.50862845656155,0
Single,M,65+,-94.1759386186118,C,-3.1217206777668656,B,B,110.68228848816413,36.36584507070547,0
Widowed,M,65+,-81.7627601227247,E,5.7581427786510115,C,A,-172.8796707998871,-105.51937690440694,0
Single,M,65+,12.549900908601597,C,20.507729978210577,D,A,-42.9422945866027,130.55144827454487,1
Married,M,18-25,164.78243087902612,B,48.031573718091316,A,E,115.95166243014717,146.48353441793483,0
Divorced,Female,51-65,23.63792773333301,A,94.48821699850885,B,E,47.08269170122525,-156.16145736259654,1
Married,Non-binary,36-50,90.4011134476005,B,18.03426700949708,D,A,71.87819011196909,25.423946653073372,1
Married,M,51-65,-135.5292535160259,A,-34.437477996760514,C,D,18.553916718921943,57.863882758628314,1
Single,Male,18-25,8.012368350691046,B,-142.77101950458533,D,A,4.983826326120638,20.769370872354074,0
Single,Male,26-35,125.14225789580557,B,-24.249448768166552,A,C,93.87831125781653,-51.23375658573169,1
Single,Male,65+,-54.13004455428617,A,-57.76818219268884,D,D,41.64284124785405,125.71779440510555,1
Widowed,Female,65+,62.97428057545218,D,46.04961153382014,E,E,-85.39750039038262,37.88602084101756,0
Single,M,26-35,75.81645142709128,D,-54.675682692225294,E,D,-57.111586066616326,-61.69766995024452,1
Widowed,Non-binary,26-35,57.817517577632685,C,67.45357341599451,B,B,-60.19161251397062,22.278546390353508,1
Divorced,M,65+,-198.37348852745947,E,43.9623465171926,C,C,-197.52842740175726,-139.01942906715448,0
Married,F,36-50,20.425969962251074,E,-32.42569974528941,A,B,11.251439713882583,-62.47074706119764,0
Married,Non-binary,18-25,-66.27268689936247,B,-19.0484623573197,D,A,-120.34874456515303,-66.43269172248377,1
Single,Non-binary,26-35,13.298338569505836,B,-67.77949257136524,A,A,-146.30954886532476,52.58072466981114,1
Married,Other,26-35,-69.16410523455066,C,-278.17409087778776,B,D,52.87114862313723,-143.03392060470793,0
Widowed,Non-binary,18-25,-48.21331459307887,C,-86.71387352730699,D,B,-272.398131549087,129.89343522570928,1
Single,Non-binary,26-35,31.42977881857839,A,73.33996193762668,C,E,6.3422801527715675,-93.8030994549443,1
Single,Female,51-65,-136.56038334836137,B,68.48531143850597,A,A,125.88644771973088,112.81984297786116,1
Married,Female,26-35,152.1083321212464,C,15.466379769881005,D,D,9.536753326458259,-125.25522939699786,0
Divorced,Non-binary,26-35,-138.35586125978122,E,19.21741673693973,E,D,-267.3105752590901,35.18511987171837,0
Widowed,Non-binary,51-65,-153.52145540513297,D,56.748318091884954,E,D,258.1810871232438,139.58439045297138,1
Single,Male,65+,-42.97744889132212,E,-68.84847842959407,E,B,-101.95057567418627,66.2639367326527,1
Single,F,51-65,-70.65621183499643,B,93.87243666657774,C,D,30.43556653050647,97.3336805112544,1
Divorced,M,36-50,154.3315774073259,E,-170.4889608153007,B,D,137.97897844035995,144.573862360075,1
Single,Female,65+,-58.874344098577545,E,76.91326369432535,B,C,-131.57253479011416,83.71562485210305,1
Single,F,18-25,26.872464783001345,D,94.56746002033316,A,A,-67.9647236375064,104.03672969709616,0
Married,Other,51-65,-110.2759946160069,E,-248.54708305236946,A,C,-3.7914382659132726,11.089749284477174,1
Widowed,Non-binary,36-50,-47.13412630163375,E,18.279416427421882,A,D,-0.7630957717208432,102.10613737721023,1
Divorced,Female,65+,-66.12216322624646,B,-16.83354130711984,C,E,-203.00734993664912,-13.198348835961568,0
Married,Non-binary,36-50,-144.16242383990055,C,30.260185597520945,E,C,-267.40884560326106,-75.64857386853194,1
Divorced,Male,65+,-87.16762798797583,E,-40.98614564017012,E,B,137.56776915733292,49.40524366643931,0
Divorced,Female,65+,6.843148157183636,C,-98.7921524713269,D,A,-119.45054222797995,-89.14578229063991,1
Divorced,Non-binary,18-25,48.77948381412446,D,-41.68864059134303,A,A,26.197235107748156,5.1855453501949516,0
Divorced,M,65+,51.02309797036164,E,-85.18354996948642,A,A,-66.07555982093855,-23.0073960391304,1
Widowed,Female,36-50,-24.288576210719086,D,81.94839233813818,C,B,-34.55299185396259,25.26786428044202,0
Single,Female,65+,-87.94502888088631,C,-65.99960746061551,D,D,83.38008537767294,131.528130115001,1
Married,F,36-50,-85.1877921255552,D,42.03051261237594,A,A,72.72364484989049,15.006327270223792,1
Divorced,Female,18-25,32.6810847216295,B,-97.407703249818,D,E,-35.85379100603007,8.691996488709117,1
Single,M,65+,17.30380936271102,A,90.2348336041607,B,C,-217.53677143941076,129.73891393983928,1
Married,Non-binary,26-35,187.06744804612356,B,77.26723882292535,D,C,-137.10577414835484,-75.08331926867737,1
Widowed,F,65+,28.746537722310674,A,73.61203515388566,E,E,16.450329413974046,60.896498017969094,0
Divorced,Other,65+,-21.5750868077991,B,-70.94214676513896,A,E,194.82212976214348,64.2187026718766,1
Widowed,Female,26-35,69.62001973395002,B,104.87983634300382,B,B,-50.257135934855846,-25.339168148573183,1
Single,Male,26-35,-20.666696432400354,D,5.1837060024378045,D,C,-79.12633694505811,-202.46991257483828,1
Married,Non-binary,51-65,-19.731850173405906,E,-175.62120491741092,B,E,-122.06125135809489,21.218143977799357,1
Single,Non-binary,26-35,-38.47654969413362,D,-67.29245022014256,A,E,-105.75131156048174,-82.2427141190238,1
Single,F,18-25,92.4107550655961,E,96.67786905417842,E,A,147.39776091342912,-16.762730063736146,0
Widowed,Other,51-65,125.69760033101475,D,8.71322117781744,B,C,40.683354538930914,-117.2118483445174,0
Widowed,Male,26-35,-48.52552863207579,B,85.50433952320314,D,D,-0.22010889012386864,-63.70092053325106,1
Divorced,Male,26-35,-76.20645250249778,E,-71.26821294844044,E,D,16.263177917877996,123.69551572186795,0
Divorced,Male,65+,-99.13034345593091,D,-37.8253874158796,A,E,45.15649508010354,-224.29202263294158,1
Widowed,Male,51-65,87.83280473305997,A,-64.29280287969395,D,A,-42.55624034116312,84.32316091658436,0
Widowed,Male,26-35,-56.70247445698469,C,225.8948963434296,B,A,-141.68593810029046,65.51561028612586,0
Married,Female,65+,-62.14953774141272,E,47.40701495580908,C,E,36.83037441702935,-134.2329134382321,0
Widowed,Other,26-35,129.41172167085094,A,153.75420004162407,C,B,-90.39960856268732,-13.224307709384314,1
Married,Other,65+,66.75875155217055,C,50.04291989315739,D,D,-24.834750444944795,-32.18038163940888,1
Single,Non-binary,18-25,83.03518491154863,B,-150.62273499954276,B,B,-63.91056611360596,-56.968425158009296,1
Divorced,Female,51-65,-26.172423975970695,C,78.59335546154657,D,E,76.23577636275625,-180.1160560105443,0
Divorced,Male,26-35,43.842871126365615,A,-110.77477915471827,C,A,-81.7781056769579,20.079258171114546,1
Married,Other,18-25,82.13349102789365,B,159.39298909085986,E,A,220.07300118417655,5.979983395719021,0
Divorced,F,65+,-64.66577329156898,B,-9.659604019980101,D,B,-31.382926067149437,-42.47727479645027,1
Widowed,Female,36-50,-9.719667379239537,E,55.36695288595157,E,E,95.31455793165584,24.672933230440453,1
Divorced,Other,51-65,55.01393313985287,C,183.69725904034314,E,C,151.71652028280946,-69.83485323825977,1
Single,Non-binary,36-50,-21.152912607674804,D,-69.64333271967486,E,C,41.87665472842935,57.12824508483556,0
Married,M,36-50,34.009394878257915,C,-117.69384665876747,B,B,62.33613639336736,-13.24724710231449,0
Widowed,Other,18-25,-97.27641751547041,C,-20.68484937050623,B,B,-72.15182541755215,-120.73173022218448,0
Divorced,Male,26-35,26.22590356036666,E,62.32793020834071,B,A,150.52021735794693,100.48615943079939,0
Divorced,Other,26-35,-156.7528452705504,A,-59.80070826500664,C,C,51.42993980719919,-7.90790331987103,1
Married,M,26-35,-41.87708001124545,E,-45.61435231066282,A,B,173.80404440088915,2.6090473823872022,1
Married,Non-binary,18-25,-39.49733953267802,C,169.63820212030382,B,B,-2.514443988449984,47.03518235428701,1
Widowed,Other,65+,-182.776977670906,A,-14.052449117599783,B,D,-111.91228697359973,-13.361842028733362,1
Single,Other,51-65,6.383182437747391,E,-38.30946711678588,D,C,-134.0746944119601,-14.44446968618734,1
Widowed,Other,51-65,-0.3921023795693289,B,-18.53853081494999,A,B,-41.770209735256394,98.57521949337696,0
Widowed,Other,51-65,12.610258973784969,D,61.65072980798345,E,D,-12.29410323471856,37.04745770223287,0
Single,Male,51-65,-49.335288897682425,D,-9.159887797799726,A,B,155.9739223423824,90.72395621077469,1
Divorced,F,51-65,104.24504622250257,E,186.19960704180954,B,B,211.34332595719223,-117.40589402703831,1
Widowed,Other,36-50,31.705394606812554,E,86.37559507390355,B,B,4.866809076594946,60.23348207181382,1
Married,Non-binary,65+,-73.38145646337169,A,-9.26590644839857,A,B,5.821660490360755,-99.7749127575171,1
Widowed,M,26-35,-141.03360086606983,A,89.86773863617805,E,E,11.785787858768918,60.603329441314145,0
Widowed,Male,26-35,35.644436799758054,A,2.237554934915623,B,B,-72.74985854927701,-58.82266384468022,1
Single,Male,36-50,56.910836354908156,D,-116.14225840267534,A,E,83.85641176070136,52.67627370630568,0
Widowed,Other,18-25,73.74443784038701,B,-24.435975858111625,D,A,-48.172463161711015,-70.3453543291669,0
Divorced,Other,18-25,49.62657593664056,D,-32.01466027061811,D,E,-102.10238081363099,-27.074568617760086,0
Widowed,F,26-35,-38.92824083410567,E,67.96320105667117,D,E,-121.83997595999499,-14.936402272031835,1
Divorced,Non-binary,18-25,-347.52520309502273,C,-28.214525510721376,D,E,7.252256358626311,-44.329821757227286,0
Married,Male,51-65,104.08479940108502,A,-52.38225862315754,C,E,158.08536641245286,5.185355861624538,1
Married,M,51-65,19.406533355318693,E,34.43267619867997,D,D,-73.6604194222252,89.3028104183487,0
Married,F,51-65,1.692140187774667,D,62.861189008021356,B,D,246.54995511213826,-107.81485057740628,1
Widowed,M,51-65,75.26713171209329,D,21.696515729229322,A,B,-119.42783041724442,-148.35634116394326,0
Widowed,Female,18-25,77.04819091762596,C,96.38614674336982,A,D,163.81691782913578,1.7099630976572127,1
Married,Other,26-35,-70.95194605104219,B,-109.7564892049681,E,E,-84.8073947540804,63.38224796934535,0
Married,Female,51-65,74.50779892647242,B,34.60689427232278,A,E,6.677126022295153,212.55055703865676,0
Divorced,Non-binary,51-65,94.8122020096722,C,-50.36174761211494,C,A,72.67535784260158,-5.109480034089754,1
Single,F,18-25,29.80295001897494,B,-15.137411244290218,D,A,43.71218504749605,15.588986524811405,1
Married,Male,65+,155.64272856793608,E,200.84550336129823,C,C,-165.13189176936334,-22.99601386233395,0
Divorced,F,18-25,-88.17805409379763,D,154.86568707847394,E,C,-59.62124553754644,-19.166619867508317,1
Married,Female,36-50,89.90802297183465,B,-79.36874873363183,B,D,181.99060242753075,-23.86863029023134,0
Widowed,Other,51-65,-4.255920751022221,E,126.08477457262262,E,B,-40.37144461765775,54.388948570880736,1
Single,Male,18-25,-44.853329966615405,E,175.77228744375336,A,B,218.33804989286517,-32.853727778966594,0
Divorced,Other,26-35,71.73109924601671,E,53.6755446917348,B,C,133.91650432624786,30.568526644838776,0
Married,M,36-50,171.80604314684004,B,33.27934333925884,C,D,58.44650814859098,40.765441076661084,0
Widowed,M,36-50,-54.767167049120125,A,-10.352914555979389,A,E,-45.75132436371473,-86.47624962350604,0
Divorced,F,65+,28.876602759608883,E,-99.80224859976049,C,C,-136.49643018806262,124.81796430380258,0
Widowed,M,36-50,131.4748242290401,C,-96.99384741253104,C,A,22.394442303657964,73.5598577815346,1
Single,F,26-35,-64.39183308302917,B,94.96700624245915,E,A,-41.87209381244387,52.18234881314417,1
Single,Other,26-35,-27.799138747257345,D,67.51667202498663,C,D,77.22878597852167,-169.27933897638977,1
Divorced,Other,36-50,-26.62049693182119,E,-19.835850819534624,E,C,-13.957211425089355,116.5221321022877,0
Divorced,F,26-35,-193.13047446615641,E,-42.04371428632341,A,D,141.6634609756523,87.23017111776832,0
Widowed,Female,51-65,102.87904981703555,D,21.993302556658985,B,C,13.321689861109643,115.24838247316265,0
Widowed,M,51-65,-29.569201099035876,D,-52.76675142900088,A,E,-137.9634624346736,-89.59217817950919,1
Divorced,F,51-65,-5.094556411346763,E,-0.3279695821593719,D,D,161.14068220346903,-79.91451323642197,0
Single,Male,65+,59.23626191823861,E,-49.84195198137936,E,D,73.21171880336223,-12.005484928174413,0
Married,M,26-35,69.63875023757345,D,-117.71503337431872,C,C,-141.65889959312324,77.84129660462507,0
Single,Male,65+,2.8462871649320527,E,206.60591368239557,B,A,-75.57290510497712,-49.45445396703594,1
Divorced,F,26-35,31.24492533067693,C,-123.94599890621872,E,E,73.33225745209025,-69.05126781627261,1
Widowed,Other,18-25,-121.60341534750683,E,79.26609372475158,C,B,-173.9900259613101,-31.17533099128536,0
Widowed,M,18-25,-44.32855026517552,A,-16.87265988066188,C,C,111.78819897806132,-46.61952531775131,0
Widowed,F,18-25,44.912265089547674,A,65.92536562233295,C,B,4.817741599447503,-8.444929435507198,1
Divorced,Female,26-35,153.88267946138166,E,25.928063525090224,B,C,-152.01052311998274,-78.29709702142831,1
Single,Non-binary,65+,35.43193848772716,D,118.21980117291008,D,C,162.42818898573478,36.038889991817534,1
Married,Non-binary,65+,-49.6559578360301,B,-59.50093680279346,A,B,92.0007874531894,-72.11640966502436,0
Divorced,Non-binary,26-35,-14.530050511133318,C,72.80009601057229,B,A,58.97721293403057,76.04152685081684,0
Single,Male,51-65,41.02569888345703,A,46.527400470372356,C,A,-13.92698113400134,-76.78208314333824,1
Divorced,M,18-25,-102.46313963441492,D,-73.66420508513436,B,A,-178.69896583333824,39.82589660277122,1
Divorced,Non-binary,51-65,18.040516345383566,D,48.28070135969199,E,C,-91.08975303073503,278.270168921552,0
Widowed,Female,26-35,100.53529718540284,C,41.96963820470581,D,E,-138.55920176427153,166.26378093268022,1
Single,M,65+,-75.60709439498714,A,25.927831543145697,D,E,94.7203091870039,33.34577097618909,0
Married,Male,51-65,-230.3363299650332,A,10.508972322945228,D,A,2.307781176836715,68.3247135401,1
Divorced,F,18-25,5.295149055241632,A,-122.86341766315884,D,D,29.397721773433748,-104.75961614387381,1
Single,F,26-35,41.77044025466303,B,-25.12595581528799,E,C,-17.299888684579663,11.045415283795217,1
Married,F,51-65,-187.26139176762678,E,-110.55451336584323,A,D,-21.958039048121,48.4543838923125,1
Widowed,M,18-25,21.295957643344273,C,95.53903609975288,B,D,59.022873074315264,155.66803466825877,0
Married,Female,36-50,74.53186057285033,A,32.9347354218688,D,D,-8.812025022502356,-311.6190508856005,0
Divorced,F,36-50,17.56892878946314,D,136.51920090161173,A,B,127.51487216855286,1.178529402381703,1
Married,Female,26-35,-9.003217231165621,B,-71.40868553841668,C,A,120.06556180027769,-24.338610687509767,0
Divorced,M,18-25,130.0511201168129,D,-113.62845540551332,C,E,26.36771342024057,-84.34495313826092,0
Divorced,M,65+,29.43982934863603,E,40.41089425985733,E,E,43.888125211755934,-85.2518454177089,1
Widowed,M,51-65,-55.262503732872794,B,110.68076393655669,C,A,41.347906032395706,149.88862270823822,0
Married,Female,26-35,50.97123183530081,C,-76.31826458825557,E,C,4.244187697746706,110.47387235363091,0
Divorced,Non-binary,51-65,-114.39295806449323,D,30.507473174828093,A,E,-44.78737247235827,-74.31840377866715,1
Married,Other,36-50,-70.41576981432786,E,175.42962526809754,B,C,-163.70346087380904,-162.92710148069636,0
Widowed,Other,65+,118.68197634436638,A,-25.781322838982334,B,E,-59.87304934722681,105.27273829146482,1
Divorced,Other,18-25,-19.49487877788741,A,-91.87249706072424,E,C,-48.802860258632144,-16.915981827320635,0
Single,Male,51-65,-259.71713734941824,A,-206.36611416127715,B,B,55.33129164371245,119.97725021751282,0
Widowed,Male,65+,32.25458989161044,C,-127.94832571712172,A,B,-100.1918630915845,181.92049213152117,1
Single,Male,65+,-46.62030187868051,B,-91.62444814035268,C,B,96.45163230407412,-118.56985347466443,1
Divorced,Male,18-25,-41.16001411917493,E,-95.72900903604466,C,B,89.47491516982804,48.75959368206006,0
Single,Female,26-35,88.43446436665546,C,4.016815777915429,B,D,-126.42537890780731,82.38375517535083,0
Widowed,M,18-25,188.1850009907358,B,237.8519142547935,E,C,160.6305432952906,69.23942134736319,1
Divorced,F,65+,49.558897516403974,E,-97.79274052878712,B,D,-41.62587029800761,170.6083974734939,1
Single,Male,36-50,-7.199722198495374,A,-55.0833455465287,E,B,10.198833580180382,-39.96640893082639,0
Married,F,51-65,16.040488258936623,B,71.43050571172091,E,B,157.13261315249196,47.81497025737249,0
Divorced,Male,26-35,-78.5737289715122,D,122.58402404397162,B,A,77.70962417972804,57.245798883223806,0
Single,M,36-50,58.783711058867695,E,28.514202514208876,A,A,112.59334959078242,42.18536162098508,0
Widowed,Non-binary,65+,-21.80364201646069,B,56.103615159145505,C,D,97.47797353686566,65.05989052004031,1
Married,Other,51-65,70.44245537469178,E,-117.70340578064054,A,C,9.019358026838155,13.368259283671152,0
Single,Non-binary,36-50,137.65672186104177,A,33.13646770646016,B,B,-41.480640267443675,62.91089593412492,1
Married,F,51-65,58.0860104023718,D,99.87788632416962,C,D,-19.686576632265947,52.87692109249002,0
Married,Female,36-50,-123.48753005746431,B,10.800515502128674,A,D,-1.78641076158528,19.85926823330785,1
Divorced,Male,26-35,-115.04551479513773,E,-86.19911723474388,C,C,41.413035354551894,-86.33434781252829,1
Widowed,Female,51-65,-163.51475789304797,A,23.39300395126242,C,E,41.82458515083092,-54.976283396522994,0
Single,Non-binary,26-35,-69.77068581391255,D,156.26153940770726,A,A,-92.83738613428416,66.35251721572502,0
Single,Male,36-50,6.826378724545511,D,-30.262667071208206,E,A,-6.557082173272118,-95.6996467461024,0
Married,F,36-50,57.81753217178455,A,77.10864200190505,C,B,-55.80539007846305,-95.01886239857966,1
Widowed,Male,36-50,-59.9999766445252,A,145.45546524070957,B,A,92.87337466336815,-70.0997745108592,1
Divorced,M,36-50,10.806599538566102,C,87.19025030540406,C,C,66.48966748864511,4.073703469924861,1
Divorced,Female,18-25,51.50708727838441,A,-88.64730888928189,D,B,-83.3791271844556,-197.95672631267146,0
Single,Male,18-25,-108.48881892172687,C,236.62036476425686,C,A,-62.85452188492033,-14.764117498151762,0
Widowed,M,65+,116.473554295761,C,88.79511305345832,B,E,115.80075392095014,-57.37750346059719,0
Single,F,65+,-13.470830157062466,E,-60.21247714503964,C,D,-96.91529594414725,-127.12735894930431,0
Married,Non-binary,36-50,83.57559776924538,A,-84.2444192029753,E,B,16.918026746490415,-4.078711430736264,1
Widowed,M,65+,54.054908502118536,B,110.81328394288784,D,E,-214.47879509621455,92.06311435848262,0
Single,Other,26-35,114.69420192064091,D,-126.78454270223895,B,C,20.808355121773836,128.90721987069128,1
Married,F,18-25,-45.66981245009325,E,90.34892469181011,D,E,103.73887251605991,199.60669450209255,1
Single,Male,65+,91.57295775672179,E,180.58871445171926,D,D,104.44021963997916,-30.546540503000553,0
Divorced,Male,26-35,-213.59420613612195,A,60.82499725353362,A,A,18.818295304368927,16.33539276999594,1
Divorced,F,36-50,-48.64267634433701,B,13.330006287809146,C,C,-31.2905964482505,11.826964105760437,0
Widowed,Other,51-65,43.19008893741009,C,26.824578211675142,A,D,108.06285222891758,122.43562825906903,1
Married,F,51-65,144.01035975321403,D,-257.5104310618425,D,C,-17.95397409538309,-35.45981073327011,0
Divorced,M,18-25,44.05467408434572,D,51.965323244753456,D,B,-52.699193834359356,224.79681302770462,0
Single,Other,26-35,24.674635724608933,B,-64.101348967436,D,E,8.994616603696043,-8.628503489817273,0
Divorced,M,26-35,-9.329119155808216,D,-78.33359556380938,E,A,35.72952595205816,-212.90369863809806,0
Married,Male,36-50,91.65977527667091,E,59.74960740245878,B,E,-53.46923652856677,-80.0789445288412,1
Married,Female,26-35,21.333746516704508,E,-115.76060600577722,A,A,176.21362316543028,-114.58143919898447,0
Widowed,Other,26-35,41.85822013034342,B,96.22320396261208,C,A,139.57987915256246,65.11300012403663,0
Single,M,18-25,11.240999273608287,B,74.76240246037433,D,B,-46.28282721749071,-42.74879179176948,1
Single,Female,65+,3.106229252648743,C,4.803288071355118,D,E,-120.01308644687239,27.622282580523233,1
Single,Male,18-25,-21.11091456309072,D,-21.317729329210362,C,A,-24.83181525551217,-38.75500556509865,0
Divorced,M,26-35,119.62819766494898,B,13.85345080118967,D,B,-36.877480307657365,-57.35702095677419,1
Widowed,Male,36-50,-123.6725989719709,E,2.0812749571818077,B,E,140.2495266629019,67.86706436968986,0
Widowed,Female,51-65,80.3324765003908,E,89.25521678782252,B,C,63.59872050381302,41.08064986846539,1
Divorced,Other,65+,50.60715984451647,E,125.77234113859268,A,C,84.52232744912703,152.25778976525467,1
