AgeGroup,Disability,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
65+,Physical,Yes,69.46143000988589,101.22936759559045,B,-100.24042241523352,142.39447797188512,A,124.6874690216836,26.736012425529402,34.67513219110916,D,C,D,E,-44.99262804623466,0
26-35,Physical,Non-Veteran,200.5035626470148,-15.33281407363166,B,104.68007499672073,47.263097862752716,A,-54.20731041208645,181.5405818680011,62.54049351793878,E,B,D,E,75.70780817035005,1
51-65,Yes,Non-Veteran,69.6252320989583,27.97191639699185,B,44.45298467921082,41.461658363943265,E,-199.85932722224135,-130.33458772241676,-99.60869838187965,C,C,D,C,93.02049413439826,0
36-50,Mental,Veteran,16.351028360853412,-48.866776145488025,B,-141.92840569276404,15.07208992855434,C,49.137448534939686,50.962345193384806,-118.6709426521013,D,C,B,B,-83.57846780708864,0
51-65,No,Non-Veteran,23.97471702801083,109.94162467573094,E,25.324579455610824,-103.87395855435075,E,94.70041359744114,15.77127194328774,-153.67466886394445,B,C,B,B,134.55394692410135,0
36-50,Yes,Yes,82.28072782905035,-189.41152736772062,B,77.57781661970733,-201.3457078220335,C,96.42167764975788,-32.83164345833461,-105.84057560268512,D,A,A,B,93.06583081611191,0
51-65,Physical,Non-Veteran,-17.252933521051904,1.7995874066025308,E,72.54751004856858,4.420636646301532,B,84.9413152276781,159.69931670462557,-99.33100362506029,D,D,C,E,79.15131515120477,0
18-25,Physical,Veteran,-100.54130479288825,17.908670120307647,E,50.99688893860089,-64.36560454396604,C,-198.03786300992786,-178.69740370068362,111.26619433112967,E,E,B,B,-84.63008326672752,0
65+,Both,Non-Veteran,-143.57125707460511,91.15442207068854,C,132.45342550583098,74.66238165699846,C,72.29401837722111,-55.330322095677,-75.50833229739226,B,B,A,A,5.513159814874892,0
36-50,Both,Yes,-125.92302822777455,52.659901434122204,B,100.46985924281489,23.12955665943235,B,-43.63230040134097,194.4107499014122,-125.932553245676,A,E,A,C,21.60154558758491,1
26-35,Mental,Veteran,-131.6386859632293,-10.459169533810138,B,-108.83175662266243,77.63013450203222,C,-77.97739195511303,222.19097676569862,14.161303413352922,D,D,B,D,-11.652627728655004,1
65+,Yes,Yes,-83.6228045520093,49.212474086597446,D,1.4201627082174126,81.96997049033006,D,-3.163202081006217,44.31886699023045,55.723124217775634,B,C,E,E,140.4618783639252,0
18-25,Yes,Veteran,112.71796723471992,76.86689369837532,D,234.710143843661,-30.852655370075908,E,239.73889349497472,0.21281532603696754,141.28299575231176,C,D,C,A,-111.50327213297442,0
26-35,Yes,Veteran,21.275000964337742,-55.63165516115222,E,-121.71767359158032,81.06507769641378,E,-12.902063548291153,-6.809844026816913,-50.84262001420837,E,B,A,D,-73.30555555440147,0
51-65,Mental,Non-Veteran,-62.76500582399085,-60.04227286623731,B,-15.302609432186582,-108.85460997975854,D,-6.970995138550356,-133.82135243335017,136.36624428319664,D,D,A,D,225.20690102589663,0
65+,No,Yes,-16.66935673351024,-118.3076122643719,D,157.59909638444347,112.39858775682092,A,-14.143940644265776,-26.269099187550633,114.05157568323459,B,A,D,D,30.193092235821954,1
26-35,None,Veteran,108.12206597372065,-66.13997787424056,B,129.53401014570437,102.48877217094972,B,0.25410786515729533,-71.19777309544709,0.600397178653889,D,B,C,C,-50.61097639097437,0
26-35,Both,No,4.3432616327441815,-19.07533306184611,E,-73.86066679112,165.7455613723886,E,70.84654763997409,-70.21055547764745,-29.311531442593008,D,D,B,D,27.06003944690395,0
36-50,None,Non-Veteran,99.48550365304293,3.0063483835716305,E,-51.52196771015076,-84.33210314483277,E,-0.19232469600389743,-8.333333820380917,-31.06621713534437,E,B,C,B,79.60910214356959,0
18-25,Both,Yes,-52.358747079812495,-63.99686762628619,C,70.43055336922028,64.19537303672057,E,24.3611975679262,51.215836774116,-36.69386038522593,C,B,C,D,119.37703522061976,0
36-50,Physical,Veteran,155.45717648099972,46.51412715763564,D,263.8216889710415,111.1762728908539,D,-159.28350100466244,44.090206067322775,61.826488984252514,D,B,D,C,130.09094583382753,0
26-35,Physical,Yes,106.85133035686813,152.91463350949147,B,-174.34148478043178,138.7559644011734,E,-24.214609422292977,140.84197560712417,55.75407145646387,D,B,D,A,71.38756391436642,1
26-35,Mental,No,-94.92093629996768,-102.93858607793338,D,266.7450589556646,111.43076174230883,D,82.23552469055716,1.2044871277943525,126.95420058367333,E,C,E,B,28.067174990585507,1
18-25,Mental,No,114.47015614949454,107.6773566635802,E,152.50982376342657,97.88846292008839,A,119.46827455752515,52.57627182761156,42.15318149924814,B,D,B,A,-30.12438869781972,1
18-25,Both,Veteran,-34.36415642443777,-49.16344602007115,B,67.19717482465803,-172.3403322935939,D,64.80287517501367,22.429788675136862,-108.99360388388651,A,B,A,C,75.65211424211613,1
26-35,Mental,No,-167.99106979822574,-53.641782798845405,B,-174.70214286116104,-40.71137817631628,B,157.82788955682236,-88.07111764946568,-141.44671848047813,E,B,A,A,-181.6004023194371,1
51-65,Mental,Veteran,-193.9446194042869,27.795380600711685,E,91.83848578108635,15.88913289649894,E,-107.270807584629,-110.81651916079889,-83.11800054391313,E,C,E,E,-8.909158704342188,1
36-50,Mental,Veteran,-57.665274262032895,31.12239134044938,C,-65.81108749198916,-97.31631049258662,E,-122.44833484756401,22.119602022669802,8.837076355467497,E,C,A,A,16.340689669152038,0
65+,Both,Non-Veteran,-84.76984850744361,-49.721997255856884,E,95.98329310328153,223.92623690188907,B,1.4540668750070336,140.04093890751875,-69.96187879657012,D,C,D,E,4.946276417439969,1
51-65,Yes,Veteran,-77.00802583022087,91.51040857419561,B,29.27563008235023,117.67882155918434,B,67.6296410998374,-50.667893987743994,-181.00513428662,D,B,A,C,95.94110542560162,1
18-25,No,No,-175.4351878993359,-46.11748373013465,B,-83.73777499317238,136.01074906020636,A,104.15023404571124,-37.62320835433209,-129.02453383854115,D,B,C,A,-39.47491574578484,1
51-65,None,Yes,-31.026921515222273,173.62254016144763,D,-56.77702241101931,58.18321162907413,D,29.24896811265182,-9.22701003330449,50.95537333016939,A,A,B,D,-189.48229584279434,0
65+,Mental,No,55.01233939827891,74.00061103729793,A,30.78366018864936,127.10056902926992,C,127.47088385078489,-106.66434663550692,-30.0472022357591,B,E,E,E,-158.15219893169353,0
36-50,Physical,Yes,-15.738910993258148,-32.79718389798524,C,56.6506924955233,39.234647355594845,C,4.307855759729666,82.47713105322502,-113.07452248586787,B,B,E,E,147.3801346164529,0
26-35,Both,No,77.07151085227953,49.0841630472569,C,3.0132764245649737,99.70379517179109,A,85.24943313531425,68.1555180361395,-64.26061757276946,E,A,E,B,-15.667388555482894,1
51-65,Physical,Veteran,11.727761881942056,15.504644094666343,C,145.18989683391575,-93.32811353730438,E,10.287590806782886,3.7716969139522285,243.97004491762507,A,C,E,E,137.76079048827805,1
51-65,Yes,No,241.3275247146696,-15.249719469140691,E,-50.76355134246292,104.74237823600457,A,21.488697191114507,-155.98196473675833,99.57179250109449,D,B,B,A,135.47793050426208,1
26-35,Mental,Yes,218.20207422831345,38.14913821744406,C,-10.248735217875856,47.64004760075702,A,145.22098993118223,-87.95820445473012,-62.827796738271566,E,E,C,A,-79.28614916050863,1
26-35,Yes,Veteran,-16.50311675327234,86.39812851210633,D,-30.996056124265337,-112.92714977089659,D,-2.369213429034015,29.696498235927578,-30.353460152335398,E,A,E,C,-1.833132596038139,1
36-50,No,Non-Veteran,2.3555277985920595,-12.169793819527024,B,-250.75634794264815,-111.40068025658272,E,141.79427538898324,-44.53528763662151,2.229375284421833,E,C,D,D,22.78102371552683,1
18-25,Both,Non-Veteran,117.99965518075356,31.22599578180748,C,-50.8211652202089,142.3957620520003,A,-33.0936120668361,142.1829496658976,91.95812001808767,E,E,B,B,56.17702497108441,0
36-50,Physical,No,17.392135969954555,-70.03698675429455,B,230.04433596444676,31.410757864378734,D,70.50532167699488,-203.44006365486655,-29.48749642773994,E,E,B,D,93.27432413360349,1
18-25,Mental,Non-Veteran,-191.9064798639488,35.41689768796344,C,-41.04050360961671,186.80993002675908,D,213.79137669089351,-36.17131963605699,-66.585298192603,B,D,A,C,-8.088021465755233,0
36-50,Mental,No,98.10764193514491,-166.3981375653189,D,22.75931432483034,-83.34896738683865,B,14.763569109629923,154.95285415976787,-163.5637136638421,A,B,C,D,6.810712454812047,1
65+,None,Yes,-26.216075741716477,-75.69202441316105,C,169.5457865525751,62.13706041591551,D,291.1615002913206,-100.82261783781459,-41.38319531716219,A,A,A,D,-31.375745121282485,1
18-25,Physical,Veteran,11.133031613168207,109.23717479156392,E,189.8937590121005,69.21636099377282,D,161.34461093182085,16.0536813142977,-74.58854548561749,C,C,A,C,170.6256874682723,0
65+,Mental,Yes,-194.87787378406233,-70.26799089416468,E,-87.37014095650663,-172.58469564572906,A,108.36467416116045,-69.35193342391001,-7.874901269283731,E,D,E,E,159.08399906525915,1
36-50,Mental,Veteran,60.465983500934904,-70.45479659537911,A,-175.17927935620378,-22.88431576360303,C,-120.48222097295623,1.7903117822482388,17.253988282898685,C,A,D,A,25.066441968523854,1
26-35,Both,No,-6.082009048295211,-26.313429168230062,C,17.70200599876283,101.37967114568276,A,65.23388477741058,164.79738306728444,61.076343619074876,D,E,D,C,-10.750316081997722,0
51-65,Mental,No,170.32232545421678,-24.7224156899894,D,19.56669203125122,122.58707928535688,E,104.45274736276443,94.458124905554,156.85555568153583,D,C,E,A,-12.884792388331718,0
65+,None,No,-25.197102472720857,-181.00670307405443,D,86.28293625162884,-62.56850106626487,E,325.9539483393639,-30.301343478163457,-28.44896376983816,B,E,E,D,160.8870585023189,0
26-35,No,No,108.4752232646848,-98.08602478532728,D,-108.42518078248958,-65.34848143621213,B,-56.170083625102876,-91.21425153718543,41.269744846323825,A,D,E,E,41.15084411414628,0
36-50,Physical,Veteran,-19.894513372172167,-112.72393281410957,E,-137.56457074509666,-215.67654831192692,A,25.855705273519952,23.683116691375567,-15.271076508519549,D,E,C,C,-160.77168221615025,0
18-25,Mental,Yes,55.95665061615671,-145.93401515713433,E,137.8629661377457,165.98740189376443,A,47.02909586905528,-100.35956121577907,199.68342103321126,C,B,C,A,-4.090980506487288,1
18-25,None,Yes,109.57606386487417,-90.62685622653895,A,-92.84762700753653,133.99719692968347,D,148.33491429162154,-57.53434004976706,62.29203337032981,E,E,D,A,51.90166213852492,1
26-35,No,Veteran,-208.9460253420801,-62.95865805708619,A,68.48516645471831,61.06613145577715,D,-14.05500530999933,57.377196759852666,191.5617544899545,A,D,A,B,-72.5045641262684,0
26-35,No,Yes,-41.629169642258596,168.44754339641105,D,137.99609510591156,-128.53965309199887,E,31.857947735555026,67.30327198041375,59.020747851449244,B,B,C,E,21.006553050050574,0
26-35,Mental,Yes,-10.865734328431385,-94.15861862371926,C,-194.80104956700373,129.9720283337936,B,-3.5589177183126943,41.08844063731411,88.43451706204795,A,D,C,E,47.091836253364626,1
51-65,Mental,Non-Veteran,-149.16683545329747,-193.93319826441478,D,-92.05171017728306,-38.60670151975533,B,213.84769710381778,-91.16811355118894,-69.20181555437091,D,D,C,B,138.17454867271502,0
65+,Physical,Veteran,-192.59195940785975,-159.99708768730278,C,19.1992086763386,-130.61643698062053,C,62.0683275921303,-92.40046058606126,-28.692135991573064,E,C,A,E,98.8918418183552,0
51-65,Both,Non-Veteran,-28.019588679309926,144.14749937279208,A,84.61529008689372,182.58702294948552,C,-77.91545050558291,-168.67051321671977,4.540760851398625,C,D,A,E,-56.5903619294635,1
51-65,Physical,No,-52.858929682945835,4.459949588086536,E,12.753276674276798,84.39761747083763,D,97.82060592263319,8.363141902394517,-77.39217638527391,D,B,E,C,-83.10924680095992,1
36-50,Both,Yes,-290.3515644622067,-63.41333284161189,B,173.52321571073233,-106.3333975456179,C,-55.03216219452449,-20.364863068859286,-150.00185556103537,A,A,A,A,-84.77026037922799,1
51-65,Mental,Non-Veteran,52.18160745792635,-287.74011636920034,E,79.32360411535973,-107.23145388860003,A,24.848900230043444,43.51466699624987,55.782971578697335,D,B,B,E,-4.545532893532799,1
18-25,Yes,No,0.5367403376966908,-146.59383475142272,A,60.59590486014713,-38.462940046104485,A,59.48521748117839,17.38650951651734,-8.511537841896967,B,E,E,D,-57.99019562292824,1
65+,Mental,Non-Veteran,-71.21594289542635,-32.44013555672412,E,-73.7603670630655,129.96874748249974,A,-158.5377241008044,-18.928596560381948,103.32002060606989,B,A,B,E,46.24671517124026,0
51-65,Mental,Non-Veteran,-211.25596106399328,79.00779530714507,D,-53.35880067058637,134.70616977651787,C,-211.40577649983047,98.59712549862377,81.01605248040197,D,E,D,C,-57.57812377956115,1
18-25,Mental,Yes,-40.72967452307153,-53.844404273206045,C,119.767980386109,-40.00067924034589,B,-46.0532267005143,-188.29841364375744,15.487411287702034,A,C,B,D,92.38281935856618,1
18-25,Yes,Non-Veteran,246.1714358090603,72.74991752714706,B,95.43097631711483,-57.43744575896294,E,-96.65361561741878,-77.98231728582317,3.4708820376227556,B,E,B,B,-65.46090317761957,1
36-50,Both,Non-Veteran,-40.81520086865334,131.7400205015518,A,-89.23152490594592,-154.66594969003117,A,52.83848287627265,-1.2533605720023444,116.87933305888194,D,B,C,D,193.5692007428006,1
65+,Both,Veteran,-53.70376425233816,-40.9846695417061,C,-3.0602940642193124,-203.6825569789433,B,141.12285685379302,-148.36500019665053,-86.046360975363,A,E,E,C,-34.99096628766243,1
18-25,Mental,Veteran,59.60114847554716,72.30765831599619,C,38.361664294556235,43.781353102572716,C,35.315322536543235,-37.369442834595844,53.949680814802434,D,A,E,A,47.90518732239825,0
18-25,Yes,Non-Veteran,-25.406130346198946,-52.780965211780185,C,-45.63799750987125,165.64548387267385,E,-127.7142261643284,-87.43010839738166,38.58408684933416,E,E,C,E,46.665233775897406,0
18-25,None,Yes,86.7407327583825,57.619257882468425,E,-191.14139732048875,-62.76608350219026,C,143.60964234457,45.69897150998667,29.25644987863343,A,A,A,B,63.32292426201226,1
26-35,None,Veteran,-170.78117084129576,-22.45591985555796,C,184.33351067557814,56.00523720768449,C,16.44341936046074,114.04159019205696,46.61819078081275,C,D,E,B,-80.5838542570655,1
26-35,Both,Veteran,136.3100023972994,174.193828623767,A,205.4993651898839,73.51725724978459,C,1.7399928386566343,-58.28306830446884,-78.98322232728628,B,D,C,B,13.037443996309056,1
26-35,Both,Yes,-50.87194915729896,31.00624215835119,D,-123.06950531454892,122.7339910415974,E,45.05165515789387,19.69147744246794,-73.30629100039927,C,B,E,C,-1.867968843923832,1
51-65,Both,No,-16.227304982969464,124.68744235144456,D,-38.59786361456238,-156.09573504470342,A,149.34298500873444,-170.03488881727702,-82.18709325301566,A,C,B,C,-259.37046915299436,1
51-65,None,No,161.3388754534893,12.120964695090338,D,-134.5706123219645,-86.17001338734862,D,-19.81107673630841,0.9807536006668511,23.65049752308119,E,A,A,C,-107.93696956718244,1
26-35,Mental,Yes,-37.42995117025608,0.7780209201230822,C,60.48966863746733,-35.41815699736883,B,0.6120074645155632,19.68833741549452,-11.127664078607406,B,A,E,D,101.30017202442639,1
51-65,Physical,Non-Veteran,30.294738023532062,-97.57939424613052,D,28.473755417458417,-52.418411293854064,B,-66.1166373374417,-46.07379574075413,-91.11566693041667,D,B,C,C,-19.903469783355487,0
18-25,Physical,Non-Veteran,104.72335015144748,-105.5197182272521,E,-22.81017888487534,145.0618821249794,E,-1.4933301436702435,-77.58088726875644,78.9314943542571,D,A,D,D,27.27043376291625,1
26-35,No,Veteran,59.25536936589114,172.32339111476008,A,95.95320683420884,83.99729064124114,C,0.9662110266534534,112.09942397436198,44.777508573619535,B,B,D,A,-64.76250794144455,0
36-50,Physical,Veteran,203.54137149916477,15.915468056500023,A,24.39346863401782,-10.415441434352985,B,90.16085735789041,-37.3107131001305,30.44455231990757,C,D,D,D,-111.25186311789781,0
51-65,Both,Non-Veteran,-198.81076224865154,111.58910770537527,E,-139.54085710559204,144.96585522590914,C,218.31278545186547,233.0316545562223,-120.3319126464919,B,A,E,E,78.95881208006956,1
65+,Yes,No,7.702749472156352,170.40855241361953,D,22.79633961114683,-73.53183410158202,A,10.39392545619041,-57.83285265779099,-40.04125992897378,D,D,E,E,203.8500047524267,1
18-25,No,Veteran,38.45450967555378,-56.801556247033545,B,-83.0837824125828,-157.02757851016923,E,21.632515687983343,75.03943080711419,52.57827811571726,C,E,D,B,170.35701507217914,1
26-35,Both,Non-Veteran,-51.64186243974173,48.19434071162533,B,38.9052071024531,-61.93569885166023,E,132.590570053388,-52.88145156890405,-189.12825531637597,B,C,C,C,-7.7425805452217205,1
26-35,None,Non-Veteran,-49.28672773383229,-135.93432209809973,D,55.69640992413939,-6.5773045648048365,A,46.455119531500635,45.167669841333776,-30.923868312352752,B,D,B,A,40.15600082083689,1
18-25,Mental,No,205.27460480288613,-112.1745114083652,B,-129.37024282588789,-132.27997161058596,E,-21.2042642957104,-25.59866091889249,-176.44442858738722,D,C,A,B,-72.35911117260265,0
65+,Physical,Non-Veteran,105.13394337301149,-135.16158029849572,C,46.74896996748512,-130.5569810654363,C,-66.97211976082524,95.65964137907501,-107.91374078802924,C,E,D,E,39.56824216697224,0
65+,Yes,No,90.15997351567549,-15.429475129032491,D,-87.55181028743627,-22.810241988434115,B,78.33135711478563,49.045639623147196,-97.1344268841173,A,A,D,C,60.07939311386939,1
51-65,Yes,Yes,159.79604260886336,103.71279541726682,E,51.5005187540341,-53.92409433323236,B,243.24211338009712,-91.35012753006755,-63.876308054152666,A,A,B,E,-6.490976183627834,0
18-25,Yes,Veteran,25.128528020427794,-11.57985608322793,B,-45.44185588990798,16.029900685971313,B,50.40926249898578,-22.489454524051865,-59.396358575505246,C,A,B,E,23.772271280573744,0
65+,Mental,Yes,24.682827591660153,54.07133642497715,E,-30.123649526042858,15.707553293651907,C,24.152610833517816,11.48905558983209,116.09495942916055,D,A,B,A,-44.797029208035546,0
18-25,Both,Non-Veteran,56.87763154625705,-116.8445880321491,D,-158.40320724197895,-28.276277618495232,B,120.26920100139552,-8.376050610778274,-55.90647642750407,B,C,C,C,-74.6164710182959,0
65+,Mental,Veteran,63.72538147944415,-161.40628148909286,A,-7.0912693907666915,-30.497286847623034,A,0.45679651718152126,-154.37211243130747,26.570886080073635,E,B,C,D,-141.6473337508043,1
51-65,Yes,No,-126.52756261912022,-83.38305532814024,E,-7.635664310522314,-127.43164219970693,A,-43.30914483082333,-4.598793429918994,-58.95558935221038,E,A,A,B,90.69577400787657,0
51-65,No,Veteran,55.444624911827844,-68.74799276019019,A,-190.70108694718607,-37.89910723146552,C,-126.80629128910354,78.37823077719882,-128.6215021473196,C,B,C,D,-27.837164718128943,1
51-65,Both,Yes,-1.8899921974064462,-111.30422961229614,C,6.921319700871339,-10.084931232899534,B,-0.14113063767229203,19.96234176529061,0.609262317935173,C,A,B,D,-5.085292621357507,0
26-35,None,Non-Veteran,-146.75010442903425,21.857622185974886,C,42.76804510117282,-66.98391909206671,B,4.85081011628429,45.73289091859918,-152.41491362879583,A,B,B,B,223.66559704049402,0
18-25,Physical,Non-Veteran,72.91339814568389,24.486916214544102,D,-5.222916477763909,-84.92728653148907,B,-10.3902000520074,128.02657801802258,-66.62783288975601,B,C,E,B,65.2770476251062,0
