civil_status,sexuality,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Divorced,Other,Buddhist,-14.762330662444143,-63.65917475772016,149.20811144948257,-10.704929552258195,11.389806615286592,E,C,-82.28459309505027,A,E,B,E,B,-122.7131051187994,0
Single,Other,None,19.93758337293896,207.47887860430757,5.4512038386061255,-73.37655274566825,-57.41277324632746,B,B,-131.7593740640272,B,D,D,B,E,103.00219212483395,0
Widowed,Homosexual,Jewish,39.77348615794412,68.32186006868235,57.93300330940675,-128.2360878067408,-136.4915541816329,D,D,1.6370781877458322,E,D,D,E,C,139.2390054379261,0
Single,Homosexual,Hindu,-10.91409671190712,38.08533861413816,221.72345711092194,95.79682923477986,10.389987430439863,E,E,-207.33421346393476,B,B,A,C,D,-18.325342888288077,0
Divorced,Heterosexual,None,-9.501976238811977,122.54265619311401,149.54596162575808,75.25959649629453,-76.72213729452876,A,E,96.01362184859445,A,C,C,A,C,-318.9426994015262,0
Single,Bisexual,Christian,-29.871668854322387,-8.81998845359872,128.97240066968575,-85.98433219539093,-122.45586664117896,A,D,34.62874654184741,E,E,E,C,B,-38.47193790575496,0
Divorced,Other,Other,-19.87585044942121,-113.71473060147932,-35.41408678800317,-210.58895245228527,-85.33898773814855,B,D,134.9696290851068,D,C,E,B,B,-193.88900215101995,1
Married,Bisexual,Other,-93.73700267265738,88.18695917147606,169.33273980171134,82.69982079888288,-14.087052932589241,A,D,-32.950856652621006,C,B,A,E,D,216.14928982035804,0
Divorced,Homosexual,Jewish,31.98187241455525,52.8230477939581,16.253444053513128,-24.24211234273061,-21.759274498586688,B,C,-34.35827055743522,B,B,E,A,D,-29.56114937617103,1
Married,Heterosexual,Other,88.40543527018326,-67.57478201521077,-36.716701546524845,40.59729691291587,-70.37799527653597,C,D,-85.09782235074313,E,A,C,B,C,34.427624148327816,0
Divorced,Homosexual,Muslim,61.73732863066827,-214.77162313048504,-9.386894624387812,-41.61953245323387,97.03359530675205,C,C,112.1860837333904,D,B,E,E,C,90.30593462733256,1
Widowed,Bisexual,Other,108.85717449485676,-97.37596577199912,-114.87291779997138,6.603570439242287,-111.18315521717474,D,C,-8.401630544858246,D,D,B,C,B,-116.7829908699787,0
Divorced,Homosexual,None,-49.856552701155515,10.636258136127376,-15.801088709795877,29.35451854257764,-221.4469340068243,B,E,-40.91534799033934,D,B,A,B,B,287.5560448272368,1
Widowed,Bisexual,Other,24.270826125593384,185.87237135012109,-89.93457812033037,-131.40357552673083,-133.64092672293296,C,E,74.86030986637232,C,A,C,E,E,-24.279756958271403,0
Widowed,Bisexual,Muslim,94.12882553314796,-27.204011670604743,-4.2723078655661,-94.9856073343065,2.3734983776181338,A,B,96.95379896455117,C,D,B,E,B,-10.743922450156273,0
Married,Bisexual,Christian,-23.557909702368416,86.78796149850399,-81.84585125676665,93.16127669904093,-70.19267158314902,E,A,-87.74215682523763,D,B,C,C,A,65.90864667465326,1
Divorced,Homosexual,None,19.957685561157177,-43.14526501440166,42.48548162768005,204.4529928797573,-18.40324146470205,D,B,182.94231606166625,A,C,E,B,C,47.6841706111911,0
Widowed,Heterosexual,Hindu,183.01788017915223,-105.86997206877062,184.22695661448577,5.232475352247076,-210.91812463654972,A,C,18.446873935920376,C,D,D,D,E,79.01952056915465,1
Single,Bisexual,None,-102.53583111396429,298.9624650644778,110.67080580481148,-44.255543067272754,150.2228089351912,D,A,227.28253719461136,A,B,B,D,D,-234.20988951732517,0
Single,Heterosexual,Buddhist,-157.95300941687591,72.7103514551284,95.42301193698248,-92.91355705848974,-196.99423173709,D,A,-193.09782082071695,D,C,B,A,C,-81.55570713814923,1
Widowed,Heterosexual,Muslim,25.06067599238578,-123.24031950187472,-96.88303927911362,0.7334135944999003,39.72222909288578,D,D,-58.658957061228364,C,E,E,E,B,-35.10207392143705,0
Divorced,Heterosexual,Muslim,-15.155645193401867,13.061908728073094,94.53483508173619,-62.971395052738124,-199.77432039454922,A,E,114.981567894067,A,C,D,A,E,97.55126270438245,1
Widowed,Other,Buddhist,-26.781880163766996,-13.31456211529244,-266.39812661887044,-74.03807356989857,-106.37207320343724,C,B,-2.2533249142903378,C,D,C,C,A,-114.85252346458618,1
Widowed,Other,None,46.42103933293756,-102.94945511618714,99.25055306520156,-9.936985099685346,69.35138114496304,B,E,17.199314291682185,C,D,A,E,D,-123.04783770532701,1
Divorced,Bisexual,None,-30.074015449922165,-93.82609904154651,-24.468047291829702,88.64115984044452,212.64891997792859,E,B,-241.79838657082823,E,C,E,E,E,-11.652597352822239,1
Married,Heterosexual,Jewish,-172.57319740814867,-156.84489665838927,-88.64157483348127,40.80380025224413,-21.07003581491726,C,D,83.23998954739007,D,A,A,B,E,-48.28364315981297,0
Single,Homosexual,None,19.0806878580022,0.10908011519874274,128.20722275901576,-86.23006297299925,54.992389758564755,E,D,66.07500201571577,C,D,E,C,A,-153.27159111056477,0
Widowed,Homosexual,Other,61.76951027355073,-0.38344626068867804,23.49710995751314,34.850864087261535,35.97867668419806,B,D,-39.636326168205386,B,A,C,E,B,-26.794468956767158,0
Divorced,Bisexual,Buddhist,-8.006647689012837,-62.24848670048131,-44.556211464785754,30.512537114814435,-60.06631275377323,E,D,107.67405891041176,E,D,A,D,A,-30.580301364414808,0
Single,Bisexual,Buddhist,-34.08759653161788,76.80394998011636,-102.49158228005196,-15.745769608331356,-143.83273129882122,C,C,-43.579071264850064,B,B,D,D,A,-123.48210773861048,1
Single,Heterosexual,None,143.09365979923186,56.05338985034828,-159.41944852797994,-35.64720655734506,0.5343798658187415,B,E,153.5732906570792,D,D,B,C,A,159.37799177306488,0
Married,Homosexual,Buddhist,-47.06480409514385,147.19541064679112,-17.50803276507192,96.12610033062275,-73.43764628865898,D,E,35.04697634995353,C,A,E,A,E,18.95567852038101,0
Married,Heterosexual,Buddhist,10.247111618366086,146.56075429657372,56.17719439516181,139.3933371285172,-37.662756100120504,A,D,-39.99840944129483,D,D,B,A,D,90.55287298865193,1
Married,Homosexual,Muslim,64.11157772693515,137.40896746185655,4.642630786660672,52.590253716495326,-11.760786815567037,A,C,-150.01986900111373,D,C,C,B,A,-121.32463408533172,1
Widowed,Heterosexual,Christian,-1.6696628710923287,37.621944556019706,-47.80481101608896,-82.55724205394274,-124.75553760634128,E,A,-110.2067202121858,E,C,A,B,E,30.857652044434047,1
Divorced,Heterosexual,Muslim,-0.9444166842936699,41.075703309571836,-144.12897467351195,157.43011163872933,-81.73200160743231,C,A,-150.1269138705631,D,D,E,E,D,106.48566882267507,0
Widowed,Homosexual,None,0.3353411082504509,-192.1694642609546,18.546882287462214,21.34297347262606,18.474750193543805,D,B,-76.79452269545175,C,B,E,C,D,228.82699638013187,0
Married,Heterosexual,Other,-114.52769662591405,-142.15002718552776,105.9012239188796,19.520282580044704,82.93463783430705,E,D,61.98641360091507,D,C,E,E,D,122.94713236050315,1
Widowed,Other,Buddhist,-35.63394096086737,151.34528748971215,-113.72256062420635,167.44729314385097,-47.15530279023218,B,B,-106.757084441369,D,D,A,B,E,122.19129004136269,1
Widowed,Bisexual,Christian,56.06650495326042,3.5098189115529683,-94.71001786710809,44.980888856630514,-30.842656717048584,D,E,44.74425517870244,D,D,C,D,E,9.728693458586978,1
Widowed,Other,Muslim,-79.62409037737963,-145.31453412662648,-24.40820346198388,75.01338890834194,-34.30536551472709,B,A,167.82742257044464,E,D,C,E,B,-141.3392937764924,0
Married,Other,None,-44.237286812672984,0.7440346831160441,-169.1713461202476,-57.7527879749987,159.39093108852384,D,C,-112.82991513899978,E,E,D,A,B,-0.9426997986701654,1
Divorced,Other,None,45.0830974899381,18.381013001247897,-5.369692897562223,60.32907212240082,-77.32894575964644,E,A,-146.09268723903895,A,C,D,A,E,-90.43924691251824,1
Divorced,Bisexual,Buddhist,71.19941725300943,76.82314467573946,-34.55850685297097,11.596275773722379,153.7536832532179,D,B,-54.51361594015037,E,C,D,D,B,-60.647535463492964,1
Single,Bisexual,None,33.30281278296026,29.18561178504289,-13.661035783365024,-51.69092054091367,-149.83182547505317,A,A,-87.46286579193028,B,B,C,D,B,-92.72925188146732,1
Single,Other,Jewish,155.94598223064517,37.18580561605662,117.58613182142095,-61.25381023087849,2.7178703060193885,C,D,51.77749875123251,C,E,E,E,A,-87.47545297064528,1
Widowed,Heterosexual,Christian,-62.942746518502524,-108.00162497057848,-29.136561688515545,-120.07728205736169,87.22215411800899,B,C,112.19686195781719,B,C,C,A,A,-56.82200995950235,0
Single,Homosexual,None,110.82579501553174,-120.97332091368911,99.085711058069,-72.45189368298036,12.262466910625164,D,D,32.43746514799883,C,A,A,B,C,-17.984549163870316,1
Divorced,Homosexual,None,92.30359747873173,12.003397152993598,-23.115641547679097,138.77035416942093,171.69613708404918,C,A,43.33205703828596,B,D,A,E,E,58.26283933723816,1
Widowed,Homosexual,Christian,-3.8365397757049826,72.46792450063177,-209.47919268032143,-123.1754157958636,123.76942438276066,D,A,-94.91616189397037,D,D,E,A,D,-86.2222526787541,1
Widowed,Heterosexual,Buddhist,149.48501906382688,105.67020566424013,151.32918293544358,-192.29615674776898,-64.46422115750889,D,C,-67.98656232455858,E,E,B,D,C,128.77038973796073,1
Widowed,Heterosexual,Hindu,-57.959902643466364,155.60373426511265,59.954632910006964,66.18982571384304,53.26819074220425,A,E,-84.21686025460512,A,C,B,E,B,54.30538948103975,1
Married,Homosexual,Muslim,55.55502107798338,202.41060640158977,60.33156386346171,-35.34473555721437,78.3502536080406,B,B,66.88955239171197,B,C,A,E,B,-43.47272640565006,1
Widowed,Heterosexual,None,-30.462348189196497,-51.30088053911346,11.603869530668073,-49.59880997876243,-11.34101874613522,A,B,-16.325561450340988,B,D,A,D,E,2.2018597683541468,1
Widowed,Homosexual,Jewish,103.98423217306126,39.17008529133264,-43.75224927650493,-34.12617486370023,-18.93249550221916,A,C,-55.21377861876314,D,B,D,D,D,-112.5256516818964,1
Married,Heterosexual,None,242.3802656799571,64.23714434733289,-116.25897720621484,-72.41055359895518,-83.92688283822345,C,C,65.74766890084268,B,C,D,E,C,-24.23756251852872,0
Married,Homosexual,Christian,69.6328517954256,-72.16036296814842,32.9403935151642,118.14246671883453,-62.085650045593,D,A,-37.82140436562459,C,C,D,C,C,97.6119997922919,0
Divorced,Homosexual,Muslim,-204.22902328716273,-228.33180740751962,-16.098235142161865,-160.22495772133198,79.20677215079638,A,E,-56.38579442738777,E,A,B,C,C,131.57605740403503,0
Single,Homosexual,Jewish,263.4770224346317,-1.4083173986607451,181.29485332237073,-7.450991284411517,-100.34059190295442,D,A,93.83717000956418,A,C,E,E,C,-67.36270997974158,1
Married,Other,Other,141.1243693949181,23.081172978852873,-12.531570304070893,-162.48970477047814,23.741902666415275,A,B,52.791889231601644,C,A,B,C,E,-55.585541848325136,1
Divorced,Bisexual,Muslim,-201.17025568454937,52.06662028325753,246.18982094550267,43.40693794451684,83.28942218425263,D,A,-147.96286130416723,A,E,D,E,B,59.25593347797603,1
Widowed,Bisexual,Other,73.80042622641808,96.19207842332304,-156.78438243914104,-134.4955928598432,42.164581895670395,B,E,-2.2863854054318318,B,E,D,B,A,32.35692395657278,1
Divorced,Homosexual,Christian,-85.60876083481782,90.308946848335,106.63140796934685,-186.9674389310845,-112.13162970365987,E,A,-80.79877909216178,A,C,B,C,D,-23.678447658803574,1
Divorced,Homosexual,None,-124.80008189401859,-141.90558951732805,18.49134436864236,-18.48983723810485,-188.38882177583264,E,B,-85.01079013356167,B,D,E,C,E,-18.89992240079996,1
Widowed,Homosexual,Hindu,-101.93444711143216,25.462179902884984,-112.49933095899107,13.468279073055268,-72.24694516780856,C,A,41.396797221525084,B,A,B,B,E,11.896731155033057,0
Single,Other,Hindu,-67.74113096338618,10.421391232720408,-41.065319161010464,-7.863834444766973,-172.87927878859256,A,C,-107.65748897459024,C,E,C,C,C,-69.08960709289025,1
Widowed,Heterosexual,Muslim,163.576986251864,-63.12766827772231,48.906906400614005,-75.21917503700348,-89.74237266157668,B,B,15.580102299251264,B,B,D,D,A,-106.6592558727803,0
Divorced,Other,Christian,84.30436618724387,-69.66451606538303,-24.197695020921948,86.77040628241652,49.213739693195485,C,B,24.3084522988771,D,A,E,E,D,143.5265454340636,1
Married,Bisexual,None,70.82497889106705,74.86400930098188,-71.01996359260983,12.013163118200724,-90.55929833349788,A,C,-173.39693391177772,A,C,B,C,C,85.48243622769542,1
Divorced,Homosexual,Muslim,-7.6937296292010435,-30.769639442345532,-102.42141912671615,-14.05688618540041,-220.07665078784206,D,A,-61.892579735022245,E,C,A,D,A,-64.62089692396897,0
Divorced,Heterosexual,Muslim,-82.75084515517808,77.8257738713271,-127.41395814084635,-54.7801009679609,-0.018920496504026448,C,D,66.31193708087177,A,C,A,B,C,110.999514861855,1
Divorced,Other,Christian,-70.43221403411916,71.6525050224681,-6.084985534267763,-138.73364666571436,25.051085618084308,C,E,119.85423626206988,C,C,D,D,C,-24.369261962269384,0
Divorced,Bisexual,Other,-141.17367227413965,58.67311822065717,102.49293993029487,62.13457520169302,74.77018600340496,C,B,133.63186992847585,E,A,B,A,D,97.81776444167465,1
Divorced,Bisexual,Jewish,-27.98631997327475,87.16581583304092,-71.25452159169826,-34.43287664278232,-116.44121537151247,D,E,52.803769901212995,D,E,D,D,E,188.26850236951077,0
Divorced,Other,Christian,28.98455313171377,44.50169223605084,-11.565674668794669,79.98325821848202,33.528431993201046,D,A,40.512452842941364,B,E,D,E,B,-138.00814738914227,1
Single,Homosexual,Buddhist,-30.53774785356016,56.24436504197002,-9.515396191125852,-52.516088679524465,15.974919119539852,A,E,112.34117722638182,A,E,D,B,C,18.812518239683794,0
Widowed,Heterosexual,Muslim,-49.35257190988512,21.468277320925985,-15.902221174331785,-150.5275814200281,-71.03424770792574,C,A,-77.29851448889777,D,B,B,B,D,110.41347292408439,1
Single,Homosexual,Other,-106.36571465769973,33.4200023086895,-75.39125143637699,45.3831454184148,-51.58136666532407,E,C,-152.71714958623912,D,A,E,C,D,24.20425496151389,1
Widowed,Bisexual,Other,26.586073669109382,26.811286029441877,4.470603483167463,-117.26376551199118,10.473645914007028,B,E,-108.69794702309046,C,E,E,D,D,-61.71329058447147,0
Divorced,Homosexual,Jewish,52.869130004354446,-115.25217915374624,-19.388603760808586,-138.05053083209182,-65.00814798422083,A,D,-24.934789383481473,E,E,B,C,D,-92.61985216713191,1
Widowed,Homosexual,None,-188.15758434410012,202.3823449813898,-126.14855206143167,9.157688678546176,-140.21630079988293,D,B,-18.51017704206266,A,E,E,B,A,36.87075579809931,1
Divorced,Heterosexual,Hindu,91.54296791215492,77.7736742320293,37.037219950718395,19.910587391314756,43.3005935180246,D,B,214.8120875349615,C,A,E,B,E,35.19991131383618,0
Widowed,Heterosexual,Hindu,114.74055973962223,125.27947980361466,-50.408664181981976,76.44085279804236,76.15219233227116,A,E,33.369877894182686,E,B,E,E,C,-36.801828619245974,1
Widowed,Homosexual,Buddhist,151.40894229931789,-35.88419089200747,-23.36649164521667,-73.41138396793971,-173.79460495445264,B,D,-24.774595256577307,D,D,A,E,D,-55.361659818531486,0
Widowed,Homosexual,Muslim,33.99408791411539,-192.4044712767713,340.9326262562249,-130.40597319608324,110.82625323038586,A,D,76.35919235888915,E,B,A,D,A,112.77826531002295,1
Single,Other,Jewish,138.49918448883398,-57.43193226215083,-30.066319489314214,52.050510987703,166.4855027464905,A,C,77.74089805240332,A,B,A,C,A,-81.76008664466991,1
Widowed,Bisexual,Other,263.46858411342504,34.04470103064502,-77.53098506908933,15.569716113568685,5.179770559027936,A,C,-15.05017447547973,E,D,B,B,B,55.33331371395514,0
Single,Other,Buddhist,2.0884130710129325,132.66812921883113,83.44724897003205,180.48634469464426,-27.20747751741019,A,E,-119.10411315796982,D,C,C,B,A,-0.08640313229103647,1
Single,Other,Buddhist,-42.529836022523924,22.036986704068966,-119.60041926426052,-152.23304139685976,10.193916407412516,B,D,-14.096355998662169,D,B,C,E,B,106.53244544550961,0
Married,Heterosexual,Other,-130.22732075118887,-160.9353429932959,126.23084953136676,45.33072212132132,-38.80956107901356,A,D,2.8871237802053784,B,B,B,E,C,160.8486041607256,0
Married,Homosexual,Other,-95.14151555022812,46.455583473953965,-1.6399288000540468,131.80677771964434,-67.93355177544115,A,C,-74.26375430914189,A,E,D,A,D,65.54586383266596,0
Divorced,Heterosexual,Christian,-43.969237273302525,-70.81838632686541,22.319078455309445,-82.10653113489677,-41.37313459044663,D,E,-175.08411476821118,D,E,A,E,E,68.4176472733486,0
Widowed,Bisexual,None,-101.65988172397216,22.995085437406395,-173.80535581195323,45.339015975510186,-144.38057500884216,C,C,-118.49360569471459,D,D,C,D,A,136.4611065506286,0
Widowed,Homosexual,Hindu,-103.26342231701786,-188.39943282181682,-79.68291269624171,149.62618872413645,-134.53102827237285,B,E,-99.665296652144,E,E,A,B,A,57.111244842532194,1
Divorced,Bisexual,Hindu,-140.9002096204808,-53.772248497044316,-3.181642121061908,161.24353205754656,4.740641015363492,D,D,-40.05650144771155,D,D,D,D,A,76.88390217719166,0
Divorced,Other,Other,33.25129038394634,130.39986868721013,144.79819068678307,-125.5510862304665,-96.31834177168778,C,D,36.792759382844025,D,D,E,B,A,-217.58383575471348,1
Divorced,Other,Other,0.273271886396977,0.7809185322322881,98.19659246133105,191.4307809507116,10.523308569835836,C,A,136.87158053644873,C,A,E,C,D,-129.13331837562788,1
Divorced,Heterosexual,Christian,73.34522599790947,88.91820685791377,39.099172492987655,-128.61476846131475,148.5518809863661,D,D,61.391851074914705,C,D,B,C,D,-34.51612020196405,0
Divorced,Heterosexual,None,-30.114368163866594,-102.98922138555344,54.08020311516526,60.86125693997386,46.25404233823692,B,B,124.42080616265379,B,E,E,E,E,-2.911839934670253,0
Single,Bisexual,Other,62.7255223945566,235.2432540105057,-91.67597629944274,97.85552211902223,-58.81270105436034,B,A,-110.35004204238648,C,A,D,C,A,10.95038303753772,1
Divorced,Heterosexual,Muslim,19.6787787444658,-5.431629704762884,-138.06112119705674,-83.0462409241969,103.03374177732836,A,A,34.685874145510944,B,B,D,E,B,-53.36209529000314,1
Single,Heterosexual,Hindu,-50.855274324981245,-143.35533904258287,315.5694774217945,31.35093339796316,26.91333478537573,B,E,69.63516571446566,E,B,D,C,D,162.48024873515604,1
