country,race,Veteran,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Brazil,Other,Yes,Bisexual,D,A,34.5206200762316,-11.102896124812293,A,-129.52166451336458,D,-4.679733043252126,1
US,Hispanic,No,Homosexual,D,C,31.83965368998727,-166.32790761527255,C,122.92419120959188,C,90.95803111706168,0
US,African American,Yes,Heterosexual,B,C,-62.26486565826792,159.00974163518146,A,-33.947584025414656,C,68.12946944263636,0
Germany,Other,Yes,Other,E,B,122.1896753245334,-81.29173836174604,C,76.2198091098545,D,13.810623782913261,0
UK,Other,Yes,Heterosexual,A,B,183.61466694430686,67.78731838019331,E,16.870016475443013,D,108.7881375098755,1
India,Other,No,Homosexual,E,D,124.91476695579307,37.18575411929361,D,123.20794696115671,D,147.26950404282096,1
Germany,White,Veteran,Bisexual,A,E,-92.64362695646847,176.61697348643497,B,83.55352401528424,C,-33.003988810975336,1
Other,Hispanic,Yes,Heterosexual,B,A,63.031948557854676,-67.10227194064522,D,57.033418321337315,A,82.6141037896721,0
UK,Asian,No,Heterosexual,A,A,166.84251568231053,96.32641129899305,C,140.76805329286896,A,-76.14837615206777,0
Germany,Hispanic,Veteran,Bisexual,D,B,-82.99007621798428,-35.87825606563613,D,-80.39418658336453,C,128.90993795546558,1
Brazil,Other,Yes,Heterosexual,D,E,83.54694597847976,141.41828069107564,E,85.61165492504178,C,137.6205223485283,0
China,Black,Yes,Bisexual,B,B,72.11143202333088,-108.42961358976595,E,-192.89597969152257,C,-161.40397214436834,0
Other,White,Yes,Heterosexual,E,E,-119.40819656026578,-92.67103485443242,E,-187.82378841460357,D,-29.832237995291294,0
Germany,Other,No,Heterosexual,A,D,41.51989785952483,-17.21890718391126,D,-0.028282546918306936,A,6.04642083411435,0
India,Hispanic,Veteran,Homosexual,B,D,-14.789803317595437,-1.094601929117864,D,-64.88485767074704,A,-220.03373715283234,1
China,African American,No,Heterosexual,A,E,158.6921855113636,-108.3197382596042,A,6.187010120717627,B,207.95978518662673,0
US,African American,Veteran,Bisexual,B,C,-165.39304633031543,111.507481738296,B,17.349514006961737,E,15.480633164329472,0
India,African American,Veteran,Homosexual,C,E,84.03203383220165,113.81316478072365,A,59.5847243326573,C,-0.04527850008313861,0
Other,Other,Non-Veteran,Bisexual,D,D,-16.379833563235472,-113.04598764188418,C,-80.49928618636606,C,87.89223682293851,0
Other,Black,Yes,Other,C,E,16.63552696778538,-3.418971306419262,B,-95.7761277445968,A,-33.20282502672122,1
US,White,Non-Veteran,Other,C,E,27.028281295008956,-64.7520815629743,B,-79.55784721255863,C,46.460291450135024,0
Brazil,African American,Yes,Other,A,D,-146.7795671711192,-109.1203320369827,D,128.2302441883078,A,64.76049770953834,0
Other,Hispanic,Veteran,Bisexual,A,B,130.99957636124742,67.4021001003262,C,-57.30098291309994,B,-91.96022819845716,1
Mexico,Black,Non-Veteran,Other,D,A,23.639835295839358,-83.79473270435636,E,-13.993839072009159,C,9.871586188565121,1
Other,Black,Veteran,Homosexual,D,B,27.496355450275082,-240.28491695499582,C,65.79186969115628,E,-40.66403927123987,0
Brazil,Asian,No,Heterosexual,A,E,21.161987961618966,14.235786634793799,E,81.85411917876321,C,-152.4299608333993,1
Mexico,Hispanic,No,Other,A,C,-305.7833007250275,101.26052886706158,C,22.087267673975237,D,-164.20075454609702,1
Mexico,Hispanic,Yes,Other,B,E,257.04682381305065,-96.33380210346417,B,191.50699337344167,E,125.17709383441931,0
India,Other,Veteran,Heterosexual,E,D,164.88329036476912,-5.969812903175835,E,-34.844226708951076,E,12.266383297472052,0
UK,Black,Veteran,Other,B,E,-125.94452598058137,6.748627037875325,C,64.55729883873543,D,68.55654796797359,0
Mexico,Black,Veteran,Heterosexual,C,D,-87.54349529615465,93.73055308416615,E,97.10720606900644,B,-109.76325258721418,0
UK,Black,Veteran,Homosexual,E,D,-11.059475415931361,83.66891373178667,D,-55.30490221608822,A,201.53115512530482,0
Germany,Other,Veteran,Other,A,B,-34.85835725425867,63.70402873108303,A,40.85135120055827,B,41.41423733669375,1
Other,Other,Yes,Bisexual,C,B,142.64978267240238,134.06088072100422,D,-104.48046954894414,D,-108.07196109913126,1
India,Black,Non-Veteran,Heterosexual,A,B,-20.461582846641157,225.04473086645856,E,-91.58817895784352,B,-156.42868964605074,0
US,Asian,No,Bisexual,A,C,71.1252613448952,11.782297750882751,C,201.75584250492227,B,-56.141616055527585,0
UK,Asian,Veteran,Homosexual,C,A,-56.196145626544705,-278.39338521247396,E,-226.3496331101991,B,103.17242781717975,1
UK,White,No,Heterosexual,E,A,-102.21355202978198,58.26091014286801,C,86.26578293180732,C,-13.981914043318305,0
US,Other,Non-Veteran,Heterosexual,A,C,20.66822590741621,162.27370011946252,C,-164.92055212210585,B,35.5658824477796,1
India,Other,Veteran,Bisexual,D,C,-191.56825991575167,-142.47420533965652,A,-30.847947188103795,E,-143.79309799029946,0
US,Hispanic,Yes,Other,C,C,54.275614108738615,-15.830453443387993,D,59.07280874422334,A,-30.86315559619615,0
Mexico,Hispanic,Yes,Other,E,B,-20.196285616413352,18.522206282806614,D,-5.931699802965032,C,-188.52096729469912,1
US,Black,Yes,Other,E,A,119.39185501483345,-125.061951877968,D,-9.713639794544305,E,-38.830292164386734,0
Brazil,Hispanic,No,Bisexual,D,A,111.19176079793978,127.83965995631019,E,-75.40095563295213,C,-65.98144052764195,0
Germany,Asian,Veteran,Homosexual,E,D,-30.472122157131153,-203.77354108469072,B,-4.622328239209806,C,-117.80539595471662,1
UK,Asian,Veteran,Homosexual,C,C,-60.339631387514835,-96.61299276379049,D,-100.55659138100197,C,121.84125271818928,0
UK,Black,Yes,Bisexual,E,E,30.49053612247888,-124.21658823071414,B,32.66120181405397,C,3.797410033646437,1
Brazil,Asian,Yes,Homosexual,E,A,-54.91861088063178,52.17537430654255,B,-182.3175228524564,D,-49.84751334526732,1
UK,Black,Yes,Heterosexual,D,C,-7.485190537390688,155.65144552664344,D,117.87244876108345,C,40.041751041221154,1
India,Black,No,Heterosexual,C,D,0.5088016582442264,-28.643300421805705,E,106.3642717441015,E,-111.00398022247482,1
US,Other,Veteran,Homosexual,A,C,195.57864976705625,-36.93809714042803,B,109.4018779511412,B,60.998178212154585,1
Germany,Asian,No,Homosexual,A,A,62.818862822067324,-92.56007536252363,A,-207.80726051265236,D,-26.4760205835561,0
UK,Asian,Veteran,Bisexual,D,C,95.0982380862978,-161.27271299063435,C,1.1025608787497942,C,49.34532974857233,1
Germany,Other,No,Homosexual,C,C,-13.36938334451729,-184.24244636217557,E,77.3045216656541,D,-44.86133014579202,1
Germany,Other,Non-Veteran,Homosexual,C,E,21.573732479427683,-51.92888558218599,D,-79.6970284626443,D,-17.43617622490079,1
Mexico,White,Non-Veteran,Bisexual,D,A,81.20538474498466,29.662526720796944,D,-59.20580406600827,E,-185.21547879875752,0
Mexico,African American,Yes,Other,C,D,181.3635287320801,-45.797677492327644,C,51.0451528385747,B,70.62713096327232,1
India,Black,Veteran,Other,D,A,-21.544629010526435,-34.9986718404354,C,185.65591048234134,C,38.83819506596014,1
Germany,African American,Non-Veteran,Bisexual,A,B,-65.2406272387695,84.56552622315895,B,-28.350136870254556,B,-66.99433883207698,0
China,White,Non-Veteran,Homosexual,A,C,-66.28368795964329,6.289241908596092,B,110.37944997832956,E,92.46447813023383,1
Brazil,Hispanic,Non-Veteran,Bisexual,A,B,42.9519865615433,88.08850490359771,B,-113.08543442935081,B,107.93544637667938,0
UK,Hispanic,No,Heterosexual,C,C,-27.48176564572709,-74.35480541980503,A,-53.981319961796984,D,0.15980117582923536,1
Brazil,White,Yes,Heterosexual,E,B,115.1931527444785,-11.834033833169512,D,-71.97673273553632,B,60.81611496977059,1
UK,Asian,Veteran,Homosexual,E,B,10.880490107372417,189.64998442905582,C,120.4540725890587,C,74.10592705592663,0
Other,Black,No,Bisexual,D,B,-128.40770624746992,-64.35362659465393,A,-83.37883228507856,E,-80.70944175758028,1
Other,Black,Veteran,Heterosexual,A,D,21.329060518753824,24.835564146840248,E,-77.78894713532468,E,-38.97270769141923,0
Brazil,Hispanic,No,Bisexual,D,C,-47.40419641582348,178.42984168743794,C,18.183582687096344,D,50.63884592351114,0
Germany,Asian,Non-Veteran,Other,E,D,10.633685004656028,45.954348487263964,D,-25.58058021344978,D,-81.66332906312174,1
Mexico,Asian,Yes,Bisexual,C,E,-132.3367242716309,-123.65342910808891,D,-24.768196438082292,A,-79.87501887479183,1
Germany,Hispanic,Veteran,Other,B,D,-36.25384701254825,-60.10296423305726,C,-5.340968188394281,C,88.26270539119777,0
India,Hispanic,No,Bisexual,B,B,-42.88068779630137,52.02152851283105,E,-16.42245971694786,D,7.776954126004782,1
Other,African American,No,Heterosexual,A,E,114.69600931033703,144.96756731617845,A,-37.48490260303601,E,41.156935593392106,0
Other,Other,No,Bisexual,C,D,-100.978503303549,228.36171320298862,C,-14.36842541750861,C,8.517270124397589,1
US,African American,No,Other,E,E,-33.7158887042512,-132.48772372020375,D,-20.844693622486684,D,128.38325429269656,0
US,Hispanic,Yes,Bisexual,A,C,79.10728313209039,26.57313248761659,A,87.40602158623668,E,-166.1676935109303,0
UK,Other,Veteran,Homosexual,E,E,9.728227458273576,-73.54644575143476,B,-72.04194483580513,C,-53.89252790992811,0
UK,White,Yes,Heterosexual,D,E,119.56439457631451,12.15049868141334,D,-81.3878718417682,E,91.38740117481942,0
Other,Black,Veteran,Homosexual,E,C,-50.557684182750805,-35.05212457875664,D,52.818066866303624,E,79.76522502048542,0
UK,White,Veteran,Other,A,D,-10.689900740956904,92.16365894986916,B,51.757442949333345,A,-7.782475907274209,0
US,African American,Yes,Other,A,A,112.97051502470732,78.9577414033488,D,83.50464366049152,C,-123.58865132560375,1
China,Black,Non-Veteran,Bisexual,D,A,148.46025509760506,-64.02907661100798,A,57.60952923377951,D,38.222543443691016,0
UK,Asian,No,Homosexual,A,C,105.88952646211223,20.297854176395262,C,-14.416466972141023,D,-100.24840903687729,1
Mexico,African American,Non-Veteran,Bisexual,B,C,-48.451656783348426,48.378262106366584,C,-147.72504126803253,A,-15.734355392800822,0
Brazil,Black,No,Heterosexual,B,A,-40.159091155149646,-237.58220762780468,C,-27.37778922681987,E,32.53462803160143,0
US,Asian,Veteran,Bisexual,D,B,-119.82977420877236,80.96243360976376,A,74.30818494524914,E,-63.59119082512078,0
Other,Other,Veteran,Other,E,A,20.935286586835467,82.51455430952703,B,243.20454831176653,B,110.98011635898592,1
India,Asian,Veteran,Homosexual,C,A,-18.283092497620444,-97.17191851347556,C,133.80881422384158,B,6.5053024485321504,1
UK,African American,Veteran,Homosexual,E,B,-41.51111316311765,-35.698564664150105,C,93.12540508104519,D,130.2028868592666,0
Brazil,Hispanic,Veteran,Bisexual,B,D,-116.82919266287668,-4.070732843001613,D,70.04818400444262,A,-149.381722057614,1
UK,Black,Yes,Bisexual,E,E,-49.595754969852486,125.3536694322486,C,-58.550390312662245,C,16.63897294598256,1
Other,Other,Veteran,Other,D,D,85.57537917139724,-49.116255558121544,C,121.50036735767402,B,-152.90038343049673,1
UK,Black,Veteran,Heterosexual,E,E,30.688390900292173,-170.19330860521256,C,-23.951651237616385,C,114.02505549027846,0
India,Asian,Veteran,Other,E,C,2.298520401706109,-34.59949017332794,C,-127.51688137120831,B,63.07533839660984,0
Germany,Hispanic,No,Other,D,C,9.480311992953586,-147.50771797604648,A,39.76119410091526,B,109.96527327751355,1
India,Other,Yes,Bisexual,D,A,24.18778466508443,147.57648211242412,E,-129.78402443029893,D,17.936261292030583,0
Germany,Hispanic,Yes,Homosexual,D,C,68.06486102409076,-105.07811884703978,A,128.27058509071205,A,49.070973306377894,0
US,White,Yes,Other,B,A,-85.70663336593756,53.58501849951127,C,-136.18417267130377,B,-40.456771354549645,0
US,Black,No,Heterosexual,C,A,65.90388488279058,93.85237839167922,C,138.1162619642496,C,25.48530001922171,0
UK,White,Yes,Other,E,A,-134.43133317198004,-28.39561240160239,D,77.14062651311608,E,-180.84509436138194,1
Germany,Black,Yes,Bisexual,A,B,299.60407705966793,69.8662996460719,D,46.630118790340944,D,25.256409452155985,1
Other,African American,No,Homosexual,B,B,-122.00681755281211,-168.59973946721024,C,47.44945183166816,B,14.492373910039577,0
Mexico,White,Non-Veteran,Homosexual,A,B,137.59498802724036,73.28852942470976,C,-9.276174916441475,E,-160.1628940447601,1
China,White,Non-Veteran,Heterosexual,E,B,7.4992678295100355,69.53473680296638,A,-19.536794793931623,D,100.11022641369871,0
Other,Asian,No,Other,E,C,-99.26049400256493,-20.296525993532903,B,-44.595233602920445,B,-52.15366149293963,1
Other,Black,Yes,Other,E,B,-42.753906987472746,-137.82639313843944,D,75.36331774136397,B,11.821570391594124,0
India,African American,Yes,Heterosexual,B,C,-84.32099534808917,206.75572676928664,B,150.37395704081402,C,72.95148328725094,0
China,African American,Yes,Heterosexual,D,D,-77.28451000349034,-92.76133831785867,D,146.86904027426513,C,-105.56037988668336,0
Other,Black,No,Homosexual,B,A,-32.7251410787054,-39.131209876013735,B,-149.82732200714617,B,-63.33080266807903,1
US,White,Non-Veteran,Homosexual,B,A,-25.17359013139752,-3.3059271347895667,E,25.200889106449726,E,108.2894266431233,1
US,Hispanic,Yes,Bisexual,D,A,-12.62180735124782,79.64671462679695,E,131.62043880812337,E,99.28375425793578,1
Brazil,White,Veteran,Other,E,C,-78.31775310327421,-159.45234828390096,A,-84.13084413606101,D,-87.86973223886378,0
UK,African American,Non-Veteran,Other,E,E,38.552538700394194,-41.77655485777695,A,87.61641731246779,A,115.00642817748515,1
Brazil,Black,Non-Veteran,Homosexual,D,D,-6.027799385457211,-129.39204402090388,B,-6.45947787273822,D,-258.60136193721075,1
Other,Asian,No,Heterosexual,C,E,-95.48850892471373,-46.08617622534547,D,13.86682903590873,B,-68.42535089923825,0
US,African American,Non-Veteran,Heterosexual,A,A,27.0845523897338,-8.400177747896404,E,-150.03756942103738,C,-40.9809658309969,0
India,Hispanic,Non-Veteran,Heterosexual,B,C,151.85469830072074,-21.6859970358155,C,143.6028650126921,E,5.585603335234043,1
Other,Other,No,Homosexual,A,E,-163.87643733450858,26.976314006599832,B,178.67860418228545,E,-4.552738684336105,0
Mexico,Hispanic,No,Homosexual,B,E,17.056396354606264,-97.11245560882716,E,-3.220156134971964,E,55.04958455274566,0
Mexico,Asian,Veteran,Other,C,A,-14.762255708538618,-38.948750572447764,C,-44.10950386148457,A,38.545964244104034,1
India,Black,Yes,Heterosexual,D,B,30.081344108457326,-50.556975427027126,C,-119.46192992022064,B,-211.80475908921358,1
Mexico,Other,Veteran,Homosexual,B,E,15.540944955367367,-49.64306183461144,C,-34.99875599896007,B,111.5064725810473,0
Germany,African American,No,Other,C,B,-12.994668884217358,-2.515469404799493,A,-60.182625327541295,C,2.6740826435740845,1
Brazil,White,No,Bisexual,C,B,251.4614158904417,142.00219877548614,E,66.88630638257044,E,102.7676876729244,1
UK,Hispanic,Yes,Homosexual,B,C,190.6755806842283,144.97813142974948,B,-83.08172667062378,B,145.88755416485955,0
US,Other,No,Homosexual,D,B,47.16665523355526,38.760454642456075,C,-11.229146713692094,E,37.345421005890564,0
UK,Hispanic,Non-Veteran,Heterosexual,E,E,27.293806199875696,41.59264798364437,E,133.92605686504538,D,-2.0605855241040345,1
US,Other,Veteran,Bisexual,A,E,91.62879970931527,162.90686791752935,E,-53.972606455359085,B,89.26525439489235,1
India,Asian,Non-Veteran,Heterosexual,D,A,-51.201458668734205,-168.69504571630733,E,36.895838039608236,D,20.31811841956897,1
India,Hispanic,Non-Veteran,Heterosexual,A,B,54.82003790228547,-54.98968362968789,A,174.83010628212054,E,-203.8057787358076,0
India,White,Veteran,Other,D,B,73.69330761780813,-34.56297843215342,D,-176.6809331211213,C,-33.49150900248931,1
Mexico,African American,Yes,Bisexual,D,E,121.49289583658391,57.96411312582387,A,-45.29275529712091,A,149.77618249064184,1
Germany,African American,Yes,Heterosexual,C,D,268.27624214078384,108.89130865815713,C,-44.0642397842226,A,255.6248453335308,0
Other,Black,No,Homosexual,E,C,-51.40375199555945,58.141694639774286,C,-134.90592789910428,E,65.4346183225559,0
Other,Asian,Non-Veteran,Heterosexual,B,C,-44.71566844908596,-12.981993297423013,D,-74.65093842133015,C,-78.17970155867084,0
Brazil,Black,Yes,Bisexual,B,C,248.8303512194711,80.43463169964018,C,-70.66603603425142,A,2.4677678130072236,1
Germany,White,Yes,Bisexual,C,C,26.387399034345698,-80.18284357780911,A,32.94548037248114,A,-31.398602441565327,0
Mexico,Asian,Yes,Other,A,A,43.784189182465674,-59.80693852589927,A,-105.93253690275104,D,92.63109221836203,0
UK,Hispanic,Non-Veteran,Heterosexual,A,C,-63.49380107851263,18.330589268209483,A,206.43554476602225,A,179.2805957904291,1
Germany,Asian,Non-Veteran,Heterosexual,B,A,5.095191476125586,-17.8278757865445,E,-23.16985053112207,E,76.76180236467125,0
India,White,No,Homosexual,A,C,-130.85015857718483,-68.59173894058182,A,22.84203022293466,C,232.64303796690186,0
UK,African American,No,Heterosexual,E,E,-149.48921706442974,-58.644243349704084,D,36.869575958330046,B,-74.940468030007,1
Mexico,Hispanic,Veteran,Bisexual,E,D,-137.48866310107846,-38.856709264746726,E,-114.4102478628477,E,-47.412384965282925,0
China,Asian,No,Homosexual,C,A,203.10546702789836,7.966342064786554,D,6.794569149243186,A,-275.39082315662495,1
US,African American,Veteran,Homosexual,D,D,-141.15583549586376,-192.8218410250787,A,180.77384433966512,B,-100.40694261621775,1
Mexico,Asian,No,Other,B,A,24.50400894583385,16.27057722612763,E,151.42754016089006,E,-32.75842227772504,0
Germany,Asian,Veteran,Heterosexual,E,E,-36.143462566868855,-88.61324369344369,B,-10.679852166563823,A,70.80276835233951,1
UK,Asian,Veteran,Other,D,D,67.75745826587415,38.079503712520804,E,71.61732437011968,E,-42.64803283837531,1
Other,Black,Veteran,Other,D,E,96.6803090637065,-27.281110500644512,E,25.91758430813324,C,24.23653054412616,1
US,White,Veteran,Bisexual,D,C,29.293063428783515,64.6303237837925,B,-24.07878567362393,C,91.14869866287071,1
Germany,African American,No,Other,A,E,64.91104751703968,-29.766998325210935,B,-104.08982308901543,C,8.878139698281116,0
India,Asian,Yes,Bisexual,C,B,-126.40482102763573,86.42469261607494,E,-60.273432518507875,D,-30.96636840521277,0
Mexico,Other,Yes,Heterosexual,A,E,-75.45762159611513,5.2722325152273735,E,-288.2083861021011,D,-23.296969722946738,0
US,Hispanic,Non-Veteran,Heterosexual,E,A,105.16628436663396,117.44393487409168,C,186.56934401569535,C,-103.40158575236993,0
Mexico,Other,Veteran,Other,E,B,-136.49279101034975,59.67830566465877,E,-2.643301876756922,C,-93.4426718337674,1
India,White,Yes,Heterosexual,B,C,-135.30024323296115,48.49866796096755,D,141.27273585068156,D,17.30733951093407,0
Other,Black,No,Bisexual,B,E,-191.83573450388317,138.85400086420358,E,71.27011537354277,C,28.288765194761183,1
Other,African American,No,Other,D,C,-29.102436822764133,155.5048523939243,D,64.78624183903233,A,102.24729041792575,1
Germany,Asian,No,Other,A,C,-77.31655432634457,-43.87990671638379,B,215.3381124676813,A,21.221236172544184,0
Other,Asian,Non-Veteran,Heterosexual,D,C,52.29637689589153,-44.63677079571518,A,-163.99964646457147,B,22.112884589964693,0
Mexico,White,No,Homosexual,B,D,28.215858014413993,-115.51627012436656,C,-2.5823818256602276,C,-138.11729338751354,0
US,White,No,Heterosexual,E,E,-66.19577576003599,-164.3742839488138,D,115.41930363067641,B,-88.29846047181799,1
US,Black,Yes,Homosexual,C,D,67.70393269502884,18.558968853427686,D,64.25602512835921,A,202.11697249364,0
India,Other,Veteran,Other,A,D,-68.39896907474744,196.5083358536903,B,-256.2418106855178,C,-142.85023641275555,0
Germany,African American,No,Bisexual,D,E,-84.73506363061581,33.744619481852624,D,-33.211369558487426,A,-122.0737811790171,0
Brazil,Hispanic,No,Heterosexual,D,A,58.1930485745244,-70.95979530650459,B,25.029545832166928,E,-160.09090734664383,0
UK,Other,No,Heterosexual,C,B,228.22134495409264,85.37694108485711,C,48.933017389918916,D,131.53422575664527,1
Mexico,Other,No,Other,B,D,2.6503377777324393,153.9010959727607,E,-127.31332389027116,B,269.19069096483224,1
US,Other,Yes,Homosexual,A,B,52.336865516217436,105.43555262529904,D,-89.24532668928796,B,-35.348884357378736,0
Other,Black,Veteran,Heterosexual,A,B,14.661439085119929,33.4662269171622,C,-52.081069922936884,D,121.50592170582084,1
US,African American,Veteran,Heterosexual,C,B,-71.29807330786669,31.583439729794005,C,-30.81497969565311,B,-238.32450709814523,1
Brazil,African American,Non-Veteran,Bisexual,A,B,-19.412842854847444,-7.955106599322594,C,-105.71916236956076,E,-49.954235287794,0
Mexico,Hispanic,Non-Veteran,Other,D,E,18.898033780205854,-23.550868000190974,B,150.69754640254436,D,6.500977689054858,0
UK,Other,Veteran,Bisexual,A,B,-70.80209303829214,75.92116545221856,B,-57.766159384742075,E,47.01215384687431,1
US,Asian,Non-Veteran,Homosexual,D,D,179.54403248794912,-67.1007019911192,C,57.76385224191824,B,-61.06291737864783,1
Brazil,Other,No,Homosexual,A,A,-30.236636912742913,180.531368212138,E,-107.4323905176627,D,41.90565003444547,0
US,Other,Veteran,Other,C,C,32.130408707228334,125.40897921250284,B,-122.87928770345364,A,-128.40657837233732,0
Mexico,Other,No,Bisexual,C,D,110.92023310120216,-112.21980718336727,A,46.84144297351834,E,96.00750843306393,0
Other,Other,Yes,Other,D,C,126.27148120981538,190.26735668657162,B,-52.944281896070365,E,-14.80198161894815,0
UK,Other,Non-Veteran,Bisexual,D,B,62.248249269892774,227.54949442756464,C,48.37861682720436,C,-291.9097943849788,1
UK,Other,Veteran,Other,A,E,171.05308044137536,135.18327789871205,E,-76.22754348074736,E,-51.58716718870028,1
China,Asian,No,Bisexual,E,E,-13.734130698066974,-25.592657033875255,C,72.94485396244603,B,83.33866898817479,0
Other,White,Yes,Bisexual,A,A,21.782238712873482,-19.82181866658978,C,-36.14743480711165,B,102.47484777191407,1
China,Black,Veteran,Bisexual,D,C,72.43924275486616,128.659515355911,B,-14.837711856837664,A,-28.466065067198564,1
US,Other,No,Homosexual,E,B,103.43875494893169,-114.84396332682454,D,-58.326971830952246,D,-248.79365526843648,0
Mexico,Other,Yes,Other,D,C,-41.33770992160491,-44.35602737918435,B,-174.61887784227986,C,77.35460125793776,1
India,Hispanic,No,Other,B,B,13.293825578466967,-131.82790121932382,D,192.4598643143991,D,-21.007445097363274,1
Brazil,African American,Yes,Homosexual,A,C,44.345524707868535,-105.13737016215327,A,101.44165087916302,C,178.56294082523286,1
US,White,Veteran,Heterosexual,B,B,-106.71387276981667,27.765973956042362,D,-43.65232236346473,D,80.95083156469688,1
Germany,White,Non-Veteran,Heterosexual,E,E,107.32254223023962,-168.62563279004144,E,-80.93532049531306,B,77.33384442694114,1
UK,Hispanic,Veteran,Heterosexual,C,D,-54.281401320955894,171.8740976110747,A,5.368351657948863,C,26.724975144102935,1
Other,White,Non-Veteran,Homosexual,D,E,-72.04073457346962,-123.91267361349752,D,-135.80343882156745,E,44.90169641257117,1
India,Hispanic,Veteran,Heterosexual,D,B,171.71317825503135,-203.2614428114927,D,-21.400349296358822,E,-97.31449212003844,1
UK,Black,No,Homosexual,A,A,-38.21344912002719,26.909614584650782,B,248.01797534757662,D,1.4456021675217063,0
Mexico,Other,No,Other,B,A,-49.27843509785183,82.4416641506434,C,-35.48058551251118,C,-22.82699893254676,0
US,White,Non-Veteran,Other,D,A,88.14214997541796,25.44377427093315,C,-61.35229376505246,B,-121.3033289059877,1
