marital_status,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Divorced,Yes,162.0757524744893,108.28663915106733,121.39620936675941,134.4905765022804,184.31533015146306,C,-48.898549086489375,-39.689627274880976,E,31.016859755491254,C,32.37055652762727,0
Married,None,218.5362191950011,43.59140879539456,-245.51272624131272,77.71846146800952,-40.3972825154052,B,-103.31817057124002,-22.875037400421945,B,59.43540320983646,E,141.00363558960646,0
Married,None,135.31471507137556,39.2305807237156,-135.59435079727592,-61.04676845307129,-127.01493462633402,E,-0.8390371541681704,76.94482660767447,E,132.62120125388986,E,-206.33583716367934,1
Widowed,Yes,-36.187519503221274,3.98478230634474,68.6729011490745,-50.09062081183113,-155.17855461711804,E,115.8536035310086,5.93854167331737,A,39.2933051018206,B,-120.33156090865593,1
Divorced,Mental,-9.035083500472593,8.224198991875928,97.74629075990163,-94.01696481950219,-53.538162808590315,A,246.3893016451662,54.051046479632106,D,-87.14056196666544,A,128.59684287447357,0
Married,No,112.67267408696944,63.65402039534449,-102.61858486179374,-3.8413915781987433,1.585665695229194,E,1.6018863063758004,-108.28775100502568,E,175.42591113647185,A,-147.0932150821399,0
Widowed,None,-147.6974472358848,-20.6903384237696,-30.834200097746912,63.34900515143409,-6.348824409419282,B,-6.61274096642611,-106.44817230094412,B,154.19723099163778,D,236.00990472769774,1
Single,None,118.30155655202714,46.902570389939136,111.07569195337446,112.5103418065583,-100.75957970310807,A,45.34034773774035,37.00911082227528,E,-110.2584974569121,E,-15.270267642347754,1
Widowed,Yes,-42.69646981752775,42.2721320849009,55.294275233309186,-23.884358480131617,-153.93154634456937,E,176.54691324969713,-47.99150104962987,C,-18.92523967751558,E,22.379775747544592,1
Divorced,Both,22.01425630153406,-125.4702048829166,-40.93025647901348,-44.314981153377865,-134.49087260205553,C,47.90643478420122,152.6430777096437,E,-77.09824275139482,B,-139.35766335872174,1
Divorced,Yes,32.05091934209169,40.99520465622397,29.61730206922013,-128.12153078540936,52.51731022137367,C,57.361817967523606,154.58585837460197,E,-57.17941642189429,A,-19.057093198362193,0
Widowed,None,33.425492865888444,33.13710227861088,56.28389091274235,81.63786737392266,94.70077342943254,C,-297.226337990607,66.5201777845554,C,-144.4326249585666,D,57.12654127999161,0
Married,No,68.93207830052755,-38.91440190285338,-40.64966266709721,-15.828233639668602,54.73929372994749,D,-129.87301543919847,57.20186282578427,A,-162.26751817261484,E,-34.575538200638746,1
Married,Physical,91.56625360156889,-85.69638275693542,-19.82375580917866,194.49819695029916,-122.26725289911671,C,-263.8506388547278,3.2478831888033293,E,-58.08942112557013,A,-21.537467468258157,0
Widowed,None,-85.98779312623923,226.64985779410154,198.4864946602018,-5.436136504724344,-62.8326080162362,C,-15.041817457154494,99.00826431547199,A,-187.3481501392097,A,3.9880845166291716,1
Divorced,Mental,-158.38195908087826,-184.06822876055955,98.25435114589853,-59.26340430973571,16.043774394253717,B,42.88062613822989,189.57499842255524,A,32.22880508378591,D,20.468409184120397,1
Widowed,Mental,-33.09733038854752,56.338786245515614,48.15168838885314,113.2697540465436,96.70514767131031,D,20.360308056907932,-188.29702892733565,E,-122.69154568059379,E,57.06058817593792,0
Divorced,No,-12.365248769239537,-83.37800843615742,94.57508310708998,40.539713980520936,23.426833152127294,D,22.289458128787206,-22.19667155767054,B,7.4878447006522295,A,-51.151196774690845,0
Married,No,-40.03209804965662,135.06871472643644,-37.43233261942376,-49.27956079283881,-179.9880266802497,C,192.10681910950547,-168.0644115275925,A,-47.80375458462825,E,59.20985208583621,1
Divorced,Mental,58.43949483514592,4.164322355245523,-34.51349323288618,-184.47202239099403,-193.11063366615008,E,100.2401007792092,166.9666229936079,C,-21.419526205930282,D,159.6528965553904,0
Single,Mental,-172.52225674129855,-120.76046519045387,-54.68699534386017,-136.35693100404697,-121.14769317666048,B,82.93580750328931,52.19332042670425,D,82.3554217429204,E,-10.314042655478364,0
Widowed,Mental,-74.0901786857929,113.00469748443054,74.21189279023801,138.23412729465122,-115.48606004959252,D,-177.28141022419504,-121.70585046118185,A,-120.61353286809057,C,-44.91766302763908,0
Married,Yes,186.08625597584646,85.89443529804142,-61.229437708166245,-39.34396747029225,15.181952663036432,B,78.90265803240351,-110.3584470963166,C,124.68455481503202,C,-0.4334000290048456,1
Divorced,Physical,58.38265407787445,160.28979610205232,-53.74831367877292,5.004675976137227,-0.16059609765993316,C,97.79580680477069,-120.43477930541692,E,12.804193573498516,C,-48.36846895751732,0
Divorced,Physical,11.736465868476387,-49.27839458391197,63.89737856986748,110.5648667076142,-31.606624402703094,A,7.110320937480827,-110.6458280464975,C,-117.43491648458718,D,-135.24918782593593,0
Married,None,77.10946586003628,-3.2023091542219793,87.12342656784988,-133.02775870444998,-87.61177344750716,E,-125.62501676368633,81.03376787474747,B,48.92165545854964,D,41.08215996372399,1
Married,No,102.13562727854719,29.263670478146576,-103.42211492675526,-88.50834629658976,114.35065562767572,D,-21.771852573437826,16.748575569179046,E,-13.032685229281613,B,-41.628556665509365,0
Single,Physical,8.394522039559492,26.74929063633028,-122.63917063347496,2.7054284314200725,46.68870254280283,B,-135.52645082289467,-107.95538131818591,A,-88.48227102632285,C,-8.289717184394918,0
Widowed,None,-43.802423198307054,-65.91894056417425,82.18400157360189,25.99392960251587,-6.973318186889138,B,-46.170694209977434,3.0382931397232116,C,-19.982912174935894,E,-30.443330593096178,0
Single,Mental,117.8018621164957,-76.06846347825292,-126.07078959888085,80.38157086304469,102.37312973015298,E,44.05698552723987,-116.64231099692041,B,-73.6473260302939,A,26.13255418732421,1
Married,Physical,158.71328737083815,61.58311785178727,44.50676767227872,-11.171387060122278,-129.9964241971867,E,-14.216592581326806,11.28907808424463,E,0.26819093284156,E,165.39614139412964,1
Married,Physical,-42.2998259565474,-23.892343185622554,-45.68883228566221,16.078525347494065,-124.34641220476594,D,-27.476744434160832,-7.127922554355609,C,5.142703918694555,C,-94.58338493707868,1
Single,Both,183.26009685199048,37.05402521700669,52.01492268707266,92.04763567317924,-5.8210537139454255,D,233.88734745694748,-174.5413723404775,C,-88.23791251796102,B,-18.052465702886174,0
Divorced,Mental,59.708879442091934,16.384789099326287,-74.42953267966189,148.62313436206549,-38.00044105281549,B,-35.20559942616855,160.24086413271024,A,34.186586013050416,B,-171.22673055934374,1
Widowed,No,-70.96948752422753,-32.96880506015191,99.36867774065068,55.45573904966912,-52.71738580402242,C,102.77883299012474,-100.78941976473519,A,-98.35709583933401,E,133.47919633564217,0
Single,Both,41.427323254547375,-172.3411068498382,-221.83824490988465,-160.7846395799432,38.773880334993194,D,197.30220622702,-74.28943732946645,C,34.1590662385582,A,-281.2361406312855,1
Divorced,Both,-17.443197118075275,-58.658136326552324,130.19868520226174,20.521157344277125,205.0818897268098,A,-81.91813909175421,73.2349134565473,D,-12.444857789437455,C,108.77320482568828,1
Divorced,None,96.94487396255464,-78.33522316062682,61.12648332220346,58.59629116024675,-51.91622871531199,C,-36.174572587900364,156.5704067984753,D,29.31292662512865,E,13.883463922033268,1
Single,Both,-6.577738609994073,17.51419467199365,84.18488230262757,93.22665660738592,28.52596070330302,C,68.93083594800069,247.04088715688002,A,116.03571989403049,E,227.7983273063611,0
Divorced,Physical,36.942563084358085,149.30694653031463,71.17250781702231,-169.95186331051184,-44.1089803915792,C,-5.5753453166582325,-12.000287787034848,B,-122.34539584110162,B,27.039958430376387,0
Widowed,None,173.25120624869655,19.06800346381237,11.349932512041915,44.49969007557373,-321.22175512456,C,-21.191861146897722,271.31073851957956,C,-64.2392094062784,C,121.22649265040162,1
Widowed,Physical,-5.534913136613997,150.25974056375125,-86.94076010326387,11.373396557470418,52.841968794441385,E,-149.2757442761185,-19.428148704546448,C,-99.13504980882196,E,-84.27973959659589,1
Widowed,Physical,-91.88609597508125,61.19076497541751,71.22281786987949,-261.9299041581503,152.39742930539896,E,-67.0770477924768,-55.79618982008584,D,106.17773715878404,C,-157.2284311966288,1
Single,Yes,28.053746395081564,78.79922023009242,9.989580059098323,184.86914594202338,-84.74275393361668,B,5.026288789100672,-160.38834670341512,C,58.26256819141289,A,211.0811132971568,0
Widowed,No,113.17538525436804,-81.26277867816053,-74.91005287758796,-60.94161564307199,-60.407221495426676,A,-21.012120069657552,38.853468679278215,E,156.2817084885253,D,161.40976303023277,1
Married,None,107.45294492143994,43.20969177715661,111.73297510034288,1.1234919017451093,107.393629264507,C,-61.02483457632925,101.48979557650877,E,-230.44914913424716,C,179.68307346677818,0
Married,Mental,191.88284268640498,111.44028685903639,15.028526198255593,140.32197885446175,-125.91200332340344,D,-34.83082438852175,179.87988104977077,D,-24.009576207198098,D,-12.106431617351305,1
Widowed,Yes,8.811578315929607,46.69592182887671,-66.71580632773055,-68.33064740673497,39.61047726320935,C,-81.19679382582004,-14.715510017520023,B,-45.2713022019979,A,-112.05957452676343,0
Single,Both,-47.5631172790507,-36.713933921544836,88.06433160963898,32.78342843344216,59.882760908902675,E,33.67404099770643,-21.99176921025193,B,-181.71785077420094,A,256.25937154044226,1
Widowed,Both,87.88454327373026,-41.460890062594636,106.14710517304835,-144.29422118471155,58.094284335461246,D,174.41344757603582,42.11962063777347,E,127.05148381461792,A,-30.76021180949997,1
Married,Mental,45.910930244731986,-196.71374083131016,-12.819302286174356,40.812613301784936,147.43708108869788,A,45.97305159732819,0.5540649401785881,E,139.87474912271946,B,106.61967725547512,0
Single,None,-37.48472689275141,72.94927471148331,-163.79877316571822,-66.08148057490808,-89.86400938926299,E,-10.263410660563652,110.64333190455224,E,0.7925721946878352,D,-130.23438132055466,1
Widowed,Mental,172.64678481815466,-13.749942466218165,49.03568748264868,-39.40831309198675,-231.2940159226016,D,-140.26385543994056,41.04100830011536,B,155.4462304659048,C,114.33470273048891,1
Widowed,Physical,28.849016086873963,29.59580859722884,260.50520288037865,-106.06537351625387,74.03501782449601,A,128.46425153473345,1.0731719936600577,A,94.0890456948539,E,-78.68456067557133,0
Divorced,None,189.85490602400284,88.83338815197177,25.568735202087765,48.27725330693144,65.41443197671158,C,121.9472744521872,74.54225910830772,C,-51.67258520155269,B,-52.17954465161766,1
Married,No,49.48096638157511,-42.72663866773222,31.481817781656762,-16.43928308842796,4.551055154817232,D,114.86240294251814,17.88675876623315,D,54.99529083951167,D,285.1391580931171,0
