AgeGroup,sex,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
36-50,M,None,E,E,119.46578135860626,87.85307026116304,B,-115.65359764981187,B,E,-84.82830935435139,1
65+,Other,Jewish,D,D,-68.08258915820025,-146.6970749398943,E,-84.00148580566514,B,E,-47.21194567694289,1
18-25,Other,Jewish,B,E,42.339123119254566,-60.328121193141136,E,76.09624675763173,B,A,-73.06768596501205,1
26-35,Female,Other,E,E,227.19823597775766,68.61855974939438,B,-49.748028374930584,A,C,-122.86204729688212,1
18-25,Female,None,E,D,-258.92933526653945,-92.5624826310637,E,143.39718425578425,B,E,-34.954538933767125,1
65+,M,Muslim,B,B,-22.96337383010927,5.267527201616853,E,50.644901974062186,E,E,86.21876742944117,1
18-25,Female,Christian,E,B,-53.46376587846732,-50.87146570464978,A,-35.92227054483552,A,B,-5.81001542890332,0
26-35,Non-binary,Other,D,C,-43.483706225777766,-89.16179138004047,E,12.652910824354398,B,A,95.04250095737738,0
65+,F,None,B,E,177.00311035167925,-61.91055603205553,C,103.00701830101131,B,B,-63.032136278085304,1
51-65,Female,Jewish,C,D,-86.60370648701206,20.637776436964185,D,-8.791342382793003,A,D,-78.15589074819309,0
65+,Male,Hindu,E,E,-74.92192050366809,-91.79790360743259,D,3.5468870890715305,B,C,-120.00950289094393,1
18-25,M,None,C,E,-71.66063989262132,20.539782213608145,D,-146.85973952643295,B,C,9.503009067159622,0
26-35,Non-binary,Muslim,D,C,-105.0526210106842,-67.79476716010079,E,-19.001140387492686,C,E,15.790173425369677,0
26-35,F,Christian,C,B,-128.36680133493098,-43.48667345817497,B,-93.87167616167773,E,D,214.8052348657805,0
36-50,Non-binary,Jewish,B,E,-66.177734755101,113.91570494319394,B,-8.367451872322395,A,C,58.593939159128894,0
36-50,Non-binary,Other,E,E,9.630077460921013,-63.50721344875434,D,-7.036450530545327,E,C,43.09854760725177,0
65+,Non-binary,None,D,B,158.3188833597924,54.04740891201896,A,-34.9429803225663,E,D,62.929425200400715,1
18-25,F,None,C,D,57.78944312445463,148.72251011038142,E,156.07362252461817,E,B,71.52431521555776,0
18-25,Female,Hindu,A,D,-69.31196654007945,61.84268218762482,C,26.682551312985716,B,B,88.6688861474437,0
26-35,Female,Other,C,E,-48.99171170751189,-29.402613444016506,A,185.21151779688702,E,B,10.583750698440584,0
18-25,Female,Other,B,B,-210.33112608515623,69.02318302244589,D,126.54460598569399,A,E,-86.93568570821328,1
36-50,Male,Muslim,D,A,-109.39070321875491,-164.88656777322998,B,17.03159983477427,A,D,29.315778717795837,1
65+,Male,Hindu,B,E,-17.337267117340215,-47.17811603535625,C,146.37053350911992,B,A,-60.793908358839296,1
65+,Other,Hindu,C,B,-23.00712976744936,115.14320220001129,C,-42.20902386985102,B,B,85.97432990417714,1
18-25,F,Jewish,D,D,66.75987030762565,210.69792468211773,A,-32.20572210710665,D,B,-90.79896088377349,0
18-25,Male,Other,E,D,10.284205739723829,-82.22548126455109,C,5.289965655357407,B,A,110.35123946260612,1
51-65,Other,None,C,E,52.42443458204976,33.086236052789694,C,43.37276298624529,E,D,44.680235247073405,0
26-35,M,Other,A,E,-92.16747832588914,35.475667660451975,C,45.99032376170204,B,D,-252.89987232634212,1
26-35,Non-binary,Hindu,A,A,-27.80652491914537,31.086418394116173,E,15.418591942593546,B,E,49.085653988950526,1
36-50,F,Hindu,D,C,-2.526801792891293,39.10711560476775,C,-23.019850858596737,E,C,-37.08899138364824,1
65+,M,None,B,B,-0.45428734225677464,-1.7971984520390714,C,26.926649175792605,C,E,-165.72287424085056,0
26-35,M,Hindu,B,E,-133.71743919912134,-95.12570393234785,E,-38.85827588018435,D,C,-46.20686858817958,0
36-50,Male,Muslim,E,E,84.6211152227288,11.228002309402038,A,-22.62598421242356,A,D,68.44773246495612,0
26-35,Male,None,C,B,-98.26014574075421,8.708105160327404,B,155.8056629900378,E,A,81.50862278626737,0
18-25,Other,Jewish,A,B,134.53344804417208,-147.44511083101528,C,-56.704127141636484,A,E,-104.31822090118087,0
18-25,Other,Jewish,E,C,-9.21486362338803,-60.17526550688594,A,-39.440801206525315,E,A,-61.66233247783747,1
26-35,F,Muslim,E,C,-200.10653306346114,164.1456860359674,A,-252.40889393995224,E,D,6.252822009474849,0
26-35,Other,Buddhist,C,B,167.2470880091027,105.33625080295697,E,-157.9015363765935,C,E,-69.53090720892851,1
51-65,Male,Jewish,A,C,52.83041383044031,9.058356186032487,A,150.6143768718247,C,D,-56.50139424921047,1
36-50,F,Jewish,A,A,96.83844928113993,-69.30053382789814,B,2.2937524305733947,C,C,73.35740655829464,0
26-35,Male,Muslim,D,A,-7.256249337524075,9.137015424266473,C,-141.1084638871736,C,E,-23.188133374543597,1
36-50,Male,Christian,D,A,95.21065932468142,99.83479046357945,E,-35.2373442822116,A,D,-85.71648959483998,0
51-65,Female,Other,D,A,-28.59624373583308,145.10286161585518,B,-154.06362486102637,A,B,-7.279617527744141,0
51-65,Male,Muslim,B,D,86.14691899525995,7.8119137473949065,E,12.626185226050987,E,D,67.74340695864178,1
26-35,Female,Hindu,C,D,-122.10519800835063,-93.3585790193518,C,-90.53982176090759,D,E,-95.8056559311094,1
65+,Female,Muslim,D,E,-45.90988047972746,-48.016853768354196,D,120.69834628034499,A,C,107.9464387467039,1
26-35,F,Buddhist,B,A,-73.99257613322392,16.382086004568446,A,64.60364375873868,E,D,63.68587276184964,0
36-50,M,Christian,E,B,-37.38080064147597,-99.82457193572417,A,-19.267612625651793,B,E,15.344549276068731,0
18-25,Other,Buddhist,C,E,230.84656861656487,211.72506170733186,A,33.57034727295635,B,B,10.386941596595733,0
51-65,Female,Christian,B,E,-215.54866680368772,134.5181061111826,A,66.07375838618846,E,E,4.722747841802727,0
51-65,M,Jewish,E,C,-99.58004685216682,132.23816831123543,B,-118.46989009042781,B,B,-39.47082723399746,1
65+,Other,Buddhist,E,A,-72.32352972443627,38.67576957217744,D,-41.510524330768,D,C,84.50252127534364,0
51-65,Female,Jewish,D,D,0.7440621867126883,-59.605914903138256,B,-86.64572015374496,C,B,-41.46804189090841,0
26-35,F,Muslim,E,C,-125.80469258979589,102.44806055765767,C,-122.18968424828209,E,A,-119.03094072830376,1
65+,Male,Other,A,A,-29.037573544435443,80.73224574173739,A,-16.55664155402938,E,B,49.03063774713928,1
18-25,M,Hindu,A,A,-214.4629072078199,-39.42298983767922,A,84.89740358063442,B,C,-80.17891464394322,0
18-25,Female,Christian,A,E,-7.97188892562763,42.38362457453332,E,62.96820597422553,E,D,80.56163746353302,1
51-65,Other,Other,E,A,165.1684870047422,43.50638201447437,A,-7.675259456697263,A,D,-65.67795329544481,0
18-25,Non-binary,Muslim,E,B,-135.45005293075582,-24.68486715947967,D,134.90766922368385,E,C,-88.83784068398987,0
51-65,F,Buddhist,C,A,46.50985850527599,169.55291198656366,A,3.3658225933592987,B,B,59.000188197525894,1
51-65,F,None,E,D,38.66975234452127,6.532177651070203,C,-158.54895690329556,A,D,-23.745934638081508,0
36-50,M,Hindu,B,B,68.22267085837298,-33.072638748124724,B,79.15142541266643,D,A,-133.88622116244483,1
65+,Other,Jewish,A,A,-33.42745847483174,223.3361382987032,A,-106.21332425485366,B,B,136.21455025718473,1
65+,Female,Other,E,B,-44.96522813956667,-72.85061413136476,A,132.04305775763777,A,E,-7.206976957420219,0
26-35,F,Jewish,D,B,-40.48450140393163,134.31133557954337,A,-140.5210755851534,B,D,-31.547165472866702,1
51-65,F,Muslim,A,A,-58.06117078215608,-167.5258810602705,D,-63.06347952348638,D,A,-59.963971660417826,0
65+,Female,None,C,B,-91.76076754046512,113.5294699297593,B,32.037577410558754,E,A,-25.940508125206847,1
65+,Female,Buddhist,D,A,49.32418416289491,-135.01209320109362,D,-82.719403670009,B,C,-43.73656536710912,0
65+,F,Hindu,E,E,127.16195751151278,32.20225684965115,E,-120.42161164742329,E,B,73.20954121344407,0
18-25,Female,Christian,E,A,-141.8343826909527,86.10746347786501,C,-127.92303572047035,E,E,-36.92093748666581,1
51-65,F,Buddhist,C,D,-4.453624488774292,79.59106009882984,B,-25.28630199976697,C,D,-31.340064301259467,0
26-35,F,Jewish,A,E,76.90877021252408,-29.90792908923361,A,207.75599192023031,E,A,32.526750408022345,1
36-50,Non-binary,Hindu,D,E,80.72959746398948,-47.17115211425199,D,101.37286456778733,B,B,139.65177041245028,1
36-50,F,Other,C,A,40.271462422978146,41.036194628016965,C,-128.81742188904178,E,D,11.350188902209196,1
36-50,Male,Buddhist,D,B,38.77246255730544,-47.778941754809445,A,198.08754755771594,D,E,18.030424186215736,1
51-65,M,Hindu,D,D,-18.720768586937467,-191.2815982362848,B,-88.31988248089415,D,D,45.010533015754184,0
65+,Other,Other,D,B,19.077293971923197,32.644856313550505,D,75.57256702317521,A,A,-7.070596283612362,0
65+,Non-binary,Christian,A,B,-55.45947069040417,-3.6312938772647128,B,2.993052437909047,C,D,-103.2348808736474,0
65+,Male,None,C,C,52.343633599976705,53.787756006571016,B,-95.02991463025025,E,C,47.52753714555326,0
51-65,Non-binary,Other,E,D,-19.728786367736497,-2.913578562188077,B,-149.08287093895717,B,D,49.1214144974926,1
26-35,Male,Jewish,B,B,98.55938447618864,-15.658469683513932,A,121.65470580035979,D,A,72.94397354940678,1
51-65,Non-binary,None,C,B,-104.43439556301463,-26.841460114854048,D,-33.597947775091036,C,D,-30.9100346571953,1
18-25,M,Hindu,C,C,-259.17392516620225,-79.5934954197178,A,123.95985516607286,E,B,-59.20622225995116,0
65+,Female,None,B,E,-21.925826856162324,-146.7522333851511,A,-131.67509097930733,A,E,94.76787062154249,1
65+,F,None,D,A,47.544161398259305,-104.12254264435043,C,-6.954386371827859,B,C,134.42648793980655,1
18-25,F,None,C,D,-62.308023425127544,-182.52594324777698,C,46.53548319324199,E,D,6.799682200515794,1
65+,M,Hindu,D,B,174.30347562537077,49.59791630231394,E,52.645205176314256,D,A,-64.59888583417609,0
26-35,Female,Christian,C,D,-217.6514464532477,9.042718209215526,A,55.713681527898416,D,A,-63.137864509942624,1
51-65,Male,Muslim,A,C,81.81136032626083,111.70689903647732,A,-173.0038203808367,C,D,-62.023491482340056,0
65+,Non-binary,Jewish,D,D,22.35755122868598,-169.95333001651375,E,-33.93895543994173,B,D,-66.38243541238442,1
26-35,Non-binary,Jewish,B,E,-1.0799462466809222,-97.30130402976334,B,102.68935195310122,A,E,11.76895046669408,0
18-25,M,Hindu,C,A,24.33557632027325,-66.23225260719875,A,-108.4723132880104,C,B,-10.390685588008528,1
18-25,Female,Christian,E,B,7.35662312801488,-83.09797644153485,D,-50.41301138472978,A,E,-38.27074055132017,0
51-65,Female,Buddhist,D,C,-283.63975697944835,-51.52447409463923,C,94.08940265050589,B,D,-3.4633878552856454,0
51-65,F,Jewish,E,C,46.25226908662949,-144.58229166413392,A,46.798798038829375,D,D,-41.584466809729655,1
18-25,Other,Muslim,B,E,108.53564424718549,315.4492983642264,C,-61.76183114776796,C,C,82.7314331912571,1
51-65,Non-binary,Other,D,A,163.1650612913696,69.41781152597582,E,0.16883773829264925,D,D,-153.03823402900886,0
18-25,Non-binary,Hindu,B,A,-166.5359185430074,193.33053217742977,A,4.689263707694759,A,A,102.34864467589482,0
51-65,F,Jewish,E,B,-62.494625601124795,112.40123176247249,C,13.561836623135424,B,D,-73.1901037968763,1
18-25,Non-binary,Other,C,C,102.5006205174402,114.47384099828997,C,-5.14337086745738,A,E,-19.89303284041118,1
36-50,Non-binary,None,C,B,-105.94538715845077,129.4442489608769,D,64.96160560970281,A,B,103.63734467374796,1
51-65,M,None,B,C,-109.66512188990383,6.000406042917972,D,54.831457920900576,E,A,135.45906849784714,0
51-65,Female,Other,B,C,-21.58375058629155,10.38906534917138,B,-124.29846252753782,D,D,-103.1643028081514,1
26-35,Male,Other,C,E,-66.8919365772128,41.710232725972546,B,-206.90444304762568,A,B,191.956356106098,1
18-25,Female,Muslim,A,C,-21.767864427436994,-122.64692564815469,E,-134.82392343928277,D,B,-77.473747146566,1
18-25,Other,None,E,D,-60.09891977391495,43.81860975037328,A,-48.69526473709836,B,C,-59.700077900345974,0
18-25,F,None,B,C,-87.15823300287148,-97.9463254977394,D,42.409434248991495,A,C,-16.059822411107092,0
65+,Male,Hindu,E,B,-68.18770664039027,-17.51531922856869,D,-55.918129852709185,B,A,7.6862818883087405,0
36-50,M,Jewish,D,E,51.00572047773794,61.47527773911988,E,-92.27681720266031,E,E,-10.144393958082079,1
65+,F,Buddhist,E,C,-66.50590784211141,36.0885394985513,D,33.11928047060508,C,E,-55.10887536660996,1
36-50,Male,None,D,D,104.1022200112436,144.22120828175775,D,-136.6560918412422,C,B,-81.27360604813103,1
65+,Other,Christian,C,D,19.64966966492873,-140.36190232720688,A,121.56875750259253,E,D,30.21698321200988,0
51-65,M,Muslim,D,C,-17.279525787054034,-88.68794756143002,A,-91.45928792949249,A,A,-181.0831415899019,0
26-35,Non-binary,Christian,C,D,108.64501566476352,-107.22728739550287,B,-64.97516468851452,B,A,145.58557328090177,0
65+,M,Other,A,E,-47.537178563489626,5.677739489498124,B,66.89299780348416,A,D,2.2954129516266932,1
65+,Non-binary,Hindu,C,E,98.10807834311741,-40.767149597592116,A,-116.7854332310985,A,B,-75.70381570153536,0
18-25,Non-binary,Other,B,E,13.55432904068867,242.1143971658208,B,72.48553418319018,D,A,-67.04922752874546,0
65+,F,Other,D,E,8.268635465058722,-0.3207053594733264,B,-32.945188963799254,A,E,35.86550625410133,1
36-50,Female,None,D,C,-59.00735751121064,19.04107636567865,D,67.10884351757362,D,A,-104.82393970269,0
51-65,Female,Christian,C,A,126.78120279058042,-79.08255762039249,D,-35.995770007695135,D,C,108.16830832649727,0
18-25,Other,Buddhist,D,D,-92.74784505165916,20.869880398029903,A,28.60112188654758,A,D,199.03582337061195,0
65+,F,Other,A,B,-32.359499753515244,-30.953519688624258,D,108.68360098977381,D,E,71.03133604979529,1
26-35,M,Other,D,E,36.81245198823909,-180.9799840208577,E,91.74967362467558,E,A,-95.30752109204374,1
65+,M,Other,E,E,-187.86682787562938,-34.01254197856353,A,-16.77935433265469,B,B,40.710682756214226,0
36-50,Other,Jewish,C,A,37.425768189623625,-27.5216456825551,A,133.4757875141003,D,C,11.557665533953605,0
36-50,M,Other,B,A,8.523271066324314,-128.09308713226685,C,-26.39936939300639,A,A,-72.52149264919309,0
36-50,F,Buddhist,E,C,31.072167205604593,-4.092309177372707,E,299.07435023750736,E,E,-30.63336830562598,0
51-65,Other,Buddhist,D,A,50.026775999133434,18.561091270662573,A,-113.25675627957044,A,B,-102.00718489382878,1
18-25,Male,Jewish,C,B,115.36240365924557,-17.72397382949837,E,-96.56305834658635,B,A,49.69819952633107,0
26-35,F,Hindu,B,C,108.07817781320104,-9.897844912347548,B,12.539538141848485,E,C,155.81808362743408,0
26-35,Female,Muslim,B,C,29.615080252616927,88.94012751183013,A,-77.0988371310466,B,B,-209.09143244102566,1
36-50,Other,None,C,B,238.189512628483,100.5469881623031,D,81.82406797569317,B,A,-98.24218615719953,1
18-25,Female,Jewish,D,B,-242.273917892263,-100.6010891294577,C,36.71609323555224,A,D,-126.04596119502978,0
18-25,Other,Hindu,C,D,-65.9306794488256,19.787505269548657,E,161.94890661878563,E,A,-31.562305721808077,0
51-65,F,None,A,C,105.9605421723656,126.21289026097986,A,-331.4013131106036,A,D,44.15671188335676,1
65+,M,None,D,B,-31.775777269666712,15.198622687537302,A,-6.221984376403958,A,D,15.904370727484855,1
26-35,Female,Christian,A,E,58.87998553486501,-18.990044624191437,A,-7.174358402950704,D,E,18.831112141328767,0
51-65,Other,Jewish,A,C,-106.32147390746667,13.396649638867991,D,152.28040762068113,C,A,-27.745293473714476,1
18-25,Non-binary,Jewish,E,A,-44.944449119863116,-212.32059070571955,A,-51.94831561978464,D,E,-240.19944921924537,0
26-35,Male,Christian,E,E,147.69553466967437,152.67990291768862,D,-16.776767850027927,D,B,-114.68293869082626,0
51-65,M,Buddhist,C,D,-81.4161320416356,7.662468819524297,E,178.09562229654102,E,B,-85.4980346384593,1
36-50,Other,Muslim,A,A,4.029827516608353,28.365861735039346,A,38.62273564761004,D,D,73.82209643231758,1
65+,Female,None,C,B,51.14194404956267,-97.59172893859851,C,75.96324678267335,C,B,-16.386445720044353,1
26-35,M,Buddhist,C,D,143.61504032109332,5.048946846320572,B,2.8998788587255504,A,D,-37.25879588981702,1
65+,F,Jewish,B,B,-76.72378084041227,-69.21539979561523,B,-40.031819198668586,E,A,-135.5861774571992,1
65+,Male,Other,E,D,-62.98896541398567,41.60721415508958,B,40.359618574009914,E,C,-122.34494716839852,0
65+,Male,Muslim,D,C,-10.664368440157501,-144.17088502080452,D,-37.56376981409896,D,A,-66.61289225586889,0
26-35,Other,Jewish,B,D,8.001556070371018,14.786142803338192,C,-33.05346791580769,C,A,-21.51388383241986,1
65+,Other,Hindu,C,B,-43.583860011650124,129.87425587077738,C,45.99276359820287,E,B,-76.72222865307636,0
26-35,M,Hindu,A,B,-46.93261959697847,-71.97892892613955,B,56.97502407225612,C,B,75.67650642574954,1
36-50,Male,Muslim,A,A,-120.54191239823054,-0.505397274057268,E,-125.04690084103271,A,A,11.086803218367594,1
26-35,Non-binary,Other,D,D,23.078866338546113,24.931026956360697,A,94.7082082833627,C,D,-130.19103161494726,1
65+,Female,Jewish,A,B,8.15714443036427,227.35592477212938,B,18.42465711259641,D,A,-98.97024662681994,1
26-35,F,Christian,C,D,188.49981818571834,-228.45717732457595,C,137.0342489546783,B,A,-106.17875144524311,1
36-50,Other,Jewish,A,A,-145.28436835109005,-18.48501175276486,E,40.35979769567923,B,C,-46.808338306413816,1
26-35,Female,Jewish,E,D,-75.97326609382976,33.27486217356549,A,-96.46397723216172,E,C,61.28784980049622,1
65+,F,Muslim,C,A,50.721791274034146,-74.41524514982213,A,66.32556146173783,C,B,40.50553173231021,1
26-35,F,Hindu,D,C,-19.595675959808805,-15.265337741214214,D,33.25417150625972,B,B,10.280515294491769,1
26-35,M,Muslim,A,D,75.20197944123424,45.87543658443327,A,43.140733399379165,B,E,64.963527829858,1
65+,Non-binary,Muslim,D,B,-140.56491976309036,-54.58951877573844,E,74.96456328532801,D,D,-48.267199477661435,0
51-65,F,Buddhist,A,D,-101.19508638389614,94.91351330815519,C,-114.50052104251974,E,E,93.20821519118945,1
18-25,Female,Buddhist,E,A,50.29041471220439,116.04150693487543,C,-7.68453353236353,A,A,20.65225332912774,0
36-50,M,Jewish,C,E,-57.91779110747727,-93.7203389800937,C,-41.67921380065556,A,D,-207.92158416405084,0
18-25,Non-binary,Buddhist,C,A,-107.91724200109331,93.56927266716656,C,51.0755437779692,D,D,-8.012410232951465,0
65+,Non-binary,Muslim,B,C,-22.888588894746917,-127.07914743733106,C,62.47547817229226,C,C,-195.05235228034806,0
51-65,Female,Muslim,D,E,139.7805480529456,-59.69093718899281,C,-2.2351713313617427,E,A,-2.22713579714809,1
26-35,Non-binary,Christian,B,E,99.63800023120945,11.214757938000474,D,-48.22366412189956,B,A,-147.80290155802948,1
51-65,Non-binary,Hindu,E,A,79.0965651259396,35.11139168235705,B,-32.74384609263638,B,C,112.54278830257674,0
26-35,Male,Buddhist,E,E,32.70045448503583,84.87919879013279,D,-76.36803164013547,A,A,-53.64265017106391,0
51-65,Female,Hindu,B,C,14.42927824727242,124.94785813564728,A,-41.25213590232059,D,D,17.646012672190384,1
65+,Other,Muslim,A,D,-42.11824331566207,-218.6396257533188,D,-20.646132180738753,C,D,-67.20747050928209,1
65+,Other,Jewish,E,E,-31.802467806985597,48.04732935463108,A,88.3434628292021,D,E,135.1372930445122,1
18-25,F,Muslim,C,A,-55.073322136800115,114.98940989261091,E,-87.00568251450746,B,C,-145.31989689155432,0
51-65,Female,Jewish,B,E,-224.06475922142377,-8.334947966244245,D,-90.27100750784814,E,A,-45.88007698111865,0
18-25,Other,None,A,E,-103.30674084851206,21.974919222738617,D,-87.36831684531052,C,B,133.53671939138238,1
26-35,Female,Other,A,E,33.369480946955726,-47.759688595846626,D,-41.75079694263186,D,D,147.5274696723765,1
26-35,M,None,E,E,51.60162135771987,-39.85699890716882,D,-9.61198500797091,A,A,13.815905478445606,1
65+,Female,Other,B,B,97.82243549906698,109.44157300488011,D,122.66350432086573,A,E,269.61917481791306,0
36-50,Male,None,C,C,-198.50418732414917,-34.145985680421084,A,-129.89674760696954,A,B,40.629410449957675,1
65+,M,Buddhist,C,B,77.14965169793344,74.4428349267936,E,94.03076815927967,D,A,73.75066369893761,1
36-50,Female,Jewish,C,A,-183.82194561577012,-15.459296034169192,B,15.427164963818443,B,C,92.86128628414598,1
18-25,Male,Muslim,D,A,139.5013405225587,5.559395154780658,E,150.6827357902284,C,A,143.9305248088753,0
18-25,Non-binary,Other,A,A,-113.06658118530855,-13.136156476939979,B,-60.733293892160404,D,C,75.9759677790339,0
51-65,Other,None,A,C,89.60923355777823,-4.3865571576686415,C,97.6202235150242,D,C,-74.01953597332675,0
18-25,M,Other,A,C,114.67428502874462,242.30409393278913,D,-26.72803266885323,A,D,0.5164426248651292,1
18-25,F,Hindu,B,E,-41.90602346039085,-110.82527153523394,D,-0.8225669293483948,E,E,214.62815265058822,1
18-25,F,Christian,B,B,-206.62118238293493,48.475677719377366,D,11.809459048390647,C,D,-33.04406475459577,1
18-25,M,Christian,B,C,87.4956431271162,8.585856106289928,A,-107.72526609671824,C,D,196.87985135634696,0
26-35,M,Muslim,E,E,-106.32717983731072,21.51658931896184,C,-22.724969036703698,B,B,-68.09957163191147,1
26-35,Male,Buddhist,D,A,31.739916066531194,-9.845188631238551,E,20.02312241014224,E,E,-144.12769883209532,0
18-25,Non-binary,None,C,E,87.15586700669519,-92.57822519255585,B,-37.8963954201406,C,E,76.48880798553813,1
36-50,Non-binary,Buddhist,D,B,157.65591031898572,58.82288294183829,C,-73.62737444720723,B,B,-152.50090384010392,0
65+,Other,Muslim,E,A,14.812589032184482,-0.45697070363809694,E,-110.6375549490655,D,C,-197.8289448409072,1
18-25,Female,None,D,B,-54.49222253558311,-32.13271225033263,E,-17.371360549871152,B,A,-87.74449828742603,1
65+,Male,Muslim,C,D,-78.93476464773477,-193.9403102015458,C,13.76727311682334,C,A,-22.533293544066986,0
18-25,Male,Buddhist,E,B,107.21458833946056,0.9165011631017352,C,-273.60301581678596,C,D,-50.636841690114245,0
65+,Other,None,A,C,-134.32453226591565,-62.86696216182091,A,-10.044389526467299,D,B,13.793978155548189,1
18-25,F,Jewish,C,E,-25.51693043230379,27.603920571372605,A,-104.0694875685239,C,E,50.302206687117824,1
51-65,F,Other,D,C,-137.12513337413498,-16.648541971364452,E,-253.9119080812553,E,A,211.81638645290636,0
51-65,F,Hindu,E,D,107.9182678148608,-51.358519541723815,E,-25.303089224750824,C,A,54.10337442875246,0
65+,Other,Buddhist,B,D,-25.41513653452953,-1.441292830594708,E,-36.64836022572668,D,C,-33.2400668475975,0
65+,F,Jewish,C,C,-12.755908201782779,134.18324228365864,B,-140.41821398457853,B,D,97.13298537230341,0
36-50,Male,Buddhist,D,C,47.90931031003569,72.31024600072979,B,49.77806374571351,B,C,125.12856439268343,0
18-25,Other,Christian,A,D,-1.14652885817176,37.757780915487494,A,22.91215539146998,D,A,19.73752151996628,1
36-50,Male,Jewish,D,D,122.29467474359383,-200.80780326386508,C,-161.025081734465,B,D,45.899724957726825,0
36-50,Other,Hindu,B,C,28.387715873807018,-100.92244214835912,B,67.55772238517696,A,D,-2.857646530133426,0
26-35,Other,None,E,C,6.5727439207796845,-84.9301639680307,B,56.946887385512625,E,D,-134.8691062453392,0
18-25,Female,Buddhist,D,A,-191.66972839118517,84.27240252950419,A,117.0863491014526,D,D,137.10309366171433,0
26-35,Female,Muslim,D,D,-19.72990234849382,105.62369994944585,C,75.51265234380664,E,B,9.736597692668745,0
36-50,M,Jewish,D,C,122.0028767328896,120.6913800304984,C,-220.72387772935497,A,D,104.98692287522175,0
51-65,M,Christian,D,C,-141.44807155961078,119.45135455743315,D,283.93427183307335,A,A,-249.44101820405038,0
