birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,target
70,C,C,0.6481931434081899,B,E,0
56,C,C,144.76346987098051,B,A,0
54,E,B,-33.2678495924924,C,E,0
53,D,D,-3.1829508369988053,A,C,1
21,C,A,3.1377986574578873,E,A,0
45,A,E,-27.88958674376384,E,D,0
26,D,A,-42.838480054030455,C,E,1
30,D,C,15.760870441231834,B,C,1
64,D,E,77.37410045091723,D,B,0
50,A,A,97.80982613930232,C,C,0
71,D,E,117.62075482135987,D,B,0
52,E,E,-49.786743792003065,D,E,1
66,A,B,-54.08601668007198,E,B,0
64,B,E,-7.97845979802245,E,D,1
53,E,C,-46.54539256814677,E,C,0
70,B,D,-70.4908400052101,A,E,0
66,E,A,-144.94899461047538,B,E,0
20,A,C,136.22687130259555,D,A,0
77,D,B,30.901993024596603,D,B,1
51,A,C,-25.958163537744454,A,E,0
18,C,A,165.6286265297809,E,C,0
73,E,C,-117.48004502186127,D,A,0
55,C,E,-17.21807976507584,C,D,1
47,C,D,-35.12016252484657,C,B,1
77,C,E,-85.47466378850551,D,B,1
69,D,E,18.72786052251255,E,D,0
42,E,C,80.73871970478005,E,D,1
25,D,B,-80.07308401029906,E,B,1
71,C,A,96.90053077892574,D,B,0
38,D,D,-50.379685260556364,B,A,1
61,B,A,0.3061288713931655,B,C,1
29,E,B,-65.10347042507115,D,A,1
52,B,E,-55.9028213416451,D,B,0
46,C,B,165.81787999786542,D,A,1
52,B,E,-83.9012823381488,E,D,1
72,D,C,-197.29646223482234,A,B,0
23,D,C,116.89434630249205,C,D,1
21,B,D,176.8303789393887,D,A,1
39,B,A,-26.325060826406805,C,C,1
37,A,A,-25.33592350565276,E,A,0
78,B,A,-27.111599122313677,A,C,0
51,C,A,109.48585192437142,E,E,1
77,E,E,-44.25905585339001,E,B,0
49,D,A,90.57284120006898,D,C,0
56,D,D,-12.929435555806798,C,B,0
24,A,A,177.03453859222736,E,E,0
27,E,B,163.92616404832395,E,D,0
58,E,E,-147.11489115077993,C,D,0
63,B,B,-97.34911436151312,D,C,0
64,C,A,59.29958382744851,B,A,0
40,B,C,52.52032358618188,E,B,1
36,A,B,89.68524656813888,B,E,1
69,A,E,123.60026072353993,C,A,0
47,B,C,134.40372776057814,A,D,1
52,A,C,79.4633853435122,B,E,1
38,E,B,96.85840478044838,A,D,1
31,C,E,61.83056669319895,C,B,0
64,E,E,7.435242081984134,B,D,1
78,B,D,66.7088683468212,C,A,0
21,D,D,93.71474838943274,A,A,0
50,D,A,-11.122921080820966,B,A,0
53,D,C,153.19764208713508,D,D,1
22,B,D,-135.55027314473307,C,D,0
74,B,C,69.77603788825681,A,E,1
55,B,A,153.22678023995948,A,C,0
73,C,D,98.12531692659589,D,D,0
54,B,C,3.458320174100794,B,B,1
61,E,A,18.04869427925381,A,B,1
55,C,C,34.212516780200765,D,B,0
19,D,C,150.9793331272897,D,D,0
36,D,D,-67.16310204286664,B,E,1
26,C,C,46.05370612558117,C,D,1
31,C,A,-24.69450135745463,B,D,1
23,E,B,59.43766960018441,B,E,0
18,A,C,-90.6442511213029,D,D,1
44,A,A,17.538904818536103,E,B,1
26,D,D,242.924601294623,D,D,0
44,A,D,89.04249025458635,A,C,1
40,E,D,100.84114396561003,E,A,1
34,D,E,61.28478292986031,D,D,0
44,C,E,-71.16941454525308,E,B,1
25,A,D,-87.02277111677414,D,A,1
42,A,D,22.91543667121669,C,A,1
75,A,D,-155.83233079534088,B,C,1
34,C,B,-121.9847290056251,B,A,1
48,A,D,6.679454188409752,B,C,1
23,A,D,-23.355668385432217,D,D,1
61,E,E,121.06279888084615,A,C,1
67,E,E,-68.0496969823934,D,D,0
57,A,C,87.7451056417694,D,C,0
66,E,D,-246.27191916602862,C,E,1
54,D,E,-40.338945441892726,C,B,0
46,B,B,-133.01585998081305,B,A,1
26,D,A,46.01032705708148,A,D,1
38,C,A,70.87015028052754,D,E,1
31,D,C,-34.053116434005645,D,C,0
37,C,A,21.11801686169155,A,A,0
77,E,B,61.03296446404699,C,B,1
29,E,C,-44.28460211408669,B,C,0
74,E,E,80.93193646569046,C,A,1
29,A,D,133.484086694538,A,A,0
34,D,A,-231.75729358190642,B,D,1
50,B,C,-56.65228572488752,E,D,0
22,A,B,-106.33529038734397,B,E,0
29,E,A,-56.927478668039974,E,C,1
61,E,C,-23.347979354586652,D,B,1
22,C,B,138.78136672151018,B,C,1
61,A,E,-117.05544290953145,B,E,1
32,D,E,-87.5475387247663,D,A,0
18,C,A,-169.89911575071562,D,C,1
57,B,B,-87.95359446330795,B,A,1
64,C,B,-236.75379485439015,B,D,1
31,A,D,-9.483648071384252,E,A,0
20,A,A,137.42953215857864,E,B,1
59,D,D,243.02463219938892,B,C,0
27,D,E,145.10223175235868,C,C,0
22,E,E,-41.583242122426526,B,C,0
79,E,B,-50.970080363714956,D,C,1
50,D,B,54.27145471739835,A,C,1
57,A,C,-135.57159281943453,E,A,0
46,E,A,51.69646636879851,D,D,0
34,C,D,17.34415188377434,A,C,1
51,B,C,21.782391624244937,E,A,1
73,B,D,189.17458568041278,C,E,1
19,E,A,124.2713574825008,E,E,1
65,D,D,68.83986503175144,A,A,1
26,E,A,58.47074807776349,B,C,1
20,D,A,109.81773508849587,A,C,0
48,C,D,211.47794740541093,A,A,0
38,E,A,146.76543555355903,A,C,0
57,A,B,-9.617844101675443,D,A,1
63,C,A,-105.8169820600397,B,B,0
47,A,B,34.05312245013497,D,B,1
73,A,A,-89.64098602186569,A,B,1
78,E,E,56.24093414473204,C,A,0
19,C,C,20.551048440622946,B,C,1
51,B,C,61.75192633134742,A,A,1
55,A,A,-10.790709318384302,B,B,0
69,B,D,-85.42064511259791,E,C,0
49,C,C,-128.0649469752564,A,C,0
60,E,D,-141.832199685158,C,C,1
54,A,E,-124.47340237495688,A,A,0
19,B,A,-65.31233784527795,C,A,0
50,D,B,31.099814802409643,B,E,1
27,D,B,-68.04061544988156,D,E,0
42,D,A,-170.16757343413445,B,D,1
73,C,E,19.229937231484108,E,A,0
77,D,D,33.558827527047065,A,A,1
52,C,A,-126.6971995309309,B,A,1
30,D,D,128.56797616866038,E,D,0
70,D,D,-35.52897478907781,E,B,0
32,D,A,96.30660357143466,A,C,0
62,B,D,-25.003060501306862,E,E,0
75,C,A,66.16118457025469,D,D,0
27,A,E,-93.57375831195314,E,C,1
76,B,E,-20.132164111630924,B,A,0
65,C,A,-68.30268743225231,E,E,1
47,B,C,-80.37702471680853,C,A,1
32,B,E,-55.247356792596136,D,B,1
78,C,D,11.915288221624888,D,C,0
39,E,C,51.611644180333684,B,C,0
71,A,E,44.12035003097262,B,A,1
64,E,E,-1.5027273122463392,E,D,1
22,A,D,-82.37523856723568,D,B,0
35,A,A,21.862587372066663,A,B,0
27,B,C,-56.62943799299982,C,D,0
74,E,C,-26.78089125349576,E,E,0
19,A,B,8.525123047488874,D,B,0
42,D,E,-100.05996458020212,A,E,0
46,B,C,12.948369893121125,D,B,0
27,E,E,38.006213476276905,C,E,0
52,E,C,142.30736651547713,B,A,0
21,B,B,227.38134324808735,D,A,1
71,B,C,20.97869070056511,E,E,1
61,C,B,221.8699949938042,B,D,1
59,A,A,140.11094963118202,D,E,1
24,E,E,-73.05075542689652,A,D,1
20,A,D,175.3304605777027,E,B,1
20,E,D,92.62314532914758,C,E,1
28,A,E,21.522334481158854,C,C,0
56,A,E,-41.308879063827405,E,D,0
57,D,A,19.9582593202204,D,E,0
41,A,A,100.95496484564109,E,A,0
52,A,A,58.32445394564216,B,D,0
43,E,C,58.63965995313025,E,C,0
62,C,C,26.311157047292603,C,C,1
45,D,C,-51.334784967269485,E,A,0
51,D,E,-45.91681350357847,A,D,1
68,D,E,70.11541366716001,D,C,0
43,C,B,-132.45549976208824,D,A,0
21,C,B,-189.43274707226487,B,D,1
33,E,C,-67.56097232167703,D,A,1
34,B,E,-59.606787934416815,B,C,0
42,B,A,-37.19761147936097,C,D,1
21,A,E,-65.42321748464943,D,D,0
19,C,A,-4.121176988811319,B,B,1
30,E,B,-84.70258309316577,D,C,1
23,D,E,74.04643559611304,B,E,0
63,A,A,-62.044124344972914,A,A,0
61,A,D,-47.05941526997912,A,E,1
73,C,B,-149.69312191961964,C,A,0
32,B,E,-61.46608214980029,B,B,1
58,E,B,-180.07912900949128,D,B,1
41,C,A,-147.7163531347485,C,E,0
60,A,D,13.0280427235363,D,A,1
59,A,E,-49.05913384678319,D,B,1
54,C,D,-74.0833215549124,D,D,0
70,C,D,-20.15154963002415,A,B,1
50,A,D,-78.98228744045474,C,C,0
52,A,E,54.71129845068976,B,E,1
19,D,D,188.19376714236668,D,A,1
47,C,B,89.62619257409857,D,D,0
66,A,B,-22.081211939433835,C,E,0
64,C,E,74.79676554665264,D,A,0
25,E,A,70.2530380291918,A,D,0
33,C,E,-72.53876151500653,C,A,0
21,B,C,21.73760992596171,D,A,0
64,E,A,-70.20810402606948,D,E,1
77,B,B,80.36630770593234,A,C,0
28,D,A,4.087695350893548,A,E,1
50,A,D,-34.71402470364906,C,D,0
19,D,B,-57.14685828758381,D,D,0
40,A,E,1.2641240203792858,A,D,0
23,D,D,-36.755065491968644,B,A,0
60,B,A,53.60925719642699,D,E,1
57,A,D,-79.57885932206827,D,E,1
19,A,B,-12.492594848169382,E,A,1
79,E,A,168.59137605797739,A,D,1
58,B,E,36.52988106907225,B,A,1
52,A,C,7.643578159317499,E,D,1
55,A,B,-129.6919035367618,A,B,0
64,D,A,93.86772856884306,D,D,1
26,E,E,-23.87750115240206,B,C,1
72,A,D,16.82937501274713,C,D,1
27,B,E,19.238375218273614,E,C,0
28,E,C,23.76589149004538,C,A,1
25,B,E,-13.147080375039646,C,D,1
46,B,C,-62.537096299482684,C,D,1
22,A,E,61.522213054752974,D,A,1
58,B,A,-116.42487363230849,D,E,0
36,B,A,-94.16409279803896,C,C,1
79,A,E,-1.1826508527257984,A,A,1
23,A,D,147.3075255036747,C,E,0
71,A,A,-71.86507535304646,D,D,0
40,E,E,-103.24971898366032,E,A,0
26,D,D,-46.06270741178445,A,E,1
61,E,D,51.50466965101328,B,C,0
56,E,D,-4.806310960881694,D,D,0
32,A,A,-0.48596710992580194,B,B,0
35,D,D,-51.18963016614223,E,D,1
59,A,D,-121.42236551004844,A,D,0
46,A,B,-65.91892559373332,C,E,0
38,B,E,148.47064813732337,B,D,1
78,D,A,-204.56657174236534,E,A,0
23,C,C,283.49332255016947,B,B,1
22,A,C,-129.56718484935817,C,C,0
54,E,D,-127.54021877552381,E,B,1
79,A,C,94.01424544660398,B,C,1
70,D,A,25.81205910374714,E,B,0
52,E,D,-104.69658119168932,C,E,0
64,B,A,-76.75021994223381,C,E,1
28,B,B,-174.63318071211572,E,E,1
30,E,C,-113.66282023694001,C,D,1
36,E,E,-25.012380934293905,E,B,0
31,B,A,-238.01974335844102,B,C,1
24,C,B,-78.37972942887683,E,A,1
63,B,C,72.90032564472624,A,B,1
50,D,B,128.27180358831967,C,E,0
43,D,A,-126.832639084129,B,E,1
63,A,C,-70.59362894336194,A,E,1
42,D,B,173.95143238038358,A,D,1
57,A,A,9.244207163746548,A,B,1
27,A,D,-21.109571936349898,D,C,1
62,E,B,120.1422473486395,A,B,0
74,B,D,87.02983089062938,C,C,0
42,D,A,60.88013068661896,A,D,1
51,C,E,-62.030706113780894,C,A,0
66,E,A,-2.417636708472556,D,A,0
66,D,C,-39.49316498072278,B,B,0
18,A,A,-7.9604333986292835,E,D,0
49,E,E,52.164577500670596,B,D,0
36,C,B,103.14321285042563,D,B,1
55,A,C,39.63415667975221,B,E,0
75,A,A,-195.7689447184429,D,A,0
36,D,C,-33.90866008641678,D,E,1
60,C,B,-1.2868657207037126,A,A,0
67,C,D,56.32303932328311,E,D,0
75,A,C,196.9400717194677,B,E,0
68,E,B,28.195705344401524,A,B,0
24,A,C,-13.715648856366917,A,A,1
44,A,C,61.592607975233214,E,D,0
26,C,A,-16.113156226951624,D,C,1
19,E,B,71.17555973838489,C,D,0
45,A,D,-202.21656739462594,E,B,0
74,A,D,85.28890737116492,E,A,0
30,D,A,-228.7994713737512,D,E,1
28,D,A,-76.40122086461183,B,A,0
57,E,C,179.02862513288886,C,A,0
74,A,D,-65.55853937294064,A,C,0
71,B,D,-26.097834241921564,D,D,0
21,E,C,-220.02510595354613,E,A,0
41,B,C,-94.34163853164755,B,C,0
71,A,A,-167.498789667964,A,C,1
18,A,C,-25.91975068795881,A,E,1
50,C,E,-69.67025443016243,C,D,0
78,E,B,-99.69571353120824,E,D,1
72,A,A,-72.0382267963502,D,A,0
58,B,C,-308.139013856746,E,D,0
45,B,A,-283.96750780661324,C,D,1
43,C,C,-163.34700977321597,A,E,1
39,E,C,118.99513102889894,E,C,0
62,D,C,111.25538633284921,E,D,0
39,C,E,-82.41692208135643,C,A,1
51,D,A,-50.1594869158431,C,A,1
41,E,C,52.896770766932335,B,E,0
77,B,D,-146.7607982769098,A,D,0
35,E,C,51.697718590667954,A,D,1
20,B,E,-128.91146337145383,C,C,1
50,D,E,-74.65116283676473,A,C,1
69,D,B,-27.611607124533457,E,A,1
39,E,E,-128.4408016812542,A,A,1
66,A,C,252.73172802263346,C,A,1
68,E,A,199.4385437301733,E,C,0
41,D,C,-13.57090057979963,B,C,1
54,A,E,30.86565288974019,C,C,0
21,D,E,96.40391135708329,D,D,1
74,C,B,109.11524405708823,A,D,1
46,C,C,132.8637597263801,C,B,0
38,C,B,234.11397995584804,A,E,0
59,C,C,-53.27431653798813,E,E,1
34,E,D,25.945360826315707,A,D,1
56,E,D,27.426845295716003,A,C,0
61,C,B,-18.330928388445663,E,D,1
69,C,D,126.33705818670838,C,B,1
60,D,D,-72.21034342623904,A,E,1
32,E,A,134.31766418675338,C,B,1
43,C,A,-12.461284593482539,B,A,0
62,B,E,42.160411014348185,B,B,1
65,E,A,-60.198215337759706,D,E,1
75,A,E,-66.72408970012931,E,C,0
45,E,D,83.21770438161367,A,B,0
57,A,C,50.79042959690586,B,E,0
28,D,E,-19.72394488319094,A,D,1
53,C,C,-91.4111508310294,A,B,0
63,A,A,-57.58655203910406,C,E,1
19,E,A,-20.78584164511886,A,B,1
28,B,C,-4.549808764301294,C,D,0
41,E,C,76.23923382350284,D,B,0
25,D,C,196.90182722465977,B,E,0
70,A,A,-69.58542112437804,A,A,1
76,B,C,-230.5029473305098,E,C,0
38,A,A,18.554416077481108,D,C,1
47,C,B,115.96110235964372,D,C,0
48,A,A,83.5185480659261,B,A,1
62,C,E,78.47259875220091,E,D,1
70,D,E,145.91661219665767,D,B,0
61,C,C,-47.09412308374347,E,B,1
20,E,D,-27.869924689723785,E,B,0
78,A,E,-58.128222572166855,B,C,1
71,E,A,73.64960169346416,E,D,0
70,C,E,69.15532017423753,A,B,1
38,E,D,84.06658701833688,B,E,0
46,A,E,125.79979513089043,D,A,0
41,C,B,77.97477114663539,D,D,0
64,E,D,-26.69743444332483,C,D,1
71,C,D,33.34501655067141,A,D,0
72,C,D,13.67061985939451,D,B,1
60,A,A,152.80469566069848,B,D,0
32,E,D,-20.910897836490637,A,E,1
77,B,E,-102.01856076817464,A,E,1
18,B,C,-88.00472714622386,D,A,0
78,E,C,-39.99122058696258,B,A,0
51,B,C,221.86201095523796,B,D,1
29,B,B,-11.67411124686686,A,B,0
68,E,A,-4.20961464728982,B,D,1
24,A,C,75.79932176481246,C,A,1
73,D,C,35.38685241208854,A,A,0
22,D,E,73.71625191162374,B,E,0
66,B,E,100.47561127408346,A,B,1
77,B,B,-81.98379040858079,E,D,1
18,C,B,15.506994332057925,C,A,1
49,E,E,-33.55742777024149,C,B,1
59,E,B,22.68688077838589,A,C,0
57,D,A,37.76323893282388,B,B,0
68,C,E,113.09464186299611,B,E,0
34,A,B,48.339562774668785,B,A,0
19,E,C,41.52498396280272,B,C,1
67,C,E,-72.09061768907462,B,B,0
63,A,C,161.19432668609466,C,B,1
51,C,A,-15.867240817540049,A,B,0
36,E,A,78.39883559904884,E,C,0
25,D,A,32.59393552737945,D,D,1
59,D,A,-125.25473235680138,A,A,0
18,B,A,52.18058821058291,E,D,0
56,C,E,-88.50802569114038,D,A,0
59,B,E,-133.3588256927159,E,D,0
22,D,E,-77.30018750614647,E,E,1
54,A,D,-59.04167493324889,A,C,1
63,E,D,-65.98200979099235,C,C,0
25,D,D,-123.56484915664066,A,D,1
26,B,A,22.493675046724622,D,B,0
18,C,B,-30.795943706816537,D,B,0
29,E,A,-53.31759965325216,C,A,0
70,E,A,129.93622372549947,D,B,1
41,A,C,57.791264334694105,A,C,0
30,A,C,-50.15836570920982,E,D,1
64,D,B,146.71972040665798,B,E,0
23,A,B,-21.015403054819785,B,D,0
54,D,B,66.71477542495164,D,A,1
70,E,A,-54.356989717153326,A,C,0
21,B,C,-26.00841289081042,A,B,0
47,C,E,171.6592870989794,B,E,1
78,D,C,-110.66954587473849,E,B,1
56,A,A,28.11625394283464,C,E,0
77,B,E,16.884551515297602,C,D,1
32,D,B,-5.100776765265906,A,A,0
58,C,C,47.43516757174161,A,B,0
72,C,A,132.95136018044082,E,C,1
23,A,A,-107.26168555650646,A,A,0
43,E,B,75.52780821664882,D,C,1
27,D,E,91.51998319576742,B,C,0
69,A,E,-131.40786376144632,E,A,1
28,D,A,-44.70587051596189,B,D,1
41,C,A,-64.7451116640368,C,D,0
73,C,B,43.406042670625055,D,B,0
71,E,D,20.916854943404683,E,A,0
66,A,D,52.287985281678594,E,B,0
52,B,E,-269.11852116761855,E,E,0
62,C,B,-5.663098307450442,D,A,0
38,D,B,9.544056602070448,E,E,0
37,C,D,-205.69863348387094,B,B,0
32,E,E,86.96511368249024,D,B,0
54,E,D,-41.057126605107804,C,E,0
54,B,A,-10.573652664519726,A,B,0
25,E,C,33.94181950821414,E,B,0
50,E,C,-160.55682690395335,D,E,1
62,B,A,79.30889162173735,D,B,1
49,B,A,-14.940243557381708,A,C,1
30,A,E,-57.01426983485227,B,E,0
63,C,B,65.63969561403775,D,B,0
53,D,B,97.30546733299428,E,B,1
51,B,E,41.9283374351741,B,D,0
66,D,C,49.354123198179565,E,A,0
31,C,C,69.43806065397166,B,A,0
44,B,D,61.26871756989234,E,B,1
40,A,C,-60.693987719551856,E,B,0
48,D,D,201.27464718368503,C,B,1
20,C,A,-92.74607675588749,B,D,1
31,B,B,112.71822690689879,B,B,1
33,D,D,-100.94875684358809,C,C,1
47,A,B,3.826575761957121,C,C,1
42,C,D,-130.268961784943,D,C,0
44,B,C,11.436024410492243,D,D,1
48,A,A,67.53501685047965,D,B,0
27,D,A,-32.36236937598147,B,C,1
71,A,D,55.24196277514379,B,E,0
26,A,C,-18.84672006183818,C,B,0
51,B,C,-107.12256368802089,A,E,0
68,C,B,-123.63021776161594,A,E,1
64,E,C,63.853914594696334,D,B,1
75,D,D,20.71786149195053,A,A,1
20,B,E,56.32237214399586,D,C,1
19,D,C,-4.009374409712355,B,C,1
70,B,A,2.309019212699901,C,E,0
24,E,B,60.57230975169187,A,E,0
65,A,A,-120.23314250969838,D,D,0
27,C,A,159.8708114561846,E,D,1
71,A,B,29.756021422418254,A,A,1
27,C,B,43.75954909497723,A,B,1
24,B,E,17.206626553071942,B,C,0
50,B,E,-49.09355771942932,B,E,1
76,D,D,79.1264307953971,B,C,0
29,D,C,35.77673798686626,C,A,1
71,A,D,117.98259536756422,B,C,1
45,A,D,-43.48117818567924,B,A,0
76,B,D,31.153979719500636,B,D,1
18,E,E,77.68880544951529,D,C,1
55,E,D,-63.625414661537384,C,A,0
73,B,D,-35.431471659243854,E,A,1
66,A,A,165.22882259434272,A,A,0
74,E,A,-44.318155888662154,E,C,1
31,A,D,23.647032529106905,B,B,1
69,C,E,92.37952267944881,D,E,1
74,C,A,67.97557714406979,E,A,1
67,C,A,-46.49005284792959,C,E,0
52,C,D,286.2942848850975,A,B,1
64,A,D,-75.60939964382163,C,D,1
74,A,A,-9.258776308428196,A,B,1
55,D,B,-170.27886334045402,B,D,0
42,E,B,28.836883252998735,E,C,1
45,C,D,12.114670901496888,C,A,0
45,A,B,-54.17011837767875,A,A,0
76,B,C,90.85700486107135,E,D,0
63,E,C,-293.1754431481828,D,D,1
46,A,A,-15.216684212684791,E,D,1
77,B,C,-11.733276025394561,C,A,0
57,D,B,-204.81429992393765,B,E,1
55,C,B,99.19600638160759,B,B,0
31,E,C,189.68868759788919,D,A,1
52,E,E,81.16552109074698,B,C,1
74,A,A,-4.228691386056193,D,C,1
35,B,E,-119.3191476421537,D,A,1
36,B,E,-38.258760476471124,D,E,1
18,C,B,22.014840306767354,A,D,0
79,A,A,36.73634991743149,B,D,1
48,B,B,-76.94447074703945,C,C,1
62,E,C,-26.60232397326402,B,B,0
61,E,D,-39.3734894764995,E,C,0
20,E,B,31.46407016236915,E,E,1
34,C,C,23.734133163868997,B,E,0
60,C,D,50.73362337519626,D,B,0
18,D,B,134.21982286196445,A,A,0
43,A,D,-70.97172145605585,B,C,0
71,B,B,-103.2087667309231,A,A,0
61,B,B,-92.247166825963,E,D,1
76,E,A,70.33023374029214,E,C,0
45,A,A,1.8385922442822697,D,A,0
55,B,C,-135.68592228378753,A,B,0
72,C,D,-4.776524076075274,E,B,0
40,B,E,117.65561160897697,E,A,0
23,C,C,-45.338960746411935,A,B,0
47,B,C,57.964292610580195,B,B,1
60,D,C,-72.65030708088806,A,B,0
59,E,C,-181.81115931683806,B,E,0
46,A,A,-127.69927607751592,C,E,1
26,B,E,-8.85234083220486,C,E,0
79,D,C,-73.72883123882697,B,C,1
24,D,C,62.616489206308735,B,A,0
30,B,E,-58.32346713432417,C,E,1
39,B,B,-34.39983310341642,B,A,0
29,D,C,117.72861549280995,B,E,0
37,D,E,-107.50401042485076,E,D,0
63,B,E,107.4326762041318,B,A,1
54,A,A,-16.224798687532807,A,E,0
44,B,A,-131.70369260317779,C,D,0
35,A,C,14.147980047112569,B,C,1
